50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.013667,,,,,,,,,,,,,,7d39b17b-2453-4fb3-99e6-a86b88ff353f,18,,"[33.1, 71.7]",3825798,0,,,,,0.4636476,,Right Foot,,,"[49.7, 80.0]",,Ground Pass,,18.559364,Out,,Danilo Luiz da Silva,3063.0,,,,,,,1,From Kick Off,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,2,Real Madrid,220,['7ffaba09-2753-444a-9413-860bf657199d'],9,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:09.264,Pass,
,,,,,,,,,,,,,,,,2.237025,,,,,,,,,,,,,,35a39b30-01cc-48b2-8ea3-a26e08ca1a5c,20,,"[65.1, 0.1]",3825798,0,,True,,,2.9935133,,,,,"[47.0, 2.8]",,Low Pass,,18.300274,,,Zouhair Feddal,6647.0,,,,,,Throw-in,1,From Throw In,Lucas Alfonso Orbán Alegre,27480.0,Left Back,3,Levante UD,221,['9cfea2a5-869b-4a23-87b3-fefb9e7660c7'],17,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:17.099,Pass,
,,,,,,,,,,,,,,,,1.814842,,,,,,,,,,,,,,713be89b-f025-4acf-8102-f8d25814db00,22,,"[36.6, 5.7]",3825798,0,,,,,2.0542433,,Left Foot,,,"[21.9, 33.7]",,Ground Pass,,31.624199,,,Carl Medjani,27656.0,,,,,,,1,From Throw In,Zouhair Feddal,6647.0,Left Center Back,3,Levante UD,221,['93a0aee1-dcd2-4891-943c-c2471c6d9263'],21,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:21.258,Pass,
,,,,,,,,,,,,,,,,3.165194,,,,,,,,,,,,,,1c8fe023-9d13-4a3a-b750-3f3e3834e978,25,,"[32.7, 37.1]",3825798,0,,,,,0.02280973,,Right Foot,,,"[85.3, 38.3]",,High Pass,,52.613686,Incomplete,,Deyverson Brum Silva Acosta,25134.0,,,,,,,1,From Throw In,Carl Medjani,27656.0,Right Center Back,3,Levante UD,221,"['0fcc96ca-b351-4b88-9b9d-873f7e9b1d8c', 'a665acef-4fd1-48d3-bc68-e877961613f5']",26,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:26.309,Pass,
,,,,,,,,,,,,,,,,1.269929,,,,,,,,,,,,,,912b9249-abcd-445a-94b9-1fc2661777bd,29,,"[42.2, 40.1]",3825798,0,,,,,0.40742984,,Head,,,"[51.7, 44.2]",,High Pass,,10.34698,,,Toni Kroos,5574.0,,,,,,Recovery,1,From Counter,Carlos Henrique Casimiro,5539.0,Right Defensive Midfield,4,Real Madrid,220,['a65e65db-00b3-4a05-a425-00cf3dad3f05'],30,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:30.555,Pass,
,,,,,,,,,,,,,,,,1.219438,,,,,,,,,,,,,,2081cc09-2959-46e3-90c0-ee6b089bf5fb,32,,"[49.0, 45.2]",3825798,0,,,,,0.76101273,,Left Foot,,,"[55.3, 51.2]",,Ground Pass,,8.7,,,James David Rodríguez Rubio,5695.0,,,,,,,1,From Counter,Toni Kroos,5574.0,Left Defensive Midfield,4,Real Madrid,220,['ed6c06c5-5bf5-4ac3-8249-44d7caa73416'],31,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:31.827,Pass,
,,,,,,,,,,,,,,,,0.174673,,,,,,,,,,,,,,72309b4d-2100-4108-81e9-9ddeb41b8f3a,44,,"[57.1, 37.1]",3825798,0,,,,,0.104876935,,Right Foot,,,"[59.0, 37.3]",,Ground Pass,,1.9104973,Incomplete,,,,,,,,,,1,Regular Play,Lucas Alfonso Orbán Alegre,27480.0,Left Back,5,Levante UD,221,"['bd0ee64b-d352-42b3-86c2-60033b2dbe6f', 'bd1b71f8-11a4-4914-8161-2638f732f2c4']",38,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:38.737,Pass,True
,,,,,,,,,,,,,,,,1.389429,,,,,,,,,,,,,,e830e674-02c5-4147-9863-f3dfa1a50218,46,,"[48.9, 33.7]",3825798,0,,,,,-0.29780304,,Left Foot,,,"[59.0, 30.6]",,High Pass,,10.565037,Incomplete,,,,,,,,,Recovery,1,Regular Play,Simão Mate,27122.0,Right Defensive Midfield,5,Levante UD,221,['c4c6c4a4-ba39-4386-8dcc-3dbccb278d57'],40,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:40.114,Pass,
,,,,,,,,,,,,,,,,0.755949,,,,,,,,,,,,,,ada0be58-7d12-4182-bbac-5c40bca4a8e6,52,,"[41.7, 3.6]",3825798,0,,,,,-0.2234766,,Left Foot,,,"[57.1, 0.1]",,High Pass,,15.79272,Out,,,,,,,,,,1,Regular Play,Zouhair Feddal,6647.0,Left Center Back,5,Levante UD,221,['3956f326-e022-472e-9038-83ad0726eae6'],47,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:47.291,Pass,True
,,,,,,,,,,,,,,,,1.258207,,,,,,,,,,,,,,008c2941-24fa-4008-8645-c8f325b7e601,53,,"[56.2, 80.0]",3825798,0,,True,,,-1.2737321,,,,,"[57.7, 75.1]",,Low Pass,,5.124451,,,James David Rodríguez Rubio,5695.0,,,,,,Throw-in,1,From Throw In,Danilo Luiz da Silva,3063.0,Right Back,6,Real Madrid,220,['710aeaa4-436c-45e0-8685-65b903733b77'],51,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:51.638,Pass,
,,,,,,,,,,,,,,,,1.054588,,,,,,,,,,,,,,57f956cc-fbb5-4447-9721-08e12df6c691,55,,"[57.7, 74.4]",3825798,0,,True,,,2.4502556,,Right Foot,,,"[51.9, 79.2]",,Ground Pass,,7.528612,,,Danilo Luiz da Silva,3063.0,,,,,,,1,From Throw In,James David Rodríguez Rubio,5695.0,Center Attacking Midfield,6,Real Madrid,220,['6ea90ebd-f26d-44c8-a742-4a3c7c05f8ee'],53,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:53.892,Pass,
,,,,,,,,,,,,,,,,1.812443,,,,,,,,,,,,,,587bcdd4-033d-4a02-ac81-e23f96e394f7,57,,"[51.7, 79.2]",3825798,0,,,,,-2.9544866,,Right Foot,,,"[31.1, 75.3]",,Ground Pass,,20.965925,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,From Throw In,Danilo Luiz da Silva,3063.0,Right Back,6,Real Madrid,220,['1899059a-c4a5-4913-9296-a2f6bc3893da'],55,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:55.900,Pass,
,,,,,,,,,,,,,,,,1.89411,,,,,,,,,,,,,,52686306-2cda-4888-b3d4-315118a141c5,60,,"[31.1, 75.3]",3825798,0,,,,,-1.7631919,,Right Foot,,,"[26.6, 52.2]",,Ground Pass,,23.534231,,,Raphaël Varane,5485.0,,,,,,,1,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,6,Real Madrid,220,['e396a6a9-a5c6-4001-9f24-a54f8b464ed1'],58,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:58.652,Pass,
,,,,,,,,,,,,,,,,1.461034,,,,,,,,,,,,,,d21d31c7-35cf-4237-ac61-9caee3474a84,63,,"[26.6, 51.2]",3825798,1,,,,,-1.0999025,,Right Foot,,,"[40.6, 23.7]",,Ground Pass,,30.85855,,,José Ignacio Fernández Iglesias,5202.0,,,,,,,1,From Throw In,Raphaël Varane,5485.0,Left Center Back,6,Real Madrid,220,['77244670-a1a5-4d2e-9fb3-c98e4bc33d7a'],1,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:01.561,Pass,
,,,,,,,,,,,,,,,,1.500334,,,,,,,,,,,,,,232339e1-7cdf-4a36-9a7d-d8b7d9d241d6,66,,"[44.9, 22.2]",3825798,1,,,,,1.3061266,,Right Foot,,,"[47.8, 32.9]",,Ground Pass,,11.086027,,,Carlos Henrique Casimiro,5539.0,,,,,,,1,From Throw In,José Ignacio Fernández Iglesias,5202.0,Left Back,6,Real Madrid,220,['46940910-c357-4574-b751-1dbba13e5457'],4,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:04.996,Pass,
,,,,,,,,,,,,,,,,1.270636,,,,,,,,,,,,,,93175a01-2d2a-4c34-a7e0-680148070068,69,,"[47.8, 32.9]",3825798,1,,,,,-1.9010937,,Right Foot,,,"[43.0, 18.9]",,Ground Pass,,14.8,,,José Ignacio Fernández Iglesias,5202.0,,,,,,,1,From Throw In,Carlos Henrique Casimiro,5539.0,Right Defensive Midfield,6,Real Madrid,220,['383b21df-931c-4939-b66e-9299de653a6b'],6,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:06.565,Pass,
,,,,,,,,,,,,,,,,1.445839,,,,,,,,,,,,,,993e853a-23ec-4fa0-98db-69c1081c8d03,72,,"[43.0, 18.9]",3825798,1,,,,,2.3127437,,Left Foot,,,"[33.1, 29.7]",,Ground Pass,,14.650939,,,Raphaël Varane,5485.0,,,,,,,1,From Throw In,José Ignacio Fernández Iglesias,5202.0,Left Back,6,Real Madrid,220,['718e29eb-456b-484d-8e88-a4f9edff3d37'],8,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:08.475,Pass,
,,,,,,,,,,,,,,,,1.777328,,,,,,,,,,,,,,039c94a5-340c-4652-a24a-a015c9a8ac7f,75,,"[32.8, 29.7]",3825798,1,,,,,1.4648725,,Right Foot,,,"[36.5, 64.5]",,Ground Pass,,34.996143,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,,1,From Throw In,Raphaël Varane,5485.0,Left Center Back,6,Real Madrid,220,['353606be-e634-4c36-bec0-f7fb73927f30'],10,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:10.706,Pass,
,,,,,,,,,,,,,,,,1.257539,,,,,,,,,,,,,,a48b4e5f-1b8b-49ce-ac27-250d4ba8e909,78,,"[41.8, 66.2]",3825798,1,,,,,0.5526972,,Right Foot,,,"[63.2, 79.4]",,Ground Pass,,25.143587,,,Lucas Vázquez Iglesias,5200.0,,,,,,,1,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,6,Real Madrid,220,['aa5f1dbf-37a8-4280-8b6b-a5c488565900'],15,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:15.857,Pass,
,,,,,,,,,,,,,,,,0.974803,,,,,,,,,,,,,,af70a2d9-0ccd-4264-8ba7-1f671ed9d421,81,,"[64.7, 78.7]",3825798,1,,,,,-0.76159316,,Other,,,"[69.0, 74.6]",,Ground Pass,,5.9413805,,,James David Rodríguez Rubio,5695.0,,,,,,,1,From Throw In,Lucas Vázquez Iglesias,5200.0,Right Wing,6,Real Madrid,220,['577f8af4-9c3d-4417-8f34-104986871754'],17,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:17.679,Pass,
,,,,,,,,,,,,,,,,0.626326,,,,,,,,,,,,,,5b4c228e-8fd5-4a06-a68f-f808fc088902,84,,"[69.0, 74.6]",3825798,1,,,,,-3.09995,,Right Foot,,,"[64.2, 74.4]",,Ground Pass,,4.804165,,,Lucas Vázquez Iglesias,5200.0,,,,,,,1,From Throw In,James David Rodríguez Rubio,5695.0,Center Attacking Midfield,6,Real Madrid,220,['b8ea22ee-cc7d-4a29-8f41-0b4f24fd25a1'],18,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:18.674,Pass,
,,,,,,,,,,,,,,,,0.094211,,,,,,,,,,,,,,c9498e00-b73e-4498-97ed-041e838f2626,88,,"[68.8, 71.7]",3825798,1,,,,,-0.08314123,,Right Foot,,,"[71.2, 71.5]",,Ground Pass,,2.408319,Incomplete,,Borja Mayoral Moya,21147.0,,,,,,,1,From Throw In,Lucas Vázquez Iglesias,5200.0,Right Wing,6,Real Madrid,220,"['df79a71b-27ec-43db-bf49-407b820a57b0', 'e1582ca9-e85c-48ff-84cf-8c435df694b5', 'f1bb74e9-9fb1-4cd4-98a7-f6eb59761d8d']",19,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:19.634,Pass,True
,,,,,,,,,,,,,,,,2.116738,,,,,,,,,,,,,,608d0708-711a-42c5-ab20-63928cb0e13c,93,,"[47.2, 22.1]",3825798,1,,,,,-0.80304337,,Right Foot,,,"[63.9, 4.8]",,High Pass,,24.045374,,,José Luis Morales Nogales,6668.0,,,,,,,1,Regular Play,Simão Mate,27122.0,Right Defensive Midfield,7,Levante UD,221,['94a579c6-6472-42cf-b973-17034ebd44d7'],22,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:22.728,Pass,
,,,,,,,,,,,,,,,,1.046058,,,,,,,,,,,,,,9856b1ee-3782-47a2-a0e0-e486f31ff3d2,101,,"[58.1, 4.0]",3825798,1,,,,,3.0609598,,Right Foot,,,"[48.2, 4.8]",,Ground Pass,,9.932271,,,Lucas Alfonso Orbán Alegre,27480.0,,,,,,,1,Regular Play,José Luis Morales Nogales,6668.0,Left Midfield,7,Levante UD,221,['e1190382-368c-4c34-81c6-1405eee257ba'],28,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:28.194,Pass,
,,,,,,,,,,,,,,,,0.637505,,,,,,,,,,,,,,b33a8254-b916-4045-aacf-988293227137,105,,"[48.7, 4.0]",3825798,1,,,,,0.63274884,,Left Foot,,,"[54.7, 8.4]",,Ground Pass,,7.44043,,,Jefferson Andrés Lerma Solís,5678.0,,,,,,,1,Regular Play,Lucas Alfonso Orbán Alegre,27480.0,Left Back,7,Levante UD,221,"['5b1c57b4-2ce3-4f49-aa5c-50b526802018', 'ab76e8af-8990-44a2-bf02-40fb6e0ac7d0']",30,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:30.014,Pass,True
,,,,,,,,,,,,,,,,2.584045,,,,,,,,,,,,,,7dd6edf9-cc40-40a6-b12f-ea3ac885ad52,108,,"[53.7, 10.6]",3825798,1,,,,,1.3497709,,Right Foot,,,"[64.8, 60.0]",,High Pass,,50.63171,,,Iván López Mendoza,8801.0,,,True,,,,1,Regular Play,Jefferson Andrés Lerma Solís,5678.0,Left Defensive Midfield,7,Levante UD,221,['97d99d22-fa55-4bb3-a179-e2d588ebf621'],31,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:31.975,Pass,
,,,,,,,,,,,,,,,,0.2818,,,,,,,,,,,,,,32918fe9-df7a-416f-ac26-d21086ac2cae,112,,"[87.0, 55.4]",3825798,1,,,,,0.3103874,,Right Foot,,,"[97.6, 58.8]",,Low Pass,,11.131936,Incomplete,,,,,,,,,,1,Regular Play,Iván López Mendoza,8801.0,Right Back,7,Levante UD,221,"['469ccd01-537e-40b4-a299-b12131f275c9', 'ab399f4a-1c82-4780-be51-ee21dbe8316f']",38,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:38.604,Pass,True
,,,,,,,,,,,,,,,,0.200212,,,,,,,,,,,,,,6ff0712d-2307-4564-bb62-62fe10577cc9,117,,"[23.7, 22.2]",3825798,1,,,,,0.0,,Left Foot,,,"[25.8, 22.2]",,Ground Pass,,2.1,Incomplete,,,,,,,,,,1,Regular Play,José Ignacio Fernández Iglesias,5202.0,Left Back,7,Levante UD,221,"['4125b16b-e2e4-40f3-8892-2ef9ea040ca6', 'e52190f4-9a3d-48ff-9d37-da497c5673bc']",41,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:41.602,Pass,True
,,,,,,,,,,,,,,,,0.534033,,,,,,,,,,,,,,37249573-b7e3-42fe-a327-94317d74aac2,124,,"[92.1, 54.0]",3825798,1,,,,,-1.541393,,Right Foot,,,"[92.3, 47.2]",,Ground Pass,,6.8029404,,,Deyverson Brum Silva Acosta,25134.0,,,,,,,1,Regular Play,Víctor Camarasa Ferrando,6659.0,Right Midfield,7,Levante UD,221,"['09278222-6a25-477d-a337-639a60151898', 'a8eaaf82-9da4-43cd-9b73-465cf7b01c06']",43,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:43.639,Pass,True
,,,,,,,,,,,,,,,,2.129595,,,,,,,,,,,,,,c9a36b6a-0ed4-43c0-b1cd-d18254494d83,127,,"[92.3, 47.7]",3825798,1,,,,,1.4866076,,Left Foot,,,"[94.3, 71.4]",,High Pass,,23.784239,,,Iván López Mendoza,8801.0,,,,,,,1,Regular Play,Deyverson Brum Silva Acosta,25134.0,Right Center Forward,7,Levante UD,221,['d3daddde-cfc7-47c0-a914-d6080c9c96bf'],44,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:44.213,Pass,
,,,,,,,,,,,,,,,,5.060118,,,,,,,,,,,,,,a543a03b-61f6-4373-829f-4f62ffeb27a9,130,,"[100.3, 71.6]",3825798,1,,,,,-1.4145656,,Right Foot,True,,"[111.2, 2.4]",,High Pass,,70.05319,,,José Luis Morales Nogales,6668.0,,,True,,,,1,Regular Play,Iván López Mendoza,8801.0,Right Back,7,Levante UD,221,['147079c9-61a6-4388-9970-0a1c02a2d28c'],48,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:48.695,Pass,
,,,,,,,,,,,,,,,,2.284539,,,,,,,,,,,,,,604b1833-d99c-4ea8-9394-faface85aef7,136,,"[10.4, 80.0]",3825798,2,,True,,,-0.13370052,,,,,"[27.5, 77.7]",,Low Pass,,17.253984,,,Lucas Vázquez Iglesias,5200.0,,,,,,Throw-in,1,From Throw In,Danilo Luiz da Silva,3063.0,Right Back,8,Real Madrid,220,['f7db4cbf-477b-4f9e-ab95-1e0459efa82d'],6,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:06.477,Pass,
