ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.502973,,,,,,,,,,,,,f3b9fd72-b0c1-4765-8bc8-747f1f8d15c0,18,,"[87.6, 3.9]",3825768,0,,,,1.1043159,,Right Foot,,,,"[94.7, 18.0]",,Low Pass,,15.786703,,,Incomplete,,Jonathan Rodríguez Menéndez,6581.0,,,,,,1,From Kick Off,Miguel Ángel Guerrero Martín,6602.0,Center Forward,2,Sporting Gijón,1041,"['5906c42d-cc85-469c-940a-aa0845bc5e43', '996e0d55-f91e-4d7b-9fc6-6c5006d67187', 'e8189456-6e23-4902-9a17-bd6131537a95']",8,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:08.403,Pass,True
,,,,,,,,,,,,,,,0.907432,,,,,,,,,,,,,e8189456-6e23-4902-9a17-bd6131537a95,20,,"[25.4, 62.1]",3825768,0,,,,0.42285392,,Right Foot,,,,"[41.4, 69.3]",,Low Pass,,17.54537,,,Incomplete,,,,,,,,Recovery,1,From Kick Off,José Antonio Dorado Ramírez,11543.0,Left Center Back,2,Sporting Gijón,1041,"['337886f3-eb5f-4f46-a935-5fc187ce3e24', 'f3b9fd72-b0c1-4765-8bc8-747f1f8d15c0']",9,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:09.906,Pass,
,,,,,,,,,,,,,,,1.357974,,,,,,,,,,,,,337886f3-eb5f-4f46-a935-5fc187ce3e24,21,,"[78.7, 10.8]",3825768,0,,,,1.6332152,,Right Foot,,,,"[78.6, 12.4]",,Ground Pass,,1.603122,,,,,Ismael López Blanco,24263.0,,,,,Recovery,1,From Kick Off,Miguel Ángel Guerrero Martín,6602.0,Center Forward,2,Sporting Gijón,1041,"['74e5ad03-f44c-4587-9364-9e8f79ce92b4', 'e8189456-6e23-4902-9a17-bd6131537a95']",10,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:10.814,Pass,
,,,,,,,,,,,,,,,0.772136,,,,,,,,,,,,,4af0f9d3-a998-4334-9118-076e6f6da274,23,,"[70.9, 10.3]",3825768,0,,,,1.5005994,,Right Foot,,,,"[71.8, 23.1]",,Ground Pass,,12.831601,,,,,Rachid Aït-Atmane,27526.0,,,,,,1,From Kick Off,Ismael López Blanco,24263.0,Left Back,2,Sporting Gijón,1041,['d847ed5a-b895-424b-bfb2-c97e429dd85d'],12,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:12.172,Pass,
,,,,,,,,,,,,,,,1.317865,,,,,,,,,,,,,af89b8fe-ccb6-4948-8ec6-54da4e56b3c1,26,,"[64.3, 21.9]",3825768,0,,,,2.534148,,Right Foot,,,,"[47.9, 33.3]",,Ground Pass,,19.972982,,,,,Luis Hernández Rodríguez,6561.0,,,,,,1,From Kick Off,Rachid Aït-Atmane,27526.0,Right Defensive Midfield,2,Sporting Gijón,1041,['66b484df-d7c3-4cd1-812e-28aecccb91a8'],14,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:14.181,Pass,
,,,,,,,,,,,,,,,1.231082,,,,,,,,,,,,,520c89ed-2561-4ca1-a1ba-2bd4f309d3c0,29,,"[48.2, 34.2]",3825768,0,,,,0.56530267,,Right Foot,,,,"[70.9, 48.6]",,Ground Pass,,26.88215,,,,,Carlos Carmona Bonet,23848.0,,,,,,1,From Kick Off,Luis Hernández Rodríguez,6561.0,Right Center Back,2,Sporting Gijón,1041,['2663c40f-4159-49cf-886d-2fb98e99b7ba'],16,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:16.425,Pass,
,,,,,,,,,,,,,,,1.489522,,,,,,,,,,,,,3deb9d6a-a711-46be-9675-ef5b4af6fe3c,33,,"[58.2, 51.9]",3825768,0,,,,1.4601392,,Right Foot,,,,"[59.5, 63.6]",,Low Pass,,11.772,,,Incomplete,,Ognjen Vranješ,16332.0,,,,,,1,From Kick Off,Carlos Carmona Bonet,23848.0,Right Wing,2,Sporting Gijón,1041,"['001a5579-a14a-4fd5-9fc7-356c391a27a3', 'b291dfff-9c23-4e16-8bfb-7d72957b592f', 'ee17cb0d-caf9-4584-bb5b-d683dbbb3943']",19,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:00:19.092,Pass,True
,,,,,,,,,,,,,,,0.231453,,,,,,,,,,,,,ec082780-5772-4b57-8d60-6ed3eb10f043,38,,"[62.6, 14.1]",3825768,0,,,,1.2490457,,Right Foot,,,,"[63.1, 15.6]",,Ground Pass,,1.5811388,,,Incomplete,,,,,,,,,1,Regular Play,Tiago Manuel Dias Correia,7900.0,Left Wing,3,Rayo Vallecano,360,['4c221cff-4aaf-4c61-8b53-387ccd320ff5'],21,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:21.523,Pass,
,,,,,,,,,,,,,,,2.050226,,,,,,,,,,,,,831008d6-9f14-47b2-8d0d-077377241402,46,,"[68.6, 15.6]",3825768,0,,,,-0.100166164,,Right Foot,,,,"[108.4, 11.6]",,High Pass,,40.0005,,,,,Tiago Manuel Dias Correia,7900.0,,,,,Free Kick,1,From Free Kick,Roberto Trashorras Gayoso,26848.0,Left Defensive Midfield,4,Rayo Vallecano,360,['953f6c99-114d-4e0d-815f-5cf24b63ffa7'],33,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:33.198,Pass,
,,,,,,,,,,,,,,,3.896467,,,,,,,,,,,,,c380273a-ce5e-4b9d-afbd-9bc65d0b6ccd,50,,"[6.0, 44.0]",3825768,1,,,,0.20683518,,Left Foot,,,,"[67.0, 56.8]",,High Pass,,62.328484,,,Incomplete,,Daniel Arnaud N''Di	,40822.0,,,,,Goal Kick,1,From Goal Kick,Iván Cuéllar Sacristán,6610.0,Goalkeeper,5,Sporting Gijón,1041,"['01038925-ec8d-4567-a68f-1c06e1e91874', '81ec773f-b2cf-4d26-9b33-bcf7ca6ccb32']",2,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:02.511,Pass,
,,,,,,,,,,,,,,,2.222199,,,,,,,,,,,,,01038925-ec8d-4567-a68f-1c06e1e91874,52,,"[53.1, 23.3]",3825768,1,,,,-0.23579057,,Head,,,,"[68.5, 19.6]",,High Pass,,15.838244,,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Roberto Trashorras Gayoso,26848.0,Left Defensive Midfield,5,Sporting Gijón,1041,"['c380273a-ce5e-4b9d-afbd-9bc65d0b6ccd', 'd636cc56-5e37-467b-9e06-81ea6810cf19']",6,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:06.407,Pass,
,,,,,,,,,,,,,,,1.714996,,,,,,,,,,,,,d636cc56-5e37-467b-9e06-81ea6810cf19,53,,"[51.6, 60.5]",3825768,1,,,,-0.644668,,Head,,,,"[65.3, 50.2]",,High Pass,,17.14001,,,Incomplete,,Jonathan Rodríguez Menéndez,6581.0,,,,,Recovery,1,From Goal Kick,Ognjen Vranješ,16332.0,Right Back,5,Sporting Gijón,1041,"['01038925-ec8d-4567-a68f-1c06e1e91874', '24c6ae67-a9c1-4f94-a1c7-451d914c671e', '423b5a06-5da4-43cf-a234-53d4430d96f7']",8,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:08.629,Pass,
,,,,,,,,,,,,,,,1.610193,,,,,,,,,,,,,24c6ae67-a9c1-4f94-a1c7-451d914c671e,56,,"[54.8, 29.9]",3825768,1,,,True,0.19739556,,,,,,"[74.3, 33.8]",,High Pass,,19.886175,,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Diego Javier Llorente Ríos,6713.0,Right Defensive Midfield,5,Sporting Gijón,1041,"['266b0b11-c5ec-4e97-be01-afdd1db4b6c9', 'b1ab381f-d098-4528-ae6b-a036f6d7fbdd', 'd636cc56-5e37-467b-9e06-81ea6810cf19']",10,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:10.344,Pass,True
,,,,,,,,,,,,,,,3.526658,,,,,,,,,,,,,08af1da0-24c4-409b-82bf-d78161eedce4,59,,"[47.1, 45.3]",3825768,1,,,,-0.33199733,,Left Foot,,,,"[96.7, 28.2]",,High Pass,,52.46494,,,Incomplete,,,,,,,,,1,From Goal Kick,Jorge Meré Pérez,8818.0,Left Center Back,5,Sporting Gijón,1041,['46925d5a-abfd-4074-92c0-156432c75847'],13,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:13.048,Pass,
,,,,,,,,,,,,,,,0.533827,,,,,,,,,,,,,22839da5-9ee1-46fa-9c2a-5554fd8536bf,63,,"[69.7, 62.0]",3825768,1,,,,-2.3561945,,Right Foot,,,,"[67.6, 59.9]",,Ground Pass,,2.9698484,,,,,Roberto Trashorras Gayoso,26848.0,,,,,Recovery,1,Regular Play,Diego Javier Llorente Ríos,6713.0,Right Defensive Midfield,6,Rayo Vallecano,360,['8bc99026-41c4-4dfb-9a16-ccf3b560b7f9'],22,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:22.687,Pass,
,,,,,,,,,,,,,,,1.841708,,,,,,,,,,,,,5906694f-042c-4f70-a841-68a4a9b2c595,66,,"[67.6, 59.9]",3825768,1,,,,1.3120254,,Left Foot,,,,"[70.3, 70.1]",,High Pass,,10.551303,,,,,Diego Javier Llorente Ríos,6713.0,,,,,,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Left Defensive Midfield,6,Rayo Vallecano,360,['8cc8f19e-9c49-4006-8d9d-c6fa0731785b'],23,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:23.261,Pass,
,,,,,,,,,,,,,,,1.126928,,,,,,,,,,,,,a451d9cb-a040-4856-a4fe-6368ffa955eb,68,,"[71.7, 70.6]",3825768,1,,,,-1.962032,,Head,,,,"[68.4, 62.6]",,Low Pass,,8.653901,,,,,Roberto Trashorras Gayoso,26848.0,,,,,,1,Regular Play,Diego Javier Llorente Ríos,6713.0,Right Defensive Midfield,6,Rayo Vallecano,360,['348851d1-7aa9-4a5c-9e35-bbafeea3310f'],25,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:25.182,Pass,
,,,,,,,,,,,,,,,1.110682,,,,,,,,,,,,,172d74e8-03c0-4f84-afdf-43ee89a05738,71,,"[68.4, 62.4]",3825768,1,,,,1.9828181,,Right Foot,,,,"[62.5, 75.9]",,Ground Pass,,14.732956,,,,,Joaquín José Marín Ruiz,24138.0,,,,,,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Left Defensive Midfield,6,Rayo Vallecano,360,['2d425d5e-cf90-40cf-be05-f10c9f283759'],27,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:27.209,Pass,
,,,,,,,,,,,,,,,4.393833,,,,,,,,,,,,,70f93fb6-aac3-4b84-986f-9720fee41ddd,78,,"[60.6, 69.9]",3825768,1,,,,-0.65623474,,Right Foot,,,,"[105.4, 35.4]",,High Pass,,56.544582,,,Incomplete,,Tiago Manuel Dias Correia,7900.0,,,,,,1,Regular Play,Joaquín José Marín Ruiz,24138.0,Right Back,6,Rayo Vallecano,360,"['2c1ce56f-67ab-4d18-8166-96cc4b2eff64', '3ec8b209-2ce8-4143-b114-4786b0c64467']",31,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:31.600,Pass,
,,,,,,,,,,,,,,,3.068598,,,,,,,,,,,,,2410e09a-90df-4e5f-9e53-af81605a4aa6,82,,"[23.2, 53.8]",3825768,1,,,,-0.105578974,,Left Foot,,,,"[75.1, 48.3]",,High Pass,,52.190613,,,Incomplete,,,,,,,,,1,Regular Play,Iván Cuéllar Sacristán,6610.0,Goalkeeper,7,Sporting Gijón,1041,['64ea7de1-32a0-4b4e-a061-131997d57d9c'],48,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:48.738,Pass,
,,,,,,,,,,,,,,,0.863207,,,,,,,,,,,,,64ea7de1-32a0-4b4e-a061-131997d57d9c,84,,"[45.0, 31.8]",3825768,1,,,True,-0.104876935,,,,,,"[56.4, 30.6]",,Low Pass,,11.462984,,,Incomplete,,,,,,,,Recovery,1,Regular Play,Roberto Román Triguero,6914.0,Right Center Back,7,Sporting Gijón,1041,"['2410e09a-90df-4e5f-9e53-af81605a4aa6', '3891fcfe-108f-4bbd-aaae-6cbf06c87c89', 'a62713fe-4df2-4c7e-9e1b-eefe8963ca07']",51,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:51.806,Pass,True
,,,,,,,,,,,,,,,0.724419,,,,,,,,,,,,,30268670-2ced-44ac-abd4-7d6886d0b9fd,88,,"[64.0, 50.3]",3825768,1,,,,0.7354398,,Right Foot,,,,"[68.2, 54.1]",,Ground Pass,,5.663921,,,,,Sergio Álvarez Díaz,13107.0,,,,,,1,Regular Play,Rachid Aït-Atmane,27526.0,Right Defensive Midfield,7,Sporting Gijón,1041,"['2593d75b-94e9-4def-9265-085c11930ad7', '51a74a5e-26bc-4ff8-8edb-d8f27824faa4']",52,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:52.980,Pass,True
,,,,,,,,,,,,,,,0.839323,,,,,,,,,,,,,2d53784a-8eef-47e8-877b-50e40d260f69,91,,"[68.2, 54.1]",3825768,1,,,,1.3332617,,Right Foot,,,,"[72.8, 73.1]",,Ground Pass,,19.548914,,,,,Carlos Carmona Bonet,23848.0,,,,,,1,Regular Play,Sergio Álvarez Díaz,13107.0,Left Defensive Midfield,7,Sporting Gijón,1041,['39551812-97cc-466e-92ea-53c447adf3cf'],54,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:54.618,Pass,
,,,,,,,,,,,,,,,0.865347,,,,,,,,,,,,,653ef493-09a4-48c2-bfc1-25f1df63f91c,94,,"[72.8, 73.1]",3825768,1,,,,-3.0466409,,Right Foot,,,,"[58.1, 71.7]",,Ground Pass,,14.766516,,,,,Ognjen Vranješ,16332.0,,,,,,1,Regular Play,Carlos Carmona Bonet,23848.0,Right Wing,7,Sporting Gijón,1041,['a5776e6a-8012-4487-9a4d-388be9028a04'],56,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:56.293,Pass,
,,,,,,,,,,,,,,,1.113193,,,,,,,,,,,,,f0ac46cd-5695-4955-abaa-30bd396fce53,97,,"[58.1, 71.7]",3825768,1,,,,-2.6489077,,Right Foot,,,,"[48.6, 66.6]",,Ground Pass,,10.782393,,,,,Luis Hernández Rodríguez,6561.0,,,,,,1,Regular Play,Ognjen Vranješ,16332.0,Right Back,7,Sporting Gijón,1041,['afd718f4-0640-438a-a52e-216dfce90866'],57,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:01:57.984,Pass,
,,,,,,,,,,,,,,,2.508601,,,,,,,,,,,,,ebaf2837-45b2-46ab-a100-f3df88d8fd7e,101,,"[43.7, 63.9]",3825768,2,,,,-2.6006536,,Right Foot,,,,"[15.4, 46.9]",,Ground Pass,,33.01348,,,,,Iván Cuéllar Sacristán,6610.0,,,,,,1,Regular Play,Luis Hernández Rodríguez,6561.0,Right Center Back,7,Sporting Gijón,1041,"['ba32eaca-fef1-45c3-bcab-6f753c1b504f', 'dceda754-8a4b-45ad-bed1-328af4c220ff']",0,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:00.776,Pass,True
,,,,,,,,,,,,,,,3.730571,,,,,,,,,,,,,7e55e3dd-0710-4565-bc1c-2c46a6a87101,104,,"[20.0, 42.0]",3825768,2,,,,-0.614061,,Left Foot,,,,"[72.2, 5.2]",,High Pass,,63.867676,,,,,Ismael López Blanco,24263.0,,,,,,1,Regular Play,Iván Cuéllar Sacristán,6610.0,Goalkeeper,7,Sporting Gijón,1041,['85ed5cc3-dc51-4ba3-8072-7cee3432baaf'],5,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:05.138,Pass,
,,,,,,,,,,,,,,,1.016261,,,,,,,,,,,,,ae0e36eb-5c81-4717-a70d-227496185b6d,107,,"[72.5, 5.2]",3825768,2,,,True,-0.10409994,,,,,,"[85.9, 3.8]",,High Pass,,13.472936,,,,,Jonathan Rodríguez Menéndez,6581.0,,,,,,1,Regular Play,Ismael López Blanco,24263.0,Left Back,7,Sporting Gijón,1041,"['2c1f632b-67e4-44ab-bc30-1624332db6f0', '342b3a18-64f1-4aa9-8230-926dc188a107']",8,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:08.869,Pass,True
,,,,,,,,,,,,,,,2.54278,,,,,,,,,,,,,deb6e998-dad7-4367-8eed-ca71527c1290,109,,"[85.9, 3.8]",3825768,2,,,,2.484891,,Head,,,,"[81.1, 7.5]",,High Pass,,6.060528,,,Incomplete,,,,,,,,,1,Regular Play,Jonathan Rodríguez Menéndez,6581.0,Left Wing,7,Sporting Gijón,1041,['200259a9-3206-453b-844d-f40f02d123de'],9,,,,,,,,,,,,,,,,,Sporting Gijón,1041,00:02:09.885,Pass,
,,,,,,,,,,,,,,,1.727655,,,,,,,,,,,,,200259a9-3206-453b-844d-f40f02d123de,110,,"[39.0, 72.6]",3825768,2,,,,0.21795821,,Right Foot,,,,"[53.9, 75.9]",,Ground Pass,,15.261062,,,,,Nicolás Ladislao Fedor Flores,26685.0,,,,,Recovery,1,Regular Play,Pablo Hernández Domínguez,4711.0,Right Wing,8,Rayo Vallecano,360,"['db05e3b8-259f-4321-b846-27299ad837b6', 'deb6e998-dad7-4367-8eed-ca71527c1290']",12,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:12.428,Pass,
