50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,"[54.9, 15.6]",,,,,,,,,,,,2.184845,,,,,,,,,,,,,,,,190483c1-62e0-4438-a509-b4db8f2d4a39,1203,,,"[55.4, 22.7]",3825870,30,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergi Gómez Solà,6804.0,Left Center Back,61,Celta Vigo,209,"['1b919e98-92cc-4993-b0be-9047d2dee8d9', '5c7f33cd-9117-4c19-8b69-f147e7c9e10c']",51,,,,,,,,,,,,,,,,,Celta Vigo,209,00:30:51.440,Carry,
,,,,,,"[87.9, 59.8]",,,,,,,,,,,,0.162092,,,,,,,,,,,,,,,,a9c744aa-7964-468a-9aba-0e4d4c3ec8e3,1219,,,"[88.2, 61.9]",3825870,31,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Markel Susaeta Laskurain,6390.0,Right Wing,63,Athletic Club,215,"['0d929e26-4398-4a88-879b-0428dd77509a', '11cc4890-cfd0-48e4-82db-48c862858594', '96b7f1b2-ff4b-4a1c-986c-b193af46be6c']",16,,,,,,,,,,,,,,,,,Athletic Club,215,00:31:16.771,Carry,True
,,,,,,"[28.9, 8.6]",,,,,,,,,,,,1.619876,,,,,,,,,,,,,,,,5d9930a8-cff2-46aa-970a-ab5c38c4c3b1,1223,,,"[30.9, 10.4]",3825870,31,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Manuel Agudo Durán,6724.0,Left Wing,63,Athletic Club,215,"['14fc4bfe-b9d8-4150-894f-804d2e34acb5', 'fc65a7e5-a041-4a73-a334-113904df0843']",18,,,,,,,,,,,,,,,,,Celta Vigo,209,00:31:18.049,Carry,
,,,,,,"[37.9, 56.7]",,,,,,,,,,,,0.875865,,,,,,,,,,,,,,,,f147fd7c-0758-440d-9051-4e3fe3bd9907,1226,,,"[42.9, 60.8]",3825870,31,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,63,Athletic Club,215,"['5e08a40d-668b-42a6-9680-b38399ac7e8a', 'daaed449-0fd0-4e01-95eb-e394ff303498']",23,,,,,,,,,,,,,,,,,Athletic Club,215,00:31:23.033,Carry,
,,,,,,"[20.2, 31.2]",,,,,,,,,,,,2.719114,,,,,,,,,,,,,,,,2c83c0a5-06c6-466e-ad28-a9678d5ba9bb,1229,,,"[15.3, 42.4]",3825870,31,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gorka Iraizoz Moreno,6576.0,Goalkeeper,63,Athletic Club,215,"['569671ad-0063-4ab1-8af4-a46eaa4c9b8f', 'a0bfcb97-d897-4143-a0c4-9d8fef023310']",26,,,,,,,,,,,,,,,,,Athletic Club,215,00:31:26.269,Carry,
,,,,,,"[41.0, 65.8]",,,,,,,,,,,,2.587178,,,,,,,,,,,,,,,,5f9fd2d4-9ac8-426b-8782-6298b100f2b1,1234,,,"[36.3, 64.8]",3825870,31,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Eneko Bóveda Altube,6386.0,Right Center Back,63,Athletic Club,215,"['7c784efe-e9d8-4be8-85d2-8e7f9f590112', 'b094897e-7112-4378-9265-9ae8b2755f31']",36,,,,,,,,,,,,,,,,,Athletic Club,215,00:31:36.018,Carry,
,,,,,,"[77.4, 55.9]",,,,,,,,,,,,3.855803,,,,,,,,,,,,,,,,34663a8c-36ed-4ad7-884f-1d95c7c6a525,1237,,,"[50.7, 60.8]",3825870,31,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,63,Athletic Club,215,"['12d7c1d4-0c34-49bc-ba2c-ecd0c6ee43ba', '80df9d37-56a5-4ae1-af3c-7d6b59ea9d1c']",39,,,,,,,,,,,,,,,,,Athletic Club,215,00:31:39.490,Carry,
,,,,,,"[28.9, 43.5]",,,,,,,,,,,,0.456243,,,,,,,,,,,,,,,,b612fefc-d56b-4491-9ba1-1eba8bb09bc8,1243,,,"[33.5, 38.5]",3825870,31,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Wass,6797.0,Left Defensive Midfield,64,Celta Vigo,209,"['4b49982d-4462-4939-85c8-54231d8eaceb', '8f454815-2297-4cf0-977a-f94323be0c9e', 'aa6f160c-24ee-406a-aa67-ea077e729fad']",45,,,,,,,,,,,,,,,,,Celta Vigo,209,00:31:45.492,Carry,True
,,,,,,"[55.3, 51.8]",,,,,,,,,,,,3.196513,,,,,,,,,,,,,,,,8b94fb96-8a15-4fb5-9913-e37e5492fb6b,1258,,,"[55.8, 45.5]",3825870,31,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eneko Bóveda Altube,6386.0,Right Center Back,65,Athletic Club,215,"['734638ef-ae00-4de0-a3c0-8187685787ef', 'dd2e156d-9392-4ab4-94e8-2454e718697f']",59,,,,,,,,,,,,,,,,,Athletic Club,215,00:31:59.966,Carry,
,,,,,,"[63.2, 42.9]",,,,,,,,,,,,1.443233,,,,,,,,,,,,,,,,a306ae31-89d3-4935-9eac-57a915c1a06b,1261,,,"[65.0, 39.5]",3825870,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,65,Athletic Club,215,"['7b73b2ac-2423-4ec8-8445-b7973c3af0f9', 'afca8b65-0354-4555-9a6c-e643888042a7']",4,,,,,,,,,,,,,,,,,Athletic Club,215,00:32:04.371,Carry,
,,,,,,"[63.2, 66.9]",,,,,,,,,,,,0.94594,,,,,,,,,,,,,,,,bad50006-a30e-4abf-87c5-53d2f4a60772,1264,,,"[63.2, 66.9]",3825870,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikel San José Domínguez,6389.0,Right Defensive Midfield,65,Athletic Club,215,"['718ddd3a-adbb-41d0-bda9-39a3d63dad03', 'a19f28cf-2856-4955-90f4-b4d9141f2a78']",7,,,,,,,,,,,,,,,,,Athletic Club,215,00:32:07.027,Carry,
,,,,,,"[60.8, 37.9]",,,,,,,,,,,,4.864562,,,,,,,,,,,,,,,,1deb59cf-422d-4765-ad59-ca27aa73e829,1267,,,"[47.8, 48.9]",3825870,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eneko Bóveda Altube,6386.0,Right Center Back,65,Athletic Club,215,"['a28788f6-46cd-41ed-8e3c-b0c0117f6cbd', 'f39038a0-702f-4e5d-a9e5-12a4e347c87f']",9,,,,,,,,,,,,,,,,,Athletic Club,215,00:32:09.448,Carry,
,,,,,,"[30.6, 25.8]",,,,,,,,,,,,1.045799,,,,,,,,,,,,,,,,6a059b85-2d67-4584-bc29-330c44e18c50,1271,,,"[30.6, 25.8]",3825870,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Left Back,65,Athletic Club,215,"['32209c78-f5c2-49b1-b61e-d5bfd80c319c', '396be021-9266-42da-a96a-8d460aa5d30f', 'fbe1dc9d-5906-46e7-9697-fcc7d221b60e']",17,,,,,,,,,,,,,,,,,Celta Vigo,209,00:32:17.383,Carry,True
,,,,,,"[54.8, 72.8]",,,,,,,,,,,,1.552358,,,,,,,,,,,,,,,,525975cf-7c0c-44be-9a8d-60398baac309,1275,,,"[62.1, 72.0]",3825870,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikel San José Domínguez,6389.0,Right Defensive Midfield,65,Athletic Club,215,"['29015201-1cea-4e12-b91e-1e751dfc05ef', 'c1973ed0-2c6a-4895-89b7-a7160e5d6612', 'f4b2fcfe-0ebc-434b-b471-a0f072523c5d']",21,,,,,,,,,,,,,,,,,Athletic Club,215,00:32:21.497,Carry,True
,,,,,,"[54.6, 15.9]",,,,,,,,,,,,1.040328,,,,,,,,,,,,,,,,c6f6ebbe-e932-4ed5-b39c-abfa92650a5b,1280,,,"[50.7, 12.7]",3825870,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Manuel Agudo Durán,6724.0,Left Wing,66,Celta Vigo,209,"['8a235466-8970-4ac1-ab90-49e0940745aa', 'c610cf3f-4584-4e81-9b59-70e092db6ef0']",24,,,,,,,,,,,,,,,,,Celta Vigo,209,00:32:24.606,Carry,
,,,,,,"[65.3, 34.1]",,,,,,,,,,,,1.350053,,,,,,,,,,,,,,,,c89cd889-5451-4f17-8ec8-080ddbebc5bd,1283,,,"[65.3, 34.1]",3825870,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Iago Aspas Juncal,5217.0,Center Forward,66,Celta Vigo,209,"['74335df3-86ee-49c5-b84a-a7a7e04dbfc2', 'a7403b20-6805-49e1-9606-1452970b635c']",26,,,,,,,,,,,,,,,,,Celta Vigo,209,00:32:26.745,Carry,
,,,,,,"[62.1, 34.3]",,,,,,,,,,,,2.269542,,,,,,,,,,,,,,,,741ac80f-318a-495d-bbb4-4b78e3140d9b,1290,,,"[48.1, 34.8]",3825870,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Iker Muniain Goñi,6842.0,Left Wing,67,Athletic Club,215,"['3bbf5573-d8d2-4450-9f50-794717433adc', 'c9a654c2-a37f-41c6-a174-37fddfcbf779', 'd27f6842-92f4-4fde-bdda-2d3dfd44aad0']",31,,,,,,,,,,,,,,,,,Athletic Club,215,00:32:31.805,Carry,True
,,,,,,"[64.5, 35.6]",,,,,,,,,,,,1.626596,,,,,,,,,,,,,,,,f3c4f4ff-e615-430c-b7fc-e8d8058b09b0,1296,,,"[64.5, 35.6]",3825870,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,68,Athletic Club,215,"['91875f67-b4b3-4021-90e8-9d3499a539bb', 'baceb9fa-ceab-4c4a-aa6b-2b12c41faf39']",45,,,,,,,,,,,,,,,,,Athletic Club,215,00:32:45.566,Carry,
,,,,,,"[105.3, 64.5]",,,,,,,,,,,,0.039999,,,,,,,,,,,,,,,,9f8ed08c-1e26-458b-a233-a74d91feed17,1299,,,"[105.1, 64.5]",3825870,32,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Óscar de Marcos Arana,6649.0,Right Back,68,Athletic Club,215,"['4238a4d1-a0f8-4efd-a508-7229d55e16d1', '5b640a94-d55f-41a5-87e3-69740a07d68d']",50,,,,,,,,,,,,,,,,,Athletic Club,215,00:32:50.095,Carry,
,,,,,,"[99.3, 72.3]",,,,,,,,,,,,8.808689,,,,,,,,,,,,,,,,c1cf36d6-2337-4dc3-86d4-f5748bea4a0a,1309,,,"[102.2, 73.6]",3825870,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Markel Susaeta Laskurain,6390.0,Right Wing,71,Athletic Club,215,"['4869561f-314f-4065-8ab3-8f55dc0fe9ea', '4ca63e00-9306-4ca9-b823-feb604febe85', 'f013ccd8-eaa7-4ddc-86eb-5245ba06e869']",42,,,,,,,,,,,,,,,,,Athletic Club,215,00:33:42.468,Carry,True
,,,,,,"[75.4, 73.0]",,,,,,,,,,,,1.188152,,,,,,,,,,,,,,,,707d32f9-9ac4-4b4b-b41a-1fcefa3beeed,1317,,,"[75.4, 73.0]",3825870,33,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Eneko Bóveda Altube,6386.0,Right Center Back,72,Athletic Club,215,"['09938640-e7dd-4db1-a8f3-3a44ba2c90b8', 'e21f6065-c509-4cdf-97d5-6b7cd78f2a9a']",58,,,,,,,,,,,,,,,,,Athletic Club,215,00:33:58.750,Carry,
,,,,,,"[84.0, 72.8]",,,,,,,,,,,,1.506715,,,,,,,,,,,,,,,,807e870b-ee66-42a5-8352-a3eae1a94c7a,1320,,,"[84.0, 72.8]",3825870,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,72,Athletic Club,215,"['685cf8e2-e2c3-4151-bfc5-098e2beb25b1', 'a37db20f-5bd5-444e-a840-ffc98638e994']",0,,,,,,,,,,,,,,,,,Athletic Club,215,00:34:00.223,Carry,
,,,,,,"[10.2, 37.7]",,,,,,,,,,,,11.125788,,,,,,,,,,,,,,,,25fb5249-d9af-4802-8a27-37d8a41e3406,1324,,,"[10.2, 38.0]",3825870,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Sergio Álvarez Conde,6884.0,Goalkeeper,73,Celta Vigo,209,"['ef444251-2ee1-41b7-9a0e-838e29229315', 'f821e66e-d2f8-4193-a9f2-9b63771de027']",3,,,,,,,,,,,,,,,,,Celta Vigo,209,00:34:03.862,Carry,
,,,,,,"[33.0, 73.1]",,,,,,,,,,,,2.587665,,,,,,,,,,,,,,,,9ffa63bd-b8ff-412c-962f-a7b15d5e1813,1327,,,"[28.4, 62.2]",3825870,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,73,Celta Vigo,209,"['1631c4eb-8253-4cb9-8c60-b09f9dd0101e', '321ac439-c798-4d6e-acaf-4c80a6622c03']",17,,,,,,,,,,,,,,,,,Celta Vigo,209,00:34:17.144,Carry,
,,,,,,"[79.6, 72.3]",,,,,,,,,,,,0.85918,,,,,,,,,,,,,,,,3517ae16-3d62-4d89-b5f3-d761b789fa64,1330,,,"[77.0, 68.1]",3825870,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Daniel Wass,6797.0,Left Defensive Midfield,73,Celta Vigo,209,"['4eaa15df-ccfb-47b9-b283-1369be49b262', '71db7a8b-a601-4176-92a8-9b71e635b8fa']",22,,,,,,,,,,,,,,,,,Celta Vigo,209,00:34:22.018,Carry,
,,,,,,"[62.6, 65.8]",,,,,,,,,,,,1.206645,,,,,,,,,,,,,,,,bbcf7f68-7f11-4696-b7b4-ae6fad79898e,1336,,,"[62.6, 65.8]",3825870,34,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Óscar de Marcos Arana,6649.0,Right Back,74,Athletic Club,215,"['1c93f8f4-ac89-48fd-a383-8add70d10892', '63af66e8-4034-4735-8d75-f1d3a25a5b3e']",42,,,,,,,,,,,,,,,,,Athletic Club,215,00:34:42.208,Carry,
,,,,,,"[88.9, 22.3]",,,,,,,,,,,,1.37598,,,,,,,,,,,,,,,,72244db7-f15f-4c78-944b-732217a5f5cd,1345,,,"[90.0, 23.1]",3825870,35,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Markel Susaeta Laskurain,6390.0,Right Wing,75,Athletic Club,215,"['73fe8b7c-a6f7-45d5-9240-a62fb2e4e18e', 'b29cccf8-a566-408b-8f88-b140483912c3']",48,,,,,,,,,,,,,,,,,Athletic Club,215,00:35:48.083,Carry,
,,,,,,"[51.5, 36.1]",,,,,,,,,,,,0.962237,,,,,,,,,,,,,,,,f2a62d60-7a28-485b-a5a6-b5e3dabf4da4,1358,,,"[54.0, 36.9]",3825870,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Mikel Balenziaga Oruesagasti,6789.0,Left Back,75,Athletic Club,215,"['10f3ea02-03a4-468c-bf54-fe7221034191', '9d3c175e-b24e-48cb-9025-6a44ed9717c0']",2,,,,,,,,,,,,,,,,,Athletic Club,215,00:36:02.247,Carry,
,,,,,,"[52.0, 52.6]",,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,330a35e5-c81b-45da-b06a-1e07e75e595c,1361,,,"[51.0, 52.6]",3825870,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,75,Athletic Club,215,"['20254dc4-37cd-41cf-9f82-434c1ab0fda9', 'da27f686-198c-4779-841e-9f6bb5fbbe45']",4,,,,,,,,,,,,,,,,,Athletic Club,215,00:36:04.412,Carry,
,,,,,,"[109.7, 30.2]",,,,,,,,,,,,0.197525,,,,,,,,,,,,,,,,8e335bd7-38ab-4e83-ac0f-94b6d877e636,1365,,,"[105.1, 31.2]",3825870,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Aritz Aduriz Zubeldia,6394.0,Center Forward,75,Athletic Club,215,"['1b06be0d-d5b3-47d4-8fb9-608a6ae3d022', '887bde64-1c08-44e0-b0ff-9eb5252eaf47', 'b62db59b-6e88-41ce-a27b-f01ff34b5c29', 'c461e6a1-8d66-4da4-a73e-10b2a0c5ee34']",8,,,,,,,,,,,,,,,,,Athletic Club,215,00:36:08.755,Carry,True
,,,,,,"[47.9, 35.6]",,,,,,,,,,,,0.863287,,,,,,,,,,,,,,,,3fdf582e-a8a5-4689-bd65-823345f58a8f,1372,,,"[46.6, 35.4]",3825870,38,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,77,Celta Vigo,209,"['0c9303ee-456d-4903-b89a-ac5e651b00b7', '31d0d22c-a061-430e-9735-bf6a830cd824', 'cb37edb7-bb39-4912-80f9-9b55e9720ad9']",31,,,,,,,,,,,,,,,,,Celta Vigo,209,00:38:31.702,Carry,True
,,,,,,"[50.4, 44.8]",,,,,,,,,,,,1.027533,,,,,,,,,,,,,,,,012eea8c-090e-40f7-8d3c-1b68b81efbb1,1376,,,"[50.1, 44.8]",3825870,38,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Marcelo Alfonso Díaz Rojas,27341.0,Right Defensive Midfield,77,Celta Vigo,209,"['24349f09-eb84-48a5-a26b-e7827782bedb', '8c35c8c0-d0a8-42cc-b3f9-1270e2a55a8d', 'cb37edb7-bb39-4912-80f9-9b55e9720ad9']",32,,,,,,,,,,,,,,,,,Celta Vigo,209,00:38:32.997,Carry,True
,,,,,,"[48.3, 69.2]",,,,,,,,,,,,0.153928,,,,,,,,,,,,,,,,785cff4e-dce2-431d-b6dd-837aabbaf8ef,1379,,,"[48.3, 69.2]",3825870,38,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Hugo Mallo Novegil,6805.0,Right Back,77,Celta Vigo,209,"['91966e43-072d-438f-955d-6cd6d3d905ab', 'fc33ed4c-1b49-47c1-9536-21926b7dab56']",35,,,,,,,,,,,,,,,,,Celta Vigo,209,00:38:35.781,Carry,
,,,,,,"[64.3, 76.2]",,,,,,,,,,,,0.970159,,,,,,,,,,,,,,,,d8731d5b-5944-4a47-bc10-17b3063bd790,1382,,,"[64.3, 76.2]",3825870,38,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,77,Celta Vigo,209,"['06ce811a-3732-47c3-aa4c-e7820c9d3961', 'a05c25bb-be98-4850-abe8-d959d98c7241', 'dfd52a23-d697-4501-b777-dbb52bb8c9b1']",37,,,,,,,,,,,,,,,,,Celta Vigo,209,00:38:37.146,Carry,True
,,,,,,"[82.7, 66.0]",,,,,,,,,,,,2.695652,,,,,,,,,,,,,,,,4f8d0a55-632e-4ce2-ad29-1d7c45150511,1389,,,"[88.9, 74.2]",3825870,38,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,78,Celta Vigo,209,"['0c6f7cf0-0bd1-4509-a6f9-dae265f61104', '75805e72-953f-4e44-920b-7f36b1c9009a', 'cc2a563d-ff39-4ad3-a108-552949f091e4']",59,,,,,,,,,,,,,,,,,Celta Vigo,209,00:38:59.208,Carry,True
,,,,,,"[77.2, 7.1]",,,,,,,,,,,,1.164411,,,,,,,,,,,,,,,,81bd6c81-1fca-4c06-b50d-6679f5983e74,1392,,,"[77.0, 4.4]",3825870,39,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Manuel Agudo Durán,6724.0,Left Wing,78,Celta Vigo,209,"['2fcdd02e-604c-4048-9239-8ee6c3b3402a', 'edef8fbe-0463-4c1d-9385-41bbe67c4d1b']",5,,,,,,,,,,,,,,,,,Celta Vigo,209,00:39:05.786,Carry,
,,,,,,"[76.7, 22.4]",,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,e66eebb0-44b0-464d-8b21-ff0c6da8f983,1399,,,"[77.5, 22.4]",3825870,39,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergi Gómez Solà,6804.0,Left Center Back,78,Celta Vigo,209,"['ab570006-89d6-48d6-9794-2f60e96df704', 'ca8278a9-8c11-4372-916d-c291379bd36f']",12,,,,,,,,,,,,,,,,,Celta Vigo,209,00:39:12.126,Carry,
,,,,,,"[54.3, 40.8]",,,,,,,,,,,,2.265224,,,,,,,,,,,,,,,,4aa1a5cf-ea11-4993-a07a-cd6a2554bfa1,1408,,,"[53.5, 42.1]",3825870,39,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raúl García Escudero,6391.0,Center Attacking Midfield,79,Athletic Club,215,"['2f22a93c-31df-4aec-b2a3-f39d829e69a5', 'a3ba36f5-3687-4549-9b2a-d38797c22292', 'a768c7ee-aaea-4aea-a88e-02fb33dd11b4']",17,,,,,,,,,,,,,,,,,Athletic Club,215,00:39:17.205,Carry,True
,,,,,,"[78.2, 7.5]",,,,,,,,,,,,3.928111,,,,,,,,,,,,,,,,1205c514-1930-4292-955d-e6be7f197198,1413,,,"[66.3, 5.9]",3825870,39,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Mikel Balenziaga Oruesagasti,6789.0,Left Back,79,Athletic Club,215,"['6ef3665e-3594-4d26-b3eb-f73ce21b142c', 'fef9d294-cc79-431a-b13e-23f3d7c47471']",21,,,,,,,,,,,,,,,,,Athletic Club,215,00:39:21.926,Carry,
,,,,,,"[82.9, 23.1]",,,,,,,,,,,,3.410242,,,,,,,,,,,,,,,,e7ef48ea-6732-42bb-a322-3e4f79d62658,1416,,,"[81.1, 18.7]",3825870,39,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Markel Susaeta Laskurain,6390.0,Right Wing,79,Athletic Club,215,"['a7410381-0336-4bd6-94c8-2a003710b725', 'd9eed49b-027a-4362-9c88-4730af241aba']",26,,,,,,,,,,,,,,,,,Athletic Club,215,00:39:26.881,Carry,
,,,,,,"[100.6, 35.8]",,,,,,,,,,,,0.0562,,,,,,,,,,,,,,,,013fed90-b926-4513-828b-8eed1cb8d2e2,1420,,,"[98.0, 34.5]",3825870,39,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Aritz Aduriz Zubeldia,6394.0,Center Forward,79,Athletic Club,215,"['38b8f87b-3580-47fd-92a0-6a5b254aaa90', '525546c6-76a5-4212-94ff-2ad3495a41bb', 'e12ed781-5d96-44a3-8415-b97ee5303e6f']",31,,,,,,,,,,,,,,,,,Athletic Club,215,00:39:31.317,Carry,True
,,,,,,"[57.5, 21.6]",,,,,,,,,,,,0.244508,,,,,,,,,,,,,,,,c4162556-879f-47bd-baa9-136553418aab,1442,,,"[57.5, 21.9]",3825870,43,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Manuel Agudo Durán,6724.0,Left Wing,82,Athletic Club,215,"['7638061b-4974-41c4-b01b-739f34de93c0', 'e058c954-321b-40aa-a4d0-40273fadf7e0']",25,,,,,,,,,,,,,,,,,Celta Vigo,209,00:43:25.218,Carry,
,,,,,,"[13.0, 53.3]",,,,,,,,,,,,2.512785,,,,,,,,,,,,,,,,9bbfd9e5-20ac-4ab0-b08c-7ecc3bf0f6ea,1446,,,"[14.0, 51.5]",3825870,43,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Gorka Iraizoz Moreno,6576.0,Goalkeeper,83,Athletic Club,215,"['037913d8-d10b-4b91-8d85-b8324fc47a1e', '884b79da-bc3e-4382-bd66-6814b8c7968d']",29,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:29.565,Carry,
,,,,,,"[32.5, 23.9]",,,,,,,,,,,,3.439385,,,,,,,,,,,,,,,,518bb2f2-1b16-401f-b052-dfd37187b2b4,1449,,,"[22.3, 32.0]",3825870,43,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,83,Athletic Club,215,"['afbd295a-c7bc-49fb-a39a-1ae78212e90f', 'fb40cf29-23d3-4fab-a259-4df37ea990a3']",33,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:33.374,Carry,
,,,,,,"[34.7, 7.0]",,,,,,,,,,,,2.709357,,,,,,,,,,,,,,,,69ebc117-a67a-4947-8640-cb3ab6648e5d,1452,,,"[36.6, 9.3]",3825870,43,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Mikel Balenziaga Oruesagasti,6789.0,Left Back,83,Athletic Club,215,"['0530b99e-b898-4bd3-a27f-a76c288c846e', '6e6d6d64-de45-4b9b-a8f6-1994d3be241b', 'e7d0dbfb-4a2c-40c9-bfdd-642d839c7e7c']",38,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:38.400,Carry,True
,,,,,,"[46.0, 12.2]",,,,,,,,,,,,0.992207,,,,,,,,,,,,,,,,4a18b778-486a-4506-beb3-e5e615f5f41f,1461,,,"[46.0, 12.2]",3825870,43,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Mikel San José Domínguez,6389.0,Right Defensive Midfield,84,Athletic Club,215,"['0eec3d7a-43d2-4ba1-b7eb-88e45b795f70', 'a3890f89-582f-489f-ac00-86d875cdb034']",54,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:54.929,Carry,
,,,,,,"[44.7, 34.0]",,,,,,,,,,,,1.231037,,,,,,,,,,,,,,,,ae7b12da-8379-44b3-b47a-db0ad0851f07,1464,,,"[38.7, 29.4]",3825870,43,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,84,Athletic Club,215,"['2443067b-3841-4f17-b581-43af431a4cc8', '84cef461-6ea8-4d15-91b2-63dad4300145']",57,,,,,,,,,,,,,,,,,Athletic Club,215,00:43:57.551,Carry,
