50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.562805,,,,,,,,,,,,,,,,0dcc04ac-c781-4bd4-a606-fc4f5781ed1a,16,,,"[11.2, 67.4]",3825870,0,,,,,-0.09598423,,Right Foot,,,,"[56.9, 63.0]",,High Pass,,45.911327,,Incomplete,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,1,From Kick Off,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,2,Athletic Club,215,"['1fcb769c-645f-4018-b5fe-306ebdde2eb3', 'd2c60d75-fe7a-4db3-a4f3-c2735264264d']",12,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:12.114,Pass,
,,,,,,,,,,,,,,,,,,1.499692,,,,,,,,,,,,,,,,1fcb769c-645f-4018-b5fe-306ebdde2eb3,19,,,"[63.2, 17.1]",3825870,0,,,,True,0.15012248,,,,,,"[75.1, 18.9]",,High Pass,,12.035364,,,,Mikel San José Domínguez,6389.0,,,,,Recovery,1,From Kick Off,Mikel Balenziaga Oruesagasti,6789.0,Left Back,2,Athletic Club,215,"['0dcc04ac-c781-4bd4-a606-fc4f5781ed1a', '4f6599ee-fd3c-463e-a0fa-7c8d14fc7c21', '57d59fc6-7871-47eb-b340-873767910263']",14,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:14.677,Pass,True
,,,,,,,,,,,,,,,,,,1.596622,,,,,,,,,,,,,,,,6c5af2ad-f62c-485b-a98a-f0a2c8fe410e,21,,,"[75.1, 18.9]",3825870,0,,,,,-0.16336615,,Head,,,,"[84.2, 17.4]",,High Pass,,9.222797,,,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,From Kick Off,Mikel San José Domínguez,6389.0,Right Defensive Midfield,2,Athletic Club,215,['b39f52af-7379-4866-82f0-70301dea17a3'],16,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:16.219,Pass,
,,,,,,,,,,,,,,,,,,0.503391,,,,,,,,,,,,,,,,66fa02b2-ee9f-4fa2-be55-2e323e96bcf2,30,,,"[37.7, 62.5]",3825870,0,,,,,0.7952988,,Right Foot,,,,"[42.7, 67.6]",,Ground Pass,,7.1421285,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,1,From Kick Off,Marcelo Alfonso Díaz Rojas,27341.0,Right Defensive Midfield,2,Athletic Club,215,"['3268f5ab-05e0-42c2-8ea2-5490c6009ed7', '9cf707cc-111c-47c9-b12b-87eb3e3b5c40']",20,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:20.675,Pass,True
,,,,,,,,,,,,,,,,,,1.065202,,,,,,,,,,,,,,,,8478f60c-ff9e-40b9-917c-d53054d2e113,39,,,"[77.7, 14.8]",3825870,0,,,,,-1.5261831,,Right Foot,,,,"[78.2, 3.6]",,Ground Pass,,11.211155,,,,Iker Muniain Goñi,6842.0,,,,,Recovery,1,From Kick Off,Aritz Aduriz Zubeldia,6394.0,Center Forward,2,Athletic Club,215,['dc5df705-3f1a-431c-a000-d2a90df9f6d3'],25,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:25.822,Pass,
,,,,,,,,,,,,,,,,,,0.692178,,,,,,,,,,,,,,,,e48aeec1-eae7-4155-8c0c-a68cf17c8a04,42,,,"[88.9, 5.2]",3825870,0,,,,,1.3681377,,Right Foot,,,,"[90.4, 12.5]",,Ground Pass,,7.4525166,,Incomplete,,Raúl García Escudero,6391.0,,,,,,1,From Kick Off,Iker Muniain Goñi,6842.0,Left Wing,2,Athletic Club,215,"['0db53671-6a3d-417c-82f5-675dcaaaa884', 'b4e82df8-e1d8-4e92-87a6-bc016912ada3']",28,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:28.502,Pass,
,,,,,,,,,,,,,,,,,,1.60527,,,,,,,,,,,,,,,,00607568-97a2-4e13-b90a-a2fc94ec85a4,45,,,"[120.0, 0.1]",3825870,0,,,,,1.7493039,,Right Foot,,,,"[114.1, 32.8]",,High Pass,True,33.228,,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,3,Athletic Club,215,['89e3a826-996e-4574-8808-2a7b0c2bf546'],55,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:55.544,Pass,
,,,,,,,,,,,,,,,,,,2.257073,,,,,,,,,,,,,,,,d1ac0e7e-7670-47e8-9b6d-d8e8711fc63a,50,,,"[63.2, 54.4]",3825870,1,,,,,-1.2024474,,Left Foot,,,,"[78.6, 14.5]",,Ground Pass,,42.7688,,,,Manuel Agudo Durán,6724.0,,,,,,1,Regular Play,Iago Aspas Juncal,5217.0,Center Forward,4,Celta Vigo,209,['3ff9834b-fb1a-4a66-a715-ac6811cae4d9'],3,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:03.287,Pass,
,,,,,,,,,,,,,,,,,,1.698778,,,,,,,,,,,,,,,,db33354a-8ded-4056-a20a-ba82462c5473,52,,,"[78.6, 14.5]",3825870,1,,,,,1.2167989,,Right Foot,,,,"[93.9, 55.9]",,High Pass,,44.13672,,,,Iago Aspas Juncal,5217.0,,True,,,,1,Regular Play,Manuel Agudo Durán,6724.0,Left Wing,4,Celta Vigo,209,['ddf7bbb0-cdbf-4702-bc2c-b1ce2729425a'],5,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:05.544,Pass,
,,,,,,,,,,,,,,,,,,0.891461,,,,,,,,,,,,,,,,8b97c88b-9eaa-4c60-946c-6a82e4b70044,55,,,"[104.0, 53.8]",3825870,1,,,,,-1.4608124,,Left Foot,,,,"[105.8, 37.5]",,Ground Pass,,16.399086,,Incomplete,,Pedro Pablo Hernández,6801.0,,,,,,1,Regular Play,Iago Aspas Juncal,5217.0,Center Forward,4,Celta Vigo,209,"['5843143d-d5d2-4e6a-a553-1201362e1653', 'c2372227-af2d-4cf8-a953-6f83b9abed9d']",8,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:08.900,Pass,
,,,,,,,,,,,,,,,,,,1.022426,,,,,,,,,,,,,,,,dd344e24-a09c-460e-bed4-6224962dd4be,59,,,"[36.6, 14.1]",3825870,1,,,,,-2.8857841,,Right Foot,,,,"[23.6, 10.7]",,Ground Pass,,13.437262,,,,Iker Muniain Goñi,6842.0,,,,,Recovery,1,Regular Play,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,4,Celta Vigo,209,"['3fc4bb88-22bb-4145-923c-a719945122cf', '6e0daa9d-e7be-4438-853b-07f77573595d']",12,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:12.816,Pass,True
,,,,,,,,,,,,,,,,,,2.388126,,,,,,,,,,,,,,,,c622a29e-af55-447f-9cdb-a60cf7ee0fe0,62,,,"[23.6, 10.7]",3825870,1,,,,,0.7934301,,Right Foot,,,,"[48.3, 35.8]",,High Pass,,35.215054,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,Regular Play,Iker Muniain Goñi,6842.0,Left Wing,4,Celta Vigo,209,"['63c31da3-b2c4-4ae0-8dd0-224f590ee2de', '857e2bfe-a6fd-46ab-b387-d30caeea2e2e']",13,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:13.919,Pass,
,,,,,,,,,,,,,,,,,,1.880024,,,,,,,,,,,,,,,,44696fa7-c755-4d4f-816b-fe1cd9ee1ea7,65,,,"[64.3, 47.8]",3825870,1,,,,,0.28738442,,Head,,,,"[84.6, 53.8]",,High Pass,,21.168137,,Pass Offside,,Iago Aspas Juncal,5217.0,,,,,,1,Regular Play,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,4,Celta Vigo,209,['0878c733-23ed-4942-9030-7c98ddfc4648'],18,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:18.838,Pass,
,,,,,,,,,,,,,,,,,,3.675999,,,,,,,,,,,,,,,,8d96ca90-7b2c-4866-a3a6-0f469eda0ff2,67,,,"[35.5, 26.3]",3825870,1,,True,,,0.7251696,,Right Foot,,,,"[77.7, 63.7]",,High Pass,,56.387943,,,,Aritz Aduriz Zubeldia,6394.0,,,,,Free Kick,1,From Free Kick,Gorka Iraizoz Moreno,6576.0,Goalkeeper,5,Athletic Club,215,['5bcdb1bf-5bcc-4f33-a2bf-1950194f7181'],44,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:44.354,Pass,
,,,,,,,,,,,,,,,,,,2.273981,,,,,,,,,,,,,,,,5947e7e2-4274-4861-ba4d-52c9bdc77f46,69,,,"[77.7, 63.7]",3825870,1,,,,True,-1.5223268,,,,,,"[79.0, 36.9]",,High Pass,,26.83151,,Incomplete,,,,,,,,,1,From Free Kick,Aritz Aduriz Zubeldia,6394.0,Center Forward,5,Athletic Club,215,"['d345d95a-8303-468f-a316-9c7b6a7c84af', 'dfcf9dce-4886-407f-9dc3-aba52efbd6e7']",48,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:48.030,Pass,True
,,,,,,,,,,,,,,,,,,1.693552,,,,,,,,,,,,,,,,dfcf9dce-4886-407f-9dc3-aba52efbd6e7,71,,,"[41.1, 43.2]",3825870,1,,,,,0.09259163,,Head,,,,"[55.1, 44.5]",,High Pass,,14.060227,,Incomplete,,Iago Aspas Juncal,5217.0,,,,,Recovery,1,From Free Kick,Marcelo Alfonso Díaz Rojas,27341.0,Right Defensive Midfield,5,Athletic Club,215,"['5947e7e2-4274-4861-ba4d-52c9bdc77f46', '5e31376d-89f4-42c1-943d-926354e6691e', 'afb4e421-d1e5-4c64-8f65-987a3cda04f2']",50,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:50.304,Pass,
,,,,,,,,,,,,,,,,,,1.868066,,,,,,,,,,,,,,,,afb4e421-d1e5-4c64-8f65-987a3cda04f2,73,,,"[65.0, 35.6]",3825870,1,,,,,2.7744188,,Right Foot,,,,"[61.1, 37.1]",,Low Pass,,4.1785164,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,Interception,1,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,5,Athletic Club,215,"['2196affb-ae46-439b-a30f-1688a6bbc932', 'dfcf9dce-4886-407f-9dc3-aba52efbd6e7']",51,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:51.997,Pass,
,,,,,,,,,,,,,,,,,,0.866996,,,,,,,,,,,,,,,,7d97645c-8dcf-4c50-8d14-1ca51d97a2b1,77,,,"[61.3, 37.1]",3825870,1,,,,,2.410405,,Right Foot,,,,"[54.5, 43.2]",,Ground Pass,,9.1350975,,,,Eneko Bóveda Altube,6386.0,,,,,,1,From Free Kick,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,5,Athletic Club,215,"['6631171d-9ec1-4e45-9dee-3c205bfbaf87', 'da1115d7-5465-4236-8e78-a0fbcf2831c2']",54,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:54.428,Pass,True
,,,,,,,,,,,,,,,,,,1.955683,,,,,,,,,,,,,,,,5c27947e-6536-4514-9685-a9be9bf6ca1d,80,,,"[53.5, 50.0]",3825870,1,,,,,0.08495319,,Right Foot,,,,"[94.6, 53.5]",,High Pass,,41.248756,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,From Free Kick,Eneko Bóveda Altube,6386.0,Right Center Back,5,Athletic Club,215,"['6dfdbb01-d330-4216-ae73-7cc90a0ed0d6', 'b2375cbd-6264-42aa-a9c1-913fed991378']",56,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:56.858,Pass,
,,,,,,,,,,,,True,,,,,,1.215746,,,,,,,,,,,,,,,,b2375cbd-6264-42aa-a9c1-913fed991378,82,,,"[25.5, 26.6]",3825870,1,,,,,-0.48783645,,Other,,,,"[30.4, 24.0]",,Low Pass,,5.5470715,,,,Jonathan Castro Otto,6802.0,,,,,Interception,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,6,Celta Vigo,209,"['5c27947e-6536-4514-9685-a9be9bf6ca1d', 'c322e082-1590-445b-b757-df12c12feb18']",58,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:58.813,Pass,
,,,,,,,,,,,,,,,,,,0.635362,,,,,,,,,,,,,,,,2d7b7146-39bf-4146-a18b-a161d5d6ac8d,85,,,"[30.4, 24.0]",3825870,2,,,,,-0.8454352,,Left Foot,,,,"[39.0, 14.3]",,Ground Pass,,12.96341,,,,Manuel Agudo Durán,6724.0,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Left Back,6,Celta Vigo,209,['44ffb749-3640-455a-87ef-5494693ed3eb'],1,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:01.307,Pass,
,,,,,,,,,,,,,,,,,,1.385856,,,,,,,,,,,,,,,,5176d5f7-32b9-4384-8b92-8c36958e1554,87,,,"[39.0, 14.3]",3825870,2,,,,,0.12921944,,Right Foot,,,,"[56.7, 16.6]",,Ground Pass,,17.84881,,Incomplete,,Marcelo Alfonso Díaz Rojas,27341.0,,,,,,1,Regular Play,Manuel Agudo Durán,6724.0,Left Wing,6,Celta Vigo,209,"['152768e9-455f-44df-972a-5dbc8dc1b6f4', 'add7b558-efb4-4e79-8cb3-97add5eb7094']",1,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:01.942,Pass,
,,,,,,,,,,,,,,,,,,3.134968,,,,,,,,,,,,,,,,86fc8733-1d77-4ab9-91a9-61fce599fddf,91,,,"[65.8, 75.4]",3825870,2,,,,,-0.30679196,,Right Foot,,,,"[92.0, 67.1]",,High Pass,,27.483267,,,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,Regular Play,Eneko Bóveda Altube,6386.0,Right Center Back,6,Celta Vigo,209,['5cb24067-ec86-4e81-8d76-d80be4f77664'],4,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:04.965,Pass,
,,,,,,,,,,,,,,,,,,1.444228,,,,,,,,,,,,,,,,53aeebfb-8e25-4a93-9336-0eacdfadc7ef,96,,,"[43.7, 0.1]",3825870,2,,,,,0.34555557,,,,,,"[63.7, 7.3]",,Low Pass,,21.256529,,,,Pedro Pablo Hernández,6801.0,,,,,Throw-in,1,From Throw In,Jonathan Castro Otto,6802.0,Left Back,7,Celta Vigo,209,['1e5eb69d-424a-4ba1-b01d-07e1b36da459'],26,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:26.398,Pass,
,,,,,,,,,,,,,,,,,,0.499463,,,,,,,,,,,,,,,,c4d9a8c5-ffd8-4f85-a8dd-ded3888ece21,98,,,"[63.7, 7.3]",3825870,2,,,,,0.15536426,,Head,,,,"[72.0, 8.6]",,Low Pass,,8.401191,,Incomplete,,Manuel Agudo Durán,6724.0,,,,,,1,From Throw In,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,7,Celta Vigo,209,"['1c5a0c74-d61d-46e2-9e22-f0841fa09709', 'c1fdbd64-216f-4541-ab5b-a9177cfdeaae']",27,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:27.882,Pass,
,,,,,,,,,,,,,,,,,,2.173362,,,,,,,,,,,,,,,,b90002ca-756f-4c4b-98a6-79d6c59ce33e,102,,,"[48.9, 72.5]",3825870,2,,,,,-0.46773478,,Right Foot,,,,"[78.2, 57.7]",,High Pass,,32.825752,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,From Throw In,Mikel San José Domínguez,6389.0,Right Defensive Midfield,7,Celta Vigo,209,"['4ad5a98e-cfb7-466e-b1b8-175763696060', '65133e30-a91d-4798-bb6f-49333c25afa1']",29,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:29.949,Pass,
,,,,,,,,,,,,,,,,,,1.23834,,,,,,,,,,,,,,,,7837e3b0-a68b-4afc-85c0-0b642b18b1d4,111,,,"[51.7, 57.5]",3825870,2,,,,,0.82822907,,Right Foot,,,,"[65.1, 72.1]",,Ground Pass,,19.817163,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Back,7,Celta Vigo,209,['3caceafd-5aac-42c2-a6ae-6e236296857a'],35,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:35.843,Pass,
,,,,,,,,,,,,,,,,,,1.596177,,,,,,,,,,,,,,,,b43034ab-5d93-4ca2-a7e7-f23d310e6610,119,,,"[54.5, 4.6]",3825870,2,,,,,2.6779451,,Right Foot,,,,"[38.7, 12.5]",,Ground Pass,,17.664938,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,1,Regular Play,Mikel Balenziaga Oruesagasti,6789.0,Left Back,8,Athletic Club,215,"['ab527683-3df0-4fce-b9aa-2596230d814f', 'b02c62cf-da54-4c5a-a1d9-e5ad4b3d14bb']",39,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:39.596,Pass,True
,,,,,,,,,,,,,,,,,,2.323053,,,,,,,,,,,,,,,,e40f3edf-9ede-49da-80ad-6b81101cdcc1,122,,,"[37.4, 11.7]",3825870,2,,,,,2.4960167,,Left Foot,,,,"[14.3, 29.1]",,Ground Pass,,28.920063,,,,Gorka Iraizoz Moreno,6576.0,,,,,,1,Regular Play,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,8,Athletic Club,215,['b430978d-5e4f-42ff-961b-1b93c9cb7ed2'],41,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:41.855,Pass,
