bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.522718,,,,,,,,,,,5d28e0ff-9380-4107-823c-adea828cc228,15,,"[54.1, 61.7]",3825630,0,,,,,-0.3763521,,Right Foot,,,"[83.2, 50.2]",,High Pass,,31.289934,,,,Luis Alberto Romero Alconchel,7782.0,,,,,,,1,From Kick Off,Alejandro Arribas Garrido,6869.0,Right Center Back,2,RC Deportivo La Coruña,219,['ca44c5bc-2971-42bb-aefe-18f2c604efec'],12,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:12.596,Pass,
,,,,,,,,,,,,,,,,,1.203782,,,,,,,,,,,1d3853ef-9f72-4f02-965f-e87432d77eef,17,,"[82.9, 50.2]",3825630,0,,,,,0.29807556,,Head,,,"[99.5, 55.3]",,High Pass,,17.36577,,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,,,1,From Kick Off,Luis Alberto Romero Alconchel,7782.0,Center Attacking Midfield,2,RC Deportivo La Coruña,219,"['5357b20f-bf98-4476-b8c1-285c8ef303bb', '91514786-0bd2-48c4-9db8-8edcbf193d4a']",14,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:14.239,Pass,
,,,,,,,,,,,,,,,,,1.879995,,,,,,,,,,,91514786-0bd2-48c4-9db8-8edcbf193d4a,19,,"[20.6, 24.8]",3825630,0,,,,,2.0187385,,Head,,,"[16.9, 32.5]",,High Pass,,8.542833,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,Recovery,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,RC Deportivo La Coruña,219,"['1d3853ef-9f72-4f02-965f-e87432d77eef', '559e1884-1762-4c98-a677-86b1b2063d24']",15,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:15.443,Pass,
,,,,,,,,,,,,,,,,,2.07977,,,,,,,,,,,302f54b2-41c4-4da6-af77-acd2f8bccc37,22,,"[18.0, 32.5]",3825630,0,,,,,-0.49452582,,Left Foot,,,"[48.6, 16.0]",,High Pass,,34.765068,,Incomplete,,Markel Susaeta Laskurain,6390.0,,,,,,,1,From Kick Off,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,2,RC Deportivo La Coruña,219,"['40af733f-b708-42d4-af0d-c0439fa44773', '69458821-f0fd-4706-bc18-5fb60f375c83']",17,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:17.403,Pass,
,,,,,,,,,,,,,,,,,1.87248,,,,,,,,,,,69458821-f0fd-4706-bc18-5fb60f375c83,25,,"[71.5, 64.1]",3825630,0,,,,True,-0.50663185,,,,,"[89.7, 54.0]",,High Pass,,20.81466,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Juan Francisco Moreno Fuertes,6738.0,Right Back,2,RC Deportivo La Coruña,219,"['302f54b2-41c4-4da6-af77-acd2f8bccc37', 'd8cc0073-99c1-4186-8624-bbe35393a87b', 'ef5dc42d-ae30-4014-b696-787850ab6f25']",19,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:19.483,Pass,True
,,,,,,,,,,,,,,,,,1.91647,,,,,,,,,,,d8cc0073-99c1-4186-8624-bbe35393a87b,26,,"[30.4, 26.1]",3825630,0,,,,,-0.2372068,,Head,,,"[57.7, 19.5]",,High Pass,,28.086473,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,RC Deportivo La Coruña,219,"['6387b8f8-d172-4187-bc44-38ebdc8a0a5d', '69458821-f0fd-4706-bc18-5fb60f375c83']",21,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:21.355,Pass,
,,,,,,,,,,,,,,,,,0.581389,,,,,,,,,,,6387b8f8-d172-4187-bc44-38ebdc8a0a5d,27,,"[62.4, 60.6]",3825630,0,,,,,-0.33832362,,Left Foot,,,"[73.2, 56.8]",,Low Pass,,11.449018,,,,Juan Domínguez Lamas,24234.0,,,,,,Recovery,1,From Kick Off,Alejandro Arribas Garrido,6869.0,Right Center Back,2,RC Deportivo La Coruña,219,"['b7321d4d-f7f9-403f-9100-efc90b258cb6', 'd8cc0073-99c1-4186-8624-bbe35393a87b']",23,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:23.272,Pass,
,,,,,,,,,,,,,,,,,0.982135,,,,,,,,,,,79d7e5e0-4146-465c-ba92-ada32c7c4a04,30,,"[73.2, 56.8]",3825630,0,,,,,0.75254613,,Right Foot,,,"[84.2, 67.1]",,High Pass,,15.069506,,Incomplete,,Rubén Gracia Calmache,25921.0,,,,,,,1,From Kick Off,Juan Domínguez Lamas,24234.0,Right Defensive Midfield,2,RC Deportivo La Coruña,219,"['5b317b81-4307-4800-b755-ffe57c4444da', 'e1791704-d5e6-47d9-9d23-625c684326b4']",23,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:23.893,Pass,
,,,,,,,,,,,,,,,,,1.091504,,,,,,,,,,,e1791704-d5e6-47d9-9d23-625c684326b4,32,,"[35.9, 13.0]",3825630,0,,,,,0.0,,Head,,,"[56.6, 13.0]",,High Pass,,20.7,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Mikel Balenziaga Oruesagasti,6789.0,Left Back,2,RC Deportivo La Coruña,219,"['79d7e5e0-4146-465c-ba92-ada32c7c4a04', '93d0c2fb-fed0-4c94-859b-2101645f0bd5']",24,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:24.875,Pass,
,,,,,,,,,,,,,,,,,0.702862,,,,,,,,,,,29ca6034-afe5-458b-9329-f31a27285da7,35,,"[63.6, 67.8]",3825630,0,,,,,0.5802708,,Right Foot,,,"[72.6, 73.7]",,Ground Pass,,10.761505,,,,Rubén Gracia Calmache,25921.0,,,,,,,1,From Kick Off,Juan Francisco Moreno Fuertes,6738.0,Right Back,2,RC Deportivo La Coruña,219,['7c53b07b-3717-4eba-b3e9-b5e7402e67ff'],26,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:26.639,Pass,
,,,,,,,,,,,,,,,,,0.731725,,,,,,,,,,,76c1788c-d79f-42d7-94b6-a5d80888db1b,39,,"[71.0, 73.1]",3825630,0,,,,,-2.983824,,Left Foot,,,"[66.6, 72.4]",,Ground Pass,,4.4553337,,,,Juan Francisco Moreno Fuertes,6738.0,,,,,,,1,From Kick Off,Rubén Gracia Calmache,25921.0,Right Wing,2,RC Deportivo La Coruña,219,"['0a263e2f-f011-495a-a2db-add11ad2b3f1', '262f0221-71a6-4452-91db-3e3d83b5c673']",28,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:28.192,Pass,True
,,,,,,,,,,,,,,,,,0.856818,,,,,,,,,,,ab014154-34c7-4a40-b690-739c57856fd2,41,,"[62.2, 72.0]",3825630,0,,,,,-0.24041942,,Right Foot,,,"[77.7, 68.2]",,Ground Pass,,15.95901,,,,Luis Alberto Romero Alconchel,7782.0,,,,,,,1,From Kick Off,Juan Francisco Moreno Fuertes,6738.0,Right Back,2,RC Deportivo La Coruña,219,['5360fe2a-0f6d-42fd-a260-0974915e34d1'],28,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:28.924,Pass,
,,,,,,,,,,,,,,,,,0.955996,,,,,,,,,,,d6272f64-a8e2-447e-a690-11443ab1b4fa,48,,"[35.8, 10.9]",3825630,0,,,,,0.1993373,,Left Foot,,,"[55.6, 14.9]",,Low Pass,,20.2,,Incomplete,,,,,,,,,,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,3,Athletic Club,215,['56f2f186-5c84-48f9-9b90-bd5dfe5c1fd6'],32,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:32.201,Pass,
,,,,,,,,,,,,,,,,,0.059359,,,,,,,,,,,5785d08f-32a1-4b0e-84c0-0ec298f49da9,52,,"[49.3, 9.2]",3825630,0,,,,,-0.15264933,,Left Foot,,,"[51.9, 8.8]",,Ground Pass,,2.6305892,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Mikel Balenziaga Oruesagasti,6789.0,Left Back,3,Athletic Club,215,"['6dd5a099-2831-4651-89e6-d7b288a004ef', 'aab6464a-2976-4f81-89cc-8bd8fd396f07']",34,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:34.709,Pass,True
,,,,,,,,,,,,,,,,,1.119997,,,,,,,,,,,36adbcb3-3205-446f-b2d5-a4660696f031,54,,"[48.6, 9.6]",3825630,0,,,,,-0.31779802,,Left Foot,,,"[63.8, 4.6]",,Ground Pass,,16.00125,,,,Markel Susaeta Laskurain,6390.0,,,,,,Recovery,1,Regular Play,Mikel Balenziaga Oruesagasti,6789.0,Left Back,3,Athletic Club,215,['d775e805-aa0d-4611-8888-8a8578684596'],35,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:35.749,Pass,
,,,,,,,,,,,,,,,,,2.919997,,,,,,,,,,,466b6a68-1fab-471a-b0a5-32a19a71a706,65,,"[82.8, 9.2]",3825630,1,,,,,0.41023552,,Right Foot,,,"[116.6, 23.9]",,High Pass,,36.858242,,,,Markel Susaeta Laskurain,6390.0,,,,,,Free Kick,1,From Free Kick,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,4,Athletic Club,215,['5d4c2223-33b4-40d6-8a7d-977f7ca0e2b2'],0,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:00.682,Pass,
,,,,,,,,,,,,,,,,,4.759998,,,,,,,,,,,700f6e4b-751f-48c7-9567-197addfc43bc,68,,"[116.2, 23.9]",3825630,1,,,,,1.6649909,,Left Foot,True,,"[110.9, 80.0]",,High Pass,,56.3498,,Out,,Iñaki Williams Arthuer,6393.0,,,True,,,,1,From Free Kick,Markel Susaeta Laskurain,6390.0,Left Wing,4,Athletic Club,215,['f1ea4a9c-75cb-418a-b9b5-a2bef7c5e03f'],3,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:03.829,Pass,
,,,,,,,,,,,,,,,,,1.934073,,,,,,,,,,,5da766d5-5bc8-4cbe-9466-ffe65db7fb7b,70,,"[27.1, 0.1]",3825630,1,,True,,,0.8955971,,,,,"[48.4, 26.7]",,High Pass,,34.077118,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Fernando Navarro i Corbacho,6913.0,Left Back,5,RC Deportivo La Coruña,219,['17ed205d-599d-4876-9f2b-c52a6448d3fd'],28,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:28.606,Pass,
,,,,,,,,,,,,,,,,,1.114299,,,,,,,,,,,17ed205d-599d-4876-9f2b-c52a6448d3fd,71,,"[71.7, 53.4]",3825630,1,,,,True,0.8890256,,,,,"[77.3, 60.3]",,High Pass,,8.886507,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Beñat Etxebarria Urkiaga,6396.0,Left Defensive Midfield,5,RC Deportivo La Coruña,219,"['5da766d5-5bc8-4cbe-9466-ffe65db7fb7b', 'a83e7c23-a87d-4d30-b813-4ffd9a54ceb0', 'd37f2972-51c8-4ed9-8671-563a51d7392d']",30,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:30.541,Pass,True
,,,,,,,,,,,,,,,,,5.909031,,,,,,,,,,,a83e7c23-a87d-4d30-b813-4ffd9a54ceb0,73,,"[42.8, 19.8]",3825630,1,,,,,0.21717715,,Right Foot,,,"[106.7, 33.9]",,High Pass,,65.43715,,Incomplete,,,,,,,,,Recovery,1,From Throw In,Fayçal Fajr,5724.0,Left Wing,5,RC Deportivo La Coruña,219,"['17ed205d-599d-4876-9f2b-c52a6448d3fd', 'e273ae2a-17ca-463e-a22f-1adfa3b1d63b']",31,,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:31.655,Pass,
,,,,,,,,,,,,,,,,,1.76,,,,,,,,,,,2cf72fe9-c46d-4f83-b1b7-5531bed23ce1,76,,"[13.4, 46.2]",3825630,1,,,,,0.92382604,,Keeper Arm,,,"[27.3, 64.6]",,Ground Pass,,23.060139,,,,Óscar de Marcos Arana,6649.0,,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,6,Athletic Club,215,['2cec6c7e-7f60-4308-ac60-e1c946faf698'],39,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:39.724,Pass,
,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,ac131007-9e14-469e-af87-2d9475bd975b,79,,"[30.7, 64.1]",3825630,1,,,,,-0.84523445,,Right Foot,,,"[40.9, 52.6]",,Ground Pass,,15.371727,,,,Mikel San José Domínguez,6389.0,,,,,,,1,Regular Play,Óscar de Marcos Arana,6649.0,Right Back,6,Athletic Club,215,['df620e11-2bc5-477a-8444-16a1a3df8758'],43,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:43.124,Pass,
,,,,,,,,,,,,,,,,,1.24,,,,,,,,,,,28651f0c-dc43-49da-a05d-e3fab0aaf4f7,82,,"[39.8, 49.7]",3825630,1,,,,,2.0282712,,Right Foot,,,"[33.4, 62.7]",,Ground Pass,,14.489997,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,,1,Regular Play,Mikel San José Domínguez,6389.0,Right Defensive Midfield,6,Athletic Club,215,['92a84f5d-8486-458c-a6dd-38e5b98f3c2e'],45,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:45.084,Pass,
,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,23bc1bc9-0824-45ea-b581-02038d936523,85,,"[34.3, 63.4]",3825630,1,,,,,-1.4679855,,Right Foot,,,"[35.6, 50.8]",,Ground Pass,,12.666886,,,,Mikel San José Domínguez,6389.0,,,,,,,1,Regular Play,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,6,Athletic Club,215,['4ee30b91-0ff9-4800-b2b2-459e6b6a30b7'],48,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:48.084,Pass,
,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,645be7cf-53f6-46e1-8312-aa06c920b7e8,88,,"[36.7, 49.7]",3825630,1,,,,,-2.8325713,,Right Foot,,,"[15.4, 42.9]",,Ground Pass,,22.359114,,,,Gorka Iraizoz Moreno,6576.0,,,,,,,1,Regular Play,Mikel San José Domínguez,6389.0,Right Defensive Midfield,6,Athletic Club,215,['683c84b6-5d4f-4d26-856c-912c589dc560'],51,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:51.724,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,765203eb-067a-4f0f-86dd-dbbe9f56900f,91,,"[15.2, 42.9]",3825630,1,,,,,1.0462486,,Right Foot,,,"[24.4, 58.8]",,Ground Pass,,18.369812,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,,1,Regular Play,Gorka Iraizoz Moreno,6576.0,Goalkeeper,6,Athletic Club,215,['723aa984-0ce0-4e43-9637-48d29970faff'],56,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:56.364,Pass,
,,,,,,,,,,,,,,,,,1.64,,,,,,,,,,,2a2c4778-eb6d-4189-8c46-46c457ba038e,94,,"[38.9, 63.1]",3825630,1,,,,,0.7741627,,Right Foot,,,"[52.4, 76.3]",,Ground Pass,,18.880943,,,,Óscar de Marcos Arana,6649.0,,,,,,,1,Regular Play,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,6,Athletic Club,215,['407b245b-9694-412d-b8ae-8443eff957e8'],59,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:59.724,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,fcaa11ec-3f45-47ba-b5fb-4e4b54aba502,98,,"[52.6, 76.6]",3825630,2,,,,,-2.805191,,Right Foot,,,"[36.3, 70.9]",,Ground Pass,,17.267889,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,,1,Regular Play,Óscar de Marcos Arana,6649.0,Right Back,6,Athletic Club,215,['e4ea5b99-0c2e-4828-b8e0-2d8e8dcc9c0e'],2,,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:02.324,Pass,
,,,,,,,,,,,,,,,,,1.239998,,,,,,,,,,,6b2b346f-abff-4a2e-aa00-e20ab5385513,101,,"[37.6, 68.0]",3825630,2,,,,,-1.7839273,,Right Foot,,,"[34.7, 54.6]",,Ground Pass,,13.710216,,,,Mikel San José Domínguez,6389.0,,,,,,,1,Regular Play,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,6,Athletic Club,215,['d9acb220-5523-4eef-bb35-7d5c450ffd5c'],5,,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:05.524,Pass,
,,,,,,,,,,,,,,,,,3.239995,,,,,,,,,,,775f1aa0-c1e6-4388-9174-44cead5b0ee3,104,,"[35.8, 55.0]",3825630,2,,,,,-0.47775957,,Right Foot,,,"[94.9, 24.4]",,High Pass,,66.55201,,,,Markel Susaeta Laskurain,6390.0,,,,,,,1,Regular Play,Mikel San José Domínguez,6389.0,Right Defensive Midfield,6,Athletic Club,215,['75c300b8-51db-44b6-9153-7249c658f882'],9,,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:09.284,Pass,
