bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.565205,,,,,,,,,,,,,,,95c57fed-be36-4ac7-bb14-20d11787a54b,20,,"[45.4, 53.8]",3825834,0,,,,,0.9075933,,Right Foot,,,,"[50.4, 60.2]",,Ground Pass,,8.121576,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,1,Regular Play,Abdoulaye Doucouré,3292.0,Left Center Midfield,3,Granada,1049,['bcfe7c3d-5995-49c8-96f5-ce36a28b51bc'],15,,,,,,,,,,,,,,,,,,Granada,1049,00:00:15.253,Pass,
,,,,,,,,,,,,,,,,0.839637,,,,,,,,,,,,,,,876760d3-5206-4328-aecc-53a1c3901fc0,23,,"[50.6, 61.2]",3825834,0,,,,,1.4301385,,Right Foot,,,,"[52.2, 72.5]",,Ground Pass,,11.412712,,,,Rubén Rochina Naixes,6680.0,,,,,,1,Regular Play,Rubén Salvador Pérez Del Mármol,6599.0,Right Center Midfield,3,Granada,1049,['bb55d1ba-28ae-4589-af76-270afa4e8f1a'],17,,,,,,,,,,,,,,,,,,Granada,1049,00:00:17.096,Pass,
,,,,,,,,,,,,,,,,1.783867,,,,,,,,,,,,,,,7f996af7-5c97-4804-a7a8-d1e0fb8d4d63,34,,"[51.1, 21.7]",3825834,0,,,,,-1.1550825,,Right Foot,,,,"[56.0, 10.6]",,Ground Pass,,12.133425,,,,Yannick Ferreira Carrasco,5633.0,,,,,Recovery,1,Regular Play,Jorge Resurrección Merodio,5199.0,Right Midfield,4,Atlético Madrid,212,['744f903e-0259-4ab8-80ad-953df31d2bd2'],23,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:23.351,Pass,
,,,,,,,,,,,,,,,,2.066867,,,,,,,,,,,,,,,c120c1aa-d4d3-48bb-bcc8-22aa164d6410,37,,"[56.3, 11.6]",3825834,0,,,,,2.835108,,Right Foot,,,,"[32.6, 19.1]",,Ground Pass,,24.858398,,,,Diego Roberto Godín Leal,5249.0,,,,,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Midfield,4,Atlético Madrid,212,['845f2b98-1bf4-4645-b040-e0574ac8ea41'],25,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:25.354,Pass,
,,,,,,,,,,,,,,,,1.591711,,,,,,,,,,,,,,,317bd605-9c38-43dd-8f33-de9da85692ef,40,,"[32.9, 19.8]",3825834,0,,,,,1.5618279,,Right Foot,,,,"[33.1, 42.1]",,Ground Pass,,22.300898,,,,Stefan Savić,6376.0,,,,,,1,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,4,Atlético Madrid,212,['a1e04999-7a7c-4430-9bf1-c7e7c9c51ab5'],28,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:28.846,Pass,
,,,,,,,,,,,,,,,,1.787134,,,,,,,,,,,,,,,5f106508-b591-45df-8795-4bcef122f671,43,,"[32.4, 48.3]",3825834,0,,,,,0.97995013,,Left Foot,,,,"[48.7, 72.6]",,Ground Pass,,29.260553,,,,Juan Francisco Torres Belén,6375.0,,,,,,1,Regular Play,Stefan Savić,6376.0,Right Center Back,4,Atlético Madrid,212,['6bdac3d6-5001-468e-833b-93983aa4a807'],31,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:31.607,Pass,
,,,,,,,,,,,,,,,,1.385731,,,,,,,,,,,,,,,c44fcb27-7f70-4907-96ae-bc6a631e1dd7,46,,"[50.1, 69.0]",3825834,0,,,,,-2.3561945,,Right Foot,,,,"[41.4, 60.3]",,Ground Pass,,12.303658,,,,Stefan Savić,6376.0,,,,,,1,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,4,Atlético Madrid,212,['3704fa99-ac73-4335-b1ff-b66c6db602bb'],34,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:34.405,Pass,
,,,,,,,,,,,,,,,,1.96274,,,,,,,,,,,,,,,bc3fe5ff-bb00-4746-9e4f-91ad63330248,49,,"[41.9, 55.3]",3825834,0,,,,,-1.689371,,Right Foot,,,,"[38.6, 27.6]",,Ground Pass,,27.895878,,,,Diego Roberto Godín Leal,5249.0,,,,,,1,Regular Play,Stefan Savić,6376.0,Right Center Back,4,Atlético Madrid,212,['70f00805-26b5-4503-bd85-0ab2b2a2482f'],36,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:36.887,Pass,
,,,,,,,,,,,,,,,,1.615618,,,,,,,,,,,,,,,07ce299c-0078-4b04-bb3b-18210f23ec3c,52,,"[49.9, 31.2]",3825834,0,,,,,1.4320538,,Left Foot,,,,"[53.0, 53.4]",,Ground Pass,,22.415396,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,4,Atlético Madrid,212,['467516aa-3f90-435f-9e48-d2088ac3f560'],43,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:43.316,Pass,
,,,,,,,,,,,,,,,,1.426745,,,,,,,,,,,,,,,866719ee-cd4a-406c-a0e5-e7eebb8e1fe6,55,,"[54.1, 55.1]",3825834,0,,,,,1.0893332,,Right Foot,,,,"[63.4, 72.9]",,Ground Pass,,20.083078,,,,Juan Francisco Torres Belén,6375.0,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,4,Atlético Madrid,212,['cd3d6d1e-2bdf-4cad-9d6e-9305dba6ffa2'],46,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:46.369,Pass,
,,,,,,,,,,,,,,,,1.555689,,,,,,,,,,,,,,,5e001d05-95ad-463d-b401-bc6fb7fbe12b,58,,"[63.1, 71.7]",3825834,0,,,,,-2.763372,,Right Foot,,,,"[48.0, 65.7]",,Ground Pass,,16.248384,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,4,Atlético Madrid,212,['51527923-4aeb-4a28-a040-c4cfdb377d92'],49,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:49.190,Pass,
,,,,,,,,,,,,,,,,2.25637,,,,,,,,,,,,,,,cc328538-f08e-481d-8fc3-880046f4752b,61,,"[47.7, 64.6]",3825834,0,,,,,-1.7256167,,Right Foot,,,,"[42.3, 30.0]",,Ground Pass,,35.018852,,,,Diego Roberto Godín Leal,5249.0,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,4,Atlético Madrid,212,['b8ae08e9-32c5-44a7-92ed-42025863997e'],52,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:52.971,Pass,
,,,,,,,,,,,,,,,,1.561728,,,,,,,,,,,,,,,1872b87e-a26a-4061-9987-2a927aad467a,64,,"[49.9, 28.9]",3825834,1,,,,,1.3240223,,Right Foot,,,,"[56.5, 55.1]",,Ground Pass,,27.018513,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,Regular Play,Diego Roberto Godín Leal,5249.0,Left Center Back,4,Atlético Madrid,212,['38b9bb8c-e67c-4982-9578-fc4f026b3de1'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:00.386,Pass,
,,,,,,,,,,,,,,,,3.048616,,,,,,,,,,,,,,,15a992da-b463-4b39-a7ca-1d58c61359cd,67,,"[57.0, 52.3]",3825834,1,,,,,0.39813864,,Right Foot,,,,"[103.6, 71.9]",,High Pass,,50.55413,,,,Juan Francisco Torres Belén,6375.0,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,4,Atlético Madrid,212,['dd12a16b-f890-4359-bbbf-10b5fe84a2cc'],3,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:03.095,Pass,
,,,,,,,,,,,,,,,,1.254718,,,,,,,,,,,,,,,eee7b049-a7f5-47a9-b9f4-4d2140ee4da5,70,,"[105.7, 71.9]",3825834,1,,,,,-1.5537912,8087b23c-da3e-42a6-862b-dc6172fbd64b,Right Foot,True,,,"[106.2, 42.5]",,Low Pass,,29.404251,,,,Jorge Resurrección Merodio,5199.0,True,,,,,1,Regular Play,Juan Francisco Torres Belén,6375.0,Right Back,4,Atlético Madrid,212,['ed1cdfa7-6d8f-41af-ae91-3e415ddac749'],8,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:08.382,Pass,
,,,,,,,,,,,,,,,,2.952974,,,,,,,,,,,,,,,c28bc810-036f-4f71-9ee9-288bcbcdfed6,74,,"[7.0, 36.1]",3825834,1,,True,,,0.093517706,,Left Foot,,,,"[82.7, 43.2]",,High Pass,,76.03223,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,5,Granada,1049,['9932b6c1-6386-4bd0-b6e6-5e58b0db2bd2'],39,,,,,,,,,,,,,,,,,,Granada,1049,00:01:39.653,Pass,
,,,,,,,,,,,,,,,,2.133357,,,,,,,,,,,,,,,9932b6c1-6386-4bd0-b6e6-5e58b0db2bd2,75,,"[37.4, 36.9]",3825834,1,,,,,0.9491364,,Head,,,,"[51.8, 57.0]",,High Pass,,24.725897,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Diego Roberto Godín Leal,5249.0,Left Center Back,5,Granada,1049,"['19e4bec0-937f-4ddb-8c05-a769c748690a', 'c28bc810-036f-4f71-9ee9-288bcbcdfed6']",42,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:42.606,Pass,
,,,,,,,,,,,,,,,,1.01573,,,,,,,,,,,,,,,19e4bec0-937f-4ddb-8c05-a769c748690a,77,,"[68.3, 23.1]",3825834,1,,,,True,-0.41947746,,,,,,"[75.7, 19.8]",,Low Pass,,8.1024685,,,,Juan Isaac Cuenca López,26776.0,,,,,Recovery,1,From Goal Kick,Rene Krhin,3160.0,Center Defensive Midfield,5,Granada,1049,"['3626340d-bc4b-48db-9b99-aff2b2b45f41', '9932b6c1-6386-4bd0-b6e6-5e58b0db2bd2', 'd7e9196d-8373-4b8c-83d3-b868fa6fbf4a']",44,,,,,,,,,,,,,,,,,,Granada,1049,00:01:44.739,Pass,True
,,,,,,,,,,,,,,,,0.565991,,,,,,,,,,,,,,,8577b1eb-677b-49a2-a67c-ef6e30bf17c5,79,,"[75.2, 20.0]",3825834,1,,,,,1.5291537,,Right Foot,,,,"[75.4, 24.8]",,Ground Pass,,4.804165,,,,Abdoulaye Doucouré,3292.0,,,,,,1,From Goal Kick,Juan Isaac Cuenca López,26776.0,Left Wing,5,Granada,1049,['5107aaa7-bef4-47c1-b25d-f70c46f94b94'],45,,,,,,,,,,,,,,,,,,Granada,1049,00:01:45.755,Pass,
,,,,,,,,,,,,,,,,0.406261,,,,,,,,,,,,,,,8f63b5f6-287d-419e-8bdc-8f03b79860f3,85,,"[51.8, 53.9]",3825834,1,,,,,-2.3679585,,Right Foot,,,,"[47.5, 49.7]",,Ground Pass,,6.0108237,,,,Saúl Ñíguez Esclapez,6381.0,,,,,Recovery,1,Regular Play,Jorge Resurrección Merodio,5199.0,Right Midfield,6,Atlético Madrid,212,['91f33adc-1cb5-44a2-92a1-a4875a85b002'],47,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:47.191,Pass,
,,,,,,,,,,,,,,,,0.913583,,,,,,,,,,,,,,,6a0bd505-2c34-45c8-a0d8-eb0564cf0caa,88,,"[48.0, 49.4]",3825834,1,,,,,1.2655731,,Left Foot,,,,"[50.3, 56.7]",,Low Pass,,7.653757,,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Left Defensive Midfield,6,Atlético Madrid,212,['83ef1ba8-65a3-4248-98a2-b3c56eeb5521'],47,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:47.627,Pass,
,,,,,,,,,,,,,,,,0.618091,,,,,,,,,,,,,,,3956ea14-b37d-4777-b639-e01b87e0234e,91,,"[50.6, 58.0]",3825834,1,,,,,-2.4999332,,Left Foot,,,,"[41.9, 51.5]",,Ground Pass,,10.860019,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Right Center Forward,6,Atlético Madrid,212,['80542291-6b10-4e7f-b423-fc6b42e56db7'],48,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:48.568,Pass,
,,,,,,,,,,,,,,,,1.333053,,,,,,,,,,,,,,,965c6991-b9cf-41fd-a2e5-125853482392,94,,"[46.1, 51.3]",3825834,1,,,,,-1.5503074,,Right Foot,,,,"[46.6, 26.9]",,Low Pass,,24.405123,,Incomplete,,Lucas Hernández Pi,5484.0,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,6,Atlético Madrid,212,"['1ce5abcc-9c18-4b96-bfb9-9e64567a0508', '26a7b147-9f80-4d84-8cdd-66db84def55e']",50,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:50.206,Pass,
,,,,,,,,,,,,,,,,4.019929,,,,,,,,,,,,,,,07f07341-9a8b-4fe2-b270-131ff5fc7a65,97,,"[45.1, 19.6]",3825834,1,,,,,0.3668969,,Left Foot,,,,"[69.3, 28.9]",,High Pass,,25.92547,,,,Antoine Griezmann,5487.0,,,,,Recovery,1,Regular Play,Lucas Hernández Pi,5484.0,Left Back,6,Atlético Madrid,212,['806fd6f0-8ba1-432b-82fb-4ea3b10b3c80'],53,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:53.212,Pass,
,,,,,,,,,,,,,,,,2.132128,,,,,,,,,,,,,,,7fb00a1c-3943-4f5d-ba55-d01749d87231,100,,"[69.0, 28.9]",3825834,1,,,,,-2.0899425,,Left Foot,,,,"[63.4, 19.1]",,Low Pass,,11.287161,,Incomplete,,Lucas Hernández Pi,5484.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Right Center Forward,6,Atlético Madrid,212,"['1841a8da-8a73-4ec6-96e1-1cd6135a45d9', '25fdff64-9676-4c04-aba9-4823176ee922', '44351cff-b951-4e30-813c-fbf6e4f29ce8']",57,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:57.232,Pass,True
,,,,,,,,,,,,,,,,6.051798,,,,,,,,,,,,,,,111ecde2-4159-466d-b1b8-662d945987d3,108,,"[51.5, 69.5]",3825834,2,,True,,,-0.70597535,,Right Foot,,,,"[120.0, 11.1]",,High Pass,,90.01561,,Out,,Juan Isaac Cuenca López,26776.0,,True,,,Free Kick,1,From Free Kick,Jean-Sylvain Claude Babin,4498.0,Right Center Back,7,Granada,1049,['01b9ba25-f59d-49d5-9ec1-0038c42a9ec9'],29,,,,,,,,,,,,,,,,,,Granada,1049,00:02:29.030,Pass,
,,,,,,,,,,,,,,,,3.263667,,,,,,,,,,,,,,,ff347b30-39d6-44f0-ae5f-d6f307db298f,110,,"[6.0, 44.0]",3825834,2,,True,,,1.1702926,,Right Foot,,,,"[16.5, 68.8]",,Ground Pass,,26.93121,,,,Stefan Savić,6376.0,,,,,Goal Kick,1,From Goal Kick,Jan Oblak,6378.0,Goalkeeper,8,Atlético Madrid,212,['1e7dd697-8bf4-4f24-86c9-d6189def784d'],50,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:50.353,Pass,
,,,,,,,,,,,,,,,,1.198582,,,,,,,,,,,,,,,43037edb-efbc-44e5-8a53-a2918c8a18ac,112,,"[21.7, 70.5]",3825834,2,,,,,-0.071307465,,Right Foot,,,,"[31.5, 69.8]",,Ground Pass,,9.824968,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,From Goal Kick,Stefan Savić,6376.0,Right Center Back,8,Atlético Madrid,212,['38d6204c-20dc-4749-bcb7-d8a57fa47443'],53,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:53.923,Pass,
,,,,,,,,,,,,,,,,1.507676,,,,,,,,,,,,,,,f5db18fd-de07-4c1c-9d3a-ccca757f18c4,115,,"[43.0, 68.1]",3825834,2,,,,,-1.7788244,,Right Foot,,,,"[35.0, 30.2]",,Ground Pass,,38.735126,,,,Diego Roberto Godín Leal,5249.0,,,,,,1,From Goal Kick,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,8,Atlético Madrid,212,['08897003-c374-4ee0-a143-d5051c25e8c0'],58,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:58.091,Pass,
,,,,,,,,,,,,,,,,1.555109,,,,,,,,,,,,,,,8766d390-1394-4287-9099-2253bed463e6,118,,"[44.7, 31.4]",3825834,3,,,,,1.3467727,,Left Foot,,,,"[50.1, 55.1]",,Ground Pass,,24.307405,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,From Goal Kick,Diego Roberto Godín Leal,5249.0,Left Center Back,8,Atlético Madrid,212,['0d609ce4-a143-453f-9236-b257f4bfeb46'],3,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:03.341,Pass,
,,,,,,,,,,,,,,,,0.175218,,,,,,,,,,,,,,,e1be3c20-79f0-4e12-98db-2116cebd3f8e,121,,"[50.9, 56.7]",3825834,3,,,,,0.27829966,,Right Foot,,,,"[57.9, 58.7]",,Ground Pass,,7.28011,,Incomplete,,Antoine Griezmann,5487.0,,,,,,1,From Goal Kick,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,8,Atlético Madrid,212,"['5f298172-e8f8-478c-b4f7-5908fc6646da', '877de0c8-a75f-4aa7-af77-051bf6bf3a08']",6,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:06.152,Pass,
