bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.951934,,,,,,,,,,,,,86ce8903-e07d-4af3-8d85-bceb14e0ff22,17,,"[34.8, 21.5]",3825796,0,,,,,1.3174322,,Right Foot,,,"[37.7, 32.7]",,Ground Pass,,11.569356,,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,1,Regular Play,Roque Mesa Quevedo,3610.0,Center Defensive Midfield,3,Las Palmas,208,['cd7600ec-492d-41a6-bc4b-e60b50dc8df7'],8,,,,,,,,,,,,,,,,Las Palmas,208,00:00:08.243,Pass,
,,,,,,,,,,,,,,,1.746251,,,,,,,,,,,,,15b254b9-271d-46b1-8312-c8cadce36fd8,20,,"[36.2, 35.2]",3825796,0,,,,,2.3029902,,Right Foot,,,"[20.2, 53.0]",,Ground Pass,,23.934076,,,,Aythami Artiles Oliva,8440.0,,,,,,1,Regular Play,Pedro Taunausú Domínguez Placeres,6928.0,Right Center Midfield,3,Las Palmas,208,['657a437d-ccd3-416a-8794-39494504f3c6'],9,,,,,,,,,,,,,,,,Las Palmas,208,00:00:09.930,Pass,
,,,,,,,,,,,,,,,1.240227,,,,,,,,,,,,,19cd2ea5-e334-4f94-94d3-cd0cdc3b56d1,23,,"[20.1, 56.2]",3825796,0,,,,,1.3835424,,Right Foot,,,"[23.7, 75.2]",,Ground Pass,,19.338045,,,,David García Santana,6927.0,,,,,,1,Regular Play,Aythami Artiles Oliva,8440.0,Right Center Back,3,Las Palmas,208,['cc2424fd-bde0-4d6f-9c21-a2ef7d497d1b'],11,,,,,,,,,,,,,,,,Las Palmas,208,00:00:11.809,Pass,
,,,,,,,,,,,,,,,1.019163,,,,,,,,,,,,,f65efc1d-04ea-4d22-8124-9946d721b4a5,27,,"[25.1, 76.3]",3825796,0,,,,,0.0,,Right Foot,,,"[46.4, 76.3]",,Ground Pass,,21.3,,Incomplete,,Jerónimo Figueroa Cabrera,6934.0,,,,,,1,Regular Play,David García Santana,6927.0,Right Back,3,Las Palmas,208,"['70c44d03-b37b-4246-a710-ab827e7a3f57', 'ee8a6579-d353-4d31-90ff-007f1cc9533e']",14,,,,,,,,,,,,,,,,Las Palmas,208,00:00:14.106,Pass,
,,,,,,,,,,,,,,,1.004463,,,,,,,,,,,,,3af77f04-4063-42f6-b6ca-7e6665f20d5d,31,,"[67.6, 20.3]",3825796,0,,,,,-0.64107245,,Left Foot,,,"[94.0, 0.6]",,High Pass,,32.940098,,Out,,,,,,,,Recovery,1,Regular Play,Álvaro Medrán Just,6736.0,Right Defensive Midfield,3,Las Palmas,208,['885f9a72-5248-4399-a63a-19ee79ed5720'],17,,,,,,,,,,,,,,,,Getafe,216,00:00:17.395,Pass,True
,,,,,,,,,,,,,,,3.134124,,,,,,,,,,,,,26b954b0-4243-4157-b7fc-b42bb47fc66c,32,,"[44.8, 80.0]",3825796,0,,,,,-0.48823282,,,,,"[68.9, 67.2]",,High Pass,,27.288277,,Incomplete,,,,,,,,Throw-in,1,From Throw In,David García Santana,6927.0,Right Back,4,Las Palmas,208,['690233b8-3066-4e9b-99b4-5c53d751590d'],34,,,,,,,,,,,,,,,,Las Palmas,208,00:00:34.730,Pass,
,,,,,,,,,,,,,,,3.207794,,,,,,,,,,,,,690233b8-3066-4e9b-99b4-5c53d751590d,33,,"[51.2, 12.9]",3825796,0,,,,,-0.50028044,,Right Foot,,,"[73.7, 0.6]",,High Pass,,25.642542,,Out,,,,,,,,Recovery,1,From Throw In,Juan Torres Ruiz,6861.0,Left Center Back,4,Las Palmas,208,['26b954b0-4243-4157-b7fc-b42bb47fc66c'],37,,,,,,,,,,,,,,,,Getafe,216,00:00:37.864,Pass,
,,,,,,,,,,,,,,,1.066635,,,,,,,,,,,,,69288762-3e0d-4ef8-b001-0adb0ad4b974,34,,"[44.5, 80.0]",3825796,0,,True,,,-0.5224034,,,,,"[54.4, 74.3]",,Low Pass,,11.423659,,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,Throw-in,1,From Throw In,David García Santana,6927.0,Right Back,5,Las Palmas,208,['3b3f2305-dc32-447e-a45c-a838fce9b8d7'],44,,,,,,,,,,,,,,,,Las Palmas,208,00:00:44.102,Pass,
,,,,,,,,,,,,,,,1.060582,,,,,,,,,,,,,65e27bf9-dfa5-4822-88ec-a4d9d35cd282,37,,"[54.4, 73.1]",3825796,0,,,,,2.936951,,Right Foot,,,"[43.8, 75.3]",,Ground Pass,,10.825895,,,,David García Santana,6927.0,,,,,,1,From Throw In,Pedro Taunausú Domínguez Placeres,6928.0,Right Center Midfield,5,Las Palmas,208,['95fb2b28-9214-4174-a41d-ca16fc970c11'],45,,,,,,,,,,,,,,,,Las Palmas,208,00:00:45.545,Pass,
,,,,,,,,,,,,,,,1.423254,,,,,,,,,,,,,e664b55b-6c52-426d-8749-31249071087b,39,,"[43.8, 75.3]",3825796,0,,,,,-0.45692125,,Right Foot,,,"[61.7, 66.5]",,Ground Pass,,19.946178,,Incomplete,,,,,,,,,1,From Throw In,David García Santana,6927.0,Right Back,5,Las Palmas,208,['a0cfe4ff-309f-40b4-8d6a-656ec8d20ad3'],46,,,,,,,,,,,,,,,,Las Palmas,208,00:00:46.606,Pass,
,,,,,,,,,,,,,,,0.820883,,,,,,,,,,,,,5c6fbbb6-ecd2-4c63-85c2-2ab9f1c373be,41,,"[57.1, 61.3]",3825796,0,,,,,-1.0383949,,Left Foot,,,"[64.7, 48.4]",,Ground Pass,,14.972308,,Incomplete,,Roque Mesa Quevedo,3610.0,,,,,Recovery,1,From Throw In,Willian José da Silva,6721.0,Center Forward,5,Las Palmas,208,"['4c6b716c-7305-4015-bd2c-df7463ce26b3', '840c75a6-a497-4b81-9b5d-20e5246c1871']",49,,,,,,,,,,,,,,,,Las Palmas,208,00:00:49.772,Pass,
,,,,,,,,,True,,,,,,0.960797,,,,,,,,,,,,,4c6b716c-7305-4015-bd2c-df7463ce26b3,43,,"[55.4, 31.7]",3825796,0,,,,,-1.5430257,,Right Foot,,,"[55.7, 20.9]",,Ground Pass,,10.804166,,,,Mehdi Lacen,6745.0,,,,,Interception,1,Regular Play,Abdoul Karim Yoda,27092.0,Right Wing,6,Getafe,216,"['062c8d38-da7a-488e-b109-22333b76cebe', '5c6fbbb6-ecd2-4c63-85c2-2ab9f1c373be']",50,,,,,,,,,,,,,,,,Getafe,216,00:00:50.592,Pass,
,,,,,,,,,,,,,,,1.085552,,,,,,,,,,,,,edc13642-9a05-404c-b0b6-155fe4504895,45,,"[53.6, 20.9]",3825796,0,,,,,2.4174895,,Right Foot,,,"[38.9, 33.9]",,Ground Pass,,19.62371,,,,Santiago Vergini,27403.0,,,,,,1,Regular Play,Mehdi Lacen,6745.0,Left Defensive Midfield,6,Getafe,216,['5fba478a-efab-4f48-bbc7-84bf16a5511e'],51,,,,,,,,,,,,,,,,Getafe,216,00:00:51.553,Pass,
,,,,,,,,,,,,,,,1.224937,,,,,,,,,,,,,706dc277-eab4-455d-a316-756a4f24ca94,48,,"[41.0, 60.9]",3825796,0,,,,,0.10921283,,Right Foot,,,"[63.8, 63.4]",,Ground Pass,,22.936651,,,,Abdoul Karim Yoda,27092.0,,,,,,1,Regular Play,Santiago Vergini,27403.0,Right Center Back,6,Getafe,216,['4f9ee7bb-fb71-4b9a-833e-d8b37d06723c'],57,,,,,,,,,,,,,,,,Getafe,216,00:00:57.836,Pass,
,,,,,,,,,,,,,,,2.449979,,,,,,,,,,,,,541c9161-137c-4818-82bc-75ecc38d48f1,51,,"[63.8, 63.4]",3825796,0,,,,,1.0889689,,Left Foot,,,"[69.5, 74.3]",,Ground Pass,,12.300406,,,,Emiliano Buendía,11813.0,,,,,,1,Regular Play,Abdoul Karim Yoda,27092.0,Right Wing,6,Getafe,216,['d49e8134-fe01-4996-88dd-b5f066fdf166'],59,,,,,,,,,,,,,,,,Getafe,216,00:00:59.142,Pass,
,,,,,,,,,,,,,,,1.737026,,,,,,,,,,,,,4978c264-7cf9-40b9-8ea2-fca8d78fb219,55,,"[68.6, 73.2]",3825796,1,,,,,-2.1924562,,Right Foot,,,"[49.4, 46.4]",,Ground Pass,,32.967865,,,,Juan Torres Ruiz,6861.0,,,,,,1,Regular Play,Emiliano Buendía,11813.0,Right Back,6,Getafe,216,['b5cfbdb4-69b8-45b7-afa6-2bce618fc781'],4,,,,,,,,,,,,,,,,Getafe,216,00:01:04.084,Pass,
,,,,,,,,,,,,,,,2.313383,,,,,,,,,,,,,beff0b2a-2c03-45ec-9820-0a6d4d7e28e2,58,,"[55.7, 36.6]",3825796,1,,,,,-1.2766631,,Right Foot,,,"[64.0, 9.2]",,Ground Pass,,28.62953,,,,Álvaro Daniel Pereira Barragán,27402.0,,,,,,1,Regular Play,Juan Torres Ruiz,6861.0,Left Center Back,6,Getafe,216,['2a98cda9-a9d8-47ba-a4f3-dab46f5f6859'],7,,,,,,,,,,,,,,,,Getafe,216,00:01:07.560,Pass,
,,,,,,,,,,,,,,,1.593914,,,,,,,,,,,,,97e4be51-0215-44c9-8261-4320f87ec47d,61,,"[63.0, 5.2]",3825796,1,,,,,2.1944616,,Left Foot,,,"[47.1, 27.3]",,Ground Pass,,27.225355,,,,Juan Torres Ruiz,6861.0,,,,,,1,Regular Play,Álvaro Daniel Pereira Barragán,27402.0,Left Back,6,Getafe,216,['361f38bb-726f-4c31-a406-ef7a93097611'],9,,,,,,,,,,,,,,,,Getafe,216,00:01:09.914,Pass,
,,,,,,,,,,,,,,,0.779293,,,,,,,,,,,,,bf37bf1e-ca7e-4b93-a8d4-121285872809,64,,"[48.7, 33.4]",3825796,1,,,,,0.57105505,,Right Foot,,,"[66.6, 44.9]",,Low Pass,,21.275808,,Incomplete,,,,,,,,,1,Regular Play,Juan Torres Ruiz,6861.0,Left Center Back,6,Getafe,216,['b0bc7fac-2e24-4f28-8fcd-5e587dde60bd'],14,,,,,,,,,,,,,,,,Getafe,216,00:01:14.081,Pass,
,,,,,,,,,,,,,,,1.055079,,,,,,,,,,,,,64ff4496-3b4b-4f06-bd5b-8e59c1d48075,68,,"[55.7, 38.6]",3825796,1,,,,,-1.2052782,,Right Foot,,,"[61.9, 22.4]",,Ground Pass,,17.345892,,,,Jonathan Viera Ramos,10755.0,,,,,,1,Regular Play,Roque Mesa Quevedo,3610.0,Center Defensive Midfield,7,Las Palmas,208,['0df33630-02c5-4281-a696-075fc020b8fc'],19,,,,,,,,,,,,,,,,Las Palmas,208,00:01:19.295,Pass,
,,,,,,,,,,,,,,,1.865754,,,,,,,,,,,,,114a8330-6628-4065-adc3-e5e2c58944b3,71,,"[62.3, 18.8]",3825796,1,,,,,-0.60826206,,Right Foot,,,"[81.4, 5.5]",,Ground Pass,,23.27445,,,,Mubarak Wakaso,6626.0,,,,,,1,Regular Play,Jonathan Viera Ramos,10755.0,Left Center Midfield,7,Las Palmas,208,['5215b5e6-89d0-4a71-844f-fd7b76fbaf14'],21,,,,,,,,,,,,,,,,Las Palmas,208,00:01:21.414,Pass,
,,,,,,,,,,,,,,,1.686704,,,,,,,,,,,,,31b1aa61-2827-4ba2-b605-1d9c068419b4,79,,"[15.2, 74.3]",3825796,1,,,,,-0.14476033,,Right Foot,,,"[54.3, 68.6]",,High Pass,,39.51329,,Incomplete,,Abdoul Karim Yoda,27092.0,,,,,,1,Regular Play,Santiago Vergini,27403.0,Right Center Back,8,Getafe,216,"['78b3086e-a457-448c-85ce-1c660c4e2230', 'a9755a7b-4299-4ad5-baaa-e8eea60ec3c9']",34,,,,,,,,,,,,,,,,Getafe,216,00:01:34.084,Pass,
,,,,,,,,,,,,,,,2.222714,,,,,,,,,,,,,78b3086e-a457-448c-85ce-1c660c4e2230,81,,"[65.8, 11.5]",3825796,1,,,,,0.037956446,,Head,,,"[89.5, 12.4]",,High Pass,,23.717083,,Incomplete,,,,,,,,Recovery,1,Regular Play,Javier Garrido Behovide,26448.0,Left Back,8,Getafe,216,"['31b1aa61-2827-4ba2-b605-1d9c068419b4', '6ae845a2-8fd9-4b7c-9f27-c28d041d2748']",35,,,,,,,,,,,,,,,,Las Palmas,208,00:01:35.771,Pass,
,,,,,,,,,,,,,,,1.773919,,,,,,,,,,,,,d1db09cd-1ca3-4397-af1d-70001d2d37bf,85,,"[33.3, 65.3]",3825796,1,,,,,-2.2298,,Right Foot,,,"[25.4, 55.1]",,Ground Pass,,12.90155,,,,Juan Torres Ruiz,6861.0,,,,,,1,Regular Play,Santiago Vergini,27403.0,Right Center Back,8,Getafe,216,"['1b565536-8ae3-466d-a63d-9babc58303e5', 'c877c1d6-57d7-45f0-9c3e-10151bad7f17']",38,,,,,,,,,,,,,,,,Getafe,216,00:01:38.942,Pass,True
,,,,,,,,,,,,,,,1.388671,,,,,,,,,,,,,6d6659e3-3664-485b-9ca2-48d7282c272f,88,,"[27.6, 51.6]",3825796,1,,,,,1.6646376,,Right Foot,,,"[26.0, 68.6]",,Ground Pass,,17.075129,,,,Santiago Vergini,27403.0,,,,,,1,Regular Play,Juan Torres Ruiz,6861.0,Left Center Back,8,Getafe,216,['efb4ccf2-2927-49f0-82a8-e676c843c0e9'],42,,,,,,,,,,,,,,,,Getafe,216,00:01:42.126,Pass,
,,,,,,,,,,,,,,,1.696339,,,,,,,,,,,,,313018b1-ddcc-43f8-9229-3e2bb588116d,91,,"[33.8, 65.9]",3825796,1,,,,,-2.3458855,,Right Foot,,,"[24.2, 56.1]",,Ground Pass,,13.7186,,,,Juan Torres Ruiz,6861.0,,,,,,1,Regular Play,Santiago Vergini,27403.0,Right Center Back,8,Getafe,216,['5f158624-8021-4009-a36c-658514e11a70'],46,,,,,,,,,,,,,,,,Getafe,216,00:01:46.343,Pass,
,,,,,,,,,,,,,,,1.481119,,,,,,,,,,,,,f375339b-840a-49a7-8d33-68412e9195eb,94,,"[26.0, 52.9]",3825796,1,,,,,-1.1543577,,Right Foot,,,"[35.2, 32.1]",,Ground Pass,,22.74379,,,,Mehdi Lacen,6745.0,,,,,,1,Regular Play,Juan Torres Ruiz,6861.0,Left Center Back,8,Getafe,216,['953f57ec-cb30-4ff9-964d-db4389eb1a78'],49,,,,,,,,,,,,,,,,Getafe,216,00:01:49.814,Pass,
,,,,,,,,,,,,,,,0.616055,,,,,,,,,,,,,cc5a4a30-6b71-4155-bbc7-19ff5bec57a2,97,,"[48.1, 14.4]",3825796,1,,,,,-0.47995052,,Left Foot,,,"[55.4, 10.6]",,Ground Pass,,8.229824,,,,Wanderson Maciel Sousa Campos,16426.0,,,,,,1,Regular Play,Mehdi Lacen,6745.0,Left Defensive Midfield,8,Getafe,216,['c2b9a950-586c-4bc6-bc98-424d27c594f8'],54,,,,,,,,,,,,,,,,Getafe,216,00:01:54.344,Pass,
,,,,,,,,,,,,,,,0.921367,,,,,,,,,,,,,700d46a6-e431-4d75-83c6-59a28717d3a1,100,,"[52.8, 11.2]",3825796,1,,,,,1.519885,,Right Foot,,,"[53.6, 26.9]",,Ground Pass,,15.720369,,,,Álvaro Medrán Just,6736.0,,,,,,1,Regular Play,Wanderson Maciel Sousa Campos,16426.0,Left Wing,8,Getafe,216,['b7fb5f20-ddb1-4166-b49d-058146c1cc57'],57,,,,,,,,,,,,,,,,Getafe,216,00:01:57.697,Pass,
,,,,,,,,,,,,,,,4.564909,,,,,,,,,,,,,2a468520-82db-4366-b7b6-79063396b6da,104,,"[54.3, 30.6]",3825796,2,,,,,0.8082632,,Right Foot,,,"[101.3, 79.8]",,High Pass,,68.04146,,Out,,Abdoul Karim Yoda,27092.0,,True,,,,1,Regular Play,Álvaro Medrán Just,6736.0,Right Defensive Midfield,8,Getafe,216,"['3bd02b8f-9a0b-433c-adba-56e8d3f1d21f', '9938bad6-6e22-4bcb-ae90-53017a4f4d99']",0,,,,,,,,,,,,,,,,Getafe,216,00:02:00.970,Pass,True
,,,,,,,,,,,,,,,1.89758,,,,,,,,,,,,,dbc70000-e1d4-4963-9325-3636ff6eff39,106,,"[23.4, 0.1]",3825796,2,,,,,0.25910202,,,,,"[40.0, 4.5]",,High Pass,,17.173235,,Incomplete,,Mubarak Wakaso,6626.0,,,,,Throw-in,1,From Throw In,Javier Garrido Behovide,26448.0,Left Back,9,Las Palmas,208,"['07cc9408-0102-482a-9ae6-bd5ef7001917', 'e548c733-d069-4921-9e78-837bcfadbc0a']",20,,,,,,,,,,,,,,,,Las Palmas,208,00:02:20.190,Pass,
,,,,,,,,,,,,,,,0.533516,,,,,,,,,,,,,7c6cdcea-9fe0-413f-a217-f21efa5ce1cf,110,,"[83.2, 76.6]",3825796,2,,,,,-0.12102722,,Right Foot,,,"[90.6, 75.7]",,Ground Pass,,7.454529,,,,Abdoul Karim Yoda,27092.0,,,,,,1,From Throw In,Emiliano Buendía,11813.0,Right Back,9,Las Palmas,208,['7a2a134d-5509-4cbf-b73a-171a2c0054c6'],23,,,,,,,,,,,,,,,,Getafe,216,00:02:23.104,Pass,
,,,,,,,,,,,,,,,0.632882,,,,,,,,,,,,,d9e1aeaf-e594-43d5-a178-79de62d24571,112,,"[90.6, 75.7]",3825796,2,,,,,-2.8420606,,Left Foot,,,"[83.8, 73.6]",,Ground Pass,,7.1168814,,Incomplete,,Emiliano Buendía,11813.0,,,,,,1,From Throw In,Abdoul Karim Yoda,27092.0,Right Wing,9,Las Palmas,208,"['32b6db1c-47b0-4541-ae47-a8d3d208cf8f', '80f789b6-8e83-4a84-9012-7cdb18325834']",23,,,,,,,,,,,,,,,,Getafe,216,00:02:23.637,Pass,
,,,,,,,,,,,,,,,0.970369,,,,,,,,,,,,,626fb3fb-f230-4fd4-afdd-98892deaaed7,116,,"[35.9, 8.7]",3825796,2,,,,,2.1273956,,Left Foot,,,"[33.1, 13.2]",,Ground Pass,,5.3,,,,Roque Mesa Quevedo,3610.0,,,,,,1,From Throw In,Jonathan Viera Ramos,10755.0,Left Center Midfield,9,Las Palmas,208,['16e73a80-1d2d-4735-9470-ac6a0c72ad31'],24,,,,,,,,,,,,,,,,Las Palmas,208,00:02:24.373,Pass,
