50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,1.365134,,,,,,,,,,,1479b33a-ab1e-4030-86e5-4e7b8b705277,13,,"[78.3, 50.7]",3825626,0,,,,,-1.3945616,,Head,,,,"[79.6, 43.4]",,Low Pass,,7.4148498,Incomplete,,,,,,,,Recovery,1,From Kick Off,Francisco Portillo Soler,6873.0,Center Attacking Midfield,2,Real Betis,218,"['cbad6af2-1da7-4d44-8c3d-ac8eb4f92c66', 'ed6d28ea-3b84-467e-8f60-675ff9bec10f']",10,,,,,,,,,,,,,,,,,Real Betis,218,00:00:10.623,Pass,
,,,,,,,,,,,,,,,,,,,,1.260998,,,,,,,,,,,cbad6af2-1da7-4d44-8c3d-ac8eb4f92c66,14,,"[40.5, 36.7]",3825626,0,,,,,0.08515939,,Right Foot,,,,"[56.9, 38.1]",,High Pass,,16.459648,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,Recovery,1,Regular Play,Víctor Sánchez Mata,6758.0,Right Defensive Midfield,3,Espanyol,214,"['1479b33a-ab1e-4030-86e5-4e7b8b705277', 'f58190c3-29b0-43db-98d6-11a1745d3132']",11,,,,,,,,,,,,,,,,,Espanyol,214,00:00:11.988,Pass,
,,,,,,,,,,,,,,,,,,,,0.723339,,,,,,,,,,,b1c90c2b-1fc6-4c72-8d68-ede87a70a49c,17,,"[54.8, 40.2]",3825626,0,,,,,1.199905,,Other,,,,"[56.9, 45.6]",,Low Pass,,5.7939625,,,Hernán Arsenio Pérez González,6838.0,,,,,,1,Regular Play,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,3,Espanyol,214,['00cc1c6c-626b-46f1-80c6-648320b29710'],13,,,,,,,,,,,,,,,,,Espanyol,214,00:00:13.658,Pass,
,,,,,,,,,,,,,,,,,,,,1.761032,,,,,,,,,,,5b9c3ca9-1ef1-41b0-8515-2689b3af2884,20,,"[57.2, 45.2]",3825626,0,,,,,-1.1659045,,Left Foot,,,,"[66.5, 23.5]",,Ground Pass,,23.608896,Incomplete,,Marco Asensio Willemsen,5719.0,,,,,,1,Regular Play,Hernán Arsenio Pérez González,6838.0,Right Wing,3,Espanyol,214,"['1660ce3c-3cce-4187-9a76-dcf7a7909d14', '49488584-79c8-4533-bba3-57c7c17850f1', '789e9581-2684-42fe-a93b-0e3db8941586']",14,,,,,,,,,,,,,,,,,Espanyol,214,00:00:14.381,Pass,True
,,,,,,,,,,,,,,,,,,,,0.729829,,,,,,,,,,,cdf1dde2-e7dd-4285-a73d-13e331597df9,24,,"[56.6, 59.3]",3825626,0,,,,,-0.25800723,,Right Foot,,,,"[63.8, 57.4]",,Ground Pass,,7.4464755,,,Álvaro Cejudo Carmona,26723.0,,,,,,1,Regular Play,Cristiano Piccini,11634.0,Right Back,4,Real Betis,218,['d350dd00-2594-49c2-a493-72fdf03fdc15'],17,,,,,,,,,,,,,,,,,Real Betis,218,00:00:17.727,Pass,
,,,,,,,,,,,,,,,,,,,,1.182947,,,,,,,,,,,42b00dc0-0b01-4759-a097-f40802ec3d71,27,,"[63.8, 57.4]",3825626,0,,,,,-2.7492526,,Right Foot,,,,"[55.1, 53.8]",,Ground Pass,,9.415413,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,1,Regular Play,Álvaro Cejudo Carmona,26723.0,Right Wing,4,Real Betis,218,['6b222236-0771-47ba-a14f-0a8ec37d9a65'],18,,,,,,,,,,,,,,,,,Real Betis,218,00:00:18.546,Pass,
,,,,,,,,,,,,,,,,,,,,1.761602,,,,,,,,,,,32a7db43-bc66-439f-b6b5-30ad0c6cb745,30,,"[61.8, 44.0]",3825626,0,,,,,-1.5113426,,Right Foot,,,,"[63.8, 10.4]",,Low Pass,,33.65947,,,Francisco Miguel Varela Martín,24132.0,,,,,,1,Regular Play,Petros Matheus dos Santos Araújo,27346.0,Left Center Midfield,4,Real Betis,218,['824766ee-ae29-4275-a62f-93c4288bb32c'],21,,,,,,,,,,,,,,,,,Real Betis,218,00:00:21.499,Pass,
,,,,,,,,,,,,,,,,,,,,1.312736,,,,,,,,,,,03ecc235-261c-4587-98b2-88d1a665f3b6,33,,"[63.8, 10.4]",3825626,0,,,,,1.7371284,,Left Foot,,,,"[61.5, 24.1]",,Ground Pass,,13.891725,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,1,Regular Play,Francisco Miguel Varela Martín,24132.0,Left Back,4,Real Betis,218,['428057d4-a1f5-4a89-97fc-83df1faadac1'],25,,,,,,,,,,,,,,,,,Real Betis,218,00:00:25.267,Pass,
,,,,,,,,,,,,,,,,,,,,0.997273,,,,,,,,,,,d49fe96b-593d-45a4-af3c-7d5f60bc5ea2,36,,"[61.5, 24.1]",3825626,0,,,,,-2.5393052,,Right Foot,,,,"[55.1, 19.7]",,Ground Pass,,7.7665954,,,Alfred John Momar N''Diaye,5671.0,,,,,,1,Regular Play,Petros Matheus dos Santos Araújo,27346.0,Left Center Midfield,4,Real Betis,218,['2da55955-8f01-40d0-b3f2-4878846949f2'],26,,,,,,,,,,,,,,,,,Real Betis,218,00:00:26.658,Pass,
,,,,,,,,,,,,,,,,,,,,1.187019,,,,,,,,,,,5420c7b2-36bf-4a0e-83ad-be2a7582875a,39,,"[51.5, 20.2]",3825626,0,,,,,1.2097286,,Right Foot,,,,"[56.9, 34.5]",,Ground Pass,,15.285614,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,1,Regular Play,Alfred John Momar N''Diaye,5671.0,Right Defensive Midfield,4,Real Betis,218,['0b16fd72-1cf3-465f-8153-a2d6b1c88895'],32,,,,,,,,,,,,,,,,,Real Betis,218,00:00:32.279,Pass,
,,,,,,,,,,,,,,,,,,,,2.160539,,,,,,,,,,,59ea357f-d105-48b9-8606-e2a5c3493d0c,42,,"[56.9, 34.5]",3825626,0,,,,,3.0269892,,Right Foot,,,,"[43.0, 36.1]",,Ground Pass,,13.991783,,,Heiko Westermann,27349.0,,,,,,1,Regular Play,Petros Matheus dos Santos Araújo,27346.0,Left Center Midfield,4,Real Betis,218,['9d249c90-536a-4a8f-8e1a-a64642c8ac80'],33,,,,,,,,,,,,,,,,,Real Betis,218,00:00:33.621,Pass,
,,,,,,,,,,,,,,,,,,,,1.473282,,,,,,,,,,,8860aec5-9935-4199-b00b-48b591c54036,45,,"[43.0, 36.1]",3825626,0,,,,,1.489012,,Left Foot,,,,"[45.0, 60.5]",,Ground Pass,,24.48183,,,Bruno González Cabrera,6872.0,,,,,,1,Regular Play,Heiko Westermann,27349.0,Left Center Back,4,Real Betis,218,['1af85c32-b9be-4a00-be2e-a07b67282571'],35,,,,,,,,,,,,,,,,,Real Betis,218,00:00:35.861,Pass,
,,,,,,,,,,,,,,,,,,,,1.877271,,,,,,,,,,,1701a703-b5f1-4db6-bd71-11876e1e9b29,48,,"[50.0, 60.5]",3825626,0,,,,,-1.6525415,,Right Foot,,,,"[46.6, 19.0]",,Ground Pass,,41.639046,,,Alfred John Momar N''Diaye,5671.0,,True,,,,1,Regular Play,Bruno González Cabrera,6872.0,Right Center Back,4,Real Betis,218,['ec452e12-447b-4017-a877-2d71b983de1a'],40,,,,,,,,,,,,,,,,,Real Betis,218,00:00:40.132,Pass,
,,,,,,,,,,,,,,,,,,,,1.21251,,,,,,,,,,,67894277-e6e5-4d41-bc15-8cb05db04d61,51,,"[46.6, 19.0]",3825626,0,,,,,1.0734537,,Right Foot,,,,"[56.1, 36.5]",,Ground Pass,,19.912308,,,Francisco Portillo Soler,6873.0,,,,,,1,Regular Play,Alfred John Momar N''Diaye,5671.0,Right Defensive Midfield,4,Real Betis,218,['32e2c6e3-3c0d-4db7-aefd-d942546d16cd'],44,,,,,,,,,,,,,,,,,Real Betis,218,00:00:44.016,Pass,
,,,,,,,,,,,,,,,,,,,,1.181636,,,,,,,,,,,085bcb72-6022-4930-b38c-6d07908c89b2,54,,"[56.1, 36.5]",3825626,0,,,,,-2.3712687,,Right Foot,,,,"[46.0, 26.7]",,Ground Pass,,14.073024,,,Alfred John Momar N''Diaye,5671.0,,,,,,1,Regular Play,Francisco Portillo Soler,6873.0,Center Attacking Midfield,4,Real Betis,218,['e2a7b10f-9ce0-4093-8f01-18631b745afc'],45,,,,,,,,,,,,,,,,,Real Betis,218,00:00:45.340,Pass,
,,,,,,,,,,,,,,,,,,,,0.98365,,,,,,,,,,,63992a9e-319a-4e34-9fef-42c77b3830ac,57,,"[48.0, 30.1]",3825626,0,,,,,0.573799,,Right Foot,,,,"[64.4, 40.7]",,Ground Pass,,19.527416,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,1,Regular Play,Alfred John Momar N''Diaye,5671.0,Right Defensive Midfield,4,Real Betis,218,['a2d788c9-e5f3-4509-a63d-11626b06a35b'],50,,,,,,,,,,,,,,,,,Real Betis,218,00:00:50.180,Pass,
,,,,,,,,,,,,,,,,,,,,0.591852,,,,,,,,,,,dc212310-9825-40e6-82bf-2b1593116ad6,60,,"[66.4, 41.6]",3825626,0,,,,,1.4481276,,Right Foot,,,,"[68.2, 56.2]",,Ground Pass,,14.710541,,,Álvaro Cejudo Carmona,26723.0,,,,,,1,Regular Play,Petros Matheus dos Santos Araújo,27346.0,Left Center Midfield,4,Real Betis,218,['294858e1-a576-42da-81ad-a82f366ede44'],53,,,,,,,,,,,,,,,,,Real Betis,218,00:00:53.085,Pass,
,,,,,,,,,,,,,,,,,,,,3.285624,,,,,,,,,,,353678bc-a3a9-4227-ae84-22e6029f8d96,64,,"[67.0, 57.2]",3825626,0,,,,,2.2967744,,Right Foot,,,,"[50.4, 75.9]",,Ground Pass,,25.005,,,Bruno González Cabrera,6872.0,,,,,,1,Regular Play,Álvaro Cejudo Carmona,26723.0,Right Wing,4,Real Betis,218,"['2a95aaa6-d200-4c23-9312-9d4bc861e65c', '578c8dbd-c469-44ac-b79a-ab99dd7c064f']",54,,,,,,,,,,,,,,,,,Real Betis,218,00:00:54.157,Pass,True
,,,,,,,,,,,,,,,,,,,,3.335932,,,,,,,,,,,5ca5340a-4583-474c-be20-69875abacc7f,67,,"[50.4, 75.9]",3825626,0,,,,,-0.49919203,,Right Foot,,,,"[95.7, 51.2]",,High Pass,,51.596317,Incomplete,,,,,,,,,1,Regular Play,Bruno González Cabrera,6872.0,Right Center Back,4,Real Betis,218,['9c686299-6898-4645-94b9-9e1be0739612'],57,,,,,,,,,,,,,,,,,Real Betis,218,00:00:57.990,Pass,
,,,,,,,,,,,,,,,,,,,,1.553894,,,,,,,,,,,9c686299-6898-4645-94b9-9e1be0739612,68,,"[24.4, 28.9]",3825626,1,,,,,-0.50967747,,Left Foot,,,,"[50.7, 14.2]",,High Pass,,30.129387,,,Víctor Guillermo Álvarez Delgado,27241.0,,,,,Recovery,1,Regular Play,Álvaro González Soberón,6762.0,Right Center Back,5,Espanyol,214,"['19ee73e2-fb0c-4f08-83e6-3491d97e350b', '5ca5340a-4583-474c-be20-69875abacc7f']",1,,,,,,,,,,,,,,,,,Espanyol,214,00:01:01.326,Pass,
,,,,,,,,,,,,,,,,,,,,0.683706,,,,,,,,,,,d9919a90-1b8f-486e-bdcd-79f506e264be,70,,"[50.7, 14.2]",3825626,1,,,,True,-0.018865686,,,,,,"[61.3, 14.0]",,High Pass,,10.601887,Incomplete,,Marco Asensio Willemsen,5719.0,,,,,,1,Regular Play,Víctor Guillermo Álvarez Delgado,27241.0,Left Wing,5,Espanyol,214,"['6f33958d-5330-4173-96c3-0ea9b6155b55', '8b7930c5-24b5-4f44-97f0-3911a161ab17', 'cfc7e3c7-79ab-4bbf-975a-21df882e2efd']",2,,,,,,,,,,,,,,,,,Espanyol,214,00:01:02.880,Pass,True
,,,,,,,,,,,,,,,,,,,,2.350818,,,,,,,,,,,6f33958d-5330-4173-96c3-0ea9b6155b55,73,,"[58.8, 66.1]",3825626,1,,,,,-1.4298027,,Head,,,,"[63.2, 35.1]",,Low Pass,,31.310701,Incomplete,,,,,,,,Recovery,1,Regular Play,Bruno González Cabrera,6872.0,Right Center Back,5,Espanyol,214,"['28095722-7a72-4468-8285-088b49f2a574', 'd9919a90-1b8f-486e-bdcd-79f506e264be']",3,,,,,,,,,,,,,,,,,Real Betis,218,00:01:03.563,Pass,
,,,,,,,,,,,,,,,,,,,,1.705046,,,,,,,,,,,9cd5cc82-d725-4dde-910f-bdd4496f8527,81,,"[79.0, 57.2]",3825626,1,,,,,-0.71883,,Left Foot,,,,"[102.2, 36.9]",,High Pass,,30.827423,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Francisco Miguel Varela Martín,24132.0,Left Back,6,Real Betis,218,['f12a3961-1526-4c2e-be02-c0557bf69e10'],46,,,,,,,,,,,,,,,,,Real Betis,218,00:01:46.143,Pass,
,,,,,,,,,,,,,,,,,,,,1.972018,,,,,,,,,,,f12a3961-1526-4c2e-be02-c0557bf69e10,82,,"[17.9, 43.2]",3825626,1,,,,,0.6213236,,Head,,,,"[35.5, 55.8]",,High Pass,,21.645323,Incomplete,,Hernán Arsenio Pérez González,6838.0,,,,,Recovery,1,From Free Kick,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,6,Real Betis,218,"['25e496ef-444b-4ace-aa67-78e54cad5cb8', '83b84f03-4df9-4e07-994f-708e18cfd01a', '9cd5cc82-d725-4dde-910f-bdd4496f8527']",47,,,,,,,,,,,,,,,,,Espanyol,214,00:01:47.848,Pass,
,,,,,,,,,,,,,,,,,,,,1.405958,,,,,,,,,,,83b84f03-4df9-4e07-994f-708e18cfd01a,85,,"[84.6, 24.3]",3825626,1,,,,True,-1.0974402,,,,,,"[86.7, 20.2]",,Low Pass,,4.6065173,,,Joaquín Sánchez Rodríguez,6651.0,,,,,Recovery,1,From Free Kick,Francisco Portillo Soler,6873.0,Center Attacking Midfield,6,Real Betis,218,"['2d563bb5-269b-4af6-a63c-d8f07d8be1e8', '354b4e23-c61c-4382-806a-882ad0090510', 'f12a3961-1526-4c2e-be02-c0557bf69e10']",49,,,,,,,,,,,,,,,,,Real Betis,218,00:01:49.820,Pass,True
,,,,,,,,,,,,,,,,,,,,2.178525,,,,,,,,,,,7d226b3a-36f0-4132-8803-2e28e7588295,89,,"[86.1, 18.4]",3825626,1,,,,,2.9839022,,Right Foot,,,,"[57.8, 22.9]",,Low Pass,,28.65554,,,Petros Matheus dos Santos Araújo,27346.0,,,,,,1,From Free Kick,Joaquín Sánchez Rodríguez,6651.0,Left Wing,6,Real Betis,218,"['35cc3712-11d9-493f-9e34-f7725e79bec8', '827f780a-5e8d-4ac1-954e-542c49f9a995']",51,,,,,,,,,,,,,,,,,Real Betis,218,00:01:51.576,Pass,True
,,,,,,,,,,,,,,,,,,,,1.099301,,,,,,,,,,,f4c34264-8441-482b-a3ac-30251da701df,92,,"[63.8, 18.4]",3825626,1,,,,,-0.93035954,,Right Foot,,,,"[75.5, 2.7]",,Ground Pass,,19.580091,,,Francisco Portillo Soler,6873.0,,,,,,1,From Free Kick,Petros Matheus dos Santos Araújo,27346.0,Left Center Midfield,6,Real Betis,218,['843564d9-2275-4e84-933c-1bb9e08110c1'],57,,,,,,,,,,,,,,,,,Real Betis,218,00:01:57.276,Pass,
,,,,,,,,,,,,,,,,,,,,0.930412,,,,,,,,,,,d78f9f93-1d47-4490-b11e-5c56213123f5,95,,"[75.5, 2.7]",3825626,1,,,,,0.8791397,,Right Foot,,,,"[86.1, 15.5]",,Low Pass,,16.619267,,,Joaquín Sánchez Rodríguez,6651.0,,,,,,1,From Free Kick,Francisco Portillo Soler,6873.0,Center Attacking Midfield,6,Real Betis,218,['7a437f2f-f0b3-43e8-8a35-ed4550d1c513'],58,,,,,,,,,,,,,,,,,Real Betis,218,00:01:58.417,Pass,
,,,,,,,,,,,,,,,,,,,,0.903777,,,,,,,,,,,ec9cb0ac-ea28-459b-b5e7-eecfbcd127e9,98,,"[86.1, 15.5]",3825626,1,,,,,1.7880898,,Left Foot,,,,"[84.4, 23.2]",,High Pass,,7.8854294,Incomplete,,,,,,,,,1,From Free Kick,Joaquín Sánchez Rodríguez,6651.0,Left Wing,6,Real Betis,218,['4f71236e-c7bb-41ad-9076-e3839f1e7ca8'],59,,,,,,,,,,,,,,,,,Real Betis,218,00:01:59.420,Pass,
,,,,,,,,,,,,,,,,,,,,1.386023,,,,,,,,,,,4f71236e-c7bb-41ad-9076-e3839f1e7ca8,99,,"[35.7, 56.9]",3825626,2,,,,,0.43202797,,Head,,,,"[52.4, 64.6]",,High Pass,,18.389671,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,Recovery,1,From Counter,Víctor Sánchez Mata,6758.0,Right Defensive Midfield,7,Espanyol,214,"['eb0e77fb-9344-4ef1-8a65-1acb6d5e800c', 'ec9cb0ac-ea28-459b-b5e7-eecfbcd127e9']",0,,,,,,,,,,,,,,,,,Espanyol,214,00:02:00.324,Pass,
,,,,,,,,,,,,,,,,,,,,1.17081,,,,,,,,,,,4a826093-d281-4965-902f-24ccbce156a2,106,,"[87.3, 50.6]",3825626,3,,,,,-0.61332756,5f5631d2-1a5a-4576-b5fa-8f87cd0a190e,Left Foot,,,,"[107.9, 36.1]",True,High Pass,,25.191467,,,Enzo Pablo Roco Roco,16456.0,,,,,Free Kick,1,From Free Kick,Marco Asensio Willemsen,5719.0,Center Attacking Midfield,8,Espanyol,214,['895a221a-df23-4674-85a1-33dc7db84c21'],4,,,,,,,,,,,,,,,,,Espanyol,214,00:03:04.953,Pass,
