50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.946305,,,,,,,,,,,,,,3f8e8fc6-4537-4cc5-82bd-e09743e0ba1a,15,,"[49.9, 3.2]",3825879,0,,,,2.7920716,,Right Foot,,,,"[39.2, 7.1]",,Ground Pass,,11.388591,,,,,Javier Garrido Behovide,26448.0,,,,,,1,From Kick Off,Jerónimo Figueroa Cabrera,6934.0,Left Midfield,2,Las Palmas,208,['2b752230-6854-4bf6-b923-73f45d3cecc2'],6,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:06.489,Pass,
,,,,,,,,,,,,,,,,,1.527655,,,,,,,,,,,,,,e0889f7b-78b8-4baf-bd1d-b6586d1e4278,18,,"[38.8, 8.1]",3825879,0,,,,2.7273235,,Left Foot,,,,"[24.7, 14.3]",,Ground Pass,,15.402922,,,,,Pedro Bigas Rigo,7907.0,,,,,,1,From Kick Off,Javier Garrido Behovide,26448.0,Left Back,2,Las Palmas,208,['ce43a3fb-8658-4948-a38c-a2af3ae1159d'],8,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:08.521,Pass,
,,,,,,,,,,,,,,,,,3.652258,,,,,,,,,,,,,,933b0e71-902b-47bd-89c6-b7ff13faba64,21,,"[21.7, 21.8]",3825879,0,,,,1.555946,,Right Foot,,,,"[22.3, 62.2]",,Ground Pass,,40.404457,,,,,Mauricio Lemos Merladet,7692.0,,True,,,,1,From Kick Off,Pedro Bigas Rigo,7907.0,Left Center Back,2,Las Palmas,208,['baf67381-3b4d-4b0d-a67f-5708f8170321'],11,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:11.411,Pass,
,,,,,,,,,,,,,,,,,5.748006,,,,,,,,,,,,,,d071a0de-4fc0-41c6-8f2a-be6c1cb86533,24,,"[36.2, 69.0]",3825879,0,,,,-0.5467131,,Right Foot,,,,"[120.0, 18.0]",,High Pass,,98.09914,,,Out,,,,,True,,,,1,From Kick Off,Mauricio Lemos Merladet,7692.0,Right Center Back,2,Las Palmas,208,,18,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:18.803,Pass,
,,,,,,,,,,,,,,,,,3.906664,,,,,,,,,,,,,,ff5b5e8e-b633-49a4-8dd0-a13b5592cc77,25,,"[7.0, 44.1]",3825879,0,,,,-0.17590849,,Right Foot,,,,"[76.2, 31.8]",,High Pass,,70.28464,,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,3,Real Madrid,220,['7e34635f-6bd1-4a26-ad0a-c55be453a494'],50,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:50.454,Pass,
,,,,,,,,,,,,,,,,,1.686003,,,,,,,,,,,,,,7e34635f-6bd1-4a26-ad0a-c55be453a494,26,,"[43.9, 48.3]",3825879,0,,,,0.7853982,,Head,,,,"[55.7, 60.1]",,High Pass,,16.68772,,,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Mauricio Lemos Merladet,7692.0,Right Center Back,3,Real Madrid,220,"['4b448d33-fa09-4aac-9218-bed127ca26e8', 'ff5b5e8e-b633-49a4-8dd0-a13b5592cc77']",54,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:54.360,Pass,
,,,,,,,,,,,,,,,,,1.423952,,,,,,,,,,,,,,4b448d33-fa09-4aac-9218-bed127ca26e8,27,,"[64.4, 20.0]",3825879,0,,,,0.048912007,,Head,,,,"[78.7, 20.7]",,High Pass,,14.317122,,,,,Gareth Frank Bale,6399.0,,,,,Recovery,1,From Goal Kick,Álvaro Arbeloa Coca,20215.0,Left Back,3,Real Madrid,220,"['7e34635f-6bd1-4a26-ad0a-c55be453a494', 'bcb14a06-bd76-4d86-9028-3290482f95ac']",56,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:56.046,Pass,
,,,,,,,,,,,,,,,,,1.789043,,,,,,,,,,,,,,13366c8c-5982-401d-9cb8-34ae498bcf16,30,,"[76.6, 20.3]",3825879,0,,,,-1.0798602,,Left Foot,,,,"[85.1, 4.4]",,Low Pass,,18.02942,,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,From Goal Kick,Gareth Frank Bale,6399.0,Left Wing,3,Real Madrid,220,['54b36a38-f44d-460c-be03-206da5bdbea2'],57,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:57.470,Pass,
,,,,,,,,,,,,,,,,,1.203748,,,,,,,,,,,,,,bc6facf9-7f53-4ff3-aa47-e1037d91d79f,33,,"[91.8, 8.1]",3825879,1,,,,2.6056077,,Right Foot,,,,"[78.5, 16.0]",,Ground Pass,,15.469324,,,,,Carlos Henrique Casimiro,5539.0,,,,,,1,From Goal Kick,Francisco Román Alarcón Suárez,4926.0,Left Center Midfield,3,Real Madrid,220,['b6facfa6-1888-4df6-bf0a-e30e0f326cbc'],2,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:02.193,Pass,
,,,,,,,,,,,,,,,,,0.864974,,,,,,,,,,,,,,d96920d3-3507-41a1-b221-a7252170d065,36,,"[77.7, 16.0]",3825879,1,,,,1.9583201,,Right Foot,,,,"[71.7, 30.7]",,Ground Pass,,15.877342,,,,,Luka Modrić,5463.0,,,,,,1,From Goal Kick,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,3,Real Madrid,220,['aaf8603a-5948-42f3-a2c1-6a3c34c1283d'],4,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:04.476,Pass,
,,,,,,,,,,,,,,,,,1.472161,,,,,,,,,,,,,,dacfe92a-66c0-4c54-b441-5391b3115b41,38,,"[71.7, 30.7]",3825879,1,,,,-2.0136616,,Right Foot,,,,"[63.4, 13.2]",,Ground Pass,,19.36853,,,,,Sergio Ramos García,5201.0,,,,,,1,From Goal Kick,Luka Modrić,5463.0,Right Center Midfield,3,Real Madrid,220,['ec151f3a-63ce-4140-bd70-5afcc3123a6a'],5,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:05.341,Pass,
,,,,,,,,,,,,,,,,,2.384896,,,,,,,,,,,,,,e435f708-f21f-4e57-b691-f2a1aedf711b,40,,"[64.0, 14.3]",3825879,1,,,,1.8054497,,Right Foot,,,,"[56.9, 44.0]",,Ground Pass,,30.536863,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,From Goal Kick,Sergio Ramos García,5201.0,Left Center Back,3,Real Madrid,220,['8b012df6-eb72-4da0-9c6c-232fd5f4029a'],6,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:06.813,Pass,
,,,,,,,,,,,,,,,,,1.326472,,,,,,,,,,,,,,07651a6b-bb75-44dd-b518-cd8fda0e30b3,43,,"[56.9, 44.0]",3825879,1,,,,-1.6320692,,Right Foot,,,,"[55.9, 27.7]",,Ground Pass,,16.330647,,,,,Sergio Ramos García,5201.0,,,,,,1,From Goal Kick,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,3,Real Madrid,220,['b4e800a4-87dc-433a-b91e-562a9df6bcd8'],10,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:10.748,Pass,
,,,,,,,,,,,,,,,,,1.901528,,,,,,,,,,,,,,84676f47-81bc-4516-9058-9b56d2e8ca01,46,,"[62.9, 24.5]",3825879,1,,,,-0.7028792,,Right Foot,,,,"[84.5, 6.2]",,Ground Pass,,28.309893,,,,,Gareth Frank Bale,6399.0,,,,,,1,From Goal Kick,Sergio Ramos García,5201.0,Left Center Back,3,Real Madrid,220,['4482c985-bc41-4ee5-9f4f-eea9cfbd0e1b'],13,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:13.531,Pass,
,,,,,,,,,,,,,,,,,0.188828,,,,,,,,,,,,,,7e0beee0-c326-46a6-9af1-62c0ecb75c92,49,,"[84.5, 6.2]",3825879,1,,,,0.18534794,,Left Foot,,,,"[87.7, 6.8]",,Low Pass,,3.255764,,,Incomplete,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,From Goal Kick,Gareth Frank Bale,6399.0,Left Wing,3,Real Madrid,220,"['70ebda03-aa82-4a49-be1c-7d74d050147d', 'f7a765d6-3fa9-4ace-afb5-1a0297499289']",15,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:15.632,Pass,
,,,,,,,,,,,,,,,,,0.720256,,,,,,,,,,,,,,f70c8ae5-98c4-4418-8185-7d3ef94b4d6f,52,,"[77.2, 0.1]",3825879,1,,,,0.5090709,,,,,,"[85.8, 4.9]",,Low Pass,,9.848858,,,,,Gareth Frank Bale,6399.0,,,,,Throw-in,1,From Throw In,Álvaro Arbeloa Coca,20215.0,Left Back,4,Real Madrid,220,['45c06ddb-8801-4342-b57c-db9ad596aa5b'],22,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:22.664,Pass,
,,,,,,,,,,,,,,,,,0.742751,,,,,,,,,,,,,,ef9f771e-47ab-4a8b-830d-45c7b7f0250c,55,,"[85.6, 4.9]",3825879,1,,,,-3.1071236,,Left Foot,,,,"[79.8, 4.7]",,Ground Pass,,5.8034472,,,,,Álvaro Arbeloa Coca,20215.0,,,,,,1,From Throw In,Gareth Frank Bale,6399.0,Left Wing,4,Real Madrid,220,"['21a367c1-93ee-4fa8-8351-a29d58794373', '3c3ee6aa-7932-42d1-99c2-d4af9b03d502']",23,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:23.385,Pass,True
,,,,,,,,,,,,,,,,,0.802055,,,,,,,,,,,,,,f46a4b0a-8b84-40ff-93e6-f65be291a31b,59,,"[79.4, 5.3]",3825879,1,,,,2.9333868,,Right Foot,,,,"[72.3, 6.8]",,Ground Pass,,7.256721,,,,,Carlos Henrique Casimiro,5539.0,,,,,,1,From Throw In,Álvaro Arbeloa Coca,20215.0,Left Back,4,Real Madrid,220,"['efab3bb3-3dec-46e6-9666-0554ceb7c412', 'f539922f-6675-439a-ab20-8d90c9a51ddc']",24,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:24.465,Pass,True
,,,,,,,,,,,,,,,,,2.264261,,,,,,,,,,,,,,adf08f67-658a-4978-bc78-ec3dccd3ccdf,62,,"[62.5, 6.6]",3825879,1,,,,2.794531,,Right Foot,,,,"[43.7, 13.4]",,Ground Pass,,19.991999,,,,,Sergio Ramos García,5201.0,,,,,,1,From Throw In,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,4,Real Madrid,220,['490e591d-2461-43e4-9ccb-1d351ce5dd2f'],27,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:27.303,Pass,
,,,,,,,,,,,,,,,,,1.899896,,,,,,,,,,,,,,e0f1b5f7-ba7b-41f6-9594-165afb7ddf69,65,,"[43.7, 13.4]",3825879,1,,,,1.5346005,,Right Foot,,,,"[45.0, 49.3]",,Ground Pass,,35.92353,,,,,Kléper Laveran Lima Ferreira,20016.0,,,,,,1,From Throw In,Sergio Ramos García,5201.0,Left Center Back,4,Real Madrid,220,['9e5c3370-5afd-4475-9f80-cd78d3e30743'],29,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:29.754,Pass,
,,,,,,,,,,,,,,,,,1.770521,,,,,,,,,,,,,,3cd4b821-a639-4ee1-93b1-4812ff719d27,68,,"[50.7, 55.5]",3825879,1,,,,0.6997796,,Right Foot,,,,"[77.9, 78.4]",,Ground Pass,,35.556293,,,,,Lucas Vázquez Iglesias,5200.0,,,,,,1,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,4,Real Madrid,220,['d1705385-6ff8-417f-af98-c11bcf9f8b0a'],33,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:33.662,Pass,
,,,,,,,,,,,,,,,,,0.883214,,,,,,,,,,,,,,c68e6a33-9ab2-4633-bab0-491bf137b412,71,,"[78.1, 77.3]",3825879,1,,,,-1.9740778,,Right Foot,,,,"[74.9, 69.8]",,Ground Pass,,8.15414,,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,From Throw In,Lucas Vázquez Iglesias,5200.0,Right Wing,4,Real Madrid,220,['99976cc4-d7d3-4d12-81fa-deedd11580fe'],35,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:35.742,Pass,
,,,,,,,,,,,,,,,,,1.012443,,,,,,,,,,,,,,80a2a2ef-88fb-4cd6-a8f5-eac6f1567012,73,,"[76.0, 70.5]",3825879,1,,,,1.3532422,,Right Foot,,,,"[78.1, 80.0]",,Ground Pass,,9.729337,,,Out,,Lucas Vázquez Iglesias,5200.0,,,,,,1,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,4,Real Madrid,220,['8fb8f975-43cf-4c7b-a681-0280aabdde57'],36,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:36.625,Pass,
,,,,,,,,,,,,,,,,,2.442914,,,,,,,,,,,,,,1a17733b-b8ef-4e11-a354-f0a02a997f73,75,,"[41.4, 0.1]",3825879,1,True,,,2.6952343,,,,,,"[13.4, 13.5]",,Low Pass,,31.041264,,,,,Pedro Bigas Rigo,7907.0,,,,,Throw-in,1,From Throw In,Javier Garrido Behovide,26448.0,Left Back,5,Las Palmas,208,['733597db-53b1-463f-9b24-2380c9cbd4ea'],41,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:41.965,Pass,
,,,,,,,,,,,,,,,,,2.291196,,,,,,,,,,,,,,ce47f2eb-47c5-4f1a-9275-cc504c42e5cb,77,,"[13.2, 15.0]",3825879,1,,,,1.7991098,,Right Foot,,,,"[7.6, 39.1]",,Ground Pass,,24.74207,,,,,Javier Varas Herrera,26753.0,,,,,,1,From Throw In,Pedro Bigas Rigo,7907.0,Left Center Back,5,Las Palmas,208,['cc226b88-c913-49cd-a779-6a499294b292'],44,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:44.882,Pass,
,,,,,,,,,,,,,,,,,2.569758,,,,,,,,,,,,,,688715cf-8b50-4b17-a130-cf5875ac2845,81,,"[8.0, 42.8]",3825879,1,,,,0.82314247,,Right Foot,,,,"[42.4, 79.9]",,High Pass,,50.59417,,,Out,,,,,,,,,1,From Throw In,Javier Varas Herrera,26753.0,Goalkeeper,5,Las Palmas,208,['47d415d4-010a-4386-af6a-05f24db4116b'],48,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:48.865,Pass,True
,,,,,,,,,,,,,,,,,0.860875,,,,,,,,,,,,,,e2ffc351-4175-40fa-bff1-5920cfb67e4f,82,,"[81.7, 0.1]",3825879,1,,,,1.4170887,,,,,,"[82.8, 7.2]",,Low Pass,,7.184706,,,,,Francisco Román Alarcón Suárez,4926.0,,,,,Throw-in,1,From Throw In,Álvaro Arbeloa Coca,20215.0,Left Back,6,Real Madrid,220,['e5d4561b-6077-4e95-a5d2-1cc726be4d4e'],58,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:58.964,Pass,
,,,,,,,,,,,,,,,,,0.488238,,,,,,,,,,,,,,4b9392c9-e631-4a62-88b0-1a59631a7bec,84,,"[82.8, 7.2]",3825879,1,,,,-1.1948354,,Right Foot,,,,"[84.3, 3.4]",,Ground Pass,,4.0853395,,,,,Álvaro Arbeloa Coca,20215.0,,,,,,1,From Throw In,Francisco Román Alarcón Suárez,4926.0,Left Center Midfield,6,Real Madrid,220,['8af92cc7-5f93-41d8-bee3-a76f014e83ee'],59,,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:59.825,Pass,
,,,,,,,,,,,,,,,,,0.983055,,,,,,,,,,,,,,4e664a1c-7530-4920-a482-68786ee1da18,87,,"[84.3, 3.4]",3825879,2,,,,2.2050385,,Right Foot,,,,"[77.9, 12.1]",,Ground Pass,,10.800463,,,,,Carlos Henrique Casimiro,5539.0,,,,,,1,From Throw In,Álvaro Arbeloa Coca,20215.0,Left Back,6,Real Madrid,220,['20798d5a-1f4f-4f0f-b50d-4091be273002'],1,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:01.761,Pass,
,,,,,,,,,,,,,,,,,1.27757,,,,,,,,,,,,,,b7018839-a0e1-4313-b7d2-8a6686e8405d,90,,"[77.9, 17.0]",3825879,2,,,,2.0070536,,Right Foot,,,,"[71.0, 31.8]",,Ground Pass,,16.329422,,,,,Luka Modrić,5463.0,,,,,,1,From Throw In,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,6,Real Madrid,220,['9c6d4469-8c1b-44be-8f45-3cb21b55dd29'],4,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:04.219,Pass,
,,,,,,,,,,,,,,,,,2.697966,,,,,,,,,,,,,,30fa2251-48f1-48e7-b357-ea8a01e3b6fc,94,,"[70.0, 34.1]",3825879,2,,,,0.8245019,,Right Foot,,,,"[100.7, 67.3]",,High Pass,,45.21869,,,Incomplete,,Daniel Carvajal Ramos,5721.0,,,,,,1,From Throw In,Luka Modrić,5463.0,Right Center Midfield,6,Real Madrid,220,"['36382e29-7ea1-476c-9dc9-c36ad5225e4e', 'e4c98c44-20b4-4509-b0e3-92c04f682b34']",6,,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:06.789,Pass,
,,,,,,,,,,,,,,,,,1.291708,,,,,,,,,,,,,,356d2b30-a35e-498e-a0f3-1946adee08a8,101,,"[25.6, 16.7]",3825879,2,,,,-1.0198139,,Right Foot,,,,"[30.7, 8.4]",,Ground Pass,,9.741663,,,,,Pedro Bigas Rigo,7907.0,,,,,Free Kick,1,From Free Kick,Javier Varas Herrera,26753.0,Goalkeeper,8,Las Palmas,208,['b452ab10-3362-4e63-9e6b-95811b5df999'],27,,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:27.967,Pass,
