50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,3.195726,,,,,,,,,,,,,a46eda60-b43e-407a-9f52-72b6bd5ef66c,19,,"[10.1, 49.6]",3825597,0,,,,,0.23334645,,Right Foot,,,"[66.9, 63.1]",,High Pass,,58.382275,Incomplete,,Adrián Embarba Blázquez,11539.0,,,,,,1,From Kick Off,Antonio Rodríguez Martínez,26070.0,Goalkeeper,2,Rayo Vallecano,360,"['1d4b3a58-3819-4ced-9350-8944e9fd68f6', '77362bbc-a469-49f5-a1f8-5ddbbda45b43']",15,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:15.760,Pass,
,,,,,,,,,,,,,,,,,1.04416,,,,,,,,,,,,,77362bbc-a469-49f5-a1f8-5ddbbda45b43,21,,"[53.2, 17.0]",3825597,0,,,,True,0.16514868,,,,,"[69.4, 19.7]",,High Pass,,16.423458,Incomplete,,,,,,,,Recovery,1,From Kick Off,Pedro Bigas Rigo,7907.0,Left Center Back,2,Rayo Vallecano,360,"['97f1ec23-f74d-4f66-b889-031cd83414b1', 'a46eda60-b43e-407a-9f52-72b6bd5ef66c', 'c5335804-bc87-4836-b872-d423323c658d']",18,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:18.955,Pass,True
,,,,,,,,,,,,,,,,,3.745798,,,,,,,,,,,,,97f1ec23-f74d-4f66-b889-031cd83414b1,23,,"[50.7, 60.4]",3825597,0,,,,,-0.17051344,,Left Foot,,,"[96.0, 52.6]",,High Pass,,45.966618,Incomplete,,,,,,,,Recovery,1,From Kick Off,José Ignacio Martínez García,11298.0,Right Back,2,Rayo Vallecano,360,"['77362bbc-a469-49f5-a1f8-5ddbbda45b43', 'c0b23b6b-d6e2-4e01-8a6f-b3bac7259beb']",19,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:19.999,Pass,
,,,,,,,,,,,,,,,,,1.960025,,,,,,,,,,,,,1e2d8efe-ef6e-483c-8bf2-250c983fd453,25,,"[35.8, 27.8]",3825597,0,,,,,-0.48995733,,Right Foot,,,"[49.3, 20.6]",,High Pass,,15.3,,,Sergio Ezequiel Araújo,8167.0,,,,,Recovery,1,Regular Play,Pedro Bigas Rigo,7907.0,Left Center Back,3,Las Palmas,208,['70c01c29-ea97-448a-82d0-643084f72184'],24,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:24.909,Pass,
,,,,,,,,,,,,,,,,,1.381292,,,,,,,,,,,,,a5bdcc50-6779-4a20-a870-f7601a46b1ef,32,,"[55.0, 0.1]",3825597,0,,,,,0.4449582,,,,,"[76.6, 10.4]",,High Pass,,23.930107,,,Sergio Ezequiel Araújo,8167.0,,,,,Throw-in,1,From Throw In,Dani Castellano Betancor,6932.0,Left Wing Back,4,Las Palmas,208,['de860be9-3e8d-410d-a29b-88e226271253'],45,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:45.925,Pass,
,,,,,,,,,,,,,,,,,0.813883,,,,,,,,,,,,,6a811127-3f9c-4139-a6e6-79c8a559ec90,38,,"[51.3, 76.0]",3825597,0,,,,,-1.9513026,,Left Foot,,,"[49.5, 71.5]",,Ground Pass,,4.846648,,,José Raúl Baena Urdiales,26607.0,,,,,Recovery,1,Regular Play,José Ignacio Martínez García,11298.0,Right Back,5,Rayo Vallecano,360,"['0e1f5f82-3712-416c-8711-a48739f41cd4', 'befe0104-fb4d-4b48-96f3-16e749963b16']",48,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:48.690,Pass,True
,,,,,,,,,,,,,,,,,0.756839,,,,,,,,,,,,,967d7dbf-8b4b-4055-91c7-abe06cf86ba5,41,,"[49.5, 71.5]",3825597,0,,,,,-0.95360494,,Right Foot,,,"[56.1, 62.2]",,Ground Pass,,11.403947,,,Roberto Trashorras Gayoso,26848.0,,,,,,1,Regular Play,José Raúl Baena Urdiales,26607.0,Right Defensive Midfield,5,Rayo Vallecano,360,['702dd454-c778-42a2-9ce1-cbeec847b2af'],50,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:50.186,Pass,
,,,,,,,,,,,,,,,,,1.494416,,,,,,,,,,,,,20bc8300-05a6-4c65-bed4-7500a4add5df,45,,"[57.0, 61.0]",3825597,0,,,,,1.0265158,,Right Foot,,,"[63.9, 72.4]",,Low Pass,,13.32554,Incomplete,,,,,,,,,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Left Defensive Midfield,5,Rayo Vallecano,360,"['1bcb8f1b-e232-4c2b-b2a1-46db6e0640eb', 'ed69da85-1c91-4cfc-aa35-56f7dc4bd802']",50,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:50.983,Pass,True
,,,,,,,,,,,,,,,,,0.723139,,,,,,,,,,,,,a1d42240-ac16-4b15-9a29-7588597dff3c,49,,"[67.6, 5.3]",3825597,0,,,,,-0.5404195,,Right Foot,,,"[72.1, 2.6]",,Ground Pass,,5.2478566,,,Jonathan Viera Ramos,10755.0,,,,,,1,Regular Play,Dani Castellano Betancor,6932.0,Left Wing Back,5,Rayo Vallecano,360,['4338839f-1576-4405-9e3b-62ccc324c1a5'],54,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:54.601,Pass,
,,,,,,,,,,,,,,,,,2.456511,,,,,,,,,,,,,b95a9bb9-4caf-43fb-bbec-aac52ae3b561,55,,"[85.1, 2.4]",3825597,1,,,,,0.9002194,,Right Foot,True,,"[115.4, 40.6]",,High Pass,,48.75787,Incomplete,,,,,,,,Free Kick,1,From Free Kick,Jonathan Viera Ramos,10755.0,Left Center Forward,6,Las Palmas,208,['10e1c497-36df-4382-b90c-86bebcaaf7cc'],33,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:33.247,Pass,
,,,,,,,,,,,,,,,,,1.635549,,,,,,,,,,,,,54c9df43-c052-4904-bd61-19c8fd8863dd,57,,"[6.8, 41.0]",3825597,1,,True,,,0.9500569,,Keeper Arm,,,"[20.6, 60.3]",,Ground Pass,,23.726147,,,Diego Javier Llorente Ríos,6713.0,,,,,,1,Regular Play,Antonio Rodríguez Martínez,26070.0,Goalkeeper,7,Rayo Vallecano,360,['f7b5e68c-dfb9-4811-a9d7-bfd1a2d23d78'],46,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:46.916,Pass,
,,,,,,,,,,,,,,,,,2.050444,,,,,,,,,,,,,cefeb0c2-4a14-4c0c-8ec8-2cd99d0dfcc8,59,,"[20.6, 60.3]",3825597,1,,,,,-1.7540125,,Right Foot,,,"[14.3, 26.3]",,Ground Pass,,34.57875,,,Antonio Amaya Carazo,27144.0,,,,,,1,Regular Play,Diego Javier Llorente Ríos,6713.0,Right Center Back,7,Rayo Vallecano,360,['1894d3c4-88a8-4d66-aa5f-209da3c8ed06'],50,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:50.435,Pass,
,,,,,,,,,,,,,,,,,1.271351,,,,,,,,,,,,,f2d42757-eadd-4beb-8cf8-2de86850dee7,62,,"[27.2, 18.8]",3825597,1,,,,,-0.6857295,,Right Foot,,,"[42.6, 6.2]",,Ground Pass,,19.89774,,,Răzvan Dincă Raț,10727.0,,,,,,1,Regular Play,Antonio Amaya Carazo,27144.0,Left Center Back,7,Rayo Vallecano,360,['64d73418-6a99-478c-a1f3-b6705698389d'],55,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:55.480,Pass,
,,,,,,,,,,,,,,,,,2.897795,,,,,,,,,,,,,3e96d32b-8ad4-4771-bb1b-35ff86a1884a,65,,"[41.3, 6.0]",3825597,1,,,,,-0.005253892,,Left Foot,,,"[98.4, 5.7]",,High Pass,,57.10079,Incomplete,,,,,,,,,1,Regular Play,Răzvan Dincă Raț,10727.0,Left Back,7,Rayo Vallecano,360,['dc753783-c54e-4e68-9934-7b20f92b32be'],57,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:57.960,Pass,
,,,,,,,,,,,,,,,,,1.484696,,,,,,,,,,,,,3d437516-ec0e-4dde-9620-00f61bc35f63,67,,"[38.2, 74.1]",3825597,2,,,,,-2.2956624,,Right Foot,,,"[28.9, 63.6]",,High Pass,,14.026403,Incomplete,,,,,,,,Recovery,1,Regular Play,Hernán Daniel Santana Trujillo,15805.0,Center Defensive Midfield,7,Rayo Vallecano,360,['b468c220-ad62-4a9e-b113-8344ccf9bd12'],2,,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:02.309,Pass,
,,,,,,,,,,,,,,,,,2.256929,,,,,,,,,,,,,b468c220-ad62-4a9e-b113-8344ccf9bd12,68,,"[91.2, 16.5]",3825597,2,,,,,-1.4369854,,Right Foot,,,"[93.3, 0.9]",,Low Pass,,15.740711,Out,,,,,,,,Recovery,1,Regular Play,Javier Guerra Rodríguez,11542.0,Center Forward,7,Rayo Vallecano,360,['3d437516-ec0e-4dde-9620-00f61bc35f63'],3,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:03.793,Pass,
,,,,,,,,,,,,,,,,,1.168998,,,,,,,,,,,,,c50d1674-c360-4f6f-baee-5573ee7b6fcd,69,,"[28.9, 80.0]",3825597,2,,,,,-0.58285683,,,,,"[42.4, 71.1]",,High Pass,,16.169725,,,Roque Mesa Quevedo,3610.0,,,,,Throw-in,1,From Throw In,David Simón Rodríguez Santana,7906.0,Right Wing Back,8,Las Palmas,208,['fb238ff4-1f7c-4053-a71f-c93c65b5aba2'],12,,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:12.235,Pass,
,,,,,,,,,,,,,,,,,0.750603,,,,,,,,,,,,,8bdf68a3-2c82-4dd9-8a4f-c3486838d6de,71,,"[42.4, 71.1]",3825597,2,,,,,-0.033320997,,Head,,,"[51.4, 70.8]",,High Pass,,9.004998,Incomplete,,Jonathan Viera Ramos,10755.0,,,,,,1,From Throw In,Roque Mesa Quevedo,3610.0,Right Center Midfield,8,Las Palmas,208,"['08b568f0-6c82-4d9e-bc0e-15ef1c2d209c', '0fe09f57-ae7a-4d05-8fc5-2e23f5ee0673']",13,,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:13.404,Pass,
,,,,,,,,,,,,,,,,,1.373992,,,,,,,,,,,,,08b568f0-6c82-4d9e-bc0e-15ef1c2d209c,73,,"[68.7, 9.3]",3825597,2,,,,,-0.6435011,,Head,,,"[75.9, 3.9]",,High Pass,,9.0,,,Tiago Manuel Dias Correia,7900.0,,,,,Recovery,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Left Defensive Midfield,9,Rayo Vallecano,360,"['8bdf68a3-2c82-4dd9-8a4f-c3486838d6de', 'c972b30a-6d69-41ba-9c11-ae55d906d02d']",14,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:14.154,Pass,
,,,,,,,,,,,,,,,,,1.087091,,,,,,,,,,,,,f224fa12-c6e8-4f56-9d61-da1f22c2c61b,76,,"[75.6, 4.2]",3825597,2,,,,,1.6951513,,Right Foot,,,"[74.1, 16.2]",,High Pass,,12.093387,,,Pablo Hernández Domínguez,4711.0,,,,,,1,Regular Play,Tiago Manuel Dias Correia,7900.0,Left Wing,9,Rayo Vallecano,360,['f42bab39-7154-44e3-a810-c7ba581f4e41'],15,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:15.568,Pass,
,,,,,,,,,,,,,,,,,1.518702,,,,,,,,,,,,,e0885bb0-3bee-47ed-b34a-18b029a43c23,78,,"[74.1, 16.2]",3825597,2,,,,,-2.0968628,,Head,,,"[68.7, 6.9]",,High Pass,,10.754069,,,Răzvan Dincă Raț,10727.0,,,,,,1,Regular Play,Pablo Hernández Domínguez,4711.0,Center Attacking Midfield,9,Rayo Vallecano,360,['4d55fdef-de8a-4c23-91b7-41e42e8f768a'],16,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:16.696,Pass,
,,,,,,,,,,,,,,,,,1.082751,,,,,,,,,,,,,98366f32-058a-4d8d-a05e-0e6a85c331b1,81,,"[68.4, 6.9]",3825597,2,,,,True,1.0516502,,,,,"[74.4, 17.4]",,High Pass,,12.093387,,,Roberto Trashorras Gayoso,26848.0,,,,,,1,Regular Play,Răzvan Dincă Raț,10727.0,Left Back,9,Rayo Vallecano,360,"['b1e4bdde-64eb-445a-9352-6985e3017696', 'ba0d5e78-ac2f-452c-aeef-2ad576fb7359']",18,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:18.214,Pass,True
,,,,,,,,,,,,,,,,,0.914019,,,,,,,,,,,,,c8ff0c9a-f59a-4321-aecb-00574696649a,90,,"[79.8, 21.3]",3825597,2,,,,,-2.2655346,,Right Foot,,,"[78.3, 19.5]",,Ground Pass,,2.3430748,,,Roberto Trashorras Gayoso,26848.0,,,,,Free Kick,1,From Free Kick,Tiago Manuel Dias Correia,7900.0,Left Wing,10,Rayo Vallecano,360,['ccb68c6e-317f-45b2-a0ef-f93e75034cf6'],58,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:58.040,Pass,
,,,,,,,,,,,,,,,,,1.846227,,,,,,,,,,,,,18c63979-b482-4896-8146-e9df5fa1b2aa,94,,"[91.2, 20.7]",3825597,3,,,,,-0.38831872,,Right Foot,,,"[113.2, 11.7]",,Ground Pass,,23.769728,,,Răzvan Dincă Raț,10727.0,,,,,,1,From Free Kick,Roberto Trashorras Gayoso,26848.0,Left Defensive Midfield,10,Rayo Vallecano,360,"['c8c4f068-317a-43c5-9492-c1cc41987926', 'd5a0dad7-3b7a-4aeb-8a6b-80f2ea95ecb7']",1,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:01.507,Pass,True
,,,,,,,,,,,,,,,,,5.348605,,,,,,,,,,,,,32ab2e7a-7438-4e7c-ad4b-8187c3f0a619,97,,"[112.9, 11.7]",3825597,3,,,,,1.6322331,,Left Foot,True,,"[109.0, 75.1]",,High Pass,,63.51984,,,Adrián Embarba Blázquez,11539.0,,True,,,,1,From Free Kick,Răzvan Dincă Raț,10727.0,Left Back,10,Rayo Vallecano,360,['248b5ae7-8817-4ba1-b418-1013d58b2619'],3,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:03.393,Pass,
,,,,,,,,,,,,,,,,,1.234576,,,,,,,,,,,,,04d91de8-a15b-40e3-939d-acde7349b826,101,,"[105.4, 76.9]",3825597,3,,,,,-2.9962826,,Left Foot,,,"[97.2, 75.7]",,Ground Pass,,8.28734,,,José Raúl Baena Urdiales,26607.0,,,,,,1,From Free Kick,Adrián Embarba Blázquez,11539.0,Right Wing,10,Rayo Vallecano,360,"['193bf544-b1a7-43d8-9613-793c130fd44e', '1e4322d1-2c85-4f35-a820-3583f1cc8279']",10,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:10.610,Pass,True
,,,,,,,,,,,,,,,,,3.290054,,,,,,,,,,,,,19d97ef9-2b4a-4833-99f7-aaec5fa0aab5,110,,"[13.8, 4.4]",3825597,3,,,,,0.15237457,,Left Foot,,,"[68.5, 12.8]",,High Pass,,55.341213,Incomplete,,Jonathan Viera Ramos,10755.0,,,,,Free Kick,1,From Free Kick,Raúl Lizoáin Cruz,7905.0,Goalkeeper,11,Las Palmas,208,"['864fe76f-316a-4482-9a4a-267ad4f7cce6', '8ec2d1a7-d88f-4db5-9e7f-84227cb2838a']",42,,,,,,,,,,,,,,,,,,Las Palmas,208,00:03:42.850,Pass,
,,,,,,,,,,,,,,,,,0.142627,,,,,,,,,,,,,8ec2d1a7-d88f-4db5-9e7f-84227cb2838a,113,,"[51.6, 67.3]",3825597,3,,,,True,-0.27829966,,,,,"[53.7, 66.7]",,Low Pass,,2.184033,Incomplete,,,,,,,,Recovery,1,From Free Kick,José Ignacio Martínez García,11298.0,Right Back,11,Las Palmas,208,"['0dce0c69-2e44-46ec-b800-79c29fd76365', '19d97ef9-2b4a-4833-99f7-aaec5fa0aab5', '7ea8e03d-b6b5-4a19-b251-53b4b4d4f47a']",46,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:46.140,Pass,True
,,,,,,,,,,,,,,,,,0.320652,,,,,,,,,,,,,243f0321-1355-4f09-a201-03e3da27edce,118,,"[50.1, 68.2]",3825597,3,,,,,-2.819842,,Right Foot,,,"[48.3, 67.6]",,Ground Pass,,1.8973666,Incomplete,,,,,,,,,1,Regular Play,José Raúl Baena Urdiales,26607.0,Right Defensive Midfield,12,Rayo Vallecano,360,"['10785f91-f613-4f1f-9899-79920297d906', '273dc4c0-9739-4c1d-928f-20b8301b1d8d']",48,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:48.669,Pass,True
,,,,,,,,,,,,,,,,,0.417789,,,,,,,,,,,,,6eab051a-b890-48b7-b46b-fceaaf53f0cd,124,,"[47.4, 55.6]",3825597,3,,,,,0.7853982,,Right Foot,,,"[56.1, 64.3]",,High Pass,,12.303658,,,José Raúl Baena Urdiales,26607.0,,,,,,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Left Defensive Midfield,12,Rayo Vallecano,360,['7dab7b96-ed39-46f7-9695-55376bee42f5'],52,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:52.463,Pass,
,,,,,,,,,,,,,,,,,1.777134,,,,,,,,,,,,,8e8dc91c-813f-45dc-ab0a-55261f521390,126,,"[56.1, 63.7]",3825597,3,,,,,-0.9119903,,Head,,,"[63.3, 54.4]",,Low Pass,,11.761377,Incomplete,,,,,,,,,1,Regular Play,José Raúl Baena Urdiales,26607.0,Right Defensive Midfield,12,Rayo Vallecano,360,['a4d37d4e-03f9-4757-be10-3b3c571309db'],52,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:52.881,Pass,
