ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.915129,,,,,,,,,,,,,bde80889-1061-402e-aa8e-71ea0da2c1c2,15,,,"[96.0, 30.4]",3825860,0,,,True,1.2272264,,,,,,"[104.3, 53.6]",,High Pass,,24.640009,,Incomplete,,,,,,,,,1,From Kick Off,Víctor Casadesús Castaño,23791.0,Center Forward,2,Levante UD,221,"['9c948486-80ac-4607-abb7-f8ce253be6b1', 'cdbf09cd-48ff-44e0-adc2-7186d6e07180']",9,,,,,,,,,,,,,,,,,Levante UD,221,00:00:09.742,Pass,True
,,,,,,,,,,,,,,,6.646987,,,,,,,,,,,,,9c948486-80ac-4607-abb7-f8ce253be6b1,17,,,"[15.8, 26.5]",3825860,0,,,,-0.37225702,,Left Foot,,,,"[82.9, 0.3]",,High Pass,,72.033676,,Out,,,,,,,,Recovery,1,From Kick Off,Filipe Luís Kasmirski,6320.0,Left Back,2,Levante UD,221,['bde80889-1061-402e-aa8e-71ea0da2c1c2'],12,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:12.657,Pass,
,,,,,,,,,,,,,,,1.785147,,,,,,,,,,,,,c5f81a8a-bf69-4aa8-bb77-5292b36a81ba,18,,,"[38.3, 80.0]",3825860,0,True,,,-2.923594,,,,,,"[22.5, 76.5]",,Low Pass,,16.183016,,,,Carl Medjani,27656.0,,,,,Throw-in,1,From Throw In,Pedro López Muñoz,6787.0,Right Back,3,Levante UD,221,['af75255c-5e90-4dc7-88e5-00441f92375c'],21,,,,,,,,,,,,,,,,,Levante UD,221,00:00:21.611,Pass,
,,,,,,,,,,,,,,,2.182884,,,,,,,,,,,,,200bb018-4b64-4a14-ab2b-f207351949a6,20,,,"[15.1, 74.3]",3825860,0,,,,-2.079788,,Right Foot,,,,"[2.6, 51.9]",,Ground Pass,,25.651705,,,,Diego Mariño Villar,23843.0,,,,,,1,From Throw In,Carl Medjani,27656.0,Right Center Back,3,Levante UD,221,['20fe1d30-2ab8-40ee-b2d0-ef51dc207443'],25,,,,,,,,,,,,,,,,,Levante UD,221,00:00:25.667,Pass,
,,,,,,,,,,,,,,,3.461368,,,,,,,,,,,,,8350f51b-cf75-4796-922d-d49184ecc4d5,23,,,"[2.6, 51.9]",3825860,0,,,,0.18614377,,Right Foot,,,,"[55.7, 61.9]",,High Pass,,54.033417,,,,Víctor Casadesús Castaño,23791.0,,,,,,1,From Throw In,Diego Mariño Villar,23843.0,Goalkeeper,3,Levante UD,221,"['4f301a68-bff7-43c5-a930-d1f902d484c7', '5e4f4ac8-ad1a-4adc-8700-1552a9792e78']",27,,,,,,,,,,,,,,,,,Levante UD,221,00:00:27.850,Pass,True
,,,,,,,,,,,,,,,0.166384,,,,,,,,,,,,,022eb93f-34b8-48fa-819c-6975a0face8d,26,,,"[55.7, 63.8]",3825860,0,,,,2.0812848,,Right Foot,,,,"[54.3, 66.3]",,Ground Pass,,2.8653097,,Incomplete,,José Antonio García Rabasco,24149.0,,,,,,1,From Throw In,Víctor Casadesús Castaño,23791.0,Center Forward,3,Levante UD,221,"['7e3eaa51-bdd5-4294-a236-942ccd93678b', '9ae2df02-4b2f-45c4-bbb9-7a323985cd71']",32,,,,,,,,,,,,,,,,,Levante UD,221,00:00:32.062,Pass,
,,,,,,,,,,,,,,,0.729984,,,,,,,,,,,,,a0d1cd33-ac90-4098-9587-6379cb199da9,31,,,"[70.5, 23.2]",3825860,0,,,,0.18998829,,Left Foot,,,,"[83.5, 25.7]",,Ground Pass,,13.238202,,,,Fernando José Torres Sanz,6382.0,,,,,,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Left Midfield,4,Atlético Madrid,212,['ee33dc77-462b-43a3-900c-7d4daf6cdcdd'],34,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:34.112,Pass,
,,,,,,,,,,,,,,,1.340716,,,,,,,,,,,,,6a75c4f6-41a3-4637-bb3c-7902980b1539,33,,,"[81.8, 25.7]",3825860,0,,,,1.8458977,,Right Foot,,,,"[78.3, 38.1]",,Ground Pass,,12.884487,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,Regular Play,Fernando José Torres Sanz,6382.0,Right Center Forward,4,Atlético Madrid,212,['25205acc-58fe-4004-b820-2adffb7bd458'],34,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:34.842,Pass,
,,,,,,,,,,,,,,,0.415577,,,,,,,,,,,,,75bb0abc-6c8d-4f01-b31c-66262f10488a,35,,,"[78.3, 38.1]",3825860,0,,,,-0.4497596,,Right Foot,,,,"[84.1, 35.3]",,Ground Pass,,6.440497,,Incomplete,,Ángel Martín Correa,6377.0,,,Through Ball,True,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,4,Atlético Madrid,212,"['1cc748ea-278e-47c7-9fad-5fd80ccbadef', '51352f11-0bdd-4a2e-81ba-bb8a7a7a9052']",36,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:36.183,Pass,
,,,,,,,,,,,,,,,1.809885,,,,,,,,,,,,,7cd124bc-5eff-4ea8-b602-926c502686d5,39,,,"[29.7, 37.9]",3825860,0,,,,3.041924,,Right Foot,,,,"[5.7, 40.3]",,Ground Pass,,24.119701,,,,Diego Mariño Villar,23843.0,,,,,Recovery,1,Regular Play,David Navarro Pedrós,26012.0,Left Center Back,4,Atlético Madrid,212,['7bcf4af0-e7ac-4707-9e09-c8b034ec2079'],38,,,,,,,,,,,,,,,,,Levante UD,221,00:00:38.130,Pass,
,,,,,,,,,,,,,,,2.869299,,,,,,,,,,,,,dd41b115-b224-4365-aaa5-effb0826d54e,42,,,"[5.7, 40.3]",3825860,0,,,,-0.8018316,,Right Foot,,,,"[44.6, 0.1]",,High Pass,,55.9397,,Out,,,,,True,,,,1,Regular Play,Diego Mariño Villar,23843.0,Goalkeeper,4,Atlético Madrid,212,,40,,,,,,,,,,,,,,,,,Levante UD,221,00:00:40.020,Pass,
,,,,,,,,,,,,,,,0.945476,,,,,,,,,,,,,dd3b1e5a-a828-4300-961b-db6f7c140473,43,,,"[81.0, 80.0]",3825860,0,,,,-1.2809498,,,,,,"[82.7, 74.3]",,Low Pass,,5.948109,,,,Jorge Resurrección Merodio,5199.0,,,,,Throw-in,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,5,Atlético Madrid,212,['750110a5-e10f-4a41-be6e-343d5f6863d0'],53,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:53.870,Pass,
,,,,,,,,,,,,,,,0.691474,,,,,,,,,,,,,643818e2-720c-40a4-94b8-671392fe7a61,46,,,"[82.9, 74.8]",3825860,0,,,,2.0344439,,Right Foot,,,,"[81.8, 77.0]",,Ground Pass,,2.4596748,,,,Juan Francisco Torres Belén,6375.0,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Right Midfield,5,Atlético Madrid,212,['712c78db-44c1-42b1-839e-0e779896da11'],54,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:54.833,Pass,
,,,,,,,,,,,,,,,0.480912,,,,,,,,,,,,,69861dff-7503-4f51-b83a-1da334dfbef6,49,,,"[81.6, 77.6]",3825860,0,,,,-1.9416876,,Right Foot,,,,"[80.2, 74.0]",,Ground Pass,,3.8626416,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,5,Atlético Madrid,212,"['385a22fa-8289-4b18-b105-4f2963e66e78', '77ca2fb4-f88c-44db-910b-9500330190f5']",55,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:55.525,Pass,True
,,,,,,,,,,,,,,,0.932215,,,,,,,,,,,,,32fd616a-43c4-4f08-8661-67c81e5ac3f3,51,,,"[80.2, 74.0]",3825860,0,,,,0.5880026,,Right Foot,,,,"[86.8, 78.4]",,Ground Pass,,7.932213,,,,Juan Francisco Torres Belén,6375.0,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Right Midfield,5,Atlético Madrid,212,['d15e0b4f-7317-4bf3-acf6-712925e29d6e'],56,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:56.006,Pass,
,,,,,,,,,,,,,,,0.745313,,,,,,,,,,,,,faa523bf-fbe3-4923-be27-58b0c6e3e331,55,,,"[89.9, 77.6]",3825860,0,,,,-0.9944211,,Right Foot,,,,"[95.1, 69.6]",,Ground Pass,,9.541489,,,,Ángel Martín Correa,6377.0,,,,,,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,5,Atlético Madrid,212,"['345eb46a-90c5-4713-97bd-1dd5134dfb79', 'ce04612c-e56e-4929-b09e-3d6de55ac43f']",58,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:58.919,Pass,True
,,,,,,,,,,,,,,,1.379574,,,,,,,,,,,,,29bc2ee4-4b01-44e9-a85b-4ec34f20f28e,70,,,"[114.4, 58.8]",3825860,1,,,,-1.6926388,,Right Foot,True,True,,"[112.0, 39.2]",,Ground Pass,,19.746391,,Incomplete,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,5,Atlético Madrid,212,"['70ce777c-8978-4df4-9e0d-63fdfe89e8fe', 'cd016504-334a-4ccc-a6e1-681204ea2e33']",5,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:05.883,Pass,
,,,,,,,,,,,,,,,1.400383,,,,,,,,,,,,,95e136cc-51bd-469b-8dc9-7cc37a317d5e,74,,,"[39.1, 15.2]",3825860,1,,,True,-0.7162019,,,,,,"[49.9, 5.8]",,Low Pass,,14.3178215,,,,José Luis Morales Nogales,6668.0,,,,,Recovery,1,Regular Play,Víctor Casadesús Castaño,23791.0,Center Forward,6,Levante UD,221,"['8e671d01-430a-44c3-bf24-32fcf0430e88', 'dceb52ef-4414-4dd6-8f45-a373a596c5d2']",10,,,,,,,,,,,,,,,,,Levante UD,221,00:01:10.109,Pass,True
,,,,,,,,,,,,,,,1.312767,,,,,,,,,,,,,7c618749-ba51-4ade-b70c-489b6c1d211b,85,,,"[65.5, 68.5]",3825860,1,,,,-1.0200205,,Left Foot,,,,"[73.3, 55.8]",,Ground Pass,,14.904026,,,,Saúl Ñíguez Esclapez,6381.0,,,,,Recovery,1,From Counter,José María Giménez de Vargas,5259.0,Right Center Back,7,Atlético Madrid,212,['4f3b870d-f953-4176-bb8a-f8681c2d2527'],14,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:14.632,Pass,
,,,,,,,,,,,,,,,1.633499,,,,,,,,,,,,,6524f767-d7a6-4e20-b6ce-7e1986176ea1,88,,,"[73.3, 55.8]",3825860,1,,,,0.55587083,,Left Foot,,,,"[79.9, 59.9]",,Ground Pass,,7.7698135,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Counter,Saúl Ñíguez Esclapez,6381.0,Left Midfield,7,Atlético Madrid,212,['4fe19fa4-ba11-4957-876b-5e40f93dc81a'],16,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:16.006,Pass,
,,,,,,,,,,,,,,,1.889523,,,,,,,,,,,,,7479da74-25b4-4bde-b791-576e2495710c,91,,,"[84.3, 58.8]",3825860,1,,,,-0.33473682,5fb107ca-154b-4dfd-94ab-e7781a0bd820,Right Foot,,,,"[107.3, 50.8]",True,Ground Pass,,24.351591,,,,Fernando José Torres Sanz,6382.0,,,Through Ball,True,,1,From Counter,Jorge Resurrección Merodio,5199.0,Right Midfield,7,Atlético Madrid,212,['f423c90d-d019-4c04-9374-01b4f0355829'],17,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:17.672,Pass,
,,,,,,,,,,,,,,,2.191927,,,,,,,,,,,,,1d3ae294-f4bd-4ef3-87a3-c95bf08115dd,95,,,"[60.0, 40.0]",3825860,2,True,,,1.9195673,,Right Foot,,,,"[46.8, 76.3]",,Ground Pass,,38.62551,,,,Pedro López Muñoz,6787.0,,,,,Kick Off,1,From Kick Off,Joan Verdú Fernández,26211.0,Center Attacking Midfield,8,Levante UD,221,['95b934b3-d67c-423f-b14d-2b23327a50ba'],15,,,,,,,,,,,,,,,,,Levante UD,221,00:02:15.808,Pass,
,,,,,,,,,,,,,,,1.63276,,,,,,,,,,,,,005da4da-943a-4346-a1fc-3e2243c34b8d,97,,,"[45.4, 76.0]",3825860,2,True,,,-2.4800851,,Right Foot,,,,"[30.5, 64.4]",,Ground Pass,,18.88306,,,,Carl Medjani,27656.0,,,,,,1,From Kick Off,Pedro López Muñoz,6787.0,Right Back,8,Levante UD,221,['0079293f-fc22-4a33-b9e2-8a350d05133f'],20,,,,,,,,,,,,,,,,,Levante UD,221,00:02:20.299,Pass,
,,,,,,,,,,,,,,,2.265061,,,,,,,,,,,,,1e6033cc-508c-478b-896c-356f284eb9c7,99,,,"[30.5, 62.2]",3825860,2,,,,-1.6507227,,Right Foot,,,,"[27.2, 21.0]",,Ground Pass,,41.331947,,,,David Navarro Pedrós,26012.0,,True,,,,1,From Kick Off,Carl Medjani,27656.0,Right Center Back,8,Levante UD,221,['a904e66b-985d-4b11-8946-a3d11dbf1ec9'],23,,,,,,,,,,,,,,,,,Levante UD,221,00:02:23.335,Pass,
,,,,,,,,,,,,,,,1.558711,,,,,,,,,,,,,834b1325-e41f-482d-bc25-1537e68f0d8e,102,,,"[27.8, 19.9]",3825860,2,,,,-0.9204594,,Right Foot,,,,"[40.2, 3.6]",,Ground Pass,,20.480478,,,,Juan Francisco García García,26023.0,,,,,,1,From Kick Off,David Navarro Pedrós,26012.0,Left Center Back,8,Levante UD,221,['d830e289-8083-443b-b654-78b99e1e17e9'],25,,,,,,,,,,,,,,,,,Levante UD,221,00:02:25.640,Pass,
,,,,,,,,,,,,,,,0.905425,,,,,,,,,,,,,54010c9c-7068-42f5-813c-129aaded0ac7,105,,,"[39.9, 4.4]",3825860,2,,,,0.95864385,,Left Foot,,,,"[46.5, 13.8]",,Ground Pass,,11.485643,,,,Joan Verdú Fernández,26211.0,,,,,,1,From Kick Off,Juan Francisco García García,26023.0,Left Back,8,Levante UD,221,['c2739a22-e60d-40c6-8d44-e71405696b29'],28,,,,,,,,,,,,,,,,,Levante UD,221,00:02:28.361,Pass,
,,,,,,,,,,,,,,,0.772303,,,,,,,,,,,,,0f1c2247-1f14-443e-ad2f-3f615c307519,110,,,"[46.3, 9.7]",3825860,2,,,,-3.0488362,,Right Foot,,,,"[37.7, 8.9]",,Ground Pass,,8.637129,,,,Juan Francisco García García,26023.0,,,,,,1,From Kick Off,Joan Verdú Fernández,26211.0,Center Attacking Midfield,8,Levante UD,221,"['0e23082b-3cc3-4722-bf1b-fb56ebf96d1a', 'a1e831fb-eb85-4cc2-923b-1b7ed0916687', 'cf623aab-0192-4375-8a8c-61d92b9250a5']",30,,,,,,,,,,,,,,,,,Levante UD,221,00:02:30.082,Pass,True
,,,,,,,,,,,,,,,1.573135,,,,,,,,,,,,,bfcc6f12-98e8-4b9e-ba32-35b72071f149,112,,,"[37.7, 9.7]",3825860,2,,,,1.017329,,Left Foot,,,,"[52.9, 34.3]",,Ground Pass,,28.917124,,Incomplete,,José Antonio García Rabasco,24149.0,,,,,,1,From Kick Off,Juan Francisco García García,26023.0,Left Back,8,Levante UD,221,"['0e71f071-8dcd-489a-8073-ad3feabdb790', 'f2dc2309-0cad-429d-ba8e-8562e5bf4449']",30,,,,,,,,,,,,,,,,,Levante UD,221,00:02:30.854,Pass,
,,,,,,,,,,,,,,,1.055715,,,,,,,,,,,,,f2dc2309-0cad-429d-ba8e-8562e5bf4449,114,,,"[67.2, 45.8]",3825860,2,,,,1.047518,,Left Foot,,,,"[74.7, 58.8]",,Ground Pass,,15.008331,,,,Jorge Resurrección Merodio,5199.0,,,,,Recovery,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Left Midfield,9,Atlético Madrid,212,"['61e84f6d-4f15-4d4e-bd22-e0dde93a1b17', 'bfcc6f12-98e8-4b9e-ba32-35b72071f149']",32,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:32.427,Pass,
,,,,,,,,,,,,,,,0.75327,,,,,,,,,,,,,49dba05a-2e0c-4814-b7b4-752d1a039d32,116,,,"[74.7, 58.8]",3825860,2,,,,-1.0105643,,Right Foot,,,,"[81.6, 47.8]",,Ground Pass,,12.984991,,,,Ángel Martín Correa,6377.0,,,,,,1,Regular Play,Jorge Resurrección Merodio,5199.0,Right Midfield,9,Atlético Madrid,212,['ea4ec89c-7fb2-4af3-a2ab-635a06470f31'],33,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:33.483,Pass,
,,,,,,,,,,,,,,,4.249733,,,,,,,,,,,,,f71bae8b-1051-4547-96f3-4b4159c6eb96,120,,,"[81.3, 52.2]",3825860,2,,,,0.6698578,,Right Foot,,,,"[116.4, 80.0]",,High Pass,,44.77555,,Out,,Fernando José Torres Sanz,6382.0,,,,,,1,Regular Play,Ángel Martín Correa,6377.0,Left Center Forward,9,Atlético Madrid,212,"['34e866be-8a40-4128-a07e-7bb1ddf7aab6', 'afd2d0b2-4348-419f-92bf-dcd7c8bd5cc8']",35,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:35.090,Pass,True
,,,,,,,,,,,,,,,1.795426,,,,,,,,,,,,,83401975-5f90-4728-9aae-ac0452599c6c,122,,,"[16.2, 0.1]",3825860,3,,,,0.2548957,,,,,,"[44.6, 7.5]",,High Pass,,29.348253,,Incomplete,,Víctor Casadesús Castaño,23791.0,,,,,Throw-in,1,From Throw In,Juan Francisco García García,26023.0,Left Back,10,Levante UD,221,"['1abb9f19-3b8f-46cb-a40c-76b34c1106b5', '9eaa92a5-aa1d-4a3a-a3d4-7a58551298be']",3,,,,,,,,,,,,,,,,,Levante UD,221,00:03:03.532,Pass,
