ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.881615,,,,,,,,,,,,,,c4eb8e2a-64a9-47d1-867e-f342bc21332a,30,,"[63.7, 44.8]",3825843,0,,,,,-1.3701434,,Right Foot,,,"[68.5, 21.2]",,Ground Pass,,24.083189,,,,,Roberto Román Triguero,6914.0,,,,Recovery,1,Regular Play,José Raúl Baena Urdiales,26607.0,Right Defensive Midfield,3,Rayo Vallecano,360,['df623052-f84c-4d1f-81f6-02eb74b919d1'],18,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:18.933,Pass,
,,,,,,,,,,,,,,,1.156819,,,,,,,,,,,,,,8996c04e-2c03-4de7-ba4c-37609d614749,33,,"[76.5, 25.5]",3825843,0,,,,,-0.7391678,,Right Foot,,,"[91.2, 12.1]",,Ground Pass,,19.890953,,,,,Adrián Embarba Blázquez,11539.0,,,,,1,Regular Play,Roberto Román Triguero,6914.0,Left Back,3,Rayo Vallecano,360,['e979b9f5-561e-4d05-893c-dd32625d52ac'],22,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:22.287,Pass,
,,,,,,,,,,,,,,,1.555932,,,,,,,,,,,,,,ae967b2a-0c7e-46c0-ace1-c6bca84cb963,36,,"[104.4, 8.2]",3825843,0,,,,,1.1420995,,Left Foot,True,,"[117.7, 37.3]",,High Pass,,31.995312,,,Incomplete,,,,,,,,1,Regular Play,Adrián Embarba Blázquez,11539.0,Left Midfield,3,Rayo Vallecano,360,['88457db4-c2c1-4044-8daa-6eaae5635801'],26,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:00:26.026,Pass,
,,,,,,,,,,,,,,,8.289065,,,,,,,,,,,,,,18197b00-c3bf-4030-9381-83645d71d510,39,,"[13.9, 49.4]",3825843,0,,,,,0.28941202,,Drop Kick,,,"[99.2, 74.8]",,High Pass,,89.0014,,,Incomplete,,,,,,,,1,Regular Play,Francisco Guillermo Ochoa Magaña,5577.0,Goalkeeper,3,Rayo Vallecano,360,['abbf1d12-9ab9-4f10-8a44-6886d356a40b'],39,,,,,,,,,,,,,,,,,,Málaga,223,00:00:39.253,Pass,
,,,,,,,,,,,,,,,1.422144,,,,,,,,,,,,,,bc10d6a0-4870-4e05-95cf-f458ea31ecbf,45,,"[22.0, 7.4]",3825843,1,,,,,1.896157,,Left Foot,,,"[13.6, 32.3]",,Ground Pass,,26.278698,,,,,Juan Carlos Martín Corral,24255.0,,,,Free Kick,1,From Free Kick,Diego Javier Llorente Ríos,6713.0,Left Center Back,4,Rayo Vallecano,360,['89b6211b-9447-43d8-a779-3ed29c10c638'],5,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:05.307,Pass,
,,,,,,,,,,,,,,,1.780658,,,,,,,,,,,,,,e10b9a0e-08c3-45e7-ba72-763a2066d1f6,48,,"[13.9, 36.5]",3825843,1,,,,,-1.4547127,,Right Foot,,,"[17.2, 8.2]",,Ground Pass,,28.491753,,,,,Diego Javier Llorente Ríos,6713.0,,,,,1,From Free Kick,Juan Carlos Martín Corral,24255.0,Goalkeeper,4,Rayo Vallecano,360,['03c337cb-8665-443b-94f8-9381fc0b27a3'],11,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:11.492,Pass,
,,,,,,,,,,,,,,,1.670676,,,,,,,,,,,,,,0a2b7a7f-17e6-4b3a-8213-50ca548772c3,51,,"[17.2, 7.3]",3825843,1,,,,,-0.18807326,,Right Foot,,,"[48.2, 1.4]",,High Pass,,31.556458,,,Out,,Adrián Embarba Blázquez,11539.0,,,,,1,From Free Kick,Diego Javier Llorente Ríos,6713.0,Left Center Back,4,Rayo Vallecano,360,['7bbc697a-0303-4bed-90f8-b36d25ab05dd'],14,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:14.846,Pass,
,,,,,,,,,,,,,,,2.277476,,,,,,,,,,,,,,6402a6b8-29e3-4fa8-8974-a161a27ff615,53,,"[63.2, 80.0]",3825843,1,,,,,-2.0457358,,,,,"[46.9, 48.3]",,High Pass,,35.645195,,,,,Weligton Róbson Pena de Oliveira,26669.0,,,,Throw-in,1,From Throw In,Roberto José Rosales Altuve,6569.0,Right Back,5,Málaga,223,['3f1f9470-9088-4d4a-911e-4e760abf3f16'],32,,,,,,,,,,,,,,,,,,Málaga,223,00:01:32.110,Pass,
,,,,,,,,,,,,,,,2.247554,,,,,,,,,,,,,,d85d5c89-2de4-4a28-b55f-621021b9a14f,56,,"[44.4, 40.7]",3825843,1,,,,,1.888161,,Left Foot,,,"[39.9, 54.4]",,Ground Pass,,14.420125,,,,,Raúl Albentosa Redal,6727.0,,,,,1,From Throw In,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,5,Málaga,223,['487d93ec-0f67-4ba6-a221-9099cacb14ba'],37,,,,,,,,,,,,,,,,,,Málaga,223,00:01:37.650,Pass,
,,,,,,,,,,,,,,,1.13463,,,,,,,,,,,,,,5e0a32c4-560f-4dd9-9bb4-4fb94047f12e,59,,"[39.1, 55.1]",3825843,1,,,,,1.144602,,Right Foot,,,"[47.0, 72.5]",,Ground Pass,,19.109423,,,,,Roberto José Rosales Altuve,6569.0,,,,,1,From Throw In,Raúl Albentosa Redal,6727.0,Right Center Back,5,Málaga,223,['bd227d4b-73af-4ce1-8b68-e088aa5e2f33'],40,,,,,,,,,,,,,,,,,,Málaga,223,00:01:40.433,Pass,
,,,,,,,,,,,,,,,1.698092,,,,,,,,,,,,,,dfef2945-6ca2-4156-ae4e-2439dfbc05f1,62,,"[45.1, 71.1]",3825843,1,,,,,-0.1252944,,Left Foot,,,"[71.3, 67.8]",,High Pass,,26.407007,,,,,Charles Días Barbosa de Oliveira,6707.0,,,,,1,From Throw In,Roberto José Rosales Altuve,6569.0,Right Back,5,Málaga,223,['47231784-bcb4-48a7-829d-4797313e7b26'],43,,,,,,,,,,,,,,,,,,Málaga,223,00:01:43.314,Pass,
,,,,,,,,,,,,,,,1.457624,,,,,,,,,,,,,,85ba688c-0090-48f1-a7c7-8d75f895ca34,64,,"[72.9, 67.3]",3825843,1,,,,,-1.2291808,,Head,,,"[77.7, 53.8]",,High Pass,,14.327945,,,,,Duje Čop,8419.0,,,,,1,From Throw In,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,5,Málaga,223,['b716ff8e-0c62-4f01-99b6-85eb4f68cba1'],45,,,,,,,,,,,,,,,,,,Málaga,223,00:01:45.012,Pass,
,,,,,,,,,,,,,,,1.940477,,,,,,,,,,,,,,dc001cc1-dbae-457a-8a86-14b1fafe14a6,66,,"[77.7, 53.8]",3825843,1,,,,,2.682662,,Head,,,"[69.2, 58.0]",,High Pass,,9.481033,,,,,Ignacio Camacho Barnola,8234.0,,,,,1,From Throw In,Duje Čop,8419.0,Left Center Forward,5,Málaga,223,['301f3e8a-c21b-42cc-b69c-02033a236d74'],46,,,,,,,,,,,,,,,,,,Málaga,223,00:01:46.470,Pass,
,,,,,,,,,,,,,,,1.371267,,,,,,,,,,,,,,e1a309d2-2858-475f-bf32-9335d925486c,70,,"[72.6, 63.8]",3825843,1,,,,,2.7274542,,Right Foot,,,"[63.5, 67.8]",,Ground Pass,,9.940322,,,,,Roberto José Rosales Altuve,6569.0,,,,,1,From Throw In,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,5,Málaga,223,['a1fe4fab-5de0-4798-84dd-4e68bf33c40c'],49,,,,,,,,,,,,,,,,,,Málaga,223,00:01:49.828,Pass,
,,,,,,,,,,,,,,,0.854674,,,,,,,,,,,,,,aea10eca-1aad-4197-92a9-c76b530f0c58,73,,"[63.4, 69.8]",3825843,1,,,,,-0.39479113,,Left Foot,,,"[79.0, 63.3]",,Ground Pass,,16.9,,,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,,,1,From Throw In,Roberto José Rosales Altuve,6569.0,Right Back,5,Málaga,223,"['aa632da7-f662-4b02-bee8-a197c3045d01', 'c70eae6f-5cf4-4fdc-ae23-e3e781b4d4e2']",52,,,,,,,,,,,,,,,,,,Málaga,223,00:01:52.266,Pass,
,,,,,,,,,,,,,,,1.570453,,,,,,,,,,,,,,98411cb4-cb8a-4d72-b4c4-6a9f36f84491,76,,"[34.9, 29.9]",3825843,1,,,,,-0.10598436,,Head,,,"[49.0, 28.4]",,High Pass,,14.179563,,,Incomplete,,Javier Guerra Rodríguez,11542.0,,,,Recovery,1,From Throw In,Joaquín José Marín Ruiz,24138.0,Right Back,5,Málaga,223,"['e5ef8476-1814-48b6-af4a-867a625caba6', 'ee726681-d28a-47c2-a367-6619158cd857']",55,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:55.098,Pass,
,,,,,,,,,,,,,,,1.625966,,,,,,,,,,,,,,ee726681-d28a-47c2-a367-6619158cd857,79,,"[71.1, 51.7]",3825843,1,,,,True,-1.4492608,,,,,"[72.7, 38.6]",,High Pass,,13.197349,,,,,Federico Ricca Rostagnol,6844.0,,,,Recovery,1,From Throw In,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,5,Málaga,223,"['5f884094-902c-4628-84be-555aa005e6e0', '98411cb4-cb8a-4d72-b4c4-6a9f36f84491', 'e8a42780-4bff-4263-af6a-f380b25cae87']",56,,,,,,,,,,,,,,,,,,Málaga,223,00:01:56.669,Pass,True
,,,,,,,,,,,,,,,1.753189,,,,,,,,,,,,,,b61c5406-cf58-4f04-a3d8-59c0df8f07c6,81,,"[72.9, 38.1]",3825843,1,,,,True,0.64529645,,,,,"[90.7, 51.5]",,High Pass,,22.280035,,,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,,,1,From Throw In,Federico Ricca Rostagnol,6844.0,Left Back,5,Málaga,223,"['5e723cc7-5ddb-43b8-b555-760a47bd0106', 'a5523a86-f7e6-4167-bb70-37ec9f9a59be', 'ae9fa402-4ca0-4dd2-a21b-a482c8c56208']",58,,,,,,,,,,,,,,,,,,Málaga,223,00:01:58.356,Pass,True
,,,,,,,,,,,,,,,1.946054,,,,,,,,,,,,,,a5523a86-f7e6-4167-bb70-37ec9f9a59be,84,,"[29.4, 28.6]",3825843,2,,,,,2.7620833,,Head,,,"[12.1, 35.5]",,Low Pass,,18.625252,,,,,Juan Carlos Martín Corral,24255.0,,,,Recovery,1,Regular Play,Diego Javier Llorente Ríos,6713.0,Left Center Back,6,Rayo Vallecano,360,"['b61c5406-cf58-4f04-a3d8-59c0df8f07c6', 'ca3f89ed-76ed-49c9-af7d-8a129bd7db4d']",0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:00.109,Pass,
,,,,,,,,,,,,,,,1.972144,,,,,,,,,,,,,,a4cfbd47-4a81-461e-9bf3-cfb214d2d3ed,87,,"[12.1, 33.1]",3825843,2,,,,,-0.78070337,,Keeper Arm,,,"[33.5, 11.9]",,Ground Pass,,30.123081,,,,,Roberto Román Triguero,6914.0,,,,,1,Regular Play,Juan Carlos Martín Corral,24255.0,Goalkeeper,6,Rayo Vallecano,360,['35e670bc-78b9-4a88-8a13-002f9c2645ca'],3,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:03.309,Pass,
,,,,,,,,,,,,,,,1.48647,,,,,,,,,,,,,,4b559ca6-d6ff-4eb4-a477-909159174c43,91,,"[28.8, 8.6]",3825843,2,,,,,0.11419633,,Left Foot,,,"[56.7, 11.8]",,High Pass,,28.082912,,,Incomplete,,,,,,,,1,Regular Play,Roberto Román Triguero,6914.0,Left Back,6,Rayo Vallecano,360,"['aedfa4f9-4f30-470a-8388-7d499843d118', 'efcfe865-7f5d-4fb1-ae68-b79f3f6851f6']",8,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:08.999,Pass,True
,,,,,,,,,,,,,,,3.12728,,,,,,,,,,,,,,aedfa4f9-4f30-470a-8388-7d499843d118,92,,"[63.4, 68.3]",3825843,2,,,,,-0.5018235,,Left Foot,,,"[97.3, 49.7]",,High Pass,,38.667427,,,,,Charles Días Barbosa de Oliveira,6707.0,,,,Recovery,1,Regular Play,Roberto José Rosales Altuve,6569.0,Right Back,7,Málaga,223,"['1734cb9a-5a6e-4e3f-b55a-ec7ebb75fbca', '4b559ca6-d6ff-4eb4-a477-909159174c43']",10,,,,,,,,,,,,,,,,,,Málaga,223,00:02:10.486,Pass,
,,,,,,,,,,,,,,,1.643808,,,,,,,,,,,,,,0079bf8c-84da-4d70-be26-8c6d469800c4,96,,"[97.5, 49.4]",3825843,2,,,,,-1.4390341,a5c1c79f-3ca2-4881-aca6-a5eae34f4fb2,Right Foot,,,"[99.7, 32.8]",,Ground Pass,,16.745148,,,,,Gonzalo Castro Irizábal,6740.0,True,,,,1,Regular Play,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,7,Málaga,223,"['2d06f92e-8a59-426d-9751-c2ee4a079bf4', 'a7dc6ea9-7da9-4aa2-bf56-a27859509dc8']",14,,,,,,,,,,,,,,,,,,Málaga,223,00:02:14.436,Pass,True
,,,,,,,,,,,,,,,1.926517,,,,,,,,,,,,,,2b828085-39a1-421e-a266-4a70a6181d42,101,,"[99.4, 0.1]",3825843,2,,,,,2.4616838,,,,,"[90.0, 7.7]",,Low Pass,,12.088011,,,,,José Luis García del Pozo,6580.0,,,,Throw-in,1,From Throw In,Federico Ricca Rostagnol,6844.0,Left Back,8,Málaga,223,['f5a32b78-b1cb-445e-a6c1-7909e2937188'],24,,,,,,,,,,,,,,,,,,Málaga,223,00:02:24.293,Pass,
,,,,,,,,,,,,,,,1.295935,,,,,,,,,,,,,,b2d4c9ef-4900-4bd2-8efb-17f02bc4c78b,105,,"[79.8, 12.6]",3825843,2,,,,,1.9062446,,Right Foot,,,"[76.0, 23.5]",,Ground Pass,,11.543396,,,,,Ignacio Camacho Barnola,8234.0,,,,,1,From Throw In,José Luis García del Pozo,6580.0,Right Defensive Midfield,8,Málaga,223,"['1733f127-d6bb-4798-b2c9-d77fb6b08137', 'f9859e3a-0d91-43aa-bb96-783d3fc21b4e']",30,,,,,,,,,,,,,,,,,,Málaga,223,00:02:30.094,Pass,True
,,,,,,,,,,,,,,,1.936904,,,,,,,,,,,,,,b4da774e-1641-445f-96aa-ddbd0a810292,109,,"[70.0, 33.1]",3825843,2,,,,,2.5598109,,Right Foot,,,"[55.1, 42.9]",,Ground Pass,,17.833956,,,,,Raúl Albentosa Redal,6727.0,,,,,1,From Throw In,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,8,Málaga,223,"['76a7aa98-6dbd-4a49-9904-c4cceaed6793', 'b72c1d55-4857-4603-80a0-ed60e0d02917']",32,,,,,,,,,,,,,,,,,,Málaga,223,00:02:32.624,Pass,True
,,,,,,,,,,,,,,,0.836802,,,,,,,,,,,,,,730fd055-7c54-4db7-99d9-a75ea54c912e,112,,"[55.3, 43.1]",3825843,2,,,,,0.09863719,,Right Foot,,,"[74.5, 45.0]",,Ground Pass,,19.293781,,,,,Juan Pablo Añor Acosta,6563.0,,,,,1,From Throw In,Raúl Albentosa Redal,6727.0,Right Center Back,8,Málaga,223,['cd33e8bd-e341-4add-b5b4-44ed007cf5f9'],34,,,,,,,,,,,,,,,,,,Málaga,223,00:02:34.681,Pass,
