50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.850409,,,,,,,,,,,,,,,b35574a1-4c10-4726-9adf-c22b4bc3de17,45,,"[47.5, 68.8]",3825754,0,,,,,-0.4095603,,Right Foot,,"[60.4, 63.2]",,Ground Pass,,14.063072,,,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,Recovery,1,Regular Play,David García Santana,6927.0,Right Center Back,3,Las Palmas,208,['887b53f7-4c9f-4d66-a81b-7a1c037c986a'],38,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:38.385,Pass,
,,,,,,,,,,,,,,,,,0.975065,,,,,,,,,,,,,,,5a580dd9-d7b1-4551-8826-c4d0e96e16e8,54,,"[33.2, 9.6]",3825754,0,,,,,2.1408367,,Right Foot,,"[25.7, 21.3]",,Ground Pass,,13.897482,,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,1,Regular Play,Nemanja Radoja,6796.0,Left Defensive Midfield,4,Celta Vigo,209,['2e710d70-382d-4b5f-b6de-cd2ccbab6ab7'],44,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:44.636,Pass,
,,,,,,,,,,,,,,,,,2.046611,,,,,,,,,,,,,,,1bd86ef7-6baa-4c08-9871-bf573e8f7b08,57,,"[25.9, 24.1]",3825754,0,,,,,2.5086083,,Left Foot,,"[7.5, 37.6]",,Ground Pass,,22.821262,,,,,Sergio Álvarez Conde,6884.0,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Left Center Back,4,Celta Vigo,209,['bd6c3542-9158-4354-95ee-2f3491771163'],46,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:46.649,Pass,
,,,,,,,,,,,,,,,,,3.145471,,,,,,,,,,,,,,,55439342-d629-4549-b95d-b6ea65e8b6e5,61,,"[7.3, 37.4]",3825754,0,,,,,0.36397895,,Right Foot,,"[64.0, 59.0]",,High Pass,,60.674953,,,,,Claudio Beauvue,6600.0,,,,,,1,Regular Play,Sergio Álvarez Conde,6884.0,Goalkeeper,4,Celta Vigo,209,"['0682450d-a201-4df0-9c95-0a9956c15bf2', '92f7d42e-6d2d-4b1c-afa6-3169d171d019']",50,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:50.006,Pass,True
,,,,,,,,,,,,,,,,,1.686389,,,,,,,,,,,,,,,d37b03cc-9fc3-4f03-9a02-c6181f52b526,65,,"[45.6, 20.9]",3825754,0,,,,,-0.1264405,,Head,,"[57.4, 19.4]",,High Pass,,11.894957,,,,,Roque Mesa Quevedo,3610.0,,,,,Recovery,1,Regular Play,Dani Castellano Betancor,6932.0,Left Back,5,Las Palmas,208,['976ed790-1d56-4d52-ad3b-ed2ba50b0ca0'],55,,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:55.291,Pass,
,,,,,,,,,,,,,,,,,1.959779,,,,,,,,,,,,,,,da94b0f6-d632-43d0-89f8-d43e47a8aad3,71,,"[55.0, 10.4]",3825754,1,,,,,0.22510464,,Right Foot,,"[89.5, 18.3]",,High Pass,,35.392937,,,,,Willian José da Silva,6721.0,,,,,Free Kick,1,From Free Kick,Aythami Artiles Oliva,8440.0,Left Center Back,6,Las Palmas,208,['a73130cc-c542-4139-9d56-990d87ed7c1c'],12,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:12.922,Pass,
,,,,,,,,,,,,,,,,,1.398291,,,,,,,,,,,,,,,e5afa0fa-5748-429f-b6e0-0f4d8b7f3766,75,,"[80.5, 19.6]",3825754,1,,,,,1.474796,,Right Foot,,"[81.8, 33.1]",,Ground Pass,,13.5624485,,,,,Pedro Taunausú Domínguez Placeres,6928.0,,,,,,1,From Free Kick,Willian José da Silva,6721.0,Center Forward,6,Las Palmas,208,"['705cbddb-f05a-4950-9e02-92655c1cd103', '73854015-08c1-419b-bd23-0ccd23009e10']",16,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:16.667,Pass,True
,,,,,,,,,,,,,,,,,1.701651,,,,,,,,,,,,,,,33f6ff3e-fe06-4443-8d56-7734ebcf1135,79,,"[81.1, 38.0]",3825754,1,,,,,1.1735438,,Right Foot,,"[94.4, 69.7]",,Ground Pass,,34.377026,,,,,Mubarak Wakaso,6626.0,,,,,,1,From Free Kick,Pedro Taunausú Domínguez Placeres,6928.0,Center Attacking Midfield,6,Las Palmas,208,"['2052a23e-5738-41c1-be19-7399ea17905f', '47482cbe-0a4a-4f93-84dc-a9de7800ce6a']",19,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:19.214,Pass,True
,,,,,,,,,,,,,,,,,0.855925,,,,,,,,,,,,,,,3dadabf0-6ace-41ef-ba04-f1d92f6b187b,85,,"[28.1, 0.1]",3825754,1,,True,,,0.3270981,,,,"[56.1, 9.6]",,High Pass,,29.567719,,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,7,Celta Vigo,209,['429bd599-3db3-45e7-82ae-5f4824b6d2f4'],30,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:30.894,Pass,
,,,,,,,,,,,,,,,,,2.061777,,,,,,,,,,,,,,,7897e362-ca20-4d48-b3e0-0a81a9c89302,93,,"[66.6, 6.4]",3825754,1,,,,,0.9272952,,Left Foot,,"[94.2, 43.2]",,High Pass,,46.0,,,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,1,From Throw In,Fabián Ariel Orellana Valenzuela,7105.0,Center Attacking Midfield,7,Celta Vigo,209,"['741b460b-527a-409a-bca0-5ad96bdef007', 'a9ef2e62-2432-4478-8028-03a8af18b185']",37,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:37.986,Pass,
,,,,,,,,,,,,,,,,,2.098774,,,,,,,,,,,,,,,741b460b-527a-409a-bca0-5ad96bdef007,95,,"[25.9, 36.9]",3825754,1,,,,,-0.09065989,,Head,,"[36.9, 35.9]",,High Pass,,11.045361,,,,,Roque Mesa Quevedo,3610.0,,,,,Interception,1,From Throw In,Aythami Artiles Oliva,8440.0,Left Center Back,7,Celta Vigo,209,"['7197fef5-6b63-4590-aa81-9be784710703', '7897e362-ca20-4d48-b3e0-0a81a9c89302']",40,,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:40.048,Pass,
,,,,,,,,,,,,,,,,,2.005223,,,,,,,,,,,,,,,133bae9e-2272-4af3-b083-edb06dd3dad2,103,,"[40.5, 62.8]",3825754,1,,,,,2.8581715,,Right Foot,,"[19.9, 68.8]",,Ground Pass,,21.456001,,,,,Hugo Mallo Novegil,6805.0,,,,,,1,From Throw In,Jonathan Castro Otto,6802.0,Right Back,7,Celta Vigo,209,['46e9e6b5-44cb-4af3-85ea-a94a7dffd096'],51,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:51.929,Pass,
,,,,,,,,,,,,,,,,,3.313725,,,,,,,,,,,,,,,914d9192-a582-4e4a-83d3-1297e4ef576b,106,,"[26.6, 76.1]",3825754,1,,,,,-0.0569725,,Right Foot,,"[79.2, 73.1]",,High Pass,,52.685482,,,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Center Back,7,Celta Vigo,209,"['da375a76-1301-4084-a7e4-23f95e3a1cf9', 'f3c9cff1-593c-49a2-84db-ca224cf98d6c']",55,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:55.766,Pass,
,,,,,,,,,,,,,,,,,1.347617,,,,,,,,,,,,,,,82dc75ca-9c3a-4f11-b996-c21f8633a4e9,110,,"[66.6, 80.0]",3825754,2,,,,,-0.3363633,,,,"[80.9, 75.0]",,High Pass,,15.148928,,,,,Claudio Beauvue,6600.0,,,,,Throw-in,1,From Throw In,Jonathan Castro Otto,6802.0,Right Back,8,Celta Vigo,209,['c487d274-9a07-4a88-80e9-301afc626ff1'],13,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:13.480,Pass,
,,,,,,,,,,,,,,,,,0.914866,,,,,,,,,,,,,,,fc0d69b2-4e87-4a76-b169-61716aa0fe31,112,,"[81.1, 75.0]",3825754,2,,,,,-0.10379234,,Head,,"[90.7, 74.0]",,Low Pass,,9.651943,,,,,Iago Aspas Juncal,5217.0,,,,,,1,From Throw In,Claudio Beauvue,6600.0,Right Wing,8,Celta Vigo,209,['fb6f77bb-b066-40e4-be13-52b9db375041'],14,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:14.828,Pass,
,,,,,,,,,,,,,,,,,1.149998,,,,,,,,,,,,,,,824532a1-0d79-416e-bdf1-7422e75d47c2,115,,"[92.7, 74.0]",3825754,2,,,,True,3.0443394,,,,"[84.5, 74.8]",,High Pass,,8.238932,,,,,Claudio Beauvue,6600.0,,,,,,1,From Throw In,Iago Aspas Juncal,5217.0,Center Forward,8,Celta Vigo,209,"['10ff39a8-3687-4f09-831d-f91ca722673b', '2a7c5292-6a05-42ed-bba7-d589f90fda96']",15,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:15.743,Pass,True
,,,,,,,,,,,,,,,,,1.989768,,,,,,,,,,,,,,,d700d33b-8a2e-47fa-baaf-580f306daa32,118,,"[84.7, 74.6]",3825754,2,,,,,-0.62090605,,Right Foot,,"[99.1, 64.3]",,High Pass,,17.70452,,,Incomplete,,,,,,,,,1,From Throw In,Claudio Beauvue,6600.0,Right Wing,8,Celta Vigo,209,['d7ce1b6c-b588-4de0-839d-d10d200c8948'],17,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:17.699,Pass,
,,,,,,,,,,,,,,,,,6.797326,,,,,,,,,,,,,,,3e3fc926-fdd0-4702-a790-32a1c555bd58,121,,"[23.4, 16.8]",3825754,2,,,,,-0.022572527,,Right Foot,,"[98.7, 15.1]",,High Pass,,75.31919,,,Incomplete,,Willian José da Silva,6721.0,,,,,,1,From Throw In,Aythami Artiles Oliva,8440.0,Left Center Back,8,Celta Vigo,209,"['3936fa13-b029-4c81-9d7f-33b17f741f4b', '4a99a76f-63b8-46bf-a655-fd1ec84200b2']",21,,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:21.531,Pass,
,,,,,,,,,,,,,,,,,2.286709,,,,,,,,,,,,,,,c7d14e6c-64a7-4ca0-ab9a-e1bff66656ac,125,,"[28.5, 68.6]",3825754,2,,,,,-1.559101,,Right Foot,,"[28.7, 51.5]",,Ground Pass,,17.10117,,,,,Hugo Mallo Novegil,6805.0,,,,,,1,From Throw In,Gustavo Daniel Cabral Cáceres,6794.0,Left Center Back,8,Celta Vigo,209,['932f7e0d-6cd9-4e7d-a12a-372c3e6a3557'],34,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:34.592,Pass,
,,,,,,,,,,,,,,,,,1.418192,,,,,,,,,,,,,,,15e00630-013a-4101-ba19-4a4b26a2bb44,128,,"[32.8, 38.9]",3825754,2,,,,,-1.4730694,,Right Foot,,"[35.8, 8.3]",,Ground Pass,,30.746708,,,,,Carles Planas Antolínez,7577.0,,,,,,1,From Throw In,Hugo Mallo Novegil,6805.0,Right Center Back,8,Celta Vigo,209,['e8095671-d91b-4f75-9bd8-c9d6ea2bb529'],38,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:38.290,Pass,
,,,,,,,,,,,,,,,,,0.183296,,,,,,,,,,,,,,,fc589129-c370-4d7e-ad96-9ddab167f246,131,,"[39.6, 5.1]",3825754,2,,,,,0.13255154,,Left Foot,,"[44.1, 5.7]",,Low Pass,,4.539824,,,Incomplete,,,,,,,,,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,8,Celta Vigo,209,['08fd85f4-31f3-459d-b200-03e47c2eb798'],43,,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:43.723,Pass,
