50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.60369,,,,,,,,,,,,,,,8fcf8cfb-ca36-40e6-9f41-f02423f43e21,18,,"[27.1, 28.9]",3825662,0,,,,,-0.032362796,,Left Foot,,"[54.9, 28.0]",Ground Pass,,27.814564,Incomplete,,Jonathan Javier Rodríguez Portillo,26288.0,,,,,,1,From Kick Off,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,2,Celta Vigo,209,"['82cdd2fd-d8a2-4793-b913-c550269b96f3', 'c1181914-9698-4167-80ba-b1ca808b693d']",14,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:14.710,Pass,
,,,,,,,,,,,,,,,,,0.8439,,,,,,,,,,,,,,,c1181914-9698-4167-80ba-b1ca808b693d,20,,"[65.2, 52.1]",3825662,0,,,,,-0.38687572,,Right Foot,,"[70.6, 49.9]",Low Pass,,5.8309517,,,Augusto Matías Fernández,19668.0,,,,,Recovery,1,From Kick Off,Hugo Mallo Novegil,6805.0,Right Back,2,Celta Vigo,209,"['327c9362-50b8-4591-a76c-c7fb7033c24f', '8fcf8cfb-ca36-40e6-9f41-f02423f43e21']",16,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:16.314,Pass,
,,,,,,,,,,,,,,,,,0.35865,,,,,,,,,,,,,,,1bcb5332-e2b4-45ce-b651-0be8ef7ef704,23,,"[70.7, 49.9]",3825662,0,,,,,2.6779451,,Right Foot,,"[66.9, 51.8]",Ground Pass,,4.248529,,,Hugo Mallo Novegil,6805.0,,,,,,1,From Kick Off,Augusto Matías Fernández,19668.0,Right Defensive Midfield,2,Celta Vigo,209,['c3953fb1-b7ec-4d6f-9be7-283e7554f930'],17,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:17.198,Pass,
,,,,,,,,,,,,,,,,,2.401536,,,,,,,,,,,,,,,10a18600-602e-482e-ba6c-39eaa465bd6c,26,,"[66.9, 51.8]",3825662,0,,,,,-0.75607324,,Right Foot,,"[86.2, 33.6]",High Pass,,26.52791,,,Iago Aspas Juncal,5217.0,,,,,,1,From Kick Off,Hugo Mallo Novegil,6805.0,Right Back,2,Celta Vigo,209,['068b1cd0-4d65-480a-8d9d-6c55d2dcea86'],17,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:17.896,Pass,
,,,,,,,,,,,,,,,,,0.529282,,,,,,,,,,,,,,,7f07dcae-e0d6-437c-93a8-75b9ed6da225,29,,"[86.5, 33.1]",3825662,0,,,,,-1.0316347,,Left Foot,,"[93.5, 21.4]",Ground Pass,,13.634149,Incomplete,,Manuel Agudo Durán,6724.0,,,,,,1,From Kick Off,Iago Aspas Juncal,5217.0,Center Forward,2,Celta Vigo,209,"['9654bd88-2169-45b6-826d-580f9d9721ff', 'f0c98802-000b-4412-bf16-4e5c45902609']",20,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:20.983,Pass,
,,,,,,,,,,,,,,,,,1.193184,,,,,,,,,,,,,,,14e3238e-3b2a-4938-8e8c-469fb5fadaa2,38,,"[89.5, 5.6]",3825662,0,,,,,1.8730688,,Right Foot,,"[86.6, 14.9]",Ground Pass,,9.741663,,,Augusto Matías Fernández,19668.0,,,,,,1,From Kick Off,Jonathan Castro Otto,6802.0,Left Back,2,Celta Vigo,209,['df0d858c-ba1e-45bd-bfe0-0b21ea7470a8'],28,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:28.208,Pass,
,,,,,,,,,,,,,,,,,1.188821,,,,,,,,,,,,,,,baf81c05-f61d-4009-b0c5-6e1b89f16d40,41,,"[85.7, 14.9]",3825662,0,,,,,2.8929973,,Right Foot,,"[72.7, 18.2]",Ground Pass,,13.412308,,,Daniel Wass,6797.0,,,,,,1,From Kick Off,Augusto Matías Fernández,19668.0,Right Defensive Midfield,2,Celta Vigo,209,['7b4a19eb-3e86-4e71-9f89-a8967169f46b'],29,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:29.585,Pass,
,,,,,,,,,,,,,,,,,0.865199,,,,,,,,,,,,,,,2ad09583-bdeb-44e1-a05a-c1538a1031fe,44,,"[72.3, 18.9]",3825662,0,,,,,-2.8803742,,Right Foot,,"[52.1, 13.5]",Ground Pass,,20.909328,,,Andreu Fontàs Prat,6890.0,,,,,,1,From Kick Off,Daniel Wass,6797.0,Left Defensive Midfield,2,Celta Vigo,209,['3c87ec9a-4506-4eb3-bfaf-78ce1c11a35d'],31,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:31.105,Pass,
,,,,,,,,,,,,,,,,,1.944042,,,,,,,,,,,,,,,54b3858d-9e92-4c40-940d-2076600c8ec0,47,,"[52.1, 13.7]",3825662,0,,,,,1.6814536,,Left Foot,,"[48.3, 47.9]",Ground Pass,,34.410465,,,Sergi Gómez Solà,6804.0,,,,,,1,From Kick Off,Andreu Fontàs Prat,6890.0,Left Center Back,2,Celta Vigo,209,['a2f8074b-be15-481e-9a34-8a0fea2ca3dc'],32,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:32.115,Pass,
,,,,,,,,,,,,,,,,,1.245234,,,,,,,,,,,,,,,46f1d475-d051-4d14-af00-64268ef5c2e1,50,,"[48.1, 48.7]",3825662,0,,,,,1.3811393,,Right Foot,,"[52.4, 71.1]",Ground Pass,,22.808989,,,Hugo Mallo Novegil,6805.0,,,,,,1,From Kick Off,Sergi Gómez Solà,6804.0,Right Center Back,2,Celta Vigo,209,['93727903-a3fb-4f4c-8e53-7253b1942f00'],35,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:35.832,Pass,
,,,,,,,,,,,,,,,,,1.884351,,,,,,,,,,,,,,,c20e6d12-82cb-4fe8-af4f-07db9398c291,53,,"[52.9, 71.9]",3825662,0,,,,,-0.046162833,,Right Foot,,"[89.7, 70.2]",High Pass,,36.839245,Incomplete,,Manuel Agudo Durán,6724.0,,,,,,1,From Kick Off,Hugo Mallo Novegil,6805.0,Right Back,2,Celta Vigo,209,"['522e41d3-2e56-4aad-9724-bf2d0ea4bd96', '692855bd-d4c9-43c3-a66e-f22587959206']",37,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:37.857,Pass,
,,,,,,,,,,,,,,,,,0.261128,,,,,,,,,,,,,,,97b03821-28e2-40a6-8d2e-72196bde51c5,57,,"[31.5, 9.3]",3825662,0,,,,,-0.094951704,,Left Foot,,"[35.7, 8.9]",Low Pass,,4.2190046,Incomplete,,,,,,,,,1,From Kick Off,Fernando Navarro i Corbacho,6913.0,Left Back,2,Celta Vigo,209,['950be131-ced5-4e5e-9cee-726bff8eba0f'],40,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:40.477,Pass,
,,,,,,,,,,,,,,,,,0.96209,,,,,,,,,,,,,,,c3d9dcb2-2979-4a2c-815e-cbe97d3831d4,62,,"[34.3, 6.4]",3825662,0,,,,,0.05473978,,Left Foot,,"[41.6, 6.8]",Ground Pass,,7.3109508,,,Pedro Mosquera Parada,6733.0,,,,,,1,From Kick Off,Fernando Navarro i Corbacho,6913.0,Left Back,2,Celta Vigo,209,['739e6bd7-fed0-480e-a2ca-27e3a0d4815c'],41,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:00:41.557,Pass,
,,,,,,,,,,,,,,,,,1.017571,,,,,,,,,,,,,,,2a7f820a-89e5-44fb-b5bb-8c2bc84150c0,70,,"[104.3, 67.4]",3825662,0,,,,,-1.3521274,,Right Foot,True,"[108.9, 46.7]",High Pass,,21.204952,Incomplete,,,,,,,,,1,From Kick Off,Fabián Ariel Orellana Valenzuela,7105.0,Right Wing,2,Celta Vigo,209,['0b668e02-99c6-4310-855d-247946ffbcbb'],52,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:52.681,Pass,
,,,,,,,,,,,,,,,,,1.830315,,,,,,,,,,,,,,,be964256-c5fd-43b6-8824-8c059fd99e05,72,,"[120.0, 80.0]",3825662,1,,,,,-1.862513,,Right Foot,,"[109.4, 44.7]",High Pass,,36.857155,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,Daniel Wass,6797.0,Left Defensive Midfield,3,Celta Vigo,209,['3b3065df-bf58-4a0a-a9e6-905f19150565'],21,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:21.500,Pass,
,,,,,,,,,,,,,,,,,1.264158,,,,,,,,,,,,,,,31032a95-73af-44bb-b95e-639ee8a6557b,77,,"[38.3, 28.4]",3825662,1,,,,,-0.11555434,,Right Foot,,"[49.5, 27.1]",Ground Pass,,11.275194,,,Juan Francisco Moreno Fuertes,6738.0,,,,,,1,From Corner,Sidnei Rechel da Silva Júnior,6777.0,Left Center Back,3,Celta Vigo,209,"['493aac43-8f99-4132-924e-8097b3254c44', '9e4c9972-66f4-4003-ae92-cbc794d57338']",26,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:26.859,Pass,True
,,,,,,,,,,,,,,,,,2.965249,,,,,,,,,,,,,,,46f86d4f-f237-4128-b5c3-cd759b8edf6f,81,,"[58.2, 39.6]",3825662,1,,,,,0.048011124,,Right Foot,,"[91.5, 41.2]",Ground Pass,,33.338417,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,,1,From Corner,Juan Francisco Moreno Fuertes,6738.0,Right Back,3,Celta Vigo,209,"['1747cb52-e043-4dd9-87d6-2b4a2b02dd8f', 'b20351c1-1f0c-47d9-a509-d18d6a6ffd0c']",29,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:29.261,Pass,
,,,,,,,,,,,,,,,,,0.839767,,,,,,,,,,,,,,,3e76187b-56fc-4df2-bb9d-5209325dfc5d,85,,"[106.8, 25.4]",3825662,1,,,,,1.3719105,,Left Foot,,"[109.4, 38.3]",Ground Pass,,13.159408,Pass Offside,,Lucas Pérez Martínez,6732.0,,,,,Recovery,1,From Corner,Luis Carlos Correia Pinto,6734.0,Left Wing,3,Celta Vigo,209,['b5badd48-1836-417d-bf03-ee6a3e5c640b'],34,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:01:34.444,Pass,
,,,,,,,,,,,,,,,,,3.360872,,,,,,,,,,,,,,,73ad7a2c-4a51-452d-abb5-d46ada5ac4a5,87,,"[13.0, 43.1]",3825662,2,,,,,0.030513782,,Right Foot,,"[81.8, 45.2]",High Pass,,68.83204,,,Pedro Pablo Hernández,6801.0,,,,,Free Kick,1,From Free Kick,Sergio Álvarez Conde,6884.0,Goalkeeper,4,Celta Vigo,209,['4dda4b08-c680-42b7-ae87-b5776133aaf8'],11,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:11.445,Pass,
,,,,,,,,,,,,,,,,,0.455813,,,,,,,,,,,,,,,9af999f4-e9ab-48b3-b78f-00211df44d04,90,,"[81.5, 45.6]",3825662,2,,,,True,-0.13322675,,,,"[91.2, 44.3]",High Pass,,9.786726,,,Iago Aspas Juncal,5217.0,,,,,,1,From Free Kick,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,4,Celta Vigo,209,"['3ce4045e-51d7-43e9-8299-bc396685c0a0', '857dd6db-7102-4eec-9d51-594dc345456b']",14,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:14.877,Pass,True
,,,,,,,,,,,,,,,,,1.463017,,,,,,,,,,,,,,,537107db-2a59-4224-9328-ddbc2fb1cf8d,92,,"[90.6, 44.7]",3825662,2,,,,,-1.7435535,,Head,,"[88.0, 29.8]",Low Pass,,15.125145,,,Manuel Agudo Durán,6724.0,,,,,,1,From Free Kick,Iago Aspas Juncal,5217.0,Center Forward,4,Celta Vigo,209,['0618252b-f9aa-4839-adf5-3c788f977443'],15,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:15.540,Pass,
,,,,,,,,,,,,,,,,,0.271687,,,,,,,,,,,,,,,5b7b3d49-db87-481b-aa9c-911794c63be5,95,,"[86.0, 29.2]",3825662,2,,,,,-0.09844616,,Right Foot,,"[94.1, 28.4]",Ground Pass,,8.13941,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,1,From Free Kick,Manuel Agudo Durán,6724.0,Left Wing,4,Celta Vigo,209,"['92d9e5a9-e264-4a6f-bd4e-d809bafe0778', 'a941c104-d09e-48ee-b6e6-26649a81c9c6']",17,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:17.287,Pass,
,,,,,,,,,,,,,,,,,2.543898,,,,,,,,,,,,,,,22c0ed2e-43af-432f-b78a-712209ddc708,99,,"[89.3, 0.1]",3825662,2,,,,,2.8359697,,,,"[70.6, 6.0]",Low Pass,,19.608671,,,Andreu Fontàs Prat,6890.0,,,,,Throw-in,1,From Throw In,Jonathan Castro Otto,6802.0,Left Back,5,Celta Vigo,209,['39913809-92c4-4829-a319-7a39b92b8cb7'],29,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:29.024,Pass,
,,,,,,,,,,,,,,,,,1.433406,,,,,,,,,,,,,,,ffd67a91-fb85-4b68-bd3e-2689789e04df,102,,"[67.7, 8.1]",3825662,2,,,,,2.3122668,,Left Foot,,"[50.3, 27.1]",Ground Pass,,25.76354,,,Sergi Gómez Solà,6804.0,,,,,,1,From Throw In,Andreu Fontàs Prat,6890.0,Left Center Back,5,Celta Vigo,209,['7e475b94-0553-4c41-b01c-488b62c31dd0'],32,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:32.788,Pass,
,,,,,,,,,,,,,,,,,3.379308,,,,,,,,,,,,,,,51b15a53-e728-4244-b052-e26a1cfd7ccf,105,,"[49.9, 28.4]",3825662,2,,,,,-0.11710875,,Right Foot,,"[85.6, 24.2]",High Pass,,35.94621,Incomplete,,,,,,,,,1,From Throw In,Sergi Gómez Solà,6804.0,Right Center Back,5,Celta Vigo,209,['6a25a90d-df01-45ea-b0c8-471907c5f604'],34,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:34.341,Pass,
,,,,,,,,,,,,,,,,,1.212951,,,,,,,,,,,,,,,6a25a90d-df01-45ea-b0c8-471907c5f604,107,,"[34.5, 55.9]",3825662,2,,,,True,1.4664152,,,,"[35.6, 66.4]",Low Pass,,10.557462,Incomplete,,Juan Francisco Moreno Fuertes,6738.0,,,,,Recovery,1,From Throw In,Alejandro Arribas Garrido,6869.0,Right Center Back,5,Celta Vigo,209,"['51b15a53-e728-4244-b052-e26a1cfd7ccf', '9fbc9864-2c3e-487c-bf1a-0cdbb27366bc', 'a43e344b-11d9-4abb-ae9e-e1cdbe41f080', 'b2a390f0-45b8-41d4-b837-f2d9014bcaf1']",37,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:37.721,Pass,True
,,,,,,,,,,,,,,,,,4.917388,,,,,,,,,,,,,,,9f71d090-bc70-4abf-b291-dedfeea89553,115,,"[31.9, 73.3]",3825662,2,,,,,-0.21018259,,Right Foot,,"[106.9, 57.3]",High Pass,,76.687675,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,,1,From Throw In,Juan Francisco Moreno Fuertes,6738.0,Right Back,5,Celta Vigo,209,"['06b73234-1515-4b84-975b-c2a7b1a6aa77', 'ce1752b6-c468-44a4-8be2-04394d65f72b']",41,,,,,,,,,,,,,,,,,RC Deportivo La Coruña,219,00:02:41.760,Pass,
,,,,,,,,,,,,,,,,,1.379919,,,,,,,,,,,,,,,e26539af-7d68-43b5-91ed-09901731a138,119,,"[14.0, 24.7]",3825662,2,,True,,,0.09124916,,Keeper Arm,,"[29.3, 26.1]",Ground Pass,,15.363918,,,Daniel Wass,6797.0,,,,,,1,From Throw In,Sergio Álvarez Conde,6884.0,Goalkeeper,5,Celta Vigo,209,['5e9475e7-2f73-4ba4-a996-8f496c9d0d25'],48,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:48.176,Pass,
,,,,,,,,,,,,,,,,,1.233767,,,,,,,,,,,,,,,688496dc-49ca-466c-952a-74ede1f5299e,121,,"[41.4, 24.7]",3825662,2,,,,,-1.3532422,,Right Foot,,"[45.6, 5.7]",Ground Pass,,19.458673,,,Jonathan Castro Otto,6802.0,,,,,,1,From Throw In,Daniel Wass,6797.0,Left Defensive Midfield,5,Celta Vigo,209,['f9fdc046-4a9f-4926-8463-2617f25d97b9'],52,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:52.517,Pass,
,,,,,,,,,,,,,,,,,1.271704,,,,,,,,,,,,,,,a8d769e2-07f3-4ebc-a689-2e9591c6ae73,124,,"[48.5, 5.7]",3825662,2,,,,,-0.1746722,,Right Foot,,"[62.1, 3.3]",Ground Pass,,13.810142,,,Manuel Agudo Durán,6724.0,,,,,,1,From Throw In,Jonathan Castro Otto,6802.0,Left Back,5,Celta Vigo,209,['60015304-b882-4f7a-8dcd-26ae12e9328f'],54,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:54.731,Pass,
,,,,,,,,,,,,,,,,,2.865418,,,,,,,,,,,,,,,273c7e1c-db2d-42ff-b9f2-390727e28411,127,,"[62.9, 3.3]",3825662,2,,,,,0.17152615,,Other,,"[88.3, 7.7]",High Pass,,25.778286,Incomplete,,Pedro Pablo Hernández,6801.0,,,,,,1,From Throw In,Manuel Agudo Durán,6724.0,Left Wing,5,Celta Vigo,209,"['146e6e02-3e95-43f0-bc27-c3c55d5f7372', 'f180d00e-2af9-4bc8-ad98-f1cba933602c']",56,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:56.002,Pass,
