bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.978777,,,,,,,,,,,,,,75f0e924-e230-440b-ab76-14156a5486d0,14,,"[33.0, 15.4]",3825785,0,,,,,-0.9459101,,Right Foot,,,"[41.8, 3.2]",,Ground Pass,,15.042606,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Real Madrid,220,['b97804d3-a475-4027-8f4b-84036e8ef3b0'],5,,,,,,,,,,,,,,,,Real Madrid,220,00:00:05.870,Pass,
,,,,,,,,,,,,,,,,,1.549409,,,,,,,,,,,,,,801c1edf-096d-490d-a1f4-1f32409be12a,16,,"[41.8, 3.2]",3825785,0,,,,,0.09559812,,Left Foot,,,"[56.4, 4.6]",,High Pass,,14.666969,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,From Kick Off,Marcelo Vieira da Silva Júnior,5552.0,Left Back,2,Real Madrid,220,"['6a82a0f6-2f6a-40e0-a165-974521be30b4', '81d73a2c-8682-4629-a54b-d86ac2e76d8b']",7,,,,,,,,,,,,,,,,Real Madrid,220,00:00:07.849,Pass,
,,,,,,,,,,,True,,,,,,0.873002,,,,,,,,,,,,,,6a82a0f6-2f6a-40e0-a165-974521be30b4,18,,"[63.7, 75.5]",3825785,0,,,,,-0.9886588,,Other,,,"[68.9, 67.6]",,Low Pass,,9.457801,,,Ricardo Jorge Luz Horta,10868.0,,,,,,Interception,1,Regular Play,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,3,Málaga,223,"['67dc3bcf-0846-48f7-bac7-dddd1e7d8aa0', '801c1edf-096d-490d-a1f4-1f32409be12a']",9,,,,,,,,,,,,,,,,Málaga,223,00:00:09.398,Pass,
,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,74ee3a50-a498-4973-b259-aabfb56b767d,22,,"[67.8, 69.0]",3825785,0,,,,,1.825421,,Right Foot,,,"[65.9, 76.3]",,Ground Pass,,7.543209,,,Roberto José Rosales Altuve,6569.0,,,,,,,1,Regular Play,Ricardo Jorge Luz Horta,10868.0,Left Midfield,3,Málaga,223,['ed057340-ebc8-4712-ba45-2ef289858ac2'],10,,,,,,,,,,,,,,,,Málaga,223,00:00:10.331,Pass,
,,,,,,,,,,,,,,,,,1.128811,,,,,,,,,,,,,,08ccb57e-85c5-40c8-939d-abddd6ece618,26,,"[65.8, 76.6]",3825785,0,,,,,-1.9801167,,Left Foot,,,"[59.9, 63.0]",,Low Pass,,14.824641,,,José Luis García del Pozo,6580.0,,,,,,,1,Regular Play,Roberto José Rosales Altuve,6569.0,Right Back,3,Málaga,223,['a8d353b3-7ddf-4a17-bcb2-20794ea17368'],11,,,,,,,,,,,,,,,,Málaga,223,00:00:11.275,Pass,
,,,,,,,,,,,,,,,,,1.139267,,,,,,,,,,,,,,1954750d-e0c2-4306-af9c-f6f8d4665899,30,,"[59.5, 62.0]",3825785,0,,,,,2.905479,,Right Foot,,,"[46.2, 65.2]",,Ground Pass,,13.679546,,,Raúl Albentosa Redal,6727.0,,,,,,,1,Regular Play,José Luis García del Pozo,6580.0,Right Defensive Midfield,3,Málaga,223,['f73419dc-0cfb-447d-b20f-7916a635a649'],13,,,,,,,,,,,,,,,,Málaga,223,00:00:13.106,Pass,
,,,,,,,,,,,,,,,,,2.192545,,,,,,,,,,,,,,3c21fc19-d8e9-4ba1-a275-ce415d8e2979,34,,"[42.0, 64.3]",3825785,0,,,,,-2.5594552,,Right Foot,,,"[10.4, 43.5]",,Ground Pass,,37.831203,,,Idriss Carlos Kameni,26103.0,,,,,,,1,Regular Play,Raúl Albentosa Redal,6727.0,Right Center Back,3,Málaga,223,['01afd9c8-2904-4e02-817e-8680054b0c2c'],15,,,,,,,,,,,,,,,,Málaga,223,00:00:15.196,Pass,
,,,,,,,,,,,,,,,,,2.493363,,,,,,,,,,,,,,8715f2fe-dc2a-40e4-9a1e-9826f3cfbc9c,37,,"[11.6, 47.0]",3825785,0,,,,,0.9169098,,Right Foot,,,"[36.2, 79.1]",,High Pass,,40.44218,Out,,Roberto José Rosales Altuve,6569.0,,,,,,,1,Regular Play,Idriss Carlos Kameni,26103.0,Goalkeeper,3,Málaga,223,['ddb3df17-0dff-4f45-b478-c4a42b2eadce'],19,,,,,,,,,,,,,,,,Málaga,223,00:00:19.765,Pass,
,,,,,,,,,,,,,,,,,0.946964,,,,,,,,,,,,,,9ed49156-87f3-4f67-8db0-715be3bada0c,39,,"[70.9, 0.1]",3825785,0,,,,,1.5582969,,,,,"[71.0, 8.1]",,Low Pass,,8.000625,,,Mateo Kovačić,5456.0,,,,,,Throw-in,1,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,4,Real Madrid,220,['9c56234e-8744-4b6c-8266-7c5a204f85b7'],31,,,,,,,,,,,,,,,,Real Madrid,220,00:00:31.658,Pass,
,,,,,,,,,,,,,,,,,0.631309,,,,,,,,,,,,,,a34a3c5d-1648-4a01-88eb-c0d3265a9c84,41,,"[70.7, 7.8]",3825785,0,,,,,-1.2924967,,Right Foot,,,"[72.1, 2.9]",,Ground Pass,,5.096077,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,From Throw In,Mateo Kovačić,5456.0,Left Center Midfield,4,Real Madrid,220,['e8566201-9225-4098-9f4a-7725f94bd2f0'],32,,,,,,,,,,,,,,,,Real Madrid,220,00:00:32.605,Pass,
,,,,,,,,,,,,,,,,,0.196867,,,,,,,,,,,,,,6f96b937-3fdb-4072-9aed-206f7c27bd7a,45,,"[76.9, 3.8]",3825785,0,,,,,0.0,,Left Foot,,,"[80.1, 3.8]",,Ground Pass,,3.2,Incomplete,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,4,Real Madrid,220,"['12fc3abd-ca7f-4575-b5ad-a5ff34aa79b0', 'a75cbab3-eef4-48c5-97df-b6bdfa862799', 'e8efbb95-0c42-43b0-b115-a92f4fcfd1c4']",34,,,,,,,,,,,,,,,,Real Madrid,220,00:00:34.625,Pass,True
,,,,,,,,,,,,,,,,,1.122257,,,,,,,,,,,,,,982077f4-5002-46cd-9c19-36c076b4df97,48,,"[77.6, 0.1]",3825785,0,,,,,1.7928783,,,,,"[75.5, 9.4]",,Low Pass,,9.534149,,,Mateo Kovačić,5456.0,,,,,,Throw-in,1,From Throw In,Marcelo Vieira da Silva Júnior,5552.0,Left Back,5,Real Madrid,220,['07a6db5f-1d49-46a8-a835-ca2a9a354f12'],46,,,,,,,,,,,,,,,,Real Madrid,220,00:00:46.357,Pass,
,,,,,,,,,,,,,,,,,1.150718,,,,,,,,,,,,,,2108ec02-3993-48eb-89ba-4827a20361ec,60,,"[72.4, 62.3]",3825785,0,,,,,-0.44286537,,Right Foot,,,"[89.9, 54.0]",,Ground Pass,,19.36853,Incomplete,,Charles Días Barbosa de Oliveira,6707.0,,,,,,,1,From Throw In,Duje Čop,8419.0,Left Center Forward,5,Real Madrid,220,"['088ad7e3-c0fb-4cc4-9604-9ced410f3091', '6c703296-147d-48fa-82e1-b1f0d115fd79']",53,,,,,,,,,,,,,,,,Málaga,223,00:00:53.245,Pass,
,,,,,,,,,,,,,,,,,1.909333,,,,,,,,,,,,,,48774ea7-3a70-44e5-9b12-922fcc98620e,63,,"[18.5, 14.3]",3825785,0,,,,,2.1553466,,Right Foot,,,"[5.2, 34.4]",,Ground Pass,,24.101868,,,Keylor Navas Gamboa,5597.0,,,,,,Recovery,1,From Throw In,Sergio Ramos García,5201.0,Left Center Back,5,Real Madrid,220,['e167ee57-da37-4dae-af20-a438104b9da6'],56,,,,,,,,,,,,,,,,Real Madrid,220,00:00:56.341,Pass,
,,,,,,,,,,,,,,,,,1.290327,,,,,,,,,,,,,,f26f272a-2852-4eab-a1f5-1449c555e1db,67,,"[6.6, 29.6]",3825785,0,,,,,-1.4490242,,Right Foot,,,"[10.1, 1.0]",,High Pass,,28.813364,Out,,,,,,,,,,1,From Throw In,Keylor Navas Gamboa,5597.0,Goalkeeper,5,Real Madrid,220,['af532721-188f-4428-bfea-cad8628fdcf4'],58,,,,,,,,,,,,,,,,Real Madrid,220,00:00:58.290,Pass,True
,,,,,,,,,,,,,,,,,1.686304,,,,,,,,,,,,,,e6a6da3b-dfa6-4f7c-bb2d-7574200d9ad9,68,,"[103.0, 80.0]",3825785,1,,True,,,-0.52629614,,,,,"[113.5, 73.9]",,Low Pass,,12.143311,,,Duje Čop,8419.0,,,,,,Throw-in,1,From Throw In,Roberto José Rosales Altuve,6569.0,Right Back,6,Málaga,223,['c2c8fa0e-c743-44ee-aafe-7c9512a60ab3'],8,,,,,,,,,,,,,,,,Málaga,223,00:01:08.352,Pass,
,,,,,,,,,,,,,,,,,0.955948,,,,,,,,,,,,,,d00292bc-1459-4657-887f-82a65f0a4b3a,70,,"[111.2, 73.4]",3825785,1,,,,,-1.5582447,,Left Foot,True,,"[111.5, 49.5]",,High Pass,,23.901882,Incomplete,,,,,,,,,,1,From Throw In,Duje Čop,8419.0,Left Center Forward,6,Málaga,223,['558b1417-6852-4e30-87ed-e4284f443cd4'],11,,,,,,,,,,,,,,,,Málaga,223,00:01:11.035,Pass,
,,,,,,,,,,,,,,,,,1.335298,,,,,,,,,,,,,,fdfc5b8f-8851-49a6-8013-6226edde4471,73,,"[80.4, 55.6]",3825785,1,,,,,-1.4790047,,Right Foot,,,"[82.6, 31.7]",,Ground Pass,,24.001041,Incomplete,,,,,,,,,Recovery,1,From Throw In,Raúl Albentosa Redal,6727.0,Right Center Back,6,Málaga,223,['529c9ebf-479e-4cdc-9f34-637d44c693c6'],15,,,,,,,,,,,,,,,,Málaga,223,00:01:15.809,Pass,
,,,,,,,,,,,,,,,,,4.371574,,,,,,,,,,,,,,9551baac-7b58-41b7-9a9a-3f4aa9cf2ed9,78,,"[46.3, 46.3]",3825785,1,,True,,,0.4517325,,Right Foot,,,"[90.2, 67.6]",,Ground Pass,,48.794468,,,Jesé Rodríguez Ruiz,3990.0,,,,,,Free Kick,1,From Free Kick,Luka Modrić,5463.0,Right Center Midfield,8,Real Madrid,220,['9d9cf621-fcee-4d78-9ec6-9e58b4f1ad1a'],51,,,,,,,,,,,,,,,,Real Madrid,220,00:01:51.319,Pass,
,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,294f3934-3999-48b9-ba19-467871661103,85,,"[6.0, 36.0]",3825785,2,,,,,-1.561868,,Right Foot,,,"[6.2, 13.6]",,Ground Pass,,22.400892,,,Weligton Róbson Pena de Oliveira,26669.0,,,,,,Goal Kick,1,From Goal Kick,Idriss Carlos Kameni,26103.0,Goalkeeper,9,Málaga,223,['dc6290c9-a4fc-45fa-8dbd-524188f61b29'],19,,,,,,,,,,,,,,,,Málaga,223,00:02:19.984,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,28965721-f85b-464c-a352-34d65845e632,87,,"[13.5, 17.8]",3825785,2,,True,,,2.014948,,Right Foot,,,"[6.6, 32.3]",,Ground Pass,,16.05802,,,Idriss Carlos Kameni,26103.0,,,,,,,1,From Goal Kick,Weligton Róbson Pena de Oliveira,26669.0,Left Center Back,9,Málaga,223,['975d1257-da3f-433f-b83a-a6b32853acc7'],25,,,,,,,,,,,,,,,,Málaga,223,00:02:25.477,Pass,
,,,,,,,,,,,,,,,,,2.628726,,,,,,,,,,,,,,f4209ffd-4500-42a1-b485-052ec9fccd57,89,,"[11.8, 35.1]",3825785,2,,,,,-0.62815523,,Right Foot,,,"[58.2, 1.4]",,High Pass,,57.346752,,,Miguel Torres Gómez,6878.0,,,,,,,1,From Goal Kick,Idriss Carlos Kameni,26103.0,Goalkeeper,9,Málaga,223,['c8c0abe2-fcbb-462f-8f54-8a429961b7d4'],28,,,,,,,,,,,,,,,,Málaga,223,00:02:28.764,Pass,
,,,,,,,,,,,,,,,,,1.343849,,,,,,,,,,,,,,61fe8b3f-50a9-4a00-a88c-b0fa4f98673e,91,,"[58.2, 1.4]",3825785,2,,,,,1.1107588,,Head,,,"[63.7, 12.5]",,High Pass,,12.3878975,,,Ignacio Camacho Barnola,8234.0,,,,,,,1,From Goal Kick,Miguel Torres Gómez,6878.0,Left Back,9,Málaga,223,['425ff0e9-d33e-4184-abe7-ac67b0cc6340'],31,,,,,,,,,,,,,,,,Málaga,223,00:02:31.629,Pass,
,,,,,,,,,,,,,,,,,1.270127,,,,,,,,,,,,,,d0b9cbde-1255-491f-a11a-cff825249dfe,94,,"[63.7, 12.5]",3825785,2,,,,,2.1672974,,Right Foot,,,"[58.2, 20.6]",,Low Pass,,9.7908125,Incomplete,,,,,,,,,,1,From Goal Kick,Ignacio Camacho Barnola,8234.0,Left Defensive Midfield,9,Málaga,223,['dcee26e7-0a75-4fdf-9fe2-b1fc2f625f7f'],33,,,,,,,,,,,,,,,,Málaga,223,00:02:33.025,Pass,
,,,,,,,,,,,,,,,,,1.12832,,,,,,,,,,,,,,cbe98543-3bb7-4faf-aa5e-e50e52cc8a83,97,,"[59.6, 57.7]",3825785,2,,,,,-1.5969342,,Left Foot,,,"[59.2, 42.4]",,Ground Pass,,15.305228,,,Mateo Kovačić,5456.0,,,,,,,1,Regular Play,Toni Kroos,5574.0,Center Defensive Midfield,10,Real Madrid,220,['acc5c212-9e32-4552-80d5-724129b38493'],35,,,,,,,,,,,,,,,,Real Madrid,220,00:02:35.177,Pass,
,,,,,,,,,,,,,,,,,0.892746,,,,,,,,,,,,,,5a0c9960-bfac-47a5-91c2-dad52620e97b,101,,"[59.6, 41.5]",3825785,2,,,,,2.7367008,,Right Foot,,,"[54.7, 43.6]",,Ground Pass,,5.3310413,,,Toni Kroos,5574.0,,,,,,,1,Regular Play,Mateo Kovačić,5456.0,Left Center Midfield,10,Real Madrid,220,"['0dd18e79-f998-48f9-8250-3ae2189a2a23', 'c72586e8-08d6-4702-9a42-bcd31d98128e']",36,,,,,,,,,,,,,,,,Real Madrid,220,00:02:36.679,Pass,True
,,,,,,,,,,,,,,,,,2.122357,,,,,,,,,,,,,,48ddf495-785e-404f-acbf-d424e2e5d787,104,,"[54.7, 43.6]",3825785,2,,,,,-1.412854,,Left Foot,,,"[60.8, 5.3]",,Ground Pass,,38.782726,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,Regular Play,Toni Kroos,5574.0,Center Defensive Midfield,10,Real Madrid,220,['5b9a4002-2b4e-4fa1-9994-b71c4c42fb07'],37,,,,,,,,,,,,,,,,Real Madrid,220,00:02:37.578,Pass,
,,,,,,,,,,,,,,,,,2.971582,,,,,,,,,,,,,,85305b2d-26a7-41fe-8ff1-b3c34db531c5,107,,"[70.0, 7.0]",3825785,2,,,,,0.39533302,612382df-62e0-411d-80bc-bd69f1704178,Left Foot,,,"[109.3, 23.4]",,Ground Pass,,42.58462,,,Francisco Román Alarcón Suárez,4926.0,True,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,10,Real Madrid,220,['7546f70a-737d-408c-9e4b-f74c6fc173db'],41,,,,,,,,,,,,,,,,Real Madrid,220,00:02:41.628,Pass,
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,ffda6a57-cb6b-458b-a0aa-aa5c2ecb83ee,122,,"[29.8, 55.4]",3825785,2,,,,,-0.8164441,,Head,,,"[37.6, 47.1]",,Low Pass,,11.389908,,,Duje Čop,8419.0,,,,,,Recovery,1,Regular Play,Charles Días Barbosa de Oliveira,6707.0,Right Center Forward,10,Real Madrid,220,['d6e29194-45ac-4b53-9427-2c4178a9d97e'],52,,,,,,,,,,,,,,,,Málaga,223,00:02:52.489,Pass,
,,,,,,,,,,,,,,,,,0.97041,,,,,,,,,,,,,,de57743c-4997-405e-a2a0-e1e732eaf134,128,,"[62.2, 35.6]",3825785,2,,,,,-1.0427219,,Right Foot,,,"[65.7, 29.6]",,Ground Pass,,6.946222,,,Toni Kroos,5574.0,,,,,,Recovery,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,10,Real Madrid,220,['34681d6e-e36d-4df7-9a4a-43573c5070d3'],56,,,,,,,,,,,,,,,,Real Madrid,220,00:02:56.754,Pass,
,,,,,,,,,,,,,,,,,0.561641,,,,,,,,,,,,,,a9592127-62b1-4818-a9c5-304e15d600de,130,,"[63.8, 29.9]",3825785,2,,,,,0.9609903,,Right Foot,,,"[68.9, 37.2]",,Ground Pass,,8.905055,,,Luka Modrić,5463.0,,,,,,,1,Regular Play,Toni Kroos,5574.0,Center Defensive Midfield,10,Real Madrid,220,['686bc305-76bd-4ae9-8fb3-6cbc3f3bb918'],57,,,,,,,,,,,,,,,,Real Madrid,220,00:02:57.724,Pass,
,,,,,,,,,,,,,,,,,1.315296,,,,,,,,,,,,,,41c9655f-d9bc-4754-8722-b24bdc93d52b,134,,"[72.3, 25.9]",3825785,3,,,,,-1.1764157,,Right Foot,,,"[79.5, 8.6]",,Ground Pass,,18.738462,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,,1,Regular Play,Luka Modrić,5463.0,Right Center Midfield,10,Real Madrid,220,['2509c778-2b54-40b7-a01e-d8222386281b'],1,,,,,,,,,,,,,,,,Real Madrid,220,00:03:01.542,Pass,
,,,,,,,,,,,,,,,,,2.785004,,,,,,,,,,,,,,62008039-10f1-42bd-b683-36ff5568db5a,137,,"[79.5, 8.6]",3825785,3,,,,,1.3464806,,Right Foot,,,"[93.6, 70.4]",,High Pass,,63.388092,,,Jesé Rodríguez Ruiz,3990.0,,,True,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,10,Real Madrid,220,['1a9c9fdc-91f9-4470-b975-18b45b1e6f25'],4,,,,,,,,,,,,,,,,Real Madrid,220,00:03:04.227,Pass,
