50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.805196,,,,,,,,,,,,,5217de42-af4a-456a-84db-255535c451c0,18,,"[69.6, 50.6]",3825862,0,,,,,0.2964395,,Head,,,"[93.5, 57.9]",,High Pass,,24.989998,,Incomplete,,Hernán Arsenio Pérez González,6838.0,,,,,,1,From Kick Off,Marco Asensio Willemsen,5719.0,Left Wing,2,Espanyol,214,"['0193eb29-9a2a-4217-8c17-475b841c7bfa', '27c0694b-240a-4e2d-9ca7-cba5bbbe627c']",12,,,,,,,,,,,,,,,,,Espanyol,214,00:00:12.232,Pass,
,,,,,,,,,,,,,,,1.453787,,,,,,,,,,,,,0193eb29-9a2a-4217-8c17-475b841c7bfa,21,,"[26.6, 22.2]",3825862,0,,,,True,0.59878385,,,,,"[35.1, 28.0]",,High Pass,,10.290287,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Carles Planas Antolínez,7577.0,Left Back,2,Espanyol,214,"['5217de42-af4a-456a-84db-255535c451c0', 'a8745ea4-b5ab-408e-8277-13f21fca64a5', 'f7a7f32c-6ead-4f37-bcb5-b7fea31d3f17']",15,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:15.038,Pass,True
,,,,,,,,,,,,,,,0.411955,,,,,,,,,,,,,b954e953-6a33-48d6-9a5e-d1c1fbe2262e,24,,"[85.4, 52.1]",3825862,0,,,,,0.688145,,Left Foot,,,"[89.9, 55.8]",,Low Pass,,5.8258047,,,,Gerard Moreno Balaguero,6766.0,,,,,,1,From Kick Off,Marco Asensio Willemsen,5719.0,Left Wing,2,Espanyol,214,['748f9ab6-a76d-4330-b3e6-a54a2b965e86'],17,,,,,,,,,,,,,,,,,Espanyol,214,00:00:17.234,Pass,
,,,,,,,,,,,,,,,1.817094,,,,,,,,,,,,,88cf6afa-aa5c-4813-86fd-ba62dd26af41,31,,"[37.3, 29.0]",3825862,0,,,,,-2.6338964,,Right Foot,,,"[23.1, 21.1]",,Ground Pass,,16.249615,,,,Carles Planas Antolínez,7577.0,,,,,,1,Regular Play,Nemanja Radoja,6796.0,Right Defensive Midfield,3,Celta Vigo,209,['c08d0928-f5a8-47c1-9b76-6dc0a9eb0f4c'],23,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:23.927,Pass,
,,,,,,,,,,,,,,,2.633017,,,,,,,,,,,,,2bc46b1c-4759-4f2b-8a6c-f479f0056c2e,33,,"[23.1, 21.1]",3825862,0,,,,,2.4980915,,Left Foot,,,"[4.3, 35.2]",,Ground Pass,,23.5,,,,Sergio Álvarez Conde,6884.0,,,,,,1,Regular Play,Carles Planas Antolínez,7577.0,Left Back,3,Celta Vigo,209,['44dcbf33-de36-404d-84f8-244c261ac928'],25,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:25.744,Pass,
,,,,,,,,,,,,,,,2.549616,,,,,,,,,,,,,bf18b784-498d-45cc-bc05-8b2231dee43d,35,,"[5.6, 37.2]",3825862,0,,,,,0.19777335,,Left Foot,,,"[56.5, 47.4]",,High Pass,,51.911945,,Incomplete,,,,,,,,,1,Regular Play,Sergio Álvarez Conde,6884.0,Goalkeeper,3,Celta Vigo,209,['d89ed8bb-1b2f-4e16-8631-d474fcb03b9c'],28,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:28.377,Pass,
,,,,,,,,,,,,,,,1.574035,,,,,,,,,,,,,d89ed8bb-1b2f-4e16-8631-d474fcb03b9c,36,,"[63.6, 32.7]",3825862,0,,,,True,-0.4770825,,,,,"[84.3, 22.0]",,High Pass,,23.301931,,Incomplete,,Marco Asensio Willemsen,5719.0,,,,,Recovery,1,Regular Play,Óscar Esau Duarte Gaitán,5598.0,Left Center Back,3,Celta Vigo,209,"['18388e1c-d7f4-4d9a-933c-882db458c7f8', '1932f6d3-79d6-40a5-b69c-114d38eeecac', '793e906c-6790-482a-ae61-6030b25369f3', 'bf18b784-498d-45cc-bc05-8b2231dee43d']",30,,,,,,,,,,,,,,,,,Espanyol,214,00:00:30.927,Pass,True
,,,,,,,,,,,,,,,0.719549,,,,,,,,,,,,,30f61e63-6170-4234-b97f-cdc0631e987e,41,,"[36.0, 62.0]",3825862,0,,,,,-2.5588531,,Right Foot,,,"[27.2, 56.2]",,Ground Pass,,10.53945,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Right Back,3,Celta Vigo,209,['9936230e-67bf-4af7-a1f9-91c7a51f4ad1'],33,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:33.360,Pass,
,,,,,,,,,,,,,,,0.785605,,,,,,,,,,,,,8678769b-7248-4738-8916-ca431f984f48,45,,"[26.8, 55.8]",3825862,0,,,,,-0.3573087,,Right Foot,,,"[34.3, 53.0]",,Ground Pass,,8.005623,,,,Marcelo Alfonso Díaz Rojas,27341.0,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,3,Celta Vigo,209,"['4c135660-5892-4224-8a06-05fb6488eae2', 'f936782a-6ed7-4df7-bc03-3fad4006305e']",35,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:35.765,Pass,True
,,,,,,,,,,,,,,,1.762658,,,,,,,,,,,,,1d3520e9-b90a-4337-a63d-16a23146960f,47,,"[34.3, 53.0]",3825862,0,,,,,1.6104232,,Right Foot,,,"[33.4, 75.7]",,Ground Pass,,22.717834,,,,Jonathan Castro Otto,6802.0,,,,,,1,Regular Play,Marcelo Alfonso Díaz Rojas,27341.0,Left Defensive Midfield,3,Celta Vigo,209,['c67807ff-eb42-4a18-8b4e-1604c2029b13'],36,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:36.551,Pass,
,,,,,,,,,,,,,,,1.504466,,,,,,,,,,,,,5452a3e4-d1e3-416f-8b7d-217771f41d6a,51,,"[32.8, 75.9]",3825862,0,,,,,-2.1893394,,Right Foot,,,"[24.9, 64.8]",,Ground Pass,,13.624243,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Right Back,3,Celta Vigo,209,"['4de08c3d-3387-43f6-b027-c01b0252ced3', '4e04e3f8-4441-48d3-93ed-3fbb779b41f5']",39,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:39.981,Pass,True
,,,,,,,,,,,,,,,1.412983,,,,,,,,,,,,,d6e6d11c-d6c7-4c0a-a334-f558fc60bc9d,54,,"[35.1, 63.1]",3825862,0,,,,,-1.9424583,,Right Foot,,,"[22.9, 31.8]",,Ground Pass,,33.5936,,,,Sergi Gómez Solà,6804.0,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,3,Celta Vigo,209,['8a39f943-e42e-4575-b47f-df958dfe8266'],45,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:45.316,Pass,
,,,,,,,,,,,,,,,1.737121,,,,,,,,,,,,,0c7e79d5-ccaa-4952-ab88-9242d98aea02,57,,"[25.9, 28.4]",3825862,0,,,,,-1.1996673,,Right Foot,,,"[33.8, 8.1]",,Ground Pass,,21.78302,,,,Carles Planas Antolínez,7577.0,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,3,Celta Vigo,209,['02ff60ac-0e0d-4b9a-a6a3-2b8edcc6548e'],47,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:47.861,Pass,
,,,,,,,,,,,,,,,1.158956,,,,,,,,,,,,,8f27d267-5538-4653-b2d8-442eedddd2cb,60,,"[34.1, 8.1]",3825862,0,,,,,1.310982,,Left Foot,,,"[38.3, 23.9]",,Ground Pass,,16.3487,,,,Nemanja Radoja,6796.0,,,,,,1,Regular Play,Carles Planas Antolínez,7577.0,Left Back,3,Celta Vigo,209,['d712d3c6-ed23-4661-9c76-caab3d651c15'],51,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:51.108,Pass,
,,,,,,,,,,,,,,,1.655287,,,,,,,,,,,,,9aff9c84-6eb2-4a46-af4f-3c16586ed7ec,63,,"[38.3, 23.9]",3825862,0,,,,,1.5415839,,Right Foot,,,"[39.2, 54.7]",,Ground Pass,,30.813147,,,,Gustavo Daniel Cabral Cáceres,6794.0,,,,,,1,Regular Play,Nemanja Radoja,6796.0,Right Defensive Midfield,3,Celta Vigo,209,['c0c368f3-cc7e-4ba1-9148-c5891095be2b'],56,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:56.217,Pass,
,,,,,,,,,,,,,,,1.491489,,,,,,,,,,,,,c4e8aeea-596e-466b-a3e9-5926a5056f85,66,,"[43.0, 57.1]",3825862,1,,,,,1.1232764,,Right Foot,,,"[51.4, 74.6]",,Ground Pass,,19.411594,,,,Jonathan Castro Otto,6802.0,,,,,,1,Regular Play,Gustavo Daniel Cabral Cáceres,6794.0,Right Center Back,3,Celta Vigo,209,['22068b6a-79e5-4d81-9cd5-4f8d9ed4615b'],0,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:00.341,Pass,
,,,,,,,,,,,,,,,0.86471,,,,,,,,,,,,,ceabda27-4c9c-409c-91d8-de1f3d80d9bc,69,,"[51.4, 75.0]",3825862,1,,,,,-1.3347727,,Right Foot,,,"[55.2, 59.2]",,Ground Pass,,16.250538,,,,Marcelo Alfonso Díaz Rojas,27341.0,,,,,,1,Regular Play,Jonathan Castro Otto,6802.0,Right Back,3,Celta Vigo,209,['ae829aee-b97e-40c6-833a-a2e554d290cd'],2,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:02.936,Pass,
,,,,,,,,,,,,,,,1.257176,,,,,,,,,,,,,953cf0dc-ae3c-4812-854c-3a15d80b6893,72,,"[41.3, 51.3]",3825862,1,,,,,-1.6457545,,Right Foot,,,"[39.4, 26.0]",,Ground Pass,,25.371244,,,,Sergi Gómez Solà,6804.0,,,,,,1,Regular Play,Marcelo Alfonso Díaz Rojas,27341.0,Left Defensive Midfield,3,Celta Vigo,209,['e51de59b-7c33-45e8-b40c-f22c6297a0bd'],8,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:08.020,Pass,
,,,,,,,,,,,,,,,1.117863,,,,,,,,,,,,,69258b40-aa30-459a-84db-daf49c407a99,75,,"[39.4, 25.0]",3825862,1,,,,,-1.0669694,,Right Foot,,,"[48.0, 9.4]",,Ground Pass,,17.813478,,,,Carles Planas Antolínez,7577.0,,,,,,1,Regular Play,Sergi Gómez Solà,6804.0,Left Center Back,3,Celta Vigo,209,['5f3be152-68cf-4992-8975-c389c2552600'],10,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:10.482,Pass,
,,,,,,,,,,,,,,,1.280501,,,,,,,,,,,,,c59f93c2-6d6a-4b62-a293-9f317978c989,78,,"[48.0, 9.4]",3825862,1,,,,,0.5529106,,Left Foot,,,"[70.2, 23.1]",,Ground Pass,,26.08697,,,,Pedro Pablo Hernández,6801.0,,,,,,1,Regular Play,Carles Planas Antolínez,7577.0,Left Back,3,Celta Vigo,209,['8c633c18-ea06-48b1-a4c2-572f75e0a148'],14,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:14.213,Pass,
,,,,,,,,,,,,,,,2.285084,,,,,,,,,,,,,3a40aa02-7bb2-4446-beb9-d2d4d3f3cd9d,81,,"[70.0, 23.1]",3825862,1,,,,,-0.72492915,,Left Foot,,,"[95.4, 0.6]",,High Pass,,33.932434,,Out,,Manuel Agudo Durán,6724.0,,,,,,1,Regular Play,Pedro Pablo Hernández,6801.0,Center Attacking Midfield,3,Celta Vigo,209,['79519162-5d5a-4f00-a954-823d11a7ee13'],15,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:15.534,Pass,
,,,,,,,,,,,,,,,1.279525,,,,,,,,,,,,,10ff08c6-6301-4eb0-85c8-d579cbc4ac4f,83,,"[23.6, 80.0]",3825862,1,,,,,-0.35175735,,,,,"[42.4, 73.1]",,High Pass,,20.026234,,,,Hernán Arsenio Pérez González,6838.0,,,,,Throw-in,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,4,Espanyol,214,['c1e5dc6f-33ba-469c-aee9-193d9c1409bd'],28,,,,,,,,,,,,,,,,,Espanyol,214,00:01:28.241,Pass,
,,,,,,,,,,,,,,,0.897366,,,,,,,,,,,,,f4e64169-a23d-43fc-99e7-19de2f2b1933,86,,"[42.2, 72.9]",3825862,1,,,,True,-0.16764244,,,,,"[55.2, 70.7]",,High Pass,,13.18484,,,,Gerard Moreno Balaguero,6766.0,,,,,,1,From Throw In,Hernán Arsenio Pérez González,6838.0,Right Wing,4,Espanyol,214,"['87bd5798-dcfe-49ef-b10b-f82cff56cd6c', 'a115f4b6-e924-4405-b750-253cb4871335']",29,,,,,,,,,,,,,,,,,Espanyol,214,00:01:29.601,Pass,True
,,,,,,,,,,,,,,,1.080715,,,,,,,,,,,,,178c334b-2f5d-4c46-80e6-e7821a6efd46,92,,"[68.7, 13.6]",3825862,1,,,,,1.9661465,,Left Foot,,,"[63.4, 26.3]",,Low Pass,,13.76154,,,,Marcelo Alfonso Díaz Rojas,27341.0,,,,,Recovery,1,From Throw In,Nemanja Radoja,6796.0,Right Defensive Midfield,4,Espanyol,214,"['b1dcfa96-902a-4183-b288-9b181acb2d3c', 'ec98d5d1-7a2d-4817-8c0a-dd8cdfe4f57e']",31,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:31.466,Pass,True
,,,,,,,,,,,,,,,0.973895,,,,,,,,,,,,,016a53d3-4398-4356-8a87-981b226dfe3b,96,,"[62.7, 51.5]",3825862,1,,,,,2.3414173,,Right Foot,,,"[52.7, 61.8]",,Ground Pass,,14.355835,,,,Víctor Sánchez Mata,6758.0,,,,,Recovery,1,From Throw In,Marco Asensio Willemsen,5719.0,Left Wing,4,Espanyol,214,"['768bafb8-2646-43c0-8e59-7f44c076c4e0', 'be690097-fb28-48b1-8a2c-12e710eb343d']",33,,,,,,,,,,,,,,,,,Espanyol,214,00:01:33.380,Pass,True
,,,,,,,,,,,,,,,0.827246,,,,,,,,,,,,,cd9cbbbd-f452-483d-8506-1e517aac7777,99,,"[54.2, 57.9]",3825862,1,,,,,-1.482271,,Right Foot,,,"[55.7, 41.0]",,Ground Pass,,16.966438,,,,Abraham González Casanova,27148.0,,,,,,1,From Throw In,Víctor Sánchez Mata,6758.0,Right Center Midfield,4,Espanyol,214,['f64b2156-3147-460c-b584-c96fe747ed2a'],35,,,,,,,,,,,,,,,,,Espanyol,214,00:01:35.285,Pass,
,,,,,,,,,,,,,,,1.165232,,,,,,,,,,,,,2d1b83f3-3b3d-41af-92f7-f74dee85db8f,103,,"[56.7, 39.3]",3825862,1,,,,,-2.4728498,,Right Foot,,,"[42.4, 28.0]",,Ground Pass,,18.225805,,,,Óscar Esau Duarte Gaitán,5598.0,,,,,,1,From Throw In,Abraham González Casanova,27148.0,Left Center Midfield,4,Espanyol,214,['c1e430c1-7ae1-42e8-8d27-7ed679f14919'],36,,,,,,,,,,,,,,,,,Espanyol,214,00:01:36.729,Pass,
,,,,,,,,,,,,,,,1.883726,,,,,,,,,,,,,a1c1a50a-9384-4b84-a3b1-30496997fe2e,106,,"[42.4, 28.0]",3825862,1,,,,,-0.63468724,,Left Foot,,,"[62.5, 13.2]",,Ground Pass,,24.96097,,,,Rubén Duarte Sánchez,6612.0,,,,,,1,From Throw In,Óscar Esau Duarte Gaitán,5598.0,Left Center Back,4,Espanyol,214,['a2fcdc29-bafe-4d8a-b633-0db39d50f69c'],38,,,,,,,,,,,,,,,,,Espanyol,214,00:01:38.014,Pass,
,,,,,,,,,,,,,,,1.829161,,,,,,,,,,,,,8a520247-cb7f-48ab-8b91-f030838e7206,109,,"[57.0, 20.5]",3825862,1,,,,,2.2400153,,Left Foot,,,"[37.7, 44.9]",,Ground Pass,,31.110289,,,,Álvaro González Soberón,6762.0,,,,,,1,From Throw In,Rubén Duarte Sánchez,6612.0,Left Back,4,Espanyol,214,['8d22b214-bcda-47ac-9afe-7d00b85f3ea8'],42,,,,,,,,,,,,,,,,,Espanyol,214,00:01:42.752,Pass,
,,,,,,,,,,,,,,,2.265854,,,,,,,,,,,,,4971e461-982b-4659-8edd-942bffdb8e12,112,,"[37.7, 46.1]",3825862,1,,,,,1.1341692,,Right Foot,,,"[51.0, 74.6]",,High Pass,,31.450596,,,,Javier López Rodríguez,6791.0,,,,,,1,From Throw In,Álvaro González Soberón,6762.0,Right Center Back,4,Espanyol,214,['34d94ca5-c33b-4e49-a3d3-4d68a0da447e'],45,,,,,,,,,,,,,,,,,Espanyol,214,00:01:45.658,Pass,
,,,,,,,,,,,,,,,1.702341,,,,,,,,,,,,,fe30269b-9c44-4363-ab92-74403296fa98,115,,"[51.2, 74.4]",3825862,1,,,,,-0.28929955,,Right Foot,,,"[89.5, 63.0]",,Low Pass,,39.960606,,Incomplete,,Hernán Arsenio Pérez González,6838.0,,,,,,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,4,Espanyol,214,"['34621ec2-fcaf-49cf-8701-274cc8a9c33d', 'c3a20aa0-e3bf-4c50-8ceb-d3bd46ffbd5c']",49,,,,,,,,,,,,,,,,,Espanyol,214,00:01:49.896,Pass,
,,,,,,,,,True,,,,,,2.019232,,,,,,,,,,,,,34621ec2-fcaf-49cf-8701-274cc8a9c33d,118,,"[30.6, 17.1]",3825862,1,,,,,-0.62980336,,Left Foot,,,"[42.4, 8.5]",,Low Pass,,14.60137,,,,Manuel Agudo Durán,6724.0,,,,,Interception,1,Regular Play,Carles Planas Antolínez,7577.0,Left Back,5,Celta Vigo,209,"['67e25442-84b4-46f3-901f-618cc8287ccb', 'a7d13043-e5e8-4505-91b1-4ddc417b4b95', 'fe30269b-9c44-4363-ab92-74403296fa98']",51,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:51.598,Pass,True
