50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.141217,,,,,,,,,,,,c42a59fe-2214-448e-8a6d-9358a4da8763,15,,"[42.7, 64.9]",3825571,0,,,,,0.07943449,,Right Foot,,,"[82.9, 68.1]",,High Pass,,40.327164,,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,1,From Kick Off,Álvaro González Soberón,6762.0,Right Center Back,2,Espanyol,214,['a8881148-3bfa-4172-b0d4-653485b84aeb'],12,,,,,,,,,,,,,,,,,Espanyol,214,00:00:12.402,Pass,
,,,,,,,,,,,,,,,,,,1.031495,,,,,,,,,,,,33d7a946-607b-42c1-af68-39c592c2c9ea,19,,"[82.5, 68.4]",3825571,0,,,,,0.65483207,,Other,,,"[88.1, 72.7]",,Low Pass,,7.0604534,,Incomplete,,Francisco Montañés Claverías,24578.0,,,,,,1,From Kick Off,Felipe Salvador Caicedo Corozo,7781.0,Right Center Forward,2,Espanyol,214,"['2768228d-0569-42c4-8f8d-5cbabfec227a', '54c94033-f1c4-4021-af9b-844cd91a975e', 'ff22e994-994a-4d48-bb8e-87b8231555f1']",14,,,,,,,,,,,,,,,,,Espanyol,214,00:00:14.583,Pass,True
,,,,,,,,,,,,,,,,,,1.193232,,,,,,,,,,,,54c94033-f1c4-4021-af9b-844cd91a975e,21,,"[32.0, 7.4]",3825571,0,,,,,0.41752648,,Left Foot,,,"[45.3, 13.3]",,Low Pass,,14.549914,,,,Samuel Castillejo Azuaga,6829.0,,,,,Recovery,1,Regular Play,Jaume Vicent Costa Jordá,6828.0,Left Back,3,Villarreal,222,"['33d7a946-607b-42c1-af68-39c592c2c9ea', '45f4a140-667b-4ff1-9899-b9c1d3f98e52']",15,,,,,,,,,,,,,,,,,Villarreal,222,00:00:15.614,Pass,
,,,,,,,,,,,,,,,,,,0.540459,,,,,,,,,,,,36cfccf3-5473-47ca-a1a9-d2f90f71fd4f,23,,"[45.3, 13.3]",3825571,0,,,,,2.3650439,,Left Foot,,,"[39.6, 18.9]",,Ground Pass,,7.9906197,,,,Manuel Trigueros Muñoz,6771.0,,,,,,1,Regular Play,Samuel Castillejo Azuaga,6829.0,Left Midfield,3,Villarreal,222,['48525c05-8a1a-4c0f-883b-837f6543934f'],16,,,,,,,,,,,,,,,,,Villarreal,222,00:00:16.808,Pass,
,,,,,,,,,,,,,,,,,,1.81709,,,,,,,,,,,,acc0179c-8cfd-47d6-8dd4-b001d4009646,26,,"[40.9, 20.7]",3825571,0,,,,,2.0940747,,Left Foot,,,"[28.9, 41.5]",,Ground Pass,,24.01333,,,,Eric Bertrand Bailly,3324.0,,,,,,1,Regular Play,Manuel Trigueros Muñoz,6771.0,Left Defensive Midfield,3,Villarreal,222,['db686e5b-288d-4501-8df1-e1a999cadd87'],18,,,,,,,,,,,,,,,,,Villarreal,222,00:00:18.265,Pass,
,,,,,,,,,,,,,,,,,,1.20871,,,,,,,,,,,,af988ce3-3cc5-4291-abad-35592778a04b,29,,"[32.4, 48.9]",3825571,0,,,,,1.4566699,,Left Foot,,,"[35.3, 74.2]",,Ground Pass,,25.465664,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,1,Regular Play,Eric Bertrand Bailly,3324.0,Right Center Back,3,Villarreal,222,['c2244dcc-d0b2-4901-b1e4-1df477004803'],22,,,,,,,,,,,,,,,,,Villarreal,222,00:00:22.537,Pass,
,,,,,,,,,,,,,,,,,,2.147486,,,,,,,,,,,,1b4313e3-c1a5-48db-9944-aa2b1d8b9c8e,31,,"[35.3, 72.6]",3825571,0,,,,,-1.794571,,Right Foot,,,"[32.0, 58.1]",,Ground Pass,,14.870777,,,,Eric Bertrand Bailly,3324.0,,,,,,1,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,3,Villarreal,222,['ac236784-20aa-441b-8f04-6bcefefa96d1'],23,,,,,,,,,,,,,,,,,Villarreal,222,00:00:23.746,Pass,
,,,,,,,,,,,,,,,,,,1.563399,,,,,,,,,,,,15f4a7af-0201-4445-9b09-257299baa256,34,,"[35.7, 48.3]",3825571,0,,,,,-1.5297745,,Right Foot,,,"[36.8, 21.5]",,Ground Pass,,26.822565,,,,Víctor Ruíz Torre,6752.0,,,,,,1,Regular Play,Eric Bertrand Bailly,3324.0,Right Center Back,3,Villarreal,222,['9b8aca76-6ad5-4764-87ac-cfb76560cf2f'],28,,,,,,,,,,,,,,,,,Villarreal,222,00:00:28.521,Pass,
,,,,,,,,,,,,,,,,,,1.033096,,,,,,,,,,,,393c1782-d920-4396-b616-49633f050a38,37,,"[42.4, 20.4]",3825571,0,,,,,-0.92873824,,Left Foot,,,"[50.7, 9.3]",,Ground Pass,,13.860014,,,,Tomás Pina Isla,6622.0,,,,,,1,Regular Play,Víctor Ruíz Torre,6752.0,Left Center Back,3,Villarreal,222,['3f758dd9-c489-48bf-8c05-c83bd79e3291'],34,,,,,,,,,,,,,,,,,Villarreal,222,00:00:34.355,Pass,
,,,,,,,,,,,,,,,,,,0.946461,,,,,,,,,,,,30f1f0b1-df42-4923-b5d9-92028b1fab1a,41,,"[49.6, 13.7]",3825571,0,,,,,2.4699864,,Right Foot,,,"[34.0, 26.1]",,Ground Pass,,19.92787,,,,Víctor Ruíz Torre,6752.0,,,,,,1,Regular Play,Tomás Pina Isla,6622.0,Right Defensive Midfield,3,Villarreal,222,"['4cb28d8b-58e4-4949-b9a3-646e50020130', 'a4cdd375-127d-497a-a74a-991e96b869c9']",36,,,,,,,,,,,,,,,,,Villarreal,222,00:00:36.528,Pass,True
,,,,,,,,,,,,,,,,,,0.974335,,,,,,,,,,,,19a26eac-682c-45f2-becd-f27c7cd6d119,44,,"[36.1, 20.4]",3825571,0,,,,,-0.36748838,,Left Foot,,,"[57.4, 12.2]",,Ground Pass,,22.82389,,,,Samuel Castillejo Azuaga,6829.0,,,,,,1,Regular Play,Víctor Ruíz Torre,6752.0,Left Center Back,3,Villarreal,222,['710a9ae3-0acb-4c73-93de-3ce530960862'],39,,,,,,,,,,,,,,,,,Villarreal,222,00:00:39.340,Pass,
,,,,,,,,,,,,,,,,,,1.635082,,,,,,,,,,,,f11f654a-f676-4fca-8e99-69756445e2c5,47,,"[57.4, 12.2]",3825571,0,,,,,-0.844154,,Left Foot,,,"[64.6, 4.1]",,High Pass,,10.837435,,,,Jaume Vicent Costa Jordá,6828.0,,,,,,1,Regular Play,Samuel Castillejo Azuaga,6829.0,Left Midfield,3,Villarreal,222,['05029db1-be5f-405c-825d-bf97d45ae8c0'],40,,,,,,,,,,,,,,,,,Villarreal,222,00:00:40.353,Pass,
,,,,,,,,,,,,,,,,,,1.023494,,,,,,,,,,,,aa50650e-0aa4-46cf-88a2-7efe4aced2fe,53,,"[49.6, 80.0]",3825571,1,,,,,-0.8697049,,,,,"[56.1, 72.3]",,Low Pass,,10.076706,,,,Víctor Sánchez Mata,6758.0,,,,,Throw-in,1,From Throw In,Anaitz Arbilla Zabala,6709.0,Right Back,4,Espanyol,214,['11674a40-a55b-4451-827e-2b664208a189'],0,,,,,,,,,,,,,,,,,Espanyol,214,00:01:00.591,Pass,
,,,,,,,,,,,,,,,,,,0.971289,,,,,,,,,,,,5d529f43-4667-4070-b2e0-91157c35b29f,56,,"[56.1, 72.3]",3825571,1,,,,,2.5782764,,Right Foot,,,"[48.5, 77.1]",,Ground Pass,,8.988882,,,,Anaitz Arbilla Zabala,6709.0,,,,,,1,From Throw In,Víctor Sánchez Mata,6758.0,Right Defensive Midfield,4,Espanyol,214,['a095e853-53ca-4034-9541-0130d5cb9101'],1,,,,,,,,,,,,,,,,,Espanyol,214,00:01:01.654,Pass,
,,,,,,,,,,,,,,,,,,2.726572,,,,,,,,,,,,2c9c67e1-2d7f-473e-93c8-c4e73b5d7586,60,,"[40.7, 75.8]",3825571,1,,,,,-1.8682691,,Left Foot,,,"[28.1, 34.7]",,Ground Pass,,42.98802,,,,Antonio José Raillo Arenas,24086.0,,True,,,,1,From Throw In,Anaitz Arbilla Zabala,6709.0,Right Back,4,Espanyol,214,"['09f532d4-6156-4c5f-b373-cbe02ca6888a', 'e93dc986-1ac3-495e-8f89-07b5a41d5fa2']",4,,,,,,,,,,,,,,,,,Espanyol,214,00:01:04.045,Pass,True
,,,,,,,,,,,,,,,,,,1.603025,,,,,,,,,,,,8b02be44-edeb-44ca-a96b-feb534cf6fc5,63,,"[28.1, 34.7]",3825571,1,,,,,2.7576935,,Left Foot,,,"[7.8, 42.9]",,Ground Pass,,21.893606,,,,Pau López Sabata,6792.0,,,,,,1,From Throw In,Antonio José Raillo Arenas,24086.0,Left Center Back,4,Espanyol,214,['1f94cef5-1cf0-41e1-96fc-67dd367b8ff0'],6,,,,,,,,,,,,,,,,,Espanyol,214,00:01:06.812,Pass,
,,,,,,,,,,,,,,,,,,2.712458,,,,,,,,,,,,4506ec80-315e-4f78-83a9-2acfce3456ec,66,,"[7.8, 40.8]",3825571,1,,,,,-0.1553224,,Left Foot,,,"[64.0, 32.0]",,High Pass,,56.884796,,Incomplete,,,,,,,,,1,From Throw In,Pau López Sabata,6792.0,Goalkeeper,4,Espanyol,214,['0368f362-3923-4efd-b7ee-d325394663b2'],10,,,,,,,,,,,,,,,,,Espanyol,214,00:01:10.579,Pass,
,,,,,,,,,,,,,,,,,,1.103073,,,,,,,,,,,,2147f01f-159e-4f4c-945a-c2cf4223df26,71,,"[11.6, 52.6]",3825571,1,,True,,,0.8236773,,Keeper Arm,,,"[22.9, 64.8]",,Ground Pass,,16.62919,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,1,Regular Play,Alphonse Areola,3379.0,Goalkeeper,5,Villarreal,222,['3df3e763-169e-49a6-8b56-272c5899e8c6'],22,,,,,,,,,,,,,,,,,Villarreal,222,00:01:22.863,Pass,
,,,,,,,,,,,,,,,,,,1.788371,,,,,,,,,,,,418b1ce9-b321-41d9-ab97-3f9b02fbc9b7,73,,"[28.5, 68.9]",3825571,1,,True,,,-1.9543239,,Right Foot,,,"[21.6, 51.8]",,Ground Pass,,18.43963,,,,Eric Bertrand Bailly,3324.0,,,,,,1,Regular Play,Mario Gaspar Pérez Martínez,6772.0,Right Back,5,Villarreal,222,['271ff689-63d8-44dd-8ed4-33b492d095a8'],25,,,,,,,,,,,,,,,,,Villarreal,222,00:01:25.787,Pass,
,,,,,,,,,,,,,,,,,,1.629373,,,,,,,,,,,,d8342352-ba67-45ae-8e93-7ed5b9b7cd15,75,,"[24.1, 50.0]",3825571,1,,,,,-1.3203533,,Right Foot,,,"[28.5, 32.8]",,Ground Pass,,17.753872,,,,Víctor Ruíz Torre,6752.0,,,,,,1,Regular Play,Eric Bertrand Bailly,3324.0,Right Center Back,5,Villarreal,222,['00ae53c0-93a5-4fe2-ac32-de527b0cda0c'],29,,,,,,,,,,,,,,,,,Villarreal,222,00:01:29.941,Pass,
,,,,,,,,,,,,,,,,,,1.520302,,,,,,,,,,,,4869e6d4-7386-48b1-a65b-d103d1874291,78,,"[32.0, 28.7]",3825571,1,,,,,-1.1636188,,Right Foot,,,"[41.1, 7.6]",,Ground Pass,,22.978685,,,,Jaume Vicent Costa Jordá,6828.0,,,,,,1,Regular Play,Víctor Ruíz Torre,6752.0,Left Center Back,5,Villarreal,222,['5c0fe3dc-41e4-43a9-958e-0916a974bca5'],33,,,,,,,,,,,,,,,,,Villarreal,222,00:01:33.117,Pass,
,,,,,,,,,,,,,,,,,,1.291265,,,,,,,,,,,,e04ca213-aad6-4355-a85b-e04652767e91,81,,"[41.1, 7.6]",3825571,1,,,,,1.9114721,,Left Foot,,,"[34.4, 26.5]",,Ground Pass,,20.052431,,,,Víctor Ruíz Torre,6752.0,,,,,,1,Regular Play,Jaume Vicent Costa Jordá,6828.0,Left Back,5,Villarreal,222,['dd757890-5aa5-4d32-a6ed-552fea403f6b'],35,,,,,,,,,,,,,,,,,Villarreal,222,00:01:35.889,Pass,
,,,,,,,,,,,,,,,,,,1.920948,,,,,,,,,,,,3a6ccfcd-686a-4293-942d-0d34305d1658,84,,"[46.1, 39.4]",3825571,1,,,,,0.1319306,,Left Foot,,,"[88.3, 45.0]",,High Pass,,42.569942,,Incomplete,,Roberto Soldado Rillo,26009.0,,,,,,1,Regular Play,Víctor Ruíz Torre,6752.0,Left Center Back,5,Villarreal,222,"['0a2c2dec-eb60-45ff-9ce5-d7afa55f1775', '8d3cdf80-0dc2-4ca7-a1b6-08f7e4b611b8']",42,,,,,,,,,,,,,,,,,Villarreal,222,00:01:42.489,Pass,
,,,,,,,,,,,,,,,,,,1.596989,,,,,,,,,,,,0a2c2dec-eb60-45ff-9ce5-d7afa55f1775,86,,"[31.8, 35.1]",3825571,1,,,,,-1.4141945,,Head,,,"[35.1, 14.2]",,Low Pass,,21.158922,,,,Rubén Duarte Sánchez,6612.0,,,,,Interception,1,Regular Play,Álvaro González Soberón,6762.0,Right Center Back,6,Espanyol,214,"['3a6ccfcd-686a-4293-942d-0d34305d1658', '7f942e9e-53dd-4eaa-9971-0cde46a4cddb']",44,,,,,,,,,,,,,,,,,Espanyol,214,00:01:44.409,Pass,
,,,,,,,,,,,,,,,,,,1.731098,,,,,,,,,,,,3ab66869-8425-43e8-8310-fb5557b7a868,88,,"[35.1, 14.2]",3825571,1,,,,,0.66813046,,Left Foot,,,"[55.5, 30.3]",,High Pass,,25.987883,,,,Gerard Moreno Balaguero,6766.0,,,,,,1,Regular Play,Rubén Duarte Sánchez,6612.0,Left Back,6,Espanyol,214,['f8c8c7e4-7cbe-4581-ba13-43dc645c8644'],46,,,,,,,,,,,,,,,,,Espanyol,214,00:01:46.006,Pass,
,,,,,,,,,,,,,,,,,,1.412013,,,,,,,,,,,,60fdced1-87a7-4710-8605-5fafc4c22b20,92,,"[55.5, 29.6]",3825571,1,,,,,2.8245368,,Left Foot,,,"[42.7, 33.8]",,Ground Pass,,13.471452,,,,Javier López Rodríguez,6791.0,,,,,,1,Regular Play,Gerard Moreno Balaguero,6766.0,Left Center Forward,6,Espanyol,214,['6dee791b-baa2-4ff8-87ae-d5e4a3cb2011'],47,,,,,,,,,,,,,,,,,Espanyol,214,00:01:47.778,Pass,
,,,,,,,,,,,,,,,,,,0.898852,,,,,,,,,,,,b052898f-1620-48c6-8811-a165a5151bcc,95,,"[42.7, 33.8]",3825571,1,,,,,2.3561945,,Right Foot,,,"[35.7, 40.8]",,Ground Pass,,9.899495,,,,Álvaro González Soberón,6762.0,,,,,,1,Regular Play,Javier López Rodríguez,6791.0,Left Defensive Midfield,6,Espanyol,214,['23547931-5b0b-46bb-ae59-f8c41208b06b'],49,,,,,,,,,,,,,,,,,Espanyol,214,00:01:49.995,Pass,
,,,,,,,,,,,,,,,,,,2.245085,,,,,,,,,,,,547216e4-e0da-4b96-931b-09ebef8b1026,98,,"[35.7, 40.8]",3825571,1,,,,,-3.0785186,,Right Foot,,,"[7.2, 39.0]",,Ground Pass,,28.556786,,,,Pau López Sabata,6792.0,,,,,,1,Regular Play,Álvaro González Soberón,6762.0,Right Center Back,6,Espanyol,214,['1ab3b685-71d6-49d8-98f1-101847a9b409'],51,,,,,,,,,,,,,,,,,Espanyol,214,00:01:51.653,Pass,
,,,,,,,,,,,,,,,,,,2.179274,,,,,,,,,,,,78bf5e82-09a9-4096-ba68-5aa4ecff535b,101,,"[7.9, 35.3]",3825571,1,,,,,-0.08936706,,Left Foot,,,"[63.7, 30.3]",,High Pass,,56.023567,,,,Gerard Moreno Balaguero,6766.0,,,,,,1,Regular Play,Pau López Sabata,6792.0,Goalkeeper,6,Espanyol,214,['f299bcc8-0265-4059-932a-13275de04251'],56,,,,,,,,,,,,,,,,,Espanyol,214,00:01:56.086,Pass,
,,,,,,,,,,,,,,,,,,0.988651,,,,,,,,,,,,2a6af075-1daa-40dd-bf38-a0ae8e75f3e9,109,,"[56.1, 21.4]",3825571,2,,,,,2.5337906,,Right Foot,,,"[49.2, 26.2]",,Ground Pass,,8.405355,,,,Javier López Rodríguez,6791.0,,,,,,1,Regular Play,Gerard Moreno Balaguero,6766.0,Left Center Forward,6,Espanyol,214,"['056b72e0-ed3f-460f-aa65-e290a7f873b5', '0f5508da-ba3c-4845-96b9-b25b8a838f8a']",0,,,,,,,,,,,,,,,,,Espanyol,214,00:02:00.621,Pass,True
,,,,,,,,,,,,,,,,,,1.334662,,,,,,,,,,,,b583a098-4811-44e7-b68d-7148e72a16b3,112,,"[49.2, 26.2]",3825571,2,,,,,-1.2839661,,Right Foot,,,"[53.3, 12.3]",,Ground Pass,,14.492066,,,,Gerard Moreno Balaguero,6766.0,,,,,,1,Regular Play,Javier López Rodríguez,6791.0,Left Defensive Midfield,6,Espanyol,214,['52ccd089-d2f5-4873-bf55-f1cc6c9ae49a'],1,,,,,,,,,,,,,,,,,Espanyol,214,00:02:01.690,Pass,
,,,,,,,,,,,,,,,,,,0.994707,,,,,,,,,,,,d46889c9-6d6f-443d-8824-03f26398f44d,117,,"[56.6, 7.0]",3825571,2,,,,,-1.6475682,,Left Foot,,,"[56.1, 0.5]",,Ground Pass,,6.519202,,,,Rubén Duarte Sánchez,6612.0,,,,,,1,Regular Play,Gerard Moreno Balaguero,6766.0,Left Center Forward,6,Espanyol,214,['74a6d3cf-e519-4840-8ec6-59b95325f0c3'],6,,,,,,,,,,,,,,,,,Espanyol,214,00:02:06.145,Pass,
,,,,,,,,,,,,,,,,,,1.384289,,,,,,,,,,,,dd938aed-15b2-49b3-a023-d52d4fc47bbf,120,,"[56.1, 0.5]",3825571,2,,,,,1.5484786,,Left Foot,,,"[56.6, 22.9]",,Ground Pass,,22.40558,,,,Javier López Rodríguez,6791.0,,,,,,1,Regular Play,Rubén Duarte Sánchez,6612.0,Left Back,6,Espanyol,214,['40f8a91a-8e73-47d2-9dcd-411225fdd289'],7,,,,,,,,,,,,,,,,,Espanyol,214,00:02:07.800,Pass,
