ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.720019,,,,,,,,,,,,7b8da3dc-d6b9-4b5c-b93f-415252e06a81,24,,"[82.9, 5.4]",3825842,0,,,,,1.6872878,,Left Foot,,,"[81.8, 14.8]",,Ground Pass,,9.464143,,,Iker Muniain Goñi,6842.0,,,,,,1,Regular Play,Mikel Balenziaga Oruesagasti,6789.0,Left Back,4,Athletic Club,215,['18117861-d25e-4a7d-b19d-a7b4b1217ee5'],21,,,,,,,,,,,,,,,,Athletic Club,215,00:00:21.045,Pass,
,,,,,,,,,,,,,,,0.758828,,,,,,,,,,,,721f60ed-c089-4374-a4dc-15f55dcc35af,28,,"[80.8, 14.3]",3825842,0,,,,,-1.8536972,,Right Foot,,,"[78.3, 5.7]",,Ground Pass,,8.956003,,,Mikel Balenziaga Oruesagasti,6789.0,,,,,,1,Regular Play,Iker Muniain Goñi,6842.0,Left Wing,4,Athletic Club,215,"['1731c72e-4041-4b0b-a305-f43b14e6ee84', '94c27c73-bae7-4ec4-a0f6-59888fa7b155']",22,,,,,,,,,,,,,,,,Athletic Club,215,00:00:22.118,Pass,True
,,,,,,,,,,,,,,,1.893783,,,,,,,,,,,,4d0ffe22-228e-435b-bef3-d50488dcdc1c,31,,"[73.0, 7.8]",3825842,0,,,,,2.686974,,Left Foot,,,"[55.2, 16.5]",,Ground Pass,,19.81237,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,1,Regular Play,Mikel Balenziaga Oruesagasti,6789.0,Left Back,4,Athletic Club,215,['3ca9d083-bff1-4720-bab6-5060f9754d1d'],23,,,,,,,,,,,,,,,,Athletic Club,215,00:00:23.774,Pass,
,,,,,,,,,,,,,,,1.776159,,,,,,,,,,,,0bc0d959-bea2-4815-a623-2fe33330049b,34,,"[53.0, 19.5]",3825842,0,,,,,1.7472368,,Right Foot,,,"[46.1, 58.2]",,Ground Pass,,39.310303,,,Mikel San José Domínguez,6389.0,,,,,,1,Regular Play,Xabier Etxeita Gorritxategi,6788.0,Left Center Back,4,Athletic Club,215,['786eb164-1ae7-48aa-9997-51754962f9ec'],26,,,,,,,,,,,,,,,,Athletic Club,215,00:00:26.779,Pass,
,,,,,,,,,,,,,,,1.129332,,,,,,,,,,,,6f416fb9-cb37-4bf8-b7dc-7fec8ce158c2,37,,"[46.1, 58.2]",3825842,0,,,,,0.120466486,,Right Foot,,,"[65.1, 60.5]",,Ground Pass,,19.138704,,,Iñaki Williams Arthuer,6393.0,,,,,,1,Regular Play,Mikel San José Domínguez,6389.0,Right Center Back,4,Athletic Club,215,['87e6fa4f-c9e7-41fa-8db5-f059eabdb7df'],29,,,,,,,,,,,,,,,,Athletic Club,215,00:00:29.994,Pass,
,,,,,,,,,,,,,,,0.828819,,,,,,,,,,,,cfc43b08-16ca-4a44-95f5-536d0ce60cb8,39,,"[65.1, 60.5]",3825842,0,,,,,-1.8555268,,Right Foot,,,"[62.7, 52.3]",,Ground Pass,,8.5440035,,,Ander Iturraspe Derteano,6388.0,,,,,,1,Regular Play,Iñaki Williams Arthuer,6393.0,Right Wing,4,Athletic Club,215,['81e80502-8262-4fa8-82fd-89bab9ee86b2'],31,,,,,,,,,,,,,,,,Athletic Club,215,00:00:31.123,Pass,
,,,,,,,,,,,,,,,1.846496,,,,,,,,,,,,40835b00-5061-4f3d-8352-a24234a0e34c,45,,"[63.8, 57.1]",3825842,0,,,,,0.4950744,,Right Foot,,,"[90.1, 71.3]",,High Pass,,29.888626,Incomplete,,Eneko Bóveda Altube,6386.0,,,,,,1,Regular Play,Iñaki Williams Arthuer,6393.0,Right Wing,4,Athletic Club,215,"['72fe6e23-2053-4e54-a632-0d296020f60e', 'decdcd81-710b-47b6-b470-d761e73a3706']",33,,,,,,,,,,,,,,,,Athletic Club,215,00:00:33.067,Pass,
,,,,,,,,,,,,,,,2.627742,,,,,,,,,,,,a0f7423d-5c73-464c-8197-3761a489134e,50,,"[32.7, 8.3]",3825842,0,,,,,-0.17826746,,Left Foot,,,"[54.9, 4.3]",,High Pass,,22.557482,,,Víctor Casadesús Castaño,23791.0,,,,,,1,Regular Play,Zouhair Feddal,6647.0,Left Center Back,4,Athletic Club,215,"['31138809-a4f5-4ca1-8080-6ab58e9d8621', 'a6a8fd64-0394-49a5-9281-3af33561028f']",35,,,,,,,,,,,,,,,,Levante UD,221,00:00:35.608,Pass,True
,,,,,,,,,,,,,,,0.824143,,,,,,,,,,,,c4484523-f5b4-4b26-9523-aac2e78a936d,52,,"[54.9, 4.3]",3825842,0,,,,,-0.03486958,,Head,,,"[63.5, 4.0]",,Low Pass,,8.605231,Incomplete,,José Luis Morales Nogales,6668.0,,,,,,1,Regular Play,Víctor Casadesús Castaño,23791.0,Left Center Forward,4,Athletic Club,215,"['09754a0a-2dfb-4ca4-89b1-ed8686183b57', 'de12ba38-e02f-452d-b1f8-6d19001fa26b']",38,,,,,,,,,,,,,,,,Levante UD,221,00:00:38.236,Pass,
,,,,,,,,,,,,,,,4.179755,,,,,,,,,,,,d07ad646-4619-46ac-af46-de6888cb9c33,56,,"[58.7, 76.5]",3825842,0,,,,,-0.331486,,Right Foot,,,"[101.7, 61.7]",,High Pass,,45.475708,,,Borja Viguera Manzanares,23833.0,,,,,,1,Regular Play,Mikel San José Domínguez,6389.0,Right Center Back,4,Athletic Club,215,['879bed86-7151-48f1-b15a-23cad058c8a7'],40,,,,,,,,,,,,,,,,Athletic Club,215,00:00:40.571,Pass,
,,,,,,,,,,,,,,,1.03888,,,,,,,,,,,,d07be025-7867-41c8-9116-9e43d7724721,63,,"[7.6, 4.3]",3825842,0,,,,,-0.074121386,,Left Foot,,,"[27.8, 2.8]",,Ground Pass,,20.255617,Incomplete,,,,,,,,,1,Regular Play,Zouhair Feddal,6647.0,Left Center Back,4,Athletic Club,215,"['1e36530c-ea23-46b4-a642-39bf48272a9f', '3c83a072-224b-474c-a446-6bd02fb78ff2']",49,,,,,,,,,,,,,,,,Levante UD,221,00:00:49.704,Pass,True
,,,,,,,,,,,,,,,0.565406,,,,,,,,,,,,616b3736-787a-4a77-a7cd-a8e675ef1033,69,,"[96.5, 80.0]",3825842,1,,,,,-1.967505,,,,,"[93.4, 72.6]",,Low Pass,,8.023091,,,Iñaki Williams Arthuer,6393.0,,,,,Throw-in,1,From Throw In,Eneko Bóveda Altube,6386.0,Right Back,5,Athletic Club,215,['11773f62-4b95-48bd-ba10-455533a85b9d'],9,,,,,,,,,,,,,,,,Athletic Club,215,00:01:09.245,Pass,
,,,,,,,,,,,,,,,0.960587,,,,,,,,,,,,4b58d820-bda5-4f39-8e60-b40ac9e6a17e,72,,"[93.4, 72.6]",3825842,1,,,,,0.7462026,,Right Foot,,,"[98.7, 77.5]",,Low Pass,,7.218033,,,Eneko Bóveda Altube,6386.0,,,,,,1,From Throw In,Iñaki Williams Arthuer,6393.0,Right Wing,5,Athletic Club,215,['5b1629af-6cb5-45dd-b2b8-189439b5be3c'],9,,,,,,,,,,,,,,,,Athletic Club,215,00:01:09.850,Pass,
,,,,,,,,,,,,,,,0.764377,,,,,,,,,,,,5be8e24f-4272-4478-8db7-49df686703b3,74,,"[98.7, 77.5]",3825842,1,,,,,-2.4376466,,Left Foot,,,"[93.4, 73.0]",,Ground Pass,,6.9526973,,,Iñaki Williams Arthuer,6393.0,,,,,,1,From Throw In,Eneko Bóveda Altube,6386.0,Right Back,5,Athletic Club,215,['761b31ee-a1a0-401e-961f-f8365976cdb8'],10,,,,,,,,,,,,,,,,Athletic Club,215,00:01:10.811,Pass,
,,,,,,,,,,,,,,,2.10093,,,,,,,,,,,,cc65a035-67f4-4d2f-9672-d0f9979aaa7d,77,,"[93.4, 73.0]",3825842,1,,,,,-1.0931561,,Right Foot,True,,"[112.5, 36.1]",,High Pass,,41.55021,Incomplete,,Iker Muniain Goñi,6842.0,,,,,,1,From Throw In,Iñaki Williams Arthuer,6393.0,Right Wing,5,Athletic Club,215,"['a54bcb18-af81-4ab7-9926-b293f995c35b', 'df82135f-4d49-4296-8bab-eec376d7236a']",12,,,,,,,,,,,,,,,,Athletic Club,215,00:01:12.514,Pass,
,,,,,,,,,,,,,,,1.583335,,,,,,,,,,,,544d7abb-a899-4285-96c7-9d46b91dbce0,80,,"[120.0, 0.1]",3825842,1,,,,,1.7914675,,Right Foot,,,"[111.7, 37.1]",,High Pass,True,37.91952,Incomplete,,,,,,Inswinging,,Corner,1,From Corner,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,6,Athletic Club,215,['aff43d3b-5c70-4d6a-a78d-f0ba11ed83ed'],44,,,,,,,,,,,,,,,,Athletic Club,215,00:01:44.140,Pass,
,,,,,,,,,,,,,,,2.684246,,,,,,,,,,,,b2907282-1ee8-4e81-9dab-73ba21d8d6ff,84,,"[20.5, 61.4]",3825842,1,,,,,-0.582828,,Right Foot,,,"[56.3, 37.8]",,High Pass,,42.8789,Incomplete,,Víctor Casadesús Castaño,23791.0,,,,,,1,Regular Play,Mauricio Andrés Cuero Castillo,27463.0,Right Midfield,7,Levante UD,221,"['591a0431-99bf-4a75-a29f-a63bb04f4e7c', 'ba60d4f6-ac00-4028-92ae-9801af85c5f8']",49,,,,,,,,,,,,,,,,Levante UD,221,00:01:49.416,Pass,
,,,,,,,,,,,,,,,4.320198,,,,,,,,,,,,591a0431-99bf-4a75-a29f-a63bb04f4e7c,86,,"[63.8, 42.3]",3825842,1,,,,,-0.39892334,,Left Foot,,,"[108.4, 23.5]",,High Pass,,48.400414,Incomplete,,Iker Muniain Goñi,6842.0,,,,,Recovery,1,Regular Play,Eneko Bóveda Altube,6386.0,Right Back,7,Levante UD,221,"['b2907282-1ee8-4e81-9dab-73ba21d8d6ff', 'dba99601-02ce-4a9d-9a6e-d2c318233d6d', 'f3f72ec4-6dbb-43a9-88bd-f60d1cceef5b']",52,,,,,,,,,,,,,,,,Athletic Club,215,00:01:52.100,Pass,
,,,,,,,,,,,,,,,1.130312,,,,,,,,,,,,70089c18-5115-4b89-98e1-438edf430d26,89,,"[14.1, 44.5]",3825842,2,,True,,,1.2293439,,Keeper Arm,,,"[22.7, 68.7]",,Ground Pass,,25.682678,,,Carl Medjani,27656.0,,,,,,1,From Keeper,Diego Mariño Villar,23843.0,Goalkeeper,8,Levante UD,221,['6aee598e-ea67-4be5-bafb-a8a4338e715a'],8,,,,,,,,,,,,,,,,Levante UD,221,00:02:08.090,Pass,
,,,,,,,,,,,,,,,0.17342,,,,,,,,,,,,17f5ef25-bb87-43b6-b46d-80487a72ac4d,91,,"[20.1, 71.4]",3825842,2,,,,,-0.34464732,,Right Foot,,,"[24.0, 70.0]",,Low Pass,,4.14367,Incomplete,,,,,,,,,1,From Keeper,Carl Medjani,27656.0,Right Center Back,8,Levante UD,221,['d620c41b-a1d7-495a-819b-71c345b0ea17'],10,,,,,,,,,,,,,,,,Levante UD,221,00:02:10.573,Pass,
,,,,,,,,,,,,,,,2.296884,,,,,,,,,,,,d15b3231-51c9-4968-a3e0-e3aa19415a39,93,,"[37.0, 80.0]",3825842,2,,,,,-2.700299,,,,,"[17.1, 70.6]",,Low Pass,,22.008408,,,Carl Medjani,27656.0,,,,,Throw-in,1,From Throw In,Pedro López Muñoz,6787.0,Right Back,9,Levante UD,221,['c37b2d26-1c36-407e-8c12-cb3d44275d6c'],19,,,,,,,,,,,,,,,,Levante UD,221,00:02:19.395,Pass,
,,,,,,,,,,,,,,,2.039999,,,,,,,,,,,,6b9cb765-1507-459c-a807-830cc0f2d27a,96,,"[17.1, 70.6]",3825842,2,,,,,-2.2421405,,Right Foot,,,"[2.8, 52.6]",,Ground Pass,,22.98891,,,Diego Mariño Villar,23843.0,,,,,,1,From Throw In,Carl Medjani,27656.0,Right Center Back,9,Levante UD,221,['d10f3d4e-993f-4840-85e9-a3262bdad93c'],22,,,,,,,,,,,,,,,,Levante UD,221,00:02:22.196,Pass,
,,,,,,,,,,,,,,,1.069037,,,,,,,,,,,,be3be8bf-481b-452f-a383-85e05ed4b027,99,,"[2.8, 52.6]",3825842,2,,,,,1.0375813,,Right Foot,,,"[14.9, 73.1]",,Ground Pass,,23.80462,,,Carl Medjani,27656.0,,,,,,1,From Throw In,Diego Mariño Villar,23843.0,Goalkeeper,9,Levante UD,221,['bfee15ba-0425-4447-8946-7543c44285f4'],24,,,,,,,,,,,,,,,,Levante UD,221,00:02:24.470,Pass,
,,,,,,,,,,,,,,,2.659984,,,,,,,,,,,,433e25e3-c619-46ef-8e85-187d142ab726,102,,"[26.5, 69.2]",3825842,2,,,,,-0.22694176,,Right Foot,,,"[77.6, 57.4]",,High Pass,,52.444733,Unknown,,,,,,,,,1,From Throw In,Carl Medjani,27656.0,Right Center Back,9,Levante UD,221,,29,,,,,,,,,,,,,,,,Levante UD,221,00:02:29.639,Pass,
,,,,,,,,,,,,,,,1.5309,,,,,,,,,,,,8bfc0b27-16da-46d9-bd37-4d4a838d7630,105,,"[77.6, 57.4]",3825842,2,,True,,,0.9718851,,Right Foot,,,"[86.2, 70.0]",,Ground Pass,,15.255163,,,Mauricio Andrés Cuero Castillo,27463.0,,,,,Free Kick,1,From Free Kick,Víctor Camarasa Ferrando,6659.0,Right Defensive Midfield,10,Levante UD,221,['bc6a2c4c-1367-4ec7-94c2-1e5380c80d72'],42,,,,,,,,,,,,,,,,Levante UD,221,00:02:42.285,Pass,
,,,,,,,,,,,,,,,0.598886,,,,,,,,,,,,ab8843d9-e104-4523-87c3-3253662de9bb,107,,"[84.2, 66.6]",3825842,2,,,,,-1.6490675,,Right Foot,,,"[83.0, 51.3]",,Ground Pass,,15.346987,,,José Luis Morales Nogales,6668.0,,,,,,1,From Free Kick,Mauricio Andrés Cuero Castillo,27463.0,Right Midfield,10,Levante UD,221,['00b16fde-9d47-49f1-a134-3262ab02a40a'],45,,,,,,,,,,,,,,,,Levante UD,221,00:02:45.097,Pass,
,,,,,,,,,,,,,,,0.825339,,,,,,,,,,,,796c20e1-a470-499d-858b-8db8cc6ad128,110,,"[83.0, 51.3]",3825842,2,,,,,0.6402278,,Right Foot,,,"[92.8, 58.6]",,Ground Pass,,12.220065,,,Giuseppe Rossi,7141.0,,,,,,1,From Free Kick,José Luis Morales Nogales,6668.0,Left Midfield,10,Levante UD,221,['8ca38edd-7d8d-4b4c-bbe0-9b6ac832e240'],45,,,,,,,,,,,,,,,,Levante UD,221,00:02:45.734,Pass,
,,,,,,,,,,,,,,,1.102291,,,,,,,,,,,,8f7942b2-a66d-4283-9c66-05d70eadfbea,114,,"[88.3, 64.1]",3825842,2,,,,,2.3417027,,Right Foot,,,"[81.5, 71.1]",,Ground Pass,,9.759098,,,Jefferson Andrés Lerma Solís,5678.0,,,,,,1,From Free Kick,Giuseppe Rossi,7141.0,Right Center Forward,10,Levante UD,221,['7caec07a-b126-4980-a4be-baf63c8db754'],48,,,,,,,,,,,,,,,,Levante UD,221,00:02:48.633,Pass,
,,,,,,,,,,,,,,,0.914133,,,,,,,,,,,,3a565b26-20a9-49cb-8fc4-691212ba7e0e,117,,"[81.5, 71.1]",3825842,2,,,,,-0.9920814,,Right Foot,,,"[91.3, 56.1]",,Ground Pass,,17.91759,Incomplete,,,,,,,,,1,From Free Kick,Jefferson Andrés Lerma Solís,5678.0,Left Defensive Midfield,10,Levante UD,221,['c352cda1-c69b-4d12-adab-c7df211f0420'],49,,,,,,,,,,,,,,,,Levante UD,221,00:02:49.971,Pass,
,,,,,,,,,,,,,,,1.152087,,,,,,,,,,,,c352cda1-c69b-4d12-adab-c7df211f0420,118,,"[28.8, 24.0]",3825842,2,,,,,-0.56012136,,Right Foot,,,"[34.7, 20.3]",,Ground Pass,,6.9641943,,,Raúl García Escudero,6391.0,,,,,Recovery,1,Regular Play,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,11,Athletic Club,215,"['3a565b26-20a9-49cb-8fc4-691212ba7e0e', '82b52a1c-074b-433c-af26-267cb660fca9']",50,,,,,,,,,,,,,,,,Athletic Club,215,00:02:50.885,Pass,
,,,,,,,,,,,,,,,1.932767,,,,,,,,,,,,d3635da8-3da7-421c-a743-02f407368cb4,122,,"[34.7, 20.8]",3825842,2,,,,,0.8365164,,Right Foot,,,"[44.9, 32.1]",,High Pass,,15.22268,,,Iñaki Williams Arthuer,6393.0,,,,,,1,Regular Play,Raúl García Escudero,6391.0,Center Attacking Midfield,11,Athletic Club,215,['d55586ed-d93d-4bd2-93aa-dc445e6df01d'],52,,,,,,,,,,,,,,,,Athletic Club,215,00:02:52.174,Pass,
,,,,,,,,,,,,,,,2.540425,,,,,,,,,,,,a80fb81b-df18-4317-8ff4-af966cb2062c,124,,"[44.9, 32.1]",3825842,2,,,,,-0.84679633,,Right Foot,,,"[67.8, 6.2]",,Low Pass,,34.571953,,,Iker Muniain Goñi,6842.0,,,,,,1,Regular Play,Iñaki Williams Arthuer,6393.0,Right Wing,11,Athletic Club,215,['7da86cba-8567-470a-bdd0-cf3167266ba5'],54,,,,,,,,,,,,,,,,Athletic Club,215,00:02:54.107,Pass,
