50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.630722,,,,,,,,,,,,b35191dd-86d1-463a-81b9-2cec8a174dd8,25,,"[105.5, 1.5]",3825738,0,,,,,1.4670973,,Left Foot,,,"[107.8, 23.6]",,Low Pass,,22.21936,,,Incomplete,,,,,,,,,1,From Kick Off,Filipe Luís Kasmirski,6320.0,Left Back,2,Atlético Madrid,212,['350e3626-fa1b-4426-b2dd-f22a90586e8d'],13,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:13.358,Pass,
,,,,,,,,,,,,,,,,,,0.962657,,,,,,,,,,,,22b90e0e-a7db-4edd-a24c-8d10f487fb6b,29,,"[14.6, 42.9]",3825738,0,,,,,1.043853,,Left Foot,,,"[21.0, 53.9]",,Ground Pass,,12.726351,,,,,Roque Mesa Quevedo,3610.0,,,,,,1,Regular Play,José Vicente Gómez Umpiérrez,6929.0,Left Defensive Midfield,3,Las Palmas,208,['56ae2968-3232-4cb0-9a1b-069edb440102'],15,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:15.902,Pass,
,,,,,,,,,,,,,,,,,,2.018879,,,,,,,,,,,,24bed2c6-7cb3-4493-81e4-1026a8b4446f,32,,"[36.5, 58.5]",3825738,0,,,,,1.5398784,,Right Foot,,,"[37.1, 77.9]",,Ground Pass,,19.409277,,,,,Nabil El Zhar,6608.0,,,,,,1,Regular Play,Roque Mesa Quevedo,3610.0,Right Defensive Midfield,3,Las Palmas,208,['30cb1d69-7a98-490c-8001-5e6c27a803c7'],19,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:19.486,Pass,
,,,,,,,,,,,,,,,,,,1.208174,,,,,,,,,,,,b44277e6-7f23-49c0-b30b-1dec78b46ea3,39,,"[77.5, 0.1]",3825738,0,,True,,,1.7051178,,,,,"[76.0, 11.2]",,High Pass,,11.200892,,,,,Antoine Griezmann,5487.0,,,,,Throw-in,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,4,Atlético Madrid,212,['ab0cb7ee-a6b8-465f-b1c9-c6402b61091b'],29,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:29.900,Pass,
,,,,,,,,,,,,,,,,,,0.81275,,,,,,,,,,,,fd8a16cd-4f04-43a4-bf94-b286af607253,41,,"[89.7, 11.2]",3825738,0,,,,,3.0233352,,Right Foot,,,"[79.6, 12.4]",,Low Pass,,10.171038,,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Right Wing,4,Atlético Madrid,212,['963f0bb2-6e21-4b69-9635-70e6dd41ed45'],31,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:31.416,Pass,
,,,,,,,,,,,,,,,,,,0.928147,,,,,,,,,,,,34db798f-a09c-47f9-a227-f1482972af8a,44,,"[78.9, 12.2]",3825738,0,,,,,-1.0401565,,Right Foot,,,"[86.0, 0.1]",,Ground Pass,,14.029255,,,Out,,Filipe Luís Kasmirski,6320.0,,,,,,1,From Throw In,Saúl Ñíguez Esclapez,6381.0,Center Attacking Midfield,4,Atlético Madrid,212,['99e3769d-f75d-46e1-b4d5-5bae901d45ab'],32,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:32.760,Pass,
,,,,,,,,,,,,,,,,,,1.877336,,,,,,,,,,,,84703716-b9a2-4c8b-955a-c5bdeb774bb4,46,,"[34.4, 80.0]",3825738,0,,True,,,-2.3884413,,,,,"[18.4, 65.0]",,Low Pass,,21.931713,,,,,Aythami Artiles Oliva,8440.0,,,,,Throw-in,1,From Throw In,David García Santana,6927.0,Right Back,5,Las Palmas,208,['054888d8-a0b5-440b-96ac-08acf6af4622'],39,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:39.127,Pass,
,,,,,,,,,,,,,,,,,,2.158109,,,,,,,,,,,,69c6fb32-82a0-4397-a2e3-1172a913b60c,48,,"[11.1, 58.9]",3825738,0,,,,,-1.8971552,,Right Foot,,,"[4.5, 39.4]",,Ground Pass,,20.586647,,,,,Javier Varas Herrera,26753.0,,,,,,1,From Throw In,Aythami Artiles Oliva,8440.0,Right Center Back,5,Las Palmas,208,['8a7b22b6-b755-4dac-812b-6786e39b7597'],42,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:42.505,Pass,
,,,,,,,,,,,,,,,,,,1.309981,,,,,,,,,,,,3264c381-2f0f-4f18-81d8-9ff79121b15c,52,,"[3.4, 33.7]",3825738,0,,,,,-1.2133906,,Left Foot,,,"[12.4, 9.6]",,Ground Pass,,25.725668,,,,,Javier Garrido Behovide,26448.0,,,,,,1,From Throw In,Javier Varas Herrera,26753.0,Goalkeeper,5,Las Palmas,208,"['7005dcc8-4226-41bb-85fa-b44103b67e2b', 'e1e3dc0f-132d-4799-a041-41ce727108ec']",46,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:46.697,Pass,True
,,,,,,,,,,,,,,,,,,0.967857,,,,,,,,,,,,3c97cdab-8771-4d26-abc0-4859bf1c65fb,55,,"[14.3, 6.7]",3825738,0,,,,,-0.14736149,,Left Foot,,,"[27.1, 4.8]",,Ground Pass,,12.940248,,,,,Dani Castellano Betancor,6932.0,,,,,,1,From Throw In,Javier Garrido Behovide,26448.0,Left Center Back,5,Las Palmas,208,['31602338-c423-4b06-a3ad-2c44a019d39b'],49,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:49.038,Pass,
,,,,,,,,,,,,,,,,,,0.860806,,,,,,,,,,,,99d16c31-b274-4bf0-beaa-7352efcc57f5,58,,"[27.1, 4.8]",3825738,0,,,,,2.3337264,,Left Foot,,,"[18.4, 13.9]",,Ground Pass,,12.589679,,,,,Javier Garrido Behovide,26448.0,,,,,,1,From Throw In,Dani Castellano Betancor,6932.0,Left Back,5,Las Palmas,208,['11470471-7cf3-4ee4-aadb-9b1a498456a2'],50,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:50.673,Pass,
,,,,,,,,,,,,,,,,,,1.024219,,,,,,,,,,,,8bc9238b-4ecf-4efb-bf7c-a7525454320d,61,,"[18.4, 13.9]",3825738,0,,,,,0.009090658,,Left Foot,,,"[40.4, 14.1]",,Ground Pass,,22.00091,,,Incomplete,,Jonathan Viera Ramos,10755.0,,,,,,1,From Throw In,Javier Garrido Behovide,26448.0,Left Center Back,5,Las Palmas,208,"['044d86ed-c19f-4039-9e0d-bc1d1d8b7339', '6d0f8d2d-6a6c-485e-bc9e-fc80b20dc739']",51,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:51.580,Pass,
,,,,,,,,,,,,,,,,,,0.699004,,,,,,,,,,,,92adf69a-0a8b-4423-b1ba-2d712acb2f7c,65,,"[91.5, 64.4]",3825738,0,,,,,-1.1141908,,Left Foot,,,"[94.3, 58.7]",,Ground Pass,,6.3505907,,,,,Luciano Vietto,6744.0,,,,,Recovery,1,From Throw In,Antoine Griezmann,5487.0,Right Wing,5,Las Palmas,208,['3ff33137-86fc-42e1-a133-831f3a59a196'],54,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:54.291,Pass,
,,,,,,,,,,,,,,,,,,1.146541,,,,,,,,,,,,5a1e9f65-fbe4-4049-ad8b-7920426d42e9,69,,"[95.0, 56.3]",3825738,0,,,,,-1.3913988,,Right Foot,,,"[98.5, 37.0]",,Low Pass,,19.61479,,,Incomplete,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Throw In,Luciano Vietto,6744.0,Center Forward,5,Las Palmas,208,"['11313e00-eb79-49ed-b4fb-8719e96d9a82', '5d347c88-bc8b-46eb-bae5-7fd5631efde2', 'a4f53c59-4f09-4704-9e06-6aebb0c015dd']",55,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:55.555,Pass,True
,,,,,,,,,,,,,,,,,,2.276485,,,,,,,,,,,,5d347c88-bc8b-46eb-bae5-7fd5631efde2,71,,"[21.6, 43.1]",3825738,0,,,,,-0.38319743,,Left Foot,,,"[53.6, 30.2]",,High Pass,,34.50232,,,,,Willian José da Silva,6721.0,,,,,Recovery,1,From Throw In,David García Santana,6927.0,Right Back,5,Las Palmas,208,"['5a1e9f65-fbe4-4049-ad8b-7920426d42e9', '5f23d372-1af0-46fc-a2bc-fb1b4a5234cd']",56,,,,,,,,,,,,,,,,,Las Palmas,208,00:00:56.702,Pass,
,,,,,,,,,,,,,,,,,,0.936312,,,,,,,,,,,,30e2dd00-c196-4e57-b7cb-4b3c30f01783,80,,"[52.5, 42.9]",3825738,1,,,,,1.4121411,,Right Foot,,,"[54.5, 55.4]",,Ground Pass,,12.658989,,,,,Nabil El Zhar,6608.0,,,,,,1,From Throw In,Pedro Taunausú Domínguez Placeres,6928.0,Center Attacking Midfield,5,Las Palmas,208,['69eb8c51-230b-44bc-b836-207204ca9537'],3,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:03.438,Pass,
,,,,,,,,,,,,,,,,,,1.365416,,,,,,,,,,,,0f673a9f-03af-414d-bc91-930c079e7c23,85,,"[82.2, 78.6]",3825738,1,,,,,-2.3561945,,Right Foot,,,"[72.5, 68.9]",,Ground Pass,,13.717872,,,,,Roque Mesa Quevedo,3610.0,,,,,,1,From Throw In,Nabil El Zhar,6608.0,Right Wing,5,Las Palmas,208,['5849bee7-ffe3-49cb-8ba4-d9358ca2cfb5'],10,,,,,,,,,,,,,,,,,Las Palmas,208,00:01:10.938,Pass,
,,,,,,,,,,,,,,,,,,1.327397,,,,,,,,,,,,8883a657-7437-40bc-85ad-f69de461cb2a,92,,"[50.0, 25.9]",3825738,1,,,,,1.6191458,,Right Foot,,,"[49.4, 38.3]",,Ground Pass,,12.414508,,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,Regular Play,Luciano Vietto,6744.0,Center Forward,6,Atlético Madrid,212,['11599a32-3e42-4cee-93ea-722b57d6a46c'],15,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:15.305,Pass,
,,,,,,,,,,,,,,,,,,0.506454,,,,,,,,,,,,b3f5ad62-01c8-416f-861f-b3b3f0a1ee99,95,,"[56.4, 34.3]",3825738,1,,,,,2.154432,,Right Foot,,,"[52.9, 39.6]",,Ground Pass,,6.351378,,,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Defensive Midfield,6,Atlético Madrid,212,['d5f10351-2f31-460a-814c-b95e5e8b5aae'],17,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:17.777,Pass,
,,,,,,,,,,,,,,,,,,1.141006,,,,,,,,,,,,bfce1026-c906-4a53-8c3d-588da6c771ac,97,,"[52.5, 39.4]",3825738,1,,,,,-1.9527152,,Left Foot,,,"[47.6, 27.2]",,Ground Pass,,13.1472435,,,,,Augusto Matías Fernández,19668.0,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Right Wing,6,Atlético Madrid,212,['af141f12-cf2c-4f39-afb3-a8d76eef2d79'],18,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:18.283,Pass,
,,,,,,,,,,,,,,,,,,0.965121,,,,,,,,,,,,67f63866-d05c-411a-b4e4-db8894b06992,100,,"[47.4, 27.2]",3825738,1,,,,,-0.21866895,,Right Foot,,,"[56.4, 25.2]",,Ground Pass,,9.219544,,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,Regular Play,Augusto Matías Fernández,19668.0,Left Defensive Midfield,6,Atlético Madrid,212,['fa2bc9cc-e8de-4b53-a0a7-627daeeccd02'],19,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:19.917,Pass,
,,,,,,,,,,,,,,,,,,0.658996,,,,,,,,,,,,0ce760e8-3d23-4b9c-bba2-e767191cb708,102,,"[56.2, 25.2]",3825738,1,,,,,3.0771658,,Left Foot,,,"[50.0, 25.6]",,Ground Pass,,6.2128897,,,,,Augusto Matías Fernández,19668.0,,,,,,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Center Attacking Midfield,6,Atlético Madrid,212,['8c159bd6-da51-493f-9970-f5b2f59f491c'],20,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:20.882,Pass,
,,,,,,,,,,,,,,,,,,0.924677,,,,,,,,,,,,8f20a039-097c-40fa-b4df-73a928bcd17c,105,,"[55.3, 24.1]",3825738,1,,,,,-0.051976267,,Right Foot,,,"[72.6, 23.2]",,Ground Pass,,17.323395,,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,Regular Play,Augusto Matías Fernández,19668.0,Left Defensive Midfield,6,Atlético Madrid,212,['d241ff34-b986-40b6-b4a7-7696464b77ef'],22,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:22.601,Pass,
,,,,,,,,,,,,,,,,,,1.460417,,,,,,,,,,,,7dd9871b-dcaa-47f5-84cf-bd3865757bb3,107,,"[72.6, 23.2]",3825738,1,,,,,2.859469,,Left Foot,,,"[65.7, 25.2]",,Low Pass,,7.18401,,,,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,Regular Play,Jorge Resurrección Merodio,5199.0,Left Wing,6,Atlético Madrid,212,['b3679836-04a2-43f2-a94d-55f3cd9ee1fa'],23,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:23.526,Pass,
,,,,,,,,,,,,,,,,,,1.619021,,,,,,,,,,,,dac5dfbf-3f16-475a-a610-e1903efd507d,110,,"[66.0, 23.2]",3825738,1,,,,,-0.9964915,,Left Foot,,,"[80.3, 1.1]",,Ground Pass,,26.322994,,,,,Filipe Luís Kasmirski,6320.0,,,,,,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Center Attacking Midfield,6,Atlético Madrid,212,['d373d317-4230-492f-ac09-beec6a7548fd'],25,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:25.013,Pass,
,,,,,,,,,,,,,,,,,,0.783961,,,,,,,,,,,,d9c1d63c-4fc0-4232-8a6c-ecf89aed7297,113,,"[90.1, 2.2]",3825738,1,,,,,0.95159286,,Left Foot,,,"[103.0, 20.3]",,High Pass,,22.22656,,,Incomplete,,Jorge Resurrección Merodio,5199.0,,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,6,Atlético Madrid,212,"['5e3ab89a-d491-4b65-aade-783313321c38', 'ce607160-9c71-4729-b92e-b90cb33b6fe5']",28,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:28.787,Pass,
,,,,,,,,,,,,,,,,,,1.089485,,,,,,,,,,,,827b26eb-52bc-4f75-8227-1cbcdb8707c2,117,,"[101.0, 0.1]",3825738,1,,True,,,0.9194214,,,,,"[108.7, 10.2]",,High Pass,,12.700394,,,,,Luciano Vietto,6744.0,,,,,Throw-in,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,7,Atlético Madrid,212,['2d3f174d-a8bd-42f0-949c-822106b9d0aa'],42,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:42.866,Pass,
,,,,,,,,,,,,,,,,,,1.711257,,,,,,,,,,,,30a21702-0098-4d1b-aa58-91f0f71fdc0a,121,,"[73.9, 17.6]",3825738,1,,,,,0.31263226,,Head,,,"[103.6, 27.2]",,High Pass,,31.212978,,,Incomplete,,Antoine Griezmann,5487.0,,,,,Recovery,1,From Throw In,Diego Roberto Godín Leal,5249.0,Left Center Back,7,Atlético Madrid,212,"['de7add79-60b4-4578-ba6d-d13230874f1e', 'fb9ab332-5b36-4747-a3d4-37119152b713']",47,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:47.074,Pass,
,,,,,,,,,,,,,,,,,,1.088542,,,,,,,,,,,,257eb7ae-db1f-42f8-8712-ca5795b76ac9,130,,"[22.1, 56.8]",3825738,2,,True,,,0.08047101,,Right Foot,,,"[34.5, 57.8]",,Ground Pass,,12.440257,,,,,Roque Mesa Quevedo,3610.0,,,,,Free Kick,1,From Free Kick,Aythami Artiles Oliva,8440.0,Right Center Back,9,Las Palmas,208,['60bd112f-328e-46d0-86be-cd9cd92702cb'],6,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:06.777,Pass,
,,,,,,,,,,,,,,,,,,1.479397,,,,,,,,,,,,5c2b7c23-8d15-46af-bb48-c782405a29bb,132,,"[32.4, 58.0]",3825738,2,,,,,2.7187388,,Right Foot,,,"[22.4, 62.5]",,Ground Pass,,10.965857,,,,,Aythami Artiles Oliva,8440.0,,,,,,1,From Free Kick,Roque Mesa Quevedo,3610.0,Right Defensive Midfield,9,Las Palmas,208,['04cf8d1e-fcbb-4d04-aaad-c1aa3159d055'],8,,,,,,,,,,,,,,,,,Las Palmas,208,00:02:08.951,Pass,
