50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.965479,,,,,,,,,,,,,eca98a9b-b681-444c-b1b5-2712334585d2,16,,"[64.3, 72.8]",3825622,0,,,,-1.6936315,,Right Foot,,,,"[63.3, 64.7]",,Ground Pass,,8.161495,,,,Mikel San José Domínguez,6389.0,,,,,,1,From Kick Off,Óscar de Marcos Arana,6649.0,Right Back,2,Athletic Club,215,['1bf9e3d6-271e-4475-8454-259649a9e94b'],9,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:09.613,Pass,
,,,,,,,,,,,,,,,,,,1.703586,,,,,,,,,,,,,923638e8-82cf-4ca7-b02c-bef6fa8e473a,19,,"[60.8, 63.3]",3825622,0,,,,-2.945356,,Right Foot,,,,"[44.2, 60.0]",,Ground Pass,,16.924833,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,1,From Kick Off,Mikel San José Domínguez,6389.0,Left Defensive Midfield,2,Athletic Club,215,['6845b817-95e6-489f-8597-68befce5ca37'],11,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:11.687,Pass,
,,,,,,,,,,,,,,,,,,1.886431,,,,,,,,,,,,,3287f187-54be-4c27-82e0-aec09e351bde,21,,"[44.2, 60.0]",3825622,0,,,,-1.4745216,,Right Foot,,,,"[47.3, 27.9]",,Ground Pass,,32.24934,,,,Aymeric Laporte,4353.0,,,,,,1,From Kick Off,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,2,Athletic Club,215,['51b676bc-5c54-4a12-94b0-e907e8bb68cc'],13,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:13.391,Pass,
,,,,,,,,,,,,,,,,,,1.7611,,,,,,,,,,,,,38d68822-4073-4d07-a124-2844b970794b,24,,"[46.3, 27.8]",3825622,0,,,,1.6504751,,Left Foot,,,,"[44.2, 54.1]",,Ground Pass,,26.383707,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,1,From Kick Off,Aymeric Laporte,4353.0,Left Center Back,2,Athletic Club,215,['be68ee06-b666-4bb3-acfc-6ff1351323f9'],16,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:16.132,Pass,
,,,,,,,,,,,,,,,,,,1.775152,,,,,,,,,,,,,a6577404-2b4d-4257-80ac-7c97e926c1d3,27,,"[48.7, 55.0]",3825622,0,,,,1.1147243,,Left Foot,,,,"[56.5, 70.9]",,Ground Pass,,17.710167,,,,Mikel San José Domínguez,6389.0,,,,,,1,From Kick Off,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,2,Athletic Club,215,['4e55e456-3905-4ad1-bbeb-31949fb7d420'],18,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:18.399,Pass,
,,,,,,,,,,,,,,,,,,0.866823,,,,,,,,,,,,,f8ff0d08-c1cb-45c8-8e81-be4cf5f3ad32,30,,"[58.4, 75.4]",3825622,0,,,,-0.32175055,,Right Foot,,,,"[78.5, 68.7]",,Ground Pass,,21.18726,,,,Markel Susaeta Laskurain,6390.0,,,,,,1,From Kick Off,Mikel San José Domínguez,6389.0,Left Defensive Midfield,2,Athletic Club,215,['f2a3e49a-83bb-4185-8d3e-a9773da93df3'],21,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:21.439,Pass,
,,,,,,,,,,,,,,,,,,1.907509,,,,,,,,,,,,,183d3745-37d6-48d2-9b79-4db8ea7a9169,36,,"[50.6, 5.7]",3825622,0,,,,1.96816,,Right Foot,,,,"[42.5, 25.0]",,Ground Pass,,20.930838,,Incomplete,,Javier Fuego Martínez,6751.0,,,,,Recovery,1,From Kick Off,André Filipe Tavares Gomes,10802.0,Center Attacking Midfield,2,Athletic Club,215,"['2a2376de-716f-4993-be2f-ecfdc23b13b0', '55047ea4-b54a-443c-b976-d0b9a616a6f1']",23,,,,,,,,,,,,,,,,,Valencia,207,00:00:23.789,Pass,
,,,,,,,,,,,,,,,,,,2.753642,,,,,,,,,,,,,914a4b41-e4ca-4f67-9d98-9be35bed55bf,45,,"[6.0, 44.0]",3825622,1,,,,-0.06858236,,Right Foot,,,,"[68.6, 39.7]",,High Pass,,62.74751,,Incomplete,,André Filipe Tavares Gomes,10802.0,,,,,Goal Kick,1,From Goal Kick,Jaume Doménech Sánchez,6898.0,Goalkeeper,3,Valencia,207,"['4df9efae-4909-487e-9c5b-4b371034ea95', '937004dc-1ca9-4be8-8f7d-996bc5c783b4']",2,,,,,,,,,,,,,,,,,Valencia,207,00:01:02.039,Pass,
,,,,,,,,,,,,,,,,,,2.002626,,,,,,,,,,,,,937004dc-1ca9-4be8-8f7d-996bc5c783b4,47,,"[51.5, 40.4]",3825622,1,,,True,0.6300933,,,,,,"[74.4, 57.1]",,Low Pass,,28.342548,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,Recovery,1,From Goal Kick,Mikel San José Domínguez,6389.0,Left Defensive Midfield,3,Valencia,207,"['037fd45f-2075-4c15-8cd8-7535ca2cdd6b', '469018c7-2c53-4d27-82d9-23cde0e664ce', '914a4b41-e4ca-4f67-9d98-9be35bed55bf', 'ec28a565-eb22-4bf6-b6ac-1fe4b2878e36']",4,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:04.792,Pass,True
,,,,,,,,,,,,,,,,,,1.403041,,,,,,,,,,,,,7f78205b-bbf0-424b-997d-c2c5d73574fc,52,,"[46.6, 21.0]",3825622,1,,,,-0.69702137,,Left Foot,,,,"[63.8, 6.6]",,Ground Pass,,22.43212,,,,Zakaria Bakkali,6725.0,,,,,,1,From Goal Kick,Lucas Alfonso Orbán Alegre,27480.0,Left Back,3,Valencia,207,['d856369e-935e-45c6-b425-ae5caf7edbe2'],8,,,,,,,,,,,,,,,,,Valencia,207,00:01:08.100,Pass,
,,,,,,,,,,,,,,,,,,0.979556,,,,,,,,,,,,,83b993cc-45e5-4576-b6c2-387f4b992a0f,56,,"[52.5, 69.4]",3825622,1,,,,-2.5782764,,Right Foot,,,,"[41.1, 62.2]",,Ground Pass,,13.483323,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,Recovery,1,Regular Play,Óscar de Marcos Arana,6649.0,Right Back,4,Athletic Club,215,['40f06dca-2d9b-4cc8-ad8e-69117ee5c4bc'],11,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:11.296,Pass,
,,,,,,,,,,,,,,,,,,0.83411,,,,,,,,,,,,,34d58840-634e-4f3b-bbd5-906245f057b5,59,,"[41.1, 62.2]",3825622,1,,,,-0.8017901,,Right Foot,,,,"[50.1, 52.9]",,Ground Pass,,12.9417925,,,,Beñat Etxebarria Urkiaga,6396.0,,,,,,1,Regular Play,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,4,Athletic Club,215,['3c51003e-1b6f-476b-b11e-03a4bd2f9048'],12,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:12.957,Pass,
,,,,,,,,,,,,,,,,,,1.078909,,,,,,,,,,,,,9a855189-c547-4ced-9d9e-2fd45b6762b2,61,,"[50.1, 52.9]",3825622,1,,,,2.2769954,,Right Foot,,,,"[41.4, 63.1]",,Ground Pass,,13.406342,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,,1,Regular Play,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,4,Athletic Club,215,['a46ea175-e81d-4f5f-8384-51c61a28a023'],13,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:13.791,Pass,
,,,,,,,,,,,,,,,,,,2.017361,,,,,,,,,,,,,b446e70d-780d-479b-9433-7f3ecc461b25,64,,"[44.0, 58.4]",3825622,1,,,,-1.6509812,,Right Foot,,,,"[41.3, 24.8]",,Ground Pass,,33.70831,,,,Aymeric Laporte,4353.0,,,,,,1,Regular Play,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,4,Athletic Club,215,['841e3a2a-4cf8-4e9f-8db9-b8bdb07c270e'],18,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:18.022,Pass,
,,,,,,,,,,,,,,,,,,2.894906,,,,,,,,,,,,,e82636bf-525a-42d1-aa47-0a1cd97d597a,67,,"[51.8, 27.6]",3825622,1,,,,0.5013965,,Left Foot,,,,"[99.6, 53.8]",,High Pass,,54.50945,,Incomplete,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,4,Athletic Club,215,"['8fc42daf-9fec-4692-bfe2-7364120b259f', 'c2626a4e-db44-4f52-9cdf-50548f15fee6']",21,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:21.888,Pass,
,,,,,,,,,,,,True,,,,,,1.663891,,,,,,,,,,,,,8fc42daf-9fec-4692-bfe2-7364120b259f,69,,"[20.5, 26.3]",3825622,1,,,,0.0,,Head,,,,"[35.2, 26.3]",,High Pass,,14.7,,,,André Filipe Tavares Gomes,10802.0,,,,,Interception,1,Regular Play,Rúben Miguel Nunes Vezo,6592.0,Left Center Back,5,Valencia,207,"['45592845-d9c5-4210-aab0-d0cf529d1c20', 'e82636bf-525a-42d1-aa47-0a1cd97d597a']",24,,,,,,,,,,,,,,,,,Valencia,207,00:01:24.783,Pass,
,,,,,,,,,,,,,,,,,,2.71041,,,,,,,,,,,,,0bd5470e-b5f2-49a7-94ad-07584ac07a39,73,,"[34.1, 25.0]",3825622,1,,,,-1.2845105,,Left Foot,,,,"[40.9, 1.9]",,High Pass,,24.080074,,,,Zakaria Bakkali,6725.0,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,Center Attacking Midfield,5,Valencia,207,"['6b03c983-b274-46b0-b791-327631895e4f', 'ea5765d8-f462-4a7a-84a7-f0a7663a806c']",27,,,,,,,,,,,,,,,,,Valencia,207,00:01:27.308,Pass,True
,,,,,,,,,,,,,,,,,,1.082805,,,,,,,,,,,,,39669b69-91d4-45dc-862a-01207a0c6733,77,,"[33.4, 2.4]",3825622,1,,,,2.6164842,,Right Foot,,,,"[20.8, 9.7]",,Ground Pass,,14.561936,,,,Lucas Alfonso Orbán Alegre,27480.0,,,,,,1,Regular Play,Zakaria Bakkali,6725.0,Left Wing,5,Valencia,207,"['912eb8d0-09ac-4a8b-b79c-c36d6f72a11e', 'ad279010-6677-42e0-ade0-ad1ff390476d']",31,,,,,,,,,,,,,,,,,Valencia,207,00:01:31.393,Pass,True
,,,,,,,,,,,,,,,,,,3.395091,,,,,,,,,,,,,fc97c79d-bcef-4cb3-9b44-b4348ac2c4b7,81,,"[19.9, 3.1]",3825622,1,,,,0.12584785,,Left Foot,,,,"[77.6, 10.4]",,High Pass,,58.15995,,Incomplete,,Álvaro Negredo Sánchez,20542.0,,,,,,1,Regular Play,Lucas Alfonso Orbán Alegre,27480.0,Left Back,5,Valencia,207,"['2504165b-ec5e-4181-a478-f45d65402f14', '3b3e7cdf-14cc-4f73-82a0-03bfff1a00cb']",34,,,,,,,,,,,,,,,,,Valencia,207,00:01:34.373,Pass,
,,,,,,,,,,,,,,,,,,2.95805,,,,,,,,,,,,,2504165b-ec5e-4181-a478-f45d65402f14,83,,"[42.5, 69.7]",3825622,1,,,,2.62402,,Head,,,,"[28.8, 77.5]",,Low Pass,,15.764834,,,,Xabier Etxeita Gorritxategi,6788.0,,,,,Recovery,1,Regular Play,Aymeric Laporte,4353.0,Left Center Back,5,Valencia,207,"['f91dc766-0c8f-4276-a366-58ef7f7a8d16', 'fc97c79d-bcef-4cb3-9b44-b4348ac2c4b7']",37,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:37.769,Pass,
,,,,,,,,,,,,,,,,,,2.382601,,,,,,,,,,,,,8ca9b626-04c6-4420-9f7d-43d2fe7d275a,86,,"[21.5, 78.0]",3825622,1,,,,-0.24333258,,Left Foot,,,,"[50.1, 70.9]",,High Pass,,29.468119,,Incomplete,,,,,,,,,1,Regular Play,Xabier Etxeita Gorritxategi,6788.0,Right Center Back,5,Valencia,207,['3d0f19fc-09e2-482e-83c1-eba9763da394'],41,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:41.714,Pass,
,,,,,,,,,,,,,,,,,,0.514656,,,,,,,,,,,,,0128f682-2e50-4a4c-ad64-a048d2200b5b,90,,"[72.1, 7.8]",3825622,1,,,,-0.89812577,,Right Foot,,,,"[76.8, 1.9]",,Ground Pass,,7.543209,,,,Zakaria Bakkali,6725.0,,,,,,1,Regular Play,Javier Fuego Martínez,6751.0,Right Defensive Midfield,5,Valencia,207,"['93d1ce15-dc8c-48ae-bf4f-e5d4262f8193', 'c704ad42-782d-49fc-86d7-3717de14f51e']",45,,,,,,,,,,,,,,,,,Valencia,207,00:01:45.755,Pass,True
,,,,,,,,,,,,,,,,,,0.584054,,,,,,,,,,,,,f5ada4cd-2458-4484-a157-686a5277281f,94,,"[77.3, 1.2]",3825622,1,,,,0.0,,Right Foot,,,,"[84.9, 1.2]",,Ground Pass,,7.6,,,,Álvaro Negredo Sánchez,20542.0,,,,,,1,Regular Play,Zakaria Bakkali,6725.0,Left Wing,5,Valencia,207,"['37ca3285-c686-4e2a-bbe7-e7f3cba18df9', 'a8b9ab33-4d41-490e-bf70-0020ac725c28']",48,,,,,,,,,,,,,,,,,Valencia,207,00:01:48.660,Pass,True
,,,,,,,,,,,,,,,,,,0.089598,,,,,,,,,,,,,deb2ceef-0260-4ee4-b7fe-b067221e13d0,97,,"[85.5, 2.1]",3825622,1,,,,-3.050933,,Left Foot,,,,"[84.4, 2.0]",,Ground Pass,,1.104536,,Incomplete,,André Filipe Tavares Gomes,10802.0,,,,,,1,Regular Play,Álvaro Negredo Sánchez,20542.0,Center Forward,5,Valencia,207,"['4c4ab886-6471-4b2c-b0a4-bd3e53535f89', '75046355-757b-4a87-8336-66827b53637c']",49,,,,,,,,,,,,,,,,,Valencia,207,00:01:49.523,Pass,
,,,,,,,,,,,,,,,,,,0.569132,,,,,,,,,,,,,7b0f30d3-5fd3-4ac7-8cf4-5d1133d991ab,100,,"[34.5, 77.7]",3825622,1,,,,-0.7447701,,Right Foot,,,,"[40.9, 71.8]",,Ground Pass,,8.7045965,,,,Mikel San José Domínguez,6389.0,,,,,Recovery,1,From Counter,Markel Susaeta Laskurain,6390.0,Right Wing,6,Athletic Club,215,['3e16068f-c964-4d44-b5b6-6176511c5fc7'],51,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:51.039,Pass,
,,,,,,,,,,,,,,,,,,1.101372,,,,,,,,,,,,,fd660510-14d1-40d5-ac5d-4af3f98c12ac,102,,"[40.9, 71.8]",3825622,1,,,,-0.45320413,,Right Foot,,,,"[56.3, 64.3]",,Ground Pass,,17.129215,,,,Aritz Aduriz Zubeldia,6394.0,,,,,,1,From Counter,Mikel San José Domínguez,6389.0,Left Defensive Midfield,6,Athletic Club,215,['0579b831-c066-4ea7-9fab-b5f719ab6d65'],51,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:51.608,Pass,
,,,,,,,,,,,,,,,,,,2.12701,,,,,,,,,,,,,b4a4fa7e-5128-4a12-adb9-06f5227d7181,105,,"[56.3, 60.5]",3825622,1,,,,-1.5472713,,Right Foot,,,,"[56.9, 35.0]",,Ground Pass,,25.507057,True,Incomplete,,Iñaki Williams Arthuer,6393.0,,,,,,1,From Counter,Aritz Aduriz Zubeldia,6394.0,Center Forward,6,Athletic Club,215,"['3c647e23-f32b-4b5a-910c-62646d37f49c', '4de5ab48-a754-4678-a2e7-e3bc54fa1b1c']",53,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:53.293,Pass,
,,,,,,,,,,,,,,,,,,1.026613,,,,,,,,,,,,,0ea2020a-ac69-4359-b68c-612f8e84ec16,109,,"[70.9, 53.0]",3825622,1,,,,1.201112,,Right Foot,,,,"[77.1, 69.0]",,Ground Pass,,17.159254,,,,Sofiane Feghouli,18724.0,,,,,,1,Regular Play,João Pedro Cavaco Cancelo,7005.0,Right Back,7,Valencia,207,['0e91183c-2cd9-4a99-bb49-12a83716e487'],56,,,,,,,,,,,,,,,,,Valencia,207,00:01:56.952,Pass,
,,,,,,,,,,,,,,,,,,0.761554,,,,,,,,,,,,,3a8b003c-f319-4484-887a-2bb148d133bc,112,,"[81.4, 66.4]",3825622,2,,,,-0.5203553,,Right Foot,,,,"[90.3, 61.3]",,Ground Pass,,10.25768,,,,Daniel Parejo Muñoz,6595.0,,,,,,1,Regular Play,Sofiane Feghouli,18724.0,Right Wing,7,Valencia,207,['b5004d1a-3e5b-45ad-a468-619a70eea1e5'],0,,,,,,,,,,,,,,,,,Valencia,207,00:02:00.984,Pass,
,,,,,,,,,,,,,,,,,,0.71661,,,,,,,,,,,,,54280be3-19c7-47ec-b852-7ed072a1835e,121,,"[86.6, 80.0]",3825622,2,True,,,-2.4396367,,,,,,"[71.7, 67.4]",,Low Pass,,19.513329,,,,Daniel Parejo Muñoz,6595.0,,,,,Throw-in,1,From Throw In,João Pedro Cavaco Cancelo,7005.0,Right Back,8,Valencia,207,['d184faf1-1adc-484e-b198-3240ddf2351e'],9,,,,,,,,,,,,,,,,,Valencia,207,00:02:09.899,Pass,
,,,,,,,,,,,,,,,,,,2.421735,,,,,,,,,,,,,5de013ba-522c-4653-8ec4-9494ae9dac2b,123,,"[71.7, 64.6]",3825622,2,,,,-1.9834903,,Right Foot,,,,"[55.5, 27.6]",,Ground Pass,,40.391087,,,,Lucas Alfonso Orbán Alegre,27480.0,,,,,,1,From Throw In,Daniel Parejo Muñoz,6595.0,Left Defensive Midfield,8,Valencia,207,['c8fda98b-47ed-4389-a4c1-98f550e889dd'],11,,,,,,,,,,,,,,,,,Valencia,207,00:02:11.827,Pass,
