bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.329465,,,,,,,,,,,f6ecb8ba-773f-4b2c-8861-0bd1aa80a3cd,17,,,"[23.8, 23.2]",3825704,0,,,,,-0.3577461,,Right Foot,,,,"[66.6, 7.2]",,High Pass,,45.692886,,Incomplete,,Théo Bongonda Mbul''Ofeko Batombo,23785.0,,,,,,,1,From Kick Off,Gustavo Daniel Cabral Cáceres,6794.0,Left Center Back,2,Celta Vigo,209,"['209e2c66-a80f-4b8d-aec6-e0ecf0f0e4b0', '69b55971-44d6-42b0-944b-5adb2addd18e']",9,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:09.728,Pass,
,,,,,,,,,,,,,,,,,2.105715,,,,,,,,,,,209e2c66-a80f-4b8d-aec6-e0ecf0f0e4b0,19,,,"[53.5, 72.9]",3825704,0,,,,,-0.075877436,,Head,,,,"[70.6, 71.6]",,High Pass,,17.149343,,,,Rubén Rochina Naixes,6680.0,,,,,,Recovery,1,Regular Play,Dimitri Foulquier,4546.0,Right Back,3,Granada,1049,"['4305f568-01dd-4258-bb56-1f0df38b8813', 'f6ecb8ba-773f-4b2c-8861-0bd1aa80a3cd']",12,,,,,,,,,,,,,,,,,Granada,1049,00:00:12.058,Pass,
,,,,,,,,,,,,,,,,,0.923293,,,,,,,,,,,f4938aa7-e84d-4945-9d4e-8dde8d0bd556,25,,,"[80.6, 71.4]",3825704,0,,,,,-2.2655346,,Right Foot,,,,"[75.6, 65.4]",,Ground Pass,,7.81025,,,,Rubén Rochina Naixes,6680.0,,,,,,Recovery,1,Regular Play,Adalberto Peñaranda Maestre,6847.0,Center Forward,3,Granada,1049,"['42e197e2-2a87-473e-8a86-1d6dfc3aedea', 'a13e9d66-6489-42e8-8f5a-2996598c27f3']",15,,,,,,,,,,,,,,,,,Granada,1049,00:00:15.976,Pass,True
,,,,,,,,,,,,,,,,,1.124159,,,,,,,,,,,307157e0-69c6-426e-b8a5-e694ff0be7fb,32,,,"[35.0, 17.7]",3825704,0,,,,,-2.1428258,,Right Foot,,,,"[30.3, 10.4]",,Ground Pass,,8.682166,,,,Carles Planas Antolínez,7577.0,,,,,,,1,Regular Play,Daniel Wass,6797.0,Left Defensive Midfield,4,Celta Vigo,209,['d7e2acbe-657d-4465-a03e-204e02c4a973'],19,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:19.610,Pass,
,,,,,,,,,,,,,,,,,0.118922,,,,,,,,,,,9e749478-68a6-42ce-8da7-0200e6486eea,36,,,"[26.7, 2.1]",3825704,0,,,,,-0.26299474,,Left Foot,,,,"[29.3, 1.4]",,Low Pass,,2.6925824,,Incomplete,,,,,,,,,,1,Regular Play,Carles Planas Antolínez,7577.0,Left Back,4,Celta Vigo,209,['5c3b99b3-1fe2-4055-8287-53a7757f3901'],22,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:22.369,Pass,
,,,,,,,,,,,,,,,,,1.64592,,,,,,,,,,,6fa904e2-5a1d-4a41-a10a-6a51dc6da6aa,38,,,"[29.5, 0.1]",3825704,0,,,,,0.40690994,,,,,,"[53.4, 10.4]",,High Pass,,26.024988,,,,Iago Aspas Juncal,5217.0,,,,,,Throw-in,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,5,Celta Vigo,209,['a650fb5a-e695-4532-a6e6-96f50710b608'],34,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:34.824,Pass,
,,,,,,,,,,,,,,,,,0.915681,,,,,,,,,,,babe7600-b07a-4fa6-9f8e-86001a061d68,45,,,"[71.2, 76.5]",3825704,0,,,,,-0.53739226,,Right Foot,,,,"[85.8, 67.8]",,High Pass,,16.995588,,Incomplete,,Adalberto Peñaranda Maestre,6847.0,,,,,,,1,Regular Play,Rubén Rochina Naixes,6680.0,Right Wing,6,Granada,1049,"['14fb555b-4865-4022-8c51-3f456813aad1', '53fe8b12-9a69-4acd-9796-b46ab8d4325a']",38,,,,,,,,,,,,,,,,,Granada,1049,00:00:38.667,Pass,
,,,,,,,,,,,True,,,,,,2.224375,,,,,,,,,,,53fe8b12-9a69-4acd-9796-b46ab8d4325a,47,,,"[34.3, 12.3]",3825704,0,,,,,0.22018105,,Head,,,,"[55.3, 17.0]",,Low Pass,,21.519526,,Incomplete,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,Interception,1,Regular Play,Carles Planas Antolínez,7577.0,Left Back,6,Granada,1049,"['b394f632-de23-471e-b80f-5f7465b26528', 'babe7600-b07a-4fa6-9f8e-86001a061d68', 'c4547d32-cda4-43b6-b292-2ab5d7612723']",39,,,,,,,,,,,,,,,,,Celta Vigo,209,00:00:39.583,Pass,
,,,,,,,,,,,,,,,,,1.49673,,,,,,,,,,,51b46322-d764-4944-be47-281159585444,51,,,"[64.6, 56.9]",3825704,0,,,,,-2.3233705,,Right Foot,,,,"[48.4, 39.6]",,Ground Pass,,23.700844,,,,David Rodríguez Lombán,6702.0,,,,,,,1,Regular Play,Rubén Salvador Pérez Del Mármol,6599.0,Center Defensive Midfield,6,Granada,1049,['b3870902-abd1-4cb1-83cf-d337a0ec51a0'],42,,,,,,,,,,,,,,,,,Granada,1049,00:00:42.616,Pass,
,,,,,,,,,,,,,,,,,0.757004,,,,,,,,,,,f4365c5e-c6a5-4cc4-85b8-461dc69c8238,54,,,"[51.8, 43.2]",3825704,0,,,,,-0.06340695,,Right Foot,,,,"[58.1, 42.8]",,Ground Pass,,6.3126855,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,,1,Regular Play,David Rodríguez Lombán,6702.0,Left Center Back,6,Granada,1049,['823f4f55-c514-4113-8375-3583dc1386c2'],47,,,,,,,,,,,,,,,,,Granada,1049,00:00:47.681,Pass,
,,,,,,,,,,,,,,,,,1.54644,,,,,,,,,,,1aed4c68-9c3f-4e3a-9b2d-557316eb6b0f,56,,,"[57.7, 43.5]",3825704,0,,,,,1.9991426,,Right Foot,,,,"[47.7, 65.4]",,Ground Pass,,24.07509,,,,Jean-Sylvain Claude Babin,4498.0,,,,,,,1,Regular Play,Rubén Salvador Pérez Del Mármol,6599.0,Center Defensive Midfield,6,Granada,1049,['97937443-09c9-46a0-b6a7-8b26ed1812d1'],48,,,,,,,,,,,,,,,,,Granada,1049,00:00:48.438,Pass,
,,,,,,,,,,,,,,,,,0.743244,,,,,,,,,,,326f9290-dce1-4861-acc2-c1ee6ab842aa,59,,,"[61.2, 73.0]",3825704,0,,,,,-1.5707964,,Right Foot,,,,"[61.2, 65.0]",,Ground Pass,,8.0,,,,Francisco Manuel Rico Castro,25707.0,,,,,,,1,Regular Play,Jean-Sylvain Claude Babin,4498.0,Right Center Back,6,Granada,1049,['c8732206-6fd2-439f-bbcf-813c4881b8f4'],53,,,,,,,,,,,,,,,,,Granada,1049,00:00:53.292,Pass,
,,,,,,,,,,,,,,,,,0.809153,,,,,,,,,,,b745c6f7-2fcd-48fa-a76f-4aa312e05de1,61,,,"[59.8, 66.6]",3825704,0,,,,,1.7619808,,Right Foot,,,,"[58.6, 72.8]",,Ground Pass,,6.3150616,,,,Jean-Sylvain Claude Babin,4498.0,,,,,,,1,Regular Play,Francisco Manuel Rico Castro,25707.0,Right Center Midfield,6,Granada,1049,['cb9acd0d-9255-493e-8997-fc177afa5cea'],54,,,,,,,,,,,,,,,,,Granada,1049,00:00:54.035,Pass,
,,,,,,,,,,,,,,,,,1.026954,,,,,,,,,,,68b12613-7a0d-49ec-be11-bb5eec09e711,64,,,"[58.9, 74.0]",3825704,0,,,,,-0.015462685,,Right Foot,,,,"[78.3, 73.7]",,Ground Pass,,19.402319,,,,Adalberto Peñaranda Maestre,6847.0,,,,,,,1,Regular Play,Jean-Sylvain Claude Babin,4498.0,Right Center Back,6,Granada,1049,['ab0ebf7e-e86c-4837-9a73-a6151fb944ab'],55,,,,,,,,,,,,,,,,,Granada,1049,00:00:55.653,Pass,
,,,,,,,,,,,,,,,,,0.009378,,,,,,,,,,,1c6719f8-5505-404f-bcb9-4ff0a95429c3,66,,,"[78.3, 73.9]",3825704,0,,,,,2.7963476,,Right Foot,,,,"[66.9, 78.0]",,Ground Pass,,12.114867,,Incomplete,,Rubén Rochina Naixes,6680.0,,,,,,,1,Regular Play,Adalberto Peñaranda Maestre,6847.0,Center Forward,6,Granada,1049,"['156943b6-a0ab-41f6-81c1-c7af6478b9c7', '77d60d5b-6642-49f9-b323-f011e84a75d1']",56,,,,,,,,,,,,,,,,,Granada,1049,00:00:56.680,Pass,
,,,,,,,,,,,,,,,,,3.917687,,,,,,,,,,,ce8413d3-695f-4e3d-8dfe-557c7b7ffd2e,71,,,"[63.6, 13.7]",3825704,1,,,,,-0.28586853,,Right Foot,,,,"[93.2, 5.0]",,Ground Pass,,30.852066,,Incomplete,,Iago Aspas Juncal,5217.0,,,,,,,1,Regular Play,Théo Bongonda Mbul''Ofeko Batombo,23785.0,Left Wing,7,Celta Vigo,209,"['cbfa9887-7178-498c-a26d-364c8338c80c', 'e421f881-497b-4bf7-9919-e5e4fd10230a']",1,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:01.141,Pass,
,,,,,,,,,,,,,,,,,1.36757,,,,,,,,,,,18efe8c8-f8bd-473d-9bda-865b185c489d,74,,,"[98.6, 0.1]",3825704,1,,,,,1.2408493,,,,,,"[103.6, 14.7]",,Low Pass,,15.432433,,,,Fabián Ariel Orellana Valenzuela,7105.0,,,,,,Throw-in,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,8,Celta Vigo,209,['afbe1247-44be-401e-80ab-83ab1a4e2051'],20,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:20.153,Pass,
,,,,,,,,,,,,,,,,,1.364824,,,,,,,,,,,11922db2-939e-4dc8-8d67-abe07e345bab,79,,,"[101.9, 8.1]",3825704,1,,,,,-1.9483265,,Right Foot,,,,"[99.6, 2.3]",,Ground Pass,,6.239391,,,,Carles Planas Antolínez,7577.0,,,,,,,1,From Throw In,Fabián Ariel Orellana Valenzuela,7105.0,Center Attacking Midfield,8,Celta Vigo,209,"['1588bdae-3bdf-4d44-9180-152aa89a9157', '317d5273-2ae3-40e3-9907-d71fef1ffcb8']",22,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:22.536,Pass,True
,,,,,,,,,,,,,,,,,2.918859,,,,,,,,,,,bae1477b-c395-400e-9552-b0af97d9be81,82,,,"[90.6, 10.6]",3825704,1,,,,,0.9971297,,Right Foot,True,,,"[120.0, 56.1]",,High Pass,,54.17204,,Out,,Josep Señé Escudero,27342.0,,,True,,,,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,8,Celta Vigo,209,['5e8b476e-7c0d-4de7-9708-bc8b8c0b9e7c'],25,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:25.808,Pass,
,,,,,,,,,,,,,,,,,2.82289,,,,,,,,,,,d92ba1f9-d271-47eb-99cc-acb49e272281,84,,,"[7.0, 36.1]",3825704,1,,,,,0.5420702,,Right Foot,,,,"[51.5, 62.9]",,High Pass,,51.94699,,Incomplete,,Rubén Rochina Naixes,6680.0,,,,,,Goal Kick,1,From Goal Kick,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,9,Granada,1049,"['80f402f2-4708-4cea-a9b8-955588b6cf25', 'a891698f-5268-443c-92d5-f71bd91db1b8']",47,,,,,,,,,,,,,,,,,Granada,1049,00:01:47.872,Pass,
,,,,,,,,,,,,,,,,,3.601661,,,,,,,,,,,a891698f-5268-443c-92d5-f71bd91db1b8,86,,,"[68.6, 17.2]",3825704,1,,,,,-0.4636476,,Head,,,,"[102.8, 0.1]",,High Pass,,38.236763,,Out,,Théo Bongonda Mbul''Ofeko Batombo,23785.0,,,,,,Interception,1,From Goal Kick,Carles Planas Antolínez,7577.0,Left Back,9,Granada,1049,"['4db39077-a0b4-428b-a211-05589b302ad4', 'd92ba1f9-d271-47eb-99cc-acb49e272281']",50,,,,,,,,,,,,,,,,,Celta Vigo,209,00:01:50.695,Pass,
,,,,,,,,,,,,,,,,,1.128068,,,,,,,,,,,9c53632e-0474-4d46-bfba-e834a7a7c150,88,,,"[15.1, 80.0]",3825704,2,,,,,-1.3586526,,,,,,"[16.5, 73.5]",,Low Pass,,6.6490602,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,Throw-in,1,From Throw In,Dimitri Foulquier,4546.0,Right Back,10,Granada,1049,['78d2503a-d36d-4cdb-bded-de7d0f0fb31c'],5,,,,,,,,,,,,,,,,,Granada,1049,00:02:05.750,Pass,
,,,,,,,,,,,,,,,,,2.512651,,,,,,,,,,,36e1af8d-eb9d-45ee-b186-10f4fae50a18,91,,,"[9.9, 76.8]",3825704,2,,,,,0.019146597,,Right Foot,,,,"[56.9, 77.7]",,High Pass,,47.008617,,Incomplete,,,,,,,,,,1,From Throw In,Rubén Salvador Pérez Del Mármol,6599.0,Center Defensive Midfield,10,Granada,1049,['f11d035d-940a-4985-ac46-f05943ba6b63'],10,,,,,,,,,,,,,,,,,Granada,1049,00:02:10.628,Pass,
,,,,,,,,,,,,,,,,,0.824708,,,,,,,,,,,f11d035d-940a-4985-ac46-f05943ba6b63,93,,,"[63.2, 2.4]",3825704,2,,,,True,0.7557039,,,,,,"[68.4, 7.3]",,Low Pass,,7.1449285,,Incomplete,,Augusto Matías Fernández,19668.0,,,,,,Interception,1,From Throw In,Carles Planas Antolínez,7577.0,Left Back,10,Granada,1049,"['36e1af8d-eb9d-45ee-b186-10f4fae50a18', '6e212362-f63c-4448-8cab-4246524ff698', '81ca3d07-22d7-4834-ac67-cfcd1954f5ce', '822bb42e-62e1-44c4-8257-6060594f4945']",13,,,,,,,,,,,,,,,,,Celta Vigo,209,00:02:13.140,Pass,True
,,,,,,,,,,,,,,,,,1.203377,,,,,,,,,,,6e212362-f63c-4448-8cab-4246524ff698,95,,,"[51.7, 72.8]",3825704,2,,,,,0.4133304,,Right Foot,,,,"[63.1, 77.8]",,Ground Pass,,12.448293,,,,Adalberto Peñaranda Maestre,6847.0,,,,,,Recovery,1,From Throw In,Rubén Rochina Naixes,6680.0,Right Wing,10,Granada,1049,"['a85a8857-72fe-40d1-916d-32e2f5299253', 'f11d035d-940a-4985-ac46-f05943ba6b63']",13,,,,,,,,,,,,,,,,,Granada,1049,00:02:13.965,Pass,
,,,,,,,,,,,,,,,,,0.114424,,,,,,,,,,,276d292b-6710-4c61-a6f3-b156bb28a66a,99,,,"[104.2, 72.3]",3825704,2,,,,,-1.4920124,,Right Foot,,,,"[104.5, 68.5]",,Ground Pass,,3.8118236,,Incomplete,,,,,,,,,,1,From Throw In,Adalberto Peñaranda Maestre,6847.0,Center Forward,10,Granada,1049,['1945d84c-731d-4539-a4c2-27456da771ff'],20,,,,,,,,,,,,,,,,,Granada,1049,00:02:20.116,Pass,
,,,,,,,,,,,,,,,,,2.413994,,,,,,,,,,,19982f5d-5172-477b-8b02-960ad33640de,101,,,"[120.0, 80.0]",3825704,2,,,,,-1.8699026,,Right Foot,,,,"[109.3, 45.3]",,High Pass,,36.312256,,Incomplete,True,,,,,,Outswinging,,Corner,1,From Corner,Francisco Manuel Rico Castro,25707.0,Right Center Midfield,11,Granada,1049,['1dac0f97-947d-4df4-8e4a-372df7baa514'],49,,,,,,,,,,,,,,,,,Granada,1049,00:02:49.221,Pass,
,,,,,,,,,,,,,,,,,0.02997,,,,,,,,,,,b6eb4295-73bd-4dfa-9056-61bea83e8abc,106,,,"[109.3, 3.7]",3825704,3,,,,,1.2772074,,Left Foot,,,,"[110.6, 8.0]",,Ground Pass,,4.4922156,,Incomplete,,,,,,,,,,1,From Corner,Javier Márquez Moreno,24783.0,Left Center Midfield,11,Granada,1049,"['785db8b3-978a-4e8b-ad4a-9422c4ef1ede', 'c404d55f-7f06-4ab9-a6e2-79ca92f74e75']",0,,,,,,,,,,,,,,,,,Granada,1049,00:03:00.477,Pass,True
,,,,,,,,,,,,,,,,,2.365308,,,,,,,,,,,27b6a8b2-0d69-47e3-8bba-7e96f1b6630d,108,,,"[107.6, 0.1]",3825704,3,,,,,1.5085462,,,True,,,"[109.9, 37.0]",,High Pass,,36.97161,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Cristiano Biraghi,7158.0,Left Back,12,Granada,1049,['023b80e3-1821-48da-831e-10f5ffb43b8a'],17,,,,,,,,,,,,,,,,,Granada,1049,00:03:17.472,Pass,
,,,,,,,,,,,,,,,,,1.037234,,,,,,,,,,,ce48bc30-da4e-4f0b-8603-b630439cd00b,110,,,"[90.8, 32.8]",3825704,3,,,,,-0.7853982,,Left Foot,,,,"[94.4, 29.2]",,High Pass,,5.091169,,,,Francisco Manuel Rico Castro,25707.0,,,,,,Recovery,1,From Throw In,Rubén Rochina Naixes,6680.0,Right Wing,12,Granada,1049,['8d640985-b453-4822-9cee-2c70416e13ad'],21,,,,,,,,,,,,,,,,,Granada,1049,00:03:21.209,Pass,
,,,,,,,,,,,,,,,,,1.393259,,,,,,,,,,,3997c36d-b46f-4c73-95aa-5b06c354a537,114,,,"[95.3, 26.9]",3825704,3,,,,,2.5741527,,Right Foot,,,,"[77.1, 38.5]",,Ground Pass,,21.5824,,,,Rubén Salvador Pérez Del Mármol,6599.0,,,,,,,1,From Throw In,Francisco Manuel Rico Castro,25707.0,Right Center Midfield,12,Granada,1049,"['5692c08e-d455-4d4c-8e9a-21d3034105d9', '5b7e94b6-0d54-4e96-a06f-cc081cd83df4']",22,,,,,,,,,,,,,,,,,Granada,1049,00:03:22.973,Pass,True
