bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,player_off_permanent,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,Left Foot,,True,,,,,,,,,0.0,,,,,,,,,,,,,8df64442-092d-4461-b468-69919fb2ead4,380,,"[2.9, 32.0]",3825781,11,,,True,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Federico Julián Fazio,6349.0,,Left Center Back,29,Rayo Vallecano,360,,5,,,,,,,,,,,,,,,,,Sevilla,213,00:11:05.254,Clearance,True
,,,,,Right Foot,,,True,,,,,,,,0.0,,,,,,,,,,,,,3515bf84-b3c1-4e85-b91a-048cd35779a0,405,,"[29.4, 56.0]",3825781,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,José Eduardo Rosa Vale de Castro,26222.0,,Right Center Back,31,Sevilla,213,['cf32a4bc-7c54-4d50-885f-f35411b17533'],14,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:12:14.910,Clearance,True
,,,,,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,aac9fad7-5f89-4c2a-b289-ac1e14b629d3,418,,"[37.3, 48.3]",3825781,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Diego Javier Llorente Ríos,6713.0,,Left Center Back,32,Rayo Vallecano,360,['c213f9ca-2beb-4ffc-8fc3-7319c64987f3'],39,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:12:39.572,Clearance,True
,,,,True,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,c77c054d-39d8-4654-b518-925c8e230cdc,452,,"[23.7, 21.9]",3825781,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,José Ignacio Martínez García,11298.0,,Left Back,35,Sevilla,213,"['1cd79986-e79e-43fc-940f-10c76eb43ce1', '1de2a1d6-d09f-457f-a3d7-169530eb6fc2']",2,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:14:02.223,Clearance,True
,,,,,Right Foot,,,True,,,,,,,,0.0,,,,,,,,,,,,,30b26b94-16b9-4684-a470-f126e9c5a9d4,560,,"[28.1, 65.0]",3825781,18,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,José Eduardo Rosa Vale de Castro,26222.0,,Right Center Back,46,Sevilla,213,['f62b19fc-fba8-454d-bcf5-48e13aac877e'],22,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:18:22.411,Clearance,True
,,,,,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,a8acd950-0ab6-4a35-ad4b-9049e9d73476,589,,"[8.7, 56.6]",3825781,18,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,,Right Center Back,47,Rayo Vallecano,360,['73a2d635-d5fd-4a91-bc52-11b2d154601f'],51,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:18:51.431,Clearance,True
,,,,True,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,7d02e5e1-e64f-4c3f-8ebd-7d96b4cba633,606,,"[50.6, 5.2]",3825781,19,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Federico Julián Fazio,6349.0,,Left Center Back,48,Rayo Vallecano,360,"['1775ffa4-3ac1-4e9c-929e-c8f0e79b6534', '7c67aceb-b508-401c-b3bb-0906bb65fea3']",17,,,,,,,,,,,,,,,,,Sevilla,213,00:19:17.121,Clearance,True
,,,,,Right Foot,,,True,,,,,,,,0.0,,,,,,,,,,,,,e3439433-774c-45b2-bf6d-5a921ee0fa61,630,,"[3.5, 36.7]",3825781,19,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,,Right Center Back,49,Sevilla,213,,37,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:19:37.826,Clearance,True
,,,,,Right Foot,,,True,,,,,,,,0.0,,,,,,,,,,,,,28f83c15-87aa-40ed-91e1-b087a6f382d5,684,,"[15.0, 60.5]",3825781,21,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Juan Carlos Martín Corral,24255.0,,Goalkeeper,52,Rayo Vallecano,360,['0b9f6c64-6548-4bbd-8f81-9a6ba994af84'],29,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:21:29.193,Clearance,True
,,,,True,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,3b2395a5-c330-4b84-8d94-0497b3ce7b43,781,,"[50.1, 66.9]",3825781,23,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,José Eduardo Rosa Vale de Castro,26222.0,,Right Center Back,57,Sevilla,213,"['2134b00b-a135-4136-b11c-6845f953791d', 'd1cebb41-03c8-47d6-a19d-d82609ebbf2e']",39,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:23:39.761,Clearance,True
,,,,,Left Foot,,True,,,,,,,,,0.0,,,,,,,,,,,,,6810ee64-e563-4ba7-bd6d-4d678f239a46,874,,"[8.0, 44.8]",3825781,25,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,José Ignacio Martínez García,11298.0,,Left Back,60,Sevilla,213,['744cae45-1b89-4572-95e4-2d80833a10e1'],57,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:25:57.504,Clearance,True
,,,,,Left Foot,,True,,,,,,,,,0.0,,,,,,,,,,,,,4ca364d5-8e36-4196-81ab-7110bf128340,875,,"[7.7, 40.5]",3825781,25,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,José Eduardo Rosa Vale de Castro,26222.0,,Right Center Back,60,Sevilla,213,,58,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:25:58.085,Clearance,True
,,,,True,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,87d7dcd0-4be5-472f-82fa-7d8f2f34b777,904,,"[53.0, 72.9]",3825781,27,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,José Eduardo Rosa Vale de Castro,26222.0,,Right Center Back,62,Sevilla,213,"['5d23ed80-d589-4d4e-a872-fc6af1ba2b47', '96195802-a0d5-4057-b4b9-9670aab41db0']",23,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:27:23.259,Clearance,True
,,,,,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,3895c7e7-e3dc-40a9-8b25-9d89b6995b2f,1032,,"[16.2, 41.2]",3825781,30,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adil Rami,3253.0,,Right Center Back,74,Rayo Vallecano,360,['3cbcc64d-47cb-4285-b0e3-ee95b493df28'],48,,,,,,,,,,,,,,,,,Sevilla,213,00:30:48.136,Clearance,True
,,,,,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,ab874588-a655-4d1d-baa2-96d463dec784,1047,,"[41.4, 51.8]",3825781,31,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Diego Javier Llorente Ríos,6713.0,,Left Center Back,75,Sevilla,213,['ca04739c-f488-4c15-b0bf-ecfbe4fc815c'],13,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:31:13.587,Clearance,True
,,,,True,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,d7b1932c-637b-4317-99e5-6643f0778b6b,1083,,"[43.4, 3.1]",3825781,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Ignacio Martínez García,11298.0,,Left Back,80,Sevilla,213,"['582f85cd-20e0-4807-a6d3-8366e2ab0adf', '6d02d86a-07b4-4648-a6da-4c1723ce1068']",13,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:33:13.834,Clearance,True
,,,,,Left Foot,,True,,,,,,,,,0.0,,,,,,,,,,,,,54c6295e-cb26-4199-aecd-a52141cbe685,1085,,"[33.5, 3.9]",3825781,33,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Diego Javier Llorente Ríos,6713.0,,Left Center Back,80,Sevilla,213,,15,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:33:15.269,Clearance,True
,,,,True,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,ff152a9f-1343-45cf-b4e0-d96e3fbbccd8,1149,,"[27.8, 66.2]",3825781,35,,,True,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,José Eduardo Rosa Vale de Castro,26222.0,,Right Center Back,85,Sevilla,213,"['1df8a24f-fee6-40d8-9c4f-78ae4fa8f416', '80580fb6-7803-4418-ab3c-920bda5e1157']",6,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:35:06.148,Clearance,True
,,,,True,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,471bf2f6-2398-43fe-aed3-4fb7279b7331,1209,,"[20.5, 32.7]",3825781,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Federico Julián Fazio,6349.0,,Left Center Back,88,Rayo Vallecano,360,"['769c7dd0-c4da-487d-8e10-c02a9403ebb4', 'fe862c31-f0a0-4ad3-b2dc-1afc27ecc0dc']",54,,,,,,,,,,,,,,,,,Sevilla,213,00:36:54.289,Clearance,True
,,,,,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,80f608ea-c346-40b4-85d9-849e20d11ab0,1222,,"[3.4, 50.5]",3825781,37,,,True,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Tiago Manuel Dias Correia,7900.0,,Left Back,90,Sevilla,213,['9c747cc4-e953-4fa7-95e1-d92681f11904'],38,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:37:38.611,Clearance,True
,,,,True,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,dd6ee85a-c630-46d8-a3ff-c378a3edb01d,1251,,"[15.3, 50.1]",3825781,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Adil Rami,3253.0,,Right Center Back,94,Rayo Vallecano,360,"['443ff1bb-dd87-4c7a-b190-4195054dda85', 'b970ddd1-3065-423a-be8a-2cbcca8e4af1']",45,,,,,,,,,,,,,,,,,Sevilla,213,00:39:45.382,Clearance,True
,,,,,Left Foot,,True,,,,,,,,,0.0,,,,,,,,,,,,,c1cc1fe8-5d64-46dc-aa0e-273a82a4b305,1265,,"[6.6, 22.9]",3825781,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Benoît Trémoulinas,27483.0,,Left Back,94,Rayo Vallecano,360,"['59c75b81-e54f-40e3-9d60-38a81f49e208', '5a672065-34f5-47c7-9d2a-0d02d2f0906e']",58,,,,,,,,,,,,,,,,,Sevilla,213,00:39:58.659,Clearance,True
,,,,,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,79bd0112-13e3-4e7c-92e7-e652d57d499b,1276,,"[7.6, 45.3]",3825781,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Adrián Embarba Blázquez,11539.0,,Right Midfield,96,Sevilla,213,['a87e5b41-7313-4e20-ab0f-ed4d043c8c26'],43,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:40:43.314,Clearance,True
,,,,,Right Foot,,,True,,,,,,,,0.0,,,,,,,,,,,,,d7b4fe85-bf93-4a8f-af8b-ba6e5d69505d,1289,,"[9.8, 42.1]",3825781,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Diego Javier Llorente Ríos,6713.0,,Left Center Back,96,Sevilla,213,['971a7cac-321e-4d6c-a0ae-4b3475d08a39'],53,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:40:53.829,Clearance,True
,,,,,Right Foot,,,True,,,,,,,,0.0,,,,,,,,,,,,,9c348344-a694-4a30-9bc9-5b8a154857f6,1291,,"[10.7, 40.3]",3825781,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Diego Javier Llorente Ríos,6713.0,,Left Center Back,96,Sevilla,213,,55,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:40:55.225,Clearance,True
,,,,,Right Foot,,,True,,,,,,,,0.0,,,,,,,,,,,,,49c22d5d-31c4-4a1a-bedb-7a8de5eed8f2,1385,,"[5.6, 30.5]",3825781,44,,,True,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Roberto Román Triguero,6914.0,,Right Back,101,Sevilla,213,['d16239ae-f5c8-4228-9b8a-ebd7e7d51f56'],25,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:44:25.126,Clearance,True
,,,,,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,b314ac27-5597-4147-a487-241a70eeb4db,1423,,"[4.2, 54.7]",3825781,45,,,True,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Jorge Andújar Moreno,6672.0,,Right Back,103,Rayo Vallecano,360,['490ede65-b0d5-4bce-a6a7-b0db6bdf6f68'],38,,,,,,,,,,,,,,,,,Sevilla,213,00:45:38.850,Clearance,True
,,,,,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,94e7abc6-c59d-41d7-b068-d2336463cb42,1428,,"[4.9, 52.3]",3825781,45,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Vicente Iborra De La Fuente,3497.0,,Center Attacking Midfield,104,Rayo Vallecano,360,['3579e882-52c3-4146-81c0-cb2104d5e0f4'],50,,,,,,,,,,,,,,,,,Sevilla,213,00:45:50.742,Clearance,True
,,,,,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,51943545-1291-49ea-9377-49baafb910b0,1487,,"[10.8, 40.2]",3825781,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,Left Defensive Midfield,107,Rayo Vallecano,360,['c126cf86-ed3d-417a-9496-a4a46c2bfcd1'],35,,,,,,,,,,,,,,,,,Sevilla,213,00:01:35.534,Clearance,True
,,,,,Right Foot,,,True,,,,,,,,0.0,,,,,,,,,,,,,b652d949-d63c-4486-98f7-85eeb64e5729,1501,,"[4.4, 42.1]",3825781,46,,,True,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pablo Hernández Domínguez,4711.0,,Left Midfield,108,Sevilla,213,['9039038f-06e6-45cd-bd07-ea8230761ee6'],49,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:49.318,Clearance,True
,,,,,Right Foot,,,True,,,,,,,,0.0,,,,,,,,,,,,,37ae99e3-50ba-47c4-8964-eebbb0d8a950,1526,,"[17.8, 43.5]",3825781,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sebastián Carlos Cristóforo Pepe,7154.0,,Right Defensive Midfield,115,Rayo Vallecano,360,,46,,,,,,,,,,,,,,,,,Sevilla,213,00:02:46.934,Clearance,True
,,,,,Right Foot,,,True,,,,,,,,0.0,,,,,,,,,,,,,b7278f8a-0c64-44f2-ab2e-77271e65eec4,1550,,"[39.3, 5.6]",3825781,48,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Tiago Manuel Dias Correia,7900.0,,Left Back,118,Rayo Vallecano,360,,25,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:25.763,Clearance,True
,,,,,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,b26b4784-1983-4c98-8696-4ac6c1818331,1588,,"[9.9, 41.9]",3825781,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Adil Rami,3253.0,,Right Center Back,120,Rayo Vallecano,360,['15b2cf9c-ba0a-4d17-82b4-6422cedbb7ae'],37,,,,,,,,,,,,,,,,,Sevilla,213,00:04:37.874,Clearance,True
,,,,,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,115a88f1-df97-4bb4-af4c-1ef65f3c978f,1610,,"[10.8, 43.5]",3825781,50,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sebastián Carlos Cristóforo Pepe,7154.0,,Right Defensive Midfield,122,Rayo Vallecano,360,['4b37dc21-afc9-498c-908c-f6407e18615c'],43,,,,,,,,,,,,,,,,,Sevilla,213,00:05:43.656,Clearance,True
,,,,True,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,cb202754-eaf5-447e-852c-cee985bfd2f2,1635,,"[59.0, 25.0]",3825781,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,Left Defensive Midfield,123,Sevilla,213,"['3eebd9bb-a96f-4799-ba43-9d35aeca67c4', '66681831-699a-4cb8-956c-7563d08710ed']",36,,,,,,,,,,,,,,,,,Sevilla,213,00:06:36.276,Clearance,True
,,,,True,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,4e068628-ce8e-4732-b924-8897ac2147bd,1672,,"[52.3, 70.8]",3825781,52,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Roberto Román Triguero,6914.0,,Right Back,125,Sevilla,213,"['8735b822-9d44-400b-82ee-f4440f209096', 'b499453a-dbd4-4d59-b9ca-c026c2240018']",51,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:07:51.037,Clearance,True
,,,,True,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,a835c0e0-b04d-434a-bcce-5b2f2d9e37eb,1837,,"[11.2, 38.1]",3825781,59,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Federico Julián Fazio,6349.0,,Left Center Back,140,Rayo Vallecano,360,"['08864e6a-8cdf-4a98-bac9-f090196177b0', '6ca39832-f479-460b-958b-a884c6b0e026']",29,,,,,,,,,,,,,,,,,Sevilla,213,00:14:29.718,Clearance,True
,,,,True,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,4b1b2c5f-2710-4b2a-9456-0b013e76b0d1,1943,,"[52.9, 45.8]",3825781,62,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Roberto Trashorras Gayoso,26848.0,,Right Defensive Midfield,145,Sevilla,213,"['272344ff-efa5-4ea5-b372-5b77e1139c62', 'def985cb-aeb3-4625-95ab-c33ff512869b']",58,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:17:58.233,Clearance,True
,,,,,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,2cbd8f08-9108-476e-aa1e-c74152c54fe9,1950,,"[10.9, 50.5]",3825781,63,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Adil Rami,3253.0,,Right Center Back,146,Rayo Vallecano,360,['bb4bf3c9-18ba-4f53-926f-c51357a88cdb'],36,,,,,,,,,,,,,,,,,Sevilla,213,00:18:36.220,Clearance,True
,,,,,Left Foot,,True,,,,,,,,,0.0,,,,,,,,,,,,,716b9b9c-0a07-4604-bb3a-2e981d4caa06,1967,,"[17.8, 49.8]",3825781,64,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Roberto Trashorras Gayoso,26848.0,,Right Defensive Midfield,148,Sevilla,213,['b78d246e-0d12-4bac-a34d-0eb50f197e86'],24,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:19:24.948,Clearance,True
,,,,,Left Foot,,True,,,,,,,,,0.0,,,,,,,,,,,,,408c211f-b913-4ad8-8fca-bbfdcc2d737b,1995,,"[28.4, 18.3]",3825781,66,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Federico Julián Fazio,6349.0,,Left Center Back,151,Rayo Vallecano,360,['2beafd0a-42e1-4350-a1e0-4426f7003ccc'],10,,,,,,,,,,,,,,,,,Sevilla,213,00:21:10.123,Clearance,True
,,,,,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,9d7aeda8-fa4a-4987-8466-8e8db5ed3769,2003,,"[5.3, 35.4]",3825781,66,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Adil Rami,3253.0,,Right Center Back,151,Rayo Vallecano,360,['2b7a4708-e8f2-40b7-aa93-76f8eb529d60'],22,,,,,,,,,,,,,,,,,Sevilla,213,00:21:22.417,Clearance,True
,,,,True,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,db07d3d2-2f9e-42f8-ab15-c957eb5a9814,2099,,"[14.2, 26.5]",3825781,69,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Alberto Mateus Contreiras Gonçalves,26690.0,,Left Center Forward,160,Sevilla,213,"['31c17d1f-a889-4fbb-89cb-5b1b11798f90', 'b0fc1230-488f-443a-9bc7-2f104af85896']",51,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:24:51.478,Clearance,True
,,,,,Left Foot,,True,,,,,,,,,0.0,,,,,,,,,,,,,3cb043aa-0e2a-49ca-9f32-2572e54ef6d2,2115,,"[11.0, 7.8]",3825781,70,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Federico Julián Fazio,6349.0,,Left Center Back,162,Sevilla,213,['4ce074fc-c156-4e69-aaab-fb81a27f97b0'],45,,,,,,,,,,,,,,,,,Sevilla,213,00:25:45.741,Clearance,True
,,,,,Right Foot,,,True,,,,,,,,0.0,,,,,,,,,,,,,ce9effe7-c0ce-46b9-88e1-48a85d9911af,2154,,"[4.7, 43.9]",3825781,71,,,True,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Adrián Embarba Blázquez,11539.0,,Right Midfield,162,Sevilla,213,['d7d0da7d-d514-4407-b4de-5bc8187cc6cb'],24,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:26:24.482,Clearance,True
,,,,True,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,9d8b5b2a-49c9-4f33-a88e-f7876a28ac07,2165,,"[4.0, 42.7]",3825781,72,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Nicolás Ladislao Fedor Flores,26685.0,,Right Center Forward,164,Sevilla,213,"['1b3842d3-c9e8-46ea-a687-f3864a71b529', '31b27a0c-6e49-4048-bb26-7fe8ead422e0']",9,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:27:09.974,Clearance,True
,,,,,Right Foot,,,True,,,,,,,,0.0,,,,,,,,,,,,,8683a9c6-8dce-4165-82ec-6080f4c94eef,2169,,"[4.5, 33.3]",3825781,72,,,True,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Diego Javier Llorente Ríos,6713.0,,Left Center Back,164,Sevilla,213,['41290b13-250e-4195-a31b-7f4d5d507786'],15,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:27:15.721,Clearance,True
,,,,,Right Foot,,,True,,,,,,,,0.0,,,,,,,,,,,,,664ca888-1357-468a-bfc4-565d00b899bb,2170,,"[2.0, 26.9]",3825781,72,,,True,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Tiago Manuel Dias Correia,7900.0,,Left Back,164,Sevilla,213,,16,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:27:16.244,Clearance,True
,,,,,Left Foot,,True,,,,,,,,,0.0,,,,,,,,,,,,,3525496b-b6d5-4744-8c19-ef9a2c94d15f,2209,,"[13.7, 27.9]",3825781,73,,,True,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Benoît Trémoulinas,27483.0,,Left Back,167,Rayo Vallecano,360,,34,,,,,,,,,,,,,,,,,Sevilla,213,00:28:34.436,Clearance,True
,,,,,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,f8d596d2-04ba-4715-ae94-2fee19d796fb,2268,,"[7.6, 41.9]",3825781,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jorge Andújar Moreno,6672.0,,Right Back,170,Rayo Vallecano,360,['de59c715-2900-4c24-a171-84c04bb9813d'],33,,,,,,,,,,,,,,,,,Sevilla,213,00:29:33.748,Clearance,True
,,,,,Right Foot,,,True,,,,,,,,0.0,,,,,,,,,,,,,b594ee19-c8f7-4ae0-a875-865ac4f1becb,2280,,"[14.4, 57.7]",3825781,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,,Left Defensive Midfield,170,Rayo Vallecano,360,['ff9de978-6cbb-435a-9307-036458b95b07'],46,,,,,,,,,,,,,,,,,Sevilla,213,00:29:46.796,Clearance,True
,,,,True,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,0f77837f-3715-45c6-a20e-7eae390f0d0a,2294,,"[6.1, 45.4]",3825781,75,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alberto Mateus Contreiras Gonçalves,26690.0,,Left Center Forward,173,Sevilla,213,"['3935a811-c187-46d4-ad78-c2580d9213f3', 'c639ce55-a3f7-4e14-930d-5877fd8580aa']",44,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:30:44.623,Clearance,True
,,,,,Left Foot,,True,,,,,,,,,0.0,,,,,,,,,,,,,6c807123-578f-4e09-948a-8dd503171419,2334,,"[10.2, 35.3]",3825781,76,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benoît Trémoulinas,27483.0,,Left Back,174,Rayo Vallecano,360,['991d9e20-35f9-40b2-82f4-2dc0546e543a'],32,,,,,,,,,,,,,,,,,Sevilla,213,00:31:32.744,Clearance,True
,,,,,Left Foot,,True,,,,,,,,,0.0,,,,,,,,,,,,,b7ee108a-de82-4d5d-a90d-5f1b0013a996,2373,,"[8.5, 36.6]",3825781,77,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Federico Julián Fazio,6349.0,,Left Center Back,176,Rayo Vallecano,360,['66752c69-997b-414a-8959-8beb416daba8'],41,,,,,,,,,,,,,,,,,Sevilla,213,00:32:41.928,Clearance,True
,,,,True,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,36d057bc-2fc3-4c50-9f72-fc1b7ab43ab0,2490,,"[28.4, 24.7]",3825781,80,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,José Eduardo Rosa Vale de Castro,26222.0,,Right Center Back,183,Sevilla,213,"['02b99376-382d-468d-b7f3-a9a3b0cb2479', '3eb08581-50b0-45a5-b712-ed287017f9c7']",39,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:35:39.463,Clearance,True
,,,,,Head,True,,,,,,,,,,0.0,,,,,,,,,,,,,2f4db859-757d-44f0-94d4-d6e717919c46,2519,,"[48.0, 69.7]",3825781,81,,,True,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Roberto Román Triguero,6914.0,,Right Back,185,Sevilla,213,['f1be23b7-2e3b-43b8-b43b-1b3cb8c05ff9'],18,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:36:18.972,Clearance,True
