50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.698602,,,,,,,,,,,,,bfa60d0c-e798-4e5a-b8eb-7eba5b09aa35,15,,,"[90.2, 24.2]",3825682,0,,,,,3.1116016,,Left Foot,,,,"[80.2, 24.5]",,Ground Pass,,10.004499,,,,,Fernando José Torres Sanz,6382.0,,,,,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Wing,3,Atlético Madrid,212,['59129343-d8e9-43c7-a3fe-d6c166d2700e'],23,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:23.154,Pass,
,,,,,,,,,,,,,,,,,0.709114,,,,,,,,,,,,,f4240cb0-9dbb-4217-98e0-63c1c670779a,18,,,"[80.8, 25.4]",3825682,0,,,,,-0.70672274,,Right Foot,,,,"[93.8, 14.3]",,Ground Pass,,17.09415,,,Incomplete,,Jorge Resurrección Merodio,5199.0,,,,,,1,Regular Play,Fernando José Torres Sanz,6382.0,Center Forward,3,Atlético Madrid,212,"['2643f378-e6c2-4d2e-b6b6-36a8ef41e3fc', '510b64b8-d406-473d-bf8e-75afe5c84b29']",24,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:24.351,Pass,
,,,,,,,,,,,,,,,,,2.037547,,,,,,,,,,,,,194942c2-3088-4354-8234-e1f330d1fabc,21,,,"[89.6, 27.3]",3825682,0,,,,,-0.24497867,,Right Foot,,,,"[106.8, 23.0]",,Ground Pass,,17.729355,,,Incomplete,,Jorge Resurrección Merodio,5199.0,,,,,Recovery,1,Regular Play,Gabriel Fernández Arenas,6384.0,Right Center Midfield,3,Atlético Madrid,212,"['a5657681-279e-4ffe-8ca6-e6fb34280956', 'e4ebb211-5d1a-4eec-bbe4-e5ce8288a228']",27,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:27.114,Pass,
,,,,,,,,,,,,,,,,,0.856262,,,,,,,,,,,,,0c1ec8d7-bb52-4ae5-b7d6-73c22a537fa3,25,,,"[97.4, 0.1]",3825682,0,,,,,1.2673364,,,,,,"[100.5, 10.0]",,Low Pass,,10.374006,,,,,Yannick Ferreira Carrasco,5633.0,,,,,Throw-in,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,4,Atlético Madrid,212,['fcb9fae6-fb46-438d-8b85-6c5da62ad25f'],36,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:36.809,Pass,
,,,,,,,,,,,,,,,,,0.786813,,,,,,,,,,,,,8f549c32-c923-4463-9c48-a4c32f328c77,28,,,"[101.1, 10.0]",3825682,0,,,,,-1.3986055,,Right Foot,,,,"[102.3, 3.1]",,Low Pass,,7.0035706,,,,,Filipe Luís Kasmirski,6320.0,,,,,,1,From Throw In,Yannick Ferreira Carrasco,5633.0,Left Wing,4,Atlético Madrid,212,['0175c0e9-93c5-4fa5-9ac7-35bb4ef6bb1b'],37,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:37.734,Pass,
,,,,,,,,,,,,,,,,,0.579628,,,,,,,,,,,,,cb7e0b09-217c-4a83-8bd1-0ea8c4102636,31,,,"[101.7, 3.1]",3825682,0,,,,,0.844154,,Left Foot,,,,"[108.9, 11.2]",,Low Pass,,10.837435,,,,,Yannick Ferreira Carrasco,5633.0,,,,,,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,4,Atlético Madrid,212,['4f15312a-6770-4486-90e8-7deecd95182d'],40,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:40.260,Pass,
,,,,,,,,,,,,,,,,,0.882148,,,,,,,,,,,,,75654871-fda8-4590-b0dc-c175749ae7d6,39,,,"[9.3, 80.0]",3825682,1,,True,,,-0.29493704,,,,,,"[25.1, 75.2]",,High Pass,,16.513025,,,,,Isaac Ajayi Success,6918.0,,,,,Throw-in,1,From Throw In,Dimitri Foulquier,4546.0,Right Back,5,Granada,1049,['ddaa8157-5f39-49a8-809a-11fd5f7c1d80'],2,,,,,,,,,,,,,,,,,Granada,1049,00:01:02.163,Pass,
,,,,,,,,,,,,,,,,,0.851691,,,,,,,,,,,,,605e55f3-7ea7-449e-a510-25a7e97ac35a,42,,,"[89.6, 0.1]",3825682,1,,,,,2.310355,,,,,,"[84.4, 5.8]",,Low Pass,,7.7155685,,,,,Yannick Ferreira Carrasco,5633.0,,,,,Throw-in,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,6,Atlético Madrid,212,['2d18806f-fdb8-4179-90ad-15a357c9cac1'],15,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:15.002,Pass,
,,,,,,,,,,,,,,,,,1.029851,,,,,,,,,,,,,7ffd44ee-99a0-485f-8b81-70cc0de5f0ca,45,,,"[85.0, 6.4]",3825682,1,,,,,2.366095,,Right Foot,,,,"[74.8, 16.4]",,Ground Pass,,14.284257,,,Incomplete,,Saúl Ñíguez Esclapez,6381.0,,,,,,1,From Throw In,Yannick Ferreira Carrasco,5633.0,Left Wing,6,Atlético Madrid,212,"['2b9973d3-9daf-4703-86aa-b5d4455a3eeb', '9c2bf3df-f22c-4779-bbae-7142e55a1d62']",17,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:17.305,Pass,
,,,,,,,,,,,,,,,,,1.092846,,,,,,,,,,,,,c615d9d4-d1c1-4ad7-8708-6c487bd04fed,50,,,"[44.1, 61.6]",3825682,1,,,,,-1.5027199,,Left Foot,,,,"[44.7, 52.8]",,Ground Pass,,8.820431,,,,,Rubén Rochina Naixes,6680.0,,,,,,1,From Throw In,Youssef El-Arabi,27109.0,Center Forward,6,Atlético Madrid,212,['cf024662-a11d-426a-95c6-e8c9c013cc6d'],19,,,,,,,,,,,,,,,,,Granada,1049,00:01:19.307,Pass,
,,,,,,,,,,,,,,,,,2.399207,,,,,,,,,,,,,0bee3cff-b431-4e03-9de9-64ea8dab03f1,53,,,"[46.3, 51.0]",3825682,1,,,,,0.73625743,,Left Foot,,,,"[78.3, 80.0]",,High Pass,,43.185646,,,Out,,Isaac Ajayi Success,6918.0,,,,,,1,From Throw In,Rubén Rochina Naixes,6680.0,Right Center Midfield,6,Atlético Madrid,212,['d9a17c9c-0c11-48c0-8ede-aeae1e9c8656'],20,,,,,,,,,,,,,,,,,Granada,1049,00:01:20.420,Pass,
,,,,,,,,,,,,,,,,,2.026046,,,,,,,,,,,,,2c2578f5-2cc2-4a09-9f1a-b645638e6f96,55,,,"[45.1, 0.1]",3825682,1,,True,,,2.1255887,,,,,,"[36.3, 14.3]",,Low Pass,,16.705688,,,,,Diego Roberto Godín Leal,5249.0,,,,,Throw-in,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,7,Atlético Madrid,212,['74b9f94e-89c6-421c-819f-4fb01e579924'],36,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:36.801,Pass,
,,,,,,,,,,,,,,,,,2.015081,,,,,,,,,,,,,ec045d6d-9181-4434-9373-7b12d6bc2423,57,,,"[21.8, 17.3]",3825682,1,,,,,1.602145,,Right Foot,,,,"[20.9, 46.0]",,Ground Pass,,28.714108,,,,,José María Giménez de Vargas,5259.0,,,,,,1,From Throw In,Diego Roberto Godín Leal,5249.0,Left Center Back,7,Atlético Madrid,212,['17e6243d-272a-48fe-8454-c5c09cbd5bd9'],40,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:40.403,Pass,
,,,,,,,,,,,,,,,,,3.547896,,,,,,,,,,,,,d9e4f86a-9448-4ed8-b303-a7e7381b6128,60,,,"[44.8, 54.8]",3825682,1,,,,,-0.21098578,,Right Foot,,,,"[108.3, 41.2]",,High Pass,,64.94005,,,Incomplete,,,,,,,,,1,From Throw In,José María Giménez de Vargas,5259.0,Right Center Back,7,Atlético Madrid,212,['35bdf85c-55d7-4b0e-ab07-5ce3aa980f3e'],47,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:47.232,Pass,
,,,,,,,,,,,,,,,,,3.591236,,,,,,,,,,,,,f97b453d-461c-4cfe-9352-e2e48faa2ce3,63,,,"[11.8, 38.9]",3825682,2,,,,,0.62453604,,Right Foot,,,,"[58.0, 72.2]",,High Pass,,56.95024,,,,,Youssef El-Arabi,27109.0,,,,,,1,From Throw In,Andrés Eduardo Fernández Moreno,8697.0,Goalkeeper,7,Atlético Madrid,212,['ea917f76-a904-457c-b222-cadd64766250'],0,,,,,,,,,,,,,,,,,Granada,1049,00:02:00.706,Pass,
,,,,,,,,,,,,,,,,,0.945549,,,,,,,,,,,,,c828ad84-8b19-4891-a32d-9c74784761aa,65,,,"[58.0, 71.3]",3825682,2,,,,,0.082381934,,Head,,,,"[68.9, 72.2]",,Low Pass,,10.937093,,,Incomplete,,Isaac Ajayi Success,6918.0,,,,,,1,From Throw In,Youssef El-Arabi,27109.0,Center Forward,7,Atlético Madrid,212,"['161720b8-9760-4105-856c-0d7d9976f44c', 'd387553c-b142-467f-a022-1327412e860a']",4,,,,,,,,,,,,,,,,,Granada,1049,00:02:04.298,Pass,
,,,,,,,,,,,,,,,,,1.159681,,,,,,,,,,,,,eaffea2a-2121-4a2f-9bed-c44e8a58c3c8,69,,,"[51.5, 7.3]",3825682,2,,,,True,-0.18789788,,,,,,"[65.7, 4.6]",,High Pass,,14.4544115,,,Incomplete,,,,,,,,Recovery,1,From Throw In,Saúl Ñíguez Esclapez,6381.0,Center Defensive Midfield,7,Atlético Madrid,212,"['035e220b-34ee-4d2d-a1fc-43acde5bf8c6', 'ebdf4f5b-9a51-4b71-bed4-ec870dab02d8']",6,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:06.985,Pass,True
,,,,,,,,,,,,,,,,,1.984667,,,,,,,,,,,,,ebdf4f5b-9a51-4b71-bed4-ec870dab02d8,70,,,"[54.4, 75.5]",3825682,2,,,,,0.26779923,,Right Foot,,,,"[70.8, 80.0]",,High Pass,,17.006176,,,Out,,,,,,,,Recovery,1,From Throw In,Dimitri Foulquier,4546.0,Right Back,7,Atlético Madrid,212,['eaffea2a-2121-4a2f-9bed-c44e8a58c3c8'],8,,,,,,,,,,,,,,,,,Granada,1049,00:02:08.145,Pass,
,,,,,,,,,,,,,,,,,1.010777,,,,,,,,,,,,,9e848563-3084-400f-820a-6ab7177758eb,71,,,"[49.6, 0.1]",3825682,2,,True,,,2.5431738,,,,,,"[34.2, 10.6]",,Low Pass,,18.638937,,,,,Diego Roberto Godín Leal,5249.0,,,,,Throw-in,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,8,Atlético Madrid,212,['57d19e5f-a913-4237-b323-6d385684ac1b'],13,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:13.850,Pass,
,,,,,,,,,,,,,,,,,0.985738,,,,,,,,,,,,,7633cbf3-0d82-4921-a2b5-5376c2843014,73,,,"[34.2, 10.6]",3825682,2,,,,,-0.9244941,,Right Foot,,,,"[38.5, 4.9]",,Ground Pass,,7.140028,,,,,Filipe Luís Kasmirski,6320.0,,,,,,1,From Throw In,Diego Roberto Godín Leal,5249.0,Left Center Back,8,Atlético Madrid,212,['310edc9b-8e98-478d-802c-64703601e771'],15,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:15.579,Pass,
,,,,,,,,,,,,,,,,,0.840353,,,,,,,,,,,,,05f8a1e8-5657-4b02-a64e-13632b7fdf14,76,,,"[37.8, 3.7]",3825682,2,,,,,0.31808758,,Left Foot,,,,"[54.2, 9.1]",,Ground Pass,,17.266151,,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,8,Atlético Madrid,212,['58c26dcf-4bec-4e3f-bdca-f6c47607134c'],19,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:19.640,Pass,
,,,,,,,,,,,,,,,,,1.547444,,,,,,,,,,,,,7a6dd9b8-0232-4617-a345-b4d0b65efc2f,78,,,"[53.6, 10.0]",3825682,2,,,,,3.0959392,,Right Foot,,,,"[33.9, 10.9]",,Ground Pass,,19.720547,,,,,Diego Roberto Godín Leal,5249.0,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Left Center Midfield,8,Atlético Madrid,212,['e8dee065-94a7-4a08-a0fa-5e3d7a39954e'],20,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:20.480,Pass,
,,,,,,,,,,,,,,,,,3.460698,,,,,,,,,,,,,8d28777e-f43a-4ab3-b2c7-a4615501bad0,81,,,"[33.6, 19.7]",3825682,2,,,,,1.4637688,,Right Foot,,,,"[37.5, 56.0]",,Ground Pass,,36.508904,,,,,José María Giménez de Vargas,5259.0,,,,,,1,From Throw In,Diego Roberto Godín Leal,5249.0,Left Center Back,8,Atlético Madrid,212,['6d21b5d3-6d70-4aeb-ab10-958f4e1e21cc'],23,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:23.748,Pass,
,,,,,,,,,,,,,,,,,1.263471,,,,,,,,,,,,,c003216c-8915-4cb0-b4b4-c491ab68d464,84,,,"[51.2, 60.2]",3825682,2,,,,,-0.5094377,,Right Foot,,,,"[65.7, 52.1]",,Ground Pass,,16.609034,,,,,Antoine Griezmann,5487.0,,,,,,1,From Throw In,José María Giménez de Vargas,5259.0,Right Center Back,8,Atlético Madrid,212,['f70875ee-7864-4259-8e5c-e60b5ea00e36'],29,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:29.628,Pass,
,,,,,,,,,,,,,,,,,0.617427,,,,,,,,,,,,,d4e1209b-dc94-4ee2-85cc-737dd220302d,86,,,"[66.6, 52.1]",3825682,2,,,,,0.26371184,,Left Foot,,,,"[76.6, 54.8]",,Ground Pass,,10.3580885,,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Right Wing,8,Atlético Madrid,212,['9ee39c06-9a80-4f2f-b069-bc6f1c9b6830'],30,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:30.891,Pass,
,,,,,,,,,,,,,,,,,0.581324,,,,,,,,,,,,,292e725a-6efa-4a26-8c1b-f8a685051f35,89,,,"[76.6, 54.8]",3825682,2,,,,,-1.0557235,,Right Foot,,,,"[82.6, 44.2]",,Ground Pass,,12.180312,,,,,Fernando José Torres Sanz,6382.0,,,,,,1,From Throw In,Gabriel Fernández Arenas,6384.0,Right Center Midfield,8,Atlético Madrid,212,['39003c50-c5f4-40a1-bc5f-bacb5c79ad5b'],32,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:32.490,Pass,
,,,,,,,,,,,,,,,,,1.09445,,,,,,,,,,,,,83cf599e-1d90-498a-8684-2d57e3ef4b29,92,,,"[82.6, 44.2]",3825682,2,,,,,-2.5652175,,Right Foot,,,,"[76.6, 40.3]",,Ground Pass,,7.1561165,,,,,Gabriel Fernández Arenas,6384.0,,,,,,1,From Throw In,Fernando José Torres Sanz,6382.0,Center Forward,8,Atlético Madrid,212,['283ebbcc-1ac9-4bf5-b2df-6998c3c8011e'],33,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:33.299,Pass,
,,,,,,,,,,,,,,,,,1.273987,,,,,,,,,,,,,a9b723d6-797b-4b04-b6d1-7a0da0734dc4,95,,,"[76.6, 40.3]",3825682,2,,,,,-0.9462386,,Right Foot,,,,"[90.8, 20.6]",,Ground Pass,,24.284357,,,,,Yannick Ferreira Carrasco,5633.0,,,,,,1,From Throw In,Gabriel Fernández Arenas,6384.0,Right Center Midfield,8,Atlético Madrid,212,['cce5a629-2af5-43c5-8f8f-289eefeec8f0'],34,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:34.479,Pass,
,,,,,,,,,,,,,,,,,0.467374,,,,,,,,,,,,,f520f58a-e8fb-4881-87f3-84e8c23910a2,98,,,"[102.0, 23.6]",3825682,2,,,,,-3.0281577,,Right Foot,,,,"[94.1, 22.7]",,Ground Pass,,7.9511003,,,,,Jorge Resurrección Merodio,5199.0,,,,,,1,From Throw In,Yannick Ferreira Carrasco,5633.0,Left Wing,8,Atlético Madrid,212,['7018817d-3909-43b7-965c-92d50002d65f'],38,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:38.364,Pass,
,,,,,,,,,,,,,,,,,0.98935,,,,,,,,,,,,,6dcd820c-a170-4c93-bdfb-a420ea3f50d9,101,,,"[94.1, 22.7]",3825682,2,,,,,-1.3401904,,Right Foot,,,,"[96.8, 11.2]",,Ground Pass,,11.812705,,,,,Filipe Luís Kasmirski,6320.0,,,,,,1,From Throw In,Jorge Resurrección Merodio,5199.0,Left Center Midfield,8,Atlético Madrid,212,['8874b327-bb3a-4d2b-8f43-1327ae61415b'],40,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:40.749,Pass,
,,,,,,,,,,,,,,,,,2.295206,,,,,,,,,,,,,cedc2040-22a4-4c30-93a7-ff4b6140e4b5,105,,,"[94.1, 13.3]",3825682,2,,,,,0.27480522,,Left Foot,,,,"[116.8, 19.7]",,Ground Pass,,23.584953,,,,,Yannick Ferreira Carrasco,5633.0,,,,,,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,8,Atlético Madrid,212,['f3d047cc-62a1-48bd-9866-3578da161a03'],46,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:46.093,Pass,
,,,,,,,,,,,,,,,,,0.096657,,,,,,,,,,,,,37ef334a-698b-450c-985e-eee764d54939,108,,,"[115.3, 20.0]",3825682,2,,,,,1.9513026,,Left Foot,,True,,"[113.5, 24.5]",,Low Pass,,4.846648,,,Incomplete,,,,,,,,,1,From Throw In,Yannick Ferreira Carrasco,5633.0,Left Wing,8,Atlético Madrid,212,['a80a21af-39d0-4cf1-ae25-16e618311057'],48,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:48.631,Pass,
