ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.409351,,,,,,,,,,,,,,3ff348c0-a881-4049-8318-f9465ed8a28c,19,,"[23.7, 27.2]",3825592,0,,,,1.5707964,,Right Foot,,,,"[23.7, 56.0]",,Ground Pass,,28.8,,,Diego Antonio Reyes Rosales,16539.0,,,,,,1,Regular Play,Mikel González de Martín Martínez,16622.0,Left Center Back,3,Real Sociedad,210,['622c0aa8-9489-4633-afce-2c4ea44b5315'],18,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:18.580,Pass,
,,,,,,,,,,,,,,,2.213724,,,,,,,,,,,,,,0e0472e1-4ae1-4b02-960a-0943b3ae181b,22,,"[27.3, 62.0]",3825592,0,,,,-1.7170793,,Right Foot,,,,"[22.6, 30.1]",,Ground Pass,,32.24438,,,Mikel González de Martín Martínez,16622.0,,,,,,1,Regular Play,Diego Antonio Reyes Rosales,16539.0,Right Center Back,3,Real Sociedad,210,['c0cd76b0-38e7-4881-b276-b4bde138f695'],23,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:23.571,Pass,
,,,,,,,,,,,,,,,1.455357,,,,,,,,,,,,,,c711f02d-e2c4-4e34-9bfd-8b430e738ea5,25,,"[31.7, 18.3]",3825592,0,,,,2.1331322,,Left Foot,,,,"[19.6, 37.5]",,Ground Pass,,22.694714,,,Gerónimo Rulli,6694.0,,,,,,1,Regular Play,Mikel González de Martín Martínez,16622.0,Left Center Back,3,Real Sociedad,210,['20aeee1e-e2af-42f1-a490-9ce1b8a41044'],29,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:29.522,Pass,
,,,,,,,,,,,,,,,2.798265,,,,,,,,,,,,,,f9b73621-b781-4789-9fd5-6697772bb75a,28,,"[25.7, 45.0]",3825592,0,,,,0.6715691,,Right Foot,,,,"[68.1, 78.7]",,High Pass,,54.16133,,,Aritz Elustondo Irribaria,6679.0,,,,,,1,Regular Play,Gerónimo Rulli,6694.0,Goalkeeper,3,Real Sociedad,210,['62b6bd3d-7eac-43f9-b2e0-e7eca0ebc769'],34,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:34.103,Pass,
,,,,,,,,,,,,,,,3.500465,,,,,,,,,,,,,,5b34a11e-2a2c-4cb3-afa2-5bdda422d3d7,30,,"[68.4, 77.3]",3825592,0,,,,0.07810168,,Head,,,,"[102.9, 80.0]",,High Pass,,34.60549,Out,,Imanol Agirretxe Arruti,6677.0,,,,,,1,Regular Play,Aritz Elustondo Irribaria,6679.0,Right Back,3,Real Sociedad,210,['3223634e-d32d-487d-923d-08c27e561c9b'],36,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:36.981,Pass,
,,,,,,,,,,,,,,,1.063852,,,,,,,,,,,,,,b0ff3a3e-bdd0-4941-8faa-0a26cb334478,34,,"[20.6, 0.1]",3825592,0,,,,0.0989128,,,,,,"[33.7, 1.4]",,High Pass,,13.164346,Incomplete,,Víctor Guillermo Álvarez Delgado,27241.0,,,,,Throw-in,1,From Throw In,Juan Rafael Fuentes Hernández,4741.0,Left Back,4,Espanyol,214,"['a472d6a9-38f8-4fdb-bff5-2f7ae8a23d20', 'b62dab29-6698-43cf-8a7c-a9b418e41834']",52,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:52.871,Pass,
,,,,,,,,,,,,,,,0.724411,,,,,,,,,,,,,,a472d6a9-38f8-4fdb-bff5-2f7ae8a23d20,36,,"[86.4, 78.7]",3825592,0,,,,-1.2555816,,Right Foot,,,,"[87.9, 74.1]",,Low Pass,,4.838388,Incomplete,,,,,,,,Interception,1,From Throw In,Esteban Félix Granero Molina,6770.0,Right Defensive Midfield,4,Espanyol,214,"['96ac345f-fd3e-4099-913b-f4fbcacd1e50', 'b0ff3a3e-bdd0-4941-8faa-0a26cb334478']",53,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:53.935,Pass,
,,,,,,,,,,,,,,,0.890963,,,,,,,,,,,,,,543daa9a-f07f-4232-bc8b-00759f163bdc,52,,"[58.0, 2.2]",3825592,1,,,,1.8022851,,Left Foot,,,,"[54.7, 16.2]",,Ground Pass,,14.383672,,,Víctor Guillermo Álvarez Delgado,27241.0,,,,,,1,From Throw In,Gerard Moreno Balaguero,6766.0,Center Forward,4,Espanyol,214,['27cb3357-54c4-4100-841e-ff607dbae31d'],1,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:01.287,Pass,
,,,,,,,,,,,,,,,2.928155,,,,,,,,,,,,,,2fcfa03c-2880-4581-943d-0f80fddb6f05,56,,"[62.7, 16.2]",3825592,1,,,,1.2522407,,Left Foot,,,,"[81.3, 72.6]",,High Pass,,59.38788,,,Hernán Arsenio Pérez González,6838.0,,True,,,,1,From Throw In,Víctor Guillermo Álvarez Delgado,27241.0,Left Wing,4,Espanyol,214,['5f635826-8d97-4b97-a386-fb785a2e7b5c'],4,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:04.260,Pass,
,,,,,,,,,,,,,,,5.124871,,,,,,,,,,,,,,6496debf-5623-4bc9-8d0f-225aed650458,59,,"[89.5, 71.2]",3825592,1,,,,-1.1497145,,Right Foot,True,,,"[120.0, 3.1]",,High Pass,,74.618095,Out,,,,,True,,,,1,From Throw In,Hernán Arsenio Pérez González,6838.0,Right Wing,4,Espanyol,214,,9,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:09.469,Pass,
,,,,,,,,,,,,,,,5.096846,,,,,,,,,,,,,,fe2fc20f-8801-415e-852b-b447384a89e8,60,,"[7.0, 44.1]",3825592,1,,,,-0.21919306,,Right Foot,,,,"[87.8, 26.1]",,High Pass,,82.78068,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Gerónimo Rulli,6694.0,Goalkeeper,5,Real Sociedad,210,['ce4c62b9-96ef-4d1b-8a3f-bd8ecbac363d'],36,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:36.641,Pass,
,,,,,,,,,,,,,,,1.052934,,,,,,,,,,,,,,ce4c62b9-96ef-4d1b-8a3f-bd8ecbac363d,61,,"[32.3, 54.0]",3825592,1,,,,0.15697129,,Head,,,,"[46.2, 56.2]",,High Pass,,14.073024,,,Víctor Sánchez Mata,6758.0,,,,,Recovery,1,Regular Play,Álvaro González Soberón,6762.0,Right Center Back,6,Espanyol,214,"['367d0732-e523-4c85-9fa1-bffc925c63c1', 'fe2fc20f-8801-415e-852b-b447384a89e8']",41,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:41.738,Pass,
,,,,,,,,,,,,,,,1.298917,,,,,,,,,,,,,,36bae6a5-4e99-4567-903b-f871be84661f,63,,"[46.2, 55.9]",3825592,1,,,,2.3803444,,Right Foot,,,,"[35.6, 66.0]",,High Pass,,14.641379,,,Roberto Antonio Correa Silva,23974.0,,,,,,1,Regular Play,Víctor Sánchez Mata,6758.0,Left Defensive Midfield,6,Espanyol,214,['714c378f-94aa-48b2-b421-01e3e3fb0e0d'],42,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:42.791,Pass,
,,,,,,,,,,,,,,,0.614886,,,,,,,,,,,,,,597d5c6b-88d7-4545-a356-da6edd60bc16,67,,"[41.8, 74.6]",3825592,1,,,,0.10438115,,Right Foot,,,,"[52.3, 75.7]",,Ground Pass,,10.557462,,,Hernán Arsenio Pérez González,6838.0,,,,,,1,Regular Play,Roberto Antonio Correa Silva,23974.0,Right Back,6,Espanyol,214,['88919e38-38fd-4fdc-95ae-d0c993160c0f'],45,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:45.689,Pass,
,,,,,,,,,,,,,,,2.673166,,,,,,,,,,,,,,45a96975-a229-4acc-9775-4ddd7c871e64,71,,"[63.2, 0.1]",3825592,1,True,,,0.16336615,,,,,,"[99.6, 6.1]",,High Pass,,36.89119,,,Carlos Alberto Vela Garrido,5560.0,,,,,Throw-in,1,From Throw In,Alberto De La Bella Madureño,6674.0,Left Back,7,Real Sociedad,210,['e342fbf4-c438-4ace-96a0-4746de6118e6'],56,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:56.562,Pass,
,,,,,,,,,,,,,,,1.316365,,,,,,,,,,,,,,7fd95ea7-08ad-4d25-9b12-2b74599a2402,76,,"[116.6, 12.6]",3825592,1,,,,-2.2763646,,Left Foot,,,,"[112.0, 7.2]",,Ground Pass,,7.093659,,,Armindo Tué Na Bangna,8522.0,,,,,,1,From Throw In,Carlos Alberto Vela Garrido,5560.0,Left Wing,7,Real Sociedad,210,"['0aaf56e3-f059-46d6-a326-c1ef3b4c57c0', '6b50ad25-a3a7-4312-8764-ba014635409e', 'd7ca1322-a79a-4968-9422-0f575048d50d']",59,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:59.912,Pass,True
,,,,,,,,,,,,,,,1.711775,,,,,,,,,,,,,,067f1378-80dc-408d-bb8e-8c80e169ca70,79,,"[117.1, 8.9]",3825592,2,,,,1.5677751,,Left Foot,True,,,"[117.2, 42.0]",,High Pass,,33.10015,Incomplete,,,,,,,,,1,From Throw In,Armindo Tué Na Bangna,8522.0,Right Wing,7,Real Sociedad,210,['d57cc574-bdda-467a-9b98-7a91644eb864'],2,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:02.190,Pass,
,,,,,,,,,,,,,,,1.992095,,,,,,,,,,,,,,0c8d3f09-d9db-4d2d-93ef-ba385c738b04,82,,"[7.7, 37.6]",3825592,2,,,,-1.0401351,,Keeper Arm,,,,"[24.6, 8.8]",,Low Pass,,33.392365,,,Juan Rafael Fuentes Hernández,4741.0,,,,,,1,From Keeper,Pau López Sabata,6792.0,Goalkeeper,8,Espanyol,214,['e1ca3931-f697-41a2-8b42-f52b48dc33e1'],8,,,,,,,,,,,,,,,,,,Espanyol,214,00:02:08.962,Pass,
,,,,,,,,,,,,,,,1.693548,,,,,,,,,,,,,,b598f402-5814-40e0-a494-795f460eb5a0,85,,"[41.8, 4.0]",3825592,2,,,,2.4587743,,Left Foot,,,,"[26.8, 16.2]",,Ground Pass,,19.334942,,,Enzo Pablo Roco Roco,16456.0,,,,,,1,From Keeper,Juan Rafael Fuentes Hernández,4741.0,Left Back,8,Espanyol,214,['af28d986-cee7-4f7e-897a-ae49ef872e92'],14,,,,,,,,,,,,,,,,,,Espanyol,214,00:02:14.495,Pass,
,,,,,,,,,,,,,,,1.671333,,,,,,,,,,,,,,8f7f222d-2747-4126-8fc6-d54e9c1571bb,88,,"[26.6, 18.4]",3825592,2,,,,2.4464014,,Left Foot,,,,"[4.9, 36.5]",,Ground Pass,,28.257742,,,Pau López Sabata,6792.0,,,,,,1,From Keeper,Enzo Pablo Roco Roco,16456.0,Left Center Back,8,Espanyol,214,['0b9ba4a4-e7c2-497f-8e58-272c4836b514'],18,,,,,,,,,,,,,,,,,,Espanyol,214,00:02:18.032,Pass,
,,,,,,,,,,,,,,,2.840111,,,,,,,,,,,,,,22e03c95-3e50-46d0-b2c7-c9562e25c496,92,,"[5.7, 35.9]",3825592,2,,,,0.53529507,,Left Foot,,,,"[46.0, 59.8]",,High Pass,,46.854027,,,Víctor Sánchez Mata,6758.0,,,,,,1,From Keeper,Pau López Sabata,6792.0,Goalkeeper,8,Espanyol,214,"['2d01c9df-d749-4aa3-a023-4e6372ac07f5', 'cf52b82b-bfc6-41c7-a10c-eee15e55342e']",21,,,,,,,,,,,,,,,,,,Espanyol,214,00:02:21.318,Pass,True
,,,,,,,,,,,,,,,1.663364,,,,,,,,,,,,,,7a695810-44a6-4bdc-a3a7-d70af7e4b0bd,94,,"[46.0, 59.8]",3825592,2,,,,0.86388826,,Head,,,,"[50.1, 64.6]",,High Pass,,6.3126855,Incomplete,,Marco Asensio Willemsen,5719.0,,,,,,1,From Keeper,Víctor Sánchez Mata,6758.0,Left Defensive Midfield,8,Espanyol,214,"['82bcfc4a-de31-4deb-b1b0-772bc4338bea', '8a89aa10-ad35-4c82-b955-8b66951d72b3']",24,,,,,,,,,,,,,,,,,,Espanyol,214,00:02:24.158,Pass,
,,,,,,,,,,,,,,,1.175032,,,,,,,,,,,,,,82bcfc4a-de31-4deb-b1b0-772bc4338bea,96,,"[70.0, 15.5]",3825592,2,,,,0.20617826,,Head,,,,"[85.3, 18.7]",,High Pass,,15.631059,Incomplete,,Sergio Canales Madrazo,6673.0,,,,,Recovery,1,From Keeper,Armindo Tué Na Bangna,8522.0,Right Wing,8,Espanyol,214,"['75514ce4-5f5c-4ded-a300-efddfb444812', '7a695810-44a6-4bdc-a3a7-d70af7e4b0bd', '806fe501-2b88-48f5-a351-4e82eb1ffb43']",25,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:25.822,Pass,
,,,,,,,,,,,,,,,1.05186,,,,,,,,,,,,,,75514ce4-5f5c-4ded-a300-efddfb444812,98,,"[34.8, 61.4]",3825592,2,,,True,0.513606,,,,,,"[46.5, 68.0]",,High Pass,,13.433167,Incomplete,,Hernán Arsenio Pérez González,6838.0,,,,,Recovery,1,From Keeper,Álvaro González Soberón,6762.0,Right Center Back,8,Espanyol,214,"['202cd7e0-afce-42c6-aa23-b8d815973f31', '82bcfc4a-de31-4deb-b1b0-772bc4338bea', 'c2a4fa3a-c1f6-4c88-8a27-8cc51471f8cb', 'e6732590-654b-4b8d-bfde-eaa787408e96']",26,,,,,,,,,,,,,,,,,,Espanyol,214,00:02:26.997,Pass,True
,,,,,,,,,,,,,,,0.614604,,,,,,,,,,,,,,c2a4fa3a-c1f6-4c88-8a27-8cc51471f8cb,101,,"[73.6, 12.1]",3825592,2,,,,0.18948016,,Left Foot,,,,"[80.9, 13.5]",,Low Pass,,7.4330344,,,Armindo Tué Na Bangna,8522.0,,,,,Recovery,1,Regular Play,Alberto De La Bella Madureño,6674.0,Left Back,9,Real Sociedad,210,"['75514ce4-5f5c-4ded-a300-efddfb444812', '9d403ac0-c92a-4fcd-b2a9-3011ada387ac']",28,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:28.048,Pass,
,,,,,,,,,,,,,,,1.008106,,,,,,,,,,,,,,79ac1dbf-2afb-4347-9d1d-1968ffccf925,107,,"[92.7, 11.5]",3825592,2,,,,2.158799,,Right Foot,,,,"[85.9, 21.7]",,Ground Pass,,12.258874,,,Asier Illarramendi Andonegi,6671.0,,,,,Free Kick,1,From Free Kick,Esteban Félix Granero Molina,6770.0,Right Defensive Midfield,10,Real Sociedad,210,['7fcf1953-ce94-4c3c-a73e-0093d254e048'],51,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:51.964,Pass,
,,,,,,,,,,,,,,,2.597782,,,,,,,,,,,,,,26a824bb-fb67-41a5-9cea-aac7a2c2ecf2,111,,"[87.3, 22.5]",3825592,2,,,,1.0264645,4ccdd1b6-13e6-44f6-80f3-c11f2762118f,Right Foot,,,,"[110.0, 60.0]",,High Pass,,43.835373,,,Aritz Elustondo Irribaria,6679.0,True,,,,,1,From Free Kick,Asier Illarramendi Andonegi,6671.0,Left Defensive Midfield,10,Real Sociedad,210,"['5b62d1c9-8ec5-41b8-b772-c0e2db8ccb1f', '9838477b-a8d5-402c-aae1-138d92a724b8']",54,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:54.349,Pass,True
,,,,,,,,,,,,,,,2.939215,,,,,,,,,,,,,,e252c743-419d-4526-a531-2efd3c026c7f,116,,"[14.2, 35.7]",3825592,3,,,,-0.71977824,,Keeper Arm,,,,"[51.5, 3.0]",,High Pass,,49.604233,,,Juan Rafael Fuentes Hernández,4741.0,,,,,,1,From Keeper,Pau López Sabata,6792.0,Goalkeeper,12,Espanyol,214,['b07a240c-d71c-4b71-978c-ddbbd7a0115b'],6,,,,,,,,,,,,,,,,,,Espanyol,214,00:03:06.337,Pass,
,,,,,,,,,,,,,,,0.467638,,,,,,,,,,,,,,5db37bf1-14b3-4f9f-b5d5-3195d6627ee6,120,,"[55.5, 3.0]",3825592,3,,,,0.35399744,,Left Foot,,,,"[64.7, 6.4]",,Ground Pass,,9.80816,,,Marco Asensio Willemsen,5719.0,,,,,,1,Regular Play,Juan Rafael Fuentes Hernández,4741.0,Left Back,13,Espanyol,214,"['4662ddeb-0c22-4e0b-a480-e132e5ea141c', 'f21fdedf-9abc-4192-adde-5ab914427b6f']",10,,,,,,,,,,,,,,,,,,Espanyol,214,00:03:10.848,Pass,True
,,,,,,,,,,,,,,,0.730092,,,,,,,,,,,,,,828db40d-1aa9-48a5-82d1-46a94787249d,123,,"[63.0, 2.8]",3825592,3,,,,2.941764,,Left Foot,,,,"[55.1, 4.4]",,Ground Pass,,8.060397,,,Juan Rafael Fuentes Hernández,4741.0,,,,,,1,Regular Play,Marco Asensio Willemsen,5719.0,Center Attacking Midfield,14,Espanyol,214,['6ddfd016-acd5-4fdf-956d-6b6562bde1d1'],12,,,,,,,,,,,,,,,,,,Espanyol,214,00:03:12.340,Pass,
,,,,,,,,,,,,,,,1.138125,,,,,,,,,,,,,,a427f31f-107f-4d5a-a5ab-c9900a6daff3,126,,"[54.5, 4.4]",3825592,3,,,,2.649107,,Left Foot,,,,"[38.1, 13.2]",,Ground Pass,,18.611824,,,Enzo Pablo Roco Roco,16456.0,,,,,,1,Regular Play,Juan Rafael Fuentes Hernández,4741.0,Left Back,15,Espanyol,214,['ec2f99f0-f627-4e3d-9be4-e5d7c27343c7'],13,,,,,,,,,,,,,,,,,,Espanyol,214,00:03:13.983,Pass,
