50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690fab38-558d-4cfb-8b9f-737eb5563e55,2282,,"[33.7, 76.7]",3825831,62,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jorge Andújar Moreno,6672.0,Right Back,149,Sevilla,213,['08c21ff9-d051-4c3f-a1a9-d993fca0911e'],44,,,,,,,,,,,,,,,,,,Sevilla,213,00:17:44.725,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c07bdded-725d-42cc-b9dc-4eb2a613ee64,2284,,"[54.2, 70.2]",3825831,62,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Víctor Machín Pérez,6841.0,Right Wing,149,Sevilla,213,['23ba8a10-1103-4ba2-a0bb-0d738cf72b25'],47,,,,,,,,,,,,,,,,,,Sevilla,213,00:17:47.103,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,848c14cc-31c9-4570-8f9f-15ceae246853,2286,,"[74.2, 65.3]",3825831,62,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Kevin Gameiro,6401.0,Left Defensive Midfield,149,Sevilla,213,['d3468306-6f46-4b2d-b4d8-6232e58c9baf'],50,,,,,,,,,,,,,,,,,,Sevilla,213,00:17:50.550,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e6403e3-1422-4d8a-a4b5-ef278f469e8c,2290,,"[87.5, 74.2]",3825831,62,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jorge Andújar Moreno,6672.0,Right Back,149,Sevilla,213,['5c93f6d0-b955-4593-b40b-fe3ea27a956e'],52,,,,,,,,,,,,,,,,,,Sevilla,213,00:17:52.396,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfd02fb8-e38d-42cb-9f50-f68f939e04b1,2293,,"[102.0, 63.0]",3825831,62,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Michael Krohn-Dehli,6356.0,Left Wing,149,Sevilla,213,['f0481c60-5432-4f18-a472-79e4a3b16ea8'],54,,,,,,,,,,,,,,,,,,Sevilla,213,00:17:54.594,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6e0c8f2f-1c0d-49ea-b752-788c0a9153ac,2297,,"[32.0, 17.6]",3825831,62,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Daniel Parejo Muñoz,6595.0,Right Center Midfield,149,Sevilla,213,['9717176d-7f47-4f0e-a04b-aec43e5e7652'],58,,,,,,,,,,,,,,,,,,Valencia,207,00:17:58.498,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e0f41ec0-4dd3-48f9-bb4c-626b2c364151,2305,,"[67.9, 61.3]",3825831,63,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,149,Sevilla,213,['bf49a8c1-426f-4de1-b3d8-b4d1c413a248'],3,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:03.257,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae849278-a9c7-4f44-9342-9b010ad35e13,2308,,"[74.8, 10.5]",3825831,63,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Escudero Palomo,6718.0,Left Back,149,Sevilla,213,['be2e488d-63c1-42f2-b77c-31794daeb85d'],7,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:07.004,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5542c690-31ae-46f1-a326-80d4bf4fc190,2311,,"[63.7, 16.1]",3825831,63,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,149,Sevilla,213,['8cf720fa-0a85-41e8-96cd-e6e586fc2a50'],11,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:11.056,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45ab2080-b793-40c2-88e8-8ea1c1cef106,2314,,"[56.4, 52.0]",3825831,63,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adil Rami,3253.0,Right Center Back,149,Sevilla,213,['94a34a3a-5934-4daa-b2c4-1c39afcfc770'],16,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:16.090,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b95a1e0c-a7ab-4af8-ac8a-598afaf39bc2,2318,,"[68.7, 50.0]",3825831,63,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,149,Sevilla,213,['79ddb402-17f9-4b01-9580-7922a8c14f6d'],19,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:19.086,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480eefa0-870b-4965-9c4f-8e7b43985647,2321,,"[59.8, 47.7]",3825831,63,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,149,Sevilla,213,['8dde670c-4725-4d38-a926-2934afa0465c'],21,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:21.099,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9fda9482-9e26-408a-a133-4ab014cee048,2324,,"[68.7, 28.0]",3825831,63,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Michael Krohn-Dehli,6356.0,Left Wing,149,Sevilla,213,['bda61ef2-622b-4f07-8b1d-4ba7b2d65818'],22,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:22.828,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21ec3d9c-383a-4909-8564-e9839e5d4499,2327,,"[60.3, 37.7]",3825831,63,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,149,Sevilla,213,['62fafb8c-175d-4004-90e6-b99371e558b5'],24,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:24.497,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93e10f3a-5804-4966-b0e0-03e3235bf7aa,2331,,"[98.7, 72.5]",3825831,63,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jorge Andújar Moreno,6672.0,Right Back,149,Sevilla,213,['7d91b856-ee9a-4b60-836d-ee5cc6d812d3'],30,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:30.453,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1328e56a-8637-4188-8498-2f93e1febfda,2334,,"[111.8, 57.0]",3825831,63,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Víctor Machín Pérez,6841.0,Right Wing,149,Sevilla,213,['ec0af5eb-8a03-4abf-ab82-606e9111c6bc'],33,,,,,,,,,,,,,,,,,,Sevilla,213,00:18:33.302,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10b8054d-6581-4a72-8cf4-108725835804,2344,,"[51.4, 42.0]",3825831,63,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francisco Alcácer García,6402.0,Center Forward,150,Valencia,207,['6d2c2388-c70c-4e94-a43e-4ce6cf8de699'],40,,,,,,,,,,,,,,,,,,Valencia,207,00:18:40.031,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cea656ec-316d-42d1-8c4f-43319b207f4e,2348,,"[52.5, 30.2]",3825831,63,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Parejo Muñoz,6595.0,Right Center Midfield,150,Valencia,207,"['9c403045-0305-449c-b940-100c496c725f', 'bcf4ebf8-841a-491b-9e9e-bb55f8ebf749']",41,,,,,,,,,,,,,,,,,,Valencia,207,00:18:41.184,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5df4927b-23b7-4b85-ad39-75152731b1cc,2351,,"[76.9, 7.6]",3825831,63,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Santiago Mina Lorenzo,6594.0,Left Wing,150,Valencia,207,['f628ce86-c8dc-42ef-b3be-1d776f1afdf0'],45,,,,,,,,,,,,,,,,,,Valencia,207,00:18:45.464,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b21cfb04-044e-498a-b551-9010d7f5b93b,2354,,"[95.3, 35.2]",3825831,63,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francisco Alcácer García,6402.0,Center Forward,150,Valencia,207,['a57473ff-58f9-4b71-a4e7-c9b95e0f36a3'],51,,,,,,,,,,,,,,,,,,Valencia,207,00:18:51.056,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ebd4209-67bc-414e-a182-57b186ebd17f,2361,,"[13.2, 63.3]",3825831,64,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Adil Rami,3253.0,Right Center Back,151,Sevilla,213,['179f8db6-9bb4-4f37-a2a1-6c0ac3d02dec'],43,,,,,,,,,,,,,,,,,,Sevilla,213,00:19:43.646,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45578442-1369-41ad-8fe0-f7bf09810c22,2365,,"[30.1, 58.8]",3825831,64,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,151,Sevilla,213,"['955a272f-53c2-4f13-88bf-6c3ac6573262', 'dfbf5988-3e0a-4b6d-8c14-b4dab239e0e9']",47,,,,,,,,,,,,,,,,,,Sevilla,213,00:19:47.805,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5c3d9be-8d59-470e-8d38-ae0143b2af16,2368,,"[33.7, 38.5]",3825831,64,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,151,Sevilla,213,['8e7044a7-15ff-4200-8c5a-4de7949142d0'],50,,,,,,,,,,,,,,,,,,Sevilla,213,00:19:50.625,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60420417-4cae-4f04-acb0-e5afb80979dd,2371,,"[59.7, 5.5]",3825831,64,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Sergio Escudero Palomo,6718.0,Left Back,151,Sevilla,213,['a2ec8dbd-b173-4dfe-be95-4439a6c86a30'],53,,,,,,,,,,,,,,,,,,Sevilla,213,00:19:53.946,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa23c25d-60bb-459a-923b-4a0578fda680,2375,,"[81.8, 18.6]",3825831,64,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Michael Krohn-Dehli,6356.0,Left Wing,151,Sevilla,213,"['3facb915-5b60-4eb0-ac6f-0143a12517a0', '89f3a31d-bd5f-4af9-babd-e0effa38f185']",55,,,,,,,,,,,,,,,,,,Sevilla,213,00:19:55.675,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,1948c958-1a2f-4253-b3c5-890baf4a79d4,2381,,"[94.7, 20.2]",3825831,64,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Fernando Llorente Torres,3486.0,Center Forward,151,Sevilla,213,['3126fcd0-3f06-42fe-a2bc-1ac23e707de8'],58,,,,,,,,,,,,,,,,,,Sevilla,213,00:19:58.344,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ba0b9e7-81ac-4e21-bd6a-6cf9beaa1594,2384,,"[70.7, 7.7]",3825831,65,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,152,Sevilla,213,['aa436a37-3b28-40ff-bd4d-0715b42c3002'],6,,,,,,,,,,,,,,,,,,Sevilla,213,00:20:06.244,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ab4618d-bddc-4547-b32a-4da7b3f660b0,2386,,"[77.8, 2.8]",3825831,65,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Escudero Palomo,6718.0,Left Back,152,Sevilla,213,['8a528d72-a2cd-492d-a3e8-d49bcadc1f70'],6,,,,,,,,,,,,,,,,,,Sevilla,213,00:20:06.988,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02084589-d400-44d6-9d92-d071c664e98f,2389,,"[70.7, 5.0]",3825831,65,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,152,Sevilla,213,['adc838d3-60bd-4aaa-b1f8-839a0347ee66'],8,,,,,,,,,,,,,,,,,,Sevilla,213,00:20:08.343,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,930c4d01-40eb-4460-9fa3-ba7740d157d0,2392,,"[72.0, 10.2]",3825831,65,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Michael Krohn-Dehli,6356.0,Left Wing,152,Sevilla,213,['b15057b4-4345-4b0f-95fb-b88899ba6158'],10,,,,,,,,,,,,,,,,,,Sevilla,213,00:20:10.242,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1b7fb90-d914-4cd2-a569-f2ebdc0b0fb7,2396,,"[63.1, 4.5]",3825831,65,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,152,Sevilla,213,['e12087ed-706a-49c2-b0d1-fe7f41824eea'],14,,,,,,,,,,,,,,,,,,Sevilla,213,00:20:14.029,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,044be05d-fac3-493d-80bd-9150c1d112da,2400,,"[50.4, 16.3]",3825831,65,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Federico Julián Fazio,6349.0,Left Center Back,152,Sevilla,213,['98a9d292-5395-4687-ba6c-55a909e75373'],17,,,,,,,,,,,,,,,,,,Sevilla,213,00:20:17.110,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00ae350b-6937-4410-9b67-587955d68ac7,2403,,"[49.0, 63.1]",3825831,65,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Adil Rami,3253.0,Right Center Back,152,Sevilla,213,['38805aef-5d76-44e9-a551-38468d234b24'],20,,,,,,,,,,,,,,,,,,Sevilla,213,00:20:20.936,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,9b43ddf5-bc46-41c2-b4af-9ff0ef30eded,2412,,"[74.7, 37.7]",3825831,66,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Francisco Alcácer García,6402.0,Center Forward,153,Valencia,207,['c726c0de-f1b5-4b46-a4b8-5c30e1116a57'],5,,,,,,,,,,,,,,,,,,Valencia,207,00:21:05.912,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fccffe4f-b75e-4107-9591-92746bda4957,2419,,"[36.9, 22.7]",3825831,66,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,André Filipe Tavares Gomes,10802.0,Left Center Midfield,153,Valencia,207,['57bcc1c1-8b3a-4bc6-a2de-20e2c0832aa3'],12,,,,,,,,,,,,,,,,,,Valencia,207,00:21:12.346,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,7833722c-6fa2-4c67-a4a7-326c9ea9d487,2423,,"[60.4, 10.4]",3825831,66,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Santiago Mina Lorenzo,6594.0,Left Wing,153,Valencia,207,['28c5ad9a-b4c3-4d2d-acf0-2db7ef188e3e'],14,,,,,,,,,,,,,,,,,,Valencia,207,00:21:14.698,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ecef5daa-8aef-4656-b8b2-d7b2594e30c3,2426,,"[72.2, 13.1]",3825831,66,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Javier Fuego Martínez,6751.0,Center Defensive Midfield,154,Valencia,207,['e38c04c1-f61b-44f7-9011-9c579f9c0d84'],34,,,,,,,,,,,,,,,,,,Valencia,207,00:21:34.319,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,349ad024-e8a2-40a3-a42d-8029173cd305,2430,,"[85.3, 13.5]",3825831,66,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,André Filipe Tavares Gomes,10802.0,Left Center Midfield,154,Valencia,207,['64e38135-22f9-4364-9864-3dc7f068bb7d'],35,,,,,,,,,,,,,,,,,,Valencia,207,00:21:35.858,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbce9469-7771-4d21-951c-fa836175f164,2434,,"[102.2, 58.8]",3825831,66,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Kevin Gameiro,6401.0,Left Defensive Midfield,155,Sevilla,213,['9969ff40-a5a8-49e5-b4f1-0c1e48e58501'],47,,,,,,,,,,,,,,,,,,Sevilla,213,00:21:47.145,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4bb24219-9a35-4474-9700-5e8a569fbd50,2442,,"[69.5, 58.5]",3825831,67,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Antonio Barragán Fernández,6663.0,Right Back,156,Valencia,207,['9b2656f9-a434-4267-9ce6-21048c8572a2'],26,,,,,,,,,,,,,,,,,,Valencia,207,00:22:26.970,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74d05ca5-036f-4fea-9392-e2e8941ba097,2449,,"[8.6, 63.6]",3825831,67,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Adil Rami,3253.0,Right Center Back,157,Sevilla,213,['f898f77a-11ae-45bb-94ea-b24d1e8f8a51'],57,,,,,,,,,,,,,,,,,,Sevilla,213,00:22:57.155,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6c96ac6-8520-48f4-8aaf-e703e1b8e1b6,2454,,"[102.5, 33.4]",3825831,67,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Santiago Mina Lorenzo,6594.0,Left Wing,158,Valencia,207,"['1c06514b-ad78-43c6-a0f9-2d676eb9ce75', '272f613f-90d8-4815-b0f6-dde248cb9484']",59,,,,,,,,,,,,,,,,,,Valencia,207,00:22:59.991,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64fe806e-a4a4-4df4-8678-6f0d9f0fd3c4,2458,,"[99.8, 29.1]",3825831,68,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francisco Alcácer García,6402.0,Center Forward,158,Valencia,207,['10f69662-8749-45bf-b5f6-f23ac2469204'],1,,,,,,,,,,,,,,,,,,Valencia,207,00:23:01.020,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,9f8b97bc-3a8e-44f9-9430-ef09bdbc5423,2461,,"[102.9, 65.2]",3825831,68,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Parejo Muñoz,6595.0,Right Wing,158,Valencia,207,['f31f6b38-9f47-4d18-928e-432af0fb8f29'],4,,,,,,,,,,,,,,,,,,Valencia,207,00:23:04.515,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d9b3a896-d3b0-42ec-b3df-1bac1a076006,2463,,"[10.6, 7.8]",3825831,68,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,159,Sevilla,213,['1a8cfb16-131a-4386-a040-88a47b6d8eca'],11,,,,,,,,,,,,,,,,,,Sevilla,213,00:23:11.201,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f7f5c66e-368c-4abb-906b-4461babc0fec,2465,,"[17.9, 2.2]",3825831,68,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Escudero Palomo,6718.0,Left Back,159,Sevilla,213,['b51871ed-d52a-4339-add2-4be2c99bf94b'],13,,,,,,,,,,,,,,,,,,Sevilla,213,00:23:13.427,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,6213cbb7-c026-46a5-9c04-2e9ef742c02d,2467,,"[44.3, 1.9]",3825831,68,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Michael Krohn-Dehli,6356.0,Left Wing,159,Sevilla,213,['d2b8d6fa-54a1-457a-a4c6-68eeac10132e'],15,,,,,,,,,,,,,,,,,,Sevilla,213,00:23:15.962,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fbeeff75-92fb-456c-b762-37834a3ae62a,2470,,"[92.3, 79.1]",3825831,68,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Daniel Parejo Muñoz,6595.0,Right Wing,159,Sevilla,213,"['afb1c261-ae90-4694-a567-4c18a1148955', 'ff344a4d-7c22-43bb-a4c0-78da00bcc211']",17,,,,,,,,,,,,,,,,,,Valencia,207,00:23:17.131,Ball Receipt*,True
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,f54a469b-847c-444f-87a5-7e2c74605e54,2478,,"[49.2, 10.3]",3825831,68,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Fernando Llorente Torres,3486.0,Center Forward,159,Sevilla,213,['687e4877-e5c1-406e-a32b-1b07f767f380'],22,,,,,,,,,,,,,,,,,,Sevilla,213,00:23:22.608,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57901efd-14fd-4f5d-a628-4a5daa6a9e8c,2483,,"[58.6, 45.1]",3825831,68,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,André Filipe Tavares Gomes,10802.0,Left Center Midfield,160,Valencia,207,['edd4710e-5be1-4473-b59e-c8efb28f9607'],26,,,,,,,,,,,,,,,,,,Valencia,207,00:23:26.615,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7bddcee7-4afc-4452-a78c-7e8dc84fc0b0,2486,,"[49.8, 62.4]",3825831,68,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,160,Valencia,207,['68d516d0-127b-44be-b6f3-7973a639037b'],28,,,,,,,,,,,,,,,,,,Valencia,207,00:23:28.543,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb35544e-dd03-445f-b52a-6cd1043bf170,2489,,"[34.2, 55.2]",3825831,68,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Aymen Abdennour,4406.0,Left Center Back,160,Valencia,207,['f7077b1c-492f-44d7-a838-31561efbb100'],30,,,,,,,,,,,,,,,,,,Valencia,207,00:23:30.802,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41e18156-a75c-451b-8e9b-a9b97635b446,2493,,"[10.3, 34.6]",3825831,68,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Diego Alves Carreira,25144.0,Goalkeeper,160,Valencia,207,"['1f76fe71-de26-4876-ab1b-777bd481f2b1', '5691f0c2-643d-4aa7-a3fa-e69f578dc8a4']",35,,,,,,,,,,,,,,,,,,Valencia,207,00:23:35.389,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03e1ddb2-78e8-42d0-8ddb-477ec00eabcd,2496,,"[33.3, 8.7]",3825831,68,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Guilherme Magdalena Siqueira,26780.0,Left Back,160,Valencia,207,['3e23a674-f0a8-45b6-8895-8bbdcf731f7f'],37,,,,,,,,,,,,,,,,,,Valencia,207,00:23:37.567,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d33814f2-b471-4115-91a3-c767cff89e88,2503,,"[79.2, 71.6]",3825831,68,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kevin Gameiro,6401.0,Left Defensive Midfield,161,Sevilla,213,['06b711a2-81d5-4617-9c06-231f538d9a8a'],41,,,,,,,,,,,,,,,,,,Sevilla,213,00:23:41.137,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c8fb2779-2ca6-4782-ba67-c6b8add49d93,2507,,"[105.7, 70.2]",3825831,68,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Víctor Machín Pérez,6841.0,Right Wing,161,Sevilla,213,['b2e9c606-81e0-427f-af7b-763842318303'],45,,,,,,,,,,,,,,,,,,Sevilla,213,00:23:45.745,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,f2264a01-6849-4fd0-bf11-cd8639b16631,2513,,"[48.7, 74.6]",3825831,69,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Santiago Mina Lorenzo,6594.0,Left Wing,162,Valencia,207,['3e55352e-1ac9-48cd-815d-13de2941a6b4'],37,,,,,,,,,,,,,,,,,,Valencia,207,00:24:37.973,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44b00401-e77f-4ce0-80c7-1301d2c8086b,2516,,"[77.3, 9.1]",3825831,69,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Yevhen Konoplyanka,8523.0,Center Forward,162,Valencia,207,['c1eeea41-29d1-4665-892c-9dae94baffe4'],39,,,,,,,,,,,,,,,,,,Sevilla,213,00:24:39.103,Ball Receipt*,
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,9e406c18-3b53-429f-a27e-47d103d7b0c9,2522,,"[105.7, 35.9]",3825831,70,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Federico Julián Fazio,6349.0,Left Center Back,163,Sevilla,213,['3203e7f8-c20c-45ef-862a-8f1d23469fa4'],11,,,,,,,,,,,,,,,,,,Sevilla,213,00:25:11.388,Ball Receipt*,
