50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.973634,,,,,,,,,,,,,535bd3b7-346d-4d4c-9384-1f997924f42a,16,,"[57.1, 74.8]",3825831,0,,,True,-0.86610484,,,,,"[69.6, 60.1]",,High Pass,,19.296114,,,,,Francisco Alcácer García,6402.0,,,,,,1,From Goal Kick,Antonio Barragán Fernández,6663.0,Right Back,3,Valencia,207,"['3d67cfd2-60fa-48ce-b115-eecf0ef2d922', '3f93d2d4-eca4-4a57-baf3-b6bd448f176c']",28,,,,,,,,,,,,,,,,,,Valencia,207,00:00:28.262,Pass,True
,,,,,,,,,,,,,,,,,0.720284,,,,,,,,,,,,,23734847-e3a5-4ea1-a345-e754ef40231f,18,,"[69.6, 60.1]",3825831,0,,,,2.4329665,,Right Foot,,,"[64.0, 64.9]",,Low Pass,,7.3756356,,,,,Daniel Parejo Muñoz,6595.0,,,,,,1,From Goal Kick,Francisco Alcácer García,6402.0,Center Forward,3,Valencia,207,['d17fce09-9f5e-4cd6-b5b2-a36ba1579783'],30,,,,,,,,,,,,,,,,,,Valencia,207,00:00:30.236,Pass,
,,,,,,,,,,,,,,,,,0.514143,,,,,,,,,,,,,036ff73b-97f5-4af4-8107-ee233f3f0679,23,,"[48.9, 22.0]",3825831,0,,,,-0.15264933,,Right Foot,,,"[61.9, 20.0]",,Ground Pass,,13.152946,,,,,Fernando Llorente Torres,3486.0,,,,,,1,Regular Play,Sebastián Carlos Cristóforo Pepe,7154.0,Left Defensive Midfield,4,Sevilla,213,['f46b4ff5-d5fe-4c34-9b43-094516f82e73'],33,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:33.616,Pass,
,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,51e41137-33a8-45fe-a545-461fc83f137e,26,,"[61.9, 20.0]",3825831,0,,,,-2.9660006,,Right Foot,,,"[55.7, 18.9]",,Ground Pass,,6.2968245,,,,,Michael Krohn-Dehli,6356.0,,,,,,1,Regular Play,Fernando Llorente Torres,3486.0,Center Forward,4,Sevilla,213,['569463e4-224a-409f-b33d-f698288c8c88'],34,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:34.259,Pass,
,,,,,,,,,,,,,,,,,1.33832,,,,,,,,,,,,,898d5087-7890-4b90-89b5-32f775305f57,30,,"[55.1, 18.9]",3825831,0,,,,2.0392904,,Right Foot,,,"[42.6, 43.6]",,Ground Pass,,27.682846,,,,,Adil Rami,3253.0,,,,,,1,Regular Play,Michael Krohn-Dehli,6356.0,Left Wing,4,Sevilla,213,['8fe65d4f-fad9-4605-8166-3aed8b23b86a'],35,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:35.899,Pass,
,,,,,,,,,,,,,,,,,0.878287,,,,,,,,,,,,,6a6a7a4c-d9eb-40e0-9406-1dc086a2c3db,34,,"[42.1, 44.4]",3825831,0,,,,0.29512247,,Right Foot,,,"[54.6, 48.2]",,Ground Pass,,13.064838,,,,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Adil Rami,3253.0,Right Center Back,4,Sevilla,213,"['0810c423-4eee-4028-b5b6-966cc7e71a8a', 'c8aa7cce-7a77-44d5-a36f-13a883daa92f']",37,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:37.460,Pass,True
,,,,,,,,,,,,,,,,,1.316785,,,,,,,,,,,,,7dd1ecd7-56aa-485b-a258-3030b597a87a,37,,"[54.4, 47.8]",3825831,0,,,,1.6814536,,Right Foot,,,"[51.9, 70.3]",,Low Pass,,22.638462,,,,,Jorge Andújar Moreno,6672.0,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,4,Sevilla,213,['f063ebcc-2a4d-4e21-89e6-3acc55c73a96'],38,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:38.402,Pass,
,,,,,,,,,,,,,,,,,0.854644,,,,,,,,,,,,,3f28fb63-5e61-4afe-95af-11eeef8cd0a5,40,,"[64.3, 72.7]",3825831,0,,,,-1.1626472,,Right Foot,,,"[67.5, 65.3]",,Ground Pass,,8.062258,,,,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Jorge Andújar Moreno,6672.0,Right Back,4,Sevilla,213,['765c6e24-f5b8-45ff-b1f0-e315c1c73234'],41,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:41.551,Pass,
,,,,,,,,,,,,,,,,,0.73575,,,,,,,,,,,,,24b6452e-723a-46ac-b7aa-5e794a485ff1,45,,"[68.0, 69.1]",3825831,0,,,,1.5707964,,Right Foot,,,"[68.0, 77.6]",,Ground Pass,,8.5,,,,,Jorge Andújar Moreno,6672.0,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Center Attacking Midfield,4,Sevilla,213,"['590a356a-a509-4d00-ba06-313390a6e056', 'c4e23897-4934-4826-a2d8-c15188da197a']",43,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:43.378,Pass,True
,,,,,,,,,,,,,,,,,1.759998,,,,,,,,,,,,,728f3636-8025-4dc3-8c3e-b532e4691c93,48,,"[63.9, 79.2]",3825831,0,,,,-3.0402462,,Left Foot,,,"[34.4, 76.2]",,Ground Pass,,29.65215,,,,,Adil Rami,3253.0,,,,,,1,Regular Play,Jorge Andújar Moreno,6672.0,Right Back,4,Sevilla,213,['e7beea25-70b6-497a-a069-3b9a985fdbc5'],45,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:45.715,Pass,
,,,,,,,,,,,,,,,,,1.026745,,,,,,,,,,,,,695915e6-6735-4691-80ae-03415d0db919,51,,"[34.4, 67.1]",3825831,0,,,,-0.5547298,,Right Foot,,,"[50.7, 57.0]",,Ground Pass,,19.175505,,,,,Grzegorz Krychowiak,3637.0,,,,,,1,Regular Play,Adil Rami,3253.0,Right Center Back,4,Sevilla,213,['f06c0407-9e8b-4503-81e2-e0e9efdd942e'],51,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:51.451,Pass,
,,,,,,,,,,,,,,,,,3.200356,,,,,,,,,,,,,be7bd1f5-6140-4d5e-b7d0-3626bac49f06,57,,"[47.8, 58.6]",3825831,1,,,,-0.57144296,,Right Foot,,,"[95.7, 27.8]",,High Pass,,56.947784,,,Incomplete,,Fernando Llorente Torres,3486.0,,,,,Free Kick,1,From Free Kick,Adil Rami,3253.0,Right Center Back,5,Sevilla,213,"['1ccb1987-c57a-4d88-a5b8-d26ee2aee68e', '55888873-865a-44d5-ba94-0fef82f8251c']",27,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:27.515,Pass,
,,,,,,,,,,,,,,,,,2.508393,,,,,,,,,,,,,1ccb1987-c57a-4d88-a5b8-d26ee2aee68e,60,,"[24.4, 52.3]",3825831,1,,,True,0.59037787,,,,,"[43.8, 65.3]",,High Pass,,23.352943,,,,,Rodrigo Moreno Machado,5718.0,,,,,Recovery,1,Regular Play,Shkodran Mustafi,3638.0,Right Center Back,6,Valencia,207,"['3fbbb11c-3af9-4798-abbd-18ebde3a2c82', 'b6ee0414-d5af-4bb8-90a8-28a5ca3e7754', 'be7bd1f5-6140-4d5e-b7d0-3626bac49f06']",30,,,,,,,,,,,,,,,,,,Valencia,207,00:01:30.715,Pass,True
,,,,,,,,,,,,,,,,,2.014412,,,,,,,,,,,,,cea1d674-bf64-42bc-a104-289a250621f4,66,,"[53.7, 80.0]",3825831,1,True,,,-2.61285,,,,,"[25.8, 63.7]",,Low Pass,,32.31254,,,,,Shkodran Mustafi,3638.0,,,,,Throw-in,1,From Throw In,Antonio Barragán Fernández,6663.0,Right Back,7,Valencia,207,['786373df-c5a6-45ed-9aab-6783f97ce616'],43,,,,,,,,,,,,,,,,,,Valencia,207,00:01:43.650,Pass,
,,,,,,,,,,,,,,,,,1.791393,,,,,,,,,,,,,c11d6a9c-c643-4fe9-b3a2-2cba2c8cc879,68,,"[22.1, 61.7]",3825831,1,True,,,-1.6578101,,Right Foot,,,"[18.0, 14.7]",,Ground Pass,,47.17849,,,,,Aymen Abdennour,4406.0,,True,,,,1,From Throw In,Shkodran Mustafi,3638.0,Right Center Back,7,Valencia,207,['a1217029-e2c6-4d3b-8b39-d678d73f1266'],46,,,,,,,,,,,,,,,,,,Valencia,207,00:01:46.577,Pass,
,,,,,,,,,,,,,,,,,0.585263,,,,,,,,,,,,,096c085f-bb8c-44da-b0c8-20e9364c1140,70,,"[21.0, 1.3]",3825831,1,,,,0.57332474,,Left Foot,,,"[33.7, 9.5]",,Ground Pass,,15.1172085,,,,,André Filipe Tavares Gomes,10802.0,,,,,,1,From Throw In,Aymen Abdennour,4406.0,Left Center Back,7,Valencia,207,['3fb9d7d0-309c-4f2d-a3ac-5a74ffb7406f'],49,,,,,,,,,,,,,,,,,,Valencia,207,00:01:49.854,Pass,
,,,,,,,,,,,,,,,,,1.220542,,,,,,,,,,,,,1b5a5651-fce8-410d-89f1-b3b7301493c8,74,,"[29.2, 5.0]",3825831,1,,,,0.03736578,,Left Foot,,,"[50.6, 5.8]",,Ground Pass,,21.414948,,,,,Santiago Mina Lorenzo,6594.0,,,,,,1,From Throw In,André Filipe Tavares Gomes,10802.0,Left Center Midfield,7,Valencia,207,"['406045e6-24b8-4025-97a9-524bbbf9b212', '79233573-91d9-49e2-b8dc-b274b5938283']",51,,,,,,,,,,,,,,,,,,Valencia,207,00:01:51.691,Pass,True
,,,,,,,,,,,,,,,,,2.152358,,,,,,,,,,,,,0c1125a7-bbc8-4bb6-b15c-637d18ce1fe0,81,,"[44.3, 71.6]",3825831,1,,,,-2.7253234,,Right Foot,,,"[15.8, 59.0]",,Ground Pass,,31.161034,,,,,Sergio Rico González,6823.0,,,,,,1,Regular Play,Adil Rami,3253.0,Right Center Back,8,Sevilla,213,['749e41a0-60b4-4d8b-b675-ed089785e2a3'],58,,,,,,,,,,,,,,,,,,Sevilla,213,00:01:58.316,Pass,
,,,,,,,,,,,,,,,,,3.291532,,,,,,,,,,,,,4bec3af3-4689-4f1a-9afe-e5faca993b39,85,,"[16.8, 59.7]",3825831,2,,,,-0.48689923,,Right Foot,,,"[71.2, 30.9]",,High Pass,,61.55323,,,Incomplete,,Fernando Llorente Torres,3486.0,,,,,,1,Regular Play,Sergio Rico González,6823.0,Goalkeeper,8,Sevilla,213,"['72f4dcc4-83cd-4ba5-8581-5523073b4ad2', 'e76d7c9a-17cd-405d-ac91-91f1c450535c']",0,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:00.663,Pass,
,,,,,,,,,,,,,,,,,1.200269,,,,,,,,,,,,,88458606-39b1-43c0-be82-391b52c4c307,88,,"[63.8, 0.1]",3825831,2,,,,0.7677677,,,,,"[84.0, 19.6]",,High Pass,,28.076502,,,,,Juan Muñoz Muñoz,23802.0,,,,,Throw-in,1,From Throw In,Sergio Escudero Palomo,6718.0,Left Back,9,Sevilla,213,['a166427b-6c94-44e7-8e2c-79a07464012c'],20,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:20.331,Pass,
,,,,,,,,,,,,,,,,,2.499811,,,,,,,,,,,,,1c774a8e-5b09-440b-8ab6-6bc832e6d904,92,,"[85.6, 22.9]",3825831,2,,,,-0.97759086,,Right Foot,,,"[100.5, 0.8]",,Low Pass,,26.653706,,,Out,,Fernando Llorente Torres,3486.0,,,,,,1,From Throw In,Juan Muñoz Muñoz,23802.0,Right Wing,9,Sevilla,213,['f095ad59-36a5-4f08-8160-be898f9fd65f'],21,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:21.731,Pass,
,,,,,,,,,,,,,,,,,1.585693,,,,,,,,,,,,,dcea635a-2761-4936-8f9c-04f2b0a4ae8b,94,,"[21.7, 80.0]",3825831,2,True,,,-0.51391965,,,,,"[46.5, 66.0]",,High Pass,,28.478764,,,,,André Filipe Tavares Gomes,10802.0,,,,,Throw-in,1,From Throw In,Antonio Barragán Fernández,6663.0,Right Back,10,Valencia,207,['fbcfff2c-2b5c-4024-bc99-6cce5ab928df'],34,,,,,,,,,,,,,,,,,,Valencia,207,00:02:34.392,Pass,
,,,,,,,,,,,,,,,,,0.454732,,,,,,,,,,,,,66d94429-e848-4a18-a7ec-3c8481bfa516,96,,"[46.5, 66.0]",3825831,2,,,,1.056345,,Head,,,"[49.1, 70.6]",,Low Pass,,5.283938,,,Incomplete,,Rodrigo Moreno Machado,5718.0,,,,,,1,From Throw In,André Filipe Tavares Gomes,10802.0,Left Center Midfield,10,Valencia,207,"['bdc1a766-c3f3-4a49-a777-48da533f0a39', 'be7aec1b-652c-4ea8-90d7-49497d79d3de']",35,,,,,,,,,,,,,,,,,,Valencia,207,00:02:35.997,Pass,
,,,,,,,,,,,,,,,,,1.710124,,,,,,,,,,,,,1fb63ce6-7cb6-4d71-9d9a-22c130d3a2d4,104,,"[84.0, 0.1]",3825831,2,,,,0.7471874,,,,,"[109.8, 24.0]",,High Pass,,35.168877,,,,,Fernando Llorente Torres,3486.0,,,,,Throw-in,1,From Throw In,Sergio Escudero Palomo,6718.0,Left Back,11,Sevilla,213,['f9dcf6f7-c24a-44a9-904f-1da216d8d64e'],57,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:57.182,Pass,
,,,,,,,,,,,,,,,,,1.005218,,,,,,,,,,,,,88cf2b62-7c25-4d0d-bbd3-33f102d06f9a,106,,"[109.8, 24.0]",3825831,2,,,True,0.9589887,,,,,"[118.5, 36.4]",,High Pass,,15.147607,,,Incomplete,,,,,,,,,1,From Throw In,Fernando Llorente Torres,3486.0,Center Forward,11,Sevilla,213,"['df1c56ec-5b2f-4b5c-88d7-c5f432edc1e7', 'ee0d4e2d-6234-48da-a6c9-3739a3da88d3']",59,,,,,,,,,,,,,,,,,,Sevilla,213,00:02:59.090,Pass,True
,,,,,,,,,,,,,,,,,2.45854,,,,,,,,,,,,,7981c35c-8ead-4578-a432-51d201ef56e7,110,,"[8.7, 39.6]",3825831,3,,,,-1.1940167,,Keeper Arm,,,"[19.7, 11.8]",,Low Pass,,29.897158,,,,,Guilherme Magdalena Siqueira,26780.0,,,,,,1,Regular Play,Diego Alves Carreira,25144.0,Goalkeeper,12,Valencia,207,['6729cdc8-d8c3-4de8-9c7d-cf6eafd5fcb5'],3,,,,,,,,,,,,,,,,,,Valencia,207,00:03:03.190,Pass,
,,,,,,,,,,,,,,,,,1.088104,,,,,,,,,,,,,35b587a7-e93b-4994-9812-15e2e71f6e2a,113,,"[40.9, 1.4]",3825831,3,,,,-0.07776494,,Left Foot,,,"[56.3, 0.2]",,Ground Pass,,15.446683,,,,,Santiago Mina Lorenzo,6594.0,,,,,,1,Regular Play,Guilherme Magdalena Siqueira,26780.0,Left Back,12,Valencia,207,['54ce14db-7076-44cd-a500-868e427e172c'],9,,,,,,,,,,,,,,,,,,Valencia,207,00:03:09.387,Pass,
,,,,,,,,,,,,,,,,,1.880012,,,,,,,,,,,,,b5d7f4bf-be60-45a4-b256-74d72ddfe999,117,,"[51.7, 2.9]",3825831,3,,,,2.7003164,,Right Foot,,,"[28.2, 14.0]",,Ground Pass,,25.989613,,,,,Aymen Abdennour,4406.0,,,,,,1,Regular Play,Santiago Mina Lorenzo,6594.0,Left Wing,12,Valencia,207,"['105d0e80-05b6-4d97-af7d-9bfb0ec1767e', '8e2a7199-bb04-46f5-9ab8-4a887ad6204d']",13,,,,,,,,,,,,,,,,,,Valencia,207,00:03:13.857,Pass,True
,,,,,,,,,,,,,,,,,1.858063,,,,,,,,,,,,,9ca48964-9c59-4691-bdd1-1b9cc0dd19b6,120,,"[28.2, 22.0]",3825831,3,,,,2.5308666,,Left Foot,,,"[9.2, 35.3]",,Ground Pass,,23.192455,,,,,Diego Alves Carreira,25144.0,,,,,,1,Regular Play,Aymen Abdennour,4406.0,Left Center Back,12,Valencia,207,['3fe19216-171a-43ff-bd99-b9b3094583b9'],17,,,,,,,,,,,,,,,,,,Valencia,207,00:03:17.481,Pass,
,,,,,,,,,,,,,,,,,2.503528,,,,,,,,,,,,,a04f33c5-8725-4c70-bb6e-21b11c333abe,123,,"[19.6, 35.7]",3825831,3,,,,0.9149834,,Left Foot,,,"[51.3, 76.9]",,High Pass,,51.98394,,,,,Antonio Barragán Fernández,6663.0,,True,,,,1,Regular Play,Diego Alves Carreira,25144.0,Goalkeeper,12,Valencia,207,['a7978c31-84a8-4d1b-b52c-7422ace436ec'],24,,,,,,,,,,,,,,,,,,Valencia,207,00:03:24.286,Pass,
,,,,,,,,,,,,,,,,,1.796519,,,,,,,,,,,,,1491589f-ad4d-4374-9fdd-f4875a6b552d,125,,"[50.9, 75.7]",3825831,3,,,,0.24997862,,Head,,,"[65.0, 79.3]",,Low Pass,,14.55232,,,Out,,Rodrigo Moreno Machado,5718.0,,,,,,1,Regular Play,Antonio Barragán Fernández,6663.0,Right Back,12,Valencia,207,['78dbcb2e-da39-4049-b7d4-4f75330c161d'],26,,,,,,,,,,,,,,,,,,Valencia,207,00:03:26.789,Pass,
,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,a460d03d-a5c2-4a56-aa36-857d3776451f,127,,"[58.2, 0.1]",3825831,3,True,,,2.3288789,,,,,"[49.3, 9.5]",,Low Pass,,12.944883,,,,,Grzegorz Krychowiak,3637.0,,,,,Throw-in,1,From Throw In,Sergio Escudero Palomo,6718.0,Left Back,13,Sevilla,213,['469cf904-3c64-4a2d-ab51-50663cef8a60'],35,,,,,,,,,,,,,,,,,,Sevilla,213,00:03:35.000,Pass,
,,,,,,,,,,,,,,,,,0.457005,,,,,,,,,,,,,447f9bf6-d90f-4799-bdd7-5a40c2d5a317,130,,"[49.7, 7.2]",3825831,3,,,,-1.3114645,,Right Foot,,,"[51.0, 2.3]",,Low Pass,,5.0695167,,,,,Sergio Escudero Palomo,6718.0,,,,,,1,From Throw In,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,13,Sevilla,213,['a13e8cc1-092f-43aa-8e52-6e8afbdd7ca8'],36,,,,,,,,,,,,,,,,,,Sevilla,213,00:03:36.702,Pass,
