bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.557972,,,,,,,,,,,,,,225ddbd5-0771-4cdb-ab8e-399b941e1045,14,,,"[24.1, 23.1]",3825824,0,,,,,1.5487179,,Right Foot,,,,"[24.8, 54.8]",Ground Pass,,31.707727,,,,,Mauro Javier Dos Santos,6837.0,,,,,,,1,From Kick Off,Aleksandar Pantić,27239.0,Left Center Back,2,Eibar,322,['ad5f75f4-0356-43a0-8186-acf1a23d0a86'],11,,,,,,,,,,,,,,,,,,,Eibar,322,00:00:11.361,Pass,
,,,,,,,,,,,,,,,,1.677305,,,,,,,,,,,,,,d38bf54c-0f48-4a45-8a7a-e7d51cbf87fd,17,,,"[24.8, 57.4]",3825824,0,,,,,-1.7536368,,Right Foot,,,,"[19.9, 30.9]",Ground Pass,,26.949211,,,,,Aleksandar Pantić,27239.0,,,,,,,1,From Kick Off,Mauro Javier Dos Santos,6837.0,Right Center Back,2,Eibar,322,['b93454ad-91a9-4998-88c9-791c0ced6588'],15,,,,,,,,,,,,,,,,,,,Eibar,322,00:00:15.417,Pass,
,,,,,,,,,,,,,,,,1.237393,,,,,,,,,,,,,,f4f0d44c-e0b9-4ab7-9aaf-e7ee60cd9be6,20,,,"[19.9, 30.9]",3825824,0,,,,,-0.9631275,,Right Foot,,,,"[35.2, 8.9]",Ground Pass,,26.797201,,,,,David Juncà Reñé,6776.0,,,,,,,1,From Kick Off,Aleksandar Pantić,27239.0,Left Center Back,2,Eibar,322,['130a79e2-28a5-4003-8de2-3286199a9cc8'],18,,,,,,,,,,,,,,,,,,,Eibar,322,00:00:18.711,Pass,
,,,,,,,,,,,,,,,,1.26854,,,,,,,,,,,,,,2f9d6769-9cbf-4302-94bb-b0454735a89a,23,,,"[39.0, 7.8]",3825824,0,,,,,2.3347692,,Left Foot,,,,"[25.3, 22.1]",Ground Pass,,19.803535,,,,,Aleksandar Pantić,27239.0,,,,,,,1,From Kick Off,David Juncà Reñé,6776.0,Left Back,2,Eibar,322,['8b948b46-38c4-428e-af6d-0509c8664940'],23,,,,,,,,,,,,,,,,,,,Eibar,322,00:00:23.505,Pass,
,,,,,,,,,,,,,,,,1.965901,,,,,,,,,,,,,,b347f8bc-d1fe-4fea-88a0-c9dea81715c0,26,,,"[20.1, 24.8]",3825824,0,,,,,1.4031991,,Right Foot,,,,"[25.7, 57.9]",Ground Pass,,33.570374,,,,,Mauro Javier Dos Santos,6837.0,,,,,,,1,From Kick Off,Aleksandar Pantić,27239.0,Left Center Back,2,Eibar,322,['5af0b78f-0408-478b-94bf-8f21b946ac46'],26,,,,,,,,,,,,,,,,,,,Eibar,322,00:00:26.836,Pass,
,,,,,,,,,,,,,,,,3.044846,,,,,,,,,,,,,,73e9f06a-e206-406c-88f2-680a39f6610a,29,,,"[37.5, 77.1]",3825824,0,,,,,-0.2334593,,Right Foot,,,,"[101.0, 62.0]",High Pass,,65.27067,,,Incomplete,,Sergio Gontán Gallardo,6742.0,,,,,,,1,From Kick Off,Mauro Javier Dos Santos,6837.0,Right Center Back,2,Eibar,322,"['2bd2e48e-4284-44da-93b5-0bcda367159a', '495a19c4-444e-494c-b63a-221d351c9caa']",32,,,,,,,,,,,,,,,,,,,Eibar,322,00:00:32.475,Pass,
,,,,,,,,,,,,,,,,1.495134,,,,,,,,,,,,,,495a19c4-444e-494c-b63a-221d351c9caa,32,,,"[19.1, 18.1]",3825824,0,,,,True,2.432072,,,,,,"[9.9, 26.0]",Low Pass,,12.126417,,,Incomplete,,,,,,,,,Interception,1,From Kick Off,Adrián Marín Gómez,6935.0,Left Back,2,Eibar,322,"['1dcc1b6f-193d-493b-9df3-11b0d5705016', '73e9f06a-e206-406c-88f2-680a39f6610a', 'e875ce28-ae0a-4e46-8ef9-3d91346dd87a']",35,,,,,,,,,,,,,,,,,,,Villarreal,222,00:00:35.519,Pass,True
,,,,,,,,,,,,,,,,3.460338,,,,,,,,,,,,,,21848aae-7a4b-4ddf-9587-bf2b0aa4054e,38,,,"[6.0, 36.0]",3825824,1,,,,,0.39703605,,Right Foot,,,,"[69.2, 62.5]",High Pass,,68.530945,,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Alphonse Areola,3379.0,Goalkeeper,3,Villarreal,222,['7ec03e62-e1bb-4149-bf70-7e4d3127b114'],2,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:02.988,Pass,
,,,,,,,,,,,,,,,,1.537333,,,,,,,,,,,,,,7ec03e62-e1bb-4149-bf70-7e4d3127b114,40,,,"[50.9, 17.6]",3825824,1,,,,True,1.2307637,,,,,,"[58.4, 38.8]",High Pass,,22.487553,,,,,Sergio Gontán Gallardo,6742.0,,,,,,Recovery,1,Regular Play,Daniel García Carrillo,6775.0,Left Defensive Midfield,4,Eibar,322,"['21848aae-7a4b-4ddf-9587-bf2b0aa4054e', '985864a9-57d2-4992-82b3-0e97cabb00b3', 'e9c99a05-73b3-45a7-a675-f4dc5d249874']",6,,,,,,,,,,,,,,,,,,,Eibar,322,00:01:06.448,Pass,True
,,,,,,,,,,,,,,,,0.968678,,,,,,,,,,,,,,924ae49e-5e28-40e9-9f9c-8b03163b366e,43,,,"[59.2, 40.7]",3825824,1,,,,,-1.418753,,Right Foot,,,,"[61.1, 28.3]",Ground Pass,,12.54472,,,,,José Ignacio Peleteiro Ramallo,9462.0,,,,,,,1,Regular Play,Sergio Gontán Gallardo,6742.0,Right Wing,4,Eibar,322,['e6188b48-351a-4009-8da3-e38c028ef839'],8,,,,,,,,,,,,,,,,,,,Eibar,322,00:01:08.206,Pass,
,,,,,,,,,,,,,,,,1.325484,,,,,,,,,,,,,,cfc367a0-6d02-4b48-bdf2-5c0ff871992f,47,,,"[76.3, 24.1]",3825824,1,,,,,-0.98652506,,Left Foot,,,,"[88.6, 5.5]",Ground Pass,,22.299103,,,,,Takashi Inui,5687.0,,,,,,,1,Regular Play,José Ignacio Peleteiro Ramallo,9462.0,Center Attacking Midfield,4,Eibar,322,['e332b08c-172f-4412-8f0d-386a30501259'],11,,,,,,,,,,,,,,,,,,,Eibar,322,00:01:11.465,Pass,
,,,,,,,,,,,,,,,,1.864941,,,,,,,,,,,,,,eddaeac1-a04b-4430-ad63-9d038e8905dd,50,,,"[96.3, 18.6]",3825824,1,,,,,-0.21293835,,Right Foot,,,,"[107.4, 16.2]",Ground Pass,,11.356496,,,Incomplete,,David Juncà Reñé,6776.0,,,,,,,1,Regular Play,Takashi Inui,5687.0,Left Wing,4,Eibar,322,"['9e5bfaf9-2a87-4279-9eb6-0c7d89960d72', 'd41a4550-6aa0-43e0-946d-949eda51b4d9']",15,,,,,,,,,,,,,,,,,,,Eibar,322,00:01:15.925,Pass,
,,,,,,,,,,,,,,,,1.715527,,,,,,,,,,,,,,57df12f9-6eae-4cf6-b5ae-68bb5f13260c,54,,,"[104.2, 0.1]",3825824,1,,True,,,2.8144946,,,,,,"[81.8, 7.7]",Low Pass,,23.654175,,,,,Daniel García Carrillo,6775.0,,,,,,Throw-in,1,From Throw In,Aleksandar Pantić,27239.0,Left Center Back,5,Eibar,322,['28f6b349-d127-4520-942c-c6f9b42dd27c'],21,,,,,,,,,,,,,,,,,,,Eibar,322,00:01:21.742,Pass,
,,,,,,,,,,,,,,,,1.374045,,,,,,,,,,,,,,351e7ce1-3170-45ee-97ce-19bd9d0ae879,56,,,"[81.0, 11.0]",3825824,1,,,,,0.4413583,,Right Foot,,,,"[93.7, 17.0]",Low Pass,,14.045996,,,Incomplete,,José Ignacio Peleteiro Ramallo,9462.0,,,,,,,1,From Throw In,Daniel García Carrillo,6775.0,Left Defensive Midfield,5,Eibar,322,"['1eb3c36a-2748-4cd0-9d60-40700102ccb1', 'f343e2e5-e337-4f48-81e8-b20c1e4aba39']",23,,,,,,,,,,,,,,,,,,,Eibar,322,00:01:23.495,Pass,
,,,,,,,,,,,,,,,,1.530547,,,,,,,,,,,,,,8e5cee81-b182-4b71-99a5-3061c6823e71,61,,,"[32.5, 61.2]",3825824,1,,,,,-0.6041628,,Right Foot,,,,"[55.1, 45.6]",High Pass,,27.461245,,,,,Adrián López Álvarez,6735.0,,,,,,,1,Regular Play,Tomás Pina Isla,6622.0,Right Defensive Midfield,6,Villarreal,222,"['ab64efba-d634-4c13-85b2-a7eb0209d669', 'c055ddbf-2a85-4d60-b5ac-3fdce27cd56f']",25,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:25.755,Pass,True
,,,,,,,,,,,,,,,,0.811556,,,,,,,,,,,,,,31e6ea28-7598-424b-8db4-c6e49769ab64,63,,,"[55.6, 45.4]",3825824,1,,,,,1.5707964,,Right Foot,,,,"[55.6, 55.0]",Ground Pass,,9.6,,,,,Roberto Soldado Rillo,26009.0,,,,,,,1,Regular Play,Adrián López Álvarez,6735.0,Left Center Forward,6,Villarreal,222,['f7a5e52e-8230-4e68-bcc8-6d8b43288a19'],27,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:27.286,Pass,
,,,,,,,,,,,,,,,,3.674852,,,,,,,,,,,,,,7dea0727-8365-4662-aaba-433ae701bc3f,66,,,"[56.2, 55.0]",3825824,1,,,,,-0.8685394,,Right Foot,,,,"[87.0, 18.6]",Ground Pass,,47.68228,,,Incomplete,,Adrián López Álvarez,6735.0,,,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Right Center Forward,6,Villarreal,222,"['6ba581b3-fda2-408d-b11b-50594e84676d', 'b0d0d8e1-3da4-4c13-bd96-fc12e51c8a75']",28,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:28.137,Pass,
,,,,,,,,,,,,,,,,1.860928,,,,,,,,,,,,,,b0d0d8e1-3da4-4c13-bd96-fc12e51c8a75,69,,,"[33.1, 61.5]",3825824,1,,,,,-2.7293818,,Left Foot,,,,"[6.8, 50.0]",Ground Pass,,28.704355,,,,,Asier Riesgo Unamuno,10763.0,,,,,,Recovery,1,Regular Play,Mauro Javier Dos Santos,6837.0,Right Center Back,7,Eibar,322,"['7dea0727-8365-4662-aaba-433ae701bc3f', 'cfdc2932-ca05-4826-b1c9-ae5187864253', 'dfdaeceb-a922-4aab-a913-a822d2ca295c']",31,,,,,,,,,,,,,,,,,,,Eibar,322,00:01:31.812,Pass,True
,,,,,,,,,,,,,,,,3.009748,,,,,,,,,,,,,,d8052001-54b7-4d1e-a703-295fc21fc190,72,,,"[5.3, 48.4]",3825824,1,,,,,-0.074550375,,Right Foot,,,,"[53.5, 44.8]",High Pass,,48.33425,,,Incomplete,,,,,,,,,,1,Regular Play,Asier Riesgo Unamuno,10763.0,Goalkeeper,7,Eibar,322,['1aa1dcb4-cbb5-45cf-b56f-54ab87cda956'],33,,,,,,,,,,,,,,,,,,,Eibar,322,00:01:33.951,Pass,
,,,,,,,,,,,,,,,,1.320405,,,,,,,,,,,,,,a7c71c40-1995-4ee2-b4a8-ea8f50937a9e,77,,,"[45.1, 44.0]",3825824,1,,,,,-1.8124583,,Left Foot,,,,"[38.1, 15.6]",Ground Pass,,29.249958,,,,,David Juncà Reñé,6776.0,,,,,,,1,Regular Play,José Ignacio Peleteiro Ramallo,9462.0,Center Attacking Midfield,7,Eibar,322,['e4968a9b-965a-43ab-8a9a-59bc210cc9fe'],40,,,,,,,,,,,,,,,,,,,Eibar,322,00:01:40.568,Pass,
,,,,,,,,,,,,,,,,0.913658,,,,,,,,,,,,,,434e4411-93c7-4b5d-b2c2-4226bd562d1b,80,,,"[43.7, 7.3]",3825824,1,,,,,0.025635408,,Left Foot,,,,"[67.1, 7.9]",High Pass,,23.407692,,,Incomplete,,Takashi Inui,5687.0,,,,,,,1,Regular Play,David Juncà Reñé,6776.0,Left Back,7,Eibar,322,"['108c6071-fe5a-493e-9f65-75286c378e7b', '86294361-ee5e-4bba-88e7-b2d9c1bde76b']",43,,,,,,,,,,,,,,,,,,,Eibar,322,00:01:43.311,Pass,
,,,,,,,,,,,,,,,,3.551536,,,,,,,,,,,,,,108c6071-fe5a-493e-9f65-75286c378e7b,82,,,"[53.0, 72.2]",3825824,1,,,,,-0.75346017,,Head,,,,"[85.3, 41.9]",High Pass,,44.28747,,,Incomplete,,Roberto Soldado Rillo,26009.0,,,,,,Recovery,1,Regular Play,Antonio Rukavina,5588.0,Right Back,7,Eibar,322,"['434e4411-93c7-4b5d-b2c2-4226bd562d1b', '7d29742b-8117-4679-965d-27e6e2cd1366', '86e9412f-0e44-4d7b-afba-35b6d5dbe22c']",44,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:44.224,Pass,
,,,,,,,,,,,,,,,,1.654943,,,,,,,,,,,,,,d949bc35-6203-40dd-a062-4860b3cb047c,86,,,"[41.5, 40.7]",3825824,1,,,,,0.364526,,Left Foot,,,,"[71.9, 52.3]",High Pass,,32.53798,,,,,Sergio Gontán Gallardo,6742.0,,,,,,,1,Regular Play,Aleksandar Pantić,27239.0,Left Center Back,7,Eibar,322,['89264b53-90a7-451e-a0e4-e5d0744037c8'],49,,,,,,,,,,,,,,,,,,,Eibar,322,00:01:49.045,Pass,
,,,,,,,,,,,,,,,,2.2466,,,,,,,,,,,,,,8ea18831-ad95-4ff0-8fec-bde4df61bd34,95,,,"[75.9, 48.4]",3825824,1,,,,,-1.2583526,,Right Foot,,,,"[85.3, 19.3]",High Pass,,30.58055,,,Incomplete,,Takashi Inui,5687.0,,,,,,Recovery,1,Regular Play,Gonzalo Escalante,6712.0,Right Defensive Midfield,8,Villarreal,222,"['1ea3ac09-1bb8-4283-b21f-f2fc82cd1858', '59637a0b-90d8-4fab-b25c-59c0031dd175', 'a2a27a48-1ca7-4fee-b677-9658e05a8b89', 'd8cdb9cb-83dd-47e8-9af1-44ba9edd9c95']",54,,,,,,,,,,,,,,,,,,,Eibar,322,00:01:54.395,Pass,True
,,,,,,,,,,,,,,,,1.83166,,,,,,,,,,,,,,a2a27a48-1ca7-4fee-b677-9658e05a8b89,97,,,"[34.8, 60.8]",3825824,1,,,,,0.49980754,,Head,,,,"[50.0, 69.1]",Low Pass,,17.318487,,,,,Denis Suárez Fernández,6609.0,,,,,,Interception,1,Regular Play,Antonio Rukavina,5588.0,Right Back,8,Villarreal,222,"['8ea18831-ad95-4ff0-8fec-bde4df61bd34', '9243a62e-7268-4f6c-aed9-7fc5f48b670c']",56,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:56.642,Pass,
,,,,,,,,,,,,,,,,1.060229,,,,,,,,,,,,,,051af2b0-3198-4fdf-835b-90290b56713b,100,,,"[51.4, 71.0]",3825824,1,,,,,-3.1203194,,Left Foot,,,,"[37.3, 70.7]",Ground Pass,,14.103191,,,,,Antonio Rukavina,5588.0,,,,,,,1,Regular Play,Denis Suárez Fernández,6609.0,Right Midfield,8,Villarreal,222,['6a1ea52a-223e-4d92-8d1c-09b9115791d3'],58,,,,,,,,,,,,,,,,,,,Villarreal,222,00:01:58.473,Pass,
,,,,,,,,,,,,,,,,1.575322,,,,,,,,,,,,,,ee95d843-9120-4a5f-96c0-72406e5b5eed,103,,,"[40.0, 69.8]",3825824,2,,,,,-0.9094741,,Right Foot,,,,"[59.3, 45.0]",High Pass,,31.42499,,,Incomplete,,,,,,,,,,1,Regular Play,Antonio Rukavina,5588.0,Right Back,8,Villarreal,222,['6b551898-f7c1-4eeb-ae55-ed598c324b32'],1,,,,,,,,,,,,,,,,,,,Villarreal,222,00:02:01.884,Pass,
,,,,,,,,,,,True,,,,,0.725367,,,,,,,,,,,,,,6b551898-f7c1-4eeb-ae55-ed598c324b32,104,,,"[60.8, 35.1]",3825824,2,,,,,-1.8453716,,Left Foot,,,,"[58.8, 28.0]",Low Pass,,7.376313,,,,,Daniel García Carrillo,6775.0,,,,,,Interception,1,Regular Play,Gonzalo Escalante,6712.0,Right Defensive Midfield,9,Eibar,322,"['5598feca-2b0e-4c32-9627-dc22b5c540cd', 'ee95d843-9120-4a5f-96c0-72406e5b5eed']",3,,,,,,,,,,,,,,,,,,,Eibar,322,00:02:03.459,Pass,
,,,,,,,,,,,,,,,,0.917034,,,,,,,,,,,,,,e2c88d86-d58f-4d49-b641-791e79dd6fcc,110,,,"[69.4, 19.4]",3825824,2,,,,,-1.5451609,,Left Foot,,,,"[69.8, 3.8]",Ground Pass,,15.605127,,,,,David Juncà Reñé,6776.0,,,,,,,1,Regular Play,José Ignacio Peleteiro Ramallo,9462.0,Center Attacking Midfield,9,Eibar,322,['dbb5dea4-5c7a-4f16-bf40-ec5d6808e466'],9,,,,,,,,,,,,,,,,,,,Eibar,322,00:02:09.751,Pass,
,,,,,,,,,,,,,,,,1.98918,,,,,,,,,,,,,,573018d9-9b30-451c-b577-d59e25466f10,114,,,"[68.0, 3.8]",3825824,2,,,,,2.6672747,,Left Foot,,,,"[41.9, 17.2]",Ground Pass,,29.338882,,,,,Aleksandar Pantić,27239.0,,,,,,,1,Regular Play,David Juncà Reñé,6776.0,Left Back,9,Eibar,322,"['65a4f555-9725-4bbf-892a-f430e815a1c7', '88b221d3-0fa4-4bec-aa0f-de761091793f']",11,,,,,,,,,,,,,,,,,,,Eibar,322,00:02:11.812,Pass,True
,,,,,,,,,,,,,,,,1.545428,,,,,,,,,,,,,,9dce29a2-a817-40cc-b796-2ae9e4909856,117,,,"[37.5, 25.5]",3825824,2,,,,,1.6187301,,Right Foot,,,,"[36.2, 52.6]",Ground Pass,,27.131163,,,,,Mauro Javier Dos Santos,6837.0,,,,,,,1,Regular Play,Aleksandar Pantić,27239.0,Left Center Back,9,Eibar,322,['154e613f-b1dc-4bf6-b3a9-65e96aea41b5'],15,,,,,,,,,,,,,,,,,,,Eibar,322,00:02:15.901,Pass,
