50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.354982,,,,,,,,,,,,,,2048fc68-8ac1-4cb6-a398-2fa94e037064,17,,"[41.5, 32.2]",3888699,0,,,,-1.2293811,,Right Foot,,,,"[48.5, 12.5]",,Ground Pass,20.906698,,,Everaldo Marques da Silva,397629.0,,,,,,,1,From Kick Off,Wilson da Silva Piazza,397627.0,Left Center Back,2,Brazil,781,['1e1405df-5232-4005-bcc4-da32c8677b95'],6,,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:06.510,Pass,
,,,,,,,,,,,,,,,,,,,1.154064,,,,,,,,,,,,,,6cab3722-01da-45b1-8179-05badb4896d6,21,,"[48.9, 15.8]",3888699,0,,,,0.11379201,,Right Foot,,,,"[55.9, 16.6]",,Ground Pass,7.045566,,,Gérson de Oliveira Nunes,397621.0,,,,,,,1,From Kick Off,Everaldo Marques da Silva,397629.0,Left Back,2,Brazil,781,['62846deb-6282-4ca5-b125-90f621b7c867'],8,,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:08.905,Pass,
,,,,,,,,,,,,,,,,,,,0.626782,,,,,,,,,,,,,,d120d12f-5d69-48bf-8a5d-b86da31897f8,24,,"[65.0, 11.9]",3888699,0,,,,0.16093373,,Left Foot,,,,"[80.4, 14.4]",,Ground Pass,15.601603,,,Roberto Rivelino,397630.0,,,,,,,1,From Kick Off,Gérson de Oliveira Nunes,397621.0,Left Defensive Midfield,2,Brazil,781,['7c760840-35b2-45f6-bcf3-ec4f8a9c37a5'],13,,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:13.245,Pass,
,,,,,,,,,,,,,,,,,,,1.335259,,,,,,,,,,,,,,5e186e7f-9e8e-4f06-a400-f71ad2bf6676,27,,"[80.6, 14.4]",3888699,0,,,,-2.0210218,,Right Foot,,,,"[74.8, 2.4]",,Ground Pass,13.328166,,,Everaldo Marques da Silva,397629.0,,,,,,,1,From Kick Off,Roberto Rivelino,397630.0,Left Midfield,2,Brazil,781,['0d109471-be98-4d23-939d-1f4a78dbf533'],13,,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:13.917,Pass,
,,,,,,,,,,,,,,,,,,,0.841174,,,,,,,,,,,,,,8ab1504f-b360-4d04-a8a2-fd652c70a46b,35,,"[80.8, 20.9]",3888699,0,,,,0.006666568,,Left Foot,,,,"[95.8, 21.0]",,Ground Pass,15.000334,,,Roberto Rivelino,397630.0,,,,,,,1,From Kick Off,Everaldo Marques da Silva,397629.0,Left Back,2,Brazil,781,"['ce598d9d-a3f6-4e20-be3a-18eb116a72ba', 'edcf43d0-bb1f-48c9-8f8a-f6d4e582422d']",20,,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:20.419,Pass,True
,,,,,,,,,,,,,,,,,,,0.919137,,,,,,,,,,,,,,d524516b-9e4e-484a-b8c5-d31b30da4117,38,,"[95.8, 20.7]",3888699,0,,,,-1.15934,,Left Foot,,,,"[98.2, 15.2]",,Ground Pass,6.0008335,,Incomplete,Everaldo Marques da Silva,397629.0,,,,,,,1,From Kick Off,Roberto Rivelino,397630.0,Left Midfield,2,Brazil,781,"['6ada459b-d306-420a-bad4-00c08094bbb1', '94c333b9-8d7d-46b0-8874-fc2563039eea']",21,,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:21.300,Pass,
,,,,,,,,,,,,,,,,,,,1.161818,,,,,,,,,,,,,,94c333b9-8d7d-46b0-8874-fc2563039eea,40,,"[21.9, 64.9]",3888699,0,,,,0.87116015,,Right Foot,,,,"[32.0, 76.9]",,Ground Pass,15.684706,,,Karol Dobiaš,397951.0,,,,,,Recovery,1,Regular Play,Vaclav Migas,397956.0,Left Center Back,3,Czechoslovakia,17469,"['7bac53b0-6dfa-4c22-b500-fb8f67effb2b', 'd524516b-9e4e-484a-b8c5-d31b30da4117']",22,,,,,,,,,,,,,,,,,,,,Czechoslovakia,17469,00:00:22.219,Pass,
,,,,,,,,,,,,,,,,,,,1.758952,,,,,,,,,,,,,,1703a5f9-99f7-44ca-be0f-3dfe16c4cb48,43,,"[35.1, 77.3]",3888699,0,,,,-1.0232341,,Right Foot,,,,"[47.6, 56.8]",,Ground Pass,24.010414,,,František Veselý,397961.0,,,,,,,1,Regular Play,Karol Dobiaš,397951.0,Right Back,3,Czechoslovakia,17469,['292866f3-ebe8-4f20-a362-f2042a7f4910'],24,,,,,,,,,,,,,,,,,,,,Czechoslovakia,17469,00:00:24.873,Pass,
,,,,,,,,,,,,,,,,,,,1.93176,,,,,,,,,,,,,,30a10f30-d0e9-411b-ae0a-212db22b5f6d,46,,"[66.1, 60.4]",3888699,0,,,,0.02458521,,Left Foot,,,,"[90.5, 61.0]",,Ground Pass,24.407375,,Incomplete,Jozef Adamec,397967.0,,,,,,,1,Regular Play,František Veselý,397961.0,Right Midfield,3,Czechoslovakia,17469,"['a99912b1-b870-4bd3-bcdb-73d0cf66019b', 'be840428-9d4c-46bb-856c-5bf7000a51a8']",30,,,,,,,,,,,,,,,,,,,,Czechoslovakia,17469,00:00:30.153,Pass,
,,,,,,,,,,,,,,,,,,,2.028369,,,,,,,,,,,,,,9264eee1-bc22-47d0-a285-bf5cf50091e9,50,,"[28.5, 18.8]",3888699,0,,,,2.5796711,,Right Foot,,,,"[6.9, 32.4]",,Ground Pass,25.524889,,,Félix Miéli Venerando,397626.0,,,,,,,1,Regular Play,Wilson da Silva Piazza,397627.0,Left Center Back,4,Brazil,781,['8ea6a8da-786a-439b-8e56-f1ca46137b23'],32,,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:32.802,Pass,
,,,,,,,,,,,,,,,,,,,2.860174,,,,,,,,,,,,,,4c95e648-5eba-4663-a79e-d23fc152ed3e,53,,"[7.7, 34.3]",3888699,0,,,,1.0607105,,Keeper Arm,,,,"[20.4, 57.0]",,Ground Pass,26.011152,,,Carlos Alberto Torres,39708.0,,,,,,,1,Regular Play,Félix Miéli Venerando,397626.0,Goalkeeper,4,Brazil,781,['8b4a1178-e6ef-4df6-8cdb-f765156525fd'],35,,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:35.629,Pass,
,,,,,,,,,,,,,,,,,,,1.065541,,,,,,,,,,,,,,9a4d9bb7-c632-446d-8c47-cc92d66a8eba,56,,"[22.8, 56.8]",3888699,0,,,,-0.98279375,,Right Foot,,,,"[30.0, 46.0]",,Ground Pass,12.979984,,,Clodoaldo Tavares de Santana,397620.0,,,,,,,1,Regular Play,Carlos Alberto Torres,39708.0,Right Back,4,Brazil,781,['ec04a55c-34a7-4016-9d7c-22236d8368ef'],40,,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:40.593,Pass,
,,,,,,,,,,,,,,,,,,,2.093838,,,,,,,,,,,,,,e379b28b-dfa9-45bd-ad97-98a677733a8a,60,,"[31.1, 47.5]",3888699,0,,,,1.5828439,,Right Foot,,,,"[30.9, 64.1]",,Ground Pass,16.601204,,,Carlos Alberto Torres,39708.0,,,,,,,1,Regular Play,Clodoaldo Tavares de Santana,397620.0,Right Defensive Midfield,4,Brazil,781,['1b50a141-cd5b-47e4-b750-8ed94e312d97'],42,,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:42.657,Pass,
,,,,,,,,,,,,,,,,,,,1.647372,,,,,,,,,,,,,,40ccda8a-c22e-4729-a2b5-dc214c381224,63,,"[30.9, 64.3]",3888699,0,,,,-0.41241044,,Left Foot,,,,"[45.3, 58.0]",,Ground Pass,15.717824,,,Clodoaldo Tavares de Santana,397620.0,,,,,,,1,Regular Play,Carlos Alberto Torres,39708.0,Right Back,4,Brazil,781,['85759f83-f7f2-4e8e-b07d-91ae051038d6'],44,,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:44.790,Pass,
,,,,,,,,,,,,,,,,,,,2.832462,,,,,,,,,,,,,,669bb106-6b59-4ae9-980e-fbf23c741a5c,66,,"[45.7, 59.0]",3888699,0,,,,0.022620576,,Right Foot,,,,"[89.9, 60.0]",,High Pass,44.21131,,Pass Offside,Édson Arantes do Nascimento,39712.0,,,,,,,1,Regular Play,Clodoaldo Tavares de Santana,397620.0,Right Defensive Midfield,4,Brazil,781,['982bfa1c-0196-4a08-8f7d-cc4eba8f8693'],48,,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:48.444,Pass,
,,,,,,,,,,,,,,,,,,,1.730234,,,,,,,,,,,,,,f1549ba8-7bef-4afb-87df-e63c09044f16,68,,"[32.8, 19.6]",3888699,0,,,,1.1320657,,Left Foot,,,,"[38.9, 32.6]",,Ground Pass,14.360014,,,Alexander Horvath,397965.0,,,,,,Free Kick,1,From Free Kick,Vladimir Hagara,397946.0,Left Back,5,Czechoslovakia,17469,['83837fec-9c35-481a-8b3d-4ebcda9b732e'],55,,,,,,,,,,,,,,,,,,,,Czechoslovakia,17469,00:00:55.913,Pass,
,,,,,,,,,,,,,,,,,,,2.562997,,,,,,,,,,,,,,ea4e5743-42e1-47dc-9117-5be00f5df0f5,71,,"[40.9, 34.9]",3888699,0,,,,1.6784862,,Left Foot,,,,"[38.1, 60.8]",,Ground Pass,26.05091,,,Karol Dobiaš,397951.0,,,,,,,1,From Free Kick,Alexander Horvath,397965.0,Right Center Back,5,Czechoslovakia,17469,['4203c71c-97fb-4919-98f3-bd3bde4c5b63'],59,,,,,,,,,,,,,,,,,,,,Czechoslovakia,17469,00:00:59.221,Pass,
,,,,,,,,,,,,,,,,,,,2.584431,,,,,,,,,,,,,,6737ccd6-cbab-47dc-95ac-0ef1becdef9f,74,,"[38.5, 64.9]",3888699,1,,,,0.20931348,,Right Foot,,,,"[88.4, 75.5]",,High Pass,51.013428,,Incomplete,Jozef Adamec,397967.0,,,,,,,1,From Free Kick,Karol Dobiaš,397951.0,Right Back,5,Czechoslovakia,17469,"['e12175c2-db3d-40f9-b924-1cf776d86ed8', 'e184bafd-c357-4936-928c-494da049ea84']",4,,,,,,,,,,,,,,,,,,,,Czechoslovakia,17469,00:01:04.562,Pass,
,,,,,,,,,,,,,,,,,,,1.086413,,,,,,,,,,,,,,e12175c2-db3d-40f9-b924-1cf776d86ed8,76,,"[31.7, 4.6]",3888699,1,,,,0.0,,Head,,,,"[49.1, 4.6]",,High Pass,17.4,,Incomplete,,,,,,,,Recovery,1,From Free Kick,Everaldo Marques da Silva,397629.0,Left Back,5,Czechoslovakia,17469,"['6737ccd6-cbab-47dc-95ac-0ef1becdef9f', 'eb0de21f-7ada-48f8-8225-acbac13cd248']",7,,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:07.147,Pass,
,,,,,,,,,,,,,,,,,,,1.842793,,,,,,,,,,,,,,b97004db-ed35-430a-865e-13cb9837d53f,83,,"[3.7, 3.6]",3888699,1,,,,-0.016347317,,Left Foot,,,,"[40.4, 3.0]",,High Pass,36.704903,,Incomplete,,,,,,,,,1,From Free Kick,Everaldo Marques da Silva,397629.0,Left Back,5,Czechoslovakia,17469,['7f8debdd-4133-49f8-af73-db582801abee'],15,,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:15.805,Pass,
,,,,,,,,,,,,,,,,,,,1.064871,,,,,,,,,,,,,,3875b5ea-762c-45ee-8353-00b8f78468bf,86,,"[80.5, 74.6]",3888699,1,,,,-1.2283233,05633de2-8b32-46b1-8f99-df0b56b59727,Right Foot,,,,"[84.6, 63.1]",,Ground Pass,12.209013,,,Ivan Hrdlicka,397960.0,True,,,,,,1,From Free Kick,Karol Dobiaš,397951.0,Right Back,5,Czechoslovakia,17469,['b7f3193f-ce8b-4cee-bd7f-99771218dfa4'],19,,,,,,,,,,,,,,,,,,,,Czechoslovakia,17469,00:01:19.912,Pass,
,,,,,,,,,,,,,,,,,,,1.310364,,,,,,,,,,,,,,16489a54-a5bb-4528-8b5b-d33e277e290a,94,,"[2.3, 15.0]",3888699,1,,,,1.3550302,,Right Foot,,,,"[3.9, 22.3]",,Ground Pass,7.4732857,,,Félix Miéli Venerando,397626.0,,,,,,,1,Regular Play,Everaldo Marques da Silva,397629.0,Left Back,6,Brazil,781,['71cbd7e7-59fd-4f94-9377-67f8c137ce09'],25,,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:25.828,Pass,
,,,,,,,,,,,,,,,,,,,1.829151,,,,,,,,,,,,,,8c615de3-d1b3-4410-bd9f-2303b2038ecc,97,,"[7.1, 22.3]",3888699,1,,,,1.4944577,,Keeper Arm,,,,"[9.8, 57.6]",,Low Pass,35.403107,,,Carlos Alberto Torres,39708.0,,,,,,,1,Regular Play,Félix Miéli Venerando,397626.0,Goalkeeper,6,Brazil,781,['8100bbfe-7ea5-46af-875f-c362e0aadaba'],29,,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:29.629,Pass,
,,,,,,,,,,,,,,,,,,,1.304827,,,,,,,,,,,,,,efe2e3ce-4774-47fc-ac50-e618d0418e65,100,,"[9.8, 58.6]",3888699,1,,,,-0.72486615,,Right Foot,,,,"[23.8, 46.2]",,Ground Pass,18.701872,,,Hercules Brito Ruas,397628.0,,,,,,,1,Regular Play,Carlos Alberto Torres,39708.0,Right Back,6,Brazil,781,['018652e1-2214-46d3-8de7-30d00b72b700'],33,,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:33.168,Pass,
,,,,,,,,,,,,,,,,,,,1.270287,,,,,,,,,,,,,,b39cc567-0e0a-4eaa-b7bf-46774c582127,103,,"[23.8, 46.2]",3888699,1,,,,1.4489539,,Right Foot,,,,"[25.0, 56.0]",,Ground Pass,9.873196,,,Carlos Alberto Torres,39708.0,,,,,,,1,Regular Play,Hercules Brito Ruas,397628.0,Right Center Back,6,Brazil,781,['1238b02b-c612-4fb1-993a-007928fa00c4'],35,,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:35.431,Pass,
,,,,,,,,,,,,,,,,,,,1.414564,,,,,,,,,,,,,,c7f1797e-69e5-405d-8c96-032a18491e84,106,,"[24.9, 58.2]",3888699,1,,,,0.7942475,,Right Foot,,,,"[41.7, 75.3]",,Ground Pass,23.971859,,,Jair Ventura Filho,397622.0,,,,,,,1,Regular Play,Carlos Alberto Torres,39708.0,Right Back,6,Brazil,781,['474b05b4-b40b-4635-8c97-aee4de438d37'],38,,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:38.221,Pass,
,,,,,,,,,,,,,,,,,,,1.057216,,,,,,,,,,,,,,9e3179ff-160e-4b6b-bc02-778263edc425,110,,"[40.2, 74.5]",3888699,1,,,,-1.5330784,,Right Foot,,,,"[40.8, 58.6]",,Ground Pass,15.911317,,Incomplete,Clodoaldo Tavares de Santana,397620.0,,,,,,,1,Regular Play,Jair Ventura Filho,397622.0,Right Midfield,6,Brazil,781,"['625fd680-bf11-485d-ad30-31fb4f56147c', '89229dbd-3e42-47eb-8637-70bc006fcab4', 'b828ce95-0a32-4f0f-b3bc-ae853bd574a7']",39,,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:39.968,Pass,True
,,,,,,,,,,,,,,,,,,,0.83118,,,,,,,,,,,,,,625fd680-bf11-485d-ad30-31fb4f56147c,112,,"[79.3, 21.5]",3888699,1,,,,1.9941071,,Right Foot,,,,"[75.2, 30.6]",,Ground Pass,9.980982,,,Karol Jokl,397962.0,,,,,,Recovery,1,Regular Play,Ladislav Petráš,397966.0,Right Center Forward,7,Czechoslovakia,17469,"['9be5df96-f36d-4583-bab5-9f30fe46df47', '9e3179ff-160e-4b6b-bc02-778263edc425']",41,,,,,,,,,,,,,,,,,,,,Czechoslovakia,17469,00:01:41.025,Pass,
,,,,,,,,,,,,,,,,,,,0.769613,,,,,,,,,,,,,,5f6acd3b-4086-4672-a700-ec9d6d1e9e90,116,,"[81.4, 35.5]",3888699,1,,,,-0.8509973,,Right Foot,,,,"[87.8, 28.2]",,Ground Pass,9.708244,,,Ladislav Petráš,397966.0,,,,,,,1,Regular Play,Karol Jokl,397962.0,Left Midfield,7,Czechoslovakia,17469,"['21460be3-ecb3-47a2-aa55-52e93bb50726', 'b2867db7-3bab-4565-9931-bc543d37065d']",45,,,,,,,,,,,,,,,,,,,,Czechoslovakia,17469,00:01:45.464,Pass,True
,,,,,,,,,,,,,,,,,,,1.173355,,,,,,,,,,,,,,e49695b2-e4ac-4c42-b32f-14166c6fe348,119,,"[87.8, 27.2]",3888699,1,,,,1.4668248,,Left Foot,,,,"[89.0, 38.7]",,High Pass,11.562439,,,Karol Jokl,397962.0,,,,,,,1,Regular Play,Ladislav Petráš,397966.0,Right Center Forward,7,Czechoslovakia,17469,['9c1b8d23-d1ae-42d5-82e7-d1ae9ce525d8'],46,,,,,,,,,,,,,,,,,,,,Czechoslovakia,17469,00:01:46.490,Pass,
,,,,,,,,,,,,,,,,,,,1.904927,,,,,,,,,,,,,,3bb75170-669c-434d-9d2a-f0945df8f4c4,127,,"[6.0, 36.0]",3888699,2,,,,-1.398924,,Right Foot,,,,"[10.6, 9.5]",,Ground Pass,26.896282,,,Hercules Brito Ruas,397628.0,,,,,,Goal Kick,1,From Goal Kick,Félix Miéli Venerando,397626.0,Goalkeeper,9,Brazil,781,['efb1056f-4c7b-4294-88c4-cea6f61297c2'],36,,,,,,,,,,,,,,,,,,,,Brazil,781,00:02:36.514,Pass,
