50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.165432,,,,,,,,,,,,,c7bda525-bc7b-4113-978f-3596df58dbda,16,,,"[87.4, 0.1]",3998836,0,,,,,0.7581096,,,,,"[108.1, 19.7]",,High Pass,,28.507017,,,Sanni Maija Franssi,32232.0,,,,,,Throw-in,1,From Throw In,Joanna Tynnilä,392291.0,Left Back,4,WNT Finland,920,['3048e762-a1c8-4d68-8ed5-198f23eaadc7'],35,,,,,,,,,,,,,,,,WNT Finland,920,00:00:35.281,Pass,
,,,,,,,,,,,,,,,,0.520585,,,,,,,,,,,,,b4526121-5323-4889-9bae-c1d7c0b3efba,21,,,"[117.5, 13.4]",3998836,0,,,,,1.5978168,,Left Foot,,,"[117.2, 24.5]",,Ground Pass,,11.1040535,Incomplete,,,,,,,,,,1,From Throw In,Sanni Maija Franssi,32232.0,Left Center Forward,4,WNT Finland,920,['051c3c9c-7542-4d9d-804c-9588cf7e2497'],41,,,,,,,,,,,,,,,,WNT Finland,920,00:00:41.598,Pass,
,,,,,,,,,,,,,,,,2.617317,,,,,,,,,,,,,64acb706-5dbb-4e49-a392-39c3c8eb72c8,24,,,"[4.0, 57.4]",3998836,0,,,,,0.3858137,,Right Foot,,,"[42.9, 73.2]",,High Pass,,41.98631,,,Sandra María Jessen,10246.0,,,,,,,1,Regular Play,Guðný Árnadóttir,66399.0,Right Back,5,Iceland Women's,862,['43342091-a1ad-4dd9-a989-c129009dcb8d'],43,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:43.616,Pass,
,,,,,,,,,,,,,,,,4.775319,,,,,,,,,,,,,cd6b0c9b-deb6-466b-b94c-ac66f2b3aa7a,28,,,"[34.2, 69.6]",3998836,0,,,,,-0.90467215,,Right Foot,,,"[56.6, 41.1]",,High Pass,,36.249275,,,Sveindís Jane Jónsdóttir,190348.0,,,,,,Recovery,1,Regular Play,Karólína Lea Vilhjálmsdóttir,32460.0,Center Attacking Midfield,5,Iceland Women's,862,['8aadae79-6aa7-4da7-bc1d-f92dc21175e2'],47,,,,,,,,,,,,,,,,Iceland Women's,862,00:00:47.693,Pass,
,,,,,,,,,,,,,,,,3.160473,,,,,,,,,,,,,a5a276ee-8bd3-43b8-ac69-cb298b0bcf9c,48,,,"[46.9, 68.1]",3998836,1,,,,,0.20902294,,Right Foot,,,"[99.7, 79.3]",,High Pass,,53.974808,Out,,,,,,,,,Free Kick,1,From Free Kick,Glódís Perla Viggósdóttir,10119.0,Right Center Back,6,Iceland Women's,862,,36,,,,,,,,,,,,,,,,Iceland Women's,862,00:01:36.961,Pass,
,,,,,,,,,,,,,,,,2.878654,,,,,,,,,,,,,92d5c569-8588-4ff7-b655-a6271e129737,49,,,"[21.5, 0.1]",3998836,1,,True,,,0.21505232,,,,,"[50.8, 6.5]",,High Pass,,29.990831,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Joanna Tynnilä,392291.0,Left Back,7,WNT Finland,920,['2adee550-9f13-4670-97d8-d88b09154ddd'],56,,,,,,,,,,,,,,,,WNT Finland,920,00:01:56.601,Pass,
,,,,,,,,,,,,,,,,3.302744,,,,,,,,,,,,,2adee550-9f13-4670-97d8-d88b09154ddd,50,,,"[69.3, 73.6]",3998836,1,,,,,-0.39691517,,Right Foot,,,"[102.7, 59.6]",,High Pass,,36.215466,Unknown,,,,,,,,,Recovery,1,From Throw In,Glódís Perla Viggósdóttir,10119.0,Right Center Back,7,WNT Finland,920,['92d5c569-8588-4ff7-b655-a6271e129737'],59,,,,,,,,,,,,,,,,Iceland Women's,862,00:01:59.480,Pass,
,,,,,,,,,,,,,,,,1.648576,,,,,,,,,,,,,b80ea486-1fb4-4fe6-86af-8e273ac316d6,53,,,"[102.4, 62.1]",3998836,3,,,,,-1.2217523,,Right Foot,True,,"[113.1, 32.7]",,High Pass,,31.28658,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Karólína Lea Vilhjálmsdóttir,32460.0,Center Attacking Midfield,8,Iceland Women's,862,['3e28aac8-b1ea-4f8a-9cdb-3523c9d0f085'],10,,,,,,,,,,,,,,,,Iceland Women's,862,00:03:10.529,Pass,
,,,,,,,,,,,,,,,,1.821374,,,,,,,,,,,,,4e22be1d-c95c-4209-8b7c-8bb11c4c65a0,56,,,"[120.0, 0.1]",3998836,3,,,,,1.6175156,,Right Foot,,,"[118.2, 38.6]",,High Pass,True,38.542053,Incomplete,,,,,,,Inswinging,,Corner,1,From Corner,Karólína Lea Vilhjálmsdóttir,32460.0,Center Attacking Midfield,9,Iceland Women's,862,['96f67467-cb32-47c5-83e4-1f68f092c91a'],51,,,,,,,,,,,,,,,,Iceland Women's,862,00:03:51.596,Pass,
,,,,,,,,,,,,,,,,4.564715,,,,,,,,,,,,,67ffc077-5821-4095-8833-dbdf92c35866,65,,,"[8.5, 42.9]",3998836,4,,,,,-0.64086336,,Right Foot,,,"[63.2, 2.1]",,High Pass,,68.240234,Out,,,,,,True,,,Free Kick,1,From Free Kick,Anna Koivunen,224828.0,Goalkeeper,10,WNT Finland,920,,3,,,,,,,,,,,,,,,,WNT Finland,920,00:04:03.338,Pass,
,,,,,,,,,,,,,,,,1.244773,,,,,,,,,,,,,37d0117d-b049-4e86-bfa8-bc6139d046dd,66,,,"[49.7, 80.0]",3998836,4,,True,,,-1.6629714,,,,,"[48.6, 68.1]",,Low Pass,,11.950732,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Guðný Árnadóttir,66399.0,Right Back,11,Iceland Women's,862,['1bb5294f-65d0-4a81-b38c-5ec824f33c9b'],30,,,,,,,,,,,,,,,,Iceland Women's,862,00:04:30.578,Pass,
,,,,,,,,,,,,,,,,1.110213,,,,,,,,,,,,,b1b40408-0540-49f9-aaf0-89776982d59b,68,,,"[56.4, 80.0]",3998836,4,,,,,-0.5225475,,,,,"[72.2, 70.9]",,Low Pass,,18.233212,,,Hlín Eiríksdóttir,225105.0,,,,,,Throw-in,1,From Throw In,Guðný Árnadóttir,66399.0,Right Back,12,Iceland Women's,862,['dac5cfe6-2bc1-4b59-b95a-ce141b3eadac'],47,,,,,,,,,,,,,,,,Iceland Women's,862,00:04:47.323,Pass,
,,,,,,,,,,,,,,,,0.881034,,,,,,,,,,,,,766aed16-3fc3-49cc-818d-59f41c926518,72,,,"[72.2, 71.1]",3998836,4,,,,,2.7299213,,Right Foot,,,"[65.1, 74.2]",,Ground Pass,,7.7472577,,,Guðný Árnadóttir,66399.0,,,,,,,1,From Throw In,Hlín Eiríksdóttir,225105.0,Right Midfield,12,Iceland Women's,862,['fde9fe18-f150-4004-bf8c-d51f5d9f5fdf'],49,,,,,,,,,,,,,,,,Iceland Women's,862,00:04:49.376,Pass,
,,,,,,,,,,,,,,,,1.06191,,,,,,,,,,,,,a0a8c12e-b37c-4e91-aa8a-1167cd1231f6,76,,,"[66.8, 75.1]",3998836,4,,,,,0.13368072,,Right Foot,,,"[95.8, 79.0]",,High Pass,,29.261066,Out,,,,,,,,,,1,From Throw In,Guðný Árnadóttir,66399.0,Right Back,12,Iceland Women's,862,['ce4f92f5-d209-49ce-98af-a2ffa9ce282b'],51,,,,,,,,,,,,,,,,Iceland Women's,862,00:04:51.196,Pass,True
,,,,,,,,,,,,,,,,2.892612,,,,,,,,,,,,,9c41c5e2-a43d-49d2-95d5-288329fa4ef8,77,,,"[35.3, 0.1]",3998836,5,,,,,0.31133425,,,,,"[64.2, 9.4]",,High Pass,,30.359512,,,Sanni Maija Franssi,32232.0,,,,,,Throw-in,1,From Throw In,Joanna Tynnilä,392291.0,Left Back,13,WNT Finland,920,['69a36896-dda0-479e-976f-e5f28b3f7d9f'],3,,,,,,,,,,,,,,,,WNT Finland,920,00:05:03.311,Pass,
,,,,,,,,,,,,,,,,0.994309,,,,,,,,,,,,,f67d2de3-7341-4d00-be05-ee7d4ea78f54,84,,,"[53.0, 64.3]",3998836,5,,,,,-3.1174037,,Right Foot,,,"[40.6, 64.0]",,Ground Pass,,12.403628,,,Ingibjörg Sigurðardóttir,10135.0,,,,,,,1,Regular Play,Alexandra Jóhannsdóttir,32456.0,Right Defensive Midfield,14,Iceland Women's,862,['90030187-d978-434f-891e-f20e167c698c'],7,,,,,,,,,,,,,,,,Iceland Women's,862,00:05:07.418,Pass,
,,,,,,,,,,,,,,,,2.136693,,,,,,,,,,,,,17ba0209-eded-43e8-bc96-33d6df033235,87,,,"[39.4, 70.4]",3998836,5,,,,,0.11283316,,Right Foot,,,"[74.7, 74.4]",,High Pass,,35.525906,,,Sandra María Jessen,10246.0,,,,,,,1,Regular Play,Ingibjörg Sigurðardóttir,10135.0,Left Center Back,14,Iceland Women's,862,['b170f090-e287-413d-b104-dff528936824'],10,,,,,,,,,,,,,,,,Iceland Women's,862,00:05:10.093,Pass,
,,,,,,,,,,,,,,,,0.928187,,,,,,,,,,,,,6082933e-4956-42d2-aa3c-e65f44e1622a,89,,,"[74.7, 74.4]",3998836,5,,,,,3.1415927,,Left Foot,,,"[69.2, 74.4]",,Low Pass,,5.5,,,Hlín Eiríksdóttir,225105.0,,,,,,,1,Regular Play,Sandra María Jessen,10246.0,Center Forward,14,Iceland Women's,862,['edb33b9d-e2da-4e79-989f-e482a51442b0'],12,,,,,,,,,,,,,,,,Iceland Women's,862,00:05:12.230,Pass,
,,,,,,,,,,,,,,,,1.645472,,,,,,,,,,,,,01b6ff6b-1d5e-4168-8407-337cfeb22a51,93,,,"[47.9, 0.1]",3998836,5,,True,,,0.71170634,,,,,"[71.9, 20.8]",,High Pass,,31.69369,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Joanna Tynnilä,392291.0,Left Back,15,WNT Finland,920,['fea5f004-51b4-46d3-92a6-3db423c8bcc0'],30,,,,,,,,,,,,,,,,WNT Finland,920,00:05:30.675,Pass,
,,,,,,,,,,,,,,,,1.103612,,,,,,,,,,,,,fea5f004-51b4-46d3-92a6-3db423c8bcc0,95,,,"[48.2, 59.3]",3998836,5,,,,,-0.14574812,,Right Foot,,,"[59.1, 57.7]",,Low Pass,,11.016806,,,Karólína Lea Vilhjálmsdóttir,32460.0,,,,,,Recovery,1,Regular Play,Alexandra Jóhannsdóttir,32456.0,Right Defensive Midfield,16,Iceland Women's,862,"['e3b39567-5499-4cc0-bd04-f9cde347f899', 'c3e8806c-daf0-49ec-b8bf-6025a0df9250', '01b6ff6b-1d5e-4168-8407-337cfeb22a51']",32,,,,,,,,,,,,,,,,Iceland Women's,862,00:05:32.320,Pass,True
,,,,,,,,,,,,,,,,0.711135,,,,,,,,,,,,,4ba27c93-3e49-429e-a514-d77a23da4f74,104,,,"[73.1, 80.0]",3998836,5,,,,,-1.7800759,,,,,"[70.7, 68.7]",,Low Pass,,11.552056,,,Alexandra Jóhannsdóttir,32456.0,,,,,,Throw-in,1,From Throw In,Guðný Árnadóttir,66399.0,Right Back,17,Iceland Women's,862,['6be7770f-deb7-4f4d-9952-a3a291ddc52b'],46,,,,,,,,,,,,,,,,Iceland Women's,862,00:05:46.325,Pass,
,,,,,,,,,,,,,,,,1.409976,,,,,,,,,,,,,a4771927-96c0-4e68-8b46-56b85a0b186e,107,,,"[71.6, 71.9]",3998836,5,,,,,-1.1344147,,Right Foot,,,"[82.0, 49.6]",,Low Pass,,24.605894,Incomplete,,,,,,,,,,1,From Throw In,Alexandra Jóhannsdóttir,32456.0,Right Defensive Midfield,17,Iceland Women's,862,['d1dbf378-0246-4e1b-9d8c-ee57534d61d1'],47,,,,,,,,,,,,,,,,Iceland Women's,862,00:05:47.861,Pass,
,,,,,,,,,,,,,,,,1.814339,,,,,,,,,,,,,23bc3364-d2b4-4175-b27f-e9d4622e4b38,111,,,"[48.2, 30.2]",3998836,5,,,,,-0.9222917,,Right Foot,,,"[65.1, 7.9]",,Ground Pass,,27.98035,,,Saara Katariina Kosola,224849.0,,,,,,,1,Regular Play,Oona Siren,392355.0,Right Center Midfield,18,WNT Finland,920,"['1d493c76-917b-4f16-8086-11dd653d7d90', '48821c8d-8c36-4aa8-959a-78df75eb3ed0']",52,,,,,,,,,,,,,,,,WNT Finland,920,00:05:52.056,Pass,True
,,,,,,,,,,,,,,,,0.770803,,,,,,,,,,,,,9119495b-3f0a-4a33-9740-98487750ec63,114,,,"[76.3, 12.0]",3998836,5,,,,,1.6035714,,Left Foot,,,"[75.7, 30.3]",,Ground Pass,,18.309834,,,Oona Siren,392355.0,,,,,,,1,Regular Play,Saara Katariina Kosola,224849.0,Left Center Midfield,18,WNT Finland,920,['1fdbddca-e634-4126-95e5-5b650b165b63'],57,,,,,,,,,,,,,,,,WNT Finland,920,00:05:57.607,Pass,
,,,,,,,,,,,,,,,,1.816849,,,,,,,,,,,,,ac906aba-2a16-403c-a9a7-eae391a9096a,118,,,"[72.1, 12.0]",3998836,6,,,,,-2.3753004,,Right Foot,,,"[64.1, 4.3]",,Ground Pass,,11.103603,,,Joanna Tynnilä,392291.0,,,,,,,1,Regular Play,Oona Siren,392355.0,Right Center Midfield,18,WNT Finland,920,['6bb1f3f8-4d34-4f49-bd54-d7b66909d85d'],1,,,,,,,,,,,,,,,,WNT Finland,920,00:06:01.840,Pass,
,,,,,,,,,,,,,,,,1.140265,,,,,,,,,,,,,62c8194a-4698-4a6b-a207-a370ec4fe7fc,120,,,"[64.1, 4.3]",3998836,6,,,,,0.63487446,,Left Foot,,,"[86.5, 20.8]",,High Pass,,27.821035,,,Sanni Maija Franssi,32232.0,,,,,,,1,Regular Play,Joanna Tynnilä,392291.0,Left Back,18,WNT Finland,920,['97f6ee82-c010-4607-8c51-6e06f5308087'],3,,,,,,,,,,,,,,,,WNT Finland,920,00:06:03.657,Pass,
,,,,,,,,,,,,,,,,1.197788,,,,,,,,,,,,,7e299f77-b127-4dcc-a45e-9b1c351f1ddc,139,,,"[77.3, 7.4]",3998836,6,,,,,-0.42562246,,Right Foot,,,"[84.8, 4.0]",,Ground Pass,,8.234683,,,Saara Katariina Kosola,224849.0,,,,,,,1,Regular Play,Sanni Maija Franssi,32232.0,Left Center Forward,19,Iceland Women's,862,['788725c1-ec96-4c61-873d-7994c40d4ac3'],12,,,,,,,,,,,,,,,,WNT Finland,920,00:06:12.389,Pass,
,,,,,,,,,,,,,,,,0.520169,,,,,,,,,,,,,6e5971ee-f44a-4f67-b322-4429ba2c8c36,142,,,"[116.9, 22.1]",3998836,6,,,,,1.5707964,,Left Foot,True,,"[116.9, 30.2]",,Low Pass,,8.1,Incomplete,,,,,,,,,,1,Regular Play,Saara Katariina Kosola,224849.0,Left Center Midfield,19,Iceland Women's,862,['6242e243-e74f-4ba6-a5be-c13686623393'],19,,,,,,,,,,,,,,,,WNT Finland,920,00:06:19.572,Pass,
,,,,,,,,,,,,,,,,2.179901,,,,,,,,,,,,,aa06938b-c9a4-4a20-b1d9-f02ba4ede5da,144,,,"[120.0, 0.1]",3998836,7,,,,,1.6406598,,Right Foot,,,"[116.9, 44.4]",,High Pass,True,44.408333,Incomplete,,,,,,True,Inswinging,,Corner,1,From Corner,Eveliina Summanen,191850.0,Center Defensive Midfield,20,WNT Finland,920,['8bf779af-7a99-4354-93b5-bf9dc8aa244c'],1,,,,,,,,,,,,,,,,WNT Finland,920,00:07:01.590,Pass,
,,,,,,,,,,,,,,,,1.495967,,,,,,,,,,,,,fe4b37f2-438d-4736-b854-36c9c3917319,151,,,"[87.6, 75.1]",3998836,7,,,,,-1.2862188,,Right Foot,,,"[91.9, 60.4]",,Ground Pass,,15.316005,,,Eva Nyström,224144.0,,,,,,,1,Regular Play,Saara Katariina Kosola,224849.0,Left Center Midfield,22,WNT Finland,920,['b2dcf847-1e0f-4ce4-a882-38bd9967ecd8'],12,,,,,,,,,,,,,,,,WNT Finland,920,00:07:12.964,Pass,
,,,,,,,,,,,,,,,,0.19655,,,,,,,,,,,,,17161f4c-ce93-468c-9aa8-1a740462a7a9,154,,,"[90.9, 54.6]",3998836,7,,,,,-0.8593372,,Left Foot,,,"[95.9, 48.8]",,Ground Pass,,7.6576757,Incomplete,,,,,,,,,,1,Regular Play,Eva Nyström,224144.0,Left Center Back,22,WNT Finland,920,['d9f907a3-635a-474e-963e-b5a15789f715'],16,,,,,,,,,,,,,,,,WNT Finland,920,00:07:16.431,Pass,
,,,,,,,,,,,,,,,,3.358406,,,,,,,,,,,,,36946e2e-6984-4123-8646-1fe9497af5aa,156,,,"[89.0, 54.2]",3998836,7,,,,,0.66184765,,Left Foot,,,"[106.2, 67.6]",,High Pass,,21.803669,,,Sanni Maija Franssi,32232.0,,,,,,Recovery,1,Regular Play,Eva Nyström,224144.0,Left Center Back,22,WNT Finland,920,['68eeff32-f38f-47a9-aaa4-412476b7660b'],18,,,,,,,,,,,,,,,,WNT Finland,920,00:07:18.164,Pass,
,,,,,,,,,,,,,,,,2.194773,,,,,,,,,,,,,cb869c97-402d-4052-848d-85ecb230dfa2,159,,,"[105.8, 68.9]",3998836,7,,,,,-1.3059274,,Right Foot,True,,"[114.1, 38.3]",,High Pass,,31.705677,Incomplete,,,,,,,,,,1,Regular Play,Sanni Maija Franssi,32232.0,Left Center Forward,22,WNT Finland,920,['0f11ee19-1c75-40bf-85c0-01d52ce64a63'],21,,,,,,,,,,,,,,,,WNT Finland,920,00:07:21.556,Pass,
,,,,,,,,,,,,,,,,2.195023,,,,,,,,,,,,,9aec9ca3-ac12-44e5-b95b-4e8a4c8b341c,169,,,"[9.2, 31.9]",3998836,7,,,,,-1.0369222,,Keeper Arm,,,"[21.2, 11.6]",,Ground Pass,,23.58156,,,Ingibjörg Sigurðardóttir,10135.0,,,,,,,1,From Keeper,Cecilía Rán Rúnarsdóttir,193268.0,Goalkeeper,24,Iceland Women's,862,['681d3748-e70d-4020-b067-35d620635550'],34,,,,,,,,,,,,,,,,Iceland Women's,862,00:07:34.248,Pass,
