50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.79152,,,,,,,,,,618f8e9d-29cf-4039-aa91-d90d5a73cab0,17,,"[35.9, 41.5]",3998855,0,,,,-1.5548402,,Right Foot,,,,"[36.2, 22.7]",,Ground Pass,,18.802393,,,,María Méndez Fernández,50375.0,,,,,,1,From Kick Off,Irene Paredes Hernandez,10165.0,Right Center Back,2,Spain Women's,863,['09ef437f-9de1-45fa-89b4-a5d58974d558'],7,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:07.908,Pass,
,,,,,,,,,,,,,,,,,1.325228,,,,,,,,,,589cab99-6623-4a46-beb6-92942dcc31f6,20,,"[35.7, 22.9]",3998855,0,,,,1.6554152,,Right Foot,,,,"[33.8, 45.3]",,Ground Pass,,22.480436,,,,Irene Paredes Hernandez,10165.0,,,,,,1,From Kick Off,María Méndez Fernández,50375.0,Left Center Back,2,Spain Women's,863,['e931b8da-28ad-4ace-97c7-355fd57a1078'],11,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:11.192,Pass,
,,,,,,,,,,,,,,,,,1.22957,,,,,,,,,,72e67168-25d3-4cc1-ba55-2843a6cd7b2a,23,,"[36.6, 47.3]",3998855,0,,,,1.2490457,,Left Foot,,,,"[42.0, 63.5]",,Ground Pass,,17.0763,,,,Jana Fernandez Velasco,45289.0,,,,,,1,From Kick Off,Irene Paredes Hernandez,10165.0,Right Center Back,2,Spain Women's,863,['b232b459-3a1b-489d-8914-c050bba3fb50'],14,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:14.329,Pass,
,,,,,,,,,,,,,,,,,1.779309,,,,,,,,,,6efac08f-5ae6-4c8a-99c7-64e6bd7197e5,26,,"[42.0, 63.6]",3998855,0,,,,-2.0852478,,Right Foot,,,,"[32.9, 47.5]",,Ground Pass,,18.493782,,,,Irene Paredes Hernandez,10165.0,,,,,,1,From Kick Off,Jana Fernandez Velasco,45289.0,Right Back,2,Spain Women's,863,['6af46e7b-59b9-4288-83e8-a3c2d7c19609'],16,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:16.949,Pass,
,,,,,,,,,,,,,,,,,1.116237,,,,,,,,,,ebef5d20-8f44-494f-8f50-0adc8a585a9c,29,,"[33.1, 47.7]",3998855,0,,,,1.0815133,,Right Foot,,,,"[41.3, 63.1]",,Ground Pass,,17.447063,,,,Jana Fernandez Velasco,45289.0,,,,,,1,From Kick Off,Irene Paredes Hernandez,10165.0,Right Center Back,2,Spain Women's,863,['55e4ab65-09ad-48ca-a51f-3719251574f6'],19,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:19.462,Pass,
,,,,,,,,,,,,,,,,,1.142867,,,,,,,,,,32201853-682f-4cfd-b3ce-ba233da7a891,32,,"[42.5, 64.3]",3998855,0,,,,0.68033195,,Right Foot,,,,"[57.7, 76.6]",,Ground Pass,,19.55326,,,,Aitana Bonmati Conca,15284.0,,,,,,1,From Kick Off,Jana Fernandez Velasco,45289.0,Right Back,2,Spain Women's,863,['d6183861-2307-4107-ba89-5c2f723663b9'],21,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:21.998,Pass,
,,,,,,,,,,,,,,,,,1.223236,,,,,,,,,,f22bd5d6-3219-4334-9d6a-d91cede8ebf9,35,,"[56.9, 73.9]",3998855,0,,,,-2.5640335,,Right Foot,,,,"[48.0, 68.1]",,Ground Pass,,10.623088,,,,Jana Fernandez Velasco,45289.0,,,,,,1,From Kick Off,Aitana Bonmati Conca,15284.0,Right Center Midfield,2,Spain Women's,863,['7155ae85-7c1f-4f49-8cba-6536e3871f00'],25,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:25.635,Pass,
,,,,,,,,,,,,,,,,,1.33607,,,,,,,,,,d5776386-54d4-4f72-ae0a-f8ccc0b97079,38,,"[44.2, 68.5]",3998855,0,,,,-2.0028963,,Right Foot,,,,"[34.7, 47.9]",,Ground Pass,,22.685017,,,,Irene Paredes Hernandez,10165.0,,,,,,1,From Kick Off,Jana Fernandez Velasco,45289.0,Right Back,2,Spain Women's,863,['73800ad5-79ee-48f7-8d20-f8a56f2e66f3'],27,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:27.957,Pass,
,,,,,,,,,,,,,,,,,1.765471,,,,,,,,,,c5ba2c75-ad05-4215-8be8-4ed0a8918346,41,,"[35.7, 45.3]",3998855,0,,,,-1.3153342,,Right Foot,,,,"[43.3, 16.2]",,Ground Pass,,30.07607,,,,María Méndez Fernández,50375.0,,,,,,1,From Kick Off,Irene Paredes Hernandez,10165.0,Right Center Back,2,Spain Women's,863,['bb03c26f-7f76-489c-a70e-a9ed9744d97b'],30,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:30.293,Pass,
,,,,,,,,,,,,,,,,,1.133044,,,,,,,,,,6e5ebc15-cd43-4435-8c95-521fbe82dd3d,44,,"[50.6, 12.5]",3998855,0,,,,-0.667762,,Right Foot,,,,"[62.9, 2.8]",,Ground Pass,,15.66461,,,,Leila Ouahabi El Ouahabi,10163.0,,,,,,1,From Kick Off,María Méndez Fernández,50375.0,Left Center Back,2,Spain Women's,863,['202949b2-1201-4a51-8e66-d6322dbeb247'],33,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:33.829,Pass,
,,,,,,,,,,,,,,,,,1.328614,,,,,,,,,,4a963204-36d7-4aea-84ea-cadb1df94252,47,,"[62.9, 3.0]",3998855,0,,,,2.796037,,Left Foot,,,,"[50.4, 7.5]",,Ground Pass,,13.28533,,,,María Méndez Fernández,50375.0,,,,,,1,From Kick Off,Leila Ouahabi El Ouahabi,10163.0,Left Back,2,Spain Women's,863,['d62c2f11-309c-470d-9ae2-e3efeab05e37'],35,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:35.903,Pass,
,,,,,,,,,,,,,,,,,0.840899,,,,,,,,,,04800963-bf3d-4978-a8bf-ae5c4f7e9e26,50,,"[49.6, 9.2]",3998855,0,,,,1.1071488,,Right Foot,,,,"[55.5, 21.0]",,Ground Pass,,13.192801,,,,Patricia Guijarro Gutiérrez,15287.0,,,,,,1,From Kick Off,María Méndez Fernández,50375.0,Left Center Back,2,Spain Women's,863,['6820a477-4f59-48f6-b227-be5e311c5ec5'],38,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:38.192,Pass,
,,,,,,,,,,,,,,,,,1.085285,,,,,,,,,,395d795c-41cf-4044-be41-d4faba7239f5,52,,"[55.3, 20.8]",3998855,0,,,,-2.010639,,Right Foot,,,,"[49.7, 8.9]",,Ground Pass,,13.151806,,,,María Méndez Fernández,50375.0,,,,,,1,From Kick Off,Patricia Guijarro Gutiérrez,15287.0,Center Defensive Midfield,2,Spain Women's,863,['23a78e25-468b-4867-9e2e-238245c4bc38'],39,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:39.032,Pass,
,,,,,,,,,,,,,,,,,0.836751,,,,,,,,,,947430de-5781-4909-8bb0-c2edade50ba9,55,,"[48.5, 8.4]",3998855,0,,,,-0.43413588,,Right Foot,,,,"[59.5, 3.3]",,Ground Pass,,12.124768,,,,Leila Ouahabi El Ouahabi,10163.0,,,,,,1,From Kick Off,María Méndez Fernández,50375.0,Left Center Back,2,Spain Women's,863,['cf6ce148-eb50-4ea9-8b65-34b70ac084ef'],40,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:40.774,Pass,
,,,,,,,,,,,,,,,,,0.641257,,,,,,,,,,ce26a9fc-331d-4f9f-a893-d650feb6f63a,58,,"[62.7, 4.4]",3998855,0,,,,0.14512633,,Left Foot,,,,"[75.7, 6.3]",,Low Pass,,13.138112,,Incomplete,,,,,,,,,1,From Kick Off,Leila Ouahabi El Ouahabi,10163.0,Left Back,2,Spain Women's,863,['03a8a231-5905-4ff0-8378-c6605ed26b49'],42,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:42.475,Pass,
,,,,,,,,,,,,,,,,,1.667022,,,,,,,,,,6e851249-cf68-495b-a1d4-bc94003f197d,60,,"[62.7, 0.1]",3998855,0,,,,2.7846003,,,,,,"[44.2, 7.0]",,Low Pass,,19.744873,,,,María Méndez Fernández,50375.0,,,,,Throw-in,1,From Throw In,Leila Ouahabi El Ouahabi,10163.0,Left Back,3,Spain Women's,863,['d0bf03fb-ad5b-42e9-a8ec-fc87a5f08265'],52,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:52.808,Pass,
,,,,,,,,,,,,,,,,,1.231282,,,,,,,,,,95d62d17-7b27-4929-b510-d55ceec25dd0,63,,"[41.3, 14.4]",3998855,0,,,,1.3538358,,Right Foot,,,,"[45.4, 33.0]",,Ground Pass,,19.046522,,,,Irene Paredes Hernandez,10165.0,,,,,,1,From Throw In,María Méndez Fernández,50375.0,Left Center Back,3,Spain Women's,863,['debcffe6-e8b6-4e59-b70b-4db7d848e134'],56,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:56.306,Pass,
,,,,,,,,,,,,,,,,,0.846945,,,,,,,,,,7ce2d8b5-b856-4ca3-9261-3b33c4566249,66,,"[49.1, 33.0]",3998855,0,,,,-0.68231654,,Right Foot,,,,"[55.5, 27.8]",,Ground Pass,,8.246211,,,,Patricia Guijarro Gutiérrez,15287.0,,,,,,1,From Throw In,Irene Paredes Hernandez,10165.0,Right Center Back,3,Spain Women's,863,['c362e822-3995-4701-8894-e442361735e9'],59,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:59.113,Pass,
,,,,,,,,,,,,,,,,,0.913189,,,,,,,,,,5ef86586-619d-42b4-a3bb-66f647bd9c2d,68,,"[55.3, 27.8]",3998855,0,,,,1.7294515,,Right Foot,,,,"[52.9, 42.8]",,Ground Pass,,15.190786,,,,Irene Paredes Hernandez,10165.0,,,,,,1,From Throw In,Patricia Guijarro Gutiérrez,15287.0,Center Defensive Midfield,3,Spain Women's,863,['55c2c071-be04-483f-bdc9-15bded34e03b'],59,,,,,,,,,,,,,,,,,Spain Women's,863,00:00:59.960,Pass,
,,,,,,,,,,,,,,,,,1.763055,,,,,,,,,,1531d55f-85c5-4ba0-abb1-6d2e361f2110,71,,"[49.4, 57.4]",3998855,1,,,,-1.5476981,,Right Foot,,,,"[50.1, 27.1]",,Ground Pass,,30.308084,,,,María Méndez Fernández,50375.0,,,,,,1,From Throw In,Irene Paredes Hernandez,10165.0,Right Center Back,3,Spain Women's,863,['fcdc109a-50f8-46cc-b7b6-30e61d2c03ba'],5,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:05.202,Pass,
,,,,,,,,,,,,,,,,,2.270408,,,,,,,,,,9c010e1e-73ed-4cad-8dd5-f9cf5c378714,74,,"[54.3, 24.8]",3998855,1,,,,-0.7990959,,Right Foot,,,,"[72.3, 6.3]",,Ground Pass,,25.81182,,,,María Francesca Caldentey Oliver,10161.0,,,,,,1,From Throw In,María Méndez Fernández,50375.0,Left Center Back,3,Spain Women's,863,['fbc583f8-786d-4bf0-a818-fde01ce8c094'],8,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:08.008,Pass,
,,,,,,,,,,,,,,,,,0.774366,,,,,,,,,,bc327d8c-edb0-4a8c-bff3-0092e497cf4c,77,,"[73.1, 5.9]",3998855,1,,,,0.4497596,,Right Foot,,,,"[81.8, 10.1]",,Ground Pass,,9.660746,,,,Alexia Putellas Segura,10143.0,,,,,,1,From Throw In,María Francesca Caldentey Oliver,10161.0,Left Wing,3,Spain Women's,863,['46b1fb43-5ab7-43a6-9222-5b7df8fddd8b'],10,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:10.875,Pass,
,,,,,,,,,,,,,,,,,0.815422,,,,,,,,,,e66a4054-6184-40f1-aa1b-e0d5972d7e1e,80,,"[80.9, 10.4]",3998855,1,,,,-1.8063413,,Right Foot,,,,"[79.7, 5.4]",,Ground Pass,,5.141984,,Incomplete,,,,,,,,,1,From Throw In,Alexia Putellas Segura,10143.0,Left Center Midfield,3,Spain Women's,863,['f9475b9a-2667-4439-9064-15e8ce1508b5'],11,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:11.786,Pass,
,,,,,,,,,,,,,,,,,1.234956,,,,,,,,,,66bc6498-8e6f-4c27-85ce-b72365397562,86,,"[84.1, 6.3]",3998855,1,,,,-0.28330797,,Right Foot,,,,"[92.0, 4.0]",,Ground Pass,,8.228001,,,,Leila Ouahabi El Ouahabi,10163.0,,,,,,1,From Throw In,Alexia Putellas Segura,10143.0,Left Center Midfield,3,Spain Women's,863,"['dbe43317-5520-4036-85ba-b81868bab75c', '012f7a39-e449-40ca-870a-fdca29d91c22']",14,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:14.321,Pass,True
,,,,,,,,,,,,,,,,,0.583016,,,,,,,,,,600b5b72-a43f-439b-ab74-df0317a564ad,89,,"[97.6, 4.0]",3998855,1,,,,2.0047498,,Left Foot,,,,"[93.8, 12.2]",,Ground Pass,,9.037699,,,,Alexia Putellas Segura,10143.0,,,,,,1,From Throw In,Leila Ouahabi El Ouahabi,10163.0,Left Back,3,Spain Women's,863,['e91c28ef-756f-4b00-9600-8aac42ab1f52'],16,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:16.948,Pass,
,,,,,,,,,,,,,,,,,0.831569,,,,,,,,,,d2e0fce6-46cf-4d19-be17-df0a3b067b08,92,,"[98.1, 12.7]",3998855,1,,,,2.6964614,,Right Foot,,,,"[87.2, 17.9]",,Ground Pass,,12.076838,,,,Patricia Guijarro Gutiérrez,15287.0,,,,,,1,From Throw In,Alexia Putellas Segura,10143.0,Left Center Midfield,3,Spain Women's,863,['4e665963-c0f1-4850-80e5-2b03fd7c4c36'],20,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:20.044,Pass,
,,,,,,,,,,,,,,,,,1.379071,,,,,,,,,,7d5c4dd8-7812-4a6d-a765-d748ed75d9f6,95,,"[87.2, 20.7]",3998855,1,,,,1.6599067,,Right Foot,,,,"[84.6, 49.8]",,Ground Pass,,29.21592,,,,Jana Fernandez Velasco,45289.0,,,,,,1,From Throw In,Patricia Guijarro Gutiérrez,15287.0,Center Defensive Midfield,3,Spain Women's,863,['19a814f2-123e-4b75-a177-1cac263f5bc3'],22,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:22.385,Pass,
,,,,,,,,,,,,,,,,,1.083488,,,,,,,,,,5b26312a-2573-4561-9f43-783a10895491,98,,"[90.8, 53.6]",3998855,1,,,,0.64234906,,Right Foot,,,,"[104.7, 64.0]",,Ground Pass,,17.360012,,,,Athenea del Castillo Belvide,49913.0,,,,,,1,From Throw In,Jana Fernandez Velasco,45289.0,Right Back,3,Spain Women's,863,['c88404b5-903f-443c-9833-fe7e96fff3ab'],25,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:25.454,Pass,
,,,,,,,,,,,,,,,,,0.762025,,,,,,,,,,45b8f3a3-90e7-47a3-bce1-ef085c80ce45,101,,"[105.2, 58.8]",3998855,1,,,,-2.1341126,,Right Foot,,,,"[101.6, 53.1]",,Ground Pass,,6.7416615,,,,Aitana Bonmati Conca,15284.0,,,,,,1,From Throw In,Athenea del Castillo Belvide,49913.0,Right Wing,3,Spain Women's,863,['90a0810b-adb1-43fd-90dc-6b16c948f33f'],29,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:29.031,Pass,
,,,,,,,,,,,,,,,,,0.419285,,,,,,,,,,0275fc33-2846-4f4a-bc77-4e1ac48ca7ec,104,,"[115.8, 59.5]",3998855,1,,,,-1.5329356,,Right Foot,True,,,"[116.3, 46.3]",,Low Pass,,13.209466,,Incomplete,,,,,,,,,1,From Throw In,Aitana Bonmati Conca,15284.0,Right Center Midfield,3,Spain Women's,863,['f118d240-bba6-45de-b65a-604b8d00e989'],32,,,,,,,,,,,,,,,,,Spain Women's,863,00:01:32.805,Pass,
,,,,,,,,,,,,,,,,,5.328772,,,,,,,,,,22083bf6-3ece-423b-83cb-d9cd9fe8099e,106,,"[120.0, 80.0]",3998855,2,,,,-1.6357119,,Left Foot,,,,"[115.3, 7.7]",,High Pass,True,72.45261,,Incomplete,,,,,True,Inswinging,,Corner,1,From Corner,Salma Paralluelo Ayingono,222682.0,Center Forward,4,Spain Women's,863,['0f67744c-4e13-4a33-9bde-be86f7c2ee8c'],1,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:01.420,Pass,
,,,,,,,,,,,,,,,,,2.702983,,,,,,,,,,f2ae62f6-7b69-400f-b32d-f6f75d361af6,112,,"[11.7, 80.0]",3998855,2,,,,-0.17824468,,,,,,"[50.0, 73.1]",,High Pass,,38.916576,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Martina Lenzini,49972.0,Right Center Back,5,Italy Women's,855,['9ccb028a-f9b2-403b-9844-dba56f96305f'],28,,,,,,,,,,,,,,,,,Italy Women's,855,00:02:28.694,Pass,
,,,,,,,,,,,,,,,,,1.347529,,,,,,,,,,cbfea4f4-9c00-42e5-b265-ef68d9c00360,115,,"[57.2, 17.0]",3998855,2,,,,-1.4933653,,Left Foot,,,,"[58.1, 5.4]",,Ground Pass,,11.634861,,,,María Méndez Fernández,50375.0,,,,,,1,Regular Play,Irene Paredes Hernandez,10165.0,Right Center Back,6,Spain Women's,863,['00338c6a-95e7-4260-b245-a0de0ab47bf1'],34,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:34.902,Pass,
,,,,,,,,,,,,,,,,,0.794912,,,,,,,,,,d72f53ff-f4cc-4c1a-abc1-63248721c005,118,,"[57.0, 6.0]",3998855,2,,,,1.1988786,,Right Foot,,,,"[62.5, 20.1]",,Ground Pass,,15.134728,,,,Patricia Guijarro Gutiérrez,15287.0,,,,,,1,Regular Play,María Méndez Fernández,50375.0,Left Center Back,6,Spain Women's,863,['8fafc8d0-fb25-48e1-a539-ee014df67d32'],38,,,,,,,,,,,,,,,,,Spain Women's,863,00:02:38.168,Pass,
