50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.555849,,,,,,,,,,,,be3ba9f1-d51b-45ea-ad7d-5e457094a994,13,,"[54.2, 33.1]",3998859,0,,,,0.83740604,,Head,,,"[71.5, 52.3]",,Low Pass,,25.844341,,,,Chasity Grant,63790.0,,,,,,Recovery,1,From Kick Off,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,2,Netherlands Women's,851,"['16ca9dd4-a2ac-42e1-8910-d03519bd127f', '587e9774-9c91-4d35-841c-97301634d923']",9,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:09.617,Pass,
,,,,,,,,,,,,,,,,3.060912,,,,,,,,,,,,3c349198-8115-4c8d-a856-e98ad329c67c,16,,"[63.8, 47.6]",3998859,0,,,,-3.0257766,,Right Foot,,,"[23.4, 42.9]",,Ground Pass,,40.672474,,,,Daphne van Domselaar,32339.0,,,,,,,1,From Kick Off,Chasity Grant,63790.0,Right Wing,2,Netherlands Women's,851,['76b692d1-0596-4e04-b260-e39270b9950d'],13,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:13.607,Pass,
,,,,,,,,,,,,,,,,2.207214,,,,,,,,,,,,eee6766e-15e2-44d4-93e7-5bf5baa33114,19,,"[23.4, 42.9]",3998859,0,,,,1.235348,,Left Foot,,,"[27.2, 53.8]",,Ground Pass,,11.543396,,,,Sherida Spitse,10645.0,,,,,,,1,From Kick Off,Daphne van Domselaar,32339.0,Goalkeeper,2,Netherlands Women's,851,['cefbae8f-ea03-4066-adde-1266565750eb'],18,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:18.056,Pass,
,,,,,,,,,,,,,,,,1.215745,,,,,,,,,,,,9ca0df56-9fc8-4b16-98f1-035c4eb83797,22,,"[27.2, 53.8]",3998859,0,,,,-2.1145017,,Right Foot,,,"[19.1, 40.4]",,Ground Pass,,15.657906,,,,Daphne van Domselaar,32339.0,,,,,,,1,From Kick Off,Sherida Spitse,10645.0,Right Center Back,2,Netherlands Women's,851,['a17e3669-8363-4b52-b4f2-1acc24605efe'],20,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:20.300,Pass,
,,,,,,,,,,,,,,,,2.473072,,,,,,,,,,,,0ebfbfc3-776e-43af-a1a1-613b467f0bd3,26,,"[13.1, 42.7]",3998859,0,,,,0.3251635,,Right Foot,,,"[57.0, 57.5]",,Low Pass,,46.327637,,,,Chasity Grant,63790.0,,,,,,,1,From Kick Off,Daphne van Domselaar,32339.0,Goalkeeper,2,Netherlands Women's,851,"['ddb6a927-70ad-41e6-a41c-8e640c0a0e07', 'fad44c35-6768-4033-8cf3-3b0272c13fe5']",23,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:23.287,Pass,True
,,,,,,,,,,,,,,,,2.106172,,,,,,,,,,,,c744367f-737e-4cdf-86aa-bdba1c4db64e,30,,"[57.6, 50.0]",3998859,0,,,,-1.2490457,,Left Foot,,,"[63.6, 32.0]",,Ground Pass,,18.973665,,,,Jill Roord,10650.0,,,,,,,1,From Kick Off,Chasity Grant,63790.0,Right Wing,2,Netherlands Women's,851,"['3eeceb73-436a-44a0-854a-df3336b8f054', '7723dd7b-3199-4b29-ba58-3d628137df0b']",27,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:27.467,Pass,True
,,,,,,,,,,,,,,,,2.962011,,,,,,,,,,,,1e15cc01-8888-4d7d-80a9-3f1167ca0a07,32,,"[65.1, 30.1]",3998859,0,,,,-0.8011982,,Right Foot,,,"[86.9, 7.6]",,Ground Pass,,31.328741,,,,Kerstin Yasmijn Casparij,221888.0,,,,,,,1,From Kick Off,Jill Roord,10650.0,Left Center Midfield,2,Netherlands Women's,851,['716120cf-bc2f-4eaa-8313-59b0a8775d12'],29,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:29.573,Pass,
,,,,,,,,,,,,,,,,6.208908,,,,,,,,,,,,ec98e915-9542-4dac-9033-1380b5fea1b6,36,,"[105.1, 11.7]",3998859,0,,,,1.3927605,,Left Foot,True,,"[117.3, 79.5]",,High Pass,,68.88889,,Out,,,,,,True,,,,1,From Kick Off,Kerstin Yasmijn Casparij,221888.0,Left Back,2,Netherlands Women's,851,,36,,,,,,,,,,,,,,,,Netherlands Women's,851,00:00:36.203,Pass,
,,,,,,,,,,,,,,,,0.897002,,,,,,,,,,,,ead0ec02-19c4-4141-8352-b21aa7f5e725,37,,"[3.5, 0.1]",3998859,1,,,,0.61129934,,,,,"[15.2, 8.3]",,Low Pass,,14.287407,,,,Sandy Baltimore,24459.0,,,,,,Throw-in,1,From Throw In,Selma Bacha,15471.0,Left Back,3,France Women's,861,['2b1a5db0-0466-4c33-bcb8-5f5573c60def'],8,,,,,,,,,,,,,,,,France Women's,861,00:01:08.120,Pass,
,,,,,,,,,,,,,,,,0.931365,,,,,,,,,,,,4b592ce9-e3c7-4d58-88d4-4e99fcab96b8,42,,"[11.6, 7.7]",3998859,1,,,,-2.4489508,,Left Foot,,,"[6.9, 3.8]",,Ground Pass,,6.1073728,,,,Selma Bacha,15471.0,,,,,,,1,From Throw In,Sandy Baltimore,24459.0,Left Wing,3,France Women's,861,"['e818740b-fb07-4caf-bbf4-2eb8f7f7e446', '3fa2532f-fd0a-428d-8969-9fd8e4fd4baa', 'bc77223b-0291-4e69-9831-16043d0b6ae1']",9,,,,,,,,,,,,,,,,France Women's,861,00:01:09.956,Pass,True
,,,,,,,,,,,,,,,,1.586829,,,,,,,,,,,,fb595c94-466d-4a63-aa4f-c08603960e64,45,,"[6.5, 3.2]",3998859,1,,,,0.4573781,,Left Foot,,,"[32.1, 15.8]",,Low Pass,,28.532787,,Incomplete,,,,,,,,,,1,From Throw In,Selma Bacha,15471.0,Left Back,3,France Women's,861,['f4472de3-06da-4735-957a-81163851e3e2'],10,,,,,,,,,,,,,,,,France Women's,861,00:01:10.888,Pass,
,,,,,,,,,,,,,,,,1.160359,,,,,,,,,,,,f4472de3-06da-4735-957a-81163851e3e2,46,,"[88.0, 64.3]",3998859,1,,,,1.0483929,,Right Foot,,,"[93.7, 74.2]",,Low Pass,,11.423659,,,,Lynn Wilms,32333.0,,,,,,Recovery,1,Regular Play,Jackie Groenen,10654.0,Center Defensive Midfield,4,Netherlands Women's,851,"['9f3e1262-ee68-4ee5-acf4-b6e9c2185a79', 'fb595c94-466d-4a63-aa4f-c08603960e64']",12,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:12.475,Pass,
,,,,,,,,,,,,,,,,2.92835,,,,,,,,,,,,87d1d3ca-65a0-4684-a7a2-4125c7445761,52,,"[97.2, 80.0]",3998859,1,,,,-2.770992,,,,,"[64.0, 67.1]",,Low Pass,,35.618114,,,,Sherida Spitse,10645.0,,,,,,Throw-in,1,From Throw In,Lynn Wilms,32333.0,Right Back,5,Netherlands Women's,851,['923e1956-ac8d-4128-857a-5ce85128908e'],27,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:27.969,Pass,
,,,,,,,,,,,,,,,,2.265838,,,,,,,,,,,,854851f2-ccba-421f-8e78-56cad6c15b3e,55,,"[62.9, 65.0]",3998859,1,,,,-1.7498116,,Right Foot,,,"[57.2, 33.5]",,Ground Pass,,32.01156,,,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,,1,From Throw In,Sherida Spitse,10645.0,Right Center Back,5,Netherlands Women's,851,['280a4eca-f995-46f4-a081-9c5cde9063e1'],32,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:32.146,Pass,
,,,,,,,,,,,,,,,,1.335338,,,,,,,,,,,,b8b2cf9e-2d0e-402c-a9b0-ffdfaa13b396,58,,"[80.5, 25.4]",3998859,1,,,,-0.2971535,,Right Foot,,,"[101.4, 19.0]",,High Pass,,21.85795,,Incomplete,,,,,,,,,,1,From Throw In,Dominique Johanna Anna Petrone Janssen,10666.0,Left Center Back,5,Netherlands Women's,851,['13edd5f7-caf7-4fd9-a1e0-9e071d04a653'],39,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:39.361,Pass,
,,,,,,,,,,,,,,,,2.252517,,,,,,,,,,,,a10b3f45-ac9c-4583-b48d-276143aaa34c,63,,"[91.1, 30.0]",3998859,1,,,,1.1206614,,Right Foot,,,"[105.5, 59.8]",,High Pass,,33.09683,,,,Chasity Grant,63790.0,,,,,,,1,From Throw In,Victoria Pelova,63788.0,Left Wing,5,Netherlands Women's,851,['be892ca9-40ca-46b9-b2c0-b7e8bfb52b75'],45,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:45.209,Pass,
,,,,,,,,,,,,,,,,1.623358,,,,,,,,,,,,65d1cabe-6bad-46ba-ba0d-cd3e28e882f5,66,,"[100.5, 53.0]",3998859,1,,,,-2.4805496,77969408-adba-4d18-9822-9f4a0602d141,Right Foot,,,"[90.6, 45.3]",,Ground Pass,,12.541929,,,,Victoria Pelova,63788.0,True,,,,,,1,From Throw In,Chasity Grant,63790.0,Right Wing,5,Netherlands Women's,851,['a29f769c-5d68-4ed4-9054-13dba827dd43'],49,,,,,,,,,,,,,,,,Netherlands Women's,851,00:01:49.217,Pass,
,,,,,,,,,,,,,,,,4.354154,,,,,,,,,,,,78e430a3-bd68-481d-8ad1-8593851229d8,80,,"[23.1, 75.7]",3998859,2,,,,-0.18910082,,Right Foot,,,"[85.8, 63.7]",,High Pass,,63.837997,,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Elisa De Almeida,30969.0,Right Back,7,France Women's,861,['0b7d2580-d2a4-4ae7-b7c6-b6c09833d992'],31,,,,,,,,,,,,,,,,France Women's,861,00:02:31.975,Pass,
,,,,,,,,,,,,,,,,0.573261,,,,,,,,,,,,f41a07e8-967f-48e3-8418-939fea2774ed,82,,"[64.2, 80.0]",3998859,2,,,,-1.2336624,,,,,"[67.6, 70.3]",,Low Pass,,10.278619,,,,Oriane Jean-François,31633.0,,,,,,Throw-in,1,From Throw In,Elisa De Almeida,30969.0,Right Back,8,France Women's,861,['deb3692e-a711-42af-85c2-e48e42f67b86'],57,,,,,,,,,,,,,,,,France Women's,861,00:02:57.213,Pass,
,,,,,,,,,,,,,,,,1.66479,,,,,,,,,,,,8c44b5ef-e201-4060-aa5b-90dd6d374e4b,85,,"[66.6, 73.3]",3998859,2,,,,0.0,,Right Foot,,,"[85.4, 73.3]",,High Pass,,18.8,,Incomplete,,,,,,,,,,1,From Throw In,Oriane Jean-François,31633.0,Right Center Midfield,8,France Women's,861,['c82e515c-0477-4909-bd56-ed5379601daf'],59,,,,,,,,,,,,,,,,France Women's,861,00:02:59.026,Pass,
,,,,,,,,,,,,,,,,1.683483,,,,,,,,,,,,8cf395e9-5473-431c-a78a-5911a41b7754,90,,"[78.3, 63.3]",3998859,3,,,,-0.24870999,,Right Foot,,,"[90.9, 60.1]",,Ground Pass,,13.0,,,,Marie-Antoinette Katoto,15419.0,,,,,,,1,From Throw In,Oriane Jean-François,31633.0,Right Center Midfield,8,France Women's,861,['777c2211-e575-4dde-aa9c-84410a78acea'],3,,,,,,,,,,,,,,,,France Women's,861,00:03:03.142,Pass,
,,,,,,,,,,,,,,,,1.164626,,,,,,,,,,,,b14b7ea9-6c09-4606-8b0e-800d85eb0c87,92,,"[90.7, 60.1]",3998859,3,,,,-1.5898416,,Right Foot,,,"[90.5, 49.6]",,Ground Pass,,10.5019045,,,,Sakina Karchaoui,10117.0,,,,,,,1,From Throw In,Marie-Antoinette Katoto,15419.0,Center Forward,8,France Women's,861,['6788b279-0047-41d4-aad3-5befc8425123'],4,,,,,,,,,,,,,,,,France Women's,861,00:03:04.826,Pass,
,,,,,,,,,,,,,,,,1.405783,,,,,,,,,,,,b6d2b886-2511-4e42-b982-695f150db456,97,,"[94.4, 45.9]",3998859,3,,,,-1.2647395,,Right Foot,,,"[102.9, 19.0]",,Ground Pass,,28.21099,,,,Sandy Baltimore,24459.0,,,,,,,1,From Throw In,Sakina Karchaoui,10117.0,Left Center Midfield,8,France Women's,861,"['f39fe16d-262f-4e22-b108-f16dc7f01861', 'ef6c6bd2-4de5-4add-9271-65d0e680c4db']",6,,,,,,,,,,,,,,,,France Women's,861,00:03:06.840,Pass,True
,,,,,,,,,,,,,,,,0.829948,,,,,,,,,,,,0937362d-51f8-4b7f-85b7-53b4a611f753,103,,"[112.1, 0.1]",3998859,3,,,,2.226492,,,,,"[106.1, 7.9]",,Low Pass,,9.840732,,,,Sandy Baltimore,24459.0,,,,,,Throw-in,1,From Throw In,Selma Bacha,15471.0,Left Back,9,France Women's,861,['2f6eb3aa-50ce-4ce8-850b-26974d4ea52a'],35,,,,,,,,,,,,,,,,France Women's,861,00:03:35.309,Pass,
,,,,,,,,,,,,,,,,0.632753,,,,,,,,,,,,a8615bee-438d-45e5-bc8f-7cfce5c3037d,106,,"[106.4, 8.3]",3998859,3,,,,-1.1597317,,Left Foot,,,"[108.1, 4.4]",,Ground Pass,,4.2544093,,,,Selma Bacha,15471.0,,,,,,,1,From Throw In,Sandy Baltimore,24459.0,Left Wing,9,France Women's,861,['f3e0d037-e6c4-4e62-884f-b26aa44d4a7a'],36,,,,,,,,,,,,,,,,France Women's,861,00:03:36.139,Pass,
,,,,,,,,,,,,,,,,1.122739,,,,,,,,,,,,6b24431b-6bb8-4358-b682-62f2e7b1bef6,113,,"[98.5, 5.2]",3998859,4,,,,1.2633014,,Left Foot,True,,"[107.9, 34.8]",,High Pass,,31.056723,,Incomplete,,,,,,,,,Free Kick,1,From Free Kick,Selma Bacha,15471.0,Left Back,10,France Women's,861,['d43c98cc-597f-490b-bbff-0f651421d05c'],18,,,,,,,,,,,,,,,,France Women's,861,00:04:18.179,Pass,
,,,,,,,,,,,,,,,,1.283155,,,,,,,,,,,,b4a9e6d1-1e3a-4c1a-8a71-18d6de3675c5,115,,"[70.4, 26.0]",3998859,4,,,,-1.2006963,,Right Foot,,,"[77.5, 7.7]",,Ground Pass,,19.62906,,,,Selma Bacha,15471.0,,,,,,Recovery,1,From Free Kick,Oriane Jean-François,31633.0,Right Center Midfield,10,France Women's,861,['7cd76591-57d7-4458-9c6d-0bb3b142ab2d'],22,,,,,,,,,,,,,,,,France Women's,861,00:04:22.800,Pass,
,,,,,,,,,,,,,,,,0.832976,,,,,,,,,,,,9168107e-e6f7-4db4-aca1-a37204387403,119,,"[77.3, 5.3]",3998859,4,,,,0.0,,Left Foot,,,"[91.4, 5.3]",,Ground Pass,,14.1,,Incomplete,,,,,,,,,,1,From Free Kick,Selma Bacha,15471.0,Left Back,10,France Women's,861,['f8026f08-acc6-426b-b3c4-662775b5bf39'],25,,,,,,,,,,,,,,,,France Women's,861,00:04:25.128,Pass,
,,,,,,,,,,,,,,,,1.600651,,,,,,,,,,,,5a54625a-a42a-446e-a707-3f24d418ebd3,121,,"[99.7, 0.1]",3998859,4,,,,0.59197086,,,,,"[111.3, 7.9]",,Low Pass,,13.978555,,,,Sakina Karchaoui,10117.0,,,,,,Throw-in,1,From Throw In,Selma Bacha,15471.0,Left Back,11,France Women's,861,['b1bdc505-3cc1-4456-a9d9-bde2a2bf560c'],39,,,,,,,,,,,,,,,,France Women's,861,00:04:39.300,Pass,
,,,,,,,,,,,,,,,,0.239075,,,,,,,,,,,,687adf82-fafd-47b6-b6c2-e81edf48406c,126,,"[111.3, 4.9]",3998859,4,,,,-2.896614,,Left Foot,,,"[109.3, 4.4]",,Ground Pass,,2.0615528,,Incomplete,,,,,,,,,,1,From Throw In,Sakina Karchaoui,10117.0,Left Center Midfield,11,France Women's,861,['2c3706dd-baba-4927-8fd3-7221b8bc1034'],42,,,,,,,,,,,,,,,,France Women's,861,00:04:42.680,Pass,
,,,,,,,,,,,,,,,,1.00811,,,,,,,,,,,,6d662bcd-0729-470b-bd30-5fd3c9135697,128,,"[98.4, 0.1]",3998859,4,,,,0.9698448,,,,,"[109.3, 16.0]",,Low Pass,,19.277449,,,,Sandy Baltimore,24459.0,,,,,,Throw-in,1,From Throw In,Selma Bacha,15471.0,Left Back,12,France Women's,861,['28524a0b-7772-4fc6-83c8-a894245480bc'],58,,,,,,,,,,,,,,,,France Women's,861,00:04:58.846,Pass,
,,,,,,,,,,,,,,,,0.19014,,,,,,,,,,,,fab661e1-1d2a-4896-8196-78ee1c6fa76e,136,,"[3.5, 72.4]",3998859,5,,,,0.3529904,,Right Foot,,,"[5.4, 73.1]",,Low Pass,,2.0248456,,Incomplete,,,,,,,,,,1,Regular Play,Sherida Spitse,10645.0,Right Center Back,13,Netherlands Women's,851,"['51b86151-fed9-405c-9862-0b3a524a3932', '350900f2-ee14-4e66-b706-07ef0d7bb677']",3,,,,,,,,,,,,,,,,Netherlands Women's,851,00:05:03.097,Pass,True
,,,,,,,,,,,,,,,,1.957127,,,,,,,,,,,,db3b16f6-c222-4423-9a5e-709831b50427,139,,"[114.7, 0.1]",3998859,5,,,,1.815775,,,,,"[111.1, 14.5]",,Low Pass,,14.843181,,Incomplete,,,,,,,,,Throw-in,1,From Throw In,Selma Bacha,15471.0,Left Back,14,France Women's,861,['03f7da53-7e54-46f3-b96d-83a92d5cbb57'],16,,,,,,,,,,,,,,,,France Women's,861,00:05:16.669,Pass,
,,,,,,,,,,,,,,,,5.762268,,,,,,,,,,,,b5de90f4-720a-4b23-a428-a414ae54159b,143,,"[9.9, 64.5]",3998859,5,,,,-0.5024576,,Right Foot,,,"[79.6, 26.2]",,High Pass,,79.52974,,Incomplete,,,,,,,,,,1,From Throw In,Lynn Wilms,32333.0,Right Back,14,France Women's,861,['e32197e4-c255-41a2-a27a-fa226b4ad813'],19,,,,,,,,,,,,,,,,Netherlands Women's,851,00:05:19.748,Pass,
