50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.869404,,,,,,,,,,,,cf70d2b1-bd5b-4cdb-b9e5-af7a4946ba16,34,,"[111.3, 4.5]",3845506,0,,,,,2.9304993,,Left Foot,,,"[105.7, 5.7]",,Ground Pass,,5.7271285,,,Kosovare Asllani,10220.0,,,,,,,1,From Throw In,Hanna Erica Maria Glas,24693.0,Left Back,4,Sweden Women's,858,['a405e1cb-84cb-4e58-a915-4a370b21e1a1'],46,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:46.041,Pass,
,,,,,,,,,,,,,,,,,0.521181,,,,,,,,,,,,03e83afa-192c-4451-99f7-981db1b8b353,38,,"[106.7, 4.1]",3845506,0,,,,,0.2914568,,Left Foot,,,"[110.7, 5.3]",,Low Pass,,4.1761227,Pass Offside,,Hanna Erica Maria Glas,24693.0,,,,,,,1,From Throw In,Kosovare Asllani,10220.0,Center Attacking Midfield,4,Sweden Women's,858,"['3b0e9e39-f920-4a46-9f51-c3e57d4fbd3d', '953c03ec-70e9-49aa-b031-9faa0e5271e0']",47,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:00:47.437,Pass,True
,,,,,,,,,,,,,,,,,1.624685,,,,,,,,,,,,82c5b806-c386-4e55-a022-210d5677cf4a,40,,"[6.0, 44.0]",3845506,1,,True,,,-0.6094088,,Right Foot,,,"[31.5, 26.2]",,Ground Pass,,31.09807,,,Leah Williamson,18999.0,,,,,,Free Kick,1,From Free Kick,Mary Alexandra Earps,31538.0,Goalkeeper,5,England Women's,865,['1416d79f-75f5-436f-9a0a-db363af04f80'],13,,,,,,,,,,,,,,,,,,England Women's,865,00:01:13.286,Pass,
,,,,,,,,,,,,,,,,,0.88312,,,,,,,,,,,,49c40697-8bdc-47c2-b416-1dde762090bd,43,,"[53.1, 36.3]",3845506,1,,,,,0.637961,,Right Foot,,,"[64.7, 44.9]",,Ground Pass,,14.440222,,,Georgia Stanway,4643.0,,,,,,,1,From Free Kick,Leah Williamson,18999.0,Left Center Back,5,England Women's,865,['1e7a4c17-6f18-4961-9a06-dd3c62033314'],19,,,,,,,,,,,,,,,,,,England Women's,865,00:01:19.007,Pass,
,,,,,,,,,,,,,,,,,1.161632,,,,,,,,,,,,a91edb1d-82c7-48f1-b1fc-3004047535bf,47,,"[65.5, 43.1]",3845506,1,,,,,-0.22679885,,Right Foot,,,"[78.5, 40.1]",,Ground Pass,,13.341664,,,Francesca Kirby,4641.0,,,,,,,1,From Free Kick,Georgia Stanway,4643.0,Right Center Midfield,5,England Women's,865,"['290e5753-5441-4d0d-9557-36bee90fd607', '63c3b2d6-8f48-4467-a2cb-dc5f9ec82c49']",20,,,,,,,,,,,,,,,,,,England Women's,865,00:01:20.728,Pass,True
,,,,,,,,,,,,,,,,,1.467361,,,,,,,,,,,,d61ffc69-c3d0-4766-997e-2f179d370514,50,,"[80.3, 41.7]",3845506,1,,,,,1.0342729,,Right Foot,,,"[93.8, 64.4]",,Ground Pass,,26.410982,,,Bethany Mead,15619.0,,,,,,,1,From Free Kick,Francesca Kirby,4641.0,Left Center Midfield,5,England Women's,865,['92cfb4e4-7297-49c8-b689-526b78fbd437'],22,,,,,,,,,,,,,,,,,,England Women's,865,00:01:22.699,Pass,
,,,,,,,,,,,,,,,,,1.029256,,,,,,,,,,,,ffd02906-e477-4edf-b20e-69b1f836e65f,53,,"[96.4, 64.4]",3845506,1,,,,,-1.0127697,,Right Foot,True,,"[106.2, 48.7]",,High Pass,,18.507566,Incomplete,,,,,,,,,,1,From Free Kick,Bethany Mead,15619.0,Right Midfield,5,England Women's,865,['0df396ec-2ed1-4da1-820c-cf82c15010a4'],25,,,,,,,,,,,,,,,,,,England Women's,865,00:01:25.799,Pass,
,,,,,,,,,,,,,,,,,1.338417,,,,,,,,,,,,445a8ad5-d254-44f5-b4ef-dce7a7625eed,57,,"[91.4, 48.1]",3845506,1,,,,,0.9200255,,Right Foot,,,"[106.4, 67.8]",,Ground Pass,,24.760654,,,Bethany Mead,15619.0,,,,,,,1,From Free Kick,Georgia Stanway,4643.0,Right Center Midfield,5,England Women's,865,['e96391fe-89db-4caa-ba72-955b2b7b92c4'],30,,,,,,,,,,,,,,,,,,England Women's,865,00:01:30.037,Pass,
,,,,,,,,,,,,,,,,,1.375136,,,,,,,,,,,,e1a59e4f-0848-49e3-96ea-458c126db5bd,60,,"[108.9, 59.0]",3845506,1,,,,,-2.0203106,,Right Foot,True,,"[103.4, 47.6]",,Ground Pass,,12.657409,Incomplete,,Georgia Stanway,4643.0,,,,,,,1,From Free Kick,Bethany Mead,15619.0,Right Midfield,5,England Women's,865,"['05af378e-6312-450b-9409-18aa5cdff6b6', 'e3385d64-c132-400b-8076-fb9b74efe457']",34,,,,,,,,,,,,,,,,,,England Women's,865,00:01:34.094,Pass,
,,,,,,,,,,,,,,,,,0.851799,,,,,,,,,,,,e3385d64-c132-400b-8076-fb9b74efe457,62,,"[16.7, 32.5]",3845506,1,,,,,-1.022247,,Left Foot,,,"[21.1, 25.3]",,Ground Pass,,8.438009,,,Fridolina Rolfö,10215.0,,,,,,Recovery,1,From Free Kick,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,5,England Women's,865,"['a078c1cb-f37e-4f68-9e14-42ece8190ca3', 'e1a59e4f-0848-49e3-96ea-458c126db5bd']",35,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:35.469,Pass,
,,,,,,,,,,,,,,,,,1.800125,,,,,,,,,,,,97d91eb2-39e0-432f-acd7-c55cc09f23a6,65,,"[23.5, 18.7]",3845506,1,,,,,-0.21018259,,Left Foot,,,"[46.0, 13.9]",,Ground Pass,,23.006304,Incomplete,,Emma Stina Blackstenius,10229.0,,,,,,,1,From Free Kick,Fridolina Rolfö,10215.0,Left Wing,5,England Women's,865,"['008db60d-03e3-4cc3-84ab-24b301729134', '8e1d42b9-dd08-4580-8da4-3f6e17aae2eb']",38,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:38.017,Pass,
,,,,,,,,,,,,,,,,,1.469876,,,,,,,,,,,,c0fd827e-388d-4847-b269-9a8999e19def,69,,"[81.3, 66.2]",3845506,1,,,,,-0.8445882,,Right Foot,,,"[94.0, 51.9]",,Ground Pass,,19.125376,Incomplete,,Keira Walsh,4658.0,,,,,,,1,From Free Kick,Millie Bright,4642.0,Right Center Back,5,England Women's,865,"['6669e699-88bd-41ac-8ddd-7a565e4763a1', '8e202a8a-2aa0-401f-87e7-e50b625509fe']",41,,,,,,,,,,,,,,,,,,England Women's,865,00:01:41.026,Pass,
,,,,,,,,,,,,,,,,,0.980387,,,,,,,,,,,,6669e699-88bd-41ac-8ddd-7a565e4763a1,71,,"[26.1, 28.2]",3845506,1,,,,,-1.1238139,,Left Foot,,,"[31.9, 16.1]",,Ground Pass,,13.418271,,,Fridolina Rolfö,10215.0,,,,,,Recovery,1,Regular Play,Gun Nathalie Björn,26093.0,Left Defensive Midfield,6,Sweden Women's,858,"['c0fd827e-388d-4847-b269-9a8999e19def', 'fbbd7d48-dc13-4187-b493-3ba69ae37c7a']",42,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:42.496,Pass,
,,,,,,,,,,,,,,,,,4.390423,,,,,,,,,,,,98942897-8751-4d71-a62e-5207a48b3d14,75,,"[33.7, 7.5]",3845506,1,,,,,-0.0027322336,,Left Foot,,,"[106.9, 7.3]",,High Pass,,73.20027,,,Emma Stina Blackstenius,10229.0,,,,,,,1,Regular Play,Fridolina Rolfö,10215.0,Left Wing,6,Sweden Women's,858,['39b18d52-ee9f-4f88-b8d5-a04648606a4a'],45,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:45.164,Pass,
,,,,,,,,,,,,,,,,,0.786043,,,,,,,,,,,,228ed1a9-9147-4cc7-94c8-853d6e33242d,78,,"[97.8, 19.1]",3845506,1,,,,,2.0257735,,Right Foot,,,"[91.0, 33.0]",,Ground Pass,,15.474172,,,Ingrid Filippa Angeldal,62666.0,,,,,,,1,Regular Play,Emma Stina Blackstenius,10229.0,Center Forward,6,Sweden Women's,858,['f1615409-19e7-4d97-a987-dbf1b21d2197'],55,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:01:55.488,Pass,
,,,,,,,,,,,,,,,,,3.998188,,,,,,,,,,,,bafe1e89-1209-41d9-826b-536bff780f03,87,,"[46.8, 30.7]",3845506,2,,,,,0.3464369,,Left Foot,,,"[95.0, 48.1]",,High Pass,,51.24451,Incomplete,,Bethany Mead,15619.0,,,,,,,1,Regular Play,Lauren Hemp,15555.0,Left Midfield,6,Sweden Women's,858,"['7af21a6a-c6e2-4e56-bbb8-f19f1d2abf59', 'b48e3c9f-4523-4942-939f-bea0a68eeca2', 'edf4ea25-d4b1-4dc5-861d-bf66c177bacb']",0,,,,,,,,,,,,,,,,,,England Women's,865,00:02:00.891,Pass,True
,,,,,,,,,,,,,,,,,1.941788,,,,,,,,,,,,edf4ea25-d4b1-4dc5-861d-bf66c177bacb,90,,"[25.1, 32.0]",3845506,2,,,,,-0.97970253,,Left Foot,,,"[35.1, 17.1]",,Ground Pass,,17.944637,,,Hanna Erica Maria Glas,24693.0,,,,,,Recovery,1,Regular Play,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Sweden Women's,858,"['00bdfbf4-9f35-4f10-a8f9-a872bf25492b', 'bafe1e89-1209-41d9-826b-536bff780f03', 'd27172cc-0a60-4bda-9e09-18cafd4263ea']",4,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:04.889,Pass,True
,,,,,,,,,,,,,,,,,1.115812,,,,,,,,,,,,4a77e59c-8e73-4c10-8c95-0577f7c1ac6c,93,,"[35.3, 16.3]",3845506,2,,,,,1.2185984,,Left Foot,,,"[39.6, 28.0]",,Ground Pass,,12.465152,,,Gun Nathalie Björn,26093.0,,,,,,,1,Regular Play,Hanna Erica Maria Glas,24693.0,Left Back,6,Sweden Women's,858,['dc457955-6faf-4083-84fb-2a49807e7503'],7,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:07.309,Pass,
,,,,,,,,,,,,,,,,,2.482907,,,,,,,,,,,,795bbf4c-0e38-45c3-a163-5710973d7db3,96,,"[39.4, 29.4]",3845506,2,,,,,1.8435842,,Left Foot,,,"[34.7, 46.2]",,Ground Pass,,17.445057,,,Linda Brigitta Sembrant,10230.0,,,,,,,1,Regular Play,Gun Nathalie Björn,26093.0,Left Defensive Midfield,6,Sweden Women's,858,['12d4bd4d-c0c7-4e0a-a48e-6fa3a92f07d1'],9,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:09.710,Pass,
,,,,,,,,,,,,,,,,,1.965849,,,,,,,,,,,,ccb5fbf5-6498-4195-8b23-21b344a1636c,99,,"[37.8, 55.1]",3845506,2,,,,,0.89188224,,Left Foot,,,"[56.6, 78.4]",,Ground Pass,,29.93877,,,Amanda Ilestedt,26092.0,,,,,,,1,Regular Play,Linda Brigitta Sembrant,10230.0,Right Center Back,6,Sweden Women's,858,['21e65c68-f529-4727-8f56-c2064147b7e4'],14,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:14.094,Pass,
,,,,,,,,,,,,,,,,,1.256843,,,,,,,,,,,,aaf08e8e-c9b1-442d-9902-634c67146ddc,103,,"[58.5, 78.4]",3845506,2,,,,,-0.8674645,,Right Foot,,,"[69.1, 65.9]",,Ground Pass,,16.389326,,,Ingrid Filippa Angeldal,62666.0,,,,,,,1,Regular Play,Amanda Ilestedt,26092.0,Right Back,6,Sweden Women's,858,"['4aabf30e-25d2-434a-a1a5-e2b0062f035b', '71d7afd5-511c-4deb-9b6b-5bf024260ce6']",16,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:16.417,Pass,True
,,,,,,,,,,,,,,,,,3.299011,,,,,,,,,,,,1910dc83-3321-4812-aac9-ce081c96b62a,106,,"[75.8, 69.7]",3845506,2,,,,,-0.7086263,,Other,,,"[111.5, 39.1]",,High Pass,,47.019676,Incomplete,,,,,,,,,,1,Regular Play,Ingrid Filippa Angeldal,62666.0,Right Defensive Midfield,6,Sweden Women's,858,['a34dd6c6-4861-4830-bdfa-1080d6914231'],18,,,,,,,,,,,,,,,,,,Sweden Women's,858,00:02:18.946,Pass,
,,,,,,,,,,,,,,,,,1.463767,,,,,,,,,,,,74d83af7-52c9-49ae-8f8e-d2f9406307fe,109,,"[11.4, 33.1]",3845506,2,,,,,-0.9488746,,Keeper Arm,,,"[19.5, 21.8]",,Ground Pass,,13.903237,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Mary Alexandra Earps,31538.0,Goalkeeper,7,England Women's,865,['219beb1c-f973-4419-a77e-4da4b8f463e2'],30,,,,,,,,,,,,,,,,,,England Women's,865,00:02:30.968,Pass,
,,,,,,,,,,,,,,,,,1.904967,,,,,,,,,,,,1eb89eb2-1c17-4385-9e0d-708c581a116e,112,,"[34.3, 21.0]",3845506,2,,,,,2.2892394,,Right Foot,,,"[18.3, 39.3]",,Ground Pass,,24.30823,,,Mary Alexandra Earps,31538.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Left Center Back,7,England Women's,865,['27d8523a-0874-4967-879e-53ee94a1bc4c'],38,,,,,,,,,,,,,,,,,,England Women's,865,00:02:38.026,Pass,
,,,,,,,,,,,,,,,,,1.25185,,,,,,,,,,,,50faf40f-83ae-47ef-81a2-7c83df342d01,115,,"[18.3, 39.3]",3845506,2,,,,,-0.8836721,,Right Foot,,,"[27.9, 27.6]",,Ground Pass,,15.1343975,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Mary Alexandra Earps,31538.0,Goalkeeper,7,England Women's,865,['ec880037-4008-4bb1-b718-daaeb45034e6'],43,,,,,,,,,,,,,,,,,,England Women's,865,00:02:43.908,Pass,
,,,,,,,,,,,,,,,,,1.62893,,,,,,,,,,,,00a3864a-3eb9-43df-805c-3ecbbf6c6590,118,,"[27.9, 27.6]",3845506,2,,,,,-0.47315818,,Right Foot,,,"[57.2, 12.6]",,Low Pass,,32.91641,,,Lauren Hemp,15555.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Left Center Back,7,England Women's,865,['ab9088b2-552a-4809-9f49-b0d73ab63301'],47,,,,,,,,,,,,,,,,,,England Women's,865,00:02:47.755,Pass,
,,,,,,,,,,,,,,,,,1.549495,,,,,,,,,,,,ba82692c-ad0d-4987-99d6-c1260d77502b,122,,"[56.2, 13.0]",3845506,2,,,,,-2.7863617,,Left Foot,,,"[43.8, 8.4]",,Low Pass,,13.225733,,,Rachel Daly,5058.0,,,,,,,1,Regular Play,Lauren Hemp,15555.0,Left Midfield,7,England Women's,865,"['b4be3bc8-cc25-484b-bcd7-84d47bdc0231', 'b9f6bb10-e96f-49a8-aaf9-4d2b4d5e2c43']",49,,,,,,,,,,,,,,,,,,England Women's,865,00:02:49.424,Pass,True
,,,,,,,,,,,,,,,,,2.532035,,,,,,,,,,,,e408c54e-ddb3-416f-af6b-a1f8b97d5fb5,125,,"[42.2, 12.2]",3845506,2,,,,,2.1777382,,Right Foot,,,"[13.8, 53.1]",,High Pass,,49.793274,,,Millie Bright,4642.0,,,True,,,,1,Regular Play,Rachel Daly,5058.0,Left Back,7,England Women's,865,['d6f2418e-6f48-4e1a-9570-71f72b53e76e'],52,,,,,,,,,,,,,,,,,,England Women's,865,00:02:52.927,Pass,
