50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.261682,,,,,,,,,,,,,,6eac24c4-d892-4cee-8d38-5202d6690b6e,71,,"[25.9, 57.2]",3835326,1,,,,,0.9153436,,Right Foot,,,,"[41.2, 77.1]",,Ground Pass,,25.101793,,,Karólína Lea Vilhjálmsdóttir,32460.0,,,,,,1,Regular Play,Glódís Perla Viggósdóttir,10119.0,Right Center Back,7,Iceland Women's,862,['1b9c4f72-6f40-4b82-8dc8-ab095bdd704f'],28,,,,,,,,,,,,,,,,,Iceland Women's,862,00:01:28.457,Pass,
,,,,,,,,,,,,,,,,4.09872,,,,,,,,,,,,,,136b2e4e-2d78-4c20-a1b6-885fc00880e5,74,,"[50.5, 77.1]",3835326,1,,,,,-0.21578987,,Right Foot,,,,"[105.7, 65.0]",,High Pass,,56.51062,Incomplete,,Gunnhildur Yrsa Jónsdóttir,4975.0,,,,,,1,Regular Play,Karólína Lea Vilhjálmsdóttir,32460.0,Right Wing,7,Iceland Women's,862,"['63a3c631-2d0a-4293-81e6-a59185b36fe3', '878050aa-e9f2-4602-8adc-70f9a28b8e85']",32,,,,,,,,,,,,,,,,,Iceland Women's,862,00:01:32.171,Pass,
,,,,,,,,,,,,,,,,1.658983,,,,,,,,,,,,,,63a3c631-2d0a-4293-81e6-a59185b36fe3,76,,"[14.4, 15.1]",3835326,1,,,,,2.154432,,Left Foot,,,,"[3.9, 31.0]",,Ground Pass,,19.054132,,,Nicky Evrard,276896.0,,,,,Interception,1,Regular Play,Laura De Neve,276897.0,Left Center Back,8,Belgium Women's,854,"['136b2e4e-2d78-4c20-a1b6-885fc00880e5', '70ef4ef7-ec2c-4bff-8d86-b62716e50520']",36,,,,,,,,,,,,,,,,,Belgium Women's,854,00:01:36.270,Pass,
,,,,,,,,,,,,,,,,3.421725,,,,,,,,,,,,,,2633c60a-1043-48d6-a1f0-8afa771438ae,78,,"[3.2, 31.0]",3835326,1,,,,,-0.5621867,,Left Foot,,,,"[43.2, 5.8]",,High Pass,,47.27621,Incomplete,,,,,,,,,1,Regular Play,Nicky Evrard,276896.0,Goalkeeper,8,Belgium Women's,854,['59a915df-35d2-4421-8199-b791529a9bbd'],37,,,,,,,,,,,,,,,,,Belgium Women's,854,00:01:37.929,Pass,
,,,,,,,,,,,,,,,,2.455351,,,,,,,,,,,,,,59a915df-35d2-4421-8199-b791529a9bbd,79,,"[76.9, 74.3]",3835326,1,,,,,-0.7148833,,Head,,,,"[91.3, 61.8]",,Low Pass,,19.06856,Incomplete,,Gunnhildur Yrsa Jónsdóttir,4975.0,,,,,Recovery,1,Regular Play,Karólína Lea Vilhjálmsdóttir,32460.0,Right Wing,8,Belgium Women's,854,"['2633c60a-1043-48d6-a1f0-8afa771438ae', 'c91a43f3-2206-4623-98be-7ae70eb79af9', 'cce97d24-5fee-4562-8b96-315ff8c1f15b']",41,,,,,,,,,,,,,,,,,Iceland Women's,862,00:01:41.351,Pass,
,,,,,,,,,,,,,,,,0.680329,,,,,,,,,,,,,,c0fd29de-a137-4db0-b884-66a9ec247dcd,84,,"[32.9, 21.9]",3835326,1,,,,,1.1217108,,Left Foot,,,,"[36.9, 30.2]",,Ground Pass,,9.213577,,,Justine Vanhaevermaet,63308.0,,,,,,1,Regular Play,Laura De Neve,276897.0,Left Center Back,8,Belgium Women's,854,['ae69c18e-8de9-4946-bc5a-c12e4d868e06'],44,,,,,,,,,,,,,,,,,Belgium Women's,854,00:01:44.728,Pass,
,,,,,,,,,,,,,,,,2.695923,,,,,,,,,,,,,,5b704de1-3005-4b4f-ab85-834f41381051,87,,"[34.3, 33.9]",3835326,1,,,,,-3.0213423,,Right Foot,,,,"[10.3, 31.0]",,Ground Pass,,24.174574,,,Nicky Evrard,276896.0,,,,,,1,Regular Play,Justine Vanhaevermaet,63308.0,Right Defensive Midfield,8,Belgium Women's,854,['f66556fc-9549-4cfd-bbe6-66b88e233acc'],48,,,,,,,,,,,,,,,,,Belgium Women's,854,00:01:48.963,Pass,
,,,,,,,,,,,,,,,,1.140323,,,,,,,,,,,,,,3a71bfd5-8d24-4054-b608-acc9a74554b0,89,,"[10.5, 31.0]",3835326,1,,,,,0.23304167,,Left Foot,,,,"[36.2, 37.1]",,High Pass,,26.414011,,,Justine Vanhaevermaet,63308.0,,,,,,1,Regular Play,Nicky Evrard,276896.0,Goalkeeper,8,Belgium Women's,854,['9a7e8993-168e-456e-add0-07c13ca214bd'],51,,,,,,,,,,,,,,,,,Belgium Women's,854,00:01:51.659,Pass,
,,,,,,,,,,,,,,,,3.233997,,,,,,,,,,,,,,1196294f-2250-438a-9a68-901383375d2f,91,,"[36.2, 37.1]",3835326,1,,,,,-0.7987902,,Head,,,,"[58.3, 14.4]",,High Pass,,31.681225,,,Janice Cayman,10100.0,,,,,,1,Regular Play,Justine Vanhaevermaet,63308.0,Right Defensive Midfield,8,Belgium Women's,854,['fb730b30-97ce-4dba-9256-55daba587d07'],52,,,,,,,,,,,,,,,,,Belgium Women's,854,00:01:52.799,Pass,
,,,,,,,,,,,,,,,,3.268871,,,,,,,,,,,,,,4177d75c-5f3a-4dee-99d4-38dd061de664,99,,"[37.7, 58.5]",3835326,2,,,,,-1.054069,,Right Foot,,,,"[68.1, 5.0]",,High Pass,,61.533813,,,Sveindís Jane Jónsdóttir,190348.0,,True,,,,1,Regular Play,Glódís Perla Viggósdóttir,10119.0,Right Center Back,8,Belgium Women's,854,['c069091f-dcde-41f0-abaa-21a547e25998'],5,,,,,,,,,,,,,,,,,Iceland Women's,862,00:02:05.260,Pass,
,,,,,,,,,,,,,,,,0.070072,,,,,,,,,,,,,,992f2ced-5659-424a-a2d7-08711f57e6d1,102,,"[113.8, 20.8]",3835326,2,,,,,1.9655875,,Left Foot,,,,"[112.3, 24.4]",,Ground Pass,,3.9,Incomplete,,,,,,,,,1,Regular Play,Sveindís Jane Jónsdóttir,190348.0,Left Wing,8,Belgium Women's,854,['6475df74-1479-4761-9fea-e2371bf03cba'],16,,,,,,,,,,,,,,,,,Iceland Women's,862,00:02:16.071,Pass,
,,,,,,,,,,,,,,,,0.139379,,,,,,,,,,,,,,7d569377-4b17-40a2-a9f4-4bf7948dcde2,106,,"[1.7, 76.9]",3835326,2,,,,,0.0,,Right Foot,,,,"[4.0, 76.9]",,Ground Pass,,2.3,Incomplete,,,,,,,,,1,Regular Play,Elena Dhont,257837.0,Right Wing,8,Belgium Women's,854,['46073800-7bdc-46c4-8352-572b032e2a0b'],21,,,,,,,,,,,,,,,,,Belgium Women's,854,00:02:21.412,Pass,
,,,,,,,,,,,,,,,,1.12418,,,,,,,,,,,,,,dd274436-18d3-4798-b050-2c46ededbddf,108,,"[4.6, 80.0]",3835326,2,,,,,-0.30998638,,,,,,"[17.4, 75.9]",,Low Pass,,13.44061,,,Tinne De Caigny,10103.0,,,,,Throw-in,1,From Throw In,Jody Vangheluwe,276908.0,Right Back,9,Belgium Women's,854,['7badbde2-71ea-4054-988a-ca645a753869'],41,,,,,,,,,,,,,,,,,Belgium Women's,854,00:02:41.848,Pass,
,,,,,,,,,,,,,,,,1.199166,,,,,,,,,,,,,,513b87ef-b874-4a78-b578-6d11c933ece2,111,,"[18.3, 76.3]",3835326,2,,,,,3.1415927,,Right Foot,,,,"[11.9, 76.3]",,Low Pass,,6.4,,,Jody Vangheluwe,276908.0,,,,,,1,From Throw In,Tinne De Caigny,10103.0,Center Attacking Midfield,9,Belgium Women's,854,"['6246de08-e48e-4e9f-b33b-0cc38e6efd26', 'c15e0187-6e1d-44a1-bd53-e40e0eb9301d']",42,,,,,,,,,,,,,,,,,Belgium Women's,854,00:02:42.972,Pass,True
,,,,,,,,,,,,,,,,3.1667,,,,,,,,,,,,,,853846a6-81b7-4f49-a215-2fee3e72bc54,113,,"[11.9, 76.3]",3835326,2,,,,,-0.06738249,,Right Foot,,,,"[44.5, 74.1]",,High Pass,,32.67415,Incomplete,,,,,,,,,1,From Throw In,Jody Vangheluwe,276908.0,Right Back,9,Belgium Women's,854,['f273e690-942c-4a19-b313-2cb63abc3d9f'],44,,,,,,,,,,,,,,,,,Belgium Women's,854,00:02:44.172,Pass,
,,,,,,,,,,,,,,,,0.828853,,,,,,,,,,,,,,f273e690-942c-4a19-b313-2cb63abc3d9f,115,,"[75.6, 6.0]",3835326,2,,,,True,0.2153577,,,,,,"[88.4, 8.8]",,High Pass,,13.102672,,,Sara Björk Gunnarsdóttir,10139.0,,,,,Recovery,1,Regular Play,Hallbera Guðný Gísladóttir,10120.0,Left Back,10,Iceland Women's,862,"['6eeb293a-94b5-482c-b559-ebef07bc8f75', '853846a6-81b7-4f49-a215-2fee3e72bc54', 'b66c4a20-9329-47e7-a5c4-aa1acd02eafc']",47,,,,,,,,,,,,,,,,,Iceland Women's,862,00:02:47.338,Pass,True
