ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.975377,,,,,,,,,,d998db3a-0867-4507-b44b-a89806a47178,16,,,"[46.9, 13.6]",3835319,0,,,,True,0.101215445,,,,,,"[59.7, 14.9]",,High Pass,,12.865847,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Rachel Daly,5058.0,Left Back,2,Austria Women's,859,"['309f94b2-ce74-45ba-b53d-2ca938722c99', 'dd3ab3ec-f779-4302-ad21-f42834be6ca5', 'e19df9de-7cba-41f4-90bc-5a1bf6096675']",11,,,,,,,,,,,,,,,,,England Women's,865,00:00:11.763,Pass,True
,,,,,,,,,,,,,,0.681577,,,,,,,,,,ee9707e1-ab3e-4be3-923a-a557853c1186,20,,,"[62.2, 63.4]",3835319,0,,,,,-1.3684747,,Left Foot,,,,"[63.8, 55.6]",,Ground Pass,,7.962412,,,Laura Feiersinger,10242.0,,,,,,,1,From Kick Off,Sarah Zadrazil,10236.0,Right Center Midfield,2,Austria Women's,859,"['273fd753-3b9a-4630-85f9-ac35164e316a', '7453153d-610b-4b0a-ae28-8e582ddaefae']",14,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:14.468,Pass,True
,,,,,,,,,,,,,,1.442497,,,,,,,,,,32911617-2bef-4b23-a77d-8dcc085e8b7e,31,,,"[70.6, 57.1]",3835319,0,,,,,1.0871514,,Right Foot,,,,"[81.0, 76.9]",,Ground Pass,,22.365152,,,Barbara Dunst,43046.0,,,,,,,1,From Kick Off,Nicole Billa,10233.0,Center Forward,2,Austria Women's,859,['6308d92a-1962-4437-bd59-12cc9278bc68'],18,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:18.727,Pass,
,,,,,,,,,,,,,,1.010759,,,,,,,,,,de53e35f-5e13-4f52-9ca2-9829cc0c4a10,34,,,"[92.2, 51.5]",3835319,0,,,,,-1.6606438,,Left Foot,,,,"[91.2, 40.4]",,Ground Pass,,11.144954,,,Laura Feiersinger,10242.0,,,,,,,1,From Kick Off,Barbara Dunst,43046.0,Right Wing,2,Austria Women's,859,['b29c739d-5dbe-4908-a489-5f82aeb052c6'],26,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:26.169,Pass,
,,,,,,,,,,,,,,0.948238,,,,,,,,,,9ef70ef2-f6fa-4d58-bbf3-9b6e42f0b05d,37,,,"[90.4, 37.8]",3835319,0,,,,,2.2896264,,Right Foot,,,,"[80.6, 49.0]",,Ground Pass,,14.882204,,,Sarah Puntigam,10240.0,,,,,,,1,From Kick Off,Laura Feiersinger,10242.0,Left Center Midfield,2,Austria Women's,859,['2ea0cacf-3d35-45fd-a314-06f66b394cbe'],27,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:27.764,Pass,
,,,,,,,,,,,,,,1.326101,,,,,,,,,,f7cdee08-815a-49bb-82df-34a1ac24f886,40,,,"[80.6, 49.0]",3835319,0,,,,,0.27094686,,Left Foot,,,,"[93.2, 52.5]",,Ground Pass,,13.077079,,Incomplete,Barbara Dunst,43046.0,,,,,,,1,From Kick Off,Sarah Puntigam,10240.0,Center Defensive Midfield,2,Austria Women's,859,"['5f9d167d-86c7-40e0-ab10-5ec2ebdaa3c1', 'c0c63d20-52a2-4e89-9910-d744d91c5269']",28,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:28.767,Pass,
,,,,,,,,,,,,,,1.020563,,,,,,,,,,c9b306ed-617a-4084-9042-9f85241eddd0,45,,,"[20.5, 25.3]",3835319,0,,,,,2.6439776,,Right Foot,,,,"[12.4, 29.7]",,Ground Pass,,9.217917,,,Leah Williamson,18999.0,,,,,,,1,Regular Play,Lauren Hemp,15555.0,Left Wing,3,England Women's,865,['bd145434-3649-43d7-a0ae-080b69951e80'],31,,,,,,,,,,,,,,,,,England Women's,865,00:00:31.688,Pass,
,,,,,,,,,,,,,,2.227114,,,,,,,,,,7027fbac-d0c6-452d-8055-36c85925a1f9,49,,,"[13.2, 28.9]",3835319,0,,,,,-1.3363806,,Right Foot,,,,"[18.0, 8.8]",,Ground Pass,,20.665188,,,Rachel Daly,5058.0,,,,,,,1,Regular Play,Leah Williamson,18999.0,Left Center Back,3,England Women's,865,"['7adf0025-3f53-4f66-9d6d-b0802d02aed1', 'd3a2da32-2f49-412c-a7d8-c0d3a4425bb2']",32,,,,,,,,,,,,,,,,,England Women's,865,00:00:32.748,Pass,True
,,,,,,,,,,,,,,2.019997,,,,,,,,,,ecf7c000-39ff-4b1a-b694-3da3662bd7b3,53,,,"[17.8, 7.0]",3835319,0,,,,,-0.0440244,,Left Foot,,,,"[40.5, 6.0]",,Ground Pass,,22.722015,,Incomplete,,,,,,,,,1,Regular Play,Rachel Daly,5058.0,Left Back,3,England Women's,865,"['b043005f-812f-4841-8b46-d42f32132356', 'e3e934a9-5d61-45e1-8573-30bec8cca589']",35,,,,,,,,,,,,,,,,,England Women's,865,00:00:35.180,Pass,True
,,,,,,,,,,,,,,0.709256,,,,,,,,,,aa137355-413f-430c-a9ff-aa322d97e1a4,56,,,"[81.2, 74.1]",3835319,0,,,,,-0.40102333,,Left Foot,,,,"[93.7, 68.8]",,Ground Pass,,13.577187,,,Sarah Zadrazil,10236.0,,,,,,,1,Regular Play,Sarah Puntigam,10240.0,Center Defensive Midfield,4,Austria Women's,859,['6aaeb9aa-f27f-4325-a7d0-3a9f5b3a87a2'],38,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:38.763,Pass,
,,,,,,,,,,,,,,2.555119,,,,,,,,,,af47235f-0677-4a84-973c-373b81f39bdd,62,,,"[48.3, 45.6]",3835319,0,,,,,-3.0746198,,Right Foot,,,,"[15.5, 43.4]",,Ground Pass,,32.8737,,,Manuela Zinsberger,10237.0,,,,,,Recovery,1,Regular Play,Viktoria Schnaderbeck,10235.0,Left Center Back,4,Austria Women's,859,['6e8021fe-fec1-4fb7-89fc-845585076296'],45,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:45.552,Pass,
,,,,,,,,,,,,,,1.959702,,,,,,,,,,405c0b79-5b76-4ef6-a232-be2139d8df0a,65,,,"[15.3, 47.4]",3835319,0,,,,,0.95360494,,Left Foot,,,,"[26.3, 62.9]",,Ground Pass,,19.006578,,,Carina Wenninger,10241.0,,,,,,,1,Regular Play,Manuela Zinsberger,10237.0,Goalkeeper,4,Austria Women's,859,['1f374a9a-f646-4236-a002-18d3a792c52a'],49,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:49.322,Pass,
,,,,,,,,,,,,,,1.992295,,,,,,,,,,f5423cc7-6ce0-442f-80b3-eee9e6f0a815,68,,,"[31.3, 60.1]",3835319,0,,,,,-2.4516134,,Right Foot,,,,"[14.7, 46.4]",,Ground Pass,,21.523243,,,Manuela Zinsberger,10237.0,,,,,,,1,Regular Play,Carina Wenninger,10241.0,Right Center Back,4,Austria Women's,859,['3ff2cdfe-0e72-4cbb-a9fb-024d8c2d043a'],55,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:55.057,Pass,
,,,,,,,,,,,,,,1.354285,,,,,,,,,,dda2924b-098e-4033-9b13-c9ddb1bc14f0,71,,,"[14.7, 42.2]",3835319,0,,,,,-1.2924967,,Right Foot,,,,"[18.5, 28.9]",,Ground Pass,,13.832209,,,Viktoria Schnaderbeck,10235.0,,,,,,,1,Regular Play,Manuela Zinsberger,10237.0,Goalkeeper,4,Austria Women's,859,['684ac892-5aa3-4ad9-b205-5c55748c49a5'],58,,,,,,,,,,,,,,,,,Austria Women's,859,00:00:58.909,Pass,
,,,,,,,,,,,,,,1.259469,,,,,,,,,,98729cbe-6118-497d-9262-ca2182524f7a,74,,,"[19.9, 26.4]",3835319,1,,,,,1.8748922,,Right Foot,,,,"[14.0, 45.2]",,Ground Pass,,19.70406,,,Manuela Zinsberger,10237.0,,,,,,,1,Regular Play,Viktoria Schnaderbeck,10235.0,Left Center Back,4,Austria Women's,859,['c5bbf8fb-b4ff-4083-8d99-c86f712a2de1'],2,,,,,,,,,,,,,,,,,Austria Women's,859,00:01:02.702,Pass,
,,,,,,,,,,,,,,1.870944,,,,,,,,,,31be66d7-c5ba-4a23-a584-a2a90beafb68,77,,,"[14.0, 47.6]",3835319,1,,,,,0.23186466,,Right Foot,,,,"[57.2, 57.8]",,High Pass,,44.387836,,Incomplete,,,,,,,,,1,Regular Play,Manuela Zinsberger,10237.0,Goalkeeper,4,Austria Women's,859,['ab622b75-8e75-44ac-9d63-ae815f61fab0'],5,,,,,,,,,,,,,,,,,Austria Women's,859,00:01:05.716,Pass,
,,,,,,,,,,,,,,1.006437,,,,,,,,,,ab622b75-8e75-44ac-9d63-ae815f61fab0,78,,,"[62.9, 22.3]",3835319,1,,,,,-0.47569522,,Right Foot,,,,"[72.8, 17.2]",,Ground Pass,,11.136427,,,Lauren Hemp,15555.0,,,,,,Interception,1,Regular Play,Rachel Daly,5058.0,Left Back,4,Austria Women's,859,"['2a94cfd6-6d9e-46b1-9375-5dcce7ef4b11', '31be66d7-c5ba-4a23-a584-a2a90beafb68']",7,,,,,,,,,,,,,,,,,England Women's,865,00:01:07.587,Pass,
,,,,,,,,,,,,,,2.186889,,,,,,,,,,425dd525-67eb-4b38-9675-eb67b5170ad8,85,,,"[81.0, 20.7]",3835319,1,,,,,0.6144448,,Left Foot,,,,"[117.0, 46.1]",,High Pass,,44.058598,,Incomplete,Lucy Bronze,10178.0,,,,,,Free Kick,1,From Free Kick,Lauren Hemp,15555.0,Left Wing,5,England Women's,865,"['7bdb3551-cc21-4fb3-a2ec-163e6e54a5e8', 'ca2b8947-1c29-444e-9a0a-8382656ddab0']",59,,,,,,,,,,,,,,,,,England Women's,865,00:01:59.392,Pass,
,,,,,,,,,,,,,,1.493351,,,,,,,,,,48577dba-dc56-40ad-b356-797f1c10a6f0,89,,,"[12.5, 36.2]",3835319,2,,,,,1.4274563,,Keeper Arm,,,,"[15.3, 55.6]",,Ground Pass,,19.60102,,,Carina Wenninger,10241.0,,,,,,,1,From Keeper,Manuela Zinsberger,10237.0,Goalkeeper,6,Austria Women's,859,['f54a6318-5203-4f3c-ae7c-9801347885e1'],10,,,,,,,,,,,,,,,,,Austria Women's,859,00:02:10.520,Pass,
,,,,,,,,,,,,,,1.552683,,,,,,,,,,cb4bb96c-7462-4e36-96fb-abcac0d7cadf,92,,,"[22.9, 60.1]",3835319,2,,,,,-1.9890207,,Right Foot,,,,"[13.7, 39.4]",,Ground Pass,,22.652372,,,Manuela Zinsberger,10237.0,,,,,,,1,From Keeper,Carina Wenninger,10241.0,Right Center Back,6,Austria Women's,859,['60bbbdd7-ebe7-43ea-aa57-9ac7214e0f5d'],15,,,,,,,,,,,,,,,,,Austria Women's,859,00:02:15.887,Pass,
,,,,,,,,,,,,,,1.035108,,,,,,,,,,7bbed79b-6f54-400a-93a3-b0a832876258,95,,,"[12.3, 35.5]",3835319,2,,,,,-1.3003602,,Right Foot,,,,"[15.1, 25.4]",,Ground Pass,,10.480935,,,Viktoria Schnaderbeck,10235.0,,,,,,,1,From Keeper,Manuela Zinsberger,10237.0,Goalkeeper,6,Austria Women's,859,['1c17395f-584f-4749-b8c4-4a2e50328de6'],18,,,,,,,,,,,,,,,,,Austria Women's,859,00:02:18.817,Pass,
,,,,,,,,,,,,,,1.220658,,,,,,,,,,6ef77c87-8a82-427a-b8c4-22258959cafb,98,,,"[15.3, 25.1]",3835319,2,,,,,1.8092647,,Left Foot,,,,"[10.9, 43.2]",,Ground Pass,,18.62713,,,Manuela Zinsberger,10237.0,,,,,,,1,From Keeper,Viktoria Schnaderbeck,10235.0,Left Center Back,6,Austria Women's,859,['a269bd78-9a46-4daf-a7fd-b1ab54b7a050'],20,,,,,,,,,,,,,,,,,Austria Women's,859,00:02:20.977,Pass,
,,,,,,,,,,,,,,1.773031,,,,,,,,,,bf1ac36d-5394-4caf-b51a-56f716cafcf8,101,,,"[12.3, 42.8]",3835319,2,,,,,1.1220729,,Left Foot,,,,"[22.7, 64.4]",,Ground Pass,,23.973318,,,Carina Wenninger,10241.0,,,,,,,1,From Keeper,Manuela Zinsberger,10237.0,Goalkeeper,6,Austria Women's,859,['6a90f077-c8e3-43da-82e0-7d7d268bf65c'],23,,,,,,,,,,,,,,,,,Austria Women's,859,00:02:23.514,Pass,
,,,,,,,,,,,,,,1.155723,,,,,,,,,,cdf9eec6-41bc-4c01-b170-3caaafe2e643,104,,,"[40.7, 72.8]",3835319,2,,,,,-0.38402006,,Right Foot,,,,"[65.2, 62.9]",,Low Pass,,26.42461,,,Barbara Dunst,43046.0,,,,,,,1,From Keeper,Carina Wenninger,10241.0,Right Center Back,6,Austria Women's,859,['163fd314-4c45-4b46-a942-54af04779c20'],29,,,,,,,,,,,,,,,,,Austria Women's,859,00:02:29.427,Pass,
,,,,,,,,,,,,,,4.557235,,,,,,,,,,0da8493a-3170-49c5-b8d3-4626d273daad,107,,,"[61.2, 76.3]",3835319,2,,,,,-0.3835875,,Right Foot,,,,"[111.5, 56.0]",,High Pass,,54.241867,,Incomplete,Nicole Billa,10233.0,,,,,,,1,From Keeper,Barbara Dunst,43046.0,Right Wing,6,Austria Women's,859,"['99efe6cf-1b99-49f9-9310-ad6d10d67695', 'de013c7e-ae45-42c6-bbaa-0298b8f073e2']",33,,,,,,,,,,,,,,,,,Austria Women's,859,00:02:33.816,Pass,
,,,,,,,,,,,,,,1.301045,,,,,,,,,,de013c7e-ae45-42c6-bbaa-0298b8f073e2,109,,,"[8.6, 24.1]",3835319,2,,,,,2.1201708,,Right Foot,,,,"[2.6, 33.9]",,Ground Pass,,11.490866,,,Mary Alexandra Earps,31538.0,,,,,,Recovery,1,From Keeper,Leah Williamson,18999.0,Left Center Back,6,Austria Women's,859,"['0da8493a-3170-49c5-b8d3-4626d273daad', '6ce454f7-1484-4aa5-a4e0-3b4c77de190b']",38,,,,,,,,,,,,,,,,,England Women's,865,00:02:38.373,Pass,
,,,,,,,,,,,,,,2.764169,,,,,,,,,,a0f5f46d-f6ff-4047-bd18-ca36cb1f8bda,113,,,"[3.1, 34.5]",3835319,2,,,,,-0.48066166,,Right Foot,,,,"[33.4, 18.7]",,High Pass,,34.172066,,Incomplete,,,,,,,,,1,From Keeper,Mary Alexandra Earps,31538.0,Goalkeeper,6,Austria Women's,859,['0c3af990-351a-4318-86f2-70c9283c9a81'],39,,,,,,,,,,,,,,,,,England Women's,865,00:02:39.714,Pass,
,,,,,,,,,,,,,,2.090346,,,,,,,,,,0c3af990-351a-4318-86f2-70c9283c9a81,114,,,"[86.7, 61.4]",3835319,2,,,,,-1.0949169,,Head,,,,"[93.4, 48.4]",,High Pass,,14.624979,,Incomplete,,,,,,,,Recovery,1,From Keeper,Barbara Dunst,43046.0,Right Wing,6,Austria Women's,859,"['a0f5f46d-f6ff-4047-bd18-ca36cb1f8bda', 'ba4b04e2-08fd-4729-b687-7ffe4995e46e']",42,,,,,,,,,,,,,,,,,Austria Women's,859,00:02:42.478,Pass,
,,,,,,,,,,,,,,1.196448,,,,,,,,,,574b2e6e-2556-4a1c-a2ad-f5401859e521,122,,,"[75.6, 37.8]",3835319,2,,,,,-1.3382394,,Right Foot,,,,"[77.4, 30.2]",,Ground Pass,,7.81025,,,Verena Hanshaw,10248.0,,,,,,Recovery,1,From Keeper,Sarah Puntigam,10240.0,Center Defensive Midfield,6,Austria Women's,859,"['018a39a5-fa1f-4d7b-aa71-6203b8562808', '5a9ae8fd-795b-439d-b425-851e22c4b2bf']",48,,,,,,,,,,,,,,,,,Austria Women's,859,00:02:48.375,Pass,True
,,,,,,,,,,,,,,0.241943,,,,,,,,,,6cf2d567-b456-497a-ac78-fe9d275d1a34,125,,,"[83.8, 41.6]",3835319,2,,,,,0.071307465,,Right Foot,,,,"[86.6, 41.8]",,Ground Pass,,2.8071337,,Incomplete,Sarah Zadrazil,10236.0,,,,,,,1,From Keeper,Verena Hanshaw,10248.0,Left Back,6,Austria Women's,859,"['329ed514-b879-4016-b6e2-191a6d36c518', 'cef5f188-8694-4650-ba54-bfab658e3f24']",52,,,,,,,,,,,,,,,,,Austria Women's,859,00:02:52.313,Pass,
,,,,,,,,,,,,,,1.353051,,,,,,,,,,21387662-eb12-4044-98f8-16f61224323f,128,,,"[76.0, 37.2]",3835319,2,,,,,1.5229859,,Left Foot,,,,"[77.0, 58.1]",,Ground Pass,,20.92391,,,Barbara Dunst,43046.0,,,,,,Recovery,1,From Keeper,Sarah Puntigam,10240.0,Center Defensive Midfield,6,Austria Women's,859,['44344bf3-8e6c-4bb4-886b-090c8f60969c'],54,,,,,,,,,,,,,,,,,Austria Women's,859,00:02:54.670,Pass,
,,,,,,,,,,,,,,1.325914,,,,,,,,,,19b3b773-b079-4cd7-8e6c-81408a136361,131,,,"[80.8, 38.6]",3835319,3,,,,,-1.8631436,,Right Foot,,,,"[74.6, 18.0]",,Ground Pass,,21.512787,,,Laura Feiersinger,10242.0,,,,,,,1,From Keeper,Barbara Dunst,43046.0,Right Wing,6,Austria Women's,859,['073ba20c-4b0a-4e77-96a5-750797e8eb6a'],0,,,,,,,,,,,,,,,,,Austria Women's,859,00:03:00.070,Pass,
,,,,,,,,,,,,,,1.255254,,,,,,,,,,699bcbde-1ffa-4dc3-aac2-0b5ec88ff0dc,134,,,"[74.6, 14.2]",3835319,3,,,,,-0.68924886,,Right Foot,,,,"[85.4, 5.3]",,Ground Pass,,13.994642,,,Verena Hanshaw,10248.0,,,,,,,1,From Keeper,Laura Feiersinger,10242.0,Left Center Midfield,6,Austria Women's,859,['9466a7bc-c58f-40d2-96f6-2c823a70c3a9'],2,,,,,,,,,,,,,,,,,Austria Women's,859,00:03:02.341,Pass,
,,,,,,,,,,,,,,1.15358,,,,,,,,,,41053c43-199e-482b-8822-6024f1c8b51a,137,,,"[84.4, 5.5]",3835319,3,,,,,2.4756234,,Left Foot,,,,"[78.8, 9.9]",,Ground Pass,,7.1217976,,,Laura Feiersinger,10242.0,,,,,,,1,From Keeper,Verena Hanshaw,10248.0,Left Back,6,Austria Women's,859,['53ff102b-011d-473e-ac83-b0169b485972'],4,,,,,,,,,,,,,,,,,Austria Women's,859,00:03:04.563,Pass,
