50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,2.919,,,,,,,,,,,,,93fef11a-8052-445e-a22f-99e707ffcbf8,57,,,"[58.0, 60.0]",7570,1,,0.20401798,,,Right Foot,,,,"[87.0, 66.0]",,High Pass,29.614185,,Jamie Vardy,10960.0,,,,,Recovery,1,From Throw In,Fabian Delph,4597.0,Left Attacking Midfield,5,Belgium,782,"['168a7671-173a-45c8-a298-002a4adbdc8b', '6fc9a977-4ad4-4806-878b-987552f45fda']",19,,,,,,,,,,,,,,,,,England,768,00:01:19.560,Pass,
,,,,,,,,,,,,,0.867,,,,,,,,,,,,,a08cc0e9-ebd3-428a-91b6-4ba6b1b8ee87,59,,,"[86.0, 66.0]",7570,1,True,2.896614,,,,,,,"[82.0, 67.0]",,High Pass,4.1231055,Incomplete,Ruben Loftus-Cheek,3504.0,,,,,,1,From Throw In,Jamie Vardy,10960.0,Right Center Forward,5,Belgium,782,"['421bae6e-4ddc-46bb-8e58-ae498c51bae0', '494e76eb-2fb4-4fe3-a6e2-2afbf9fa2dff', 'db6118a6-70c3-498e-8fa3-0becfd4fd49b']",22,,,,,,,,,,,,,,,,,England,768,00:01:22.760,Pass,True
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,b272e31f-79d4-429c-9043-9a3027a5a12b,63,,,"[37.0, 4.0]",7570,1,,1.3734008,,,Right Foot,,,,"[38.0, 9.0]",,Ground Pass,5.0990195,,Mousa Sidi Yaya Dembélé,3037.0,,,,,Recovery,1,From Throw In,Thorgan Hazard,5632.0,Left Midfield,5,Belgium,782,['8c7c35cb-be06-4065-ba38-cf37ec5b7fe4'],24,,,,,,,,,,,,,,,,,Belgium,782,00:01:24.240,Pass,
,,,,,,,,,,,,,0.6,,,,,,,,,,,,,783a4bd3-02f9-4898-80fb-da7853e41f77,68,,,"[42.0, 5.0]",7570,1,,-2.3561945,,,Left Foot,,,,"[40.0, 3.0]",,Ground Pass,2.828427,,Thorgan Hazard,5632.0,,,,,,1,From Throw In,Mousa Sidi Yaya Dembélé,3037.0,Right Center Midfield,5,Belgium,782,"['05d9acbb-162b-4a13-adc4-64e06dcddc20', '0b39462a-473b-4de9-af75-02839a043a71']",26,,,,,,,,,,,,,,,,,Belgium,782,00:01:26.880,Pass,True
,,,,,,,,,,,,,3.84,,,,,,,,,,,,,85536196-b14c-48f5-acf0-772c1d3e539b,72,,,"[38.0, 3.0]",7570,1,,2.7367008,,,Right Foot,,,,"[3.0, 18.0]",,Ground Pass,38.078865,Incomplete,Thomas Vermaelen,6332.0,,,,,,1,From Throw In,Thorgan Hazard,5632.0,Left Midfield,5,Belgium,782,"['85bac2ac-1817-41e0-b938-db36c730ac2f', 'e76f79f1-0900-4a3f-9408-5bd396804983']",28,,,,,,,,,,,,,,,,,Belgium,782,00:01:28.600,Pass,
,,,,,,,,,,,,,0.88,,,,,,,,,,,,,85bac2ac-1817-41e0-b938-db36c730ac2f,74,,,"[118.0, 63.0]",7570,1,,-1.5707964,,,Right Foot,True,,,"[118.0, 45.0]",,Ground Pass,18.0,Incomplete,Marcus Rashford,3318.0,,,,,Recovery,1,From Throw In,Jamie Vardy,10960.0,Right Center Forward,5,Belgium,782,"['3952a6cc-6dda-4a92-92ed-29ee0d04f44b', '523ed487-0452-410b-ae1c-f7aa2a31a1c8', '85536196-b14c-48f5-acf0-772c1d3e539b']",32,,,,,,,,,,,,,,,,,England,768,00:01:32.440,Pass,
,,,,,,,,,,,,,0.533,,,,,,,,,,,,,4202814b-236b-4947-af51-1a7e7cad4483,82,,,"[21.0, 33.0]",7570,1,,0.67474097,,,Left Foot,,,,"[26.0, 37.0]",,Ground Pass,6.4031243,,Marouane Fellaini-Bakkioui,3296.0,,,,,Recovery,1,From Throw In,Thorgan Hazard,5632.0,Left Midfield,5,Belgium,782,['68bc1605-4921-4050-9f61-dbb5e886cfa1'],36,,,,,,,,,,,,,,,,,Belgium,782,00:01:36.947,Pass,
,,,,,,,,,,,,,1.2,,,,,,,,,,,,,80bca24f-bbe6-4200-a502-2f30d6a3aec7,87,,,"[30.0, 40.0]",7570,1,,-0.058755822,,,Right Foot,,,,"[47.0, 39.0]",,Ground Pass,17.029387,,Adnan Januzaj,6330.0,,,,,Free Kick,1,From Free Kick,Marouane Fellaini-Bakkioui,3296.0,Right Wing,6,Belgium,782,['174b339b-b342-470f-a50d-69806ece495c'],41,,,,,,,,,,,,,,,,,Belgium,782,00:01:41.480,Pass,
,,,,,,,,,,,,,0.68,,,,,,,,,,,,,ef707149-920d-472c-a42f-d47fabd75385,91,,,"[65.0, 25.0]",7570,1,,-1.815775,,,Left Foot,,,,"[62.0, 13.0]",,Ground Pass,12.369317,,Thorgan Hazard,5632.0,,,,,,1,From Free Kick,Adnan Januzaj,6330.0,Left Wing,6,Belgium,782,['6af27cc1-dbf7-4098-8336-e565f6a2f1e3'],45,,,,,,,,,,,,,,,,,Belgium,782,00:01:45.960,Pass,
,,,,,,,,,,,,,0.24,,,,,,,,,,,,,e16fc685-277d-44d3-833e-afca570baa31,94,,,"[63.0, 8.0]",7570,1,,0.7853982,,,Left Foot,,,,"[65.0, 10.0]",,Ground Pass,2.828427,Incomplete,Adnan Januzaj,6330.0,,,,,,1,From Free Kick,Thorgan Hazard,5632.0,Left Midfield,6,Belgium,782,"['0987f49a-4876-4420-ad7f-79fbb8705b57', '14df1a1a-1b38-4fa1-94c9-659fa397357b']",46,,,,,,,,,,,,,,,,,Belgium,782,00:01:46.800,Pass,
,,,,,,,,,,,,,3.292,,,,,,,,,,,,,23e43812-fddf-4af0-9d49-87614d3d900e,98,,,"[90.0, 22.0]",7570,2,,0.68231654,,,Head,,,,"[106.0, 35.0]",,Low Pass,20.615528,Incomplete,Michy Batshuayi Tunga,3457.0,,,,,,1,Regular Play,Marouane Fellaini-Bakkioui,3296.0,Right Wing,7,Belgium,782,"['5ea57af5-70fb-44ff-9c72-31b7b8aac5be', '83c78529-871d-426c-a24c-95ac05a3bd9d']",3,,,,,,,,,,,,,,,,,Belgium,782,00:02:03.227,Pass,
,,,,,,,,,,,,,1.679,,,,,,,,,,,,,593e0eee-3d84-4f3e-9e1e-1c9056f9b2b9,102,,,"[12.0, 42.0]",7570,2,,1.2627436,,,Keeper Arm,,,,"[19.0, 64.0]",,Ground Pass,23.086792,,Phil Jones,3314.0,,,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,8,England,768,['a83a1886-1a35-4e0b-87e9-e5ef88174900'],13,,,,,,,,,,,,,,,,,England,768,00:02:13.040,Pass,
,,,,,,,,,,,,,0.999,,,,,,,,,,,,,33b2dbd3-5deb-4ba3-859c-c175768213a5,106,,,"[22.0, 66.0]",7570,2,,0.7419473,,,Right Foot,,,,"[34.0, 77.0]",,Ground Pass,16.27882,,Trent Alexander-Arnold,3664.0,,,,,,1,Regular Play,Phil Jones,3314.0,Right Center Back,8,England,768,"['4bb9ef24-386c-4ac7-b13d-72de6b0d2e69', 'a4408b87-140f-4e6f-a3e0-471809851bfb']",15,,,,,,,,,,,,,,,,,England,768,00:02:15.960,Pass,True
,,,,,,,,,,,,,1.479,,,,,,,,,,,,,0de35b6b-31d1-4d62-8d71-139807b7efdb,110,,,"[33.0, 77.0]",7570,2,,-2.5899377,,,Right Foot,,,,"[20.0, 69.0]",,Ground Pass,15.264338,,Phil Jones,3314.0,,,,,,1,Regular Play,Trent Alexander-Arnold,3664.0,Right Midfield,8,England,768,['6f04855e-3ff7-4845-84e5-dd0be26ef341'],17,,,,,,,,,,,,,,,,,England,768,00:02:17.520,Pass,
,,,,,,,,,,,,,2.6,,,,,,,,,,,,,14f4555c-c72d-4a95-8eae-b628670fd061,113,,,"[22.0, 67.0]",7570,2,,-2.0344439,,,Right Foot,,,,"[9.0, 41.0]",,Ground Pass,29.068884,,Jordan Pickford,3468.0,,,,,,1,Regular Play,Phil Jones,3314.0,Right Center Back,8,England,768,['9f1d756c-929b-4cb1-a5e1-744460a30319'],20,,,,,,,,,,,,,,,,,England,768,00:02:20.600,Pass,
,,,,,,,,,,,,,3.84,,,,,,,,,,,,,589714d9-efdd-4007-bdd5-ba37eb943472,117,,,"[9.0, 33.0]",7570,2,,-0.013697773,,,Left Foot,,,,"[82.0, 32.0]",,High Pass,73.00685,Incomplete,,,,,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,8,England,768,['27de577b-3b95-42da-9ca1-b33515179463'],25,,,,,,,,,,,,,,,,,England,768,00:02:25.160,Pass,
,,,,,,,,,,,,,1.04,,,,,,,,,,,,,27de577b-3b95-42da-9ca1-b33515179463,118,,,"[39.0, 49.0]",7570,2,,-0.4636476,,,Head,,,,"[53.0, 42.0]",,High Pass,15.652476,,Mousa Sidi Yaya Dembélé,3037.0,,,,,Recovery,1,Regular Play,Leander Dendoncker,6331.0,Right Center Back,9,Belgium,782,"['589714d9-efdd-4007-bdd5-ba37eb943472', '862331e4-19d9-434e-9818-7bc206d9a9a4']",29,,,,,,,,,,,,,,,,,Belgium,782,00:02:29.000,Pass,
,,,,,,,,,,,,,0.839,,,,,,,,,,,,,5a9d6d19-3a0a-406e-a38a-d05dea030b68,120,,,"[52.0, 42.0]",7570,2,,-0.5404195,,,Head,,,,"[62.0, 36.0]",,High Pass,11.661903,,Marouane Fellaini-Bakkioui,3296.0,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Right Center Midfield,9,Belgium,782,['c1624b8a-601a-450a-a606-8330b9844df8'],30,,,,,,,,,,,,,,,,,Belgium,782,00:02:30.120,Pass,
,,,,,,,,,,,,,0.439,,,,,,,,,,,,,f0a4d00f-f0ec-4663-9627-e102d4b3dd97,123,,,"[61.0, 34.0]",7570,2,,2.2655346,,,Right Foot,,,,"[56.0, 40.0]",,Ground Pass,7.81025,,Mousa Sidi Yaya Dembélé,3037.0,,,,,,1,Regular Play,Marouane Fellaini-Bakkioui,3296.0,Right Wing,9,Belgium,782,['348abb8b-1290-473b-a503-408286025e25'],31,,,,,,,,,,,,,,,,,Belgium,782,00:02:31.560,Pass,
,,,,,,,,,,,,,1.28,,,,,,,,,,,,,d2a7bf8b-24bb-4048-9e24-6356e9aace19,128,,,"[48.0, 50.0]",7570,2,,1.5707964,,,Right Foot,,,,"[48.0, 78.0]",,Ground Pass,28.0,,Nacer Chadli,4831.0,,,,,,1,Regular Play,Mousa Sidi Yaya Dembélé,3037.0,Right Center Midfield,9,Belgium,782,"['7ca1338d-2b79-48c7-93aa-e94e809395c1', '92f03b69-1141-409b-bbc2-a4ce26a2c24f']",41,,,,,,,,,,,,,,,,,Belgium,782,00:02:41.080,Pass,True
,,,,,,,,,,,,,0.72,,,,,,,,,,,,,1b720f88-784e-485b-ad3d-642ca3d02b2f,132,,,"[42.0, 78.0]",7570,2,,-2.55359,,,Right Foot,,,,"[33.0, 72.0]",,Ground Pass,10.816654,,Leander Dendoncker,6331.0,,,,,,1,Regular Play,Nacer Chadli,4831.0,Right Midfield,9,Belgium,782,"['2cebf6c7-818a-4885-9fc8-64ee4e902736', 'fef9d1d8-210a-466c-92dd-42e4402e56d0']",44,,,,,,,,,,,,,,,,,Belgium,782,00:02:44.120,Pass,True
,,,,,,,,,,,,,1.68,,,,,,,,,,,,,e4a0adba-8019-4bc0-ba57-b5b849254283,135,,,"[35.0, 69.0]",7570,2,,0.2153577,,,Right Foot,,,,"[67.0, 76.0]",,Ground Pass,32.75668,Incomplete,Adnan Januzaj,6330.0,,,,,,1,Regular Play,Leander Dendoncker,6331.0,Right Center Back,9,Belgium,782,"['5d631686-b32c-4856-99dd-4fb36d492f26', '91f329ea-d0eb-45ee-b120-4c334431e52c']",45,,,,,,,,,,,,,,,,,Belgium,782,00:02:45.040,Pass,
