bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,2.04,,,,,,,,,,,a610d68d-931e-4d05-9411-c1f19a98198b,3481,,"[21.0, 63.0]",7546,83,,,,,,,,,,,,,,,,,,,,2,From Free Kick,N''Golo Kanté,3961.0,Right Center Midfield,169,Peru,784,,40,,,,,,,,,,,,,,,,,,France,771,00:38:40.973,Pressure,
,,,,,,,,,,,,,0.8,,,,,,,,,,,0f1198cb-9a50-48c5-9097-e0b15e140f59,3482,,"[8.0, 64.0]",7546,83,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Benjamin Pavard,5476.0,Right Back,169,Peru,784,['861f05f6-76b1-4577-925a-35edcb657b1a'],43,,,,,,,,,,,,,,,,,,France,771,00:38:43.293,Pressure,
,,,,,,,,,,,,,1.04,,,,,,,,,,,e64bf503-98dc-461c-a4c3-de13f71c09ec,3498,,"[38.0, 5.0]",7546,84,,,,,,,,,,,,,,,,,,,,2,From Throw In,Blaise Matuidi,4375.0,Left Wing,171,Peru,784,"['00e68214-efed-4589-a302-408f902116c0', '41cf3504-cf3a-4fc4-af57-e6e9eb6054f9', 'cf5359bb-a4a0-4f63-8546-a970a96cd6f1']",34,,,,,,,,,,,,,,,,,,France,771,00:39:34.413,Pressure,
,,,,,,,,,,,,,1.36,,,,,,,,,,,9deeda2c-ae1d-4847-8516-a366ac367e47,3510,,"[61.0, 48.0]",7546,84,,,,,,,,,,,,,,,,,,,,2,From Throw In,N''Golo Kanté,3961.0,Right Center Midfield,171,Peru,784,['98a1171e-b16a-4d77-b278-c832bc99c33c'],47,,,,,,,,,,,,,,,,,,France,771,00:39:47.813,Pressure,
,,,,,,,,,,,,,0.753,,,,,,,,,,,6fdb1f4d-34f5-4d2c-a990-bd15fa98d930,3514,,"[66.0, 70.0]",7546,84,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ousmane Dembélé,5477.0,Right Wing,171,Peru,784,"['1cbf3a74-f4a0-4507-a3e5-4217fa507f2f', '387c4470-d110-48c9-8c47-87c00f6a3d72']",54,,,,,,,,,,,,,,,,,,France,771,00:39:54.420,Pressure,
,,,,,,,,,,,,,0.44,,,,,,,,,,,25f193f5-655a-4329-a00d-23c023275b2b,3521,,"[72.0, 78.0]",7546,85,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ousmane Dembélé,5477.0,Right Wing,171,Peru,784,"['7de2a88e-f5a5-4fa9-a186-c0864aaffc12', '888770c2-a6e0-467d-b171-7ec4442556cf']",5,,,,,,,,,,,,,,,,,,France,771,00:40:05.173,Pressure,
,,,,,,,,,,,,,0.44,,,,,,,,,,,a6c3210a-bec7-47e4-b973-6bfe1971eb8e,3528,,"[59.0, 73.0]",7546,85,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nabil Fekir,2948.0,Center Attacking Midfield,172,Peru,784,,11,,,,,,,,,,,,,,,,,,France,771,00:40:11.573,Pressure,
,,,,,,,,,,,,,0.48,,,,,,,,,,,7cebdb2f-1128-4877-98b9-9573034002bb,3535,,"[65.0, 77.0]",7546,85,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nabil Fekir,2948.0,Center Attacking Midfield,172,Peru,784,"['9fa8dc88-1520-431e-9204-115abb2dd74f', 'e68c4ea0-a105-4b4f-93a6-90b559413919']",16,,,,,,,,,,,,,,,,,,France,771,00:40:16.333,Pressure,
,,,,,,,True,,,,,,1.333,,,,,,,,,,,af22412b-cb88-450f-8234-13d7223f3bff,3539,,"[91.0, 28.0]",7546,85,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jefferson Agustín Farfán Guadalupe,5531.0,Center Attacking Midfield,172,Peru,784,"['4b582cbf-513f-4a1b-bfac-7f997fb6c10f', 'f446c197-81bd-4a2a-b658-77eb0016a007']",20,,,,,,,,,,,,,,,,,,Peru,784,00:40:20.720,Pressure,
,,,,,,,,,,,,,1.853,,,,,,,,,,,ff095f85-8619-4ad2-82d0-e134254db0cc,3557,,"[28.0, 64.0]",7546,87,,,,,,,,,,,,,,,,,,,,2,Regular Play,N''Golo Kanté,3961.0,Right Center Midfield,174,Peru,784,"['95a26bdc-1dde-4cd4-8395-341ce0b307d8', 'd5f8c69c-4f7a-43da-86b4-dcb47e466f07']",41,,,,,,,,,,,,,,,,,,France,771,00:42:41.480,Pressure,
,,,,,,,,,,,,,0.36,,,,,,,,,,,61c0da10-2d5b-4f7c-9252-5d5b4d2ecc33,3572,,"[59.0, 12.0]",7546,87,,,,,,,,,,,,,,,,,,,,2,Regular Play,Blaise Matuidi,4375.0,Left Wing,174,Peru,784,,55,,,,,,,,,,,,,,,,,,France,771,00:42:55.492,Pressure,
,,,,,,,,,,,,,0.52,,,,,,,,,,,5f78d31f-b73f-4504-9fd3-58e694bf3058,3588,,"[40.0, 76.0]",7546,89,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ousmane Dembélé,5477.0,Right Wing,176,Peru,784,,13,,,,,,,,,,,,,,,,,,France,771,00:44:13.653,Pressure,
,,,,,,,,,,,,,1.8,,,,,,,,,,,e862a73c-1dac-49a0-8dd9-11c85dba0cd1,3591,,"[31.0, 75.0]",7546,89,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benjamin Pavard,5476.0,Right Back,176,Peru,784,['441e7fe1-0bac-459a-82c0-8c72039859c8'],14,,,,,,,,,,,,,,,,,,France,771,00:44:14.693,Pressure,
,,,,,,,,,,,,,0.8,,,,,,,,,,,481a0229-5d53-41a9-8379-5481c568def3,3592,,"[34.0, 77.0]",7546,89,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ousmane Dembélé,5477.0,Right Wing,176,Peru,784,['7038a9db-9002-4b66-92c9-4f2f42ffa7b1'],16,,,,,,,,,,,,,,,,,,France,771,00:44:16.693,Pressure,
,,,,,,,,,,,,,0.653,,,,,,,,,,,337f1fba-ce12-44fd-9a74-9344ac38d049,3600,,"[51.0, 57.0]",7546,89,,,,,,,,,,,,,,,,,,,,2,Regular Play,Olivier Giroud,3604.0,Center Forward,176,Peru,784,,21,,,,,,,,,,,,,,,,,,France,771,00:44:21.320,Pressure,
,,,,,,,,,,,,,2.493,,,,,,,,,,,46843db0-ebcb-4787-9816-01431bdbd1d7,3606,,"[48.0, 61.0]",7546,89,,,,,,,,,,,,,,,,,,,,2,Regular Play,N''Golo Kanté,3961.0,Right Center Midfield,176,Peru,784,"['7bd827d9-eb34-439c-8819-a0b6e8c39996', 'e30d751a-be92-445e-a12f-430e463b085d']",25,,,,,,,,,,,,,,,,,,France,771,00:44:25.440,Pressure,
,,,,,,,,,,,,,0.56,,,,,,,,,,,35091dfe-c303-45d5-8dfe-c9b73dce2dd8,3609,,"[66.0, 78.0]",7546,89,,,,,,,,,,,,,,,,,,,,2,Regular Play,N''Golo Kanté,3961.0,Right Center Midfield,176,Peru,784,['ee62efc2-8153-485f-ac9b-47fcd612a298'],30,,,,,,,,,,,,,,,,,,France,771,00:44:30.293,Pressure,
,,,,,,,,,,,,,0.6,,,,,,,,,,,b0977615-1da5-4c05-8e6f-7e8ceafcbd50,3612,,"[73.0, 61.0]",7546,89,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nabil Fekir,2948.0,Center Attacking Midfield,176,Peru,784,['68859355-07e8-4a03-bc0c-cb16df54d419'],33,,,,,,,,,,,,,,,,,,France,771,00:44:33.053,Pressure,
,,,,,,,,,,,,,1.333,,,,,,,,,,,dabfe71b-97c4-4486-8e53-2c0f6a2c9650,3618,,"[79.0, 78.0]",7546,89,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nabil Fekir,2948.0,Center Attacking Midfield,176,Peru,784,['9f2453de-b953-4e06-857a-fa8b7e9e2d51'],37,,,,,,,,,,,,,,,,,,France,771,00:44:37.480,Pressure,
,,,,,,,True,,,,,,0.96,,,,,,,,,,,440d8c1b-d908-44b3-8237-31cd9b18ffee,3636,,"[56.0, 32.0]",7546,90,,,,,,,,,,,,,,,,,,,,2,Regular Play,Édison Michael Flores Peralta,5525.0,Left Defensive Midfield,179,France,771,['d4c95b53-40f5-4340-816d-0159f4a5b275'],19,,,,,,,,,,,,,,,,,,Peru,784,00:45:19.453,Pressure,
,,,,,,,,,,,,,2.119,,,,,,,,,,,6b4cfbe2-f25a-42ed-af9b-440304a06f74,3646,,"[9.0, 2.0]",7546,90,,,,,,,,,,,,,,,,,,,,2,From Corner,Édison Michael Flores Peralta,5525.0,Left Defensive Midfield,180,France,771,['ac6307df-ed4b-4759-a3d9-dcef2896c1fb'],50,,,,,,,,,,,,,,,,,,Peru,784,00:45:50.333,Pressure,
,,,,,,,,,,,,,1.0,,,,,,,,,,,0e1da56b-e05f-41da-92b1-cd2d87498627,3647,,"[6.0, 3.0]",7546,90,,,,,,,,,,,,,,,,,,,,2,From Corner,Miguel Ángel Trauco Saavedra,5518.0,Left Back,180,France,771,,52,,,,,,,,,,,,,,,,,,Peru,784,00:45:52.453,Pressure,
,,,,,,,,,,,,,1.32,,,,,,,,,,,2843eede-127a-4e43-8ef6-85a92bb687d4,3660,,"[60.0, 75.0]",7546,92,,,,,,,,,,,,,,,,,,,,2,From Throw In,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,183,France,771,"['394676bd-22c2-4249-8bd1-08a85dc16715', 'c1a297b9-70ab-4bf5-b633-f3865f1801a5']",5,,,,,,,,,,,,,,,,,,Peru,784,00:47:05.253,Pressure,
,,,,,,,,,,,,,0.973,,,,,,,,,,,1987a012-538d-48bd-8125-3ac5c9cd091c,3661,,"[66.0, 72.0]",7546,92,,,,,,,,,,,,,,,,,,,,2,From Throw In,Édison Michael Flores Peralta,5525.0,Left Defensive Midfield,183,France,771,['c1a297b9-70ab-4bf5-b633-f3865f1801a5'],5,,,,,,,,,,,,,,,,,,Peru,784,00:47:05.440,Pressure,
,,,,,,,True,,,,,,0.8,,,,,,,,,,,8804cd5a-76ee-4453-ae7e-14c636fd3483,3665,,"[56.0, 6.0]",7546,92,,,,,,,,,,,,,,,,,,,,2,Regular Play,Blaise Matuidi,4375.0,Left Wing,184,Peru,784,"['bfc7f724-bb3b-4d62-be90-6a529170194c', 'e241bf7f-be98-424d-a357-222eb19e2da9']",9,,,,,,,,,,,,,,,,,,France,771,00:47:09.293,Pressure,
,,,,,,,,,,,,,0.76,,,,,,,,,,,9cc8e992-10b5-4290-9f74-24088f9c4630,3680,,"[71.0, 62.0]",7546,93,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Nabil Fekir,2948.0,Center Attacking Midfield,186,France,771,"['721f49f6-b21b-46ae-8997-6646d3007ee5', 'f80951d5-ae3a-4bd3-882a-c887fbbba612']",7,,,,,,,,,,,,,,,,,,France,771,00:48:07.173,Pressure,
,,,,,,,True,,,,,,1.24,,,,,,,,,,,670a70da-fcb0-40ad-a7bf-b603f437f2e7,3686,,"[62.0, 59.0]",7546,93,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Left Center Midfield,186,France,771,"['24b22c5b-de9f-4698-b82b-727d665cae2a', '29787897-bb1b-4fb4-a30f-516c94b8636a']",9,,,,,,,,,,,,,,,,,,France,771,00:48:09.093,Pressure,
,,,,,,,,,,,,,1.093,,,,,,,,,,,51b0748d-a8cc-425f-97e9-642b9b9cf583,3695,,"[53.0, 5.0]",7546,93,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Miguel Ángel Trauco Saavedra,5518.0,Left Back,186,France,771,"['11f2b1f3-a2b8-422b-8cc2-5734d7415528', 'c86d2ff9-8e57-4837-8fd2-100064e33812', 'ee585e7d-76cb-49a4-b0fb-e13323a79ca5']",13,,,,,,,,,,,,,,,,,,Peru,784,00:48:13.200,Pressure,
,,,,,,,,,,,,,1.253,,,,,,,,,,,08278f11-0181-4bc6-a6c7-fe4530341a10,3704,,"[17.0, 17.0]",7546,93,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Anderson Santamaría Bardales,5738.0,Left Center Back,186,France,771,"['106ab857-13cd-42d2-81c8-befa22e75e10', '45c27920-574d-4c87-acc7-d73e34fb0aab', '611cf24e-8968-4d1f-b70c-5ee0bab7a005']",19,,,,,,,,,,,,,,,,,,Peru,784,00:48:19.360,Pressure,
,,,,,,,True,,,,,,0.679,,,,,,,,,,,53604b0e-1bc6-42f6-b786-407736d61b70,3716,,"[50.0, 56.0]",7546,93,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Raphaël Varane,5485.0,Right Center Back,186,France,771,,30,,,,,,,,,,,,,,,,,,France,771,00:48:30.373,Pressure,
,,,,,,,True,,,,,,0.135,,,,,,,,,,,f82f17f9-a23d-4c1f-9f3c-f253dc7c0d66,3718,,"[49.0, 47.0]",7546,93,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Steven N''Kemboanza Mike Christopher Nzonzi,5737.0,Left Center Midfield,186,France,771,,31,,,,,,,,,,,,,,,,,,France,771,00:48:31.640,Pressure,
,,,,,,,,,,,,,1.32,,,,,,,,,,,c6f61206-1c68-41a6-a594-6f09beab8741,3721,,"[72.0, 35.0]",7546,93,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Raúl Mario Ruidíaz Misitich,5533.0,Left Wing,186,France,771,"['7491a2bb-8086-495e-bb48-4fa2c456f026', '99ce60e3-b58f-4aa7-b147-8eefbadb0fcd']",33,,,,,,,,,,,,,,,,,,Peru,784,00:48:33.373,Pressure,
,,,,,,,,,,,,,2.293,,,,,,,,,,,7cd0f92f-5dd5-41ec-960d-3400865f44c5,3725,,"[43.0, 61.0]",7546,93,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,186,France,771,['8b9dea03-9f8b-4662-8e40-77e4a412e47d'],37,,,,,,,,,,,,,,,,,,Peru,784,00:48:37.680,Pressure,
,,,,,,,,,,,,,2.133,,,,,,,,,,,3c4436f9-063c-4556-a9f6-b9563971d79d,3727,,"[35.0, 61.0]",7546,93,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,186,France,771,"['47622664-670b-40db-9616-46c064aeab59', '969ee91f-ebe3-4d26-9e8d-4498a45fd76d']",41,,,,,,,,,,,,,,,,,,Peru,784,00:48:41.880,Pressure,
,,,,,,,,,,,,,,,,,,,,,,,,2783ff40-1668-4a33-ad0c-14bc9fd02977,53,,"[61.0, 56.0]",7546,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Right Wing,4,Peru,784,['da86bf3f-5b39-43b0-aa4e-9ad10cc8a848'],48,,,,,,,,,,,,,,,,,,France,771,00:00:48.553,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,925873c2-3280-4b59-a068-50c843367bcc,125,,"[22.0, 6.0]",7546,1,,,,,,,,,,,,,,,,,,,,1,Regular Play,Paul Pogba,20004.0,Left Center Midfield,6,France,771,,55,,,,,,,,,,,,,,,,,,France,771,00:01:55.900,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,8e780ad6-053a-438e-8cf1-3bb0d5650c6e,207,,"[68.0, 48.0]",7546,4,,,,,,,,,,,,,,,,,,,,1,From Throw In,Édison Michael Flores Peralta,5525.0,Left Midfield,12,Peru,784,,38,,,,,,,,,,,,,,,,,,Peru,784,00:04:38.793,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,733c76c9-2d48-4f7b-989a-97459ff2daa8,247,,"[24.0, 55.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alberto Junior Rodríguez Valdelomar,5532.0,Left Center Back,15,Peru,784,['e26988e9-9aea-44c9-b5b5-8ef6f86c9051'],11,,,,,,,,,,,,,,,,,,Peru,784,00:05:11.873,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,496397d6-4393-4a2d-a2ab-0c088fc0e5d5,268,,"[63.0, 67.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,15,Peru,784,,30,,,,,,,,,,,,,,,,,,Peru,784,00:05:30.693,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,83b1b285-a7e8-4bea-9d94-3bc12994a94d,279,,"[45.0, 20.0]",7546,5,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,15,Peru,784,,35,,,,,,,,,,,,,,,,,,France,771,00:05:35.793,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,4a288fb8-851d-4401-95f1-792b29deb4d2,374,,"[28.0, 49.0]",7546,7,,,,,,,,,,,,,,,,,,,,1,Regular Play,Paul Pogba,20004.0,Left Center Midfield,19,Peru,784,,7,,,,,,,,,,,,,,,,,,France,771,00:07:07.713,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,c66b0648-7b1b-49cd-ade4-9bd58bbf31a3,381,,"[27.0, 73.0]",7546,7,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,19,Peru,784,['56405ebd-d1e0-4e1b-aa6d-7f42e049efc8'],16,,,,,,,,,,,,,,,,,,Peru,784,00:07:16.193,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,28cf3d3c-c89e-4904-b545-3d0b743e2b8a,388,,"[78.0, 4.0]",7546,7,,,,,,,,,,,,,,,,,,,,1,Regular Play,Blaise Matuidi,4375.0,Left Wing,20,France,771,,19,,,,,,,,,,,,,,,,,,France,771,00:07:19.913,Ball Recovery,
,,,True,,,,,,,,,,,,,,,,,,,,,7573685b-0f0c-4256-b9f7-914e30857ce4,442,,"[24.0, 25.0]",7546,8,,,,,,,,,,,,,,,,,,,,1,Regular Play,Miguel Ángel Trauco Saavedra,5518.0,Left Back,20,France,771,,0,,,,,,,,,,,,,,,,,,Peru,784,00:08:00.500,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,1ebdb1cb-22ad-4f25-9b79-7fa1383ba126,448,,"[17.0, 31.0]",7546,8,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,21,Peru,784,,5,,,,,,,,,,,,,,,,,,Peru,784,00:08:05.633,Ball Recovery,
,,,True,,,,,,,,,,,,,,,,,,,,,3716e704-c30e-46aa-a0e5-ff234f316828,467,,"[13.0, 58.0]",7546,8,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Kylian Mbappé Lottin,3009.0,Right Wing,22,Peru,784,,49,,,,,,,,,,,,,,,,,,France,771,00:08:49.873,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,6594801e-714c-421f-aaae-678467fa5d0f,480,,"[6.0, 46.0]",7546,9,,,,,,,,,,,,,,,,,,,,1,From Counter,Hugo Lloris,3099.0,Goalkeeper,23,France,771,['6c248fa8-4711-4212-b94f-c5846a6920c4'],1,,,,,,,,,,,,,,,,,,France,771,00:09:01.673,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,2c10242a-eee3-4b8f-b982-84b3207343c5,520,,"[110.0, 58.0]",7546,10,,,,,,,,,,,,,,,,,,,,1,From Counter,Antoine Griezmann,5487.0,Center Attacking Midfield,26,France,771,,2,,,,,,,,,,,,,,,,,,France,771,00:10:02.033,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,ec21a9a9-49a9-48a1-bbab-9f324d02c787,544,,"[102.0, 78.0]",7546,10,,,,,,,,,,,,,,,,,,,,1,Regular Play,N''Golo Kanté,3961.0,Right Center Midfield,28,France,771,,58,,,,,,,,,,,,,,,,,,France,771,00:10:58.273,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,0f6b4272-8880-4742-a460-d8c4e66dd8fb,561,,"[28.0, 11.0]",7546,11,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,30,France,771,"['51dca929-988f-4df9-8f2d-64ae119c6913', 'acce5396-7d5d-45f9-b48b-b5935456d535']",50,,,,,,,,,,,,,,,,,,France,771,00:11:50.193,Ball Recovery,True
,,,,,,,,,,,,,,,,,,,,,,,,d74de56a-a7e2-471b-b5db-336ba2a57259,633,,"[13.0, 37.0]",7546,14,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,35,France,771,['ab640f48-3093-49ae-8c8b-3ef40b4bb19f'],55,,,,,,,,,,,,,,,,,,Peru,784,00:14:55.473,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,5b9695ee-a86d-4f2b-b333-f4309445dc5b,637,,"[52.0, 76.0]",7546,15,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Raphaël Varane,5485.0,Right Center Back,35,France,771,['4f4f52d2-17c4-4a99-b5cc-46f6d0a10b2f'],2,,,,,,,,,,,,,,,,,,France,771,00:15:02.433,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,f904471a-4233-4217-a0e6-d72d95063b74,660,,"[17.0, 37.0]",7546,15,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,36,Peru,784,,21,,,,,,,,,,,,,,,,,,Peru,784,00:15:21.153,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,49c57ea7-81dc-4540-bddf-86550a868b13,705,,"[6.0, 42.0]",7546,16,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hugo Lloris,3099.0,Goalkeeper,38,France,771,,44,,,,,,,,,,,,,,,,,,France,771,00:16:44.473,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,4e1f0e22-be39-40dc-abd7-f1d151a37edd,746,,"[72.0, 37.0]",7546,17,,,,,,,,,,,,,,,,,,,,1,From Keeper,André Martín Carrillo Díaz,3632.0,Right Midfield,40,Peru,784,['2ddcbb99-5f86-490f-8816-0767180d45f6'],52,,,,,,,,,,,,,,,,,,Peru,784,00:17:52.953,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,da33effa-719f-4ecd-b045-8a1f6b2f1b98,817,,"[56.0, 27.0]",7546,19,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,43,Peru,784,,58,,,,,,,,,,,,,,,,,,Peru,784,00:19:58.873,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,f5378dbc-b7ec-496d-8a76-ad95c541f4a8,836,,"[30.0, 78.0]",7546,20,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,45,France,771,"['01717a9b-d5fd-4239-82fa-dcf0a5709fcf', 'aadbb9c0-ede0-42d9-9159-798ed7e0c4fd']",20,,,,,,,,,,,,,,,,,,France,771,00:20:20.193,Ball Recovery,True
,,,,,,,,,,,,,,,,,,,,,,,,f277a511-0de8-4e8f-8053-8850816a0cf0,845,,"[81.0, 17.0]",7546,20,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,47,Peru,784,['a2ffe05b-e987-4294-ad34-9581357c6d75'],32,,,,,,,,,,,,,,,,,,Peru,784,00:20:32.633,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,7c453bff-faad-4cc0-ae1a-aa219e5aa067,869,,"[83.0, 69.0]",7546,20,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,47,Peru,784,['0859d6e7-dde3-4224-a6f8-126c26aee156'],50,,,,,,,,,,,,,,,,,,Peru,784,00:20:50.313,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,6b8cb131-ad13-466b-a3c7-a9d88d7d0183,1073,,"[19.0, 46.0]",7546,26,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hugo Lloris,3099.0,Goalkeeper,58,France,771,['d9491261-329b-44d4-9f98-f0f54083d1c2'],39,,,,,,,,,,,,,,,,,,France,771,00:26:39.593,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,3304e7a5-beba-437d-955e-3caf48e3c972,1094,,"[41.0, 21.0]",7546,26,,,,,,,,,,,,,,,,,,,,1,Regular Play,Víctor Yoshimar Yotún Flores,5529.0,Left Defensive Midfield,60,Peru,784,['931cceb2-6a8f-4e42-8da8-2a87658ba980'],59,,,,,,,,,,,,,,,,,,Peru,784,00:26:59.500,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,1e2c7195-26f1-41fa-8e34-b431561e92ab,1187,,"[32.0, 18.0]",7546,29,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pedro Jesús Aquino Sánchez,5526.0,Right Defensive Midfield,63,France,771,,2,,,,,,,,,,,,,,,,,,Peru,784,00:29:02.460,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,2c5f5af5-7238-4995-90e5-974704f9a63b,1212,,"[93.0, 4.0]",7546,30,,,,,,,,,,,,,,,,,,,,1,From Throw In,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,66,Peru,784,['10de6b66-98dd-413a-95b4-826129d3c1e9'],8,,,,,,,,,,,,,,,,,,Peru,784,00:30:08.140,Ball Recovery,True
,,,,,,,,,,,,,,,,,,,,,,,,89655137-205b-443a-a0cb-16a9114ac4a5,1228,,"[20.0, 45.0]",7546,30,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Center Attacking Midfield,67,France,771,,18,,,,,,,,,,,,,,,,,,France,771,00:30:18.033,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,09c58a51-cc41-433e-b3d5-f956e48b6cf0,1281,,"[30.0, 13.0]",7546,31,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,69,France,771,['41a07679-b305-4f61-bf9c-e735263fddcd'],33,,,,,,,,,,,,,,,,,,France,771,00:31:33.073,Ball Recovery,
,,,,,,,,,,,,,,,,,,,,,,,,5ccd107b-381f-49e9-842d-746e2dcf3441,1307,,"[12.0, 13.0]",7546,31,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alberto Junior Rodríguez Valdelomar,5532.0,Left Center Back,69,France,771,"['0b6d7827-9337-4fde-b64d-264fe5bfac31', 'ea2afec8-a824-43d9-b78c-4c54ed4b3b35']",53,,,,,,,,,,,,,,,,,,Peru,784,00:31:53.700,Ball Recovery,True
