50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.973,,,,,,,,,,,,,,,e8c05176-d827-4a96-bea1-83ed41c9a10b,18,,"[48.0, 28.0]",7564,0,,,0.04542328,,,Left Foot,,,,"[70.0, 29.0]",,Ground Pass,22.022715,,,Gonzalo Gerardo Higuaín,5497.0,,,,,,1,From Throw In,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,3,Argentina,779,"['03630e83-d3d7-43a5-9b8e-4d8043214bd3', '8daed727-a79f-43a2-ae98-c2eda8f70259']",21,,,,,,,,,,,,,,,,Argentina,779,00:00:21.327,Pass,True
,,,,,,,,,,,,,,1.453,,,,,,,,,,,,,,,6b9a1028-40e7-43ee-9da9-92c33802b10a,21,,"[66.0, 29.0]",7564,0,,,1.7178746,,,Right Foot,,,,"[62.0, 56.0]",,Ground Pass,27.294687,,,Enzo Nicolás Pérez,5741.0,,,,,,1,From Throw In,Gonzalo Gerardo Higuaín,5497.0,Left Center Forward,3,Argentina,779,['3a581e71-6d9d-4533-81ee-88ca8d2133fd'],23,,,,,,,,,,,,,,,,Argentina,779,00:00:23.127,Pass,
,,,,,,,,,,,,,,0.813,,,,,,,,,,,,,,,04ef6c9d-dcea-43b5-bd72-06dc37a2fd1f,25,,"[64.0, 60.0]",7564,0,,,0.69473827,,,Right Foot,,,,"[70.0, 65.0]",,Ground Pass,7.81025,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Enzo Nicolás Pérez,5741.0,Right Wing,3,Argentina,779,['d83d5201-93a9-449f-9643-4190c84a104e'],25,,,,,,,,,,,,,,,,Argentina,779,00:00:25.607,Pass,
,,,,,,,,,,,,,,1.133,,,,,,,,,,,,,,,9c6f12bc-4a7d-4ab5-a0ff-6348df2fd329,28,,"[67.0, 64.0]",7564,0,,,-1.9890207,,,Left Foot,,,,"[59.0, 46.0]",,Ground Pass,19.697716,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,3,Argentina,779,['6ef06e6f-4170-4320-aa3b-e93a74c722b0'],27,,,,,,,,,,,,,,,,Argentina,779,00:00:27.287,Pass,
,,,,,,,,,,,,,,1.613,,,,,,,,,,,,,,,8297d2e7-c844-4d7e-a627-87f6329332be,32,,"[62.0, 47.0]",7564,0,,,-0.86630225,,,Right Foot,,,,"[79.0, 27.0]",,High Pass,26.24881,,,Éver Maximiliano David Banega,5504.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Midfield,3,Argentina,779,['f283e405-316d-49d4-9041-222fb0485f77'],29,,,,,,,,,,,,,,,,Argentina,779,00:00:29.607,Pass,
,,,,,,,,,,,,,,1.133,,,,,,,,,,,,,,,b67d5837-0e90-43a9-a330-37ea4f6812de,35,,"[78.0, 21.0]",7564,0,,,-1.735945,,,Left Foot,,,,"[76.0, 9.0]",,Ground Pass,12.165525,,,Nicolás Alejandro Tagliafico,5507.0,,,,,,1,From Throw In,Éver Maximiliano David Banega,5504.0,Left Center Midfield,3,Argentina,779,['57799c14-add3-4c1d-959c-1cb7e0a90035'],32,,,,,,,,,,,,,,,,Argentina,779,00:00:32.127,Pass,
,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,fa73bb45-f483-479d-8a59-c13b13a7f845,38,,"[76.0, 9.0]",7564,0,,,2.7233684,,,Left Foot,,,,"[58.0, 17.0]",,Ground Pass,19.697716,,,Faustino Marcos Alberto Rojo,3602.0,,,,,,1,From Throw In,Nicolás Alejandro Tagliafico,5507.0,Left Back,3,Argentina,779,['3b2cdc0a-6af8-42bc-acee-21e9f89d0823'],33,,,,,,,,,,,,,,,,Argentina,779,00:00:33.260,Pass,
,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,,2e380924-ccce-458b-bbd5-7d8d7b310ec4,41,,"[55.0, 17.0]",7564,0,,,1.3258177,,,Left Foot,,,,"[58.0, 29.0]",,Ground Pass,12.369317,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,3,Argentina,779,['7e9b35bd-91b7-4c3f-9280-c0eddc5decea'],35,,,,,,,,,,,,,,,,Argentina,779,00:00:35.660,Pass,
,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,360170ae-1b29-4dea-8f21-8dd76ead9941,44,,"[55.0, 35.0]",7564,0,,,1.226149,,,Right Foot,,,,"[69.0, 74.0]",,Ground Pass,41.4367,,,Enzo Nicolás Pérez,5741.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Midfield,3,Argentina,779,['3276283c-5d07-4970-ae68-81cf5303d48e'],38,,,,,,,,,,,,,,,,Argentina,779,00:00:38.407,Pass,
,,,,,,,,,,,,,,1.253,,,,,,,,,,,,,,,f7a28e03-58b0-4890-bd46-ed12a7314216,48,,"[69.0, 72.0]",7564,0,,,-2.1375256,,,Right Foot,,,,"[62.0, 61.0]",,Ground Pass,13.038404,,,Nicolás Hernán Otamendi,3090.0,,,,,,1,From Throw In,Enzo Nicolás Pérez,5741.0,Right Wing,3,Argentina,779,"['a902dcb8-46c0-4d56-8844-1e995f54d75a', 'e19aa38f-defe-4bfa-b8ff-03483365867f']",42,,,,,,,,,,,,,,,,Argentina,779,00:00:42.087,Pass,True
,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,ab7c249a-f440-4bd1-b0cd-5552f9e076f1,51,,"[66.0, 54.0]",7564,0,,,-1.7561443,,,Right Foot,,,,"[63.0, 38.0]",,Ground Pass,16.27882,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Nicolás Hernán Otamendi,3090.0,Right Center Back,3,Argentina,779,['300e7d28-a30c-4a13-8e6d-6838426037d4'],45,,,,,,,,,,,,,,,,Argentina,779,00:00:45.047,Pass,
,,,,,,,,,,,,,,2.453,,,,,,,,,,,,,,,b141a5b8-75b9-412f-b783-cf9991d3aad1,55,,"[64.0, 39.0]",7564,0,,,1.3024302,,,Right Foot,,,,"[75.0, 79.0]",,High Pass,41.484936,,,Gabriel Iván Mercado,5742.0,,True,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Right Center Midfield,3,Argentina,779,"['2f2649ed-d1c5-4162-ba5c-58b1d30313d0', 'd2a66982-10e0-46aa-a040-18bcf0da4d60']",49,,,,,,,,,,,,,,,,Argentina,779,00:00:49.087,Pass,True
,,,,,,,,,,,,,,1.733,,,,,,,,,,,,,,,fb2a461e-e75d-4cf3-8363-c74451e0bb61,58,,"[74.0, 77.0]",7564,0,,,-2.6779451,,,Right Foot,,,,"[52.0, 66.0]",,Ground Pass,24.596748,,,Nicolás Hernán Otamendi,3090.0,,,,,,1,From Throw In,Gabriel Iván Mercado,5742.0,Right Back,3,Argentina,779,['7ae1095f-ddb2-4ff8-b691-33f4c3804e71'],52,,,,,,,,,,,,,,,,Argentina,779,00:00:52.287,Pass,
,,,,,,,,,,,,,,2.253,,,,,,,,,,,,,,,9ae5828b-2a1f-4c4f-a26c-5bdc1e81655f,62,,"[66.0, 48.0]",7564,0,,,-1.4229469,,,Right Foot,,,,"[73.0, 1.0]",,High Pass,47.518417,,Out,Nicolás Alejandro Tagliafico,5507.0,,True,,,,1,From Throw In,Nicolás Hernán Otamendi,3090.0,Right Center Back,3,Argentina,779,['a31bb504-b00a-428d-b669-c66a5d662ba9'],57,,,,,,,,,,,,,,,,Argentina,779,00:00:57.727,Pass,
,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,c04e1677-fe9d-42ea-935b-1ad62a443995,64,,"[51.0, 80.0]",7564,1,,,-1.4801364,,,,,,,"[52.0, 69.0]",,Low Pass,11.045361,,,Onyinye Wilfred Ndidi,3338.0,,,,,Throw-in,1,From Throw In,Victor Moses,3963.0,Right Wing Back,4,Nigeria,775,['e8c02503-fdb7-4e22-ac20-fa29976107f0'],19,,,,,,,,,,,,,,,,Nigeria,775,00:01:19.833,Pass,
,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,5f588844-072e-4463-8c5c-3a352acfa936,66,,"[52.0, 69.0]",7564,1,,,2.0344439,,,Right Foot,,,,"[48.0, 77.0]",,Ground Pass,8.944272,,,Victor Moses,3963.0,,,,,,1,From Throw In,Onyinye Wilfred Ndidi,3338.0,Right Center Midfield,4,Nigeria,775,['3ab4f85f-1348-4479-a494-254cc4d0c4cc'],20,,,,,,,,,,,,,,,,Nigeria,775,00:01:20.553,Pass,
,,,,,,,,,,,,,,0.734,,,,,,,,,,,,,,,6acd89b4-8c61-4f1b-80e1-8254fc2388f2,69,,"[48.0, 77.0]",7564,1,,,-0.515549,,,Left Foot,,,,"[78.0, 60.0]",,High Pass,34.48188,,Incomplete,Ahmed Musa,5473.0,,,,,,1,From Throw In,Victor Moses,3963.0,Right Wing Back,4,Nigeria,775,"['a17f1556-5eaa-4896-a6c9-004153586276', 'e9c55aee-4da5-44fd-84f4-526f42a433c9']",21,,,,,,,,,,,,,,,,Nigeria,775,00:01:21.353,Pass,
,,,,,,,,,,,,,,2.053,,,,,,,,,,,,,,,a17f1556-5eaa-4896-a6c9-004153586276,71,,"[43.0, 21.0]",7564,1,,,0.38050637,,,Head,,,,"[68.0, 31.0]",,High Pass,26.925823,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,1,From Counter,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,5,Argentina,779,"['6acd89b4-8c61-4f1b-80e1-8254fc2388f2', '879cb4ee-0b43-4ad3-9428-db279e087c97']",22,,,,,,,,,,,,,,,,Argentina,779,00:01:22.087,Pass,
,,,,,,,,,,,,,,0.773,,,,,,,,,,,,,,,ede8e42c-4bb2-43b8-819f-192b672ca7d0,74,,"[67.0, 31.0]",7564,1,,,-0.27829966,,,Left Foot,,,,"[74.0, 29.0]",,Low Pass,7.28011,,,Éver Maximiliano David Banega,5504.0,,,,,,1,From Counter,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,5,Argentina,779,['d555f926-ce6e-406d-aee3-5ea8c56baf08'],24,,,,,,,,,,,,,,,,Argentina,779,00:01:24.527,Pass,
,,,,,,,,,,,,,,0.599,,,,,,,,,,,,,,,35b86cee-36b1-4784-968c-9bb6a8aebe4a,84,,"[53.0, 53.0]",7564,1,,,-1.4288993,,,Right Foot,,,,"[54.0, 46.0]",,Ground Pass,7.071068,,,Oghenekaro Etebo,5466.0,,,,,,1,Regular Play,John Michael Nchekwube Obinna,5475.0,Center Defensive Midfield,6,Nigeria,775,"['1335f406-7b73-46ed-9345-6472cad1fdee', '944648b9-bbf2-45f7-869b-12e9a8483edf']",28,,,,,,,,,,,,,,,,Nigeria,775,00:01:28.313,Pass,True
,,,,,,,,,,,,,,0.973,,,,,,,,,,,,,,,cb0f4f4c-b124-40bf-a2b5-497aadde751e,87,,"[53.0, 43.0]",7564,1,,,-1.7004988,,,Right Foot,,,,"[50.0, 20.0]",,Ground Pass,23.194826,,,Brian Oladapo Idowu,5462.0,,,,,,1,Regular Play,Oghenekaro Etebo,5466.0,Left Center Midfield,6,Nigeria,775,['185d7dc8-9522-4109-8e5e-f0b62e6be06f'],30,,,,,,,,,,,,,,,,Nigeria,775,00:01:30.140,Pass,
,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,32167725-8860-4d08-827e-0c317a840ef4,90,,"[76.0, 4.0]",7564,1,,,1.1071488,,,Left Foot,,,,"[78.0, 8.0]",,Ground Pass,4.472136,,Incomplete,Ahmed Musa,5473.0,,,,,,1,Regular Play,Brian Oladapo Idowu,5462.0,Left Wing Back,6,Nigeria,775,"['e217d9d9-b3a1-48b5-b323-14409da0b5dd', 'f00bcf12-8c16-41d3-b776-745bd03532b4']",35,,,,,,,,,,,,,,,,Nigeria,775,00:01:35.420,Pass,
,,,,,,,,,,,,,,2.335,,,,,,,,,,,,,,,80d201a3-566f-47cc-ad32-52e2d0ea4ee9,95,,"[47.0, 74.0]",7564,1,,,-0.49934673,,,Right Foot,,,,"[69.0, 62.0]",,Ground Pass,25.059929,,Incomplete,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Gabriel Iván Mercado,5742.0,Right Back,6,Nigeria,775,"['39918856-6948-40be-986f-e30dc23642a0', 'c7051f7b-6e14-480b-9e8f-a42241ddae35']",36,,,,,,,,,,,,,,,,Argentina,779,00:01:36.847,Pass,
,,,,,,,,,,,,,,2.72,,,,,,,,,,,,,,,4c8b03c3-afa9-4a37-9b79-0c3cb6ef1e4b,101,,"[53.0, 23.0]",7564,1,,,3.068552,,,Left Foot,,,,"[12.0, 26.0]",,Ground Pass,41.109608,,,Francis Odinaka Uzoho,5454.0,,,,,,1,Regular Play,Kenneth Josiah Omeruo,5830.0,Left Center Back,6,Nigeria,775,"['3fba1370-17d8-4c6a-831c-e7f55b6e60e9', '967cf4ff-288c-488c-bac1-d941aa48579e']",40,,,,,,,,,,,,,,,,Nigeria,775,00:01:40.753,Pass,True
,,,,,,,,,,,,,,2.146,,,,,,,,,,,,,,,257b6e9e-fee0-40da-987e-6efbaaa87feb,104,,"[12.0, 26.0]",7564,1,,,-0.5090709,,,Right Foot,,,,"[55.0, 2.0]",,High Pass,49.24429,,,Brian Oladapo Idowu,5462.0,,,,,,1,Regular Play,Francis Odinaka Uzoho,5454.0,Goalkeeper,6,Nigeria,775,['1178f783-c115-47bc-85f0-5afbc74d1092'],44,,,,,,,,,,,,,,,,Nigeria,775,00:01:44.113,Pass,
,,,,,,,,,,,,,,2.267,,,,,,,,,,,,,,,aa6e8a85-0d80-48ab-be08-9467c13a5b7b,109,,"[54.0, 2.0]",7564,1,,,0.5404195,,,Right Foot,,,,"[74.0, 14.0]",,Ground Pass,23.323807,,Incomplete,Ahmed Musa,5473.0,,,,,Recovery,1,Regular Play,Brian Oladapo Idowu,5462.0,Left Wing Back,6,Nigeria,775,"['4c4848dc-9af8-4629-83d3-352f4da89ae2', 'f78ae3bc-ce6e-4190-9da4-6b6d4c61b7ca']",47,,,,,,,,,,,,,,,,Nigeria,775,00:01:47.233,Pass,
,,,,,,,,,,,,,,2.786,,,,,,,,,,,,,,,4c4848dc-9af8-4629-83d3-352f4da89ae2,111,,"[47.0, 67.0]",7564,1,,,-2.6155262,,,Right Foot,,,,"[16.0, 49.0]",,Ground Pass,35.846897,,,Franco Armani,6312.0,,,,,Recovery,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,7,Argentina,779,"['633e68e0-4679-47a8-b5c3-e69eb77492b0', 'aa6e8a85-0d80-48ab-be08-9467c13a5b7b']",49,,,,,,,,,,,,,,,,Argentina,779,00:01:49.500,Pass,
,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,d338a8eb-034a-4917-8f9b-3216db8f1821,115,,"[20.0, 50.0]",7564,1,,,-1.5152978,,,Right Foot,,,,"[21.0, 32.0]",,Ground Pass,18.027756,,,Faustino Marcos Alberto Rojo,3602.0,,,,,,1,Regular Play,Franco Armani,6312.0,Goalkeeper,7,Argentina,779,['9b6e5447-851f-4109-ae6d-ca2f820b0e1f'],54,,,,,,,,,,,,,,,,Argentina,779,00:01:54.687,Pass,
,,,,,,,,,,,,,,1.533,,,,,,,,,,,,,,,d07aa160-6eac-429b-a086-30096ad91140,118,,"[21.0, 30.0]",7564,1,,,-0.7853982,,,Left Foot,,,,"[37.0, 14.0]",,Ground Pass,22.627417,,,Nicolás Alejandro Tagliafico,5507.0,,,,,,1,Regular Play,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,7,Argentina,779,['f366008e-9492-4a21-aed8-45c581468fc8'],57,,,,,,,,,,,,,,,,Argentina,779,00:01:57.567,Pass,
,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,39ee363b-4388-4f43-8d81-9d44cb392c15,121,,"[35.0, 17.0]",7564,1,,,2.5393052,,,Left Foot,,,,"[19.0, 28.0]",,Ground Pass,19.416489,,,Faustino Marcos Alberto Rojo,3602.0,,,,,,1,Regular Play,Nicolás Alejandro Tagliafico,5507.0,Left Back,7,Argentina,779,['bce60443-ade5-4290-bf8f-a13c580bbcab'],59,,,,,,,,,,,,,,,,Argentina,779,00:01:59.807,Pass,
,,,,,,,,,,,,,,0.973,,,,,,,,,,,,,,,8e559ca8-b77c-49d9-aef8-dcbb372e95ab,125,,"[37.0, 16.0]",7564,2,,,0.4048918,,,Left Foot,,,,"[51.0, 22.0]",,Ground Pass,15.231546,,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,7,Argentina,779,['0f6f7cfc-b34e-4ae5-9ae0-9e8fed0994fb'],7,,,,,,,,,,,,,,,,Argentina,779,00:02:07.047,Pass,
,,,,,,,,,,,,,,0.865,,,,,,,,,,,,,,,85ec5564-fda9-4a22-a0d7-8e0f8f82259f,130,,"[52.0, 11.0]",7564,2,,,2.2142975,,,Right Foot,,,,"[49.0, 15.0]",,Ground Pass,5.0,,Incomplete,,,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Left Center Midfield,7,Argentina,779,"['696a4610-b093-4278-91ce-a5117c3a2b72', '8c2b8d81-8488-4b5d-8bfd-858a6d980e32']",9,,,,,,,,,,,,,,,,Argentina,779,00:02:09.927,Pass,True
,,,,,,,,,,,,,,1.173,,,,,,,,,,,,,,,5d9537e5-a8af-475a-a495-e0f2fc4850fd,133,,"[63.0, 17.0]",7564,2,,,1.9974238,,,Left Foot,,,True,"[58.0, 28.0]",,Ground Pass,12.083046,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Left Center Midfield,8,Argentina,779,['b99d447a-7a6b-4f34-b355-eb23777592a0'],19,,,,,,,,,,,,,,,,Argentina,779,00:02:19.300,Pass,
