ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,3.84,,,,,,,,,,,,,8162f154-6e7f-4c07-982d-3f86e721c5bf,64,,,"[119.0, 2.0]",7577,2,,1.915015,,,Right Foot,True,,"[100.0, 55.0]",Ground Pass,56.302753,,,Nordin Amrabat,3302.0,,True,,,Corner,1,From Corner,Younès Belhanda,5242.0,Center Attacking Midfield,8,Morocco,788,['c56c1740-08ed-46af-945d-9f0b488f2e8b'],46,,,,,,,,,,,,,,,Morocco,788,00:02:46.000,Pass,
,,,,,,,,,,1.333,,,,,,,,,,,,,e85bd812-5493-4be8-aaa5-737c9850f8e2,66,,,"[101.0, 54.0]",7577,2,,-1.0303768,,,Left Foot,,,"[113.0, 34.0]",High Pass,23.323807,,Incomplete,Ayoub El Kaabi,5229.0,,,,,,1,From Corner,Nordin Amrabat,3302.0,Right Back,8,Morocco,788,"['4cf163e7-b44f-4d61-9c17-ab9ddda6e171', '601bb22c-f06f-42b2-9060-fed43190ce1a']",49,,,,,,,,,,,,,,,Morocco,788,00:02:49.840,Pass,
,,,,,,,,,,1.88,,,,,,,,,,,,,10b18fd5-7b7b-42e8-ae1c-ed826e783e5b,69,,,"[119.0, 2.0]",7577,3,,1.6495802,,,Right Foot,True,,"[116.0, 40.0]",High Pass,38.118237,,Incomplete,,,,,,,Corner,1,From Corner,Younès Belhanda,5242.0,Center Attacking Midfield,9,Morocco,788,['bb69cf7f-ff50-46f3-bc13-81bb8e4ade6f'],14,,,,,,,,,,,,,,,Morocco,788,00:03:14.813,Pass,
,,,,,,,,,,1.093,,,,,,,,,,,,,a3c46b39-dd98-48b4-b9f3-e3cb79137bbe,74,,,"[77.0, 74.0]",7577,3,,0.21109334,,,Right Foot,,,"[91.0, 77.0]",Ground Pass,14.3178215,,,Younès Belhanda,5242.0,,,,,,1,From Corner,Nordin Amrabat,3302.0,Right Back,9,Morocco,788,"['30550043-0cfd-4d1c-a1ec-bd9af86b003a', '5f852f0c-615a-4ece-9863-edc42d9df628']",22,,,,,,,,,,,,,,,Morocco,788,00:03:22.120,Pass,True
,,,,,,,,,,1.293,,,,,,,,,,,,,560c0625-8ef2-453a-971a-36d0cf4cb766,82,,,"[98.0, 80.0]",7577,3,,-2.8501358,,,,,,"[88.0, 77.0]",Low Pass,10.440307,,,Nordin Amrabat,3302.0,,,,,Throw-in,1,From Throw In,Younès Belhanda,5242.0,Center Attacking Midfield,10,Morocco,788,['97766b7e-4b78-4e2f-a8fd-efb2bbbdd223'],29,,,,,,,,,,,,,,,Morocco,788,00:03:29.160,Pass,
,,,,,,,,,,0.68,,,,,,,,,,,,,6ba1b971-0bd0-4dbe-ad8e-dc724cb9e68d,86,,,"[87.0, 73.0]",7577,3,,-1.4601392,,,Right Foot,,,"[88.0, 64.0]",Ground Pass,9.055386,,,Hakim Ziyech,5237.0,,,,,,1,From Throw In,Nordin Amrabat,3302.0,Right Back,10,Morocco,788,"['4b774ddf-2113-4ae9-947b-232739f2e01e', 'bce3d7c4-238b-4e77-bf9d-c393147ee82e']",31,,,,,,,,,,,,,,,Morocco,788,00:03:31.613,Pass,True
,,,,,,,,,,1.133,,,,,,,,,,,,,ab3acc31-bc55-4558-8cdb-eab84efca3f8,89,,,"[82.0, 65.0]",7577,3,,3.1415927,,,Left Foot,,,"[69.0, 65.0]",Ground Pass,13.0,,,Karim El Ahmadi Al Aroos,5236.0,,,,,,1,From Throw In,Hakim Ziyech,5237.0,Right Wing,10,Morocco,788,['b9431ddc-fa6f-4ec7-9090-a66768c26fec'],33,,,,,,,,,,,,,,,Morocco,788,00:03:33.080,Pass,
,,,,,,,,,,1.719,,,,,,,,,,,,,08fa1d3c-390e-4997-8710-0b5f9e666213,93,,,"[64.0, 62.0]",7577,3,,-2.5393052,,,Right Foot,,,"[48.0, 51.0]",Ground Pass,19.416489,,,Medhi Amine El Mouttaqi Benatia,5244.0,,,,,,1,From Throw In,Karim El Ahmadi Al Aroos,5236.0,Right Center Midfield,10,Morocco,788,['987c380f-6bc6-42f1-a13a-34c6d3eae800'],35,,,,,,,,,,,,,,,Morocco,788,00:03:35.213,Pass,
,,,,,,,,,,2.0,,,,,,,,,,,,,2895e451-b3bb-41f7-8941-5e18420f7580,96,,,"[46.0, 50.0]",7577,3,,-1.5385494,,,Right Foot,,,"[47.0, 19.0]",Ground Pass,31.016125,,,Romain Saïss,5219.0,,,,,,1,From Throw In,Medhi Amine El Mouttaqi Benatia,5244.0,Right Center Back,10,Morocco,788,['0105ad0e-e79f-4fda-9b1d-6868685aca54'],37,,,,,,,,,,,,,,,Morocco,788,00:03:37.960,Pass,
,,,,,,,,,,1.585,,,,,,,,,,,,,8ae33654-ffd6-4614-9ea2-4b1ab3f1180a,99,,,"[46.0, 12.0]",7577,3,,-0.6857295,,,Left Foot,,,"[57.0, 3.0]",Ground Pass,14.21267,,,Achraf Hakimi Mouh,5245.0,,,,,,1,From Throw In,Romain Saïss,5219.0,Left Center Back,10,Morocco,788,['8af09866-8c3b-418e-8291-b1a0e5ce0f1f'],41,,,,,,,,,,,,,,,Morocco,788,00:03:41.695,Pass,
,,,,,,,,,,0.973,,,,,,,,,,,,,00e71224-07c6-4c1f-a275-3df5f465cacd,103,,,"[56.0, 3.0]",7577,3,,1.0636978,,,Right Foot,,,"[61.0, 12.0]",Ground Pass,10.29563,,,Hakim Ziyech,5237.0,,,,,,1,From Throw In,Achraf Hakimi Mouh,5245.0,Left Back,10,Morocco,788,"['3311ec94-0439-4446-b21e-e4a8b2deaa90', 'e06a35ec-9f66-4328-9b1a-1e8fea4590df']",44,,,,,,,,,,,,,,,Morocco,788,00:03:44.080,Pass,True
,,,,,,,,,,0.86,,,,,,,,,,,,,b57e4daa-1e1d-4ebc-8295-ca1a435a21fa,107,,,"[60.0, 18.0]",7577,3,,1.735945,,,Left Foot,,,"[58.0, 30.0]",Ground Pass,12.165525,,,Karim El Ahmadi Al Aroos,5236.0,,,,,,1,From Throw In,Hakim Ziyech,5237.0,Right Wing,10,Morocco,788,"['40ac991f-8eca-488c-89cf-c83761f09a7b', 'd719781b-00e4-4c44-82a7-f9f318fa2d00']",45,,,,,,,,,,,,,,,Morocco,788,00:03:45.840,Pass,True
,,,,,,,,,,0.893,,,,,,,,,,,,,94633271-f3a8-48d4-88c5-fcd5c812dcf6,111,,,"[57.0, 31.0]",7577,3,,-0.4636476,,,Right Foot,,,"[67.0, 26.0]",Ground Pass,11.18034,,,Hakim Ziyech,5237.0,,,,,,1,From Throw In,Karim El Ahmadi Al Aroos,5236.0,Right Center Midfield,10,Morocco,788,"['6a52e646-e60e-4e06-a3b4-d253fd899918', 'bcdceae2-2457-48eb-991b-e8509577d930']",47,,,,,,,,,,,,,,,Morocco,788,00:03:47.600,Pass,True
,,,,,,,,,,2.16,,,,,,,,,,,,,6ccd398b-7f33-4c72-8e14-7ab1a01753b5,121,,,"[69.0, 42.0]",7577,3,,0.84781694,,,Left Foot,,,"[99.0, 76.0]",High Pass,45.343136,,,Nordin Amrabat,3302.0,,,,,,1,From Throw In,Hakim Ziyech,5237.0,Right Wing,10,Morocco,788,"['c4d645a1-860c-470b-b720-4c99a9abcf8e', 'f0281180-5fbe-4183-8d54-06bcefe58a3e']",50,,,,,,,,,,,,,,,Morocco,788,00:03:50.760,Pass,True
,,,,,,,,,,0.467,,,,,,,,,,,,,11345899-8a0d-4b5b-8e47-8f30384b43b4,128,,,"[114.0, 66.0]",7577,3,,-1.4994888,c898ca20-e1d9-41f1-8724-d96c0ee05cb9,,Right Foot,,,"[115.0, 52.0]",Low Pass,14.035668,,,Younès Belhanda,5242.0,True,,,,,1,From Throw In,Nordin Amrabat,3302.0,Right Back,10,Morocco,788,['90d4d0ac-98b4-42e0-aecc-9b6f2816c49f'],57,,,,,,,,,,,,,,,Morocco,788,00:03:57.053,Pass,
,,,,,,,,,,3.547,,,,,,,,,,,,,bd6ff196-df03-45db-b53e-e6ba3a44cabc,132,,,"[6.0, 47.0]",7577,4,,-0.026309717,,,Right Foot,,,"[82.0, 45.0]",High Pass,76.02631,,Incomplete,Sardar Azmoun,5224.0,,,,,Goal Kick,1,From Goal Kick,Alireza Safar Beiranvand,5227.0,Goalkeeper,11,Iran,797,"['45beb7e6-e095-4f4f-aef9-37b1c358fdfd', 'bcb10c94-ba18-41a2-bfbf-95b4fb5ca56f']",40,,,,,,,,,,,,,,,Iran,797,00:04:40.213,Pass,
,,,,,,,,,,1.453,,,,,,,,,,,,,bcb10c94-ba18-41a2-bfbf-95b4fb5ca56f,134,,,"[39.0, 36.0]",7577,4,,-0.5743048,,,Head,,,"[56.0, 25.0]",High Pass,20.248457,,,Amine Harit,5243.0,,,,,Recovery,1,Regular Play,Karim El Ahmadi Al Aroos,5236.0,Right Center Midfield,12,Morocco,788,"['bd6ff196-df03-45db-b53e-e6ba3a44cabc', 'bf903a10-1d2d-4cd6-9f34-abdfc1d3d306']",43,,,,,,,,,,,,,,,Morocco,788,00:04:43.760,Pass,
,,,,,,,,,,1.613,,,,,,,,,,,,,9ebf1a77-5b28-4ebc-87b2-0deacbc6d5dc,137,,,"[56.0, 25.0]",7577,4,,-2.3561945,,,Head,,,"[45.0, 14.0]",Low Pass,15.556349,,,Mbark Boussoufa,5232.0,,,,,,1,Regular Play,Amine Harit,5243.0,Left Wing,12,Morocco,788,"['2706ac55-faab-4fc5-9097-33cc43fef53d', 'e2f06d61-2114-4000-a011-5bbfff07fac9']",45,,,,,,,,,,,,,,,Morocco,788,00:04:45.240,Pass,True
,,,,,,,,,,1.84,,,,,,,,,,,,,5394b1a2-62dc-4992-8258-ae2d27d638fd,139,,,"[45.0, 14.0]",7577,4,,-1.0303768,,,Right Foot,,,"[51.0, 4.0]",Ground Pass,11.661903,,,Achraf Hakimi Mouh,5245.0,,,,,,1,Regular Play,Mbark Boussoufa,5232.0,Left Center Midfield,12,Morocco,788,['950f394e-db9e-42df-ba86-da6598e44614'],46,,,,,,,,,,,,,,,Morocco,788,00:04:46.853,Pass,
,,,,,,,,,,1.173,,,,,,,,,,,,,8445ec96-4857-452e-84d4-b209b3833279,143,,,"[52.0, 3.0]",7577,4,,0.8960554,,,Left Foot,,,"[56.0, 8.0]",Ground Pass,6.4031243,,,Amine Harit,5243.0,,,,,,1,Regular Play,Achraf Hakimi Mouh,5245.0,Left Back,12,Morocco,788,['7083e9a1-4043-4383-b34c-3561fcdbb1ca'],48,,,,,,,,,,,,,,,Morocco,788,00:04:48.840,Pass,
,,,,,,,,,,0.8,,,,,,,,,,,,,7c299d46-d88e-4965-8fc9-13ca82711332,162,,,"[90.0, 22.0]",7577,4,,-0.67474097,,,Right Foot,,,"[100.0, 14.0]",Ground Pass,12.806249,,,Achraf Hakimi Mouh,5245.0,,,,,,1,Regular Play,Amine Harit,5243.0,Left Wing,12,Morocco,788,"['67dbe1a8-facd-4fdb-a020-b21be3ba120f', 'e677ba5c-33bd-4357-b168-d8cc7517bd86']",57,,,,,,,,,,,,,,,Morocco,788,00:04:57.320,Pass,True
