bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,2.24,,,,,,,,,,,,,,c9fb9d26-0d6e-428a-a938-332c6b6be330,16,,"[32.0, 60.0]",7568,0,,-1.4601392,,,Right Foot,,,"[36.0, 24.0]",,Ground Pass,36.221542,,Manuel Obafemi Akanji,5549.0,,,,1,From Kick Off,Fabian Lukas Schär,5537.0,Right Center Back,2,Switzerland,773,['89d1b522-d8df-444f-b949-021280ae07c2'],7,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:07.713,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,,,5bdb6f0c-71dc-4747-af38-eb37ef194bb2,19,,"[36.0, 23.0]",7568,0,,1.9832067,,,Left Foot,,,"[29.0, 39.0]",,Ground Pass,17.464249,,Fabian Lukas Schär,5537.0,,,,1,From Kick Off,Manuel Obafemi Akanji,5549.0,Left Center Back,2,Switzerland,773,['53449ede-051a-45dd-a5bf-073f0b863e9b'],11,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:11.193,Pass,
,,,,,,,,,,,,1.68,,,,,,,,,,,,,,9d219f09-6877-4587-b9e4-c0572e2cfa11,22,,"[30.0, 39.0]",7568,0,,-1.3825748,,,Right Foot,,,"[34.0, 18.0]",,Ground Pass,21.377558,,Manuel Obafemi Akanji,5549.0,,,,1,From Kick Off,Fabian Lukas Schär,5537.0,Right Center Back,2,Switzerland,773,['1e8c2bba-25ff-4d66-a8ec-4ae023662416'],14,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:14.353,Pass,
,,,,,,,,,,,,1.4,,,,,,,,,,,,,,856c2ea7-866c-42ec-b468-867d20c1d3fc,25,,"[51.0, 23.0]",7568,0,,0.66963893,,,Right Foot,,,"[75.0, 42.0]",,Ground Pass,30.610456,Incomplete,Xherdan Shaqiri,3533.0,,,,1,From Kick Off,Manuel Obafemi Akanji,5549.0,Left Center Back,2,Switzerland,773,"['41905124-a43f-4369-a344-543a73cc262a', '5c5a3419-ffa6-4b83-8340-af53412fa81e']",20,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:20.833,Pass,
,,,,,,,,,,,,2.24,,,,,,,,,,,,,,5c5a3419-ffa6-4b83-8340-af53412fa81e,27,,"[46.0, 39.0]",7568,0,,-0.27416745,,,Right Foot,,,"[78.0, 30.0]",,High Pass,33.24154,Incomplete,Joel Nathaniel Campbell Samuels,5581.0,,,Recovery,1,From Kick Off,Kendall Jamaal Waston Manley,6328.0,Left Center Back,2,Switzerland,773,"['697df226-3340-477c-bf19-e94d17746479', '856c2ea7-866c-42ec-b468-867d20c1d3fc', 'f0d3f8cf-92e4-4094-93b1-66d3ea4ec8b9']",22,,,,,,,,,,,,,,,,,,Costa Rica,795,00:00:22.233,Pass,
,,,,,,,,,,,,0.88,,,,,,,,,,,,,,714fe78b-73ee-45b0-8267-44b09d3dc568,31,,"[44.0, 46.0]",7568,0,,-0.11065722,,,Right Foot,,,"[53.0, 45.0]",,Ground Pass,9.055386,,Granit Xhaka,3500.0,,,,1,From Kick Off,Valon Behrami,5540.0,Right Defensive Midfield,2,Switzerland,773,['6f52150c-821f-4cb9-a4b2-8e8d6ced3e00'],25,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:25.313,Pass,
,,,,,,,,,,,,0.84,,,,,,,,,,,,,,dd32d457-c8f1-4f90-8470-112d416ba059,35,,"[52.0, 47.0]",7568,0,,2.7928216,,,Left Foot,,,"[41.0, 51.0]",,Ground Pass,11.7046995,,Valon Behrami,5540.0,,,,1,From Kick Off,Granit Xhaka,3500.0,Left Defensive Midfield,2,Switzerland,773,"['152b489e-7770-4275-b9e6-54befc56cd2d', 'c45ba32b-d706-43fb-be8d-c25203b848f9']",26,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:26.993,Pass,True
,,,,,,,,,,,,1.44,,,,,,,,,,,,,,13f46eb1-bdac-4522-bd62-4bc1e4ded093,38,,"[40.0, 53.0]",7568,0,,1.1071488,,,Right Foot,,,"[52.0, 77.0]",,Ground Pass,26.832815,,Stephan Lichtsteiner,5541.0,,,,1,From Kick Off,Valon Behrami,5540.0,Right Defensive Midfield,2,Switzerland,773,['b21ce828-5045-4a64-b2f8-9dfbf543e0b9'],28,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:28.553,Pass,
,,,,,,,,,,,,1.28,,,,,,,,,,,,,,998936c4-050c-4926-85f0-d172c0e9ba76,42,,"[57.0, 79.0]",7568,0,,-1.0088748,,,Right Foot,,,"[74.0, 52.0]",,Low Pass,31.906113,,Mario Gavranović,5834.0,,,,1,From Kick Off,Stephan Lichtsteiner,5541.0,Right Back,2,Switzerland,773,['e93053bd-1824-410d-8a0a-f63dfae30211'],31,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:31.273,Pass,
,,,,,,,,,,,,1.16,,,,,,,,,,,,,,6124593b-5b8f-4ce6-a422-929ec886872c,45,,"[74.0, 53.0]",7568,0,,-2.634494,,,Right Foot,,,"[65.0, 48.0]",,Ground Pass,10.29563,,Granit Xhaka,3500.0,,,,1,From Kick Off,Mario Gavranović,5834.0,Center Forward,2,Switzerland,773,['305c8c6a-779a-46b6-a526-d7b6e393f3f2'],33,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:33.273,Pass,
,,,,,,,,,,,,2.68,,,,,,,,,,,,,,cae4f100-d2ef-4028-ab3a-1ae7690c6e3d,48,,"[66.0, 46.0]",7568,0,,-1.0269638,,,Left Foot,,,"[92.0, 3.0]",,Ground Pass,50.24938,,Breel-Donald Embolo,5545.0,,True,,1,From Kick Off,Granit Xhaka,3500.0,Left Defensive Midfield,2,Switzerland,773,['85a009d8-5706-439d-bbfa-71fb0daa23a8'],35,,,,,,,,,,,,,,,,,,Switzerland,773,00:00:35.473,Pass,
,,,,,,,,,,,,1.64,,,,,,,,,,,,,,312ae7c0-3c3e-4dc4-abff-e804c08fd902,56,,"[92.0, 23.0]",7568,1,,0.83620185,,,Left Foot,,,"[120.0, 54.0]",,High Pass,41.773197,Out,,,,,Free Kick,1,From Free Kick,Xherdan Shaqiri,3533.0,Right Wing,3,Switzerland,773,,40,,,,,,,,,,,,,,,,,,Switzerland,773,00:01:40.233,Pass,
,,,,,,,,,,,,2.2,,,,,,,,,,,,,,345fadc9-5bdf-4b18-82cd-fe1d62c2253b,57,,"[3.0, 32.0]",7568,1,,0.60374933,,,Right Foot,,,"[32.0, 52.0]",,Ground Pass,35.22783,,Celso Borges Mora,5582.0,,,Goal Kick,1,From Goal Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,4,Costa Rica,795,['c391d4fa-ecd5-4d2d-8c32-348898bc0e7c'],52,,,,,,,,,,,,,,,,,,Costa Rica,795,00:01:52.833,Pass,
,,,,,,,,,,,,1.24,,,,,,,,,,,,,,501e77ce-9111-485e-9922-a18d36ee0782,61,,"[28.0, 57.0]",7568,1,,0.98279375,,,Right Foot,,,"[42.0, 78.0]",,Ground Pass,25.23886,,Cristian Gamboa Luna,5602.0,,,,1,From Goal Kick,Celso Borges Mora,5582.0,Right Center Midfield,4,Costa Rica,795,"['18e28f0b-d7c0-4cd9-ae19-7b2263113eab', '1ab91959-78a6-4480-be6a-e8ffc912d6e5']",56,,,,,,,,,,,,,,,,,,Costa Rica,795,00:01:56.153,Pass,True
,,,,,,,,,,,,1.413,,,,,,,,,,,,,,25b15f3a-fa97-4387-97c7-9656689d2cd6,65,,"[40.0, 77.0]",7568,1,,-0.93804747,,,Right Foot,,,"[51.0, 62.0]",,Ground Pass,18.601076,,Bryan Ruiz González,5592.0,,,,1,From Goal Kick,Cristian Gamboa Luna,5602.0,Right Wing Back,4,Costa Rica,795,"['0832eaec-3cb1-422a-b096-bcc73eaf93d7', 'ac7c9b89-8858-4102-95d7-f83f5cd44997']",58,,,,,,,,,,,,,,,,,,Costa Rica,795,00:01:58.033,Pass,True
,,,,,,,,,,,,1.213,,,,,,,,,,,,,,dfb697ab-8659-4983-acb9-0cc336267762,70,,"[61.0, 62.0]",7568,2,,0.45066133,,,Left Foot,,,"[92.0, 77.0]",,Ground Pass,34.43835,,Joel Nathaniel Campbell Samuels,5581.0,,,,1,From Goal Kick,Bryan Ruiz González,5592.0,Right Wing,4,Costa Rica,795,['fa98412f-4efd-4841-ab7d-7fbb5b596d46'],1,,,,,,,,,,,,,,,,,,Costa Rica,795,00:02:01.873,Pass,
,,,,,,,,,,,,1.733,,,,,,,,,,,,,,1be446d2-f94c-4f10-a0a8-ee3387356ce7,75,,"[78.0, 72.0]",7568,2,,-1.388628,,,Left Foot,,,"[85.0, 34.0]",,Low Pass,38.63936,,David Alberto Guzmán Pérez,5599.0,,,,1,From Goal Kick,Joel Nathaniel Campbell Samuels,5581.0,Center Forward,4,Costa Rica,795,"['0a417362-220d-44fc-836d-e15b162417a2', '3fceba05-ebb7-46ac-ac2f-8829c71fc995', '8d6366e8-a40e-432d-8894-e7548dc969df']",5,,,,,,,,,,,,,,,,,,Costa Rica,795,00:02:05.473,Pass,True
,,,,,,,,,,,,1.76,,,,,,,,,,,,,,e673dc69-af30-4baa-a304-c24f7b43c9e2,78,,"[83.0, 31.0]",7568,2,,-1.1722739,,,Left Foot,,,"[91.0, 12.0]",,Ground Pass,20.615528,,Bryan Oviedo,5836.0,,,,1,From Goal Kick,David Alberto Guzmán Pérez,5599.0,Left Center Midfield,4,Costa Rica,795,['c63f6f6a-3531-4a88-9347-ec0d2ec0c4f7'],7,,,,,,,,,,,,,,,,,,Costa Rica,795,00:02:07.993,Pass,
,,,,,,,,,,,,2.36,,,,,,,,,,,,,,86d072fa-097f-46a7-b623-3645f626ddd6,81,,"[97.0, 12.0]",7568,2,,1.0796328,,,Left Foot,True,,"[120.0, 55.0]",,High Pass,48.76474,Out,,,,True,,1,From Goal Kick,Bryan Oviedo,5836.0,Left Wing Back,4,Costa Rica,795,,11,,,,,,,,,,,,,,,,,,Costa Rica,795,00:02:11.366,Pass,
,,,,,,,,,,,,1.12,,,,,,,,,,,,,,a8f1d6b8-200e-45ac-8b9f-f449b5c82094,82,,"[7.0, 37.0]",7568,2,,-1.670465,,,Right Foot,,,"[5.0, 17.0]",,Ground Pass,20.09975,,Manuel Obafemi Akanji,5549.0,,,Goal Kick,1,From Goal Kick,Yann Sommer,5550.0,Goalkeeper,5,Switzerland,773,['2453f2b9-9ef5-4393-a0d1-da654a3f5b16'],27,,,,,,,,,,,,,,,,,,Switzerland,773,00:02:27.193,Pass,
,,,,,,,,,,,,1.08,,,,,,,,,,,,,,4cf91640-6453-4905-ad46-c291a881574a,85,,"[6.0, 20.0]",7568,2,,0.34302393,,,Right Foot,,,"[20.0, 25.0]",,Ground Pass,14.866069,,Granit Xhaka,3500.0,,,,1,From Goal Kick,Manuel Obafemi Akanji,5549.0,Left Center Back,5,Switzerland,773,['375a2a83-5b0d-4977-a4a6-d6a73bc6ba25'],29,,,,,,,,,,,,,,,,,,Switzerland,773,00:02:29.513,Pass,
,,,,,,,,,,,,3.04,,,,,,,,,,,,,,bb38b1e7-b5e5-486a-b80f-aa2b534da62d,88,,"[20.0, 25.0]",7568,2,,-0.6287963,,,Left Foot,,,"[53.0, 1.0]",,Ground Pass,40.804413,,Ricardo Iván Rodríguez Araya,5544.0,,,,1,From Goal Kick,Granit Xhaka,3500.0,Left Defensive Midfield,5,Switzerland,773,"['4f8ae1a5-6917-405f-8b32-1f16e8e637a1', 'fc093c30-446e-4eec-887f-2009ace9d793']",30,,,,,,,,,,,,,,,,,,Switzerland,773,00:02:30.593,Pass,True
,,,,,,,,,,,,1.24,,,,,,,,,,,,,,752926d4-1f92-4c4d-8113-06e7e1c3db67,91,,"[53.0, 1.0]",7568,2,,0.30587888,,,Left Foot,,,"[72.0, 7.0]",,Ground Pass,19.924858,,Breel-Donald Embolo,5545.0,,,,1,From Goal Kick,Ricardo Iván Rodríguez Araya,5544.0,Left Back,5,Switzerland,773,['23374029-9c31-4330-8e22-5742942b0e8b'],33,,,,,,,,,,,,,,,,,,Switzerland,773,00:02:33.673,Pass,
,,,,,,,,,,,,0.853,,,,,,,,,,,,,,dcd1dba8-84d8-4b1e-b0db-217235f99aaf,97,,"[50.0, 68.0]",7568,2,,-2.8430936,,,Right Foot,,,"[37.0, 64.0]",,Ground Pass,13.601471,,Giancarlo González Castro,5584.0,,,Recovery,1,Regular Play,Cristian Gamboa Luna,5602.0,Right Wing Back,6,Costa Rica,795,['d2a5f6b3-1207-4366-a0ed-85a1a27cd05d'],37,,,,,,,,,,,,,,,,,,Costa Rica,795,00:02:37.393,Pass,
,,,,,,,,,,,,1.226,,,,,,,,,,,,,,4dc69150-ef7e-449d-a0e8-73cede37af7f,101,,"[35.0, 62.0]",7568,2,,-1.8545904,,,Right Foot,,,"[28.0, 38.0]",,Ground Pass,25.0,,Kendall Jamaal Waston Manley,6328.0,,,,1,Regular Play,Giancarlo González Castro,5584.0,Center Back,6,Costa Rica,795,"['ba1af9bf-dd68-4f31-9fcb-2f01a8f0b34c', 'ed30fe50-40bb-417f-a7f5-30fc46e9bbdf']",39,,,,,,,,,,,,,,,,,,Costa Rica,795,00:02:39.086,Pass,True
,,,,,,,,,,,,1.76,,,,,,,,,,,,,,c3541922-c151-4d61-832f-e7b65b93ca50,104,,"[30.0, 29.0]",7568,2,,-1.3986055,,,Right Foot,,,"[34.0, 6.0]",,Ground Pass,23.345236,,Bryan Oviedo,5836.0,,,,1,Regular Play,Kendall Jamaal Waston Manley,6328.0,Left Center Back,6,Costa Rica,795,['7b2603d2-5156-46f9-8a1b-f906a7586376'],41,,,,,,,,,,,,,,,,,,Costa Rica,795,00:02:41.553,Pass,
,,,,,,,,,,,,0.52,,,,,,,,,,,,,,9b6fd7d1-4351-4155-b01e-9bbbcbea923e,108,,"[32.0, 16.0]",7568,2,,2.0344439,,,Left Foot,,,"[30.0, 20.0]",,Ground Pass,4.472136,,Kendall Jamaal Waston Manley,6328.0,,,,1,Regular Play,Bryan Oviedo,5836.0,Left Wing Back,6,Costa Rica,795,"['08c44bf4-9e96-4d3d-80a6-b8038bbb3de1', '3626e607-9e27-4270-9a01-815eeba2600d']",45,,,,,,,,,,,,,,,,,,Costa Rica,795,00:02:45.353,Pass,True
,,,,,,,,,,,,1.32,,,,,,,,,,,,,,0b87dbca-4751-4569-bdd3-28f8a6439fe0,111,,"[34.0, 20.0]",7568,2,,-0.49642277,,,Right Foot,,,"[58.0, 7.0]",,Ground Pass,27.294687,,Daniel Colindres Solera,5585.0,,,,1,Regular Play,Kendall Jamaal Waston Manley,6328.0,Left Center Back,6,Costa Rica,795,['19771f35-2219-4597-8833-b989f897197a'],47,,,,,,,,,,,,,,,,,,Costa Rica,795,00:02:47.353,Pass,
,,,,,,,,,,,,1.04,,,,,,,,,,,,,,9caa1551-77e5-4971-bb35-ee01a001cbab,114,,"[58.0, 7.0]",7568,2,,-1.9513026,,,Right Foot,,,"[56.0, 2.0]",,Ground Pass,5.3851647,Out,Bryan Oviedo,5836.0,,,,1,Regular Play,Daniel Colindres Solera,5585.0,Left Wing,6,Costa Rica,795,"['0305a63e-7ab2-481c-9d78-f4a8bd8d987b', '1d240dd8-0f1d-4d37-8924-111805c6745c']",48,,,,,,,,,,,,,,,,,,Costa Rica,795,00:02:48.673,Pass,True
,,,,,,,,,,,,1.1,,,,,,,,,,,,,,0642fb67-a95c-40c8-a30b-81f736a473aa,116,,"[70.0, 79.0]",7568,2,,-2.7367008,,,,,,"[63.0, 76.0]",,Low Pass,7.615773,,Valon Behrami,5540.0,,,Throw-in,1,From Throw In,Stephan Lichtsteiner,5541.0,Right Back,7,Switzerland,773,['4cce18f0-f7ed-421b-838b-7490a260598a'],54,,,,,,,,,,,,,,,,,,Switzerland,773,00:02:54.233,Pass,
,,,,,,,,,,,,0.84,,,,,,,,,,,,,,68841b57-8fab-4c45-b6c1-b5acf4d93772,119,,"[65.0, 75.0]",7568,2,,-1.4940244,,,Right Foot,,,"[66.0, 62.0]",,Ground Pass,13.038404,,Granit Xhaka,3500.0,,,,1,From Throw In,Valon Behrami,5540.0,Right Defensive Midfield,7,Switzerland,773,['0bbdd0f1-668b-4a19-a4f2-891a74df0b79'],56,,,,,,,,,,,,,,,,,,Switzerland,773,00:02:56.953,Pass,
,,,,,,,,,,,,0.84,,,,,,,,,,,,,,cd710deb-aaa9-4edd-aacc-9e06f6797717,121,,"[66.0, 62.0]",7568,2,,1.7234457,,,Left Foot,,,"[64.0, 75.0]",,Ground Pass,13.152946,,Valon Behrami,5540.0,,,,1,From Throw In,Granit Xhaka,3500.0,Left Defensive Midfield,7,Switzerland,773,['8ab266ce-2225-4366-9f25-4a31ae993fdf'],57,,,,,,,,,,,,,,,,,,Switzerland,773,00:02:57.793,Pass,
,,,,,,,,,,,,1.36,,,,,,,,,,,,,,f3816628-cabe-40f7-942f-89017c0747e3,124,,"[61.0, 73.0]",7568,2,,-2.3906636,,,Right Foot,,,"[46.0, 59.0]",,Ground Pass,20.518284,,Fabian Lukas Schär,5537.0,,,,1,From Throw In,Valon Behrami,5540.0,Right Defensive Midfield,7,Switzerland,773,['3de0d340-fc58-4913-87cb-66443ca827f1'],59,,,,,,,,,,,,,,,,,,Switzerland,773,00:02:59.393,Pass,
,,,,,,,,,,,,1.64,,,,,,,,,,,,,,639faf1e-1fb9-4b77-9271-c9833f621060,127,,"[47.0, 59.0]",7568,3,,-1.5707964,,,Right Foot,,,"[47.0, 29.0]",,Ground Pass,30.0,,Manuel Obafemi Akanji,5549.0,,,,1,From Throw In,Fabian Lukas Schär,5537.0,Right Center Back,7,Switzerland,773,['d8876d69-0a97-4426-902d-7ce3198c6b36'],1,,,,,,,,,,,,,,,,,,Switzerland,773,00:03:01.753,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,,,73ce75d2-e187-47d1-9fe2-1099c9ad2357,130,,"[44.0, 29.0]",7568,3,,1.3909428,,,Right Foot,,,"[50.0, 62.0]",,Ground Pass,33.54102,,Valon Behrami,5540.0,,,,1,From Throw In,Manuel Obafemi Akanji,5549.0,Left Center Back,7,Switzerland,773,['a745c3a9-172a-4152-9f62-005884dbba54'],4,,,,,,,,,,,,,,,,,,Switzerland,773,00:03:04.793,Pass,
