ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,5.853,,,,,,,,,,,94e35b7b-0fe4-41f9-a33d-ea91f4ee4959,19,,"[33.0, 5.0]",7583,0,,0.024994794,,,Left Foot,,,"[113.0, 7.0]",,High Pass,80.024994,,José Andrés Guardado Hernández,5563.0,,,,,,1,From Kick Off,Jesús Daniel Gallardo Vasconcelos,5576.0,Left Back,2,Mexico,794,['852950c6-5653-4c77-9853-2b145131821e'],13,,,,,,,,,,,,,,,,,,,Mexico,794,00:00:13.627,Pass,
,,,,,,,,,,,0.84,,,,,,,,,,,2f5308a5-0d60-432a-ae03-59a296443ddb,26,,"[8.0, 17.0]",7583,0,,-0.75092906,,,Right Foot,,,"[23.0, 3.0]",,Ground Pass,20.518284,,Filipe Luís Kasmirski,6320.0,,,,,,1,Regular Play,João Miranda de Souza Filho,5551.0,Left Center Back,3,Brazil,781,['5ac05b34-2e5a-4e46-9c55-a872a0633638'],34,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:34.160,Pass,
,,,,,,,,,,,1.4,,,,,,,,,,,af05c415-a9c0-4a6b-9482-a995b7e6720d,29,,"[23.0, 2.0]",7583,0,,0.2573237,,,Left Foot,,,"[42.0, 7.0]",,Ground Pass,19.646883,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,3,Brazil,781,['94076fdd-4ebe-481b-8798-b84d4c8d6635'],36,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:36.160,Pass,
,,,,,,,,,,,0.8,,,,,,,,,,,6f490384-247d-4452-a46a-33ba97ea4ded,33,,"[51.0, 3.0]",7583,0,,3.1415927,,,Right Foot,,,"[44.0, 3.0]",,Ground Pass,7.0,,Filipe Luís Kasmirski,6320.0,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,3,Brazil,781,"['1e585f2a-b5bb-4df5-b7e1-60409eb5f096', 'bce1ada8-5e0b-4854-8691-a141ee8321eb']",40,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:40.480,Pass,True
,,,,,,,,,,,0.373,,,,,,,,,,,4e466f56-e165-4ab3-8483-5a8559f0b8f7,37,,"[51.0, 3.0]",7583,0,,3.1415927,,,Left Foot,,,"[50.0, 3.0]",,Low Pass,1.0,Incomplete,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,3,Brazil,781,"['3821dc4b-9ccc-4160-85d0-ce704b047666', '4fabc904-00d0-4a48-8d72-6d954673e2b3', '63d8b8ad-cc44-4c6b-8c00-55c32918d26a']",42,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:42.027,Pass,True
,,,,,,,,,,,0.6,,,,,,,,,,,dc12817d-299c-422f-9417-69b913421723,42,,"[50.0, 13.0]",7583,0,,-1.815775,,,Right Foot,,,"[49.0, 9.0]",,Ground Pass,4.1231055,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Right Center Midfield,4,Brazil,781,"['501dd73d-0220-47c9-a26f-a93536bc2135', '9d2a48a5-ea4f-4b4b-ad4f-b72f62a3e382']",55,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:55.080,Pass,True
,,,,,,,,,,,0.64,,,,,,,,,,,a1f99c5f-8d88-486c-815b-82a59a05b96e,45,,"[48.0, 5.0]",7583,0,,2.3086114,,,Right Foot,,,"[38.0, 16.0]",,Low Pass,14.866069,Incomplete,Thiago Emiliano da Silva,3295.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Right Center Forward,4,Brazil,781,"['089f0408-32ec-436e-84fa-c87c605f23f8', '409101da-e09b-4bf8-8202-6e3b04ca9aac']",55,,,,,,,,,,,,,,,,,,,Brazil,781,00:00:55.880,Pass,
,,,,,,,,,,,1.72,,,,,,,,,,,849b8865-09af-4159-8e30-ffaf11e6ce48,53,,"[56.0, 37.0]",7583,1,,1.076855,,,Right Foot,,,"[77.0, 76.0]",,High Pass,44.294468,,Willian Borges da Silva,3472.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Right Center Forward,4,Brazil,781,['0139986f-e000-4532-bef1-9d26e0a40180'],5,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:05.360,Pass,
,,,,,,,,,,,1.12,,,,,,,,,,,a42ced73-e6ff-433f-a562-63011ecf77e3,57,,"[68.0, 74.0]",7583,1,,-2.9996955,,,Right Foot,,,"[54.0, 72.0]",,Ground Pass,14.142136,,Fágner Conserva Lemos,5838.0,,,,,,1,Regular Play,Willian Borges da Silva,3472.0,Right Wing,4,Brazil,781,['69d4be97-3559-428a-b331-8f7216c522c8'],10,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:10.840,Pass,
,,,,,,,,,,,0.8,,,,,,,,,,,bc6d5e2a-9e58-49f1-86f5-06335f51b372,61,,"[52.0, 70.0]",7583,1,,-2.4393358,,,Right Foot,,,"[39.0, 59.0]",,Ground Pass,17.029387,,Thiago Emiliano da Silva,3295.0,,,,,,1,Regular Play,Fágner Conserva Lemos,5838.0,Right Back,4,Brazil,781,"['30c69946-61b0-41cd-8943-0bd3516d8936', 'ded64a64-e708-47df-8587-11ad5aaebdab']",14,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:14.400,Pass,True
,,,,,,,,,,,1.28,,,,,,,,,,,f98a35ae-3ac3-4ba3-9de4-7bdc1524b178,64,,"[38.0, 56.0]",7583,1,,-1.5707964,,,Right Foot,,,"[38.0, 35.0]",,Ground Pass,21.0,,João Miranda de Souza Filho,5551.0,,,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Right Center Back,4,Brazil,781,['02757a7e-696e-4526-ab06-2d5a2c9b252e'],16,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:16.760,Pass,
,,,,,,,,,,,0.8,,,,,,,,,,,258a57ec-342c-4c2f-a8c5-892b99f99085,67,,"[39.0, 31.0]",7583,1,,-1.3258177,,,Right Foot,,,"[43.0, 15.0]",,Ground Pass,16.492422,,Filipe Luís Kasmirski,6320.0,,,,,,1,Regular Play,João Miranda de Souza Filho,5551.0,Left Center Back,4,Brazil,781,['7f047cc4-f9f0-4d1e-9ba3-6b3680b4a61d'],19,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:19.400,Pass,
,,,,,,,,,,,1.146,,,,,,,,,,,94a2bb67-0aa3-4130-a330-180c2a5ad589,70,,"[45.0, 10.0]",7583,1,,0.2914568,,,Left Foot,,,"[65.0, 16.0]",,Ground Pass,20.880613,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,4,Brazil,781,['6e7dbf3d-ef4f-4dd1-aba4-5da87a8d1eb8'],21,,,,,,,,,,,,,,,,,,,Brazil,781,00:01:21.400,Pass,
,,,,,,,,,,,1.173,,,,,,,,,,,82e37425-c64c-4489-87d1-df30d2cc7c91,86,,"[95.0, 62.0]",7583,1,,-1.0863184,,,Right Foot,,,"[105.0, 43.0]",,High Pass,21.470911,Incomplete,Carlos Alberto Vela Garrido,5560.0,,,,,,1,Regular Play,Javier Hernández Balcázar,3058.0,Center Forward,5,Mexico,794,"['d9b1cbe2-341f-4179-80b0-1df1032f2886', 'f8c8c4be-ebca-4645-a0ed-928594c038d2']",30,,,,,,,,,,,,,,,,,,,Mexico,794,00:01:30.707,Pass,
,,,,,,,,,,,2.093,,,,,,,,,,,a93f0f98-225a-4de4-9d9b-a706bc26f343,89,,"[91.0, 31.0]",7583,1,,-1.1309538,,,Left Foot,,,"[99.0, 14.0]",,Low Pass,18.788294,,Carlos Alberto Vela Garrido,5560.0,,,,,Recovery,1,Regular Play,Héctor Miguel Herrera López,5575.0,Right Midfield,5,Mexico,794,['7fb0b7e4-233a-4e3c-8a74-ba2a22b34f9a'],34,,,,,,,,,,,,,,,,,,,Mexico,794,00:01:34.307,Pass,
,,,,,,,,,,,2.213,,,,,,,,,,,c4afa023-35f5-4808-9e5a-1b944a8b70c5,93,,"[101.0, 12.0]",7583,1,,0.49394137,,,Left Foot,,,"[114.0, 19.0]",,Ground Pass,14.764823,,José Andrés Guardado Hernández,5563.0,,,,,,1,Regular Play,Carlos Alberto Vela Garrido,5560.0,Left Wing,5,Mexico,794,"['52d1a9f4-2d8d-4c8c-b641-cfe178865080', 'ed4a8a03-9cfc-466a-892f-97c28afc52be']",37,,,,,,,,,,,,,,,,,,,Mexico,794,00:01:37.027,Pass,True
,,,,,,,,,,,0.2,,,,,,,,,,,e2ec95e5-064b-41ec-b048-fd2f1a891b37,96,,"[114.0, 16.0]",7583,1,,1.5707964,,,Left Foot,,,"[114.0, 17.0]",,Ground Pass,1.0,Incomplete,,,,,,,,1,Regular Play,José Andrés Guardado Hernández,5563.0,Left Midfield,5,Mexico,794,['63b207ca-ca99-4c0b-8b8b-f38bc4dd3eb7'],39,,,,,,,,,,,,,,,,,,,Mexico,794,00:01:39.240,Pass,
,,,,,,,,,,,1.52,,,,,,,,,,,a22d3ab0-c049-4323-ace4-ab88dcd27a68,104,,"[120.0, 80.0]",7583,2,,-1.6614562,,,Left Foot,,,"[117.0, 47.0]",,High Pass,33.13608,Incomplete,Hugo Ayala Castro,5561.0,,,,,Corner,1,From Corner,José Andrés Guardado Hernández,5563.0,Left Midfield,6,Mexico,794,"['7cff6f6b-3d53-4fe6-9adc-7e42a9f0e2ff', 'd472557f-bc11-41b6-968e-86bcd1735e6a']",19,,,,,,,,,,,,,,,,,,,Mexico,794,00:02:19.360,Pass,
,,,,,,,,,,,1.4,,,,,,,,,,,f1af0046-20e1-4e66-b453-4882000f4873,110,,"[16.0, 17.0]",7583,2,,-0.35877067,,,Right Foot,,,"[48.0, 5.0]",,High Pass,34.176014,,Philippe Coutinho Correia,3501.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Right Center Forward,7,Brazil,781,"['558ed184-dedc-48e0-8d4e-2ccb1f8a596f', 'b6317bb9-9f51-4d4c-ae55-b69b2c670a0b']",23,,,,,,,,,,,,,,,,,,,Brazil,781,00:02:23.960,Pass,True
,,,,,,,,,,,0.253,,,,,,,,,,,b8d5acc1-0870-499d-8618-820698482415,114,,"[47.0, 18.0]",7583,2,,0.14189705,,,Right Foot,,True,"[61.0, 20.0]",,Low Pass,14.142136,,Willian Borges da Silva,3472.0,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,7,Brazil,781,"['56f7cddf-505b-4c78-8e8f-2e82a151499c', 'bd62dd2e-6629-4285-b1d3-fd042f08a661']",27,,,,,,,,,,,,,,,,,,,Brazil,781,00:02:27.707,Pass,True
,,,,,,,,,,,1.8,,,,,,,,,,,11dca2cc-7c2a-4721-9a51-e0782d4c3fd4,120,,"[64.0, 35.0]",7583,2,,1.4801364,,,Right Foot,,,"[67.0, 68.0]",,Ground Pass,33.13608,,Fágner Conserva Lemos,5838.0,,,,,,1,Regular Play,Willian Borges da Silva,3472.0,Right Wing,7,Brazil,781,"['40a51b67-4833-44e1-9d10-39b338bc118d', '925a78af-1956-4b02-920d-c0df24f35628']",33,,,,,,,,,,,,,,,,,,,Brazil,781,00:02:33.160,Pass,True
,,,,,,,,,,,0.48,,,,,,,,,,,14485c98-2bc6-45a1-b378-9a1e73b7760f,126,,"[77.0, 72.0]",7583,2,,-0.6435011,,,Right Foot,,,"[81.0, 69.0]",,Ground Pass,5.0,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,Free Kick,1,From Free Kick,Fágner Conserva Lemos,5838.0,Right Back,8,Brazil,781,['105d3af8-eac6-4a1d-ba96-3669e410f5f5'],54,,,,,,,,,,,,,,,,,,,Brazil,781,00:02:54.560,Pass,
,,,,,,,,,,,0.6,,,,,,,,,,,0719d7ce-b38b-4b4c-8ccb-d8719704e77f,129,,"[84.0, 70.0]",7583,2,,1.1659045,,,Right Foot,,,"[87.0, 77.0]",,Ground Pass,7.615773,,Willian Borges da Silva,3472.0,,,,,,1,From Free Kick,José Paulo Bezzera Maciel Júnior,5542.0,Left Center Midfield,8,Brazil,781,['dee86da2-1f25-41aa-a3cb-79015bc1e518'],56,,,,,,,,,,,,,,,,,,,Brazil,781,00:02:56.800,Pass,
,,,,,,,,,,,0.733,,,,,,,,,,,0a83287c-c525-4e24-b49b-57a237cf34de,136,,"[96.0, 71.0]",7583,2,,-1.5707964,,,Right Foot,,,"[96.0, 67.0]",,Ground Pass,4.0,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,From Free Kick,Willian Borges da Silva,3472.0,Right Wing,8,Brazil,781,['a81145dc-c195-4c01-8160-93d16919d534'],59,,,,,,,,,,,,,,,,,,,Brazil,781,00:02:59.747,Pass,
,,,,,,,,,,,0.187,,,,,,,,,,,49f3ca0e-0edc-4965-a263-201ea0fc9611,140,,"[113.0, 69.0]",7583,3,,-1.2490457,,,Right Foot,,,"[114.0, 66.0]",,Low Pass,3.1622777,Incomplete,Gabriel Fernando de Jesus,3202.0,,,,,,1,From Free Kick,José Paulo Bezzera Maciel Júnior,5542.0,Left Center Midfield,8,Brazil,781,"['7900a95d-8489-48fd-8581-3323d18193c8', 'ad4b603d-42d8-4e1d-b6da-d1ba024b941f', 'c0ec8666-49e9-4bf8-a951-51e4fcfcff42']",5,,,,,,,,,,,,,,,,,,,Brazil,781,00:03:05.160,Pass,True
,,,,,,,,,,,1.32,,,,,,,,,,,8d8d3e45-c7e0-4e8a-8302-038d4362ec44,149,,"[70.0, 34.0]",7583,3,,2.9889433,,,Head,,,"[57.0, 36.0]",,Low Pass,13.152946,,João Miranda de Souza Filho,5551.0,,,,,,1,From Free Kick,Philippe Coutinho Correia,3501.0,Left Wing,8,Brazil,781,['dbbd862d-5b80-4f85-a1cd-773f6876abbb'],12,,,,,,,,,,,,,,,,,,,Brazil,781,00:03:12.440,Pass,
,,,,,,,,,,,0.76,,,,,,,,,,,fa130cef-ce43-47d9-b6d5-1911a90fb6b3,152,,"[54.0, 35.0]",7583,3,,1.0636978,,,Right Foot,,,"[59.0, 44.0]",,Ground Pass,10.29563,,Carlos Henrique Casimiro,5539.0,,,,,,1,From Free Kick,João Miranda de Souza Filho,5551.0,Left Center Back,8,Brazil,781,['744e31b7-0710-43d3-b531-8942b5abe158'],15,,,,,,,,,,,,,,,,,,,Brazil,781,00:03:15.480,Pass,
,,,,,,,,,,,1.0,,,,,,,,,,,47a4aae5-02bd-405d-98fe-1929f276c7af,155,,"[54.0, 43.0]",7583,3,,-2.077895,,,Right Foot,,,"[49.0, 34.0]",,Ground Pass,10.29563,,João Miranda de Souza Filho,5551.0,,,,,,1,From Free Kick,Carlos Henrique Casimiro,5539.0,Right Center Midfield,8,Brazil,781,['4b787a3b-736e-4209-8bb7-9521224d1b1e'],17,,,,,,,,,,,,,,,,,,,Brazil,781,00:03:17.520,Pass,
,,,,,,,,,,,0.6,,,,,,,,,,,ca25aa64-00e8-4767-b104-0f117c213739,158,,"[48.0, 36.0]",7583,3,,-0.5191461,,,Right Foot,,,"[55.0, 32.0]",,Ground Pass,8.062258,,Philippe Coutinho Correia,3501.0,,,,,,1,From Free Kick,João Miranda de Souza Filho,5551.0,Left Center Back,8,Brazil,781,['f852efb6-7e75-4b64-9fbf-7c2ed4b68332'],19,,,,,,,,,,,,,,,,,,,Brazil,781,00:03:19.280,Pass,
,,,,,,,,,,,1.04,,,,,,,,,,,dae94c9c-c606-4135-a69f-f7370037c4f4,161,,"[57.0, 26.0]",7583,3,,-1.5152978,,,Right Foot,,,"[58.0, 8.0]",,Ground Pass,18.027756,,Filipe Luís Kasmirski,6320.0,,,,,,1,From Free Kick,Philippe Coutinho Correia,3501.0,Left Wing,8,Brazil,781,['cf70c17d-dd76-4f7e-97e1-ed786f272036'],22,,,,,,,,,,,,,,,,,,,Brazil,781,00:03:22.600,Pass,
,,,,,,,,,,,0.76,,,,,,,,,,,16be6c1c-5ff3-4ae7-9051-6112672f2274,164,,"[62.0, 6.0]",7583,3,,-1.5707964,,,Left Foot,,,"[62.0, 3.0]",,Ground Pass,3.0,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Free Kick,Filipe Luís Kasmirski,6320.0,Left Back,8,Brazil,781,['25debf28-3823-4873-845f-f406e4589a70'],24,,,,,,,,,,,,,,,,,,,Brazil,781,00:03:24.760,Pass,
,,,,,,,,,,,1.333,,,,,,,,,,,e49fd67f-25b6-43f0-b31c-9f1a797156c7,170,,"[57.0, 5.0]",7583,3,,2.3996453,,,Left Foot,,,"[45.0, 16.0]",,Ground Pass,16.27882,,João Miranda de Souza Filho,5551.0,,,,,Free Kick,1,From Free Kick,Filipe Luís Kasmirski,6320.0,Left Back,9,Brazil,781,['975cbaf8-3abf-4acd-bfed-9bf6fe828e54'],52,,,,,,,,,,,,,,,,,,,Brazil,781,00:03:52.507,Pass,
,,,,,,,,,,,1.16,,,,,,,,,,,5ae9a3c6-32be-4088-b601-746b1ec89f83,173,,"[47.0, 32.0]",7583,3,,1.9513026,,,Left Foot,,,"[43.0, 42.0]",,Ground Pass,10.770329,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Free Kick,João Miranda de Souza Filho,5551.0,Left Center Back,9,Brazil,781,['5f03a48c-8a82-4786-9b4b-5a1eda04b016'],57,,,,,,,,,,,,,,,,,,,Brazil,781,00:03:57.280,Pass,
,,,,,,,,,,,1.44,,,,,,,,,,,985d6286-bdec-4fe8-9898-f8fdf7c54dc9,176,,"[54.0, 49.0]",7583,4,,-2.0576956,,,Right Foot,,,"[45.0, 32.0]",,Ground Pass,19.235384,,João Miranda de Souza Filho,5551.0,,,,,,1,From Free Kick,Thiago Emiliano da Silva,3295.0,Right Center Back,9,Brazil,781,['5567445d-ebee-482e-9e42-7a3ce4153c38'],4,,,,,,,,,,,,,,,,,,,Brazil,781,00:04:04.160,Pass,
