ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.28,,,,,,,,,,,43b036c7-fe3e-4383-a4d2-6bd18c7e4dd6,20,,"[47.0, 36.0]",7567,0,,2.330559,,,Right Foot,,,,"[28.0, 56.0]",,Ground Pass,27.58623,,,Niklas Süle,6322.0,,,,1,From Kick Off,Toni Kroos,5574.0,Left Center Midfield,2,Germany,770,"['bb96ed24-7493-48f2-ba1b-498e4ddf23c0', 'f876b54e-89ef-44c3-9592-402821bd7c8d']",8,,,,,,,,,,,,,,,,,,Germany,770,00:00:08.680,Pass,True
,,,,,,,,,,,,1.32,,,,,,,,,,,481fc118-4efb-45e1-b599-2e8f28754bf6,23,,"[25.0, 51.0]",7567,0,,-2.7233684,,,Right Foot,,,,"[7.0, 43.0]",,Ground Pass,19.697716,,,Manuel Neuer,5570.0,,,,1,From Kick Off,Niklas Süle,6322.0,Right Center Back,2,Germany,770,['82a02323-b6b7-4908-ac1d-1f1df338344e'],11,,,,,,,,,,,,,,,,,,Germany,770,00:00:11.200,Pass,
,,,,,,,,,,,,1.133,,,,,,,,,,,0df48ada-6c3f-44e6-8ab8-40bcc8b46fea,26,,"[11.0, 37.0]",7567,0,,0.39060703,,,Right Foot,,,,"[28.0, 44.0]",,Ground Pass,18.384777,,,Toni Kroos,5574.0,,,,1,From Kick Off,Manuel Neuer,5570.0,Goalkeeper,2,Germany,770,['ab908d5c-a1fe-493e-998c-90768e8b32d1'],14,,,,,,,,,,,,,,,,,,Germany,770,00:00:14.787,Pass,
,,,,,,,,,,,,0.84,,,,,,,,,,,08e8f63e-d8bb-4f20-98fb-584948822398,30,,"[28.0, 45.0]",7567,0,,1.5707964,,,Right Foot,,,,"[28.0, 57.0]",,Ground Pass,12.0,,,Sami Khedira,5566.0,,,,1,From Kick Off,Toni Kroos,5574.0,Left Center Midfield,2,Germany,770,"['3456c15d-fa5b-4167-ad1d-c1f1761ffcba', 'af20fbd2-a8d9-4072-82c8-54af4fda3486']",17,,,,,,,,,,,,,,,,,,Germany,770,00:00:17.040,Pass,True
,,,,,,,,,,,,1.92,,,,,,,,,,,7b480dcd-b719-4001-9594-8191a36198d3,34,,"[31.0, 56.0]",7567,0,,-1.6220335,,,Right Foot,,,,"[29.0, 17.0]",,Ground Pass,39.051247,,,Jonas Hector,6040.0,,,,1,From Kick Off,Sami Khedira,5566.0,Right Center Midfield,2,Germany,770,"['3251f38f-499a-46ff-9f30-ba49de9dad76', '463033e6-7efe-44c7-b264-47c795fa15c0']",18,,,,,,,,,,,,,,,,,,Germany,770,00:00:18.840,Pass,True
,,,,,,,,,,,,1.013,,,,,,,,,,,6b35aad7-38d3-48d6-8bf9-a9c36b9c9327,37,,"[35.0, 18.0]",7567,0,,1.7126933,,,Right Foot,,,,"[33.0, 32.0]",,Ground Pass,14.142136,,,Toni Kroos,5574.0,,,,1,From Kick Off,Jonas Hector,6040.0,Left Back,2,Germany,770,['5b525b01-e23c-4cb1-bbf8-f36d9c2ca748'],24,,,,,,,,,,,,,,,,,,Germany,770,00:00:24.227,Pass,
,,,,,,,,,,,,1.04,,,,,,,,,,,2cf2b295-69b7-4bd3-a498-732bf24edf88,40,,"[34.0, 32.0]",7567,0,,0.43240777,,,Right Foot,,,,"[47.0, 38.0]",,Ground Pass,14.3178215,,,Sami Khedira,5566.0,,,,1,From Kick Off,Toni Kroos,5574.0,Left Center Midfield,2,Germany,770,['62fc6f38-59d0-4d0e-8db2-face9f28d400'],26,,,,,,,,,,,,,,,,,,Germany,770,00:00:26.307,Pass,
,,,,,,,,,,,,1.013,,,,,,,,,,,b23c2bd7-581b-4d24-8c5c-f9bcdd85a61e,42,,"[47.0, 38.0]",7567,0,,-2.896614,,,Right Foot,,,,"[39.0, 36.0]",,Ground Pass,8.246211,,,Toni Kroos,5574.0,,,,1,From Kick Off,Sami Khedira,5566.0,Right Center Midfield,2,Germany,770,['ca5cd85a-454d-4421-a9c6-e9d93e2e3efe'],27,,,,,,,,,,,,,,,,,,Germany,770,00:00:27.347,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,d780cb60-0afa-4b88-bcc8-8b1e0b168202,44,,"[39.0, 36.0]",7567,0,,1.047518,,,Left Foot,,,,"[54.0, 62.0]",,Ground Pass,30.016663,,,Niklas Süle,6322.0,,,,1,From Kick Off,Toni Kroos,5574.0,Left Center Midfield,2,Germany,770,['d37c8fe6-61ff-453d-b045-f1b38ea59694'],28,,,,,,,,,,,,,,,,,,Germany,770,00:00:28.360,Pass,
,,,,,,,,,,,,1.12,,,,,,,,,,,8a20bd39-4e75-48a6-8ec3-6ed351a181c8,47,,"[54.0, 62.0]",7567,0,,-1.8736812,,,Right Foot,,,,"[49.0, 46.0]",,Ground Pass,16.763054,,,Toni Kroos,5574.0,,,,1,From Kick Off,Niklas Süle,6322.0,Right Center Back,2,Germany,770,['2ab416d6-9083-4003-b2d0-6d30f2262280'],30,,,,,,,,,,,,,,,,,,Germany,770,00:00:30.600,Pass,
,,,,,,,,,,,,1.039,,,,,,,,,,,3ec903d4-6450-4837-aa93-1f559dd9e8ef,50,,"[55.0, 44.0]",7567,0,,0.98279375,,,Right Foot,,,,"[65.0, 59.0]",,Ground Pass,18.027756,,,Sami Khedira,5566.0,,,,1,From Kick Off,Toni Kroos,5574.0,Left Center Midfield,2,Germany,770,['08c23063-6095-4885-8f8c-c9c4bd5c3627'],34,,,,,,,,,,,,,,,,,,Germany,770,00:00:34.720,Pass,
,,,,,,,,,,,,3.053,,,,,,,,,,,56db71bf-a44d-4c49-ab02-bd88bf59c533,60,,"[57.0, 23.0]",7567,0,,0.9244941,,,Left Foot,,,,"[100.0, 80.0]",,High Pass,71.40028,,Out,Jae-Sung Lee,5623.0,,True,Free Kick,1,From Free Kick,Young-Gwon Kim,5604.0,Left Center Back,3,South Korea,791,['c731be82-6fc0-40ba-8c65-23d83cbfa01f'],58,,,,,,,,,,,,,,,,,,South Korea,791,00:00:58.627,Pass,
,,,,,,,,,,,,0.813,,,,,,,,,,,58dd7b3c-73a0-46f4-ac9d-39d91a178d85,62,,"[15.0, 1.0]",7567,1,,0.98279375,,,,,,,"[21.0, 10.0]",,Low Pass,10.816654,,,Toni Kroos,5574.0,,,Throw-in,1,From Throw In,Jonas Hector,6040.0,Left Back,4,Germany,770,['364dcae0-ca14-4b2c-aff9-569fe7d699c3'],15,,,,,,,,,,,,,,,,,,Germany,770,00:01:15.187,Pass,
,,,,,,,,,,,,1.04,,,,,,,,,,,b228471c-95e7-4208-ad64-e26dc2a3eda5,64,,"[21.0, 11.0]",7567,1,,-1.849096,,,Right Foot,,,,"[19.0, 4.0]",,Ground Pass,7.28011,,,Jonas Hector,6040.0,,,,1,From Throw In,Toni Kroos,5574.0,Left Center Midfield,4,Germany,770,['cd29bda4-4291-41d7-a4b9-4d1468bf58f2'],16,,,,,,,,,,,,,,,,,,Germany,770,00:01:16.000,Pass,
,,,,,,,,,,,,0.653,,,,,,,,,,,53e7f818-03cd-473d-8e03-a4002cf514c8,69,,"[2.0, 3.0]",7567,1,,-0.4636476,,,Left Foot,,,,"[6.0, 1.0]",,Ground Pass,4.472136,,Out,,,,,,1,From Throw In,Jonas Hector,6040.0,Left Back,4,Germany,770,['919c6bce-7989-4279-a3bb-a8a7e6b4c777'],22,,,,,,,,,,,,,,,,,,Germany,770,00:01:22.707,Pass,True
,,,,,,,,,,,,0.893,,,,,,,,,,,b2c4d402-6c29-4b6c-a135-46399adc6141,70,,"[109.0, 80.0]",7567,1,,-0.95054686,,,,,,,"[114.0, 73.0]",,High Pass,8.602325,,,Jae-Sung Lee,5623.0,,,Throw-in,1,From Throw In,Yong Lee,5608.0,Right Back,5,South Korea,791,['b9c9a5c3-7f66-481d-a1ac-111002d8918b'],29,,,,,,,,,,,,,,,,,,South Korea,791,00:01:29.267,Pass,
,,,,,,,,,,,,0.933,,,,,,,,,,,026ea18f-0acc-4e90-b1ca-86229f5ee5c4,78,,"[118.0, 62.0]",7567,1,,-2.3561945,,,Right Foot,,True,,"[109.0, 53.0]",,Ground Pass,12.727922,,Incomplete,Heung-Min Son,3083.0,,,,1,From Throw In,Yong Lee,5608.0,Right Back,5,South Korea,791,"['39dcba8e-0e08-41d2-a951-3780f64b784e', 'b4c7735d-0735-4c65-8d42-b585dd8a1997']",35,,,,,,,,,,,,,,,,,,South Korea,791,00:01:35.147,Pass,
,,,,,,,,,,,,3.653,,,,,,,,,,,42218489-79ad-4f0f-bd69-2777de1b44df,81,,"[9.0, 36.0]",7567,1,,-0.21687362,,,Right Foot,,,,"[68.0, 23.0]",,High Pass,60.41523,,Incomplete,,,,,Recovery,1,From Throw In,Niklas Süle,6322.0,Right Center Back,5,South Korea,791,['58df7860-9cab-4caf-ba41-f8bc26d982bd'],37,,,,,,,,,,,,,,,,,,Germany,770,00:01:37.027,Pass,
,,,,,,,,,,,,1.293,,,,,,,,,,,04a6080f-3b9d-4e01-a5c5-dcbf72b1e6f3,84,,"[54.0, 58.0]",7567,1,,-1.1071488,,,Left Foot,,,,"[59.0, 48.0]",,Ground Pass,11.18034,,,Woo-Young Jung,5618.0,,,,1,From Throw In,Young-Gwon Kim,5604.0,Left Center Back,5,South Korea,791,['716b817c-187b-43c3-81b3-ab672399e486'],42,,,,,,,,,,,,,,,,,,South Korea,791,00:01:42.027,Pass,
,,,,,,,,,,,,1.333,,,,,,,,,,,8c4c7667-b18b-45cc-b1c4-bc6c62ee2482,88,,"[65.0, 55.0]",7567,1,,2.1910458,,,Right Foot,,,,"[55.0, 69.0]",,Ground Pass,17.20465,,,Young-Sun Yun,6323.0,,,,1,From Throw In,Woo-Young Jung,5618.0,Left Center Midfield,5,South Korea,791,['4093c72e-c79b-4067-9eb9-59bb34757372'],45,,,,,,,,,,,,,,,,,,South Korea,791,00:01:45.787,Pass,
,,,,,,,,,,,,1.399,,,,,,,,,,,86e8ced1-28f6-45ff-a9bd-211efc7ef40c,91,,"[48.0, 66.0]",7567,1,,-2.158799,,,Right Foot,,,,"[28.0, 36.0]",,Low Pass,36.05551,,,Young-Gwon Kim,5604.0,,,,1,From Throw In,Young-Sun Yun,6323.0,Right Center Back,5,South Korea,791,['e1fad189-f793-4ead-bc80-abd6a69d3da0'],48,,,,,,,,,,,,,,,,,,South Korea,791,00:01:48.560,Pass,
,,,,,,,,,,,,1.853,,,,,,,,,,,18be6705-ef4c-40fc-8ab1-806ec91586eb,94,,"[25.0, 38.0]",7567,1,,-1.2847449,,,Left Foot,,,,"[35.0, 4.0]",,Ground Pass,35.44009,,,Chul Hong,5986.0,,,,1,From Throw In,Young-Gwon Kim,5604.0,Left Center Back,5,South Korea,791,['bef1d012-9cac-4f7c-806d-ba94e7e859a3'],52,,,,,,,,,,,,,,,,,,South Korea,791,00:01:52.787,Pass,
,,,,,,,,,,,,4.573,,,,,,,,,,,bc8cb146-373f-4e90-a5ea-f56648c279ce,98,,"[40.0, 4.0]",7567,1,,-0.012499349,,,Left Foot,,,,"[120.0, 3.0]",,High Pass,80.00625,,Out,Seon-Min Moon,5989.0,,,,1,From Throw In,Chul Hong,5986.0,Left Back,5,South Korea,791,"['59473162-02e4-4499-bf72-22a767fcf2eb', '938c14a6-8f29-496b-bd0b-250f7bfe7f9b']",55,,,,,,,,,,,,,,,,,,South Korea,791,00:01:55.827,Pass,True
,,,,,,,,,,,,1.933,,,,,,,,,,,1e951db4-2d04-450d-af02-2865eb63674a,101,,"[7.0, 45.0]",7567,2,,-1.5019399,,,Right Foot,,,,"[9.0, 16.0]",,Ground Pass,29.068884,,,Jonas Hector,6040.0,,,Goal Kick,1,From Goal Kick,Manuel Neuer,5570.0,Goalkeeper,6,Germany,770,['33a54f6e-51d2-4c32-b9f1-cd753cf7e5f7'],13,,,,,,,,,,,,,,,,,,Germany,770,00:02:13.027,Pass,
,,,,,,,,,,,,0.959,,,,,,,,,,,3c0274ac-f166-466c-942e-e886283b2ea8,104,,"[9.0, 15.0]",7567,2,,1.7506498,,,Left Foot,,,,"[5.0, 37.0]",,Ground Pass,22.36068,,,Manuel Neuer,5570.0,,,,1,From Goal Kick,Jonas Hector,6040.0,Left Back,6,Germany,770,['d374e6b9-4116-40c8-93c7-fb031f271c60'],16,,,,,,,,,,,,,,,,,,Germany,770,00:02:16.680,Pass,
,,,,,,,,,,,,1.08,,,,,,,,,,,87817faa-8e6e-4894-a0b4-432bdb2127dd,108,,"[11.0, 45.0]",7567,2,,1.5308176,,,Left Foot,,,,"[12.0, 70.0]",,Ground Pass,25.019993,,,Niklas Süle,6322.0,,,,1,From Goal Kick,Manuel Neuer,5570.0,Goalkeeper,6,Germany,770,"['7596ebb7-54fb-479a-85f8-8240a5d6f663', 'e439b749-94eb-48e3-a915-598453b1d864']",22,,,,,,,,,,,,,,,,,,Germany,770,00:02:22.200,Pass,True
,,,,,,,,,,,,0.963,,,,,,,,,,,779363d3-4111-42cf-b14a-d3844b53afee,112,,"[15.0, 72.0]",7567,2,,0.32175055,,,Right Foot,,,,"[27.0, 76.0]",,Ground Pass,12.649111,,,Joshua Kimmich,5579.0,,,,1,From Goal Kick,Niklas Süle,6322.0,Right Center Back,6,Germany,770,"['6e6f8eef-95cf-4c0c-9372-900d9d9b44bc', '710dbcee-cd6d-4f27-8143-8baa6fff5c89']",24,,,,,,,,,,,,,,,,,,Germany,770,00:02:24.557,Pass,True
,,,,,,,,,,,,1.199,,,,,,,,,,,547f16b8-4a87-4d78-ac87-a31aa18b1172,116,,"[24.0, 76.0]",7567,2,,-2.6779451,,,Right Foot,,,,"[12.0, 70.0]",,Ground Pass,13.416408,,,Niklas Süle,6322.0,,,,1,From Goal Kick,Joshua Kimmich,5579.0,Right Back,6,Germany,770,"['882e8622-939d-4806-8f99-e12a284d3ad3', 'f1c145b6-afe5-47c1-abc2-bafafd385960']",26,,,,,,,,,,,,,,,,,,Germany,770,00:02:26.880,Pass,True
,,,,,,,,,,,,1.559,,,,,,,,,,,d2703612-8237-4e11-8492-ae6c5f4331e1,119,,"[14.0, 68.0]",7567,2,,-1.7818897,,,Right Foot,,,,"[8.0, 40.0]",,Ground Pass,28.635643,,,Manuel Neuer,5570.0,,,,1,From Goal Kick,Niklas Süle,6322.0,Right Center Back,6,Germany,770,['16f6cecd-9341-4303-99b6-a44cebc9f68d'],29,,,,,,,,,,,,,,,,,,Germany,770,00:02:29.320,Pass,
,,,,,,,,,,,,1.319,,,,,,,,,,,55d70350-5ef2-46a7-972a-4676378d3f1c,122,,"[15.0, 36.0]",7567,2,,-0.8685394,,,Right Foot,,,,"[26.0, 23.0]",,Ground Pass,17.029387,,,Jonas Hector,6040.0,,,,1,From Goal Kick,Manuel Neuer,5570.0,Goalkeeper,6,Germany,770,['4ac445b9-2e15-41e3-bd04-e498c75a349c'],33,,,,,,,,,,,,,,,,,,Germany,770,00:02:33.160,Pass,
,,,,,,,,,,,,0.76,,,,,,,,,,,48cc8754-5925-4b11-84bf-e7a7cbf35f5e,125,,"[32.0, 22.0]",7567,2,,0.19739556,,,Left Foot,,,,"[42.0, 24.0]",,Ground Pass,10.198039,,,Toni Kroos,5574.0,,,,1,From Goal Kick,Jonas Hector,6040.0,Left Back,6,Germany,770,['e84ee83b-74c4-4a35-8041-cd73178bb0d1'],35,,,,,,,,,,,,,,,,,,Germany,770,00:02:35.880,Pass,
,,,,,,,,,,,,0.813,,,,,,,,,,,2a2093c3-5aac-447f-8390-c2be2d4cd2f6,131,,"[50.0, 9.0]",7567,2,,0.844154,,,Right Foot,,,,"[58.0, 18.0]",,Ground Pass,12.0415945,,,Marco Reus,5559.0,,,Free Kick,1,From Free Kick,Toni Kroos,5574.0,Left Center Midfield,7,Germany,770,['7b11060f-d757-427a-a861-d3699d01df4f'],45,,,,,,,,,,,,,,,,,,Germany,770,00:02:45.067,Pass,
,,,,,,,,,,,,0.959,,,,,,,,,,,0145c807-d603-4584-b1f4-486ed896e995,133,,"[58.0, 18.0]",7567,2,,-2.176341,,,Right Foot,,,,"[49.0, 5.0]",,Ground Pass,15.811388,,,Toni Kroos,5574.0,,,,1,From Free Kick,Marco Reus,5559.0,Left Wing,7,Germany,770,['172ca914-cc8f-4f15-b7ca-c766a21f8768'],45,,,,,,,,,,,,,,,,,,Germany,770,00:02:45.880,Pass,
,,,,,,,,,,,,0.559,,,,,,,,,,,b1560289-d994-4edb-bdef-9f26d37e44b0,136,,"[50.0, 5.0]",7567,2,,0.86217004,,,Right Foot,,,,"[56.0, 12.0]",,Ground Pass,9.219544,,,Marco Reus,5559.0,,,,1,From Free Kick,Toni Kroos,5574.0,Left Center Midfield,7,Germany,770,['b5e4e5b5-23c2-44f3-b63c-2a57e5ad10b2'],48,,,,,,,,,,,,,,,,,,Germany,770,00:02:48.000,Pass,
,,,,,,,,,,,,0.64,,,,,,,,,,,f426645d-55de-4498-b58c-0757b3b6e927,139,,"[56.0, 12.0]",7567,2,,-2.3561945,,,Left Foot,,,,"[53.0, 9.0]",,Ground Pass,4.2426405,,,Toni Kroos,5574.0,,,,1,From Free Kick,Marco Reus,5559.0,Left Wing,7,Germany,770,['3673dd34-6b62-4a29-86c6-0dc11be09a20'],48,,,,,,,,,,,,,,,,,,Germany,770,00:02:48.560,Pass,
,,,,,,,,,,,,0.879,,,,,,,,,,,a5de8f82-31ec-42a3-a1d9-44d8b5f8507c,142,,"[57.0, 12.0]",7567,2,,0.7853982,,,Right Foot,,,,"[65.0, 20.0]",,Ground Pass,11.313708,,,Mesut Özil,3496.0,,,,1,From Free Kick,Toni Kroos,5574.0,Left Center Midfield,7,Germany,770,['25959637-b0c9-4149-8b5f-81a07895eb52'],52,,,,,,,,,,,,,,,,,,Germany,770,00:02:52.680,Pass,
,,,,,,,,,,,,1.12,,,,,,,,,,,48519902-f4d4-4802-a74a-ae60a4e2ba5c,146,,"[65.0, 23.0]",7567,2,,0.5880026,,True,Left Foot,,,,"[71.0, 27.0]",,Ground Pass,7.2111025,,,Marco Reus,5559.0,,,,1,From Free Kick,Mesut Özil,3496.0,Center Attacking Midfield,7,Germany,770,"['0fa93d75-f129-4cde-9838-1d3015824b82', 'cd67c90e-1f01-4dc7-814c-02e9fc20c77d']",53,,,,,,,,,,,,,,,,,,Germany,770,00:02:53.600,Pass,True
