ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,1.52,,,,,,,,,,,,b047184a-41fa-4780-a61a-1ec23c9c8e84,14,,"[45.0, 31.0]",7569,0,,,-0.6202495,,,Head,,,"[59.0, 21.0]",,High Pass,17.20465,,Incomplete,Naïm Sliti,3557.0,,,,,Recovery,1,From Kick Off,Ghilane Chalali,6347.0,Right Center Midfield,2,Panama,798,"['033456af-23e3-4f25-86cb-a25fddd5796d', 'cc95d2a0-17d1-406b-a7e7-be7ac4e5b02f', 'f237e0f0-dec6-468c-b7ed-9b1e4a581123']",8,,,,,,,,,,,,,,,,,,Tunisia,777,00:00:08.880,Pass,
,,,,,,,,,,,1.173,,,,,,,,,,,,687db7a6-484a-4fb8-8ff6-6c5b6e16ce0a,19,,"[62.0, 55.0]",7569,0,,,-1.2490457,,,Right Foot,,,"[64.0, 49.0]",,Ground Pass,6.3245554,,,Ricardo Guardia Avila,6138.0,,,,,,1,From Kick Off,Gabriel Enrique Gómez Girón,5640.0,Center Defensive Midfield,2,Panama,798,"['94d59c9a-a66b-4e30-a22c-b4d9f7f5d756', 'dcb2e3fd-7fc2-4b91-b2c1-8d5e68bd4f60']",11,,,,,,,,,,,,,,,,,,Panama,798,00:00:11.347,Pass,True
,,,,,,,,,,,1.72,,,,,,,,,,,,1f43c49a-9f22-4694-b564-21198d94661b,22,,"[64.0, 49.0]",7569,0,,,2.9147937,,,Left Foot,,,"[38.0, 55.0]",,Ground Pass,26.683329,,,Román Aureliano Torres Morcillo,5635.0,,,,,,1,From Kick Off,Ricardo Guardia Avila,6138.0,Left Center Midfield,2,Panama,798,"['055a073a-8da8-4ce7-9871-10ba08b455a1', '6a53a61b-4f55-4d51-9a92-5146bbbb8ac1']",12,,,,,,,,,,,,,,,,,,Panama,798,00:00:12.520,Pass,True
,,,,,,,,,,,1.506,,,,,,,,,,,,f9b15148-3b36-43a9-98ff-5e604fac7449,26,,"[37.0, 53.0]",7569,0,,,-2.6779451,,,Right Foot,,,"[19.0, 44.0]",,Ground Pass,20.12461,,,Jaime Manuel Penedo Cano,5636.0,,,,,,1,From Kick Off,Román Aureliano Torres Morcillo,5635.0,Right Center Back,2,Panama,798,"['0bcd5287-4b32-43ce-9806-0a997a4778fa', '347eaf2e-3639-4161-a794-fff6ee781847']",15,,,,,,,,,,,,,,,,,,Panama,798,00:00:15.760,Pass,True
,,,,,,,,,,,2.84,,,,,,,,,,,,0116194a-dcd4-4f2f-b1af-f7f85d1ab290,29,,"[19.0, 44.0]",7569,0,,,-0.35877067,,,Left Foot,,,"[59.0, 29.0]",,High Pass,42.72002,,,Edgar Yoel Bárcenas Herrera,5637.0,,,,,,1,From Kick Off,Jaime Manuel Penedo Cano,5636.0,Goalkeeper,2,Panama,798,['66edf02b-202c-45a4-8ca9-8db3cbb2b4f1'],17,,,,,,,,,,,,,,,,,,Panama,798,00:00:17.267,Pass,
,,,,,,,,,,,0.573,,,,,,,,,,,,14ed2c05-b399-4232-a3fe-220dbc04f863,33,,"[59.0, 28.0]",7569,0,,,2.6779451,,,Right Foot,,,"[53.0, 31.0]",,Ground Pass,6.708204,,,Ricardo Guardia Avila,6138.0,,,,,,1,From Kick Off,Edgar Yoel Bárcenas Herrera,5637.0,Left Wing,2,Panama,798,"['3fcc2b85-176d-4ecc-9028-4722b0dda431', '4e571563-c2e5-46c2-ba2a-1ce7803e29c6']",21,,,,,,,,,,,,,,,,,,Panama,798,00:00:21.187,Pass,True
,,,,,,,,,,,1.04,,,,,,,,,,,,831e1da8-8981-4073-b7d9-6d5bfb07ea71,35,,"[53.0, 31.0]",7569,0,,,0.8685394,,,Left Foot,,,"[64.0, 44.0]",,Ground Pass,17.029387,,,Aníbal Cesis Godoy,5646.0,,,,,,1,From Kick Off,Ricardo Guardia Avila,6138.0,Left Center Midfield,2,Panama,798,['9468b490-48eb-4b7f-81e7-1d76c7ee8c44'],21,,,,,,,,,,,,,,,,,,Panama,798,00:00:21.760,Pass,
,,,,,,,,,,,4.52,,,,,,,,,,,,8441a6b2-1291-4be7-aa47-f66713d3cdd7,39,,"[65.0, 41.0]",7569,0,,,-0.48603192,,,Left Foot,,,"[118.0, 13.0]",,High Pass,59.94164,,,Gabriel Arturo Torres Tejada,5629.0,,,,,,1,From Kick Off,Aníbal Cesis Godoy,5646.0,Right Center Midfield,2,Panama,798,"['b072f2db-c217-403e-8d4e-99adf4befa09', 'e5a15c7e-5806-4953-a8c7-1d181fa117ea']",23,,,,,,,,,,,,,,,,,,Panama,798,00:00:23.867,Pass,True
,,,,,,,,,,,0.919,,,,,,,,,,,,088b0920-e8df-464a-9e6d-844d476d0257,46,,"[12.0, 76.0]",7569,0,,,-1.1071488,,,Right Foot,,,"[17.0, 66.0]",,Ground Pass,11.18034,,,Ghilane Chalali,6347.0,,,,,,1,Regular Play,Hamdi Nagguez,5936.0,Right Back,3,Tunisia,777,['01bbf31e-231b-4719-9421-e987f43b6d31'],31,,,,,,,,,,,,,,,,,,Tunisia,777,00:00:31.240,Pass,
,,,,,,,,,,,0.68,,,,,,,,,,,,f4d8a088-b6d8-4e77-be01-fbde9f6ad34b,50,,"[17.0, 66.0]",7569,0,,,1.2490457,,,Right Foot,,,"[21.0, 78.0]",,Ground Pass,12.649111,,,Hamdi Nagguez,5936.0,,,,,,1,Regular Play,Ghilane Chalali,6347.0,Right Center Midfield,3,Tunisia,777,"['2b89502e-44b1-4a94-902e-d0ca6a0c4b56', 'dbda3fde-6209-4455-9776-93db7784a346']",32,,,,,,,,,,,,,,,,,,Tunisia,777,00:00:32.880,Pass,True
,,,,,,,,,,,1.119,,,,,,,,,,,,df7b9d2f-6186-420c-b18b-047d20d7757d,54,,"[22.0, 78.0]",7569,0,,,-2.3561945,,,Right Foot,,,"[15.0, 71.0]",,Ground Pass,9.899495,,,Ghilane Chalali,6347.0,,,,,,1,Regular Play,Hamdi Nagguez,5936.0,Right Back,3,Tunisia,777,"['29c2a7e2-1a7a-4bd1-a072-a956a60e6210', 'f14d4056-ebc9-47ce-ad86-65a93812a160']",33,,,,,,,,,,,,,,,,,,Tunisia,777,00:00:33.920,Pass,True
,,,,,,,,,,,1.787,,,,,,,,,,,,6ecf8f7b-255d-4e13-a7fc-7ab940a2cd0d,57,,"[15.0, 71.0]",7569,0,,,0.049958397,,,Right Foot,,,"[55.0, 73.0]",,High Pass,40.04997,,Incomplete,Wahbi Khazri,3196.0,,,,,,1,Regular Play,Ghilane Chalali,6347.0,Right Center Midfield,3,Tunisia,777,"['70e11acd-939d-47c6-8688-9595d9a86f69', 'd7f55f41-34d8-4c2b-b3ce-aa42ef1745ee']",35,,,,,,,,,,,,,,,,,,Tunisia,777,00:00:35.440,Pass,
,,,,,,,,,,,1.133,,,,,,,,,,,,f4787718-232d-46f5-ab40-d50f6ebd2931,63,,"[23.0, 29.0]",7569,0,,,-0.7086263,,,Right Foot,,,"[30.0, 23.0]",,Ground Pass,9.219544,,,Ferjani Sassi,5650.0,,,,,,1,Regular Play,Yassine Meriah,5651.0,Left Center Back,4,Tunisia,777,['2f3db498-cac6-4e70-9714-d18e761424c1'],55,,,,,,,,,,,,,,,,,,Tunisia,777,00:00:55.027,Pass,
,,,,,,,,,,,1.0,,,,,,,,,,,,8d15d045-c164-4ccd-baab-4d67a7045c4e,67,,"[30.0, 23.0]",7569,0,,,2.4668517,,,Right Foot,,,"[20.0, 31.0]",,Ground Pass,12.806249,,,Yassine Meriah,5651.0,,,,,,1,Regular Play,Ferjani Sassi,5650.0,Left Center Midfield,4,Tunisia,777,['bde4a6fa-b347-4525-b92a-9a77747da620'],56,,,,,,,,,,,,,,,,,,Tunisia,777,00:00:56.680,Pass,
,,,,,,,,,,,1.773,,,,,,,,,,,,d1dc39c8-0e39-47a6-8b54-7b086dc06569,70,,"[34.0, 44.0]",7569,1,,,1.485291,,,Right Foot,,,"[37.0, 79.0]",,Ground Pass,35.128338,,,Hamdi Nagguez,5936.0,,,,,,1,Regular Play,Yassine Meriah,5651.0,Left Center Back,4,Tunisia,777,['1368abfd-b106-4c9c-b338-d3e9c32ab5d8'],3,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:03.907,Pass,
,,,,,,,,,,,1.44,,,,,,,,,,,,fa4b32e7-e472-4933-95cd-48590c8f8291,74,,"[37.0, 79.0]",7569,1,,,-2.4037776,,,Right Foot,,,"[26.0, 69.0]",,Ground Pass,14.866069,,,Rami Bedoui,6345.0,,,,,,1,Regular Play,Hamdi Nagguez,5936.0,Right Back,4,Tunisia,777,"['cb641985-02be-41fb-9e05-e22c10f5b371', 'f806df4b-c086-40ac-b4e5-a181976817ec']",6,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:06.000,Pass,True
,,,,,,,,,,,1.359,,,,,,,,,,,,4116dd62-8d24-4d5a-9684-bd940a794231,77,,"[27.0, 67.0]",7569,1,,,-1.5374753,,,Right Foot,,,"[28.0, 37.0]",,Ground Pass,30.016663,,,Yassine Meriah,5651.0,,,,,,1,Regular Play,Rami Bedoui,6345.0,Right Center Back,4,Tunisia,777,['7316ea06-4508-4b77-9665-9608a455ebb7'],8,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:08.640,Pass,
,,,,,,,,,,,1.56,,,,,,,,,,,,5bcb3d76-967b-4f42-b628-7de839a13d3e,81,,"[27.0, 37.0]",7569,1,,,2.634494,,,Right Foot,,,"[9.0, 47.0]",,Ground Pass,20.59126,,,Aymen Mathlouthi,6342.0,,,,,,1,Regular Play,Yassine Meriah,5651.0,Left Center Back,4,Tunisia,777,"['031c5b65-cf2f-400d-9d48-1601d1ebd3d3', 'd4d64eed-6512-407a-9deb-bb638ceefbd3']",11,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:11.240,Pass,True
,,,,,,,,,,,3.36,,,,,,,,,,,,eece42c3-6614-42b2-95e6-4e4295b1b1bf,84,,"[10.0, 48.0]",7569,1,,,0.4706405,,,Right Foot,,,"[67.0, 77.0]",,High Pass,63.953106,,Incomplete,Fakhreddine Ben Youssef,5654.0,,,,,,1,Regular Play,Aymen Mathlouthi,6342.0,Goalkeeper,4,Tunisia,777,"['9a0c1b94-1cd9-453e-9f81-de9187ccf579', 'd0c0caaa-c901-4d5d-a401-a8b48b3a3f09']",14,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:14.347,Pass,
,,,,,,,,,,,2.053,,,,,,,,,,,,d0c0caaa-c901-4d5d-a401-a8b48b3a3f09,86,,"[54.0, 4.0]",7569,1,,,1.4219064,,,Head,,,"[57.0, 24.0]",,High Pass,20.22375,,Incomplete,Gabriel Enrique Gómez Girón,5640.0,,,,,Recovery,1,Regular Play,Luis Carlos Ovalle Victoria,6344.0,Left Back,4,Tunisia,777,"['38cd099a-42f0-47e1-bd81-82cd0ae97f93', '9b6bb82f-16b1-472e-836c-ab95925cdee2', 'eece42c3-6614-42b2-95e6-4e4295b1b1bf']",17,,,,,,,,,,,,,,,,,,Panama,798,00:01:17.707,Pass,
,,,,,,,,,,,1.16,,,,,,,,,,,,38cd099a-42f0-47e1-bd81-82cd0ae97f93,89,,"[64.0, 57.0]",7569,1,,True,-1.2490457,,,,,,"[69.0, 42.0]",,Low Pass,15.811388,,,Naïm Sliti,3557.0,,,,,Recovery,1,Regular Play,Ghilane Chalali,6347.0,Right Center Midfield,4,Tunisia,777,"['6725fd8d-ab7d-422d-b582-1e196ee00ed3', 'd0c0caaa-c901-4d5d-a401-a8b48b3a3f09', 'd98179ee-5970-4cbb-b93f-dc56cb0631c7']",19,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:19.760,Pass,True
,,,,,,,,,,,1.253,,,,,,,,,,,,42318ffa-967a-492f-ab2e-39b7520dd6c7,92,,"[93.0, 40.0]",7569,1,,,-1.1659045,,,Right Foot,,,"[102.0, 19.0]",,Ground Pass,22.847319,,,Oussama Haddadi,3252.0,,,,,,1,Regular Play,Naïm Sliti,3557.0,Left Midfield,4,Tunisia,777,['060aa585-0bc7-4619-b844-043ead7d6100'],25,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:25.227,Pass,
,,,,,,,,,,,0.467,,,,,,,,,,,,e304135a-4c82-44ba-93c4-f77deca4e005,96,,"[104.0, 18.0]",7569,1,,,1.2490457,,,Left Foot,,,"[108.0, 30.0]",,Low Pass,12.649111,,Incomplete,Naïm Sliti,3557.0,,,,,,1,Regular Play,Oussama Haddadi,3252.0,Left Back,4,Tunisia,777,"['281f3d56-5f09-4c78-bb61-a78eeb061abf', '6b70852c-45ed-44f9-9f21-a4d90072a3b8', 'd63f6b8c-2255-4638-8916-17e73d4b521a']",27,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:27.160,Pass,True
,,,,,,,,,,,0.88,,,,,,,,,,,,97ebba22-07ce-4a74-a6fa-bee0ee838393,102,,"[92.0, 38.0]",7569,1,,,1.1071488,,,Right Foot,,,"[101.0, 56.0]",,Ground Pass,20.12461,,,Fakhreddine Ben Youssef,5654.0,,,,,,1,Regular Play,Ferjani Sassi,5650.0,Left Center Midfield,4,Tunisia,777,"['37fde440-dfbf-4a64-9cdc-987383768a5b', '74d8db06-4989-45e9-a979-6eed99c951a0']",30,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:30.200,Pass,True
,,,,,,,,,,,0.56,,,,,,,,,,,,3a6a3aca-823d-4ebd-84c2-bd225df04710,106,,"[101.0, 56.0]",7569,1,,,-2.3561945,,,Left Foot,,,"[97.0, 52.0]",,Ground Pass,5.656854,,,Ghilane Chalali,6347.0,,,,,,1,Regular Play,Fakhreddine Ben Youssef,5654.0,Right Midfield,4,Tunisia,777,['fa8f9a1a-38ea-4889-b644-fabcdbeedfd5'],32,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:32.080,Pass,
,,,,,,,,,,,2.185,,,,,,,,,,,,0e4038f5-4d70-4e03-b0c7-520a22aba649,109,,"[97.0, 52.0]",7569,1,,,0.1746722,,,Left Foot,,,"[114.0, 55.0]",,Low Pass,17.262676,,Incomplete,Fakhreddine Ben Youssef,5654.0,,,,,,1,Regular Play,Ghilane Chalali,6347.0,Right Center Midfield,4,Tunisia,777,"['65cbd153-6a88-4bb1-aaa7-70ef6e8d4759', 'b9ceb8d5-81f5-4cad-8f7a-2221af6e766c']",32,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:32.882,Pass,
,,,,,,,,,,,1.0,,,,,,,,,,,,6ce36b43-02e0-411c-af6e-7be16a6dab71,113,,"[99.0, 78.0]",7569,1,,True,-1.8925469,,,,,,"[97.0, 72.0]",,Low Pass,6.3245554,,,Ghilane Chalali,6347.0,,,,,Recovery,1,Regular Play,Hamdi Nagguez,5936.0,Right Back,4,Tunisia,777,"['2148c465-f418-4453-a4f5-a2cb0bc27a23', '9680ddf1-131d-407b-b9dc-9c9cc1a9bd42']",38,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:38.360,Pass,True
,,,,,,,,,,,0.52,,,,,,,,,,,,c330c710-e5bd-44f0-bd5d-029dc649d93e,117,,"[97.0, 74.0]",7569,1,,,-0.19739556,,,Right Foot,,,"[107.0, 72.0]",,Low Pass,10.198039,,,Hamdi Nagguez,5936.0,,,,,,1,Regular Play,Ghilane Chalali,6347.0,Right Center Midfield,4,Tunisia,777,['7350f7b0-cfc9-4e32-aa7b-b3984aeb43f0'],40,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:40.280,Pass,
,,,,,,,,,,,1.08,,,,,,,,,,,,c46dce06-c3f1-40e8-ba4b-8b1df78414a6,121,,"[109.0, 67.0]",7569,1,,,-1.3521274,,,Right Foot,True,,"[113.0, 49.0]",,Low Pass,18.439089,,Incomplete,Fakhreddine Ben Youssef,5654.0,,,,,,1,Regular Play,Hamdi Nagguez,5936.0,Right Back,4,Tunisia,777,"['1690b537-a1ee-430d-8d50-6859817a2284', '20b2f0fb-0cf8-43f0-afc9-ca76ba51a90e', '7e5b8669-e288-4ed4-955f-048fda787c93']",41,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:41.547,Pass,True
,,,,,,,,,,,0.92,,,,,,,,,,,,49cab63d-059c-4d06-b14b-2faa21910290,124,,"[105.0, 80.0]",7569,1,,,-1.418147,,,,,,"[107.0, 67.0]",,Low Pass,13.152946,,,Ghilane Chalali,6347.0,,,,,Throw-in,1,From Throw In,Hamdi Nagguez,5936.0,Right Back,5,Tunisia,777,['857d2201-2885-4b75-908d-885c37e96900'],50,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:50.080,Pass,
,,,,,,,,,,,0.56,,,,,,,,,,,,3a0ba57d-a5a9-42cc-8802-5c6144e87db2,128,,"[114.0, 70.0]",7569,1,,,2.158799,,,Right Foot,,,"[108.0, 79.0]",,Ground Pass,10.816654,,,Hamdi Nagguez,5936.0,,,,,,1,From Throw In,Ghilane Chalali,6347.0,Right Center Midfield,5,Tunisia,777,['5a24fdc9-8ea6-44ec-a4d2-7231060b832f'],53,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:53.720,Pass,
,,,,,,,,,,,0.787,,,,,,,,,,,,56ae07b2-70f8-4459-be7c-010826364e47,132,,"[105.0, 78.0]",7569,1,,,-1.5707964,,,Left Foot,,,"[105.0, 55.0]",,Low Pass,23.0,,Incomplete,Wahbi Khazri,3196.0,,,,,,1,From Throw In,Hamdi Nagguez,5936.0,Right Back,5,Tunisia,777,"['0ee93b0e-9c02-4c02-b8ef-563741822f39', 'aa54bd9b-bae9-4973-9539-9974a8026a27']",56,,,,,,,,,,,,,,,,,,Tunisia,777,00:01:56.400,Pass,
,,,,,,,,,,,1.173,,,,,,,,,,,,aa54bd9b-bae9-4973-9539-9974a8026a27,134,,"[16.0, 26.0]",7569,1,,,-1.217806,,,Right Foot,,,"[23.0, 7.0]",,Ground Pass,20.248457,,,Edgar Yoel Bárcenas Herrera,5637.0,,,,,Recovery,1,Regular Play,Gabriel Enrique Gómez Girón,5640.0,Center Defensive Midfield,6,Panama,798,"['56ae07b2-70f8-4459-be7c-010826364e47', '8dca8789-784f-4ed7-81d4-89da99cb428f']",57,,,,,,,,,,,,,,,,,,Panama,798,00:01:57.187,Pass,
