ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,1.6,,,,,,,,,,,,,,,beb354e6-2098-4973-8319-456e85441905,17,,"[21.0, 28.0]",7559,0,,-1.1760052,,,Right Foot,,,"[31.0, 4.0]",,Ground Pass,26.0,,,Mohamed Abdul Shafy Sayed Abouezeid,5263.0,,,,1,From Kick Off,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Left Center Back,2,Egypt,774,['8dee5523-239a-452f-b709-6adf8ce8cb1f'],9,,,,,,,,,,,,,,,,,Egypt,774,00:00:09.320,Pass,
,,,,,,,,,,,1.2,,,,,,,,,,,,,,,a370fe04-3161-4060-a0b2-cfe50e90dcfb,21,,"[27.0, 5.0]",7559,0,,2.003204,,,Left Foot,,,"[21.0, 18.0]",,Ground Pass,14.3178215,,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,,1,From Kick Off,Mohamed Abdul Shafy Sayed Abouezeid,5263.0,Left Back,2,Egypt,774,"['23470fa7-0053-499a-9b40-90d5059b67fe', '7a3c5cb2-5d05-4e61-8805-8bf97b78d296']",11,,,,,,,,,,,,,,,,,Egypt,774,00:00:11.720,Pass,True
,,,,,,,,,,,2.0,,,,,,,,,,,,,,,e87ed1db-b9a9-4a3c-9d85-c1b83bec18fd,24,,"[19.0, 17.0]",7559,0,,1.8736812,,,Right Foot,,,"[9.0, 49.0]",,Ground Pass,33.526108,,,Ali Gabr,5254.0,,,,1,From Kick Off,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Left Center Back,2,Egypt,774,['576c2add-b90d-4ced-8277-506b9e425919'],13,,,,,,,,,,,,,,,,,Egypt,774,00:00:13.720,Pass,
,,,,,,,,,,,1.735,,,,,,,,,,,,,,,9ba74104-1a7a-411a-ab7a-0c003d1952bc,28,,"[15.0, 53.0]",7559,0,,0.33929262,,,Right Foot,,,"[32.0, 59.0]",,Ground Pass,18.027756,,,Mohamed Naser Elsayed Elneny,3568.0,,,,1,From Kick Off,Ali Gabr,5254.0,Right Center Back,2,Egypt,774,['97d1e8c9-e0ec-48e2-9c26-4dc70c0e4f11'],17,,,,,,,,,,,,,,,,,Egypt,774,00:00:17.520,Pass,
,,,,,,,,,,,1.64,,,,,,,,,,,,,,,ce04d944-1482-4fb8-a552-b4a3b71d081a,32,,"[52.0, 48.0]",7559,0,,-1.598567,,,Right Foot,,,"[51.0, 12.0]",,Ground Pass,36.013885,,,Mohamed Abdul Shafy Sayed Abouezeid,5263.0,,,,1,From Kick Off,Mohamed Naser Elsayed Elneny,3568.0,Right Center Midfield,2,Egypt,774,"['077790e6-fadb-468b-97cc-c25de609dad1', '0ab2b688-5903-4797-a9ab-b336ff15a62b']",23,,,,,,,,,,,,,,,,,Egypt,774,00:00:23.280,Pass,True
,,,,,,,,,,,1.973,,,,,,,,,,,,,,,f9ecc0db-98e7-491e-8bbe-65c9a71c2674,35,,"[49.0, 8.0]",7559,0,,0.15431878,,,Left Foot,,,"[94.0, 15.0]",,Low Pass,45.54119,,,Marwan Mohsen,5252.0,,,,1,From Kick Off,Mohamed Abdul Shafy Sayed Abouezeid,5263.0,Left Back,2,Egypt,774,['a7e6bb11-b2ab-41e0-b53e-651536c3de6b'],26,,,,,,,,,,,,,,,,,Egypt,774,00:00:26.920,Pass,
,,,,,,,,,,,1.453,,,,,,,,,,,,,,,fbf474d6-e299-44e6-b41a-2be61d776a72,43,,"[108.0, 1.0]",7559,0,,1.1071488,,,,,,"[116.0, 17.0]",,High Pass,17.888544,,,Marwan Mohsen,5252.0,,,Throw-in,1,From Throw In,Mohamed Abdul Shafy Sayed Abouezeid,5263.0,Left Back,3,Egypt,774,['5ddd05d5-4380-4fc2-a47a-b6cf44d158d1'],46,,,,,,,,,,,,,,,,,Egypt,774,00:00:46.360,Pass,
,,,,,,,,,,,1.2,,,,,,,,,,,,,,,70496e62-8d77-4df8-bfab-991455e597db,45,,"[115.0, 17.0]",7559,0,,2.819842,,,Other,,True,"[109.0, 19.0]",,Low Pass,6.3245554,,Incomplete,Mahmoud Ibrahim Hassan,5261.0,,,,1,From Throw In,Marwan Mohsen,5252.0,Center Forward,3,Egypt,774,"['9cecd3dd-fc58-4460-9869-06c05912e7b2', 'ad440db1-bb86-493b-b077-73ee779b77a7']",47,,,,,,,,,,,,,,,,,Egypt,774,00:00:47.813,Pass,
,,,,,,,,,,,2.8,,,,,,,,,,,,,,,67b22e8f-f237-4a7d-8368-0af9cae11dd3,50,,"[12.0, 70.0]",7559,0,,-0.20176235,,,Right Foot,,,"[56.0, 61.0]",,Low Pass,44.911022,,Incomplete,Fahad Mosaed Al Muwallad Al Harbi,5190.0,,,,1,From Throw In,Abdullah Ibrahim Otayf,5173.0,Center Defensive Midfield,3,Egypt,774,"['2ecbb68c-c5bc-4692-b49b-627a2f13c974', '71a96930-49d4-40ac-b95f-56587bf196cf', 'd13a3b07-d798-410a-a2fb-192ccdb38fd6']",50,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:00:50.173,Pass,True
,,,,,,,,,,,1.453,,,,,,,,,,,,,,,104ec439-e324-451a-a1c3-d95b7cf75305,55,,"[66.0, 19.0]",7559,0,,0.33473682,,,Left Foot,,,"[89.0, 27.0]",,Low Pass,24.351591,,Incomplete,Marwan Mohsen,5252.0,,,,1,From Throw In,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Left Center Back,3,Egypt,774,"['021b991d-ac54-4ed1-bcd5-703ede13aab7', '0a860a2c-3a2f-434c-adfc-8bf6dc405897', '3cfb754e-bcb3-4ff0-8423-3a1b5a829c98']",54,,,,,,,,,,,,,,,,,Egypt,774,00:00:54.680,Pass,True
,,,,,,,,,,,1.28,,,,,,,,,,,,,,,021b991d-ac54-4ed1-bcd5-703ede13aab7,57,,"[32.0, 54.0]",7559,0,,-1.0427219,,,Right Foot,,,"[39.0, 42.0]",,Low Pass,13.892444,,,Salman Mohammed Al Faraj,5178.0,,,Interception,1,From Throw In,Abdullah Ibrahim Otayf,5173.0,Center Defensive Midfield,3,Egypt,774,"['104ec439-e324-451a-a1c3-d95b7cf75305', '6e08cc59-ef8b-47f3-9a9e-2868fd3df825']",56,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:00:56.133,Pass,
,,,,,,,,,,,0.733,,,,,,,,,,,,,,,62b7cc87-5171-4908-97e3-f7bd544420b1,64,,"[69.0, 47.0]",7559,1,,-1.8925469,,,Right Foot,,,"[68.0, 44.0]",,Ground Pass,3.1622777,,,Mohamed Naser Elsayed Elneny,3568.0,,,,1,From Throw In,Abdalla Mahmoud El Said Bekhit,5251.0,Right Wing,3,Egypt,774,"['9685f9b4-8036-4ecb-ab53-087520cf0540', 'e54cc50a-08b2-4fad-a30e-d29cb3c45b9f']",0,,,,,,,,,,,,,,,,,Egypt,774,00:01:00.560,Pass,True
,,,,,,,,,,,1.0,,,,,,,,,,,,,,,df6268c4-349e-4240-86f7-49bee5731d02,66,,"[68.0, 44.0]",7559,1,,0.7853982,,,Right Foot,,,"[81.0, 57.0]",,Ground Pass,18.384777,,,Mohamed Salah,3531.0,,,,1,From Throw In,Mohamed Naser Elsayed Elneny,3568.0,Right Center Midfield,3,Egypt,774,['c9028386-40c2-49f8-b52b-fd2ee32e2a91'],1,,,,,,,,,,,,,,,,,Egypt,774,00:01:01.293,Pass,
,,,,,,,,,,,0.56,,,,,,,,,,,,,,,14189dd0-0a36-4d11-80aa-d50a3ebe9e0b,78,,"[39.0, 30.0]",7559,1,,1.5707964,,,Right Foot,,,"[39.0, 37.0]",,Ground Pass,7.0,,,Hussain Al Mogahwi,5716.0,,,,1,Regular Play,Yasir Gharsan Al Shahrani,5183.0,Left Back,4,Saudi Arabia,799,"['06577b16-ce00-4f9a-b1d2-44f6544f3181', 'd370c7a6-5529-42d0-b517-d6bfb70490ea']",5,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:05.133,Pass,True
,,,,,,,,,,,0.719,,,,,,,,,,,,,,,059909f8-85fa-425a-adbb-90b7218f1f9d,85,,"[64.0, 56.0]",7559,1,,-1.7681919,,,Right Foot,,,"[63.0, 51.0]",,Ground Pass,5.0990195,,,Hussain Al Mogahwi,5716.0,,,,1,Regular Play,Hattan Babhir,5188.0,Right Midfield,4,Saudi Arabia,799,['966dcdde-7858-4348-88dd-55d4d5349a5f'],12,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:12.253,Pass,
,,,,,,,,,,,1.2,,,,,,,,,,,,,,,c538e84a-00d8-4080-91a6-f037b5f36ba8,88,,"[63.0, 49.0]",7559,1,,-1.6295521,,,Right Foot,,,"[62.0, 32.0]",,Ground Pass,17.029387,,,Salem Mohammed Al Dawsari,5187.0,,,,1,Regular Play,Hussain Al Mogahwi,5716.0,Right Center Midfield,4,Saudi Arabia,799,['ba314abd-eb83-4c06-bc9e-8c3a59a4b760'],13,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:13.813,Pass,
,,,,,,,,,,,1.093,,,,,,,,,,,,,,,06df76ba-e179-4b5a-971b-d1a598c0381f,91,,"[64.0, 31.0]",7559,1,,-0.5404195,,,Right Foot,,,"[79.0, 22.0]",,Ground Pass,17.492855,,,Salman Mohammed Al Faraj,5178.0,,,,1,Regular Play,Salem Mohammed Al Dawsari,5187.0,Left Midfield,4,Saudi Arabia,799,['968d7cc0-e6bd-415f-8b56-a13d221ccf96'],16,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:16.160,Pass,
,,,,,,,,,,,1.36,,,,,,,,,,,,,,,9f142cc1-3c50-48c2-ab7a-bd2f9287b9cd,94,,"[78.0, 20.0]",7559,1,,-1.4056476,,,Left Foot,,,"[81.0, 2.0]",,Ground Pass,18.248287,,,Yasir Gharsan Al Shahrani,5183.0,,,,1,Regular Play,Salman Mohammed Al Faraj,5178.0,Left Center Midfield,4,Saudi Arabia,799,['aabeea12-dde4-47be-bc9b-27f22dc87982'],18,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:18.093,Pass,
,,,,,,,,,,,0.84,,,,,,,,,,,,,,,36e75097-735e-49fd-8b5f-7b2d81951065,97,,"[80.0, 3.0]",7559,1,,1.3258177,,,Right Foot,,,"[82.0, 11.0]",,Ground Pass,8.246211,,,Salman Mohammed Al Faraj,5178.0,,,,1,Regular Play,Yasir Gharsan Al Shahrani,5183.0,Left Back,4,Saudi Arabia,799,['2b0f47aa-5a52-402b-b113-b4083e795f83'],20,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:20.533,Pass,
,,,,,,,,,,,0.48,,,,,,,,,,,,,,,a4585df8-9677-4954-9336-06fda3ce0ec5,99,,"[82.0, 11.0]",7559,1,,-1.6951513,,,Left Foot,,,"[81.0, 3.0]",,Ground Pass,8.062258,,,Yasir Gharsan Al Shahrani,5183.0,,,,1,Regular Play,Salman Mohammed Al Faraj,5178.0,Left Center Midfield,4,Saudi Arabia,799,['19fee697-52d6-4d8a-b6ac-921035bdefcf'],21,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:21.373,Pass,
,,,,,,,,,,,0.879,,,,,,,,,,,,,,,021b0a18-3646-4511-8580-2919627ac4c7,102,,"[81.0, 3.0]",7559,1,,1.929567,,,Right Foot,,,"[78.0, 11.0]",,Ground Pass,8.5440035,,,Salem Mohammed Al Dawsari,5187.0,,,,1,Regular Play,Yasir Gharsan Al Shahrani,5183.0,Left Back,4,Saudi Arabia,799,['6bb96e5f-c505-47b8-a2c1-afbab6620d25'],22,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:22.253,Pass,
,,,,,,,,,,,0.493,,,,,,,,,,,,,,,a0c27971-eedc-4ce9-9544-7b16d20d3867,106,,"[77.0, 13.0]",7559,1,,1.5707964,,,Right Foot,,,"[77.0, 16.0]",,Ground Pass,3.0,,,Abdullah Ibrahim Otayf,5173.0,,,,1,Regular Play,Salem Mohammed Al Dawsari,5187.0,Left Midfield,4,Saudi Arabia,799,"['20281747-ae34-4093-abf9-1b385d8545c6', 'db1e14b4-00c9-400d-96e5-4e0cecc6ba7a']",24,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:24.160,Pass,True
,,,,,,,,,,,1.133,,,,,,,,,,,,,,,da2ffe2c-a01a-4f65-b9c3-6232534b67cc,109,,"[78.0, 27.0]",7559,1,,1.2649175,,,Left Foot,,,"[84.0, 46.0]",,Ground Pass,19.924858,,,Hussain Al Mogahwi,5716.0,,,,1,Regular Play,Abdullah Ibrahim Otayf,5173.0,Center Defensive Midfield,4,Saudi Arabia,799,['2975f568-a490-480f-bd37-157ac64ad1f5'],26,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:26.240,Pass,
,,,,,,,,,,,1.04,,,,,,,,,,,,,,,0df86e63-1e0d-4a0b-b469-8688e053e902,112,,"[86.0, 61.0]",7559,1,,1.1309538,,,Right Foot,,,"[94.0, 78.0]",,Ground Pass,18.788294,,,Mohammed Al Burayk,5191.0,,,,1,Regular Play,Hussain Al Mogahwi,5716.0,Right Center Midfield,4,Saudi Arabia,799,['5e9b76d4-604e-44ca-8e3e-8236531a26cd'],31,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:31.173,Pass,
,,,,,,,,,,,0.893,,,,,,,,,,,,,,,29edd714-7720-4541-9eb8-8e772cc180a5,116,,"[88.0, 77.0]",7559,1,,-2.2142975,,,Left Foot,,,"[82.0, 69.0]",,Ground Pass,10.0,,,Hattan Babhir,5188.0,,,,1,Regular Play,Mohammed Al Burayk,5191.0,Right Back,4,Saudi Arabia,799,"['ac445c47-4c91-4684-9b25-e197cb2a56cb', 'd655039a-d55a-486f-b185-be150734bb08']",33,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:33.680,Pass,True
,,,,,,,,,,,0.999,,,,,,,,,,,,,,,1d1056e9-e756-4b7a-bbf6-6da26ad96bc4,119,,"[76.0, 65.0]",7559,1,,-2.9078496,,,Left Foot,,,"[55.0, 60.0]",,Ground Pass,21.587032,,,Osama Abdulrezag Hawsawi,5184.0,,,,1,Regular Play,Hattan Babhir,5188.0,Right Midfield,4,Saudi Arabia,799,['9dc055eb-9d48-408e-9c93-eafeebb77ff5'],36,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:36.013,Pass,
,,,,,,,,,,,1.44,,,,,,,,,,,,,,,c3c3a43e-ad81-48d5-a0d0-ef7b89661011,122,,"[55.0, 60.0]",7559,1,,0.98279375,,,Right Foot,,,"[67.0, 78.0]",,Ground Pass,21.633308,,,Mohammed Al Burayk,5191.0,,,,1,Regular Play,Osama Abdulrezag Hawsawi,5184.0,Right Center Back,4,Saudi Arabia,799,['8c2b00c7-0c11-47cb-87f7-f3f45005b3e9'],37,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:37.213,Pass,
,,,,,,,,,,,0.546,,,,,,,,,,,,,,,44fc6581-0dab-4bb4-953e-a822a7c6068a,126,,"[62.0, 74.0]",7559,1,,-1.6475682,,,Right Foot,,,"[61.0, 61.0]",,Ground Pass,13.038404,,,Abdullah Ibrahim Otayf,5173.0,,,,1,Regular Play,Mohammed Al Burayk,5191.0,Right Back,4,Saudi Arabia,799,['c8800fa6-3364-43f1-9de6-9d89c0044f70'],40,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:40.013,Pass,
,,,,,,,,,,,0.88,,,,,,,,,,,,,,,e83e5843-d267-4fc8-980e-c825ad66dec6,130,,"[61.0, 61.0]",7559,1,,3.0750246,,,Right Foot,,,"[46.0, 62.0]",,Ground Pass,15.033297,,,Osama Abdulrezag Hawsawi,5184.0,,,,1,Regular Play,Abdullah Ibrahim Otayf,5173.0,Center Defensive Midfield,4,Saudi Arabia,799,"['25930503-214e-41ce-a2f0-2eb091707fc0', 'b3fa631a-e436-49e2-954c-09fd0c15dda5']",40,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:40.732,Pass,True
,,,,,,,,,,,1.16,,,,,,,,,,,,,,,865ac223-7ad5-4f83-a549-899241648faa,133,,"[45.0, 60.0]",7559,1,,-0.9707461,,,Right Foot,,,"[58.0, 41.0]",,Ground Pass,23.021729,,,Salman Mohammed Al Faraj,5178.0,,,,1,Regular Play,Osama Abdulrezag Hawsawi,5184.0,Right Center Back,4,Saudi Arabia,799,['3bd98e27-d2e7-46d6-80f7-1e1773bb68d3'],42,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:42.853,Pass,
,,,,,,,,,,,1.253,,,,,,,,,,,,,,,179ebe85-8c06-4b97-b268-e37ca1b387a6,137,,"[56.0, 59.0]",7559,1,,1.0636978,,,Right Foot,,,"[66.0, 77.0]",,Ground Pass,20.59126,,,Mohammed Al Burayk,5191.0,,,,1,Regular Play,Salman Mohammed Al Faraj,5178.0,Left Center Midfield,4,Saudi Arabia,799,['aa136e00-d0e4-4681-ade5-3508ac8843a0'],47,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:47.600,Pass,
,,,,,,,,,,,4.2,,,,,,,,,,,,,,,34ff60a5-b910-4e90-8ed5-a4bc41243825,140,,"[68.0, 77.0]",7559,1,,-0.41450688,,,Right Foot,,,"[118.0, 55.0]",,Low Pass,54.626,,Incomplete,Hattan Babhir,5188.0,,,,1,Regular Play,Mohammed Al Burayk,5191.0,Right Back,4,Saudi Arabia,799,"['4b206da8-174d-4e71-a6c2-3ac2f6e4d15e', '64e7ff77-ccc3-429f-a5cf-d843b3adf3ca']",49,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:01:49.973,Pass,
,,,,,,,,,,,4.0,,,,,,,,,,,,,,,d96b61d1-f1ee-4059-9b5d-5ec6159c66f3,144,,"[2.0, 28.0]",7559,1,,1.0978898,,,Keeper Arm,,,"[24.0, 71.0]",,Low Pass,48.30114,,,Ali Gabr,5254.0,,True,,1,Regular Play,Essam Kamal Tawfik El Hadary,6292.0,Goalkeeper,5,Egypt,774,['8e60e7f5-6b8a-424c-962b-c3bc5f739f6f'],55,,,,,,,,,,,,,,,,,Egypt,774,00:01:55.360,Pass,
