50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.84,,,,,,,,,,,,,bc7160de-1bc1-42b5-8563-5edfc4080365,16,,,"[76.0, 8.0]",7535,0,,2.2142975,,,Left Foot,,,"[70.0, 16.0]",Ground Pass,10.0,,Nemanja Matić,3381.0,,,,1,From Kick Off,Aleksandar Kolarov,5596.0,Left Back,2,Serbia,786,['75cb22b9-4fe1-4566-8419-93c6678a5c0a'],10,,,,,,,,,,,,,,,,,Serbia,786,00:00:10.128,Pass,
,,,,,,,,,,,,1.04,,,,,,,,,,,,,17af1e3e-a790-4d21-af4c-58a0a5d64ce3,19,,,"[69.0, 14.0]",7535,0,,-1.3734008,,,Left Foot,,,"[71.0, 4.0]",Ground Pass,10.198039,,Aleksandar Kolarov,5596.0,,,,1,From Kick Off,Nemanja Matić,3381.0,Left Center Midfield,2,Serbia,786,['4596baa3-50cd-4f99-929b-6aa013e9c983'],12,,,,,,,,,,,,,,,,,Serbia,786,00:00:12.488,Pass,
,,,,,,,,,,,,1.04,,,,,,,,,,,,,cb7f27c7-825a-4643-b9c7-6fef800013d8,22,,,"[67.0, 4.0]",7535,0,,1.9513026,,,Left Foot,,,"[65.0, 9.0]",Ground Pass,5.3851647,,Nemanja Matić,3381.0,,,,1,From Kick Off,Aleksandar Kolarov,5596.0,Left Back,2,Serbia,786,['572ddbb6-74b2-4791-91e7-ab1a1bee5899'],14,,,,,,,,,,,,,,,,,Serbia,786,00:00:14.528,Pass,
,,,,,,,,,,,,1.8,,,,,,,,,,,,,916fa6fc-302d-4f78-be01-69894f5683cc,27,,,"[76.0, 28.0]",7535,0,,1.5951817,,,Left Foot,,,"[75.0, 69.0]",Ground Pass,41.01219,,Branislav Ivanović,5594.0,,True,,1,From Kick Off,Nemanja Matić,3381.0,Left Center Midfield,2,Serbia,786,"['8d9c5073-25b7-42ab-b01a-ef21f08b774d', '8dbe60d9-a513-48a7-b8e2-b6d0877345b9']",20,,,,,,,,,,,,,,,,,Serbia,786,00:00:20.088,Pass,True
,,,,,,,,,,,,1.52,,,,,,,,,,,,,ca93cadf-f78d-4265-b0a5-48f1d0bfb35f,30,,,"[81.0, 74.0]",7535,0,,-0.8379812,,,Right Foot,,,"[108.0, 44.0]",High Pass,40.36087,,Aleksandar Mitrović,4269.0,,,,1,From Kick Off,Branislav Ivanović,5594.0,Right Back,2,Serbia,786,['f9352e6a-8f78-42c8-8624-b22fc59dcf68'],23,,,,,,,,,,,,,,,,,Serbia,786,00:00:23.648,Pass,
,,,,,,,,,,,,1.346,,,,,,,,,,,,,ea901435-5f1f-4776-ab82-d60f3bca61e6,35,,,"[120.0, 80.0]",7535,0,,-1.8033533,e4b8bc69-3431-4e11-b1f1-d62ef5f4d78f,,Right Foot,,,"[111.0, 42.0]",High Pass,39.051247,,Aleksandar Mitrović,4269.0,True,,Corner,1,From Corner,Adem Ljajić,5587.0,Left Midfield,3,Serbia,786,['a7a9442f-04d3-4924-bef5-b9b6467eca1e'],57,,,,,,,,,,,,,,,,,Serbia,786,00:00:57.088,Pass,
,,,,,,,,,,,,0.973,,,,,,,,,,,,,c0c92ba7-cdfa-4143-a99a-1201a76afbda,45,,,"[84.0, 2.0]",7535,1,,2.782822,,,Right Foot,,,"[68.0, 8.0]",Ground Pass,17.088007,,Francisco Javier Calvo Quesada,5600.0,,,,1,Regular Play,Johan Alberto Venegas Ulloa,5595.0,Left Wing,4,Costa Rica,795,"['37388f69-73b4-482b-a3f1-d361811b84dc', 'b8405d54-0a81-4a5a-9db5-8ba4bd275c33']",26,,,,,,,,,,,,,,,,,Costa Rica,795,00:01:26.355,Pass,True
,,,,,,,,,,,,1.2,,,,,,,,,,,,,7c11a771-81b0-4663-b00c-a6affb6fe999,48,,,"[66.0, 11.0]",7535,1,,2.7985687,,,Left Foot,,,"[52.0, 16.0]",Ground Pass,14.866069,,Óscar Esau Duarte Gaitán,5598.0,,,,1,Regular Play,Francisco Javier Calvo Quesada,5600.0,Left Wing Back,4,Costa Rica,795,['6ed8e4f9-ec63-4797-80ba-2954253e4d23'],28,,,,,,,,,,,,,,,,,Costa Rica,795,00:01:28.115,Pass,
,,,,,,,,,,,,0.68,,,,,,,,,,,,,0bbc2c40-e5cf-4dd0-a5fa-d62622dd5acd,50,,,"[51.0, 19.0]",7535,1,,0.2914568,,,Right Foot,,,"[61.0, 22.0]",Ground Pass,10.440307,,David Alberto Guzmán Pérez,5599.0,,,,1,Regular Play,Óscar Esau Duarte Gaitán,5598.0,Left Center Back,4,Costa Rica,795,['70ce41ee-048e-45fb-b448-a9e6f73ed68c'],29,,,,,,,,,,,,,,,,,Costa Rica,795,00:01:29.315,Pass,
,,,,,,,,,,,,1.52,,,,,,,,,,,,,63768c03-aefb-42b3-826f-8792fdf24886,53,,,"[61.0, 22.0]",7535,1,,2.4149504,,,Right Foot,,,"[43.0, 38.0]",Ground Pass,24.083189,,Giancarlo González Castro,5584.0,,,,1,Regular Play,David Alberto Guzmán Pérez,5599.0,Left Center Midfield,4,Costa Rica,795,"['4b3bdb79-2db4-4c9f-b49d-d686a1899bc8', '98727220-9c1a-4ee7-8c21-f04557f22c2b']",29,,,,,,,,,,,,,,,,,Costa Rica,795,00:01:29.995,Pass,True
,,,,,,,,,,,,1.413,,,,,,,,,,,,,dbadf32f-7b87-47a3-9f1d-c653c27ef575,56,,,"[44.0, 41.0]",7535,1,,0.36520144,,,Right Foot,,,"[78.0, 54.0]",Low Pass,36.40055,,Bryan Ruiz González,5592.0,,,,1,Regular Play,Giancarlo González Castro,5584.0,Center Back,4,Costa Rica,795,['a01dadf4-8d38-4742-83fc-ab768c78520e'],32,,,,,,,,,,,,,,,,,Costa Rica,795,00:01:32.875,Pass,
,,,,,,,,,,,,1.88,,,,,,,,,,,,,c6738215-e786-4809-bc88-1f02c0988c96,60,,,"[85.0, 50.0]",7535,1,,0.21406068,72896f2f-6dde-4fa2-bb00-2415c0adf634,,Left Foot,,,"[108.0, 55.0]",Ground Pass,23.537205,,Marcos Danilo Ureña Porras,5586.0,True,,,1,Regular Play,Bryan Ruiz González,5592.0,Right Wing,4,Costa Rica,795,['1364a090-b940-41ce-90ca-d842b6ae97bd'],36,,,,,,,,,,,,,,,,,Costa Rica,795,00:01:36.635,Pass,
,,,,,,,,,,,,1.373,,,,,,,,,,,,,3db0f6bd-42e1-443c-8ec6-8b1d45461595,65,,,"[120.0, 80.0]",7535,2,,-1.7126933,,,Right Foot,,,"[115.0, 45.0]",High Pass,35.35534,Incomplete,,,,,Corner,1,From Corner,David Alberto Guzmán Pérez,5599.0,Left Center Midfield,5,Costa Rica,795,['37f97b5e-6c95-46c2-8f53-be4b4085a02e'],7,,,,,,,,,,,,,,,,,Costa Rica,795,00:02:07.235,Pass,
,,,,,,,,,,,,1.72,,,,,,,,,,,,,936d6e72-573d-412c-bb98-1a92c6f6421d,67,,,"[78.0, 72.0]",7535,2,,0.30288488,,,Right Foot,,,"[94.0, 77.0]",Ground Pass,16.763054,,David Alberto Guzmán Pérez,5599.0,,,Recovery,1,From Corner,Cristian Gamboa Luna,5602.0,Right Wing Back,5,Costa Rica,795,['0809e28e-5014-4ca4-8995-9c12d3b891c3'],12,,,,,,,,,,,,,,,,,Costa Rica,795,00:02:12.115,Pass,
,,,,,,,,,,,,1.4,,,,,,,,,,,,,8617d0c2-fa85-4460-ae64-2eaf35026b36,70,,,"[96.0, 74.0]",7535,2,,-1.1220729,,,Right Foot,True,,"[109.0, 47.0]",High Pass,29.966648,Incomplete,Giancarlo González Castro,5584.0,,,,1,From Corner,David Alberto Guzmán Pérez,5599.0,Left Center Midfield,5,Costa Rica,795,"['23fa598a-9d83-4cfe-96bd-882e3e6582d9', '79820161-7d6b-4bd5-be84-24ee8387a8cd']",14,,,,,,,,,,,,,,,,,Costa Rica,795,00:02:14.995,Pass,
,,,,,,,,,,,,1.413,,,,,,,,,,,,,332e9231-2b68-40c5-8f0a-de8712db7fc3,76,,,"[85.0, 34.0]",7535,2,,-0.8960554,,,Left Foot,,,"[101.0, 14.0]",Ground Pass,25.612497,,Óscar Esau Duarte Gaitán,5598.0,,,,1,From Corner,Celso Borges Mora,5582.0,Right Center Midfield,5,Costa Rica,795,"['9e5a5b25-bac5-466c-a84f-dacbaaac5fb8', 'b41de914-ce85-43b3-b5a1-68e02bf74786']",19,,,,,,,,,,,,,,,,,Costa Rica,795,00:02:19.555,Pass,True
,,,,,,,,,,,,1.24,,,,,,,,,,,,,bb6441c1-bf7c-4d93-85dd-f977b627c836,79,,,"[104.0, 14.0]",7535,2,,1.3617734,18fe4e2d-630b-422b-a805-ac6609b08946,,Left Foot,True,,"[111.0, 47.0]",High Pass,33.734257,,Giancarlo González Castro,5584.0,True,,,1,From Corner,Óscar Esau Duarte Gaitán,5598.0,Left Center Back,5,Costa Rica,795,['e948ee49-dee5-4346-b2ba-986182194a74'],23,,,,,,,,,,,,,,,,,Costa Rica,795,00:02:23.035,Pass,
,,,,,,,,,,,,1.993,,,,,,,,,,,,,ca4d6b81-dfd7-4fd1-81cb-fca541c24229,83,,,"[10.0, 38.0]",7535,2,,-0.9964915,,,Keeper Arm,,,"[21.0, 21.0]",Ground Pass,20.248457,,Aleksandar Kolarov,5596.0,,,,1,From Keeper,Vladimir Stojković,5601.0,Goalkeeper,7,Serbia,786,['26ae452c-6e5c-4a2e-8e66-835763f59945'],28,,,,,,,,,,,,,,,,,Serbia,786,00:02:28.615,Pass,
,,,,,,,,,,,,2.08,,,,,,,,,,,,,dd449ac6-7eb2-400e-9f7e-a3547d1b3284,89,,,"[16.0, 26.0]",7535,2,,1.2220253,,,Right Foot,,,"[24.0, 48.0]",Ground Pass,23.409399,,Nikola Milenković,5603.0,,,,1,Regular Play,Duško Tošić,5580.0,Left Center Back,8,Serbia,786,['28061455-f6e0-4a08-a30a-66e09fdae651'],57,,,,,,,,,,,,,,,,,Serbia,786,00:02:57.048,Pass,
,,,,,,,,,,,,1.24,,,,,,,,,,,,,75431576-f29c-48a0-aec8-609555362cd5,92,,,"[35.0, 59.0]",7535,3,,0.8097836,,,Left Foot,,,"[55.0, 80.0]",Ground Pass,29.0,Out,Branislav Ivanović,5594.0,,,,1,Regular Play,Nikola Milenković,5603.0,Right Center Back,8,Serbia,786,['d0f6e671-c5c7-427d-b973-efcb38bc3836'],2,,,,,,,,,,,,,,,,,Serbia,786,00:03:02.368,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,,1c763478-5bb5-4393-bf02-ab9102dafd4e,94,,,"[66.0, 1.0]",7535,3,,1.1071488,,,,,,"[76.0, 21.0]",High Pass,22.36068,,Johan Alberto Venegas Ulloa,5595.0,,,Throw-in,1,From Throw In,Francisco Javier Calvo Quesada,5600.0,Left Wing Back,9,Costa Rica,795,['761f4c6b-53dd-49d1-b410-81f1756156be'],20,,,,,,,,,,,,,,,,,Costa Rica,795,00:03:20.835,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,,a8dd4d68-fbaf-4f4d-a406-6030ba6e01f3,101,,,"[47.0, 42.0]",7535,3,,-1.5707964,,,Left Foot,,,"[47.0, 14.0]",Ground Pass,28.0,,Aleksandar Kolarov,5596.0,,,,1,Regular Play,Nemanja Matić,3381.0,Left Center Midfield,10,Serbia,786,"['7bff3413-243b-4fcf-b9cf-297900e52b1f', 'c987fded-ec80-4240-8a35-85df17bc2ae7']",25,,,,,,,,,,,,,,,,,Serbia,786,00:03:25.688,Pass,True
,,,,,,,,,,,,1.04,,,,,,,,,,,,,331be43c-0a4d-4aa6-b70d-3b46d96497f9,104,,,"[79.0, 8.0]",7535,3,,2.1910458,,,Right Foot,,,"[74.0, 15.0]",Ground Pass,8.602325,,Dušan Tadić,3831.0,,,,1,Regular Play,Aleksandar Kolarov,5596.0,Left Back,10,Serbia,786,['5b573022-5b94-4ab6-9dc8-a1eea8197803'],33,,,,,,,,,,,,,,,,,Serbia,786,00:03:33.208,Pass,
,,,,,,,,,,,,2.24,,,,,,,,,,,,,08df8218-6ac8-4cd4-9a47-8dd1ad0542f8,107,,,"[70.0, 22.0]",7535,3,,1.551191,,,Right Foot,,,"[71.0, 73.0]",High Pass,51.009804,,Branislav Ivanović,5594.0,,True,,1,Regular Play,Dušan Tadić,3831.0,Right Midfield,10,Serbia,786,['1fe3c3df-56de-4a4f-b14e-825272c7183a'],35,,,,,,,,,,,,,,,,,Serbia,786,00:03:35.928,Pass,
,,,,,,,,,,,,1.16,,,,,,,,,,,,,0267ee76-0c0e-47fc-a28c-bc4f187cfbbf,110,,,"[89.0, 67.0]",7535,3,,0.6857295,,,Right Foot,,,"[100.0, 76.0]",Ground Pass,14.21267,,Dušan Tadić,3831.0,,,,1,Regular Play,Branislav Ivanović,5594.0,Right Back,10,Serbia,786,['b276bd8e-df5e-49f4-9f49-3d293f6e3e26'],41,,,,,,,,,,,,,,,,,Serbia,786,00:03:41.808,Pass,
,,,,,,,,,,,,5.24,,,,,,,,,,,,,f057b6c8-8033-4aab-b683-b0924fd3b3ea,116,,,"[120.0, 80.0]",7535,4,,-1.9655875,,,Right Foot,,,"[90.0, 8.0]",High Pass,78.0,Unknown,,,,True,Corner,1,From Corner,Adem Ljajić,5587.0,Left Midfield,11,Serbia,786,,24,,,,,,,,,,,,,,,,,Serbia,786,00:04:24.888,Pass,
,,,,,,,,,,,,2.32,,,,,,,,,,,,,4f151ac5-56b8-4815-8795-99cf496c5408,119,,,"[37.0, 73.0]",7535,4,,-2.6620734,,,Right Foot,,,"[12.0, 60.0]",Ground Pass,28.178005,,Keylor Navas Gamboa,5597.0,,,Free Kick,1,From Free Kick,Johnny Acosta Zamora,5590.0,Right Center Back,12,Costa Rica,795,['f6d59451-0d86-48ed-b940-9f4cf7d108c9'],50,,,,,,,,,,,,,,,,,Costa Rica,795,00:04:50.915,Pass,
,,,,,,,,,,,,3.933,,,,,,,,,,,,,47e5fac0-da6d-42de-8748-f26c57bad3d1,123,,,"[21.0, 63.0]",7535,4,,-0.28605145,,,Right Foot,,,"[89.0, 43.0]",High Pass,70.88018,Incomplete,Marcos Danilo Ureña Porras,5586.0,,,,1,From Free Kick,Keylor Navas Gamboa,5597.0,Goalkeeper,12,Costa Rica,795,"['1fc89942-5545-40b1-9b49-1b6fdaaaa722', '9889a207-18f0-4fe1-b05e-e091674f837c', 'da9f5c57-c242-4a2b-af0a-1797374e344f']",55,,,,,,,,,,,,,,,,,Costa Rica,795,00:04:55.795,Pass,True
,,,,,,,,,,,,0.547,,,,,,,,,,,,,da9f5c57-c242-4a2b-af0a-1797374e344f,125,,,"[32.0, 38.0]",7535,4,,0.21866895,,,Head,,,"[41.0, 40.0]",Low Pass,9.219544,Incomplete,,,,,Recovery,1,From Free Kick,Nikola Milenković,5603.0,Right Center Back,12,Costa Rica,795,"['47e5fac0-da6d-42de-8748-f26c57bad3d1', 'c03e122e-9f06-4503-9949-ae8196ddd99c']",59,,,,,,,,,,,,,,,,,Serbia,786,00:04:59.728,Pass,
,,,,,,,,,,,,3.093,,,,,,,,,,,,,c03e122e-9f06-4503-9949-ae8196ddd99c,126,,,"[80.0, 41.0]",7535,5,,0.0,,,Head,,,"[102.0, 41.0]",Low Pass,22.0,Incomplete,Marcos Danilo Ureña Porras,5586.0,,,Recovery,1,From Free Kick,Celso Borges Mora,5582.0,Right Center Midfield,12,Costa Rica,795,"['92b05469-01bc-4818-b42a-c22fd52ac2fb', 'af82afe5-6a67-4635-b349-1f76c6db867a', 'da9f5c57-c242-4a2b-af0a-1797374e344f']",0,,,,,,,,,,,,,,,,,Costa Rica,795,00:05:00.275,Pass,
,,,,,,,,,,,,1.28,,,,,,,,,,,,,98ff863e-95cb-46c9-b907-063e02348117,133,,,"[104.0, 2.0]",7535,5,,0.57133746,,,,,,"[118.0, 11.0]",High Pass,16.643316,,Johan Alberto Venegas Ulloa,5595.0,,,Throw-in,1,From Throw In,Francisco Javier Calvo Quesada,5600.0,Left Wing Back,14,Costa Rica,795,['2329cfb0-f4c2-4a5f-8aee-1ac204df9053'],25,,,,,,,,,,,,,,,,,Costa Rica,795,00:05:25.915,Pass,
,,,,,,,,,,,,2.72,,,,,,,,,,,,,a7b7d088-b88a-4788-a1c0-8daaf6fdbfb3,137,,,"[4.0, 67.0]",7535,5,,0.30017117,,,Left Foot,,,"[46.0, 80.0]",High Pass,43.965897,Out,,,,,Recovery,1,From Throw In,Branislav Ivanović,5594.0,Right Back,14,Costa Rica,795,,29,,,,,,,,,,,,,,,,,Serbia,786,00:05:29.448,Pass,
,,,,,,,,,,,,0.746,,,,,,,,,,,,,467caa52-d343-4fc9-9593-5a4f9c59b92d,138,,,"[78.0, 2.0]",7535,5,,1.5707964,,,,,,"[78.0, 17.0]",High Pass,15.0,,David Alberto Guzmán Pérez,5599.0,,,Throw-in,1,From Throw In,Óscar Esau Duarte Gaitán,5598.0,Left Center Back,15,Costa Rica,795,['5c8ce9da-58e6-46a7-9197-0b80b88736c8'],34,,,,,,,,,,,,,,,,,Costa Rica,795,00:05:34.848,Pass,
,,,,,,,,,,,,0.973,,,,,,,,,,,,,14687523-2fd5-4aa7-8215-1e557467d662,141,,,"[77.0, 15.0]",7535,5,,-1.4940244,,,Right Foot,,,"[78.0, 2.0]",Low Pass,13.038404,,Óscar Esau Duarte Gaitán,5598.0,,,,1,From Throw In,David Alberto Guzmán Pérez,5599.0,Left Center Midfield,15,Costa Rica,795,['31f589cd-54e3-48ea-80ba-e1111d05cc64'],35,,,,,,,,,,,,,,,,,Costa Rica,795,00:05:35.595,Pass,
,,,,,,,,,,,,0.613,,,,,,,,,,,,,f69f680b-fae6-4913-8668-6787952d46b2,145,,,"[78.0, 2.0]",7535,5,,1.8925469,,,Right Foot,,,"[77.0, 5.0]",Low Pass,3.1622777,Incomplete,,,,,,1,From Throw In,Óscar Esau Duarte Gaitán,5598.0,Left Center Back,15,Costa Rica,795,['6bfd6ec0-3c8f-40ab-8ced-c5d1842e1963'],36,,,,,,,,,,,,,,,,,Costa Rica,795,00:05:36.915,Pass,
