50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.64,,,,,,,,,,,,b7473335-db01-4ab3-a427-0f61cdc9332a,16,,,"[56.0, 43.0]",7548,0,True,0.6435011,,,,,,"[60.0, 46.0]",,Low Pass,5.0,Incomplete,Gabriel Fernando de Jesus,3202.0,,,,1,From Kick Off,Willian Borges da Silva,3472.0,Right Wing,2,Costa Rica,795,"['3fe5c14d-d6a5-46d9-bdf0-4eee55c6c39d', '9969ddac-be3c-4521-a167-2851e4a341d1', 'c3aea207-ab2f-4777-9f1b-3b41bd3239a1']",13,,,,,,,,,,,,,,,,,Brazil,781,00:00:13.000,Pass,True
,,,,,,,,,,,,,,2.8,,,,,,,,,,,,c3aea207-ab2f-4777-9f1b-3b41bd3239a1,19,,,"[61.0, 35.0]",7548,0,,0.7853982,,,Left Foot,,,"[93.0, 67.0]",,High Pass,45.254833,Incomplete,Johan Alberto Venegas Ulloa,5595.0,,,Recovery,1,From Kick Off,Óscar Esau Duarte Gaitán,5598.0,Left Center Back,2,Costa Rica,795,"['26d2cd48-db02-4e51-a814-332755adbe24', 'b7473335-db01-4ab3-a427-0f61cdc9332a', 'c798b558-a62b-498d-acf9-7bb3356c650a']",14,,,,,,,,,,,,,,,,,Costa Rica,795,00:00:14.640,Pass,
,,,,,,,,,,,,,,3.333,,,,,,,,,,,,26d2cd48-db02-4e51-a814-332755adbe24,21,,,"[28.0, 14.0]",7548,0,,0.2392316,,,Left Foot,,,"[69.0, 24.0]",,High Pass,42.201897,Incomplete,,,,,Recovery,1,From Kick Off,Marcelo Vieira da Silva Júnior,5552.0,Left Back,2,Costa Rica,795,"['79b67098-8aaf-4f4e-b4eb-1c19673cc375', 'c3aea207-ab2f-4777-9f1b-3b41bd3239a1']",17,,,,,,,,,,,,,,,,,Brazil,781,00:00:17.440,Pass,
,,,,,,,,,,,,,,4.6,,,,,,,,,,,,6c18b346-52e8-424f-83cc-abc4f832005f,24,,,"[56.0, 55.0]",7548,0,,-3.0916343,,,Left Foot,,,"[16.0, 53.0]",,Ground Pass,40.04997,,Keylor Navas Gamboa,5597.0,,,Recovery,1,From Kick Off,David Alberto Guzmán Pérez,5599.0,Left Center Midfield,2,Costa Rica,795,"['1b1a2c07-a097-40fa-a6df-e27d102bd6d8', '5480b52a-1327-4595-bcfd-5c925283ad39']",22,,,,,,,,,,,,,,,,,Costa Rica,795,00:00:22.000,Pass,True
,,,,,,,,,,,,,,3.32,,,,,,,,,,,,85c3074f-1a9e-4e56-941d-a7530823e04d,27,,,"[17.0, 49.0]",7548,0,,-0.8850668,,,Right Foot,,,"[53.0, 5.0]",,High Pass,56.85068,,Bryan Oviedo,5836.0,,True,,1,From Kick Off,Keylor Navas Gamboa,5597.0,Goalkeeper,2,Costa Rica,795,['e355f002-adaa-4a3d-a37c-ea5d7dd7e655'],28,,,,,,,,,,,,,,,,,Costa Rica,795,00:00:28.240,Pass,
,,,,,,,,,,,,,,0.24,,,,,,,,,,,,0555f59b-8045-4f5c-9ddf-52b48224c906,31,,,"[55.0, 1.0]",7548,0,,0.0,,,Left Foot,,,"[55.0, 1.0]",,Ground Pass,0.0,Incomplete,,,,,,1,From Kick Off,Bryan Oviedo,5836.0,Left Wing Back,2,Costa Rica,795,['22ef588b-a5d4-4f41-a2b7-4563e572a07f'],35,,,,,,,,,,,,,,,,,Costa Rica,795,00:00:35.840,Pass,
,,,,,,,,,,,,,,1.48,,,,,,,,,,,,968021f9-ee11-48f3-854c-67475d7a0da4,33,,,"[58.0, 1.0]",7548,0,,0.15660188,,,,,,"[77.0, 4.0]",,High Pass,19.235384,,Bryan Ruiz González,5592.0,,,Throw-in,1,From Throw In,Bryan Oviedo,5836.0,Left Wing Back,3,Costa Rica,795,['19cbd7ef-a15b-4113-8b46-4e90efa5371a'],48,,,,,,,,,,,,,,,,,Costa Rica,795,00:00:48.680,Pass,
,,,,,,,,,,,,,,1.0,,,,,,,,,,,,80ef694a-c450-47e6-bea2-cb9ac5d7ec63,35,,,"[76.0, 3.0]",7548,0,,0.5880026,,,Head,,,"[85.0, 9.0]",,High Pass,10.816654,Incomplete,Marcos Danilo Ureña Porras,5586.0,,,,1,From Throw In,Bryan Ruiz González,5592.0,Left Wing,3,Costa Rica,795,"['4671a838-74d9-421c-8a75-a6f90689668b', 'a2ab90f4-27c6-499a-9b80-5fa7ca2c27d7']",50,,,,,,,,,,,,,,,,,Costa Rica,795,00:00:50.160,Pass,
,,,,,,,,True,,,,,,0.24,,,,,,,,,,,,4671a838-74d9-421c-8a75-a6f90689668b,37,,,"[36.0, 72.0]",7548,0,,0.6435011,,,Right Foot,,,"[40.0, 75.0]",,Ground Pass,5.0,,Fágner Conserva Lemos,5838.0,,,Interception,1,Regular Play,Thiago Emiliano da Silva,3295.0,Right Center Back,4,Brazil,781,"['80ef694a-c450-47e6-bea2-cb9ac5d7ec63', 'f6245a62-3223-49f0-985d-b008dec4b3e3']",51,,,,,,,,,,,,,,,,,Brazil,781,00:00:51.160,Pass,
,,,,,,,,,,,,,,0.76,,,,,,,,,,,,b93e28d5-2a57-46ad-a8b2-9272c7a1e4dc,41,,,"[36.0, 79.0]",7548,0,,-0.6202495,,,Right Foot,,,"[43.0, 74.0]",,Ground Pass,8.602325,,José Paulo Bezzera Maciel Júnior,5542.0,,,,1,Regular Play,Fágner Conserva Lemos,5838.0,Right Back,4,Brazil,781,"['7e84dd14-e24f-4b67-8e70-68e992174d30', '83b29c0e-962c-41eb-8d55-5a5a1993b550']",52,,,,,,,,,,,,,,,,,Brazil,781,00:00:52.400,Pass,True
,,,,,,,,,,,,,,0.96,,,,,,,,,,,,ec9b2df8-52e1-404f-b778-7a7c9d796b0f,44,,,"[42.0, 77.0]",7548,0,,-2.0344439,,,Right Foot,,,"[36.0, 65.0]",,Ground Pass,13.416408,,Carlos Henrique Casimiro,5539.0,,,,1,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Right Center Midfield,4,Brazil,781,['c31d8209-699a-47f3-b011-c52b0fd3b337'],54,,,,,,,,,,,,,,,,,Brazil,781,00:00:54.040,Pass,
,,,,,,,,,,,,,,1.92,,,,,,,,,,,,f7cd63e5-3932-40c3-b773-dbffb1244917,48,,,"[33.0, 55.0]",7548,0,,-1.3439975,,,Right Foot,,,"[42.0, 16.0]",,High Pass,40.024994,,Marcelo Vieira da Silva Júnior,5552.0,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,4,Brazil,781,['0b14111b-6ad3-48d0-b57b-5b1acfbfad6a'],58,,,,,,,,,,,,,,,,,Brazil,781,00:00:58.000,Pass,
,,,,,,,,,,,,,,1.893,,,,,,,,,,,,f0455a7c-c17e-437e-b08f-0cd38c9ba552,51,,,"[50.0, 25.0]",7548,1,,0.90975314,,,Left Foot,,,"[78.0, 61.0]",,Ground Pass,45.607018,Incomplete,Willian Borges da Silva,3472.0,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,4,Brazil,781,"['ab6cbc8c-e1db-4ded-b5d8-d3d7504890ec', 'dc1fdc6e-5a36-49f8-bf9d-3b3dcf71697a']",3,,,,,,,,,,,,,,,,,Brazil,781,00:01:03.680,Pass,
,,,,,,,,,,,,,,2.16,,,,,,,,,,,,3482a145-3c28-4295-ac4b-66bbbd66ddb1,56,,,"[47.0, 26.0]",7548,1,,2.1692152,,,Left Foot,,,"[32.0, 48.0]",,Ground Pass,26.627054,,Giancarlo González Castro,5584.0,,,,1,Regular Play,Bryan Oviedo,5836.0,Left Wing Back,5,Costa Rica,795,"['9b6da69b-e294-461d-b132-b814c39e3833', 'abc8e777-a1ee-4967-9ed7-80ec812ca932']",8,,,,,,,,,,,,,,,,,Costa Rica,795,00:01:08.000,Pass,True
,,,,,,,,,,,,,,1.72,,,,,,,,,,,,d1b4b05b-5f1a-482d-a2cf-2882cae0a74b,60,,,"[32.0, 48.0]",7548,1,,1.6614562,,,Right Foot,,,"[30.0, 70.0]",,Ground Pass,22.090721,,Johnny Acosta Zamora,5590.0,,,,1,Regular Play,Giancarlo González Castro,5584.0,Center Back,5,Costa Rica,795,"['397460e6-0c51-4f02-8e56-3b3eeeb85aaf', 'dc752f99-bbcf-4fea-9aed-fa12c4c312ae']",11,,,,,,,,,,,,,,,,,Costa Rica,795,00:01:11.480,Pass,True
,,,,,,,,,,,,,,2.28,,,,,,,,,,,,3e575e2e-4b12-441d-acfe-f26c2c9e4b40,63,,,"[31.0, 68.0]",7548,1,,-2.38058,,,Right Foot,,,"[10.0, 48.0]",,Ground Pass,29.0,,Keylor Navas Gamboa,5597.0,,,,1,Regular Play,Johnny Acosta Zamora,5590.0,Right Center Back,5,Costa Rica,795,['f41df5c8-6620-4837-becc-6042e1dbb78f'],13,,,,,,,,,,,,,,,,,Costa Rica,795,00:01:13.920,Pass,
,,,,,,,,,,,,,,3.64,,,,,,,,,,,,89338408-ce4c-4202-9a4c-9d73e372a360,66,,,"[10.0, 48.0]",7548,1,,-0.02040533,,,Right Foot,,,"[59.0, 47.0]",,High Pass,49.010204,Incomplete,Johan Alberto Venegas Ulloa,5595.0,,,,1,Regular Play,Keylor Navas Gamboa,5597.0,Goalkeeper,5,Costa Rica,795,"['6a03d1e9-18e1-46d0-96b5-f148de13e02c', '818a60c3-4af5-4fb2-959a-462718e16c94', 'ed9b9422-548e-4921-91a0-12bf4c44b4dc']",16,,,,,,,,,,,,,,,,,Costa Rica,795,00:01:16.200,Pass,True
,,,,,,,,,,,,,,1.8,,,,,,,,,,,,2d59c1a1-5275-4bf3-8ce8-1dc851e13a0b,70,,,"[64.0, 40.0]",7548,1,,2.1341126,,,Left Foot,,,"[52.0, 59.0]",,Ground Pass,22.472204,,Fágner Conserva Lemos,5838.0,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,6,Brazil,781,['aade51df-0002-403a-9495-8a0a7b8d4bd7'],22,,,,,,,,,,,,,,,,,Brazil,781,00:01:22.320,Pass,
,,,,,,,,,,,,,,1.28,,,,,,,,,,,,678e3830-da4b-469e-8723-afb688399b8f,74,,,"[52.0, 61.0]",7548,1,,3.1415927,,,Right Foot,,,"[42.0, 61.0]",,Ground Pass,10.0,,Thiago Emiliano da Silva,3295.0,,,,1,Regular Play,Fágner Conserva Lemos,5838.0,Right Back,6,Brazil,781,"['4fd94371-bcbc-4e40-90c8-6df1b9b91236', 'e60c30ce-b3ee-466c-9427-e60bfc542f05']",24,,,,,,,,,,,,,,,,,Brazil,781,00:01:24.560,Pass,True
,,,,,,,,,,,,,,2.12,,,,,,,,,,,,96b1ec2a-442b-4fb8-a9aa-0ee55b764e60,77,,,"[42.0, 58.0]",7548,1,,-1.7761917,,,Right Foot,,,"[37.0, 34.0]",,Ground Pass,24.5153,,João Miranda de Souza Filho,5551.0,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Right Center Back,6,Brazil,781,['3ccf432a-9258-443d-bc4d-19c208a2f457'],26,,,,,,,,,,,,,,,,,Brazil,781,00:01:26.840,Pass,
,,,,,,,,,,,,,,1.72,,,,,,,,,,,,7d68d8e3-f917-49b6-b875-69fdcef52eb6,80,,,"[45.0, 23.0]",7548,1,,-1.1479424,,,Right Foot,,,"[54.0, 3.0]",,Ground Pass,21.931713,,Marcelo Vieira da Silva Júnior,5552.0,,,,1,Regular Play,João Miranda de Souza Filho,5551.0,Left Center Back,6,Brazil,781,['485a38cd-abab-484b-afb7-219baa0b50f6'],30,,,,,,,,,,,,,,,,,Brazil,781,00:01:30.040,Pass,
,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1217c9a8-7c9e-4da0-a469-701e15288168,83,,,"[57.0, 2.0]",7548,1,,0.14189705,,,Left Foot,,,"[64.0, 3.0]",,Ground Pass,7.071068,,Neymar da Silva Santos Junior,4320.0,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,6,Brazil,781,['62bc3ed7-f162-4621-9fa5-193b1f6f8d71'],31,,,,,,,,,,,,,,,,,Brazil,781,00:01:31.800,Pass,
,,,,,,,,,,,,,,0.96,,,,,,,,,,,,1e81aff9-b1a1-4ce2-8b2f-a1a1eff5945b,87,,,"[63.0, 3.0]",7548,1,,2.9996955,,,Right Foot,,,"[56.0, 4.0]",,Ground Pass,7.071068,,Marcelo Vieira da Silva Júnior,5552.0,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,6,Brazil,781,"['11b7ac9e-f979-4d73-b9e5-49ae2c4cd80c', '1e542192-f59e-4ae5-aaa4-a2d4a092ff31']",33,,,,,,,,,,,,,,,,,Brazil,781,00:01:33.400,Pass,True
,,,,,,,,,,,,,,1.36,,,,,,,,,,,,28c4e17e-6bc7-4538-a17d-47434adde39d,90,,,"[56.0, 6.0]",7548,1,,1.4288993,,,Left Foot,,,"[58.0, 20.0]",,Ground Pass,14.142136,,Carlos Henrique Casimiro,5539.0,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,6,Brazil,781,['38469567-929f-48a2-ab20-6add922d36d2'],34,,,,,,,,,,,,,,,,,Brazil,781,00:01:34.720,Pass,
,,,,,,,,,,,,,,2.96,,,,,,,,,,,,7ae757ae-a065-4634-881e-a9c29e70831c,94,,,"[59.0, 31.0]",7548,1,,1.3667784,,,Right Foot,,,"[65.0, 60.0]",,Ground Pass,29.614185,,Fágner Conserva Lemos,5838.0,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,6,Brazil,781,['b508fbbc-1888-4084-af9f-edae6661a0fd'],37,,,,,,,,,,,,,,,,,Brazil,781,00:01:37.880,Pass,
,,,,,,,,,,,,,,1.44,,,,,,,,,,,,4186eac4-a274-40a2-9407-ccad30374fa3,97,,,"[66.0, 60.0]",7548,1,,1.1441689,,,Right Foot,,,"[71.0, 71.0]",,Ground Pass,12.083046,,Willian Borges da Silva,3472.0,,,,1,Regular Play,Fágner Conserva Lemos,5838.0,Right Back,6,Brazil,781,['cde612bb-f851-4ae5-8429-98ed48b4cfac'],41,,,,,,,,,,,,,,,,,Brazil,781,00:01:41.400,Pass,
,,,,,,,,,,,,,,1.76,,,,,,,,,,,,86c64abd-ff2d-4eb8-b9ed-e59263ac6e75,104,,,"[54.0, 25.0]",7548,2,,-1.1071488,,,Right Foot,,,"[64.0, 5.0]",,Ground Pass,22.36068,,Marcelo Vieira da Silva Júnior,5552.0,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Right Center Back,7,Brazil,781,['736a0f5d-2e16-4fe7-9d42-5c4f64730433'],1,,,,,,,,,,,,,,,,,Brazil,781,00:02:01.040,Pass,
,,,,,,,,,,,,,,1.0,,,,,,,,,,,,89b8c3ca-d6c9-4863-8b05-8372d1028492,108,,,"[63.0, 7.0]",7548,2,,-0.67474097,,,Left Foot,,,"[68.0, 3.0]",,Ground Pass,6.4031243,,Neymar da Silva Santos Junior,4320.0,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,7,Brazil,781,"['03bb21bb-26b1-4356-a0e2-3ec61442b17a', '613a9142-c4e6-4ee5-b252-a24481210049']",3,,,,,,,,,,,,,,,,,Brazil,781,00:02:03.640,Pass,True
,,,,,,,,,,,,,,1.56,,,,,,,,,,,,5dfc3ab4-c159-4902-947c-0248fff4f401,116,,,"[52.0, 47.0]",7548,2,,1.5152978,,,Right Foot,,,"[53.0, 65.0]",,Low Pass,18.027756,,Cristian Gamboa Luna,5602.0,,,,1,Regular Play,David Alberto Guzmán Pérez,5599.0,Left Center Midfield,7,Brazil,781,['809c5880-cdca-4e74-9ad4-21382e02722b'],9,,,,,,,,,,,,,,,,,Costa Rica,795,00:02:09.360,Pass,
,,,,,,,,,,,,,,0.64,,,,,,,,,,,,230aea03-8416-4484-817b-b92e4d9beea9,121,,,"[62.0, 20.0]",7548,2,,3.1415927,,,Left Foot,,,"[57.0, 20.0]",,Ground Pass,5.0,,Carlos Henrique Casimiro,5539.0,,,Recovery,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,7,Brazil,781,['ff7cd1a4-5cd7-4f5d-a94a-a715606c0e9d'],12,,,,,,,,,,,,,,,,,Brazil,781,00:02:12.360,Pass,
,,,,,,,,,,,,,,1.32,,,,,,,,,,,,3e8c1cd7-4df4-490a-ba92-0a4ef6f655f8,125,,,"[54.0, 22.0]",7548,2,,2.9441972,,,Right Foot,,,"[44.0, 24.0]",,Ground Pass,10.198039,,João Miranda de Souza Filho,5551.0,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,7,Brazil,781,"['2395c44c-fe9b-4572-b02b-45c4ab643565', '63e3c54b-7cc1-4c3f-8420-5500096c7314']",13,,,,,,,,,,,,,,,,,Brazil,781,00:02:13.680,Pass,True
,,,,,,,,,,,,,,1.68,,,,,,,,,,,,6ab7653e-9b00-48b1-a046-ae3c5eb44263,128,,,"[47.0, 27.0]",7548,2,,1.706324,,,Right Foot,,,"[44.0, 49.0]",,Ground Pass,22.203604,,Thiago Emiliano da Silva,3295.0,,,,1,Regular Play,João Miranda de Souza Filho,5551.0,Left Center Back,7,Brazil,781,['ef6c59d7-babb-4a14-9d33-8c73875b84b0'],15,,,,,,,,,,,,,,,,,Brazil,781,00:02:15.480,Pass,
,,,,,,,,,,,,,,1.68,,,,,,,,,,,,ba4070eb-f5d9-47b5-90a9-b3c63bffbc07,131,,,"[53.0, 54.0]",7548,2,,1.0303768,,,Right Foot,,,"[59.0, 64.0]",,Ground Pass,11.661903,,Fágner Conserva Lemos,5838.0,,,,1,Regular Play,Thiago Emiliano da Silva,3295.0,Right Center Back,7,Brazil,781,['6e272f31-f65f-4edd-bee9-f695300e8f3b'],19,,,,,,,,,,,,,,,,,Brazil,781,00:02:19.240,Pass,
