50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,2.48,,,,,,,,,,,,,308a5381-38d6-44e8-abe0-6fa116f29e94,16,,"[72.0, 56.0]",7541,0,,0.98279375,,,Head,,,"[88.0, 80.0]",,Low Pass,28.84441,,Out,Genki Haraguchi,5697.0,,,Recovery,1,From Kick Off,Makoto Hasebe,5681.0,Left Center Midfield,2,Japan,778,"['2ab82c59-ee9b-4a29-a416-27fae45f1224', 'e513159c-ce9c-466e-880c-ec27a92e0cd1']",11,,,,,,,,,,,,,,,,,Japan,778,00:00:11.880,Pass,
,,,,,,,,,,,,1.04,,,,,,,,,,,,,97e8855a-fc41-4da9-bde3-40e1c8dd57d6,18,,"[31.0, 1.0]",7541,0,,0.10308161,,,,,,"[60.0, 4.0]",,High Pass,29.15476,,,José Heriberto Izquierdo Mena,3279.0,,,Throw-in,1,From Throw In,Johan Andrés Mojica Palacio,5691.0,Left Back,3,Colombia,769,['6e28490b-6b1e-4970-b767-0e4be9ee62fa'],23,,,,,,,,,,,,,,,,,Colombia,769,00:00:23.827,Pass,
,,,,,,,,,,,,1.48,,,,,,,,,,,,,28b3aaf2-5b3a-47bb-b9e4-764bb2b3741b,22,,"[60.0, 6.0]",7541,0,,2.158799,,,Right Foot,,,"[54.0, 15.0]",,High Pass,10.816654,,,Radamel Falcao García Zárate,3445.0,,,,1,From Throw In,José Heriberto Izquierdo Mena,3279.0,Left Wing,3,Colombia,769,"['49555dad-2801-40ed-956e-c5d84e5d7da5', '76762e12-059e-4ce0-96e4-092013286ec9']",24,,,,,,,,,,,,,,,,,Colombia,769,00:00:24.947,Pass,True
,,,,,,,,,,,,0.76,,,,,,,,,,,,,539af176-8393-421d-8bdc-f922b37717aa,25,,"[54.0, 15.0]",7541,0,,-2.8753407,,,Head,,,"[43.0, 12.0]",,High Pass,11.401754,,,Jefferson Andrés Lerma Solís,5678.0,,,,1,From Throw In,Radamel Falcao García Zárate,3445.0,Center Forward,3,Colombia,769,"['aeb8fd5c-91ed-44af-97e1-1217b1a03ef7', 'b44489b4-9919-42bd-a78c-a596a5896116']",26,,,,,,,,,,,,,,,,,Colombia,769,00:00:26.640,Pass,True
,,,,,,,,,,,,0.293,,,,,,,,,,,,,f40afbe4-d6e2-4bc5-b007-c489b112908b,28,,"[40.0, 15.0]",7541,0,,0.4636476,,,Right Foot,,,"[42.0, 16.0]",,Ground Pass,2.236068,,Incomplete,Radamel Falcao García Zárate,3445.0,,,,1,From Throw In,Jefferson Andrés Lerma Solís,5678.0,Right Center Midfield,3,Colombia,769,"['3160193f-189d-4c46-ad62-cac711d6d52d', 'a5102a76-df53-4ad3-9b21-b4626192e56f']",28,,,,,,,,,,,,,,,,,Colombia,769,00:00:28.067,Pass,
,,,,,,,,,,,,0.573,,,,,,,,,,,,,ebc95f72-14aa-4f3a-84fc-1bf7d4b3e4c1,32,,"[37.0, 20.0]",7541,0,,-1.5707964,,,Right Foot,,,"[37.0, 15.0]",,Ground Pass,5.0,,,Jefferson Andrés Lerma Solís,5678.0,,,Recovery,1,From Throw In,Carlos Alberto Sánchez Moreno,5685.0,Left Center Midfield,3,Colombia,769,"['8e06d417-9789-4f92-acfe-16fdd11fde0c', 'e411f54a-3b85-4a9a-bb8d-59c15309af4b']",29,,,,,,,,,,,,,,,,,Colombia,769,00:00:29.187,Pass,True
,,,,,,,,,,,,0.733,,,,,,,,,,,,,d1266547-abcb-4726-b1e6-f3e5224c5466,36,,"[35.0, 17.0]",7541,0,,1.2120256,,,Right Foot,,,"[38.0, 25.0]",,Ground Pass,8.5440035,,,Carlos Alberto Sánchez Moreno,5685.0,,,,1,From Throw In,Jefferson Andrés Lerma Solís,5678.0,Right Center Midfield,3,Colombia,769,"['01025a88-3f04-414b-9658-3ba1b87f963c', 'fc93b584-fb56-48ee-905c-90f60977b34b']",30,,,,,,,,,,,,,,,,,Colombia,769,00:00:30.387,Pass,True
,,,,,,,,,,,,3.12,,,,,,,,,,,,,a1c70329-513c-41a3-a4ca-a9956388b480,39,,"[39.0, 29.0]",7541,0,,1.2924967,,,Right Foot,,,"[51.0, 71.0]",,Ground Pass,43.68066,,,Santiago Arias Naranjo,5696.0,,True,,1,From Throw In,Carlos Alberto Sánchez Moreno,5685.0,Left Center Midfield,3,Colombia,769,['5c5ce423-8f49-41ad-95ad-a0ed1b206fce'],32,,,,,,,,,,,,,,,,,Colombia,769,00:00:32.600,Pass,
,,,,,,,,,,,,1.453,,,,,,,,,,,,,fea5156a-362e-4296-8958-2ecbaa55e227,42,,"[51.0, 72.0]",7541,0,,0.26625204,,,Right Foot,,,"[73.0, 78.0]",,Ground Pass,22.803509,,,Juan Guillermo Cuadrado Bello,5689.0,,,,1,From Throw In,Santiago Arias Naranjo,5696.0,Right Back,3,Colombia,769,['a883d28e-8f30-401b-bfd9-1465fd2579ce'],35,,,,,,,,,,,,,,,,,Colombia,769,00:00:35.787,Pass,
,,,,,,,,,,,,0.866,,,,,,,,,,,,,67da8a39-36da-4c5f-978d-e6bf41b8879d,45,,"[70.0, 77.0]",7541,0,,-2.4980915,,,Right Foot,,,"[62.0, 71.0]",,Ground Pass,10.0,,,Juan Fernando Quintero Paniagua,5692.0,,,,1,From Throw In,Juan Guillermo Cuadrado Bello,5689.0,Right Wing,3,Colombia,769,['d121658b-8ce7-4c4c-aad3-5d280b56f00a'],39,,,,,,,,,,,,,,,,,Colombia,769,00:00:39.160,Pass,
,,,,,,,,,,,,0.683,,,,,,,,,,,,,52155658-51de-4fbb-98c4-9633c8061e97,49,,"[62.0, 71.0]",7541,0,,1.4464413,,,Left Foot,,,"[63.0, 79.0]",,Ground Pass,8.062258,,,Juan Guillermo Cuadrado Bello,5689.0,,,,1,From Throw In,Juan Fernando Quintero Paniagua,5692.0,Center Attacking Midfield,3,Colombia,769,"['eed46d25-3639-4055-82b9-93b50f863aaa', 'f60a6d5b-ea56-495b-98e8-79ed404a084f']",40,,,,,,,,,,,,,,,,,Colombia,769,00:00:40.117,Pass,True
,,,,,,,,,,,,1.733,,,,,,,,,,,,,5ef74b4d-9e85-4b18-bfb5-bed80b2fb562,55,,"[59.0, 78.0]",7541,0,,-3.1045725,,,Right Foot,,,"[32.0, 77.0]",,Ground Pass,27.018513,,,Davinson Sánchez Mina,3494.0,,,Free Kick,1,From Free Kick,Santiago Arias Naranjo,5696.0,Right Back,4,Colombia,769,['18f44d7d-44c4-4a7f-81a5-f3eb85b369bc'],53,,,,,,,,,,,,,,,,,Colombia,769,00:00:53.067,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,,d5efb329-c201-410d-a4f5-a1f18fb93894,58,,"[30.0, 74.0]",7541,0,,-1.7234457,,,Right Foot,,,"[24.0, 35.0]",,Ground Pass,39.45884,,,Oscar Fabián Murillo Murillo,5680.0,,,,1,From Free Kick,Davinson Sánchez Mina,3494.0,Right Center Back,4,Colombia,769,['507c4384-e61e-443a-8514-d4197d569a6a'],56,,,,,,,,,,,,,,,,,Colombia,769,00:00:56.120,Pass,
,,,,,,,,,,,,2.093,,,,,,,,,,,,,96eb659c-ad41-4418-8168-ff696a73c67d,61,,"[23.0, 34.0]",7541,0,,2.976444,,,Left Foot,,,"[11.0, 36.0]",,Low Pass,12.165525,,,David Ospina Ramírez,4276.0,,,,1,From Free Kick,Oscar Fabián Murillo Murillo,5680.0,Left Center Back,4,Colombia,769,['f5e1df12-a78a-42e5-9913-9205b0f2a13f'],57,,,,,,,,,,,,,,,,,Colombia,769,00:00:57.787,Pass,
,,,,,,,,,,,,1.053,,,,,,,,,,,,,61d0055b-2cc0-4618-8ad2-9bed181d2556,64,,"[11.0, 34.0]",7541,1,,-0.4636476,,,Left Foot,,,"[21.0, 29.0]",,Ground Pass,11.18034,,,Oscar Fabián Murillo Murillo,5680.0,,,,1,From Free Kick,David Ospina Ramírez,4276.0,Goalkeeper,4,Colombia,769,['7e0347aa-8670-4b0e-81b4-b0c5017c5445'],0,,,,,,,,,,,,,,,,,Colombia,769,00:01:00.867,Pass,
,,,,,,,,,,,,1.133,,,,,,,,,,,,,af548aec-feeb-4efe-a6da-8fe235fd3257,68,,"[30.0, 25.0]",7541,1,,-1.2753555,,,Right Foot,,,"[37.0, 2.0]",,Ground Pass,24.04163,,,Johan Andrés Mojica Palacio,5691.0,,,,1,From Free Kick,Oscar Fabián Murillo Murillo,5680.0,Left Center Back,4,Colombia,769,"['2cfff4a0-2d71-4360-91c5-e57252449746', 'f45f3715-ff5b-46d3-9965-2accf0708c2a']",4,,,,,,,,,,,,,,,,,Colombia,769,00:01:04.987,Pass,True
,,,,,,,,,,,,1.347,,,,,,,,,,,,,39cdbd2f-654a-472f-9488-d4f84a059741,74,,"[119.0, 71.0]",7541,1,,-1.6092389,,,Right Foot,True,,"[118.0, 45.0]",,Low Pass,26.019224,,Incomplete,,,,,,1,Regular Play,Yūya Ōsako,5679.0,Center Forward,5,Japan,778,"['15313679-b692-481d-8679-57559a5f6888', 'e3194a95-27b8-4cc4-8f50-442b04335ea1']",12,,,,,,,,,,,,,,,,,Japan,778,00:01:12.840,Pass,True
,,,,,,,,,,,,1.04,,,,,,,,,,,,,20dc6d94-2cd8-4241-9f21-ada19d6c1226,77,,"[16.0, 42.0]",7541,1,,-0.4636476,,,Keeper Arm,,,"[26.0, 37.0]",,Ground Pass,11.18034,,,Jefferson Andrés Lerma Solís,5678.0,,,,1,Regular Play,David Ospina Ramírez,4276.0,Goalkeeper,6,Colombia,769,['e2ac8885-1fae-4bca-afd1-a5ac1d60cd0a'],21,,,,,,,,,,,,,,,,,Colombia,769,00:01:21.827,Pass,
,,,,,,,,,,,,1.319,,,,,,,,,,,,,39b34551-5cdf-4d81-947e-d0083bf69999,80,,"[29.0, 41.0]",7541,1,,1.8804992,,,Right Foot,,,"[21.0, 66.0]",,Ground Pass,26.24881,,,Davinson Sánchez Mina,3494.0,,,,1,Regular Play,Jefferson Andrés Lerma Solís,5678.0,Right Center Midfield,6,Colombia,769,['e5f6ca3a-1668-4b81-b66f-02211ea7586c'],25,,,,,,,,,,,,,,,,,Colombia,769,00:01:25.040,Pass,
,,,,,,,,,,,,1.053,,,,,,,,,,,,,88e18027-56ee-4064-8fd0-4c9abc337ae1,83,,"[32.0, 61.0]",7541,1,,-1.2490457,,,Right Foot,,,"[35.0, 52.0]",,Ground Pass,9.486833,,,Jefferson Andrés Lerma Solís,5678.0,,,,1,Regular Play,Davinson Sánchez Mina,3494.0,Right Center Back,6,Colombia,769,['47421d13-610e-40fb-920b-a57043a85bdb'],30,,,,,,,,,,,,,,,,,Colombia,769,00:01:30.947,Pass,
,,,,,,,,,,,,0.933,,,,,,,,,,,,,c9782b56-e3f6-4e98-a72f-7a393987a120,86,,"[36.0, 52.0]",7541,1,,1.2490457,,,Right Foot,,,"[38.0, 58.0]",,Ground Pass,6.3245554,,,Carlos Alberto Sánchez Moreno,5685.0,,,,1,Regular Play,Jefferson Andrés Lerma Solís,5678.0,Right Center Midfield,6,Colombia,769,['e4f53458-ee8b-4417-b0d4-1329d4241471'],34,,,,,,,,,,,,,,,,,Colombia,769,00:01:34.227,Pass,
,,,,,,,,,,,,1.16,,,,,,,,,,,,,3f28204a-d90c-4d62-b48c-389360eef628,90,,"[34.0, 50.0]",7541,1,,-1.833791,,,Right Foot,,,"[27.0, 24.0]",,Ground Pass,26.925823,,,Oscar Fabián Murillo Murillo,5680.0,,,,1,Regular Play,Carlos Alberto Sánchez Moreno,5685.0,Left Center Midfield,6,Colombia,769,['e70c3923-de66-484b-a59d-34475889dce1'],37,,,,,,,,,,,,,,,,,Colombia,769,00:01:37.200,Pass,
,,,,,,,,,,,,1.24,,,,,,,,,,,,,c4189b54-9fd5-4516-96c7-be40d8b42e45,94,,"[27.0, 23.0]",7541,1,,-1.1309538,,,Right Foot,,,"[35.0, 6.0]",,Ground Pass,18.788294,,,Johan Andrés Mojica Palacio,5691.0,,,,1,Regular Play,Oscar Fabián Murillo Murillo,5680.0,Left Center Back,6,Colombia,769,"['3f9afb65-9c3c-4df8-ac05-06ef0e1d2009', '99f90873-e7a3-46a9-8144-2f662a1284ae']",39,,,,,,,,,,,,,,,,,Colombia,769,00:01:39.440,Pass,True
,,,,,,,,,,,,0.84,,,,,,,,,,,,,fc4e02aa-6fa1-4535-8529-d99488e5ac61,98,,"[68.0, 7.0]",7541,1,,2.4329665,,,Left Foot,,,"[61.0, 13.0]",,Ground Pass,9.219544,,,Carlos Alberto Sánchez Moreno,5685.0,,,,1,Regular Play,Johan Andrés Mojica Palacio,5691.0,Left Back,6,Colombia,769,['721cd1d1-5c8e-47b2-99de-9f19b8a1300e'],45,,,,,,,,,,,,,,,,,Colombia,769,00:01:45.840,Pass,
,,,,,,,,,,,,1.173,,,,,,,,,,,,,cd2716f3-2f4e-4cc1-9e5f-4e5857cc9efa,103,,"[56.0, 11.0]",7541,1,,-2.4468544,,,Right Foot,,,"[44.0, 1.0]",,Ground Pass,15.6205,,Out,Johan Andrés Mojica Palacio,5691.0,,,,1,Regular Play,Carlos Alberto Sánchez Moreno,5685.0,Left Center Midfield,6,Colombia,769,"['0eff2146-fbd7-4bf0-ac20-6c2e509533f3', '18b3b097-303e-4326-87af-a9a324e64829']",48,,,,,,,,,,,,,,,,,Colombia,769,00:01:48.667,Pass,True
,,,,,,,,,,,,1.48,,,,,,,,,,,,,487f1192-3764-43a5-952c-2d0580e40750,105,,"[73.0, 79.0]",7541,1,,-2.9195108,,,,,,"[42.0, 72.0]",,Low Pass,31.780497,,,Maya Yoshida,3300.0,,,Throw-in,1,From Throw In,Hiroki Sakai,3530.0,Right Back,7,Japan,778,['bc34dd81-fb5a-4cdf-a949-f653e73b6f0b'],58,,,,,,,,,,,,,,,,,Japan,778,00:01:58.440,Pass,
,,,,,,,,,,,,1.32,,,,,,,,,,,,,7af08871-e013-4df1-94fd-fa5821bc8f4d,108,,"[53.0, 72.0]",7541,2,,-1.8449638,,,Right Foot,,,"[44.0, 40.0]",,Ground Pass,33.24154,,,Gen Shōji,5682.0,,,,1,From Throw In,Maya Yoshida,3300.0,Right Center Back,7,Japan,778,['379594c7-dbaa-4969-a5d2-9a14d2ad093a'],1,,,,,,,,,,,,,,,,,Japan,778,00:02:01.480,Pass,
,,,,,,,,,,,,0.84,,,,,,,,,,,,,ddd086b7-ea10-4132-8ce5-cc653bd8874f,111,,"[51.0, 31.0]",7541,2,,2.3561945,,,Right Foot,,,"[41.0, 41.0]",,Ground Pass,14.142136,,,Makoto Hasebe,5681.0,,,,1,From Throw In,Gen Shōji,5682.0,Left Center Back,7,Japan,778,['36fa875a-7629-44ae-8f8c-2bf92623b563'],6,,,,,,,,,,,,,,,,,Japan,778,00:02:06.560,Pass,
,,,,,,,,,,,,1.12,,,,,,,,,,,,,bfe8ede9-df81-47b7-9c78-130256444240,114,,"[45.0, 45.0]",7541,2,,1.4219064,,,Right Foot,,,"[48.0, 65.0]",,Ground Pass,20.22375,,,Maya Yoshida,3300.0,,,,1,From Throw In,Makoto Hasebe,5681.0,Left Center Midfield,7,Japan,778,['1f74db69-3030-44bf-b61d-810d69ccc8db'],9,,,,,,,,,,,,,,,,,Japan,778,00:02:09.800,Pass,
,,,,,,,,,,,,0.987,,,,,,,,,,,,,f76f81a7-8314-4cf9-87d3-6437c29f41cf,118,,"[54.0, 70.0]",7541,2,,-0.11065722,,,Right Foot,,,"[72.0, 68.0]",,Ground Pass,18.110771,,Incomplete,Genki Haraguchi,5697.0,,,,1,From Throw In,Maya Yoshida,3300.0,Right Center Back,7,Japan,778,"['467cd1c7-52e5-42fb-8444-c43eedba9d3a', 'c52504f4-130d-42d0-9c74-a38a3c6e808c', 'dc874880-a81f-49cb-81fd-eb6aefe03312']",12,,,,,,,,,,,,,,,,,Japan,778,00:02:12.520,Pass,True
,,,,,,True,,,,,,1.093,,,,,,,,,,,,,dc874880-a81f-49cb-81fd-eb6aefe03312,120,,"[49.0, 13.0]",7541,2,,0.2914568,,,Left Foot,,,"[59.0, 16.0]",,Low Pass,10.440307,,,Radamel Falcao García Zárate,3445.0,,,Interception,1,Regular Play,Johan Andrés Mojica Palacio,5691.0,Left Back,8,Colombia,769,"['3c05af4e-2bcd-46e8-9d3f-1b0257e904dd', 'f76f81a7-8314-4cf9-87d3-6437c29f41cf']",13,,,,,,,,,,,,,,,,,Colombia,769,00:02:13.507,Pass,
,,,,,,,,,,,,0.72,,,,,,,,,,,,,f2e3e030-7d87-449b-956a-aaf8dd9f1476,124,,"[55.0, 17.0]",7541,2,,2.1025205,,,Right Foot,,,"[45.0, 34.0]",,Ground Pass,19.723083,,,Jefferson Andrés Lerma Solís,5678.0,,,,1,Regular Play,Radamel Falcao García Zárate,3445.0,Center Forward,8,Colombia,769,['4636fe21-a778-4f43-8c52-86f8da4c4419'],15,,,,,,,,,,,,,,,,,Colombia,769,00:02:15.520,Pass,
,,,,,,,,,,,,0.72,,,,,,,,,,,,,1c0f029c-13cc-45a0-aff3-3d16eb5fbd75,127,,"[49.0, 37.0]",7541,2,,0.7328151,,,Right Foot,,,"[59.0, 46.0]",,Ground Pass,13.453624,,,Juan Guillermo Cuadrado Bello,5689.0,,,,1,Regular Play,Jefferson Andrés Lerma Solís,5678.0,Right Center Midfield,8,Colombia,769,['a61140f3-cf9b-4b77-b5f9-60333b8b4c38'],18,,,,,,,,,,,,,,,,,Colombia,769,00:02:18.280,Pass,
,,,,,,,,,,,,0.96,,,,,,,,,,,,,c7510e04-bf3e-4413-9826-d7c3918423db,131,,"[56.0, 45.0]",7541,2,,1.0014831,,,Right Foot,,,"[72.0, 70.0]",,Ground Pass,29.681644,,,Santiago Arias Naranjo,5696.0,,,,1,Regular Play,Juan Guillermo Cuadrado Bello,5689.0,Right Wing,8,Colombia,769,['7b2b870c-efdd-4bef-883c-af59cb6221a3'],20,,,,,,,,,,,,,,,,,Colombia,769,00:02:20.587,Pass,
