50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.88,,,,,,,,,,,,,,5d02e451-f04b-430c-bbda-41077218ebf8,26,,,"[6.0, 38.0]",7531,0,,-1.5253731,,,Right Foot,,,,"[7.0, 16.0]",Ground Pass,22.022715,,Faustino Marcos Alberto Rojo,3602.0,,,,,Goal Kick,1,From Goal Kick,Wilfredo Daniel Caballero,3659.0,Goalkeeper,3,Argentina,779,['09217e3e-a291-4ee3-a327-50abad1ff1ed'],27,,,,,,,,,,,,,,,,,Argentina,779,00:00:27.633,Pass,
,,,,,,,,,,,,1.48,,,,,,,,,,,,,,7ca2e76a-d7d7-47c4-a490-9f95f82d1e89,29,,,"[13.0, 14.0]",7531,0,,2.010639,,,Left Foot,,,,"[5.0, 31.0]",Ground Pass,18.788294,,Wilfredo Daniel Caballero,3659.0,,,,,,1,From Goal Kick,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,3,Argentina,779,['b792f3ff-ecc8-460f-bfa9-07d2a2e34c6a'],31,,,,,,,,,,,,,,,,,Argentina,779,00:00:31.393,Pass,
,,,,,,,,,,,,1.88,,,,,,,,,,,,,,c0e6c1d9-77ed-456b-92e8-f9886b84a9aa,32,,,"[10.0, 25.0]",7531,0,,-0.9357696,,,Right Foot,,,,"[24.0, 6.0]",Ground Pass,23.600847,,Faustino Marcos Alberto Rojo,3602.0,,,,,,1,From Goal Kick,Wilfredo Daniel Caballero,3659.0,Goalkeeper,3,Argentina,779,['d69ea916-36d9-4b8d-ba45-cd997b12e184'],35,,,,,,,,,,,,,,,,,Argentina,779,00:00:35.193,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,,,2f655176-2a2e-44c6-bb7e-a6decf31f9fa,36,,,"[23.0, 6.0]",7531,0,,-0.09966865,,,Left Foot,,,,"[43.0, 4.0]",Ground Pass,20.09975,,Nicolás Alejandro Tagliafico,5507.0,,,,,,1,From Goal Kick,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,3,Argentina,779,"['4389f140-72fd-4ae8-9ce2-5ec852b030ed', '9a56c79a-30bf-4637-9230-63dea641e623']",38,,,,,,,,,,,,,,,,,Argentina,779,00:00:38.393,Pass,True
,,,,,,,,,,,,1.56,,,,,,,,,,,,,,0001417a-d6d7-4e00-97b5-f6753d69906b,40,,,"[43.0, 3.0]",7531,0,,3.1415927,,,Left Foot,,,,"[17.0, 3.0]",Ground Pass,26.0,,Faustino Marcos Alberto Rojo,3602.0,,,,,,1,From Goal Kick,Nicolás Alejandro Tagliafico,5507.0,Left Back,3,Argentina,779,['6af4c02d-91e2-4684-a140-fc090ee80730'],41,,,,,,,,,,,,,,,,,Argentina,779,00:00:41.153,Pass,
,,,,,,,,,,,,2.08,,,,,,,,,,,,,,1efcab0a-5f31-4be9-97e0-444ed17b7e72,43,,,"[23.0, 26.0]",7531,0,,1.5337762,,,Left Foot,,,,"[24.0, 53.0]",Ground Pass,27.018513,,Nicolás Hernán Otamendi,3090.0,,,,,,1,From Goal Kick,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,3,Argentina,779,['541f3d0c-5483-4ab1-b98b-0b984fc2401a'],47,,,,,,,,,,,,,,,,,Argentina,779,00:00:47.033,Pass,
,,,,,,,,,,,,1.12,,,,,,,,,,,,,,9df7fe3e-85e3-4585-a5f6-44dac6e28721,46,,,"[29.0, 59.0]",7531,0,,0.9272952,,,Right Foot,,,,"[41.0, 75.0]",Ground Pass,20.0,,Eduardo Antonio Salvio,5513.0,,,,,,1,From Goal Kick,Nicolás Hernán Otamendi,3090.0,Right Center Back,3,Argentina,779,['42baed59-8224-41ad-85f8-acf762196bdf'],50,,,,,,,,,,,,,,,,,Argentina,779,00:00:50.713,Pass,
,,,,,,,,,,,,1.0,,,,,,,,,,,,,,d08efeb9-1800-455b-9e00-35df6caf1b1b,49,,,"[45.0, 75.0]",7531,0,,-1.4601392,,,Right Foot,,,,"[47.0, 57.0]",Ground Pass,18.110771,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Goal Kick,Eduardo Antonio Salvio,5513.0,Right Back,3,Argentina,779,['9ca3e704-74ea-4ee7-a690-586125009c5d'],52,,,,,,,,,,,,,,,,,Argentina,779,00:00:52.953,Pass,
,,,,,,,,,,,,1.56,,,,,,,,,,,,,,315d8256-25c3-4cd0-9aee-e4f34711cfe1,51,,,"[44.0, 53.0]",7531,0,,2.5161076,,,Left Foot,,,,"[26.0, 66.0]",Ground Pass,22.203604,,Nicolás Hernán Otamendi,3090.0,,,,,,1,From Goal Kick,Javier Alejandro Mascherano,5506.0,Left Center Midfield,3,Argentina,779,['058cf467-c6bf-4ec8-996a-a968f41ad95c'],53,,,,,,,,,,,,,,,,,Argentina,779,00:00:53.953,Pass,
,,,,,,,,,,,,1.92,,,,,,,,,,,,,,07996b2b-4a33-4ca9-b204-631928ac5459,54,,,"[29.0, 66.0]",7531,0,,-1.3554386,,,Right Foot,,,,"[36.0, 34.0]",Ground Pass,32.75668,,Lucas Rodrigo Biglia,5510.0,,,,,,1,From Goal Kick,Nicolás Hernán Otamendi,3090.0,Right Center Back,3,Argentina,779,['52d8f99a-c85a-4029-9b97-d0723d54ca84'],57,,,,,,,,,,,,,,,,,Argentina,779,00:00:57.393,Pass,
,,,,,,,,,,,,1.36,,,,,,,,,,,,,,de07e579-d099-4b2d-bdef-49584414ad82,56,,,"[42.0, 25.0]",7531,0,,-1.00748,,,Right Foot,,,,"[54.0, 6.0]",Ground Pass,22.472204,,Nicolás Alejandro Tagliafico,5507.0,,,,,,1,From Goal Kick,Lucas Rodrigo Biglia,5510.0,Right Center Midfield,3,Argentina,779,['b051f2d3-bf5f-422b-9d5e-5efc472001c2'],59,,,,,,,,,,,,,,,,,Argentina,779,00:00:59.313,Pass,
,,,,,,,,,,,,1.0,,,,,,,,,,,,,,8f398b8f-2a25-420c-8a9a-6dcc07cdbf04,59,,,"[57.0, 6.0]",7531,1,,2.1815224,,,Left Foot,,,,"[50.0, 16.0]",Ground Pass,12.206555,,Lucas Rodrigo Biglia,5510.0,,,,,,1,From Goal Kick,Nicolás Alejandro Tagliafico,5507.0,Left Back,3,Argentina,779,['6524afa5-32be-4464-93b5-d61d4319c1fe'],2,,,,,,,,,,,,,,,,,Argentina,779,00:01:02.713,Pass,
,,,,,,,,,,,,1.56,,,,,,,,,,,,,,1358f4ba-fa21-4017-b804-bfb7051b2587,62,,,"[50.0, 20.0]",7531,1,,1.815775,,,Right Foot,,,,"[42.0, 52.0]",Ground Pass,32.984844,,Nicolás Hernán Otamendi,3090.0,,,,,,1,From Goal Kick,Lucas Rodrigo Biglia,5510.0,Right Center Midfield,3,Argentina,779,['086cee02-df61-46ae-a585-fe980f4622d4'],5,,,,,,,,,,,,,,,,,Argentina,779,00:01:05.713,Pass,
,,,,,,,,,,,,0.96,,,,,,,,,,,,,,7467e388-4e51-443a-95a6-bda3a8ac3fb0,65,,,"[39.0, 55.0]",7531,1,,0.043450896,,,Right Foot,,,,"[62.0, 56.0]",Ground Pass,23.021729,,Maximiliano Eduardo Meza,5499.0,,,,,,1,From Goal Kick,Nicolás Hernán Otamendi,3090.0,Right Center Back,3,Argentina,779,['06d53920-f0ba-4ea8-893d-f559ceb8140a'],9,,,,,,,,,,,,,,,,,Argentina,779,00:01:09.553,Pass,
,,,,,,,,,,,,0.92,,,,,,,,,,,,,,dd6a6374-f824-4389-8198-b40b085e2aa6,67,,,"[63.0, 58.0]",7531,1,,1.929567,,,Right Foot,,,,"[57.0, 74.0]",Ground Pass,17.088007,,Eduardo Antonio Salvio,5513.0,,,,,,1,From Goal Kick,Maximiliano Eduardo Meza,5499.0,Right Midfield,3,Argentina,779,['6bcc6897-6567-474b-a383-b9b1c5f29b6e'],10,,,,,,,,,,,,,,,,,Argentina,779,00:01:10.513,Pass,
,,,,,,,,,,,,0.92,,,,,,,,,,,,,,2f9d2516-29cf-47ad-9753-b28eb1a3f0b7,70,,,"[56.0, 73.0]",7531,1,,-1.6879051,,,Right Foot,,,,"[54.0, 56.0]",Ground Pass,17.117243,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Goal Kick,Eduardo Antonio Salvio,5513.0,Right Back,3,Argentina,779,['5bb3dad8-cf11-4ad1-b8d2-b722b6fe8304'],13,,,,,,,,,,,,,,,,,Argentina,779,00:01:13.393,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,,,1d58a35e-fc59-48f3-8fae-ee8fb983f056,74,,,"[58.0, 54.0]",7531,1,,-1.9756881,,,Right Foot,,,,"[46.0, 26.0]",Ground Pass,30.463093,,Faustino Marcos Alberto Rojo,3602.0,,,,,,1,From Goal Kick,Javier Alejandro Mascherano,5506.0,Left Center Midfield,3,Argentina,779,['6df2d85c-bff1-4a08-b611-a42b3bfa1246'],16,,,,,,,,,,,,,,,,,Argentina,779,00:01:16.273,Pass,
,,,,,,,,,,,,1.08,,,,,,,,,,,,,,2f0cca3b-0431-466b-b175-dcfe5916852d,77,,,"[50.0, 17.0]",7531,1,,-0.69473827,,,Left Foot,,,,"[62.0, 7.0]",Ground Pass,15.6205,,Nicolás Alejandro Tagliafico,5507.0,,,,,,1,From Goal Kick,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,3,Argentina,779,['4a98d1d9-5cb9-47e9-aab8-f154adfa60b6'],19,,,,,,,,,,,,,,,,,Argentina,779,00:01:19.673,Pass,
,,,,,,,,,,,,1.56,,,,,,,,,,,,,,de8cc933-f08e-408a-bf15-d3ec5271f902,81,,,"[62.0, 4.0]",7531,1,,2.5930433,,,Left Foot,,,,"[44.0, 15.0]",Ground Pass,21.095022,,Faustino Marcos Alberto Rojo,3602.0,,,,,,1,From Goal Kick,Nicolás Alejandro Tagliafico,5507.0,Left Back,3,Argentina,779,"['1c4b2f42-ca5c-4536-8cbf-02256045817e', '8d135e80-4f2a-4f6d-b853-6ddf76659a58']",21,,,,,,,,,,,,,,,,,Argentina,779,00:01:21.993,Pass,True
,,,,,,,,,,,,0.84,,,,,,,,,,,,,,65510275-7250-4a54-999c-3bc9ccb02c93,84,,,"[50.0, 20.0]",7531,1,,0.98279375,,,Left Foot,,,,"[56.0, 29.0]",Ground Pass,10.816654,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Goal Kick,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,3,Argentina,779,['ed35d04f-21b3-4e0c-aa45-2172527e5683'],28,,,,,,,,,,,,,,,,,Argentina,779,00:01:28.033,Pass,
,,,,,,,,,,,,1.16,,,,,,,,,,,,,,9dde6806-1fc9-430c-b9f1-adcb587f1d32,88,,,"[55.0, 25.0]",7531,1,,-3.0172377,,,Right Foot,,,,"[39.0, 23.0]",Ground Pass,16.124516,,Faustino Marcos Alberto Rojo,3602.0,,,,,,1,From Goal Kick,Javier Alejandro Mascherano,5506.0,Left Center Midfield,3,Argentina,779,['ceb3699a-346c-4d54-86f4-d239e7c63747'],32,,,,,,,,,,,,,,,,,Argentina,779,00:01:32.753,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,,,c838f31c-dc3b-4ab8-b7e6-fbfb521149e8,91,,,"[40.0, 30.0]",7531,1,,1.5707964,,,Left Foot,,,,"[40.0, 52.0]",Ground Pass,22.0,,Nicolás Hernán Otamendi,3090.0,,,,,,1,From Goal Kick,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,3,Argentina,779,['efdca0eb-bb65-4fcb-9bb2-4cacc9bb39b8'],35,,,,,,,,,,,,,,,,,Argentina,779,00:01:35.513,Pass,
,,,,,,,,,,,,1.16,,,,,,,,,,,,,,8a02d9c2-1757-49ca-800a-8f0dd614776e,94,,,"[40.0, 50.0]",7531,1,,0.87605804,,,Right Foot,,,,"[55.0, 68.0]",Ground Pass,23.43075,,Eduardo Antonio Salvio,5513.0,,,,,,1,From Goal Kick,Nicolás Hernán Otamendi,3090.0,Right Center Back,3,Argentina,779,['123b6be3-fe19-4c14-bbf7-77eec128f185'],38,,,,,,,,,,,,,,,,,Argentina,779,00:01:38.553,Pass,
,,,,,,,,,,,,0.96,,,,,,,,,,,,,,9913e27f-2246-4881-8544-3a3e07f9d861,97,,,"[70.0, 64.0]",7531,1,,0.8329813,,,Right Foot,,,,"[80.0, 75.0]",Ground Pass,14.866069,,Maximiliano Eduardo Meza,5499.0,,,,,,1,From Goal Kick,Eduardo Antonio Salvio,5513.0,Right Back,3,Argentina,779,['7e2536c4-f7d9-4eae-928d-65649446615a'],42,,,,,,,,,,,,,,,,,Argentina,779,00:01:42.433,Pass,
,,,,,,,,,,,,1.64,,,,,,,,,,,,,,01ed9dc3-0de8-4e2c-b94a-17fe12accdbf,101,,,"[76.0, 72.0]",7531,1,,-2.7610862,,,Right Foot,,,,"[56.0, 64.0]",Ground Pass,21.540659,,Nicolás Hernán Otamendi,3090.0,,,,,,1,From Goal Kick,Maximiliano Eduardo Meza,5499.0,Right Midfield,3,Argentina,779,"['6e9b740e-6bb1-4e23-93f4-513fa8a47f8f', 'c4babb72-1eea-42cf-95de-561be0358178']",44,,,,,,,,,,,,,,,,,Argentina,779,00:01:44.633,Pass,True
,,,,,,,,,,,,1.88,,,,,,,,,,,,,,1f9c6dbf-2fc6-4e79-83c5-5c73e8d6b511,104,,,"[62.0, 45.0]",7531,1,,-1.6991196,,,Right Foot,,,,"[58.0, 14.0]",Ground Pass,31.257,,Nicolás Alejandro Tagliafico,5507.0,,,,,,1,From Goal Kick,Nicolás Hernán Otamendi,3090.0,Right Center Back,3,Argentina,779,['f8efb2d2-d739-49a7-847f-8d419693c1f0'],49,,,,,,,,,,,,,,,,,Argentina,779,00:01:49.673,Pass,
,,,,,,,,,,,,2.36,,,,,,,,,,,,,,348b8ec2-8da6-4747-9d40-909895cf9430,106,,,"[56.0, 17.0]",7531,1,,2.485897,,,Left Foot,,,,"[43.0, 27.0]",Ground Pass,16.40122,,Faustino Marcos Alberto Rojo,3602.0,,,,,,1,From Goal Kick,Nicolás Alejandro Tagliafico,5507.0,Left Back,3,Argentina,779,['985c9180-646f-44a0-8ef5-3008139a479f'],51,,,,,,,,,,,,,,,,,Argentina,779,00:01:51.553,Pass,
,,,,,,,,,,,,1.6,,,,,,,,,,,,,,cb827b32-31fa-4841-b9b3-938502eed3cd,109,,,"[56.0, 36.0]",7531,1,,1.4801364,,,Left Foot,,,,"[58.0, 58.0]",Ground Pass,22.090721,,Nicolás Hernán Otamendi,3090.0,,,,,,1,From Goal Kick,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,3,Argentina,779,['6761b1b2-2f1f-49f9-87f8-eafa17492271'],57,,,,,,,,,,,,,,,,,Argentina,779,00:01:57.873,Pass,
,,,,,,,,,,,,1.16,,,,,,,,,,,,,,4e30cabc-b495-4ccb-9a61-50c956ded9ac,112,,,"[62.0, 61.0]",7531,2,,1.5042281,,,Right Foot,,,,"[63.0, 76.0]",Ground Pass,15.033297,,Eduardo Antonio Salvio,5513.0,,,,,,1,From Goal Kick,Nicolás Hernán Otamendi,3090.0,Right Center Back,3,Argentina,779,['0259c760-bd62-4720-bbaf-5e509b13d0c1'],0,,,,,,,,,,,,,,,,,Argentina,779,00:02:00.793,Pass,
,,,,,,,,,,,,1.28,,,,,,,,,,,,,,73f0d7be-46d7-4314-b4b7-3d0563352363,116,,,"[57.0, 65.0]",7531,2,,-2.6779451,,,Right Foot,,,,"[47.0, 60.0]",Ground Pass,11.18034,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Goal Kick,Eduardo Antonio Salvio,5513.0,Right Back,3,Argentina,779,"['6042563d-7b53-4cc1-b167-0626d5f5ad9c', '69ed3894-7ad7-4ace-bf7c-f6cf75cf8386']",5,,,,,,,,,,,,,,,,,Argentina,779,00:02:05.433,Pass,True
,,,,,,,,,,,,0.92,,,,,,,,,,,,,,ea4644c0-4be7-4ce8-9b5c-933b50744c2c,120,,,"[49.0, 62.0]",7531,2,,1.0516502,,,Right Foot,,,,"[57.0, 76.0]",Ground Pass,16.124516,,Eduardo Antonio Salvio,5513.0,,,,,,1,From Goal Kick,Javier Alejandro Mascherano,5506.0,Left Center Midfield,3,Argentina,779,['bb23b199-6724-4da1-ba34-425fdf480204'],8,,,,,,,,,,,,,,,,,Argentina,779,00:02:08.233,Pass,
,,,,,,,,,,,,2.12,,,,,,,,,,,,,,45b69d0f-35b1-4925-9f3c-a245065dea65,122,,,"[55.0, 76.0]",7531,2,,-2.301703,,,Right Foot,,,,"[29.0, 47.0]",Ground Pass,38.948685,,Faustino Marcos Alberto Rojo,3602.0,,,,,,1,From Goal Kick,Eduardo Antonio Salvio,5513.0,Right Back,3,Argentina,779,['0f9e5e9a-4f19-4859-8e74-7fbd7ceb44e2'],9,,,,,,,,,,,,,,,,,Argentina,779,00:02:09.153,Pass,
,,,,,,,,,,,,1.4,,,,,,,,,,,,,,d514263e-d55c-454a-919e-3c277b55a90e,125,,,"[29.0, 41.0]",7531,2,,-0.99945885,,,Left Foot,,,,"[38.0, 27.0]",Ground Pass,16.643316,,Nicolás Alejandro Tagliafico,5507.0,,,,,,1,From Goal Kick,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,3,Argentina,779,['809be7c0-4edc-4630-88dc-a5c0a79fc36d'],13,,,,,,,,,,,,,,,,,Argentina,779,00:02:13.633,Pass,
,,,,,,,,,,,,1.0,,,,,,,,,,,,,,7755f3df-7287-48d6-ba61-b57becf3da72,128,,,"[42.0, 21.0]",7531,2,,0.0,,,Right Foot,,,,"[65.0, 21.0]",Ground Pass,23.0,,Ángel Fabián Di María Hernández,2995.0,,,,,,1,From Goal Kick,Nicolás Alejandro Tagliafico,5507.0,Left Back,3,Argentina,779,['42743dec-e36f-4f12-b392-6a4d486b2efb'],16,,,,,,,,,,,,,,,,,Argentina,779,00:02:16.753,Pass,
