50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,fe85e100-84bc-4d77-9449-93f9887a685a,1104,,,"[88.0, 55.0]",7531,30,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alfreð Finnbogason,5514.0,Center Forward,46,Iceland,793,['9846917b-575c-4e84-a57b-a58bb667648a'],23,,,,,,,,,,,,,,,,,Iceland,793,00:30:23.913,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,f63965a9-eea4-4148-ad0f-7e664d8e03b3,1106,,,"[10.0, 36.0]",7531,30,,,,,,,,,,,,,,,,,,,,1,Regular Play,Wilfredo Daniel Caballero,3659.0,Goalkeeper,47,Argentina,779,['6914c857-51c6-4136-b355-46f236b9bbd9'],25,,,,,,,,,,,,,,,,,Argentina,779,00:30:25.513,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,85c8e6bb-9f22-49f2-8444-ac6bb887d21f,1109,,,"[53.0, 27.0]",7531,30,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,47,Argentina,779,['530f72f5-d3e3-4b8a-b0fc-e6665efcb01e'],28,,,,,,,,,,,,,,,,,Argentina,779,00:30:28.539,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,25a92a48-adda-482e-9401-1b5748020369,1111,,,"[65.0, 37.0]",7531,30,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,47,Argentina,779,['7c1c5511-2a6a-4f0f-b5f3-f813df5da54a'],30,,,,,,,,,,,,,,,,,Argentina,779,00:30:30.033,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,25ab124e-43d3-4c85-a5ac-d2e6d900e0cf,1116,,,"[71.0, 22.0]",7531,31,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lucas Rodrigo Biglia,5510.0,Right Center Midfield,48,Argentina,779,['bb2a56ab-7508-47c4-83b7-aa258641f0fe'],9,,,,,,,,,,,,,,,,,Argentina,779,00:31:09.313,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,294122fd-9608-4b13-807e-9a0d4f4a9690,1120,,,"[85.0, 21.0]",7531,31,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ángel Fabián Di María Hernández,2995.0,Left Midfield,48,Argentina,779,"['5630fbd4-ccd8-4d21-8e5e-cf2fa3bbd4cc', 'd79c2e42-a2a8-4e9a-9f94-162fcff3fd48']",10,,,,,,,,,,,,,,,,,Argentina,779,00:31:10.433,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,97d10551-0b93-438b-b22c-fb9a58580eec,1123,,,"[74.0, 21.0]",7531,31,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lucas Rodrigo Biglia,5510.0,Right Center Midfield,48,Argentina,779,['a04a3848-68b7-4c83-84b0-61bcc893e631'],11,,,,,,,,,,,,,,,,,Argentina,779,00:31:11.353,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,b4e011f0-d289-4129-ae66-e0d9c727aae6,1126,,,"[70.0, 31.0]",7531,31,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Midfield,48,Argentina,779,['47918b59-7975-40d7-8c6c-165a40a4d87a'],12,,,,,,,,,,,,,,,,,Argentina,779,00:31:12.833,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,863cb243-697d-4bc6-b32c-6bfa615b2aaa,1129,,,"[66.0, 58.0]",7531,31,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Right Center Back,48,Argentina,779,['7936afef-b375-4a7a-be88-fc514e681235'],16,,,,,,,,,,,,,,,,,Argentina,779,00:31:16.313,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,f5bacd66-9e03-49bf-bc2e-0abe13b156de,1132,,,"[64.0, 26.0]",7531,31,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,48,Argentina,779,['3eb0036d-2be1-4500-be67-6d39bd287437'],20,,,,,,,,,,,,,,,,,Argentina,779,00:31:20.473,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,84ceee38-c0f6-4df9-af65-9fd319db6601,1135,,,"[72.0, 11.0]",7531,31,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lucas Rodrigo Biglia,5510.0,Right Center Midfield,48,Argentina,779,['1509887e-449d-4881-a321-f4c11fb2fde0'],24,,,,,,,,,,,,,,,,,Argentina,779,00:31:24.153,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,4ca5c575-1dfa-43a3-aafc-210ed228960c,1138,,,"[86.0, 24.0]",7531,31,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,48,Argentina,779,['e68f0ee5-a3ef-4827-aa19-c47cf842d1c6'],26,,,,,,,,,,,,,,,,,Argentina,779,00:31:26.392,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,63869d2b-46a9-4be3-afe9-75e8b604cdc1,1142,,,"[82.0, 48.0]",7531,31,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,48,Argentina,779,['2a14d84d-97f7-4bf8-a102-55696bb3f5ed'],28,,,,,,,,,,,,,,,,,Argentina,779,00:31:28.753,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,4eca45ab-2695-4d7e-957b-dd415283076f,1149,,,"[87.0, 24.0]",7531,31,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Birkir Bjarnason,5509.0,Left Midfield,48,Argentina,779,['25cc3313-f479-44db-93b4-0c7a0c93f874'],35,,,,,,,,,,,,,,,,,Iceland,793,00:31:35.193,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,e87dc15c-c79b-4787-9b43-8a271eb9152b,1156,,,"[42.0, 51.0]",7531,31,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,48,Argentina,779,['f0ac5cf1-c8d3-4604-870b-d1e6f546cd64'],41,,,,,,,,,,,,,,,,,Argentina,779,00:31:41.433,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,c1155bb6-2225-4e4b-a2ae-06773001d3aa,1162,,,"[38.0, 9.0]",7531,31,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Nicolás Alejandro Tagliafico,5507.0,Left Back,48,Argentina,779,['8f1aa138-8d00-4558-bacb-364bc277ae6d'],44,,,,,,,,,,,,,,,,,Argentina,779,00:31:44.913,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,0feb470b-2a55-44a6-a958-eb2dbd92e430,1165,,,"[45.0, 16.0]",7531,31,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lucas Rodrigo Biglia,5510.0,Right Center Midfield,48,Argentina,779,['4f01b534-9345-42df-86bb-2ed8e8537594'],49,,,,,,,,,,,,,,,,,Argentina,779,00:31:49.793,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,23bb54ad-6623-4b8e-99e9-3b49f3771377,1168,,,"[52.0, 35.0]",7531,31,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Midfield,48,Argentina,779,['2086512d-bebc-4f14-a1c7-2ac309e76645'],52,,,,,,,,,,,,,,,,,Argentina,779,00:31:52.073,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,ab5ad4ee-73e0-40cc-b68e-3e4e8806f38a,1171,,,"[58.0, 57.0]",7531,31,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,48,Argentina,779,['0035bc15-681c-4b32-b794-ee4d799d33cd'],54,,,,,,,,,,,,,,,,,Argentina,779,00:31:54.873,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,6b2fb134-c77f-40a0-8ba0-706a5fd6f7f7,1174,,,"[82.0, 60.0]",7531,32,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Maximiliano Eduardo Meza,5499.0,Right Midfield,48,Argentina,779,['1472c9b7-bb70-4c6c-8105-f0e2587ee886'],0,,,,,,,,,,,,,,,,,Argentina,779,00:32:00.753,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,db5f5815-1fc5-4a9c-976a-485a66f7ceff,1177,,,"[85.0, 47.0]",7531,32,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,48,Argentina,779,['baf392e8-5ed5-4e42-99af-42885b9a024d'],4,,,,,,,,,,,,,,,,,Argentina,779,00:32:04.153,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,3a9c2265-07da-4dce-a2db-792632806ad0,1180,,,"[99.0, 30.0]",7531,32,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,48,Argentina,779,['51337a3f-cee7-40a4-b40c-72f337c2d17d'],6,,,,,,,,,,,,,,,,,Argentina,779,00:32:06.713,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,326a9f20-3e7a-4a61-886d-2d23e3e721b4,1182,,,"[92.0, 28.0]",7531,32,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Lucas Rodrigo Biglia,5510.0,Right Center Midfield,48,Argentina,779,['01ecc7e6-9d40-4841-a4e7-5f3aa43429d6'],7,,,,,,,,,,,,,,,,,Argentina,779,00:32:07.473,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,ec391af7-d4ab-4945-a57c-c9b950c566d0,1188,,,"[82.0, 31.0]",7531,32,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alfreð Finnbogason,5514.0,Center Forward,49,Iceland,793,['fc36c758-0bbd-4fdc-910b-0e952b67266a'],39,,,,,,,,,,,,,,,,,Iceland,793,00:32:39.220,Ball Receipt*,
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,d4102b70-802a-458f-b858-0582f317c1bc,1190,,,"[107.0, 30.0]",7531,32,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hörður Björgvin Magnússon,5501.0,Left Back,49,Iceland,793,['aa919c06-0938-4288-ab51-032c0248c9c9'],41,,,,,,,,,,,,,,,,,Iceland,793,00:32:41.793,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,da80dc93-a0a6-401d-bc94-f1346c1fcd6e,1194,,,"[22.0, 68.0]",7531,32,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eduardo Antonio Salvio,5513.0,Right Back,50,Argentina,779,['c5657616-d792-441e-bfa1-ab958b7ab50e'],45,,,,,,,,,,,,,,,,,Argentina,779,00:32:45.473,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,10039dc6-d52e-4f31-85d9-36bd8bb75354,1197,,,"[34.0, 62.0]",7531,32,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Midfield,50,Argentina,779,['245b627b-7d0e-49bf-8bcc-fdc88fa96e8d'],47,,,,,,,,,,,,,,,,,Argentina,779,00:32:47.953,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,dbafc107-ebad-4db2-8e6b-008c2bda910b,1199,,,"[28.0, 71.0]",7531,32,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eduardo Antonio Salvio,5513.0,Right Back,50,Argentina,779,['67961c4f-db54-4301-b5d3-cfdd166c056f'],48,,,,,,,,,,,,,,,,,Argentina,779,00:32:48.753,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,8917cf33-e9b8-4be8-8abf-a9b8d05c2b4c,1202,,,"[19.0, 36.0]",7531,32,,,,,,,,,,,,,,,,,,,,1,Regular Play,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,50,Argentina,779,['eae37861-c3dd-46ed-b255-7528ab029570'],52,,,,,,,,,,,,,,,,,Argentina,779,00:32:52.313,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,2ac24327-9c5d-4aba-b3c4-93c5ba6be82a,1205,,,"[44.0, 28.0]",7531,32,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucas Rodrigo Biglia,5510.0,Right Center Midfield,50,Argentina,779,['267ca8ef-fb7c-4fe3-a92b-12251f420c72'],57,,,,,,,,,,,,,,,,,Argentina,779,00:32:57.513,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,b67f9d7f-c7f4-4050-a1c7-9e3ca16526dc,1208,,,"[63.0, 6.0]",7531,33,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolás Alejandro Tagliafico,5507.0,Left Back,50,Argentina,779,['f418d342-08ec-4a62-9adb-f736f769ceeb'],0,,,,,,,,,,,,,,,,,Argentina,779,00:33:00.953,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,186ecfac-4b67-4717-b28a-d2ae9d25230d,1211,,,"[57.0, 13.0]",7531,33,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucas Rodrigo Biglia,5510.0,Right Center Midfield,50,Argentina,779,['b85cab92-1c8c-434b-bb5f-7b4b90a6ff30'],3,,,,,,,,,,,,,,,,,Argentina,779,00:33:03.193,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,bccb2a4a-be9f-4ea4-99e2-30f46657fbc0,1214,,,"[57.0, 36.0]",7531,33,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Midfield,50,Argentina,779,['46d82adc-1af4-4559-a492-a95c48a39a04'],4,,,,,,,,,,,,,,,,,Argentina,779,00:33:04.753,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,1a92a5b8-c685-4bde-a9e2-c9d61b0a60d7,1217,,,"[69.0, 68.0]",7531,33,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eduardo Antonio Salvio,5513.0,Right Back,50,Argentina,779,['de602447-273d-4c7d-9dd0-c0d0a3d85db7'],9,,,,,,,,,,,,,,,,,Argentina,779,00:33:09.153,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,0c3696b4-afe8-44ec-a95b-9858244b1979,1220,,,"[67.0, 58.0]",7531,33,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,50,Argentina,779,['8c307eea-2d80-4f8b-b82e-3000369d6f08'],16,,,,,,,,,,,,,,,,,Argentina,779,00:33:16.713,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,b9052b2f-8eb1-4a05-ba41-8359a94e9ecc,1223,,,"[73.0, 7.0]",7531,33,,,,,,,,,,,,,,,,,,,,1,Regular Play,Faustino Marcos Alberto Rojo,3602.0,Left Center Back,50,Argentina,779,['c92b7c67-3b25-47e2-a334-28f82ed23240'],22,,,,,,,,,,,,,,,,,Argentina,779,00:33:22.353,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,c4d2a15e-6364-442f-a6ef-70da35f70168,1226,,,"[88.0, 12.0]",7531,33,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Left Midfield,50,Argentina,779,['97b61aae-7f3e-4436-a79b-2340f5c5b2ed'],24,,,,,,,,,,,,,,,,,Argentina,779,00:33:24.993,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,44b9c421-e362-400a-8f99-6a889f531799,1229,,,"[71.0, 35.0]",7531,33,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,50,Argentina,779,['7988dbc3-d20a-43b1-b31c-e7c9416b615d'],28,,,,,,,,,,,,,,,,,Argentina,779,00:33:28.273,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,ad3b8022-4bbc-4ed2-820a-11c8f87be5b9,1232,,,"[110.0, 53.0]",7531,33,,,,,,,,,,,,,,,,,,,,1,Regular Play,Maximiliano Eduardo Meza,5499.0,Right Midfield,50,Argentina,779,['db0d7e80-03e4-454a-aba6-970bc554b887'],32,,,,,,,,,,,,,,,,,Argentina,779,00:33:32.232,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,9734531c-c815-42e3-a6c0-4f657a71b232,1236,,,"[66.0, 11.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Hörður Björgvin Magnússon,5501.0,Left Back,51,Iceland,793,['386a5384-d555-4f73-a74b-948429bb891c'],3,,,,,,,,,,,,,,,,,Iceland,793,00:34:03.380,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,cc419bb1-0cc0-4101-9b94-d1e376cce7ab,1238,,,"[79.0, 12.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Alfreð Finnbogason,5514.0,Center Forward,51,Iceland,793,['973bf6cf-e8fa-47ea-b64e-afd5cb8e3b45'],4,,,,,,,,,,,,,,,,,Iceland,793,00:34:04.273,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,4b9e06dd-79c6-451a-855e-d4063b06ed03,1244,,,"[46.0, 65.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eduardo Antonio Salvio,5513.0,Right Back,52,Argentina,779,['45990b2c-673f-4c53-821b-afdbf32f9594'],7,,,,,,,,,,,,,,,,,Argentina,779,00:34:07.593,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,fe3cdd1e-81af-49de-80a0-c80f99dee176,1248,,,"[48.0, 67.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Maximiliano Eduardo Meza,5499.0,Right Midfield,52,Argentina,779,"['89e19083-7266-47e0-9012-28da3b72afe0', 'c3da1734-ca8d-440f-b08e-932435d6e67f']",9,,,,,,,,,,,,,,,,,Argentina,779,00:34:09.993,Ball Receipt*,True
,,,,,,,,,,,,,,,,,,,,,,,,,,9f97c4d6-4f4b-40fb-b1d3-dde9c2b80b43,1252,,,"[62.0, 34.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolás Alejandro Tagliafico,5507.0,Left Back,52,Argentina,779,['785ee4f1-db00-42c5-a185-5ac6565c7714'],15,,,,,,,,,,,,,,,,,Argentina,779,00:34:15.593,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,1e7c7d12-7919-4d9f-b750-f8b900dbbdb6,1255,,,"[80.0, 28.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,52,Argentina,779,['1ed56b25-6505-49eb-9df8-befa106b387f'],17,,,,,,,,,,,,,,,,,Argentina,779,00:34:17.713,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,e37b1801-67a1-477e-b479-cb7601174762,1258,,,"[68.0, 43.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Midfield,52,Argentina,779,['28975bea-bbac-4f08-885d-54b122e6cfa1'],22,,,,,,,,,,,,,,,,,Argentina,779,00:34:22.953,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,2eaa7574-9577-4170-81ab-fbb48aad4b7a,1261,,,"[83.0, 24.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,52,Argentina,779,['4a7c8ba0-5805-4ced-bd3d-2178b540c48d'],26,,,,,,,,,,,,,,,,,Argentina,779,00:34:26.833,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,4f505fcf-f2b6-4662-9fe8-e96bed90434d,1264,,,"[83.0, 36.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Maximiliano Eduardo Meza,5499.0,Right Midfield,52,Argentina,779,['4dfcff48-1e7b-4cf5-a67c-4c4db7fb6d97'],30,,,,,,,,,,,,,,,,,Argentina,779,00:34:30.793,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,f3a369c1-278e-49a2-ab04-953a30a6847a,1267,,,"[93.0, 74.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eduardo Antonio Salvio,5513.0,Right Back,52,Argentina,779,['5c4cf7eb-dbfb-4d4e-a0ec-b8423f9e343c'],34,,,,,,,,,,,,,,,,,Argentina,779,00:34:34.633,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,ba1ad155-a3f4-4936-8b11-7a54ee4e0922,1270,,,"[93.0, 53.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Maximiliano Eduardo Meza,5499.0,Right Midfield,52,Argentina,779,['14eda645-4ea1-4098-9772-5ac5fab7e3a8'],38,,,,,,,,,,,,,,,,,Argentina,779,00:34:38.033,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,a5289523-ed70-48cc-9187-754945b7a4b3,1273,,,"[98.0, 66.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eduardo Antonio Salvio,5513.0,Right Back,52,Argentina,779,['b7b03103-6231-45c2-aa5b-8e2465cf60de'],40,,,,,,,,,,,,,,,,,Argentina,779,00:34:40.153,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,1971f90d-deda-4423-9fe3-50bcb08aac1f,1276,,,"[100.0, 74.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Maximiliano Eduardo Meza,5499.0,Right Midfield,52,Argentina,779,['a54c1ad1-6b5a-4ee8-a79d-34935d8c3bd9'],43,,,,,,,,,,,,,,,,,Argentina,779,00:34:43.513,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,771d152f-87aa-4e20-bd68-e49711fde221,1279,,,"[74.0, 61.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,52,Argentina,779,['0bc71c68-a7cf-41ef-9b1b-d411880219ec'],47,,,,,,,,,,,,,,,,,Argentina,779,00:34:47.553,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,52343da2-30cf-4faf-be7c-a5e3e405f5b7,1282,,,"[76.0, 33.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,52,Argentina,779,['2946d988-ca93-4d60-9cc4-b67a501617cc'],50,,,,,,,,,,,,,,,,,Argentina,779,00:34:50.593,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,6e85046e-5986-4a34-aee9-8a29cefd7de8,1286,,,"[88.0, 27.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,52,Argentina,779,['7d42bd7e-837c-4a26-85ee-4548fa45720d'],54,,,,,,,,,,,,,,,,,Argentina,779,00:34:54.113,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,05ca33f0-3a67-4680-b3d3-cb7843ff147c,1289,,,"[81.0, 25.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lucas Rodrigo Biglia,5510.0,Right Center Midfield,52,Argentina,779,['e5da8ee3-2962-4293-877e-825560a8864e'],56,,,,,,,,,,,,,,,,,Argentina,779,00:34:56.553,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,b3429970-dd24-47ef-940f-171bfd54a8a9,1292,,,"[77.0, 36.0]",7531,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,52,Argentina,779,['11c275a1-e357-4a67-ab65-15e4a46e66c8'],58,,,,,,,,,,,,,,,,,Argentina,779,00:34:58.753,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,d1f1a6eb-05d7-4bc6-9298-2d40b16b81bd,1295,,,"[84.0, 23.0]",7531,35,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,52,Argentina,779,['fe4ed286-d45b-4e15-848c-bcc2e911dda4'],1,,,,,,,,,,,,,,,,,Argentina,779,00:35:01.273,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,935f447b-8c1a-44b8-aa2f-382c629184c9,1298,,,"[103.0, 5.0]",7531,35,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolás Alejandro Tagliafico,5507.0,Left Back,52,Argentina,779,['041bef0a-7062-4c20-ae05-707c7b324211'],4,,,,,,,,,,,,,,,,,Argentina,779,00:35:04.473,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,ebeb1e6d-8c89-42cd-a6e0-2f804132e063,1301,,,"[101.0, 16.0]",7531,35,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ángel Fabián Di María Hernández,2995.0,Left Midfield,52,Argentina,779,['05f04fbd-e055-423c-a034-77f49c50b88f'],6,,,,,,,,,,,,,,,,,Argentina,779,00:35:06.193,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,a42ee68a-fa75-40c9-8eb4-19d725f94ddf,1305,,,"[94.0, 34.0]",7531,35,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,52,Argentina,779,['e30aa7f4-6fbc-4259-a77c-6ea050e8fe55'],11,,,,,,,,,,,,,,,,,Argentina,779,00:35:11.033,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,5decb174-3808-4424-b25f-7ba3838f487d,1309,,,"[80.0, 41.0]",7531,35,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,52,Argentina,779,['f45f50b5-38c8-45a3-ad97-207754d2d160'],12,,,,,,,,,,,,,,,,,Argentina,779,00:35:12.833,Ball Receipt*,
,,,,,,,,,,,,,,,,,,,,,,,,,,37d24bf6-f039-41f7-b1bd-2bf9417c139e,1312,,,"[99.0, 72.0]",7531,35,,,,,,,,,,,,,,,,,,,,1,Regular Play,Maximiliano Eduardo Meza,5499.0,Right Midfield,52,Argentina,779,['906e875d-d26d-46fd-b228-22c239674c0d'],16,,,,,,,,,,,,,,,,,Argentina,779,00:35:16.073,Ball Receipt*,
