bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,1.159,,,,,,,,,,,,,,,0282ad4e-68fc-4c88-a460-9489f759b2f0,18,,,"[64.0, 67.0]",7554,0,,,-0.8960554,,,Right Foot,,,,"[68.0, 62.0]",,Ground Pass,6.4031243,,Raheem Sterling,3233.0,,,,,,1,From Kick Off,Kyle Walker,3205.0,Right Center Back,2,England,768,['f42e1246-d363-4187-aa12-ca94be28a748'],12,,,,,,,,,,,,,,,,,England,768,00:00:12.963,Pass,
,,,,,,,,,,,0.799,,,,,,,,,,,,,,,9ea6d524-aec4-44fc-aba0-ccfc541df4c2,22,,,"[69.0, 64.0]",7554,0,,,-3.0309355,,,Right Foot,,,,"[60.0, 63.0]",,Ground Pass,9.055386,,Kyle Walker,3205.0,,,,,,1,From Kick Off,Raheem Sterling,3233.0,Right Center Forward,2,England,768,"['41c107d1-b7a8-46c4-8712-203990fdc8f7', 'bdd031ec-c0fb-4c99-b349-8949c022a433']",14,,,,,,,,,,,,,,,,,England,768,00:00:14.203,Pass,True
,,,,,,,,,,,0.679,,,,,,,,,,,,,,,6311016c-8d54-40c1-a5ec-692ab6c513cb,25,,,"[60.0, 63.0]",7554,0,,,0.4636476,,,Right Foot,,,,"[66.0, 66.0]",,Ground Pass,6.708204,,Raheem Sterling,3233.0,,,,,,1,From Kick Off,Kyle Walker,3205.0,Right Center Back,2,England,768,['8dcd68d4-871a-45f8-89fd-3930e23df4fb'],16,,,,,,,,,,,,,,,,,England,768,00:00:16.043,Pass,
,,,,,,,,,,,1.0,,,,,,,,,,,,,,,c5ce4007-c43b-458b-b151-5629ca4e4c25,29,,,"[66.0, 66.0]",7554,0,,,0.41822433,,,Left Foot,,,,"[75.0, 70.0]",,Ground Pass,9.848858,,Ruben Loftus-Cheek,3504.0,,,,,,1,From Kick Off,Raheem Sterling,3233.0,Right Center Forward,2,England,768,"['042a5394-da34-4fe2-a1d0-c0b94131c0bc', 'e82e76bb-7c28-4f1f-9dd5-bf1e2caf466c']",17,,,,,,,,,,,,,,,,,England,768,00:00:17.603,Pass,True
,,,,,,,,,,,0.72,,,,,,,,,,,,,,,89186649-e935-4504-91fc-bdc13ab54153,32,,,"[80.0, 74.0]",7554,0,,,-2.0988708,,,Right Foot,,,,"[73.0, 62.0]",,Ground Pass,13.892444,,Raheem Sterling,3233.0,,,,,,1,From Kick Off,Ruben Loftus-Cheek,3504.0,Left Center Midfield,2,England,768,['29304b63-2391-43ba-8c86-39a76f3601fb'],20,,,,,,,,,,,,,,,,,England,768,00:00:20.203,Pass,
,,,,,,,,,,,0.88,,,,,,,,,,,,,,,f1180e00-9592-4bd7-be1a-93f92a1bc197,36,,,"[69.0, 65.0]",7554,0,,,2.9441972,,,Right Foot,,,,"[64.0, 66.0]",,Ground Pass,5.0990195,,Kyle Walker,3205.0,,,,,,1,From Kick Off,Raheem Sterling,3233.0,Right Center Forward,2,England,768,"['983dcf24-0412-4123-8ed5-c1ad5a792d07', '984ca0d2-fed7-4e81-829f-b0f6d903498f']",21,,,,,,,,,,,,,,,,,England,768,00:00:21.243,Pass,True
,,,,,,,,,,,1.08,,,,,,,,,,,,,,,fd4d86d4-188f-47aa-90be-762413b07b4b,40,,,"[64.0, 67.0]",7554,0,,,-1.5707964,,,Right Foot,,,,"[64.0, 50.0]",,Ground Pass,17.0,,John Stones,3244.0,,,,,,1,From Kick Off,Kyle Walker,3205.0,Right Center Back,2,England,768,"['6878f703-5781-4766-9373-cbbfd9e29684', '97af29a5-96f5-438d-8f46-4d92c630e58f']",23,,,,,,,,,,,,,,,,,England,768,00:00:23.363,Pass,True
,,,,,,,,,,,0.879,,,,,,,,,,,,,,,90927734-7abf-4984-a775-18a4e5c40049,43,,,"[64.0, 49.0]",7554,0,,,1.5707964,,,Left Foot,,,,"[64.0, 69.0]",,Ground Pass,20.0,,Kyle Walker,3205.0,,,,,,1,From Kick Off,John Stones,3244.0,Center Back,2,England,768,"['97af29a5-96f5-438d-8f46-4d92c630e58f', 'ddd20dce-57e5-44ff-8ae0-d326c1b6b0f3']",24,,,,,,,,,,,,,,,,,England,768,00:00:24.923,Pass,True
,,,,,,,,,,,0.88,,,,,,,,,,,,,,,ebe97a78-8dab-47a7-a795-4fd290103f7f,46,,,"[64.0, 69.0]",7554,0,,,0.48995733,,,Right Foot,,,,"[79.0, 77.0]",,Ground Pass,17.0,,Ruben Loftus-Cheek,3504.0,,,,,,1,From Kick Off,Kyle Walker,3205.0,Right Center Back,2,England,768,['4e210c41-e079-4699-8f85-d264d6b518fb'],27,,,,,,,,,,,,,,,,,England,768,00:00:27.003,Pass,
,,,,,,,,,,,0.72,,,,,,,,,,,,,,,a3d16f52-8480-45a7-ae0a-491609ad8242,50,,,"[76.0, 78.0]",7554,0,,,-2.2142975,,,Right Foot,,,,"[67.0, 66.0]",,Ground Pass,15.0,,Kyle Walker,3205.0,,,,,,1,From Kick Off,Ruben Loftus-Cheek,3504.0,Left Center Midfield,2,England,768,"['100fa44c-fe56-41c3-baf1-d63211a76d0e', 'a37a85f3-42ac-441f-ba68-8abfef0bcfca']",29,,,,,,,,,,,,,,,,,England,768,00:00:29.203,Pass,True
,,,,,,,,,,,1.04,,,,,,,,,,,,,,,cc8e1b57-0a7d-48ac-9e04-9a409a7bb533,53,,,"[67.0, 66.0]",7554,0,,,-1.7506498,,,Right Foot,,,,"[63.0, 44.0]",,Ground Pass,22.36068,,John Stones,3244.0,,,,,,1,From Kick Off,Kyle Walker,3205.0,Right Center Back,2,England,768,['f8eb0cdc-ab5e-4506-aae4-eeb114ce446a'],31,,,,,,,,,,,,,,,,,England,768,00:00:31.403,Pass,
,,,,,,,,,,,1.8,,,,,,,,,,,,,,,4464e26b-1733-482c-abca-5de6f5eaa677,56,,,"[65.0, 40.0]",7554,0,,,-1.3415644,,,Right Foot,,,,"[72.0, 10.0]",,Ground Pass,30.805843,,Harry Maguire,3336.0,,,,,,1,From Kick Off,John Stones,3244.0,Center Back,2,England,768,['7a188981-7e17-4bfa-9ddd-9402c4e02456'],33,,,,,,,,,,,,,,,,,England,768,00:00:33.643,Pass,
,,,,,,,,,,,0.76,,,,,,,,,,,,,,,cb7eb449-78cd-4a43-9b68-fc11647c498d,59,,,"[76.0, 9.0]",7554,0,,,1.5707964,,,Right Foot,,,,"[76.0, 21.0]",,Ground Pass,12.0,,Raheem Sterling,3233.0,,,,,,1,From Kick Off,Harry Maguire,3336.0,Left Center Back,2,England,768,['004edc12-73b6-455a-922c-366950c8df43'],37,,,,,,,,,,,,,,,,,England,768,00:00:37.723,Pass,
,,,,,,,,,,,0.68,,,,,,,,,,,,,,,804b3a55-2b35-491f-9aed-1b2797461a2a,62,,,"[76.0, 21.0]",7554,0,,,-1.6614562,,,Right Foot,,,,"[75.0, 10.0]",,Ground Pass,11.045361,,Harry Maguire,3336.0,,,,,,1,From Kick Off,Raheem Sterling,3233.0,Right Center Forward,2,England,768,['5c764b38-a3ec-4b4b-9507-463c795d685e'],38,,,,,,,,,,,,,,,,,England,768,00:00:38.683,Pass,
,,,,,,,,,,,1.88,,,,,,,,,,,,,,,84638487-5c97-456f-bf2e-716be658d9ad,65,,,"[75.0, 10.0]",7554,0,,,2.331809,,,Left Foot,,,,"[55.0, 31.0]",,Ground Pass,29.0,,John Stones,3244.0,,,,,,1,From Kick Off,Harry Maguire,3336.0,Left Center Back,2,England,768,['eafdb608-0bfc-4dc7-a7e5-e201dd6d848f'],39,,,,,,,,,,,,,,,,,England,768,00:00:39.523,Pass,
,,,,,,,,,,,0.879,,,,,,,,,,,,,,,9853d95c-f5d9-45fd-8316-d92409044a1a,68,,,"[55.0, 30.0]",7554,0,,,1.3258177,,,Right Foot,,,,"[59.0, 46.0]",,Ground Pass,16.492422,,Kyle Walker,3205.0,,,,,,1,From Kick Off,John Stones,3244.0,Center Back,2,England,768,['1b2cde41-0291-4331-9ac4-3c87ab34c380'],41,,,,,,,,,,,,,,,,,England,768,00:00:41.843,Pass,
,,,,,,,,,,,0.92,,,,,,,,,,,,,,,75cd5544-d072-42c4-9abf-c45ae2fa3e72,71,,,"[59.0, 44.0]",7554,0,,,0.0,,,Right Foot,,,,"[64.0, 44.0]",,Ground Pass,5.0,,Jordan Brian Henderson,3532.0,,,,,,1,From Kick Off,Kyle Walker,3205.0,Right Center Back,2,England,768,['b587ff60-bd8d-429f-b9d3-2f7905f90e53'],42,,,,,,,,,,,,,,,,,England,768,00:00:42.763,Pass,
,,,,,,,,,,,1.2,,,,,,,,,,,,,,,a2d832d9-06d0-4495-b17e-84a3cbc57904,75,,,"[67.0, 52.0]",7554,0,,,1.1232764,,,Right Foot,,,,"[79.0, 77.0]",,Ground Pass,27.730848,,Kieran Trippier,3308.0,,,,,,1,From Kick Off,Jordan Brian Henderson,3532.0,Center Defensive Midfield,2,England,768,"['11e8a99d-969b-432e-ba15-6b29e47255b1', '120f565f-c4cf-45fb-9c75-640e65e93d99']",46,,,,,,,,,,,,,,,,,England,768,00:00:46.203,Pass,True
,,,,,,,,,,,3.28,,,,,,,,,,,,,,,35b73bac-fa54-4b78-905f-a4eb3db9e247,79,,,"[79.0, 77.0]",7554,0,,,0.0,,,Right Foot,,,,"[117.0, 77.0]",,Ground Pass,38.0,,Ruben Loftus-Cheek,3504.0,,,,,,1,From Kick Off,Kieran Trippier,3308.0,Right Midfield,2,England,768,"['a8612d43-f80a-4f28-98bb-4ac23a8f3cbe', 'be72b7da-535c-43cd-a6f3-17ccc47b60e9']",48,,,,,,,,,,,,,,,,,England,768,00:00:48.283,Pass,True
,,,,,,,,,,,0.721,,,,,,,,,,,,,,,c0396043-a639-4a8a-b473-59b77d320fa2,86,,,"[115.0, 64.0]",7554,0,,,-2.0831857,,,Right Foot,True,True,,"[106.0, 48.0]",,Ground Pass,18.35756,,Jesse Lingard,3293.0,,,,,,1,From Kick Off,Ruben Loftus-Cheek,3504.0,Left Center Midfield,2,England,768,['ca800300-65c3-4d87-88ed-e2c8bf8dffaf'],54,,,,,,,,,,,,,,,,,England,768,00:00:54.642,Pass,
,,,,,,,,,,,0.853,,,,,,,,,,,,,,,717a8588-3868-4f0f-80fe-6a98681350a1,89,,,"[15.0, 22.0]",7554,0,,,1.3521274,,,Head,,,,"[17.0, 31.0]",,High Pass,9.219544,,Armando Enrique Cooper Whitaker,5645.0,,,,,Recovery,1,Regular Play,Aníbal Cesis Godoy,5646.0,Left Center Midfield,3,Panama,798,['f37f92f6-832d-406b-93dd-f2c85b5f6fc1'],56,,,,,,,,,,,,,,,,,Panama,798,00:00:56.470,Pass,
,,,,,,,,,,,3.48,,,,,,,,,,,,,,,486a0f2c-e37a-4cb9-a1cf-46c18a3cc2d2,99,,,"[16.0, 29.0]",7554,2,,,-0.299532,,,Right Foot,,,,"[84.0, 8.0]",,High Pass,71.168816,,Blas Antonio Miguel Pérez Ortega,5631.0,,,,,Free Kick,1,From Free Kick,Jaime Manuel Penedo Cano,5636.0,Goalkeeper,4,Panama,798,['6880e689-cf7d-42fa-b9e0-92bdbaa202cb'],59,,,,,,,,,,,,,,,,,Panama,798,00:02:59.150,Pass,
,,,,,,,,,,,0.24,,,,,,,,,,,,,,,0812eea9-2999-4fe1-819e-cccc65a79b58,101,,,"[82.0, 7.0]",7554,3,,,0.4636476,,,Head,,,,"[84.0, 8.0]",,High Pass,2.236068,Incomplete,José Luis Rodríguez Francis,5628.0,,,,,,1,From Free Kick,Blas Antonio Miguel Pérez Ortega,5631.0,Center Forward,4,Panama,798,"['8d8a6196-ae23-4218-8c9a-be41b4278bcb', '96196ffe-34b1-49d5-a7a2-6f2dfe0d944e']",2,,,,,,,,,,,,,,,,,Panama,798,00:03:02.630,Pass,
,,,,,,,,,,,1.907,,,,,,,,,,,,,,,20ee10ba-0d9a-4f4f-8a99-06da8845aaf8,104,,,"[28.0, 75.0]",7554,3,,,0.15264933,,,Head,,,,"[41.0, 77.0]",,High Pass,13.152946,Incomplete,Ruben Loftus-Cheek,3504.0,,,,,Recovery,1,From Free Kick,Kieran Trippier,3308.0,Right Midfield,4,Panama,798,"['13962498-b40a-409f-b9aa-2e6073ed7106', '69a9e407-7a67-400c-90c4-8e8008267afd']",4,,,,,,,,,,,,,,,,,England,768,00:03:04.363,Pass,
,,,,,,,,,,,1.667,,,,,,,,,,,,,,,74c6fe64-cd0d-45f8-b38c-ef29239e3884,111,,,"[87.0, 3.0]",7554,3,,,1.0963964,,,Left Foot,True,,,"[106.0, 40.0]",,High Pass,41.59327,Incomplete,,,,,,,Free Kick,1,From Free Kick,Erick Javier Davis Grajales,5634.0,Left Back,5,Panama,798,['2d6a5102-81a1-4def-878a-e7bc0e7f727f'],41,,,,,,,,,,,,,,,,,Panama,798,00:03:41.763,Pass,
,,,,,,,,,,,1.733,,,,,,,,,,,,,,,258e53f7-db92-4b20-90f1-22f9494cff4c,117,,,"[5.0, 36.0]",7554,3,,,1.2277724,,,Left Foot,,,,"[15.0, 64.0]",,Ground Pass,29.732138,,Kyle Walker,3205.0,,,,,Goal Kick,1,From Goal Kick,Jordan Pickford,3468.0,Goalkeeper,6,England,768,['80e04775-cfc0-4534-8572-fec5b64844be'],56,,,,,,,,,,,,,,,,,England,768,00:03:56.270,Pass,
,,,,,,,,,,,1.12,,,,,,,,,,,,,,,b1717bdb-08a7-451d-bd46-bce29ce9564e,120,,,"[52.0, 61.0]",7554,4,,,-1.6262949,,,Right Foot,,,,"[51.0, 43.0]",,Ground Pass,18.027756,,John Stones,3244.0,,,,,,1,From Goal Kick,Kyle Walker,3205.0,Right Center Back,6,England,768,['6b31bf31-4eb4-4411-a739-bb1db104ceaa'],4,,,,,,,,,,,,,,,,,England,768,00:04:04.523,Pass,
,,,,,,,,,,,1.747,,,,,,,,,,,,,,,4a676bca-ed60-4152-88ad-84a50b1dc3c5,123,,,"[51.0, 39.0]",7554,4,,,-1.0666304,,,Right Foot,,,,"[67.0, 10.0]",,Ground Pass,33.12099,Incomplete,Ashley Young,3612.0,,,,,,1,From Goal Kick,John Stones,3244.0,Center Back,6,England,768,"['860629fe-90bb-4d27-9fbd-0450ea86401f', 'd60f8e4d-6da5-4cb7-b19f-4f800d0038cc']",7,,,,,,,,,,,,,,,,,England,768,00:04:07.603,Pass,
,,,,,,,True,,,,1.693,,,,,,,,,,,,,,,d60f8e4d-6da5-4cb7-b19f-4f800d0038cc,125,,,"[54.0, 71.0]",7554,4,,,-0.7853982,,,Right Foot,,,,"[62.0, 63.0]",,Ground Pass,11.313708,,Armando Enrique Cooper Whitaker,5645.0,,,,,Interception,1,Regular Play,Edgar Yoel Bárcenas Herrera,5637.0,Right Wing,7,Panama,798,"['4a676bca-ed60-4152-88ad-84a50b1dc3c5', '6e5eb769-9e45-4818-a63d-7c08a20ee39d']",9,,,,,,,,,,,,,,,,,Panama,798,00:04:09.350,Pass,
,,,,,,,,,,,1.053,,,,,,,,,,,,,,,98be964f-ab43-456b-833a-986ad7c4ba0f,133,,,"[99.0, 48.0]",7554,4,,,-1.3734008,66c05a2f-b8f3-4492-b069-f8c121054934,,Right Foot,,,,"[102.0, 33.0]",,Ground Pass,15.297058,,Aníbal Cesis Godoy,5646.0,True,,,,,1,Regular Play,Edgar Yoel Bárcenas Herrera,5637.0,Right Wing,7,Panama,798,['82b7db85-d858-4bf2-ba50-8668403f23ab'],16,,,,,,,,,,,,,,,,,Panama,798,00:04:16.510,Pass,
,,,,,,,,,,,1.839,,,,,,,,,,,,,,,10398f14-368b-4f04-8a67-e199ca725306,138,,,"[39.0, 59.0]",7554,4,,,-1.5208379,,,Right Foot,,,,"[41.0, 19.0]",,Ground Pass,40.04997,,Harry Maguire,3336.0,,True,,,,1,Regular Play,Kyle Walker,3205.0,Right Center Back,8,England,768,['2867d82f-1eef-4799-8409-3389f3d1d1bb'],38,,,,,,,,,,,,,,,,,England,768,00:04:38.083,Pass,
,,,,,,,,,,,1.16,,,,,,,,,,,,,,,8cbad8f9-acc4-4357-a08e-c5c9e8d01bdc,141,,,"[54.0, 19.0]",7554,4,,,-1.4940244,,,Right Foot,,,,"[55.0, 6.0]",,Ground Pass,13.038404,,Ashley Young,3612.0,,,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,8,England,768,['a8f0d6fa-b4e2-4c6c-a7dc-99fa84304093'],43,,,,,,,,,,,,,,,,,England,768,00:04:43.962,Pass,
,,,,,,,,,,,0.8,,,,,,,,,,,,,,,e07732d2-ccbd-48d9-a4c9-9fc238066c8c,145,,,"[55.0, 6.0]",7554,4,,,1.9379702,,,Right Foot,,,,"[50.0, 19.0]",,Ground Pass,13.928389,,Harry Maguire,3336.0,,,,,,1,Regular Play,Ashley Young,3612.0,Left Midfield,8,England,768,"['747a7a7c-d8cf-4bbd-ae5e-271f1881f9e2', 'd8384c86-f2a6-4878-a5c8-e038861b7e06']",45,,,,,,,,,,,,,,,,,England,768,00:04:45.523,Pass,True
,,,,,,,,,,,1.44,,,,,,,,,,,,,,,04a0b800-59c3-4187-ae69-cf40807b3281,148,,,"[51.0, 26.0]",7554,4,,,1.3940874,,,Right Foot,,,,"[56.0, 54.0]",,Ground Pass,28.442924,,Kyle Walker,3205.0,,,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,8,England,768,['76dc6504-2ed3-4f86-8087-1d3c43b3a53d'],49,,,,,,,,,,,,,,,,,England,768,00:04:49.323,Pass,
,,,,,,,,,,,1.12,,,,,,,,,,,,,,,5d2a006e-673d-4748-a04b-6d0dd50e0b44,151,,,"[61.0, 60.0]",7554,4,,,0.4808873,,,Right Foot,,,,"[84.0, 72.0]",,Ground Pass,25.942244,,Ruben Loftus-Cheek,3504.0,,,,,,1,Regular Play,Kyle Walker,3205.0,Right Center Back,8,England,768,['6cd1e2c8-7f1f-4b6d-bf49-0b47a5cb89c3'],52,,,,,,,,,,,,,,,,,England,768,00:04:52.482,Pass,
