50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,2.547,,,,,,,,,,,,709d773a-ce45-497f-b713-af1149388359,73,,,"[24.0, 21.0]",7578,1,,-0.20176235,,,Right Foot,,,"[68.0, 12.0]",,High Pass,44.911022,Incomplete,Marwan Mohsen,5252.0,,,,1,From Throw In,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,Left Center Back,3,Uruguay,783,"['144f778f-c680-44df-a924-b2e437db8a50', '5acd78a9-da57-405c-8c0a-4208ee25662b', 'c86faec9-d6e8-4bcc-bef9-587d900ee1b9']",15,,,,,,,,,,,,,,,,,Egypt,774,00:01:15.640,Pass,True
,,,,,,,,,,,2.48,,,,,,,,,,,,5acd78a9-da57-405c-8c0a-4208ee25662b,75,,,"[53.0, 69.0]",7578,1,,-0.21866895,,,Head,,,"[71.0, 65.0]",,High Pass,18.439089,,Matías Vecino Falero,5255.0,,,Recovery,1,From Throw In,José María Giménez de Vargas,5259.0,Right Center Back,3,Uruguay,783,"['709d773a-ce45-497f-b713-af1149388359', '808a814c-60d1-4579-9a90-39b907a8d821']",18,,,,,,,,,,,,,,,,,Uruguay,783,00:01:18.187,Pass,
,,,,,,,,,,,1.2,,,,,,,,,,,,2d5f5ed5-3990-4317-8074-9d3c47039ee7,77,,,"[71.0, 65.0]",7578,1,,-2.1995926,,,Head,,,"[63.0, 54.0]",,Low Pass,13.601471,,Rodrigo Bentancur Colmán,5260.0,,,,1,From Throw In,Matías Vecino Falero,5255.0,Right Center Midfield,3,Uruguay,783,['14e5291b-2f8f-4728-a89d-c59ef77a89c4'],20,,,,,,,,,,,,,,,,,Uruguay,783,00:01:20.667,Pass,
,,,,,,,,,,,1.0,,,,,,,,,,,,16d5c22d-1828-4096-8180-add173c96c74,82,,,"[93.0, 70.0]",7578,1,,1.3521274,,,Right Foot,,,"[95.0, 79.0]",,Ground Pass,9.219544,,Nahitan Michel Nández Acosta,5247.0,,,,1,From Throw In,Rodrigo Bentancur Colmán,5260.0,Left Center Midfield,3,Uruguay,783,"['4b00c7c1-7d77-4342-a582-39dd4a05b2d6', 'adf329c0-0406-419c-9fc2-54be3299603d']",27,,,,,,,,,,,,,,,,,Uruguay,783,00:01:27.467,Pass,True
,,,,,,,,,,,2.4,,,,,,,,,,,,b25b03e4-6043-480d-bc9f-8c0ac1abf6ed,84,,,"[95.0, 79.0]",7578,1,,3.1415927,,,Right Foot,,,"[78.0, 79.0]",,Ground Pass,17.0,,Guillermo Varela Olivera,5264.0,,,,1,From Throw In,Nahitan Michel Nández Acosta,5247.0,Right Wing,3,Uruguay,783,['8cf667e8-69b3-4e83-89a0-91290ba4a218'],28,,,,,,,,,,,,,,,,,Uruguay,783,00:01:28.467,Pass,
,,,,,,,,,,,1.0,,,,,,,,,,,,8dfa25ad-d750-4e7b-9aca-09bb7a0a66e0,87,,,"[78.0, 79.0]",7578,1,,-1.9756881,,,Right Foot,,,"[75.0, 72.0]",,Ground Pass,7.615773,,Rodrigo Bentancur Colmán,5260.0,,,,1,From Throw In,Guillermo Varela Olivera,5264.0,Right Back,3,Uruguay,783,['6c499623-b018-470c-86fa-89baa4f6d022'],31,,,,,,,,,,,,,,,,,Uruguay,783,00:01:31.307,Pass,
,,,,,,,,,,,1.4,,,,,,,,,,,,7aea1086-d3ca-4d38-9cb0-7784b199625d,90,,,"[75.0, 72.0]",7578,1,,-1.5707964,,,Right Foot,,,"[75.0, 41.0]",,Ground Pass,31.0,,Giorgian Daniel De Arrascaeta Benedetti,5258.0,,,,1,From Throw In,Rodrigo Bentancur Colmán,5260.0,Left Center Midfield,3,Uruguay,783,['14912da7-fe4d-4bff-bba1-0c669a55d427'],33,,,,,,,,,,,,,,,,,Uruguay,783,00:01:33.627,Pass,
,,,,,,,,,,,0.8,,,,,,,,,,,,fd2a5b5e-9346-41b4-ab3b-c7aa3572f4f7,93,,,"[85.0, 48.0]",7578,1,,-1.1071488,,,Right Foot,,,"[90.0, 38.0]",,Ground Pass,11.18034,,Luis Alberto Suárez Díaz,5246.0,,,,1,From Throw In,Giorgian Daniel De Arrascaeta Benedetti,5258.0,Left Wing,3,Uruguay,783,['2e938cc5-9c5c-40e6-83a2-436ae45190a6'],37,,,,,,,,,,,,,,,,,Uruguay,783,00:01:37.467,Pass,
,,,,,,,,,,,0.653,,,,,,,,,,,,e9e556af-8a63-403e-8b6a-8595b0d7bb78,97,,,"[93.0, 34.0]",7578,1,,0.0,,,Left Foot,,,"[99.0, 34.0]",,Low Pass,6.0,Incomplete,Giorgian Daniel De Arrascaeta Benedetti,5258.0,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Right Center Forward,3,Uruguay,783,"['6e27f738-7240-451e-af2a-7c96462ada9e', 'ce2eac8e-a766-4a4e-86c7-bb3fab72bf9a']",39,,,,,,,,,,,,,,,,,Uruguay,783,00:01:39.667,Pass,
,,,,,,,,,,,0.347,,,,,,,,,,,,6e27f738-7240-451e-af2a-7c96462ada9e,99,,,"[22.0, 47.0]",7578,1,,-0.7853982,,,Head,,,"[25.0, 44.0]",,Low Pass,4.2426405,Incomplete,,,,,Interception,1,From Throw In,Ali Gabr,5254.0,Right Center Back,3,Uruguay,783,"['d6e33494-1c5b-42c1-b211-35c42e09eadc', 'e9e556af-8a63-403e-8b6a-8595b0d7bb78']",40,,,,,,,,,,,,,,,,,Egypt,774,00:01:40.320,Pass,
,,,,,,,,,,,0.993,,,,,,,,,,,,b6f59b10-3504-471f-80ec-f27ed203b309,106,,,"[24.0, 45.0]",7578,1,,0.071307465,,,Right Foot,,,"[38.0, 46.0]",,Ground Pass,14.035668,,Abdalla Mahmoud El Said Bekhit,5251.0,,,,1,Regular Play,Mohamed Naser Elsayed Elneny,3568.0,Right Center Midfield,4,Egypt,774,['6919de77-66b8-45b7-953d-216296f0dee1'],42,,,,,,,,,,,,,,,,,Egypt,774,00:01:42.967,Pass,
,,,,,,,,,,,1.64,,,,,,,,,,,,92d3882f-e82a-46c5-8f72-9e65a7c86f32,108,,,"[37.0, 44.0]",7578,1,,1.7294515,,,Right Foot,,,"[33.0, 69.0]",,Ground Pass,25.317978,,Amr Medhat Warda,5253.0,,,,1,Regular Play,Abdalla Mahmoud El Said Bekhit,5251.0,Center Attacking Midfield,4,Egypt,774,['96993d00-e005-44a1-a6ae-8646bd1fda82'],43,,,,,,,,,,,,,,,,,Egypt,774,00:01:43.960,Pass,
,,,,,,,,,,,3.467,,,,,,,,,,,,d326c32d-85d8-44fc-847a-560dac70baa0,111,,,"[32.0, 74.0]",7578,1,,-0.7853982,,,Right Foot,,,"[64.0, 42.0]",,High Pass,45.254833,Incomplete,,,,,,1,Regular Play,Amr Medhat Warda,5253.0,Right Midfield,4,Egypt,774,['61dc9fb5-2d9d-4292-8897-48c3fed12303'],47,,,,,,,,,,,,,,,,,Egypt,774,00:01:47.320,Pass,
,,,,,,,,,,,3.533,,,,,,,,,,,,61dc9fb5-2d9d-4292-8897-48c3fed12303,112,,,"[57.0, 39.0]",7578,1,,0.9357696,,,Right Foot,,,"[85.0, 77.0]",,High Pass,47.201694,Incomplete,Nahitan Michel Nández Acosta,5247.0,,,Recovery,1,Regular Play,José María Giménez de Vargas,5259.0,Right Center Back,4,Egypt,774,"['56b4613b-e336-4f3e-b7eb-b4eda30dacec', '594df421-2308-4870-beb2-3a9fe9c02b81', 'd326c32d-85d8-44fc-847a-560dac70baa0']",50,,,,,,,,,,,,,,,,,Uruguay,783,00:01:50.787,Pass,
,,,,,,,,,,,1.56,,,,,,,,,,,,594df421-2308-4870-beb2-3a9fe9c02b81,114,,,"[36.0, 4.0]",7578,1,,0.15660188,,,Left Foot,,,"[55.0, 7.0]",,Ground Pass,19.235384,,Mahmoud Ibrahim Hassan,5261.0,,,Recovery,1,Regular Play,Mohamed Abdul Shafy Sayed Abouezeid,5263.0,Left Back,4,Egypt,774,"['61dc9fb5-2d9d-4292-8897-48c3fed12303', '7955599d-ec99-4dba-8d73-6e0c1a168a9e']",54,,,,,,,,,,,,,,,,,Egypt,774,00:01:54.320,Pass,
,,,,,,,,,,,2.28,,,,,,,,,,,,860bd4cc-a676-4e76-9788-9e8adcf21d13,120,,,"[57.0, 1.0]",7578,2,,2.868584,,,,,,"[32.0, 8.0]",,High Pass,25.96151,,Ahmed Elsayed Ali Elsayed Hegazy,4063.0,,,Throw-in,1,From Throw In,Mohamed Abdul Shafy Sayed Abouezeid,5263.0,Left Back,5,Egypt,774,['341293a9-234f-4db5-ad4e-5454cce3f4a3'],8,,,,,,,,,,,,,,,,,Egypt,774,00:02:08.960,Pass,
