ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,1.653,,,,,,,,,,,,,33dd01f0-898a-4594-8dd8-b41c7b9658a9,29,,"[28.0, 52.0]",8650,0,,-1.5707964,,,Right Foot,,,,"[28.0, 34.0]",,Ground Pass,18.0,,João Miranda de Souza Filho,5551.0,,,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Brazil,781,['3f5aeba7-e627-45cb-bb89-7bca4440b8a9'],17,,,,,,,,,,,,,,,,,Brazil,781,00:00:17.260,Pass,
,,,,,,,,,,1.573,,,,,,,,,,,,,fe29c69a-069c-4723-8929-fa4d33372559,32,,"[36.0, 33.0]",8650,0,,1.6539376,,,Left Foot,,,,"[35.0, 45.0]",,Ground Pass,12.0415945,,Thiago Emiliano da Silva,3295.0,,,,,,1,From Kick Off,João Miranda de Souza Filho,5551.0,Left Center Back,2,Brazil,781,['19426acb-0c99-41ea-8d25-e3ac48a8858d'],21,,,,,,,,,,,,,,,,,Brazil,781,00:00:21.940,Pass,
,,,,,,,,,,1.573,,,,,,,,,,,,,cfdedd35-6b4a-4625-acfb-ae21563a620d,35,,"[41.0, 51.0]",8650,0,,1.4909663,,,Left Foot,,,,"[43.0, 76.0]",,Ground Pass,25.079872,,Fágner Conserva Lemos,5838.0,,,,,,1,From Kick Off,Thiago Emiliano da Silva,3295.0,Right Center Back,2,Brazil,781,['55e1c90b-5930-4726-95f2-0e50d4676652'],26,,,,,,,,,,,,,,,,,Brazil,781,00:00:26.020,Pass,
,,,,,,,,,,1.093,,,,,,,,,,,,,bcf09721-87d9-4a58-a81e-79ad630e0585,39,,"[44.0, 77.0]",8650,0,,0.08314123,,,Right Foot,,,,"[56.0, 78.0]",,Ground Pass,12.0415945,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,From Kick Off,Fágner Conserva Lemos,5838.0,Right Back,2,Brazil,781,['bf884cb5-3613-4dc5-bb6f-4ad85dee9af4'],28,,,,,,,,,,,,,,,,,Brazil,781,00:00:28.780,Pass,
,,,,,,,,,,2.253,,,,,,,,,,,,,a3b03f76-e64c-4011-a099-173572f3f5e4,46,,"[67.0, 1.0]",8650,0,,2.6066375,,,,,,,"[40.0, 17.0]",,High Pass,31.38471,,Vincent Kompany,3101.0,,,,,Throw-in,1,From Throw In,Jan Vertonghen,3077.0,Left Back,3,Belgium,782,['0b834a50-b63a-4d6e-85ca-16f04480843c'],45,,,,,,,,,,,,,,,,,Belgium,782,00:00:45.460,Pass,
,,,,,,,,,,1.653,,,,,,,,,,,,,6649033d-106b-44e0-8b77-f30a8e33ee99,49,,"[39.0, 22.0]",8650,0,,1.8588518,,,Right Foot,,,,"[31.0, 49.0]",,Ground Pass,28.160255,,Toby Alderweireld,20005.0,,,,,,1,From Throw In,Vincent Kompany,3101.0,Left Center Back,3,Belgium,782,['1e41a1dc-7d90-45f6-8b9d-2eaf4d786b5a'],48,,,,,,,,,,,,,,,,,Belgium,782,00:00:48.820,Pass,
,,,,,,,,,,1.293,,,,,,,,,,,,,e20d26ee-9bb2-44f3-83a0-99c06719b8e2,52,,"[30.0, 51.0]",8650,0,,-1.6183795,,,Right Foot,,,,"[29.0, 30.0]",,Ground Pass,21.023796,,Vincent Kompany,3101.0,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,3,Belgium,782,['b473d726-5be8-435d-8e1d-d669822f463b'],51,,,,,,,,,,,,,,,,,Belgium,782,00:00:51.460,Pass,
,,,,,,,,,,1.333,,,,,,,,,,,,,150dc29f-95ab-4fcf-8902-4048994cc59e,55,,"[29.0, 33.0]",8650,0,,1.487655,,,Right Foot,,,,"[31.0, 57.0]",,Ground Pass,24.083189,,Toby Alderweireld,20005.0,,,,,,1,From Throw In,Vincent Kompany,3101.0,Left Center Back,3,Belgium,782,['8d76677f-fb0f-4a0d-8606-38e991043d9c'],53,,,,,,,,,,,,,,,,,Belgium,782,00:00:53.700,Pass,
,,,,,,,,,,4.733,,,,,,,,,,,,,59d671b8-e286-486f-9808-c7085630eaa9,59,,"[32.0, 61.0]",8650,0,,0.06807646,,,Right Foot,,,,"[120.0, 67.0]",,High Pass,88.20431,Out,Romelu Lukaku Menama,3289.0,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,3,Belgium,782,"['0cb7fe3f-20d0-47ef-88ce-f4eec94aaea5', '78fdb640-8bb0-4e1b-a76e-f014691d8c4f']",57,,,,,,,,,,,,,,,,,Belgium,782,00:00:57.180,Pass,True
,,,,,,,,,,1.893,,,,,,,,,,,,,a0aa8ef0-65c0-4ce6-9c30-5e1db9c8cc26,61,,"[5.0, 39.0]",8650,1,,1.3734008,,,Right Foot,,,,"[10.0, 64.0]",,Ground Pass,25.495098,,Thiago Emiliano da Silva,3295.0,,,,,Goal Kick,1,From Goal Kick,Alisson Ramsés Becker,5547.0,Goalkeeper,4,Brazil,781,['dc612e8d-d69d-4359-be9e-29babc43a037'],12,,,,,,,,,,,,,,,,,Brazil,781,00:01:12.820,Pass,
,,,,,,,,,,1.133,,,,,,,,,,,,,bca97789-7865-4317-b9e5-4ddff7d9cea7,64,,"[9.0, 64.0]",8650,1,,0.62548506,,,Right Foot,,,,"[27.0, 77.0]",,Ground Pass,22.203604,,Fágner Conserva Lemos,5838.0,,,,,,1,From Goal Kick,Thiago Emiliano da Silva,3295.0,Right Center Back,4,Brazil,781,['34dc24ef-37ab-48ca-b726-91010cf35beb'],18,,,,,,,,,,,,,,,,,Brazil,781,00:01:18.500,Pass,
,,,,,,,,,,1.573,,,,,,,,,,,,,f425eb2b-bd9f-4b3d-8ec7-716073e1eeb0,67,,"[29.0, 77.0]",8650,1,,0.071307465,,,Right Foot,,,,"[43.0, 78.0]",,Ground Pass,14.035668,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,From Goal Kick,Fágner Conserva Lemos,5838.0,Right Back,4,Brazil,781,['61681f89-d395-4170-97a6-754317ddc1de'],20,,,,,,,,,,,,,,,,,Brazil,781,00:01:20.420,Pass,
,,,,,,,,,,0.16,,,,,,,,,,,,,64e0a73e-0be1-4a72-98c9-00f343922643,72,,"[47.0, 79.0]",8650,1,,-0.32175055,,,Right Foot,,,,"[50.0, 78.0]",,Ground Pass,3.1622777,Incomplete,,,,,,,,1,From Goal Kick,José Paulo Bezzera Maciel Júnior,5542.0,Right Midfield,4,Brazil,781,['dfdcffeb-ca70-491f-a29a-bd54c7a1f247'],22,,,,,,,,,,,,,,,,,Brazil,781,00:01:22.940,Pass,
,,,,,,,,,,1.0,,,,,,,,,,,,,85b8f61b-b3f7-414a-bce1-5a93214d80a1,74,,"[54.0, 79.0]",8650,1,,-1.19029,,,Right Foot,,,,"[56.0, 74.0]",,High Pass,5.3851647,Incomplete,,,,,,,Recovery,1,From Goal Kick,José Paulo Bezzera Maciel Júnior,5542.0,Right Midfield,4,Brazil,781,['7d322704-a016-4727-9658-0f4fb1f50194'],24,,,,,,,,,,,,,,,,,Brazil,781,00:01:24.460,Pass,
,,,,,,,,,,1.8,,,,,,,,,,,,,7d322704-a016-4727-9658-0f4fb1f50194,75,,"[65.0, 7.0]",8650,1,,0.7086263,,,Left Foot,,,,"[79.0, 19.0]",,High Pass,18.439089,Incomplete,Kevin De Bruyne,3089.0,,,,,Recovery,1,From Goal Kick,Jan Vertonghen,3077.0,Left Back,4,Brazil,781,"['5073d2e1-4dc6-40d5-b04b-cc024073674b', '85b8f61b-b3f7-414a-bce1-5a93214d80a1', '91b644ed-945c-46d1-ae4b-5e794e924e14']",25,,,,,,,,,,,,,,,,,Belgium,782,00:01:25.460,Pass,
,,,,,,,,,,1.0,,,,,,,,,,,,,91b644ed-945c-46d1-ae4b-5e794e924e14,77,,"[42.0, 62.0]",8650,1,,0.4636476,,,Head,,,,"[58.0, 70.0]",,High Pass,17.888544,Incomplete,Willian Borges da Silva,3472.0,,,,,Recovery,1,From Goal Kick,Fernando Luiz Rosa,3054.0,Center Midfield,4,Brazil,781,"['026b7c6c-d0b7-45dd-ada6-0ffe9421d800', '7d322704-a016-4727-9658-0f4fb1f50194', 'a3d2f2c5-aadf-4515-a522-d0c72f9d6089']",27,,,,,,,,,,,,,,,,,Brazil,781,00:01:27.260,Pass,
,,,,,,,,,,2.7,,,,,,,,,,,,,026b7c6c-d0b7-45dd-ada6-0ffe9421d800,80,,"[71.0, 23.0]",8650,1,True,0.7853982,,,,,,,"[79.0, 31.0]",,High Pass,11.313708,Incomplete,Marouane Fellaini-Bakkioui,3296.0,,,,,Recovery,1,From Goal Kick,Jan Vertonghen,3077.0,Left Back,4,Brazil,781,"['23da9d6c-12cb-4d35-81d8-c00a589069c6', '35e59dec-0ad6-4e2d-8b28-10fdcbdbf547', '91b644ed-945c-46d1-ae4b-5e794e924e14', 'b3b1cd01-69a1-43af-a74b-46e26296503f']",28,,,,,,,,,,,,,,,,,Belgium,782,00:01:28.260,Pass,True
,,,,,,,,,,2.533,,,,,,,,,,,,,e44ed6e1-2d58-47ce-96bb-b1c2f516fb26,87,,"[15.0, 57.0]",8650,1,,0.8850668,,,Left Foot,,,,"[33.0, 79.0]",,Ground Pass,28.42534,,Fágner Conserva Lemos,5838.0,,,,,Recovery,1,From Goal Kick,Thiago Emiliano da Silva,3295.0,Right Center Back,4,Brazil,781,['38f5f0e5-6251-4003-a899-ceabf388402e'],54,,,,,,,,,,,,,,,,,Brazil,781,00:01:54.740,Pass,
,,,,,,,,,,1.133,,,,,,,,,,,,,ba04c718-0323-4700-afbb-fbd19a5ae131,91,,"[45.0, 78.0]",8650,1,,-0.066568166,,,Right Foot,,,,"[60.0, 77.0]",,Ground Pass,15.033297,,Willian Borges da Silva,3472.0,,,,,,1,From Goal Kick,Fágner Conserva Lemos,5838.0,Right Back,4,Brazil,781,"['a215cace-ab11-42ff-afa3-f8f3b45386a3', 'b7c2bf65-52d4-417b-bbf5-17e82d6e9ea8']",58,,,,,,,,,,,,,,,,,Brazil,781,00:01:58.700,Pass,True
,,,,,,,,,,4.36,,,,,,,,,,,,,6f291751-1ba3-48e5-bc59-e33d3d64e5dc,97,,"[67.0, 2.0]",8650,2,,2.7610862,,,,,,,"[22.0, 20.0]",,High Pass,48.466484,,Vincent Kompany,3101.0,,,,,Throw-in,1,From Throw In,Jan Vertonghen,3077.0,Left Back,5,Belgium,782,['120e269c-859c-464a-8c8f-b4416f39e3ac'],8,,,,,,,,,,,,,,,,,Belgium,782,00:02:08.380,Pass,
,,,,,,,,,,2.213,,,,,,,,,,,,,7156f329-f0f4-40d0-922a-aee5e570929e,99,,"[22.0, 20.0]",8650,2,,1.5707964,,,Right Foot,,,,"[22.0, 50.0]",,Ground Pass,30.0,,Toby Alderweireld,20005.0,,,,,,1,From Throw In,Vincent Kompany,3101.0,Left Center Back,5,Belgium,782,['653b544f-b23f-4fb9-899f-7b027f595d09'],12,,,,,,,,,,,,,,,,,Belgium,782,00:02:12.740,Pass,
,,,,,,,,,,1.613,,,,,,,,,,,,,5878d955-2e53-4d60-88a2-e52fe3c23903,103,,"[24.0, 52.0]",8650,2,,-1.9347752,,,Right Foot,,,,"[16.0, 31.0]",,Ground Pass,22.472204,,Vincent Kompany,3101.0,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,5,Belgium,782,"['30393288-bbd8-421e-8bf1-dc93b30a9149', '36931d26-2a13-4e14-a30c-faa079ee5e91']",15,,,,,,,,,,,,,,,,,Belgium,782,00:02:15.900,Pass,True
,,,,,,,,,,1.0,,,,,,,,,,,,,7d0cefc2-3f55-4486-8fca-eebbe888dcef,106,,"[16.0, 29.0]",8650,2,,1.5707964,,,Right Foot,,,,"[16.0, 50.0]",,Ground Pass,21.0,,Toby Alderweireld,20005.0,,,,,,1,From Throw In,Vincent Kompany,3101.0,Left Center Back,5,Belgium,782,['ee426677-48b9-464d-9602-4077c334187f'],19,,,,,,,,,,,,,,,,,Belgium,782,00:02:19.580,Pass,
,,,,,,,,,,2.88,,,,,,,,,,,,,66855b2a-5578-4457-a667-2223b8929a77,110,,"[15.0, 50.0]",8650,2,,0.06807646,,,Left Foot,,,,"[59.0, 53.0]",,High Pass,44.102154,,Romelu Lukaku Menama,3289.0,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,5,Belgium,782,['dcd7968e-0018-4d14-9431-f4f73a21f664'],22,,,,,,,,,,,,,,,,,Belgium,782,00:02:22.100,Pass,
,,,,,,,,,,2.653,,,,,,,,,,,,,3bc70355-0c92-4178-b1fb-afecdffdd1a1,112,,"[59.0, 53.0]",8650,2,,1.2252407,,,Head,,,,"[68.0, 78.0]",,High Pass,26.57066,,Thomas Meunier,3176.0,,,,,,1,From Throw In,Romelu Lukaku Menama,3289.0,Right Wing,5,Belgium,782,['ad0f1e00-5ab7-42a5-a2c9-969dfa4911c9'],24,,,,,,,,,,,,,,,,,Belgium,782,00:02:24.980,Pass,
,,,,,,,,,,0.84,,,,,,,,,,,,,5b893dd8-0cfe-4e5e-9f37-3d1830474058,115,,"[68.0, 79.0]",8650,2,,-2.4227626,,,Right Foot,,,,"[60.0, 72.0]",,Ground Pass,10.630146,,Marouane Fellaini-Bakkioui,3296.0,,,,,,1,From Throw In,Thomas Meunier,3176.0,Right Back,5,Belgium,782,['480bdaee-6f10-49db-a0da-66858c2a2a6c'],28,,,,,,,,,,,,,,,,,Belgium,782,00:02:28.980,Pass,
,,,,,,,,,,0.813,,,,,,,,,,,,,60d42abe-7532-4e10-a54f-4c8859518cfb,118,,"[60.0, 72.0]",8650,2,,1.8925469,,,Right Foot,,,,"[58.0, 78.0]",,Ground Pass,6.3245554,,Thomas Meunier,3176.0,,,,,,1,From Throw In,Marouane Fellaini-Bakkioui,3296.0,Right Center Midfield,5,Belgium,782,"['bc3700fe-b375-429b-af57-e239fb81babc', 'f0c008b7-be25-4f11-915f-1382d72f2784']",29,,,,,,,,,,,,,,,,,Belgium,782,00:02:29.820,Pass,True
,,,,,,,,,,4.32,,,,,,,,,,,,,cb961a49-f868-4bed-b6be-8d286af833e7,121,,"[56.0, 79.0]",8650,2,,-2.9488919,,,Right Foot,,,,"[15.0, 71.0]",,Ground Pass,41.773197,,Toby Alderweireld,20005.0,,,,,,1,From Throw In,Thomas Meunier,3176.0,Right Back,5,Belgium,782,"['f0c008b7-be25-4f11-915f-1382d72f2784', 'f36f0c8b-7624-4acc-a32a-5f151bc564ae']",31,,,,,,,,,,,,,,,,,Belgium,782,00:02:31.100,Pass,True
,,,,,,,,,,1.613,,,,,,,,,,,,,5598f163-c6ee-4ae6-98e2-f31fd0ed459f,125,,"[15.0, 69.0]",8650,2,,0.6556956,,,Right Foot,,,,"[28.0, 79.0]",,Ground Pass,16.40122,,Thomas Meunier,3176.0,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,5,Belgium,782,"['1ab55582-4855-4c63-a2a0-eb68a0df35a7', '90cf33c5-9e61-4cb7-83ed-ca765d81dacd']",36,,,,,,,,,,,,,,,,,Belgium,782,00:02:36.420,Pass,True
,,,,,,,,,,1.0,,,,,,,,,,,,,7039a6c7-f6cd-44e2-9f3a-b75d807b5838,131,,"[31.0, 80.0]",8650,2,,-1.6539376,,,,,,,"[30.0, 68.0]",,High Pass,12.0415945,,Axel Witsel,5642.0,,,,,Throw-in,1,From Throw In,Thomas Meunier,3176.0,Right Back,6,Belgium,782,['0a603733-6dbc-4fa1-82f4-f04f076166f4'],42,,,,,,,,,,,,,,,,,Belgium,782,00:02:42.980,Pass,
,,,,,,,,,,0.933,,,,,,,,,,,,,393a559a-4a54-4c5b-a710-fd2a52c47292,133,,"[30.0, 68.0]",8650,2,,1.3734008,,,Right Foot,,,,"[32.0, 78.0]",,Ground Pass,10.198039,,Thomas Meunier,3176.0,,,,,,1,From Throw In,Axel Witsel,5642.0,Center Midfield,6,Belgium,782,['896bb5ad-114e-4e3b-94b7-9d08fbe1f842'],43,,,,,,,,,,,,,,,,,Belgium,782,00:02:43.980,Pass,
,,,,,,,,,,0.853,,,,,,,,,,,,,8f0b5935-19e9-4670-8745-58fd1094b504,140,,"[92.0, 6.0]",8650,2,,1.0390723,,,Left Foot,,,,"[102.0, 23.0]",,Ground Pass,19.723083,,Gabriel Fernando de Jesus,3202.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,7,Brazil,781,['a8bfa44c-5cea-4a7b-af14-8e5b880760d3'],48,,,,,,,,,,,,,,,,,Brazil,781,00:02:48.700,Pass,
