50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,7.893,,,,,,,,,,,,,,eb5ac6af-6533-482e-a0a0-225c41455f17,3996,,,7585,120,,,,,,,,,,,,,,,,,,5,Regular Play,,,,212,England,768,['a7dfa7a1-419a-4025-98fa-b1726f00ee86'],0,,,,,,,,,,,,,,,,,,,England,768,00:00:00.000,Half Start,
,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,a7dfa7a1-419a-4025-98fa-b1726f00ee86,3997,,,7585,120,,,,,,,,,,,,,,,,,,5,Regular Play,,,,212,England,768,['eb5ac6af-6533-482e-a0a0-225c41455f17'],0,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,d4883f20-ce68-4f84-b26a-a049a13cb6be,5,,"[60.0, 40.0]",7585,0,,3.041924,,,Left Foot,,,"[50.0, 41.0]",,Ground Pass,10.049875,,Juan Fernando Quintero Paniagua,5692.0,,,Kick Off,1,From Kick Off,Radamel Falcao García Zárate,3445.0,Left Center Forward,2,Colombia,769,['5fc9acb8-88c3-4cfb-ad9c-fc250c0dffde'],0,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:00.240,Pass,
,,,,,,,,,,,,,1.32,,,,,,,,,,,,,,9bdb71f9-c87b-4a66-96f0-def5312ca921,9,,"[51.0, 40.0]",7585,0,,1.849096,,,Left Foot,,,"[47.0, 54.0]",,Ground Pass,14.56022,,Carlos Alberto Sánchez Moreno,5685.0,,,,1,From Kick Off,Juan Fernando Quintero Paniagua,5692.0,Center Attacking Midfield,2,Colombia,769,"['05d8e5e5-37fe-4bad-8b21-2dbdff9b56d2', 'a3300067-d4d2-43ef-bc96-239b4aebc98f']",2,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:02.120,Pass,True
,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,6cb0d85d-bd14-42e3-9c2d-7f99ce437796,12,,"[49.0, 55.0]",7585,0,,0.98279375,,,Right Foot,,,"[65.0, 79.0]",,Ground Pass,28.84441,,Santiago Arias Naranjo,5696.0,,,,1,From Kick Off,Carlos Alberto Sánchez Moreno,5685.0,Right Center Midfield,2,Colombia,769,['0cf688d1-8134-4338-a5ea-e8d58dc5719e'],4,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:04.200,Pass,
,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,f8494960-ec60-4fa4-a565-b3c89757e92b,16,,"[66.0, 78.0]",7585,0,,-0.5645694,,,Right Foot,,,"[96.0, 59.0]",,High Pass,35.510563,Incomplete,,,,,,1,From Kick Off,Santiago Arias Naranjo,5696.0,Right Back,2,Colombia,769,"['8c4a54c0-1df5-4c4a-ad8e-8afe086b9648', 'd926ec5d-b9f7-43f8-97cd-43632bcd3cb9']",6,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:06.720,Pass,True
,,,,,,,,,,,,,2.56,,,,,,,,,,,,,,d926ec5d-b9f7-43f8-97cd-43632bcd3cb9,17,,"[25.0, 22.0]",7585,0,,-1.2341216,,,Head,,,"[32.0, 2.0]",,High Pass,21.189621,,Bamidele Alli,3094.0,,,Recovery,1,From Kick Off,Harry Maguire,3336.0,Left Center Back,2,Colombia,769,"['34dd393c-200e-4244-8f40-5ec7f0c369c8', 'f8494960-ec60-4fa4-a565-b3c89757e92b']",8,,,,,,,,,,,,,,,,,,,England,768,00:00:08.520,Pass,
,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,9b85733f-f9cc-4dbf-9890-afa866efddb4,20,,"[32.0, 2.0]",7585,0,,2.0074234,,,Right Foot,,,"[25.0, 17.0]",,Ground Pass,16.552946,Incomplete,Jordan Brian Henderson,3532.0,,,,1,From Kick Off,Bamidele Alli,3094.0,Left Attacking Midfield,2,Colombia,769,"['02765261-9d69-4030-bbad-64752e3a65c3', '39ee7720-def3-4d8f-b9eb-6baec3a90487', 'f708f267-cea3-4636-9a0f-6692350e17a4']",11,,,,,,,,,,,,,,,,,,,England,768,00:00:11.080,Pass,True
,,,,,,,,,,,,,0.653,,,,,,,,,,,,,,32082c6b-42b8-489f-bf18-bfc70daa9989,24,,"[95.0, 64.0]",7585,0,,1.815775,,,Right Foot,,,"[92.0, 76.0]",,Ground Pass,12.369317,,Santiago Arias Naranjo,5696.0,,,,1,From Kick Off,Juan Guillermo Cuadrado Bello,5689.0,Right Center Forward,2,Colombia,769,['88e04cc4-52ac-47e5-8ee9-4bc11d1fc03c'],12,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:12.640,Pass,
,,,,,,,,,,,,,0.933,,,,,,,,,,,,,,b1c5e067-8adb-4291-af9c-5de3c5902d25,28,,"[89.0, 66.0]",7585,0,,-1.4994888,,,Left Foot,,,"[90.0, 52.0]",,Ground Pass,14.035668,Incomplete,Radamel Falcao García Zárate,3445.0,,,,1,From Kick Off,Santiago Arias Naranjo,5696.0,Right Back,2,Colombia,769,"['0cac6495-0ed6-498b-9e5a-b6ad12ff0810', '4702ba07-f331-4911-a66a-2c57097ede06', 'e4d0f975-57f8-49b4-b04c-6d67430849ce']",14,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:14.640,Pass,True
,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,6c0e9934-d954-4150-b8a4-293209e8a06e,33,,"[32.0, 26.0]",7585,0,,0.4636476,,,Right Foot,,,"[36.0, 28.0]",,Ground Pass,4.472136,,Bamidele Alli,3094.0,,,,1,Regular Play,Jesse Lingard,3293.0,Right Attacking Midfield,3,England,768,"['12b374bc-ad5c-46d6-ada6-1af3fd680211', '5b8d4390-6832-40da-a433-090dab3a36bc']",16,,,,,,,,,,,,,,,,,,,England,768,00:00:16.520,Pass,True
,,,,,,,,,,,,,1.693,,,,,,,,,,,,,,9e9a7ac6-c840-4f35-907d-dcf5506e5364,37,,"[36.0, 19.0]",7585,0,,-1.076855,,,Right Foot,,,"[43.0, 6.0]",,Ground Pass,14.764823,,Harry Kane,10955.0,,,,1,Regular Play,Bamidele Alli,3094.0,Left Attacking Midfield,3,England,768,"['51c4e1d4-db2f-4339-870d-3194c4d84541', '5557cc83-e535-4346-8337-2878578cdb92']",17,,,,,,,,,,,,,,,,,,,England,768,00:00:17.600,Pass,True
,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,b1c35415-0533-49dd-ba1b-43a7f53ee99b,43,,"[47.0, 66.0]",7585,0,,-1.8692952,,,Right Foot,,,"[35.0, 27.0]",,Ground Pass,40.804413,,Davinson Sánchez Mina,3494.0,,,,1,Regular Play,Yerry Fernando Mina González,6196.0,Right Center Back,4,Colombia,769,['bbb719b1-09d9-4363-9235-4aa8db799512'],27,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:27.840,Pass,
,,,,,,,,,,,,,1.44,,,,,,,,,,,,,,740d9ece-9bdd-456f-93b8-39851f1af328,46,,"[36.0, 31.0]",7585,0,,1.3876855,,,Right Foot,,,"[41.0, 58.0]",,Ground Pass,27.45906,,Yerry Fernando Mina González,6196.0,,,,1,Regular Play,Davinson Sánchez Mina,3494.0,Left Center Back,4,Colombia,769,['630cabe6-b969-4d1d-a213-d463efe24749'],33,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:33.160,Pass,
,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,7e2e9cdb-334d-4324-a4cb-4f078311f482,49,,"[42.0, 58.0]",7585,0,,0.7853982,,,Right Foot,,,"[49.0, 65.0]",,Ground Pass,9.899495,,Carlos Alberto Sánchez Moreno,5685.0,,,,1,Regular Play,Yerry Fernando Mina González,6196.0,Right Center Back,4,Colombia,769,['b7e40ec3-d929-48ee-903e-29ad7bd1903f'],35,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:35.640,Pass,
,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,01805b9c-4a96-4630-ab0b-5268dfc074ed,53,,"[48.0, 61.0]",7585,0,,-2.7985687,,,Right Foot,,,"[34.0, 56.0]",,Ground Pass,14.866069,,Yerry Fernando Mina González,6196.0,,,,1,Regular Play,Carlos Alberto Sánchez Moreno,5685.0,Right Center Midfield,4,Colombia,769,"['1ec458bf-d2f6-4950-a938-21694f3986e3', '507b9259-635e-4fb7-92f8-d68a014b523c']",38,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:38.560,Pass,True
,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,b4d8569c-7a21-4085-99fd-bcce747273ba,56,,"[34.0, 56.0]",7585,0,,-1.849096,,,Right Foot,,,"[26.0, 28.0]",,Ground Pass,29.12044,,Davinson Sánchez Mina,3494.0,,,,1,Regular Play,Yerry Fernando Mina González,6196.0,Right Center Back,4,Colombia,769,['1560bf01-ebba-4222-8088-a27e3496e084'],41,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:41.680,Pass,
,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,b7d557fa-b293-44e9-95b1-3abefdf1f22d,59,,"[26.0, 25.0]",7585,0,,-0.7631796,,,Right Foot,,,"[49.0, 3.0]",,Ground Pass,31.827662,,Jefferson Andrés Lerma Solís,5678.0,,,,1,Regular Play,Davinson Sánchez Mina,3494.0,Left Center Back,4,Colombia,769,['d624744c-8748-46e4-a5ec-faea0e2bba5e'],44,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:44.600,Pass,
,,,,,,,,,,,,,1.72,,,,,,,,,,,,,,6ea6ac47-6be2-4d01-9fbf-c6250221b373,62,,"[45.0, 3.0]",7585,0,,3.0828369,,,Right Foot,,,"[28.0, 4.0]",,Ground Pass,17.029387,,Davinson Sánchez Mina,3494.0,,,,1,Regular Play,Jefferson Andrés Lerma Solís,5678.0,Left Center Midfield,4,Colombia,769,['526f7f26-9383-4cd1-9b34-d84de0abf5b2'],47,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:47.640,Pass,
,,,,,,,,,,,,,6.013,,,,,,,,,,,,,,9f0c7a0e-6876-41b9-b3e2-119e8bef75c1,66,,"[30.0, 5.0]",7585,0,,0.4636476,,,Left Foot,,,"[98.0, 39.0]",,High Pass,76.02631,Incomplete,,,,,,1,Regular Play,Davinson Sánchez Mina,3494.0,Left Center Back,4,Colombia,769,"['5ff103a2-3bc0-48d2-a671-c6be77041948', '908a9188-11e0-4877-a8f1-39e9bec71fb8']",50,,,,,,,,,,,,,,,,,,,Colombia,769,00:00:50.280,Pass,True
,,,,,,,,,,,,,1.173,,,,,,,,,,,,,,69ee621f-4f76-490d-b2f3-cd1967ffc3f6,69,,"[20.0, 40.0]",7585,0,,0.86217004,,,Left Foot,,,"[26.0, 47.0]",,Ground Pass,9.219544,,John Stones,3244.0,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,5,England,768,['3132597d-9093-47d5-8267-5ccf2e90d4f0'],57,,,,,,,,,,,,,,,,,,,England,768,00:00:57.720,Pass,
,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,361228a9-180c-4693-bdb1-e9ca350711ab,72,,"[28.0, 49.0]",7585,1,,0.22679885,,,Right Foot,,,"[41.0, 52.0]",,Ground Pass,13.341664,,Jordan Brian Henderson,3532.0,,,,1,Regular Play,John Stones,3244.0,Center Back,5,England,768,['085f93dc-0c7d-4911-8a07-da78bc3a3338'],0,,,,,,,,,,,,,,,,,,,England,768,00:01:00.560,Pass,
,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,25d781ad-d670-4620-b672-83512e3396b5,74,,"[40.0, 52.0]",7585,1,,-2.2896264,,,Right Foot,,,"[33.0, 44.0]",,Ground Pass,10.630146,,John Stones,3244.0,,,,1,Regular Play,Jordan Brian Henderson,3532.0,Center Defensive Midfield,5,England,768,['3dc1d9bc-b667-4fc6-b29a-d36733e6de37'],1,,,,,,,,,,,,,,,,,,,England,768,00:01:01.840,Pass,
,,,,,,,,,,,,,1.48,,,,,,,,,,,,,,f3c9f183-982d-4ef0-b2fe-2f94066c7673,77,,"[40.0, 35.0]",7585,1,,1.0714496,,,Right Foot,,,"[58.0, 68.0]",,Low Pass,37.589893,,Jesse Lingard,3293.0,,,,1,Regular Play,John Stones,3244.0,Center Back,5,England,768,['a1b419f2-d199-41cf-847b-ae185b9e393b'],8,,,,,,,,,,,,,,,,,,,England,768,00:01:08.040,Pass,
,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,22bd4f9e-51b5-40d8-a43c-ee158b319161,79,,"[58.0, 68.0]",7585,1,,-2.9229238,,,Right Foot,,,"[49.0, 66.0]",,Ground Pass,9.219544,,Kyle Walker,3205.0,,,,1,Regular Play,Jesse Lingard,3293.0,Right Attacking Midfield,5,England,768,['acb0dbdb-17a6-416d-aedc-bacb395be233'],9,,,,,,,,,,,,,,,,,,,England,768,00:01:09.520,Pass,
,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,5017b43b-363d-4b90-b63c-6545a012a70d,81,,"[45.0, 65.0]",7585,1,,-1.833791,,,Right Foot,,,"[38.0, 39.0]",,Ground Pass,26.925823,,John Stones,3244.0,,,,1,Regular Play,Kyle Walker,3205.0,Right Center Back,5,England,768,['7c1915f7-e17c-4c6f-8862-c83df1227d13'],11,,,,,,,,,,,,,,,,,,,England,768,00:01:11.440,Pass,
,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,1ea68aa3-f5e5-4bd3-99d0-2f2926835b39,84,,"[37.0, 41.0]",7585,1,,-1.1324598,,,Right Foot,,,"[52.0, 9.0]",,Ground Pass,35.341194,,Harry Maguire,3336.0,,,,1,Regular Play,John Stones,3244.0,Center Back,5,England,768,['690f905c-44c7-4a7d-9b23-2531599c897b'],14,,,,,,,,,,,,,,,,,,,England,768,00:01:14.120,Pass,
,,,,,,,,,,,,,1.24,,,,,,,,,,,,,,b0a1b81f-2457-4e27-8bbf-2013828612b4,87,,"[53.0, 11.0]",7585,1,,0.39479113,,,Right Foot,,,"[65.0, 16.0]",,Ground Pass,13.0,,Bamidele Alli,3094.0,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,5,England,768,"['6cd243ef-fb92-41e8-a20b-c68986633cbe', '9ec358ee-475f-4759-ac84-fb0a1c3173be']",16,,,,,,,,,,,,,,,,,,,England,768,00:01:16.240,Pass,True
,,,,,,,,,,,,,0.693,,,,,,,,,,,,,,5e0d6a9b-2c71-43a0-9298-26d3877c73c7,90,,"[64.0, 15.0]",7585,1,,-1.4940244,,,Right Foot,,,"[65.0, 2.0]",,Ground Pass,13.038404,,Ashley Young,3612.0,,,,1,Regular Play,Bamidele Alli,3094.0,Left Attacking Midfield,5,England,768,"['43c48502-7900-4806-b295-88279a6e0831', 'a983d686-f28c-4dfb-ae94-eabc46512690']",17,,,,,,,,,,,,,,,,,,,England,768,00:01:17.480,Pass,True
,,,,,,,,,,,,,2.32,,,,,,,,,,,,,,2acec619-2d4a-40cd-97bc-3b8980d9072a,94,,"[59.0, 3.0]",7585,1,,3.050933,,,Right Foot,,,"[37.0, 5.0]",,Ground Pass,22.090721,,Harry Maguire,3336.0,,,,1,Regular Play,Ashley Young,3612.0,Left Midfield,5,England,768,"['0732c537-0b95-45bf-b903-9cba65859128', 'ffea0efe-2d4a-45f2-b98f-ad9e0558bfef']",19,,,,,,,,,,,,,,,,,,,England,768,00:01:19.360,Pass,True
,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,ac541425-83f8-4b6e-b5e2-508db4ad185a,97,,"[38.0, 5.0]",7585,1,,2.2097104,,,Right Foot,,,"[12.0, 40.0]",,Ground Pass,43.60046,,Jordan Pickford,3468.0,,,,1,Regular Play,Harry Maguire,3336.0,Left Center Back,5,England,768,"['034d2375-7b61-4a2c-9ca8-9e370c93f532', '232cf2e5-89f6-448f-9a4d-af3b9c463133']",21,,,,,,,,,,,,,,,,,,,England,768,00:01:21.680,Pass,True
,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,b9d9740c-dcb3-4842-b7e5-c528d55e0c48,100,,"[13.0, 40.0]",7585,1,,1.0191413,,,Left Foot,,,"[37.0, 79.0]",,Ground Pass,45.79301,,Kieran Trippier,3308.0,,,,1,Regular Play,Jordan Pickford,3468.0,Goalkeeper,5,England,768,['8aa4471c-4ffd-450a-b1d0-b97ea20db71e'],25,,,,,,,,,,,,,,,,,,,England,768,00:01:25.480,Pass,
,,,,,,,,,,,,,1.933,,,,,,,,,,,,,,2cd74659-c553-4905-a318-e3108a276f5d,103,,"[37.0, 79.0]",7585,1,,-1.7955076,,,Right Foot,,,"[29.0, 44.0]",,Ground Pass,35.902645,,John Stones,3244.0,,,,1,Regular Play,Kieran Trippier,3308.0,Right Midfield,5,England,768,['4a5018c3-827d-4b52-8551-6e12f01291c5'],30,,,,,,,,,,,,,,,,,,,England,768,00:01:30.000,Pass,
,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,e9af9b30-6af0-425a-95da-00dd8d1c620f,106,,"[44.0, 40.0]",7585,1,,-0.4444192,,,Right Foot,,,"[65.0, 30.0]",,Ground Pass,23.259407,,Raheem Sterling,3233.0,,,,1,Regular Play,John Stones,3244.0,Center Back,5,England,768,['1177124c-e3a2-428c-9291-97fbc4179a31'],35,,,,,,,,,,,,,,,,,,,England,768,00:01:35.920,Pass,
,,,,,,,,,,,,,2.88,,,,,,,,,,,,,,d2791af5-0a21-4476-be1f-e680a76176ab,111,,"[48.0, 43.0]",7585,1,,-1.1401038,,,Right Foot,,,"[65.0, 6.0]",,Ground Pass,40.718548,Incomplete,,,,,Recovery,1,Regular Play,Wílmar Enrique Barrios Terán,5686.0,Center Defensive Midfield,5,England,768,['d13e436e-6669-4c0b-855d-869969aa32c0'],39,,,,,,,,,,,,,,,,,,,Colombia,769,00:01:39.800,Pass,
,,,,,,,,,,,,,1.28,,,,,,,,,,,,,,c998d785-f16f-48dd-b65f-eb6f6c835aad,114,,"[66.0, 78.0]",7585,1,,-0.90975314,,,Right Foot,,,"[87.0, 51.0]",,Ground Pass,34.20526,,Harry Kane,10955.0,,,,1,Regular Play,Kyle Walker,3205.0,Right Center Back,5,England,768,['e54024da-4d57-42da-89f4-edb84f46d939'],44,,,,,,,,,,,,,,,,,,,England,768,00:01:44.920,Pass,
,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,cbe61e6e-672f-41db-8759-d583c258a710,117,,"[88.0, 55.0]",7585,1,,1.1071488,,,Right Foot,,,"[97.0, 73.0]",,Ground Pass,20.12461,,Raheem Sterling,3233.0,,,,1,Regular Play,Harry Kane,10955.0,Left Center Forward,5,England,768,"['54d47bbe-b9ff-48e6-8748-78c8eeb18977', 'acf705fd-0a71-4ce0-becd-231ed429f3a4']",46,,,,,,,,,,,,,,,,,,,England,768,00:01:46.200,Pass,True
