50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,1.84,,,,,,,,,,,7d4e8fc9-412b-40fe-a42e-9395b80bcd0c,15,,"[56.0, 70.0]",7572,0,,-1.9974238,,,Right Foot,,,,"[41.0, 37.0]",,Ground Pass,36.249138,,Jan Bednarek,4626.0,,,,1,From Throw In,Kamil Glik,3034.0,Right Center Back,3,Poland,789,['6f5a7460-266c-418d-a5e5-cbfc1b8a9339'],17,,,,,,,,,,,,,,,,,Poland,789,00:00:17.170,Pass,
,,,,,,,,,,,3.08,,,,,,,,,,,e11701d9-d876-41f1-b9c4-c4213a843a04,19,,"[42.0, 39.0]",7572,0,,1.6495802,,,Right Foot,,,,"[39.0, 77.0]",,Ground Pass,38.118237,,Kamil Glik,3034.0,,,,1,From Throw In,Jan Bednarek,4626.0,Left Center Back,3,Poland,789,"['63bdec36-2d6b-426d-ab8a-2205b61714e7', 'e36a8350-82a5-45c5-b286-4ef167b6728b']",19,,,,,,,,,,,,,,,,,Poland,789,00:00:19.970,Pass,True
,,,,,,,,,,,2.213,,,,,,,,,,,07c300ed-5ef1-4645-b79e-461b094a6008,23,,"[40.0, 77.0]",7572,0,,-0.027020449,,,Right Foot,,,,"[77.0, 76.0]",,High Pass,37.01351,Incomplete,Rafał Kurzawa,6336.0,,,,1,From Throw In,Kamil Glik,3034.0,Right Center Back,3,Poland,789,"['0a14b297-8552-4486-88d5-5b66b4351e6a', '96049b86-d636-444e-ba8d-52f8e8e6ee13', 'c3a4525d-79c2-4a08-b276-790c2b92f44e']",23,,,,,,,,,,,,,,,,,Poland,789,00:00:23.250,Pass,True
,,,,,,,,,,,3.96,,,,,,,,,,,6b02afc6-2bd9-4c2e-ae03-c6336ee5852a,28,,"[51.0, 2.0]",7572,0,,0.44075084,,,Left Foot,,,,"[104.0, 27.0]",,High Pass,58.60034,Incomplete,Shinji Okazaki,3810.0,,,,1,From Throw In,Yuto Nagatomo,5690.0,Left Back,3,Poland,789,"['7c26984a-7070-4149-97e4-b785b2d01a44', 'd4de09e7-de47-4850-bc19-5e078f98cb89', 'e16da1ee-c737-417a-81ce-2014e1815687']",26,,,,,,,,,,,,,,,,,Japan,778,00:00:26.650,Pass,True
,,,,,,,,,,,5.08,,,,,,,,,,,24f5e3b6-50e8-46e9-a677-7a0610b60127,32,,"[21.0, 56.0]",7572,0,,0.38687572,,,Right Foot,,,,"[75.0, 78.0]",,High Pass,58.30952,Incomplete,Piotr Zieliński,5660.0,,,,1,From Keeper,Łukasz Fabiański,3262.0,Goalkeeper,4,Poland,789,"['a3465219-c8dc-4652-afca-4f67cc1a33a5', 'a3c893e0-1f7e-45d9-8963-742aed785749']",32,,,,,,,,,,,,,,,,,Poland,789,00:00:32.490,Pass,
,,,,,,,,,,,1.44,,,,,,,,,,,a3c893e0-1f7e-45d9-8963-742aed785749,34,,"[46.0, 3.0]",7572,0,,2.158799,,,Head,,,,"[44.0, 6.0]",,High Pass,3.6055512,Incomplete,,,,,Recovery,1,From Keeper,Yuto Nagatomo,5690.0,Left Back,4,Poland,789,"['24f5e3b6-50e8-46e9-a677-7a0610b60127', '62ed6923-ac80-45e9-b488-b48e4ac05bae']",37,,,,,,,,,,,,,,,,,Japan,778,00:00:37.570,Pass,
,,,,,,,,,,,0.92,,,,,,,,,,,62ed6923-ac80-45e9-b488-b48e4ac05bae,35,,"[77.0, 75.0]",7572,0,,0.11065722,,,Right Foot,,,,"[86.0, 76.0]",,Low Pass,9.055386,,Piotr Zieliński,5660.0,,,Interception,1,From Keeper,Kamil Grosicki,5667.0,Right Wing,4,Poland,789,"['81218c16-e38d-4fa0-beb1-72eed7fc8b85', 'a3c893e0-1f7e-45d9-8963-742aed785749']",39,,,,,,,,,,,,,,,,,Poland,789,00:00:39.010,Pass,
,,,,,,,,,,,0.8,,,,,,,,,,,ce3d083b-fb88-419e-b140-0e8ee32609f7,39,,"[86.0, 76.0]",7572,0,,-1.4464413,,,Right Foot,,,,"[87.0, 68.0]",,Ground Pass,8.062258,,Robert Lewandowski,5668.0,,,,1,From Keeper,Piotr Zieliński,5660.0,Center Attacking Midfield,4,Poland,789,"['0fa474cd-d2fd-4dcc-875d-2b0d4c974e6c', '128e7058-6a5a-4eaf-b698-971b65a6ee9c']",40,,,,,,,,,,,,,,,,,Poland,789,00:00:40.130,Pass,True
,,,,,,,,,,,1.0,,,,,,,,,,,25bd3ab8-3344-4802-9d45-9d7c4e28c9e8,42,,"[88.0, 66.0]",7572,0,,2.896614,,,Right Foot,,,,"[84.0, 67.0]",,Ground Pass,4.1231055,,Piotr Zieliński,5660.0,,,,1,From Keeper,Robert Lewandowski,5668.0,Center Forward,4,Poland,789,['312e0a9b-5266-473f-9b2f-8794e559b6a8'],41,,,,,,,,,,,,,,,,,Poland,789,00:00:41.490,Pass,
,,,,,,,,,,,2.32,,,,,,,,,,,f2d80600-6958-45a1-b70d-b08dcfa52cca,47,,"[81.0, 63.0]",7572,0,,-1.8788491,,,Left Foot,,,,"[67.0, 19.0]",,Ground Pass,46.173584,,Artur Jędrzejczyk,4685.0,,True,,1,From Keeper,Piotr Zieliński,5660.0,Center Attacking Midfield,4,Poland,789,"['910438ea-5521-472d-b686-3d6fb31568c5', 'cb42eb06-0dc0-4385-96df-4491213e3228']",43,,,,,,,,,,,,,,,,,Poland,789,00:00:43.850,Pass,True
,,,,,,,,,,,1.8,,,,,,,,,,,4993e5fa-cec4-486c-8a82-1e9b3350d949,50,,"[73.0, 18.0]",7572,0,,0.24497867,,,Right Foot,,,,"[101.0, 25.0]",,Ground Pass,28.86174,,Kamil Grosicki,5667.0,,,,1,From Keeper,Artur Jędrzejczyk,4685.0,Left Back,4,Poland,789,['b52c351d-daa6-4941-90bc-cc0a6f018b76'],48,,,,,,,,,,,,,,,,,Poland,789,00:00:48.410,Pass,
,,,,,,,,,,,0.373,,,,,,,,,,,8a41cbcb-6a58-4b65-9e87-ea91cff355b8,54,,"[106.0, 20.0]",7572,0,,0.98279375,,,Left Foot,,,,"[108.0, 23.0]",,Ground Pass,3.6055512,Incomplete,,,,,,1,From Keeper,Kamil Grosicki,5667.0,Right Wing,4,Poland,789,"['2dee2e89-4270-45f5-b20b-3a3b248d0b80', '63668733-cd92-4de7-8d8b-044775fd339a']",51,,,,,,,,,,,,,,,,,Poland,789,00:00:51.930,Pass,True
,,,,,,,,,,,1.28,,,,,,,,,,,a3ba5b7e-7418-4516-a45f-a96d69756775,56,,"[119.0, 2.0]",7572,1,,1.7405746,,,Left Foot,True,,,"[113.0, 37.0]",,High Pass,35.510563,Incomplete,Bartosz Bereszyński,5673.0,,,Corner,1,From Corner,Rafał Kurzawa,6336.0,Left Wing,5,Poland,789,"['1b77d1cf-a3d5-450f-b19f-5dc08226b58b', '71109c4c-7e50-457d-b5f3-2b6632e53c7b']",20,,,,,,,,,,,,,,,,,Poland,789,00:01:20.810,Pass,
,,,,,,,,,,,5.08,,,,,,,,,,,38019b96-2359-4076-9244-d61865656757,59,,"[19.0, 54.0]",7572,1,,0.066568166,,,Right Foot,,,,"[64.0, 57.0]",,High Pass,45.099888,Incomplete,,,,,Recovery,1,From Corner,Takashi Usami,6191.0,Left Midfield,5,Poland,789,['b1569f65-37da-43a9-9a45-5564c3e50017'],23,,,,,,,,,,,,,,,,,Japan,778,00:01:23.130,Pass,
,,,,,,,,,,,3.6,,,,,,,,,,,b1569f65-37da-43a9-9a45-5564c3e50017,60,,"[57.0, 24.0]",7572,1,,2.847358,,,Right Foot,,,,"[24.0, 34.0]",,Ground Pass,34.48188,,Łukasz Fabiański,3262.0,,,Recovery,1,From Corner,Jacek Góralski,6195.0,Left Defensive Midfield,5,Poland,789,"['38019b96-2359-4076-9244-d61865656757', '95392b9b-df95-4551-972f-ef650ec96f7b']",28,,,,,,,,,,,,,,,,,Poland,789,00:01:28.210,Pass,
,,,,,,,,,,,1.96,,,,,,,,,,,ff11cbdc-c073-4964-83b2-57e94e2eff91,63,,"[25.0, 34.0]",7572,1,,-0.87090343,,,Right Foot,,,,"[41.0, 15.0]",,Ground Pass,24.839485,,Jacek Góralski,6195.0,,,,1,From Corner,Łukasz Fabiański,3262.0,Goalkeeper,5,Poland,789,['667b444e-ca01-410c-b877-087e2ca4acae'],33,,,,,,,,,,,,,,,,,Poland,789,00:01:33.970,Pass,
,,,,,,,,,,,0.92,,,,,,,,,,,961182f3-cc50-4eb8-89de-d9557cda0e72,66,,"[34.0, 19.0]",7572,1,,1.012197,,,Left Foot,,,,"[39.0, 27.0]",,Ground Pass,9.433981,,Jan Bednarek,4626.0,,,,1,From Corner,Jacek Góralski,6195.0,Left Defensive Midfield,5,Poland,789,['bb9a45b3-052c-4237-a8e6-59120c8503fa'],39,,,,,,,,,,,,,,,,,Poland,789,00:01:39.090,Pass,
,,,,,,,,,,,1.2,,,,,,,,,,,5c8e17c7-1211-4fa2-993d-c637f5376269,70,,"[39.0, 27.0]",7572,1,,-1.4382448,,,Left Foot,,,,"[41.0, 12.0]",,Ground Pass,15.132746,,Jacek Góralski,6195.0,,,,1,From Corner,Jan Bednarek,4626.0,Left Center Back,5,Poland,789,"['a282f7b3-5efd-47b2-9b4e-fc4e213c8205', 'b3f4d780-b99c-42e5-b33c-5f3aa77f6535']",40,,,,,,,,,,,,,,,,,Poland,789,00:01:40.490,Pass,True
,,,,,,,,,,,1.84,,,,,,,,,,,c05c5413-41ec-41a3-a2da-279925a4421a,74,,"[41.0, 12.0]",7572,1,,2.5917394,,,Right Foot,,,,"[10.0, 31.0]",,Ground Pass,36.359318,,Łukasz Fabiański,3262.0,,,,1,From Corner,Jacek Góralski,6195.0,Left Defensive Midfield,5,Poland,789,"['7eb1b44b-c656-4cff-9379-087f925bb58a', 'b9025e15-0877-4ce5-a73d-366ec7b1254c']",41,,,,,,,,,,,,,,,,,Poland,789,00:01:41.850,Pass,True
,,,,,,,,,,,1.68,,,,,,,,,,,7842a88d-041d-4f7c-8947-ab3ee578efca,77,,"[10.0, 32.0]",7572,1,,1.1737169,,,Right Foot,,,,"[23.0, 63.0]",,Ground Pass,33.61547,,Kamil Glik,3034.0,,,,1,From Corner,Łukasz Fabiański,3262.0,Goalkeeper,5,Poland,789,['c7f61409-96b8-4886-9c9c-c713ebda3d05'],45,,,,,,,,,,,,,,,,,Poland,789,00:01:45.090,Pass,
,,,,,,,,,,,1.56,,,,,,,,,,,53cc3c87-61dd-4c94-b230-ea9523baf9a8,81,,"[23.0, 63.0]",7572,1,,-2.3276308,,,Right Foot,,,,"[6.0, 45.0]",,Low Pass,24.758837,,Łukasz Fabiański,3262.0,,,,1,From Corner,Kamil Glik,3034.0,Right Center Back,5,Poland,789,"['02c1f794-446e-40b6-8336-bac45f3979ef', '9229a3f5-8106-4736-83eb-55dfc1b0ec24']",47,,,,,,,,,,,,,,,,,Poland,789,00:01:47.610,Pass,True
,,,,,,,,,,,2.08,,,,,,,,,,,cb70847c-7573-4c14-8322-15debb76d074,84,,"[10.0, 45.0]",7572,1,,-1.1383885,,,Right Foot,,,,"[22.0, 19.0]",,Ground Pass,28.635643,,Jan Bednarek,4626.0,,,,1,From Corner,Łukasz Fabiański,3262.0,Goalkeeper,5,Poland,789,['be10e5b7-1f59-4250-99f0-19d068f5b87c'],53,,,,,,,,,,,,,,,,,Poland,789,00:01:53.130,Pass,
,,,,,,,,,,,1.76,,,,,,,,,,,ac5e36e2-a028-482b-bf44-6449deeb4e4d,87,,"[22.0, 19.0]",7572,1,,1.8370484,,,Right Foot,,,,"[19.0, 30.0]",,Ground Pass,11.401754,,Grzegorz Krychowiak,3637.0,,,,1,From Corner,Jan Bednarek,4626.0,Left Center Back,5,Poland,789,['e8db3706-6a3b-4ec7-9873-155226768750'],56,,,,,,,,,,,,,,,,,Poland,789,00:01:56.570,Pass,
,,,,,,,,,,,1.84,,,,,,,,,,,ac7a4908-b468-46f8-a6de-b001e1645eb4,90,,"[23.0, 32.0]",7572,2,,1.3734008,,,Right Foot,,,,"[32.0, 77.0]",,Ground Pass,45.891174,,Kamil Glik,3034.0,,True,,1,From Corner,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,5,Poland,789,['667b19b9-a786-4d36-979b-24ac2d3407d5'],0,,,,,,,,,,,,,,,,,Poland,789,00:02:00.570,Pass,
,,,,,,,,,,,1.0,,,,,,,,,,,ccbb2f68-5456-4346-a7a1-fd9c2c490a73,93,,"[38.0, 77.0]",7572,2,,0.14888994,,,Right Foot,,,,"[58.0, 80.0]",,Ground Pass,20.22375,Out,Bartosz Bereszyński,5673.0,,,,1,From Corner,Kamil Glik,3034.0,Right Center Back,5,Poland,789,['b3e592aa-e7b0-43a8-a801-c63995623950'],3,,,,,,,,,,,,,,,,,Poland,789,00:02:03.370,Pass,
,,,,,,,,,,,1.173,,,,,,,,,,,4c1fbd5c-df73-4b5b-8f81-0edcb1e7b5e0,96,,"[69.0, 1.0]",7572,2,,0.34302393,,,,,,,"[83.0, 6.0]",,High Pass,14.866069,,Shinji Okazaki,3810.0,,,Throw-in,1,From Throw In,Yuto Nagatomo,5690.0,Left Back,6,Japan,778,['35cf363c-2e40-4c4f-a273-78aab6ade728'],19,,,,,,,,,,,,,,,,,Japan,778,00:02:19.170,Pass,
,,,,,,,,,,,0.8,,,,,,,,,,,9e862a66-a3ae-4d3b-9a6a-fa79566c1c87,100,,"[88.0, 7.0]",7572,2,,-0.35877067,,,Right Foot,,,,"[96.0, 4.0]",,Ground Pass,8.5440035,Incomplete,Takashi Usami,6191.0,,,,1,From Throw In,Shinji Okazaki,3810.0,Left Center Forward,6,Japan,778,"['477b8bfb-e83b-4d01-b1e5-95bf840d4f4d', 'b4e1fd29-2554-41a1-86ea-e0ca288798fa', 'f7f39a66-b8eb-4a35-b295-f625377d2340']",21,,,,,,,,,,,,,,,,,Japan,778,00:02:21.850,Pass,True
,,,,,True,,,,,,0.96,,,,,,,,,,,477b8bfb-e83b-4d01-b1e5-95bf840d4f4d,102,,"[25.0, 77.0]",7572,2,,0.19739556,,,Right Foot,,,,"[30.0, 78.0]",,Low Pass,5.0990195,,Kamil Grosicki,5667.0,,,Interception,1,Regular Play,Bartosz Bereszyński,5673.0,Right Back,7,Poland,789,"['9e862a66-a3ae-4d3b-9a6a-fa79566c1c87', 'b470b86a-e51b-4bff-a318-5e79fbf20046']",22,,,,,,,,,,,,,,,,,Poland,789,00:02:22.650,Pass,
,,,,,,,,,,,0.52,,,,,,,,,,,3f2a213b-fe75-4da2-a33b-0545a4bd5687,105,,"[30.0, 78.0]",7572,2,,-1.3258177,,,Right Foot,,,,"[32.0, 70.0]",,Ground Pass,8.246211,,Grzegorz Krychowiak,3637.0,,,,1,Regular Play,Kamil Grosicki,5667.0,Right Wing,7,Poland,789,['058ec2b4-9ecb-4376-8ca0-5b36a74ec701'],23,,,,,,,,,,,,,,,,,Poland,789,00:02:23.770,Pass,
,,,,,,,,,,,0.8,,,,,,,,,,,acba6fac-c79e-498b-b2c5-3ccaa60be223,109,,"[43.0, 58.0]",7572,2,,-0.71883,,,Right Foot,,,,"[51.0, 51.0]",,Ground Pass,10.630146,,Rafał Kurzawa,6336.0,,,,1,Regular Play,Grzegorz Krychowiak,3637.0,Right Defensive Midfield,7,Poland,789,['158c682a-bf2c-4ead-a0a3-9755ee5e201e'],26,,,,,,,,,,,,,,,,,Poland,789,00:02:26.810,Pass,
,,,,,,,,,,,0.92,,,,,,,,,,,0c04943c-beb9-4ae1-9dd1-bb893cfe4e01,113,,"[48.0, 47.0]",7572,2,,-3.0309355,,,Right Foot,,,,"[39.0, 46.0]",,Low Pass,9.055386,,Kamil Grosicki,5667.0,,,,1,Regular Play,Rafał Kurzawa,6336.0,Left Wing,7,Poland,789,"['712e811d-40db-42de-bf8d-3224287998e6', '8d97e8a8-8269-4e3a-869d-54aa3e199f7e']",28,,,,,,,,,,,,,,,,,Poland,789,00:02:28.410,Pass,True
,,,,,,,,,,,2.32,,,,,,,,,,,32015c47-45b7-4968-8dd0-7bdb56e4fd15,116,,"[39.0, 46.0]",7572,2,,-1.1441689,,,Left Foot,,,,"[54.0, 13.0]",,Ground Pass,36.249138,,Artur Jędrzejczyk,4685.0,,,,1,Regular Play,Kamil Grosicki,5667.0,Right Wing,7,Poland,789,['9409cb7c-867b-483e-8b48-a7d51a03f6d3'],29,,,,,,,,,,,,,,,,,Poland,789,00:02:29.850,Pass,
,,,,,,,,,,,1.28,,,,,,,,,,,246ccc86-457f-41c9-8c9e-f6974d919d01,120,,"[50.0, 12.0]",7572,2,,2.488746,,,Right Foot,,,,"[33.0, 25.0]",,Ground Pass,21.400934,,Jan Bednarek,4626.0,,,,1,Regular Play,Artur Jędrzejczyk,4685.0,Left Back,7,Poland,789,"['38cdcb8b-0d1b-4d5f-8e43-9206737db72f', 'c54bacf6-8a57-4c7a-b51b-4e6dd561ee9b']",33,,,,,,,,,,,,,,,,,Poland,789,00:02:33.410,Pass,True
,,,,,,,,,,,1.52,,,,,,,,,,,4b959298-4eeb-4aa3-9386-860bb358589f,123,,"[33.0, 28.0]",7572,2,,1.5337762,,,Right Foot,,,,"[34.0, 55.0]",,Ground Pass,27.018513,,Kamil Glik,3034.0,,,,1,Regular Play,Jan Bednarek,4626.0,Left Center Back,7,Poland,789,['8f0daeda-f4b5-4e82-8947-48b440dbd838'],35,,,,,,,,,,,,,,,,,Poland,789,00:02:35.850,Pass,
,,,,,,,,,,,1.96,,,,,,,,,,,cfc7d244-43a0-4186-8200-d88c0c4c4062,126,,"[33.0, 55.0]",7572,2,,-1.4536875,,,Right Foot,,,,"[37.0, 21.0]",,Ground Pass,34.234486,,Jan Bednarek,4626.0,,,,1,Regular Play,Kamil Glik,3034.0,Right Center Back,7,Poland,789,['18072bcc-f690-42d4-b39e-a83787da434c'],38,,,,,,,,,,,,,,,,,Poland,789,00:02:38.370,Pass,
,,,,,,,,,,,1.48,,,,,,,,,,,993839c5-a65d-4e45-a7cd-f911caa903d8,129,,"[39.0, 19.0]",7572,2,,-0.8519663,,,Right Foot,,,,"[53.0, 3.0]",,Ground Pass,21.260292,,Artur Jędrzejczyk,4685.0,,,,1,Regular Play,Jan Bednarek,4626.0,Left Center Back,7,Poland,789,['c6c92832-2ba8-4555-9aba-cc4cce18b00e'],41,,,,,,,,,,,,,,,,,Poland,789,00:02:41.530,Pass,
