50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.08,,,,,,,,,,,,cb28eb3d-e795-4798-a8b8-b0f642be6f7a,17,,,"[21.0, 20.0]",7555,0,,,-0.98279375,,,Right Foot,,,,"[27.0, 11.0]",,Low Pass,10.816654,,James David Rodríguez Rubio,5695.0,,,Recovery,1,Regular Play,Wílmar Enrique Barrios Terán,5686.0,Left Defensive Midfield,4,Colombia,769,['8f7c3e57-f649-44e4-a080-4ae7978a7ad7'],17,,,,,,,,,,,,,,,,,Colombia,769,00:00:17.820,Pass,
,,,,,,,,,,,,,,0.6,,,,,,,,,,,,398c54aa-2e91-4b14-bae6-726532a94704,21,,,"[27.0, 13.0]",7555,0,,,0.9048271,,,Right Foot,,,,"[38.0, 27.0]",,Ground Pass,17.804493,,Juan Fernando Quintero Paniagua,5692.0,,,,1,Regular Play,James David Rodríguez Rubio,5695.0,Left Wing,4,Colombia,769,['d8830fb5-5e69-4186-99fa-212014c0ae2b'],19,,,,,,,,,,,,,,,,,Colombia,769,00:00:19.713,Pass,
,,,,,,,,,,,,,,4.067,,,,,,,,,,,,bec656bb-faf7-41c0-8328-d7d69a6e2c6e,25,,,"[38.0, 29.0]",7555,0,,,-0.18534794,,,Left Foot,,,,"[86.0, 20.0]",,High Pass,48.83646,Incomplete,Radamel Falcao García Zárate,3445.0,,,,1,Regular Play,Juan Fernando Quintero Paniagua,5692.0,Center Attacking Midfield,4,Colombia,769,"['7e1d232e-d915-4d11-9cf0-414216c8aaa5', '9960874a-1a3e-43e1-811c-2ada9685dc85', 'e36f7823-f497-475a-b39a-cf4e59b7dfa3']",21,,,,,,,,,,,,,,,,,Colombia,769,00:00:21.153,Pass,True
,,,,,,,,,,,,,,2.96,,,,,,,,,,,,9960874a-1a3e-43e1-811c-2ada9685dc85,27,,,"[35.0, 61.0]",7555,0,,,-2.56159,,,Left Foot,,,,"[6.0, 42.0]",,Ground Pass,34.669872,,Wojciech Szczęsny,5669.0,,,Recovery,1,Regular Play,Jan Bednarek,4626.0,Center Back,5,Poland,789,"['64b68823-790b-4958-bc08-e77b0eab18a2', 'bec656bb-faf7-41c0-8328-d7d69a6e2c6e']",25,,,,,,,,,,,,,,,,,Poland,789,00:00:25.220,Pass,
,,,,,,,,,,,,,,2.0,,,,,,,,,,,,ae0ded12-a542-44db-9202-12ec73962d18,31,,,"[5.0, 44.0]",7555,0,,,1.056345,,,Right Foot,,,,"[18.0, 67.0]",,Ground Pass,26.41969,,Jan Bednarek,4626.0,,,,1,Regular Play,Wojciech Szczęsny,5669.0,Goalkeeper,5,Poland,789,"['41dbbe2d-1cbf-455f-bdf4-3aba473acc12', 'f8367b49-f33e-40fa-8d98-219fc1c7e2a8']",28,,,,,,,,,,,,,,,,,Poland,789,00:00:28.700,Pass,True
,,,,,,,,,,,,,,1.16,,,,,,,,,,,,3480a254-5a44-4461-bc76-393096fa5234,34,,,"[20.0, 69.0]",7555,0,,,-0.52807444,,,Right Foot,,,,"[32.0, 62.0]",,Ground Pass,13.892444,,Jacek Góralski,6195.0,,,,1,Regular Play,Jan Bednarek,4626.0,Center Back,5,Poland,789,['543a4a53-dd26-4b42-91b4-ef1ab7afb0de'],31,,,,,,,,,,,,,,,,,Poland,789,00:00:31.820,Pass,
,,,,,,,,,,,,,,0.88,,,,,,,,,,,,296bbeec-b527-4c64-9be8-12c4b6871063,38,,,"[29.0, 63.0]",7555,0,,,2.7610862,,,Left Foot,,,,"[19.0, 67.0]",,Ground Pass,10.770329,,Jan Bednarek,4626.0,,,,1,Regular Play,Jacek Góralski,6195.0,Left Center Midfield,5,Poland,789,"['7d16e80a-01b2-43d7-8c97-8c06fcac8b9b', 'd41c1622-f972-48a4-8576-22974cc5c668']",34,,,,,,,,,,,,,,,,,Poland,789,00:00:34.180,Pass,True
,,,,,,,,,,,,,,2.8,,,,,,,,,,,,a894390e-0ff1-4e44-b4c5-9f480d34cf11,42,,,"[19.0, 67.0]",7555,0,,,-0.41368923,,,Left Foot,,,,"[60.0, 49.0]",,High Pass,44.777225,,Robert Lewandowski,5668.0,,,,1,Regular Play,Jan Bednarek,4626.0,Center Back,5,Poland,789,['86dba7ef-2f9d-4b39-b5b3-2f0448b1b608'],36,,,,,,,,,,,,,,,,,Poland,789,00:00:36.300,Pass,
,,,,,,,,,,,,,,2.933,,,,,,,,,,,,c032ac80-c659-4318-8585-75a0fe9c4b9f,46,,,"[58.0, 48.0]",7555,0,,,-0.5214344,,,Right Foot,,,,"[105.0, 21.0]",,High Pass,54.20332,Incomplete,Maciej Rybus,5672.0,,,Free Kick,1,From Free Kick,Grzegorz Krychowiak,3637.0,Right Center Midfield,6,Poland,789,"['7f84642f-286a-45f3-8a02-e86213180448', '86ee68b9-b070-414e-8f8a-ef65788c18f2']",53,,,,,,,,,,,,,,,,,Poland,789,00:00:53.220,Pass,
,,,,,,,,,,,,,,0.72,,,,,,,,,,,,a753b32b-b1a3-4af0-9650-48fd8ecc1aa2,52,,,"[112.0, 16.0]",7555,0,,,2.4980915,93a57da2-baf5-4915-933c-0ea8e432a8ed,,Right Foot,,,,"[104.0, 22.0]",,Ground Pass,10.0,,Dawid Kownacki,5666.0,True,,,1,From Free Kick,Maciej Rybus,5672.0,Left Midfield,6,Poland,789,"['12b62621-40e9-4144-9966-fac3d4db92ce', 'b7ff9a0e-c55d-4ed3-89b4-c6bcaac49e60']",58,,,,,,,,,,,,,,,,,Poland,789,00:00:58.860,Pass,True
,,,,,,,,,,,,,,5.56,,,,,,,,,,,,842b3efe-d2f4-4137-8bab-18ef54ef15b4,58,,,"[119.0, 79.0]",7555,1,,,-1.9347752,,,Right Foot,True,,,"[95.0, 16.0]",,High Pass,67.41662,,Michał Pazdan,5670.0,,True,Corner,1,From Corner,Piotr Zieliński,5660.0,Right Wing,7,Poland,789,['1fd57ea1-3685-4e06-9b31-ae64e39a8db3'],25,,,,,,,,,,,,,,,,,Poland,789,00:01:25.300,Pass,
,,,,,,,,,,,,,,1.493,,,,,,,,,,,,c63f7f2c-6c3b-44c0-8c50-8c8001bcf6d7,60,,,"[95.0, 16.0]",7555,1,,,0.844154,,,Left Foot,True,,,"[111.0, 34.0]",,High Pass,24.083189,Incomplete,Robert Lewandowski,5668.0,,,,1,From Corner,Michał Pazdan,5670.0,Left Center Back,7,Poland,789,"['0587efaa-114c-4600-b396-a1c347eb9186', '73a852fe-c21b-4676-948f-1e33ddb17e6a']",30,,,,,,,,,,,,,,,,,Poland,789,00:01:30.860,Pass,
,,,,,,,,,,,,,,0.96,,,,,,,,,,,,3d73f82e-791a-4b67-8147-e4533a1c1dbc,63,,,"[21.0, 57.0]",7555,1,,,-0.5880026,,,Head,,,,"[27.0, 53.0]",,High Pass,7.2111025,,Juan Guillermo Cuadrado Bello,5689.0,,,Recovery,1,Regular Play,James David Rodríguez Rubio,5695.0,Left Wing,8,Colombia,769,['402cb022-493e-48f6-974c-55d38920410e'],34,,,,,,,,,,,,,,,,,Colombia,769,00:01:34.353,Pass,
,,,,,,,,,,,,,,0.76,,,,,,,,,,,,1fc329f1-8854-4c5b-b6ca-ba5b7d6178c5,66,,,"[27.0, 54.0]",7555,1,,,2.1375256,,,Head,,,,"[20.0, 65.0]",,Low Pass,13.038404,,James David Rodríguez Rubio,5695.0,,,,1,Regular Play,Juan Guillermo Cuadrado Bello,5689.0,Right Wing,8,Colombia,769,['66ad8270-66f5-401e-96e4-c2f046861ab4'],35,,,,,,,,,,,,,,,,,Colombia,769,00:01:35.713,Pass,
,,,,,,,,,,,,,,0.307,,,,,,,,,,,,ce03443e-878b-4183-9566-6073aa5e2307,69,,,"[20.0, 64.0]",7555,1,,,0.16514868,,,Left Foot,,,,"[32.0, 66.0]",,Low Pass,12.165525,Incomplete,Juan Guillermo Cuadrado Bello,5689.0,,,,1,Regular Play,James David Rodríguez Rubio,5695.0,Left Wing,8,Colombia,769,"['9b6e8787-7ddd-4e0f-9ba8-bd7e05eae020', '9f7030c2-4a74-4685-a514-6ea5e4cfdaff']",36,,,,,,,,,,,,,,,,,Colombia,769,00:01:36.673,Pass,
,,,,,,,,,,,,,,1.28,,,,,,,,,,,,d468f479-3182-4650-8838-a2db7e59dcb8,75,,,"[57.0, 2.0]",7555,1,,,0.16514868,,,Left Foot,,,,"[81.0, 6.0]",,High Pass,24.33105,,Robert Lewandowski,5668.0,,,,1,Regular Play,Jan Bednarek,4626.0,Center Back,9,Poland,789,['2cdec10f-d294-4cb4-ba3d-f0a7cd46e8d0'],42,,,,,,,,,,,,,,,,,Poland,789,00:01:42.540,Pass,
,,,,,,,,,,,,,,0.8,,,,,,,,,,,,8b13e134-b4c6-4ad4-ba4d-45697b1c0854,77,,,"[81.0, 6.0]",7555,1,,,-2.3561945,,,Right Foot,,,,"[78.0, 3.0]",,Ground Pass,4.2426405,,Maciej Rybus,5672.0,,,,1,Regular Play,Robert Lewandowski,5668.0,Center Forward,9,Poland,789,['e384d9ce-a1e2-47b7-a144-148096601fe6'],43,,,,,,,,,,,,,,,,,Poland,789,00:01:43.820,Pass,
,,,,,,,,,,,,,,0.68,,,,,,,,,,,,9d98ca6c-f01b-4a31-9687-7716e10ce77d,81,,,"[81.0, 3.0]",7555,1,,,-0.124354996,,,Left Foot,,,,"[89.0, 2.0]",,Ground Pass,8.062258,,Robert Lewandowski,5668.0,,,,1,Regular Play,Maciej Rybus,5672.0,Left Midfield,9,Poland,789,"['a4929f25-d9ba-49ef-99e9-a38e88cc1841', 'dda6649e-a8be-450f-8e37-eda4e1e73667']",45,,,,,,,,,,,,,,,,,Poland,789,00:01:45.540,Pass,True
,,,,,,,,,,,,,,1.36,,,,,,,,,,,,0f33f33d-075f-40ef-b2c5-bda9373adda1,97,,,"[120.0, 2.0]",7555,2,,,1.8045396,,,Right Foot,,,,"[115.0, 23.0]",,Ground Pass,21.587032,,Piotr Zieliński,5660.0,,,Corner,1,From Corner,Dawid Kownacki,5666.0,Left Wing,10,Poland,789,['570d9e11-7da3-483a-97c8-7519c08b8e12'],21,,,,,,,,,,,,,,,,,Poland,789,00:02:21.860,Pass,
,,,,,,,,,,,,,,0.333,,,,,,,,,,,,903abfac-aa5d-4a9d-899d-97430890a437,101,,,"[113.0, 19.0]",7555,2,,,2.0344439,,,Right Foot,,,,"[111.0, 23.0]",,High Pass,4.472136,Incomplete,,,,,,1,From Corner,Piotr Zieliński,5660.0,Right Wing,10,Poland,789,['3108e028-837c-417a-aef8-37dcfa88d4f8'],23,,,,,,,,,,,,,,,,,Poland,789,00:02:23.980,Pass,
,,,,,,,,,,,,,,0.84,,,,,,,,,,,,cc9fc7b6-0753-425a-a86e-8da06f58dede,103,,,"[104.0, 2.0]",7555,2,,,1.1441689,,,,,,,"[109.0, 13.0]",,Low Pass,12.083046,,Robert Lewandowski,5668.0,,,Throw-in,1,From Throw In,Maciej Rybus,5672.0,Left Midfield,11,Poland,789,['2281272f-50ae-4b32-9f3c-ca28060026fd'],48,,,,,,,,,,,,,,,,,Poland,789,00:02:48.380,Pass,
,,,,,,,,,,,,,,0.96,,,,,,,,,,,,025532ad-2f8d-49f9-93dc-c9df216a0042,106,,,"[109.0, 13.0]",7555,2,,,-1.8370484,,,Left Foot,,,,"[106.0, 2.0]",,Ground Pass,11.401754,,Maciej Rybus,5672.0,,,,1,From Throw In,Robert Lewandowski,5668.0,Center Forward,11,Poland,789,"['5da2649e-b4ee-4696-9f9e-9b06bc4b246e', '6ffaef4a-7674-4cb5-9855-6628be0d60a0']",49,,,,,,,,,,,,,,,,,Poland,789,00:02:49.220,Pass,True
,,,,,,,,,,,,,,1.453,,,,,,,,,,,,c47b6a24-f6cd-4c3e-b9eb-762ec377d23e,110,,,"[106.0, 2.0]",7555,2,,,1.2036225,,,Left Foot,,,,"[111.0, 15.0]",,Low Pass,13.928389,Incomplete,Dawid Kownacki,5666.0,,,,1,From Throw In,Maciej Rybus,5672.0,Left Midfield,11,Poland,789,"['9934a3b8-69de-4702-9741-9dd590039a45', 'd557b89f-be16-4463-a02c-6782e2ca98be', 'e6f53c4a-bdab-4987-a841-081526c0fb67']",50,,,,,,,,,,,,,,,,,Poland,789,00:02:50.220,Pass,True
,,,,,,,,,,,,,,2.49,,,,,,,,,,,,6bb119fc-0ac0-4d28-ae6a-5eca3ed2100e,114,,,"[83.0, 5.0]",7555,2,,True,0.0,,,,,,,"[90.0, 5.0]",,Low Pass,7.0,Incomplete,Jacek Góralski,6195.0,,,Recovery,1,From Throw In,Dawid Kownacki,5666.0,Left Wing,11,Poland,789,"['7ce0032b-7256-435f-9330-d33721cf7389', '84fa7970-7042-4955-8808-8b7caa4f2005', '9c1ace3c-e46c-4099-bb05-390115f06b5d']",53,,,,,,,,,,,,,,,,,Poland,789,00:02:53.780,Pass,True
,,,,,,,,,,,,,,1.163,,,,,,,,,,,,7ce0032b-7256-435f-9330-d33721cf7389,119,,,"[32.0, 76.0]",7555,2,,True,0.09065989,,,,,,,"[43.0, 77.0]",,Low Pass,11.045361,,Radamel Falcao García Zárate,3445.0,,,Recovery,1,From Throw In,Juan Guillermo Cuadrado Bello,5689.0,Right Wing,11,Poland,789,"['4cf08e0c-4c2c-4b5e-957b-7796b1153f34', '6bb119fc-0ac0-4d28-ae6a-5eca3ed2100e', 'cd75ff91-b359-4da4-b0c4-061a1795a664']",56,,,,,,,,,,,,,,,,,Colombia,769,00:02:56.270,Pass,True
,,,,,,,,,,,,,,4.919,,,,,,,,,,,,c267388c-36e6-40dc-ae16-6ded4fa551d1,126,,,"[58.0, 76.0]",7555,3,,,-0.3470616,,,Left Foot,,,,"[105.0, 59.0]",,Low Pass,49.979996,Injury Clearance,,,,,Recovery,1,Other,James David Rodríguez Rubio,5695.0,Left Wing,13,Poland,789,,38,,,,,,,,,,,,,,,,,Colombia,769,00:03:38.593,Pass,
,,,,,,,,,,,,,,3.12,,,,,,,,,,,,0c86d0cb-036c-4843-bb1a-87967a2171d1,129,,,"[17.0, 24.0]",7555,3,,,-0.59619915,,,Keeper Arm,,,,"[45.0, 5.0]",,Ground Pass,33.83785,,Michał Pazdan,5670.0,,,,1,Other,Wojciech Szczęsny,5669.0,Goalkeeper,13,Poland,789,['84ca1005-10aa-421b-95a6-beb5ab3db648'],46,,,,,,,,,,,,,,,,,Poland,789,00:03:46.340,Pass,
,,,,,,,,,,,,,,1.04,,,,,,,,,,,,2b3d5547-a015-4871-b916-fc5d263290e9,131,,,"[45.0, 5.0]",7555,3,,,0.43984258,,,Left Foot,,,,"[62.0, 13.0]",,Ground Pass,18.788294,,Robert Lewandowski,5668.0,,,,1,Other,Michał Pazdan,5670.0,Left Center Back,13,Poland,789,['d9809ba4-db01-4b67-beec-ed6c0431c8ad'],49,,,,,,,,,,,,,,,,,Poland,789,00:03:49.460,Pass,
,,,,,,,,,,,,,,0.64,,,,,,,,,,,,ba43e84e-1a9c-4e04-9c52-ec66f161169e,135,,,"[56.0, 10.0]",7555,3,,,-1.5707964,,,Left Foot,,,,"[56.0, 3.0]",,Ground Pass,7.0,,Michał Pazdan,5670.0,,,,1,Other,Robert Lewandowski,5668.0,Center Forward,13,Poland,789,"['20d5d860-fcff-4d19-b198-14164a9bc652', '778c9ee9-f848-48b7-a12d-9c0444e8e3bd']",51,,,,,,,,,,,,,,,,,Poland,789,00:03:51.860,Pass,True
,,,,,,,,,,,,,,1.573,,,,,,,,,,,,c1b9a42c-c61a-4057-9263-991f85f52efd,137,,,"[56.0, 3.0]",7555,3,,,2.226492,,,Left Foot,,,,"[46.0, 16.0]",,Ground Pass,16.40122,,Robert Lewandowski,5668.0,,,,1,Other,Michał Pazdan,5670.0,Left Center Back,13,Poland,789,['41d845f6-ce78-4570-b7d9-1c6536192785'],52,,,,,,,,,,,,,,,,,Poland,789,00:03:52.500,Pass,
,,,,,,,,,,,,,,1.28,,,,,,,,,,,,2675c2f5-5c4e-4afc-b905-d13eced6b76e,142,,,"[46.0, 16.0]",7555,3,,,1.929567,,,Right Foot,,,,"[37.0, 40.0]",,Ground Pass,25.632011,,Jan Bednarek,4626.0,,,,1,Other,Robert Lewandowski,5668.0,Center Forward,13,Poland,789,"['4ce4c3a9-b7b1-4852-8c80-33f26a8b76af', 'e03df323-2771-4f1e-a487-f7872fbd99ac']",54,,,,,,,,,,,,,,,,,Poland,789,00:03:54.420,Pass,True
,,,,,,,,,,,,,,1.6,,,,,,,,,,,,0bd02894-ffd4-4456-9189-6d10b4ad31ae,145,,,"[38.0, 42.0]",7555,3,,,1.2329181,,,Right Foot,,,,"[51.0, 79.0]",,Ground Pass,39.217342,,Łukasz Piszczek,5658.0,,,,1,Other,Jan Bednarek,4626.0,Center Back,13,Poland,789,['fb8e7a1c-cefb-4da6-89c8-2260bc6205fd'],57,,,,,,,,,,,,,,,,,Poland,789,00:03:57.700,Pass,
,,,,,,,,,,,,,,1.76,,,,,,,,,,,,1ef64716-51f0-413c-9676-112f7ee511bd,149,,,"[52.0, 75.0]",7555,4,,,-2.1815224,,,Right Foot,,,,"[38.0, 55.0]",,Ground Pass,24.41311,,Jan Bednarek,4626.0,,,,1,Other,Łukasz Piszczek,5658.0,Right Center Back,13,Poland,789,['17d8e24e-ef5e-4817-b105-14fefeb27756'],0,,,,,,,,,,,,,,,,,Poland,789,00:04:00.820,Pass,
,,,,,,,,,,,,,,1.84,,,,,,,,,,,,58e372bd-25cb-4bfa-beee-298d5c3419cb,152,,,"[38.0, 53.0]",7555,4,,,-1.5208379,,,Right Foot,,,,"[40.0, 13.0]",,Ground Pass,40.04997,,Michał Pazdan,5670.0,,True,,1,Other,Jan Bednarek,4626.0,Center Back,13,Poland,789,['b62246b8-e071-449b-bb4d-c0149b1e29b6'],3,,,,,,,,,,,,,,,,,Poland,789,00:04:03.660,Pass,
,,,,,,,,,,,,,,4.2,,,,,,,,,,,,3199f7f8-9ecb-48c6-9108-ec52fe5bc8ca,155,,,"[47.0, 10.0]",7555,4,,,0.59578454,,,Left Foot,,,,"[106.0, 50.0]",,High Pass,71.281136,,Piotr Zieliński,5660.0,,True,,1,Other,Michał Pazdan,5670.0,Left Center Back,13,Poland,789,['1ffa8843-2b68-4b85-b5d4-1f786a237e49'],7,,,,,,,,,,,,,,,,,Poland,789,00:04:07.340,Pass,
