ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.0,,,,,,,,,,,,,02d82ff7-d667-40f7-a055-32d443d6d90c,972,,,"[107.0, 40.0]",19737,27,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Olivia Fergusson,15718.0,Left Center Forward,58,Yeovil Town LFC,970,,38,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:27:38.642,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,abc2d3f8-b61c-44c8-8711-ba35afec8bb8,1044,,,"[73.0, 9.0]",19737,29,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rinsola Babajide,15613.0,Left Center Midfield,62,Liverpool WFC,966,,45,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:29:45.688,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,7020bb88-1b7d-489c-90f2-270c4bc52423,1054,,,"[87.0, 78.0]",19737,29,,,,,,,,,,,,,,,,,,,,1,Regular Play,Olivia Fergusson,15718.0,Left Center Forward,63,Yeovil Town LFC,970,,54,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:29:54.908,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,97287649-53f9-44c0-b2ad-20ec8bba7d15,1172,,,"[83.0, 68.0]",19737,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Olivia Fergusson,15718.0,Left Center Forward,72,Yeovil Town LFC,970,,50,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:34:50.995,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,42d0ec13-2fb6-4b4c-b0f6-e1e492b264e5,1179,,,"[48.0, 6.0]",19737,34,,,,,,,,,,,,,,,,,,,,1,Regular Play,Niamh Charles,15631.0,Left Wing,72,Yeovil Town LFC,970,,55,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:34:55.444,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,59200a69-1f50-47bf-9748-0ff843e4ae47,1376,,,"[93.0, 54.0]",19737,40,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rinsola Babajide,15613.0,Left Center Midfield,84,Liverpool WFC,966,,37,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:40:37.280,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,b5f3e37a-004b-47d2-aa08-188e67f589a8,1451,,,"[93.0, 30.0]",19737,42,,,,,,,,,,,,,,,,,,,,1,Regular Play,Niamh Charles,15631.0,Left Wing,87,Liverpool WFC,966,,30,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:42:30.397,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,0b78042f-1939-41a3-bf22-65d5d2d8d5dc,1505,,,"[40.0, 50.0]",19737,43,,,,,,,,,,,,,,,,,,,,1,From Keeper,Nicola Cousins,15712.0,Left Center Back,91,Yeovil Town LFC,970,,34,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:43:34.292,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,125388b3-7a43-4a27-8fe0-daffdafa2380,1519,,,"[104.0, 61.0]",19737,43,,,,,,,,,,,,,,,,,,,,1,From Keeper,Shannon Albuery,19775.0,Right Center Forward,91,Yeovil Town LFC,970,,50,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:43:50.272,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,07ee8d8e-1399-4d48-848e-e2d2ff327b1d,1570,,,"[84.0, 5.0]",19737,47,,,,,,,,,,,,,,,,,,,,1,From Throw In,Niamh Charles,15631.0,Left Wing,94,Liverpool WFC,966,,10,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:47:10.350,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,8f8594e4-30ae-431e-a865-8c13d1dde369,1643,,,"[72.0, 55.0]",19737,46,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Amber Gaylor,15711.0,Right Wing,100,Yeovil Town LFC,970,,58,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:58.181,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,ddccfb79-2187-4b1f-b019-b3b2f026b641,1707,,,"[58.0, 76.0]",19737,49,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jessica Anne Clarke,15218.0,Right Wing,105,Liverpool WFC,966,,21,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:04:21.493,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,4873f15f-db4d-4ca2-830e-2d203914c7cc,1710,,,"[64.0, 3.0]",19737,49,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Anne-Marie Heatherson,15714.0,Left Wing,105,Liverpool WFC,966,,24,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:04:24.266,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,62187879-2e4f-47e6-b453-0fdb16f71bd3,1774,,,"[73.0, 29.0]",19737,51,,,,,,,,,,,,,,,,,,,,2,From Keeper,Shannon Albuery,19775.0,Right Center Forward,108,Yeovil Town LFC,970,,4,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:06:04.810,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,3b2323f1-dd7d-429d-8966-2ccac0938d4d,1912,,,"[83.0, 65.0]",19737,55,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rinsola Babajide,15613.0,Left Center Midfield,117,Liverpool WFC,966,,40,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:10:40.509,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,e5bcb52c-10b1-4837-be12-3ac30e80ae32,2106,,,"[71.0, 22.0]",19737,62,,,,,,,,,,,,,,,,,,,,2,From Keeper,Olivia Fergusson,15718.0,Left Center Forward,139,Yeovil Town LFC,970,,42,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:17:42.543,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,8bacd8b3-0e13-4def-b0c7-f05212e5ac9a,2283,,,"[68.0, 75.0]",19737,68,,,,,,,,,,,,,,,,,,,,2,From Keeper,Olivia Fergusson,15718.0,Left Center Forward,149,Yeovil Town LFC,970,,15,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:23:15.228,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,e9e0b1f1-9bcd-4ffb-b3f9-c36777035d1e,2310,,,"[116.0, 24.0]",19737,68,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jessica Anne Clarke,15218.0,Left Wing,150,Liverpool WFC,966,,51,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:23:51.673,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,fd7254c0-a3b7-4cf0-8ce0-60950a713ceb,2321,,,"[67.0, 53.0]",19737,70,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Christie Murray,15628.0,Left Center Midfield,152,Yeovil Town LFC,970,,6,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:25:06.679,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,58e02b76-ba63-4447-826b-2a8b1bc869b1,2583,,,"[66.0, 59.0]",19737,81,,,,,,,,,,,,,,,,,,,,2,From Throw In,Christie Murray,15628.0,Left Center Midfield,178,Liverpool WFC,966,,37,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:36:37.828,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,8eb3c06b-a365-44a2-925b-e511c347c947,2646,,,"[55.0, 49.0]",19737,82,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christie Murray,15628.0,Left Center Midfield,180,Liverpool WFC,966,,51,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:37:51.019,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,b0bdb7ab-77ee-4688-9a14-33be5f32c755,2724,,,"[59.0, 46.0]",19737,86,,,,,,,,,,,,,,,,,,,,2,Other,Christie Murray,15628.0,Left Center Midfield,186,Yeovil Town LFC,970,,45,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:41:45.852,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,a44efe52-fc66-40b3-84a2-8f8a5ad8c800,2753,,,"[81.0, 15.0]",19737,87,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Ellie Mason,15715.0,Right Defensive Midfield,188,Yeovil Town LFC,970,,49,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:42:49.046,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,674d366d-bdae-4bbd-9e52-e42ea992b28a,2768,,,"[115.0, 77.0]",19737,88,,,,,,,,,,,,,,,,,,,,2,From Throw In,Courtney Sweetman-Kirk,15611.0,Center Forward,190,Liverpool WFC,966,['a94b68b8-1cef-4a1a-9f87-d85285b91a1d'],32,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:43:32.211,Miscontrol,True
,,,,,,,,,,,,0.0,,,,,,,,,,,,,221b0081-d691-409a-95f1-cee4b8d10378,2773,,,"[94.0, 74.0]",19737,88,,,,,,,,,,,,,,,,,,,,2,From Throw In,Yana Daniëls,10093.0,Center Defensive Midfield,191,Yeovil Town LFC,970,,45,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:43:45.145,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,88b79419-5bd1-492e-b4c7-2bd541efb3e5,2871,,,"[107.0, 53.0]",19737,92,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christie Murray,15628.0,Left Center Midfield,201,Liverpool WFC,966,,36,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:47:36.429,Miscontrol,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,a70ee2fc-b034-4341-8dd8-a76b55a09834,66,,,"[55.0, 76.0]",19737,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,Amy Goddard,15708.0,Right Back,5,Liverpool WFC,966,"['7cc8e2d3-ae4f-4ab3-9aa6-f67a18a52d4e', 'ea87fa8f-ded3-4e09-bf11-dcd911e131fd']",55,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:55.243,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,19ce9ed1-36aa-4ab8-a3a9-2cac906dd3cf,237,,,"[39.0, 37.0]",19737,5,,,,,,,,,,,,,,,,,,,,1,From Throw In,Georgia Evans,15707.0,Left Defensive Midfield,13,Liverpool WFC,966,"['f744dda4-9515-4a6e-9e45-dd1110c9c014', 'fdeba752-69c9-4e07-9b22-081a85850d96']",19,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:05:19.776,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,43fe98e1-5d09-4fc5-a5ea-86a5db746640,247,,,"[38.0, 66.0]",19737,5,,,,,,,,,,,,,,,,,,,,1,From Throw In,Anne-Marie Heatherson,15714.0,Right Wing,13,Liverpool WFC,966,"['b7683823-81a0-4653-acff-3c4dfa6af847', 'c5e2c6ce-23c7-498b-a306-5dd24ffb0f3a']",24,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:05:24.357,Dribbled Past,
,,,,,,True,,,,,,0.0,,,,,,,,,,,,,e63c8b1e-fbf1-402a-9934-1cfd97457a8b,260,,,"[42.0, 78.0]",19737,6,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Amy Goddard,15708.0,Right Back,14,Yeovil Town LFC,970,"['44e64667-28da-423c-8499-11c5171f2c7c', '92e110f8-3609-46a8-a478-51f9c59d6173']",2,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:06:02.665,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,fbfc8327-e202-4b75-b32d-a618f333fedb,300,,,"[84.0, 73.0]",19737,7,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Anne-Marie Heatherson,15714.0,Right Wing,18,Liverpool WFC,966,"['1aad2d53-61e2-4921-bec0-2b18ccc66e38', '4db6d279-16e0-4013-9dbc-4973961d2da7']",56,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:07:56.174,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,e617c741-3e3a-4f22-9ac1-af4341cae6bd,356,,,"[36.0, 67.0]",19737,10,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ellie Mason,15715.0,Right Defensive Midfield,23,Liverpool WFC,966,"['018ca5a3-d5b3-44e8-8860-d9760b1546e5', '6d9de8b6-fde0-41b9-b39f-3c54b989e6fb']",6,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:10:06.607,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,9dc05ea2-1494-44f2-9052-2fab9984c36f,363,,,"[15.0, 71.0]",19737,10,,,,,,,,,,,,,,,,,,,,1,From Throw In,Amy Goddard,15708.0,Right Back,23,Liverpool WFC,966,"['0418c2ca-7eee-422d-8b97-a3a2e5ee9e03', 'f5af12b4-6ab4-4a0a-992d-3453dfaf562c']",10,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:10:10.280,Dribbled Past,
,,,,,,True,,,,,,0.0,,,,,,,,,,,,,7b048666-3e3f-49da-9b4b-c56e634db71d,464,,,"[43.0, 79.0]",19737,12,,,,,,,,,,,,,,,,,,,,1,From Counter,Amy Goddard,15708.0,Right Back,27,Liverpool WFC,966,"['0e2721b3-8d57-4199-b2ef-545d8b3ee1cd', '44ac5e61-8adb-4ac9-820f-1f45db518eb0', 'a72aa577-5843-4d9d-b552-b5e6fe8228db']",46,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:12:46.197,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,a0c8ee36-94e1-41b6-95bc-c663aeb31890,496,,,"[51.0, 41.0]",19737,14,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Jasmine Matthews,15618.0,Left Center Back,30,Yeovil Town LFC,970,"['dcffd991-d63b-429a-bca4-a9ed4717446b', 'e9654a3f-78e3-43ff-9035-562e7489b84e']",18,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:14:18.623,Dribbled Past,
,,,,,,True,,,,,,0.0,,,,,,,,,,,,,b4a3759c-fcf7-46ae-a209-7b65dc346813,735,,,"[64.0, 33.0]",19737,20,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ellie Mason,15715.0,Right Defensive Midfield,41,Liverpool WFC,966,"['8d24036e-e591-406e-90a5-8802d2eee631', 'f2b23975-d70a-4405-9d38-35c8e82bae39']",25,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:20:25.917,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,ca255ffa-c96d-4dc2-8308-33d1e5d8c136,882,,,"[71.0, 6.0]",19737,24,,,,,,,,,,,,,,,,,,,,1,Regular Play,Amber Gaylor,15711.0,Left Wing,52,Liverpool WFC,966,"['ae5bba62-33c2-4e76-9c9b-7fb90fb3c680', 'e7577e0f-8902-463f-8a15-74c250520cf1']",48,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:24:48.544,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,6390d656-a84e-4640-a929-b03268accc52,960,,,"[47.0, 74.0]",19737,27,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Satara Murray,15629.0,Right Back,58,Yeovil Town LFC,970,"['b1ba3c0a-f835-4b3e-90bd-ad13c49abffc', 'b95f6a4e-9940-4420-872a-7634a14d55b7', 'db29b0c2-7811-4785-8774-fa23b6b1dfea']",32,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:27:32.217,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,df6dfe05-93e8-4ecc-ac2a-304f227d0c09,963,,,"[34.0, 53.0]",19737,27,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Niamh Fahey,19777.0,Center Defensive Midfield,58,Yeovil Town LFC,970,"['b95f6a4e-9940-4420-872a-7634a14d55b7', 'c246e989-8ed9-4d5f-be3a-b9ba6d5769bf', 'ce5a7518-1202-4b32-bce6-d05e9ff5a046']",34,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:27:34.064,Dribbled Past,
,,,,,,True,,,,,,0.0,,,,,,,,,,,,,0a444aee-62a0-4268-a898-183f84259940,1090,,,"[70.0, 27.0]",19737,31,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ellie Mason,15715.0,Right Defensive Midfield,67,Liverpool WFC,966,"['0207f7b2-b775-4c3b-8da1-5bb7b5a4e5bc', '36aaff08-4357-49cb-b805-1e84d613bbae']",41,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:31:41.632,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,b7518cb8-91cf-4d1d-a906-ba8cef530cc1,1279,,,"[32.0, 77.0]",19737,38,,,,,,,,,,,,,,,,,,,,1,From Throw In,Amber Gaylor,15711.0,Right Wing,79,Liverpool WFC,966,"['765cb858-b364-4612-b2de-8052e4f4dac9', '85e8453a-142d-4d64-8c45-2e5e65291964']",20,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:38:20.277,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,b3f46325-80c1-4c9b-bd23-b4fb207db8e3,1473,,,"[11.0, 74.0]",19737,42,,,,,,,,,,,,,,,,,,,,1,Regular Play,Olivia Fergusson,15718.0,Left Center Forward,87,Liverpool WFC,966,"['56f53d80-2fdf-4dbe-9b85-cfc73d4c2e8c', '99594d86-505e-4cc8-806b-acc5069328c4']",49,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:42:49.483,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,419a3481-a248-4d50-aa01-75c73b7b49d4,1542,,,"[15.0, 60.0]",19737,44,,,,,,,,,,,,,,,,,,,,1,Regular Play,Hannah Short,15717.0,Right Center Back,92,Liverpool WFC,966,"['537cba1a-330b-470a-94f9-1807904addae', 'b1bacb7d-ad89-43af-a200-579f767a71fe', 'ca226059-a87c-41b8-8b32-46805eac1f28']",13,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:44:13.957,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,3849bb86-c062-4609-8df9-dbc5885dff29,2000,,,"[14.0, 69.0]",19737,59,,,,,,,,,,,,,,,,,,,,2,From Throw In,Amber Gaylor,15711.0,Right Wing,127,Liverpool WFC,966,"['671452d4-ef12-4679-9b36-2ff16566b3d7', '6dc382c7-ea0c-47ae-b4cb-7b0c1668039b', 'd337192b-d020-4176-8d64-c056473a5449']",32,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:14:32.879,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,65a78995-5571-47df-820f-4e81f57aaa25,2098,,,"[36.0, 18.0]",19737,62,,,,,,,,,,,,,,,,,,,,2,From Throw In,Hannah Short,15717.0,Right Center Back,137,Liverpool WFC,966,"['740c1b08-eb9b-4ce5-a044-b89c37c93323', 'b65746a6-bb25-43d3-8cb6-ac47e08773c6', 'c9cf9674-9fbd-4905-9860-99ac484a26aa']",16,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:17:16.818,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,06c59519-b66b-4c19-bbfe-e4f9d4e5f01d,2359,,,"[79.0, 19.0]",19737,71,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Olivia Fergusson,15718.0,Left Center Forward,155,Liverpool WFC,966,"['30f48673-167a-41b2-b600-7edbb63f27be', 'e34fdc9c-dad8-4537-aa1a-8967e04a3d1d']",16,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:26:16.875,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,e16335f7-f952-43b4-862e-3dbd2ebcd340,2531,,,"[18.0, 24.0]",19737,79,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nicola Cousins,15712.0,Left Center Back,171,Liverpool WFC,966,"['84ff8d26-dc7a-4334-9fc4-7421945877e8', '9fabc307-c974-4ee9-b876-1f66ea82daf5']",41,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:34:41.163,Dribbled Past,
,,,,,,True,,,,,,0.16,,,,,,,,,,,,,a9f11a61-49cc-4619-90fa-d300894959f2,2568,,,"[70.0, 10.0]",19737,81,,,,,,,,,,,,,,,,,,,,2,Regular Play,Georgia Evans,15707.0,Left Defensive Midfield,177,Liverpool WFC,966,"['09ae3f24-a304-4ada-ac2e-38ff03dde6fa', 'b59380f8-a582-46c5-bf6a-2ba44ed44fae', 'f09ad120-8162-4a6e-9440-443b39561bf2']",23,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:36:23.922,Dribbled Past,
,,,,,,,,,,,,0.0,,,,,,,,,,,,,b0151cfe-7763-4c2d-bb4a-73a7e38f27af,2671,,,"[45.0, 4.0]",19737,83,,,,,,,,,,,,,,,,,,,,2,Regular Play,Megan Alexander,15710.0,Left Back,182,Liverpool WFC,966,"['3ba74b95-868c-4367-b947-9fe82504f89f', '67f3e1c7-3b7f-45d8-b093-b266b7f468b7']",15,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:38:15.283,Dribbled Past,
,,,,,,True,,,,,,0.0,,,,,,,,,,,,,cbbaf402-13bc-424f-979a-3b104e95f96a,2843,,,"[87.0, 10.0]",19737,91,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ellie Mason,15715.0,Right Defensive Midfield,199,Yeovil Town LFC,970,"['49d9a582-6b7c-448f-b100-439f2217110b', '69b0c2bf-f9bf-4714-899b-590f71ba2bd0', 'f4474959-baf5-42ba-ba44-08c150b47007']",33,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:46:33.848,Dribbled Past,
,,,,,,,,Incomplete,True,,,0.0,,,,,,,,,,,,,7cc8e2d3-ae4f-4ab3-9aa6-f67a18a52d4e,67,,,"[66.0, 5.0]",19737,0,,,,,,,,,,,,,,,,,,,,1,Regular Play,Niamh Charles,15631.0,Left Wing,5,Liverpool WFC,966,['a70ee2fc-b034-4341-8dd8-a76b55a09834'],55,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:00:55.243,Dribble,True
,,,,,,,,Incomplete,,,,0.0,,,,,,,,,,,,,d9b8df2a-794f-46d1-803c-6cf16f11826a,164,,,"[87.0, 74.0]",19737,3,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anne-Marie Heatherson,15714.0,Right Wing,9,Yeovil Town LFC,970,['b54fc1ee-fe80-4949-aa70-108142ab93f0'],39,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:03:39.381,Dribble,True
,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,fdeba752-69c9-4e07-9b22-081a85850d96,238,,,"[82.0, 44.0]",19737,5,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jessica Anne Clarke,15218.0,Right Wing,13,Liverpool WFC,966,['19ce9ed1-36aa-4ab8-a3a9-2cac906dd3cf'],19,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:05:19.776,Dribble,True
,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,b7683823-81a0-4653-acff-3c4dfa6af847,248,,,"[83.0, 15.0]",19737,5,,,,,,,,,,,,,,,,,,,,1,From Throw In,Niamh Charles,15631.0,Left Wing,13,Liverpool WFC,966,['43fe98e1-5d09-4fc5-a5ea-86a5db746640'],24,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:05:24.357,Dribble,True
,,,,,,,,Incomplete,True,,,0.0,,,,,,,,,,,,,44e64667-28da-423c-8499-11c5171f2c7c,261,,,"[79.0, 3.0]",19737,6,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Niamh Charles,15631.0,Left Wing,14,Yeovil Town LFC,970,['e63c8b1e-fbf1-402a-9934-1cfd97457a8b'],2,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:06:02.665,Dribble,True
,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,1aad2d53-61e2-4921-bec0-2b18ccc66e38,301,,,"[37.0, 8.0]",19737,7,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Leigh-Anne Robe,15630.0,Left Back,18,Liverpool WFC,966,['fbfc8327-e202-4b75-b32d-a618f333fedb'],56,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:07:56.174,Dribble,True
,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,6d9de8b6-fde0-41b9-b39f-3c54b989e6fb,357,,,"[85.0, 14.0]",19737,10,,,,,,,,,,,,,,,,,,,,1,From Throw In,Leigh-Anne Robe,15630.0,Left Back,23,Liverpool WFC,966,"['1286f8f4-ab9a-41eb-aee6-58159827058f', 'e617c741-3e3a-4f22-9ac1-af4341cae6bd']",6,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:10:06.607,Dribble,True
,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,0418c2ca-7eee-422d-8b97-a3a2e5ee9e03,364,,,"[106.0, 10.0]",19737,10,,,,,,,,,,,,,,,,,,,,1,From Throw In,Niamh Charles,15631.0,Left Wing,23,Liverpool WFC,966,['9dc05ea2-1494-44f2-9052-2fab9984c36f'],10,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:10:10.280,Dribble,True
,,,,,,,,Complete,,,,0.0,,,,,,,,,,,,,0e2721b3-8d57-4199-b2ef-545d8b3ee1cd,465,,,"[78.0, 2.0]",19737,12,,,,,,,,,,,,,,,,,,,,1,From Counter,Niamh Charles,15631.0,Left Wing,27,Liverpool WFC,966,['7b048666-3e3f-49da-9b4b-c56e634db71d'],46,,,,,,,,,,,,,,,,,Liverpool WFC,966,00:12:46.197,Dribble,True
,,,,,,,,Incomplete,True,,,0.0,,,,,,,,,,,,,dcffd991-d63b-429a-bca4-a9ed4717446b,497,,,"[70.0, 40.0]",19737,14,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Olivia Fergusson,15718.0,Left Center Forward,30,Yeovil Town LFC,970,['a0c8ee36-94e1-41b6-95bc-c663aeb31890'],18,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:14:18.623,Dribble,True
