50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.3947,,,,,,,,,,,,,efcd3b1f-3cab-422c-a420-1ff0fb85da5e,16,,"[55.0, 3.0]",19822,0,,,,,0.5404195,,Right Foot,,,"[65.0, 9.0]",,Ground Pass,,11.661903,True,Incomplete,,Erin Bloomfield,21290.0,,,,,,,1,From Kick Off,Anne-Marie Heatherson,15714.0,Left Midfield,2,Yeovil Town LFC,970,"['75e38979-10c4-442b-bf7e-9f22e7768c87', 'b9a9fadb-0490-47c7-a566-082e174fc10c']",6,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:06.934,Pass,
,,,,,,,,,,,,,,0.9003,,,,,,,,,,,,,75e38979-10c4-442b-bf7e-9f22e7768c87,18,,"[56.0, 72.0]",19822,0,,,,,-0.21109334,,Right Foot,,,"[70.0, 69.0]",,Low Pass,,14.3178215,,Incomplete,,Charlie Wellings,15563.0,,,,,,Recovery,1,From Kick Off,Sarah Emma Mayling,19500.0,Right Back,2,Yeovil Town LFC,970,"['0fe3bb5a-fb19-4186-af13-dd38f3773c5b', '8ad0e1d8-f346-44cc-9074-383b98e68be5', 'efcd3b1f-3cab-422c-a420-1ff0fb85da5e']",8,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:08.328,Pass,
,,,,,,,,,,,,,,4.1661,,,,,,,,,,,,,49bef5e9-33de-41bc-8270-9b0044e6d5d7,23,,"[64.0, 17.0]",19822,0,,,,,0.029403288,,Left Foot,,,"[98.0, 18.0]",,Low Pass,,34.0147,,Incomplete,,Erin Bloomfield,21290.0,,,,,,,1,From Kick Off,Georgia Evans,15707.0,Left Center Midfield,2,Yeovil Town LFC,970,"['7fb92d1a-d561-4197-8a21-736bcbda575b', 'df0bc0cd-279c-468d-9d6b-2a950cb97b4e']",11,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:11.059,Pass,
,,,,,,,,,,,,,,1.5135,,,,,,,,,,,,,7102450e-2a7b-4c63-b2b1-af810fa5e5b4,30,,"[14.0, 65.0]",19822,0,,,,,-1.8692952,,Right Foot,,,"[10.0, 52.0]",,Ground Pass,,13.601471,,,,Hannah Hampton,22032.0,,,,,,Free Kick,1,From Free Kick,Meaghan Sargeant,19502.0,Right Center Back,4,Birmingham City WFC,969,['febdf971-5b93-4cbc-a925-56c3c85486ee'],33,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:33.648,Pass,
,,,,,,,,,,,,,,3.2623,,,,,,,,,,,,,09f9772e-de9a-4446-a2c3-cb398e0dba22,33,,"[15.0, 47.0]",19822,0,,,,,-0.75092906,,Right Foot,,,"[60.0, 5.0]",,High Pass,,61.554855,,,,Claudia Walker,15580.0,,,True,,,,1,From Free Kick,Hannah Hampton,22032.0,Goalkeeper,4,Birmingham City WFC,969,['17f128c2-4a0a-4b85-b3c2-9f35406d48dc'],37,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:37.756,Pass,
,,,,,,,,,,,,,,2.7085,,,,,,,,,,,,,571f6dac-47a7-4f2d-b408-d95014f565b6,35,,"[60.0, 5.0]",19822,0,,,,,-3.0617626,,Right Foot,,,"[35.0, 3.0]",,Low Pass,,25.079872,,,,Kerys Harrop,15569.0,,,,,,,1,From Free Kick,Claudia Walker,15580.0,Left Midfield,4,Birmingham City WFC,969,['ae75898a-270d-435f-8b54-6282e853af2c'],41,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:41.019,Pass,
,,,,,,,,,,,,,,2.8188,,,,,,,,,,,,,61d58cac-0560-44c4-b174-963c53b31373,38,,"[33.0, 6.0]",19822,0,,,,,2.6571147,,Left Foot,,,"[14.0, 16.0]",,Ground Pass,,21.470911,,,,Aoife Mannion,19503.0,,,,,,,1,From Free Kick,Kerys Harrop,15569.0,Left Back,4,Birmingham City WFC,969,['b4ed3ab6-7091-41c7-b21b-bb6fe900cc81'],44,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:44.275,Pass,
,,,,,,,,,,,,,,2.4975,,,,,,,,,,,,,48b8cfe0-786e-4f82-a74b-4549e5f0e236,41,,"[13.0, 16.0]",19822,0,,,,,2.145101,,Right Foot,,,"[2.0, 33.0]",,Ground Pass,,20.248457,,,,Hannah Hampton,22032.0,,,,,,,1,From Free Kick,Aoife Mannion,19503.0,Left Center Back,4,Birmingham City WFC,969,"['3136d301-0962-4674-a4e3-ce0044e51b7b', 'b0451867-3807-4dc2-ad65-b5eb24ab0a26']",47,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:47.094,Pass,True
,,,,,,,,,,,,,,2.6167,,,,,,,,,,,,,5bbf9693-a49b-41fa-8bf1-a383a94cb2f5,44,,"[6.0, 26.0]",19822,0,,,,,-0.47646743,,Right Foot,,,"[37.0, 10.0]",,High Pass,,34.88553,,,,Lucy Staniforth,15562.0,,,,,,,1,From Free Kick,Hannah Hampton,22032.0,Goalkeeper,4,Birmingham City WFC,969,['018f94e5-8d3a-4401-94db-ff3adfb5012d'],51,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:51.183,Pass,
,,,,,,,,,,,,,,4.1784,,,,,,,,,,,,,210aeddd-0bac-4de3-8b2a-703016092c61,47,,"[38.0, 10.0]",19822,0,,,,True,-0.844154,,,,,"[46.0, 1.0]",,High Pass,,12.0415945,,,,Claudia Walker,15580.0,,,,,,,1,From Free Kick,Lucy Staniforth,15562.0,Right Center Forward,4,Birmingham City WFC,969,"['0bf220fe-0d58-4813-807a-549469005ecc', '58dd2b40-f965-411d-9fd8-91de54078cd0']",53,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:53.800,Pass,True
,,,,,,,,,,,,,,2.8589,,,,,,,,,,,,,1d05d01b-f767-4d66-8606-e245ca2ed7bf,56,,"[71.0, 60.0]",19822,1,,,,,1.3258177,,Right Foot,,,"[76.0, 80.0]",,High Pass,,20.615528,,Out,,Monique Fischer,19776.0,,,,,,,1,From Free Kick,Bonnie Horwood,15713.0,Right Center Midfield,4,Birmingham City WFC,969,"['28b0c8da-c366-41eb-8b06-cf041cf84020', '47276113-8b70-4d21-b374-2a52d6dd1705']",0,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:00.652,Pass,True
,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,70b165ef-3755-45d5-81a3-f74569c5fb57,59,,"[43.0, 1.0]",19822,1,,,,,2.6011732,,,,,"[33.0, 7.0]",,Low Pass,,11.661903,,,,Aoife Mannion,19503.0,,,,,,Throw-in,1,From Throw In,Kerys Harrop,15569.0,Left Back,5,Birmingham City WFC,969,['aa1fe4ad-4e44-4f6c-9a9e-be6336d30864'],5,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:05.212,Pass,
,,,,,,,,,,,,,,2.5397,,,,,,,,,,,,,e841d412-309a-4d7e-a7c7-f135977fc6ae,63,,"[26.0, 4.0]",19822,1,,,,,2.2073045,,Right Foot,,,"[9.0, 27.0]",,Ground Pass,,28.600698,,,,Hannah Hampton,22032.0,,,,,,,1,From Throw In,Aoife Mannion,19503.0,Left Center Back,5,Birmingham City WFC,969,['897562d2-dcc7-40cc-a8c5-d44cecab1e78'],8,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:08.595,Pass,
,,,,,,,,,,,,,,1.3193,,,,,,,,,,,,,763eaf4a-9b3b-4019-8698-7a7370316ad0,66,,"[10.0, 28.0]",19822,1,,,,,0.0,,Right Foot,,,"[24.0, 28.0]",,Ground Pass,,14.0,,,,Chloe Arthur,10193.0,,,,,,,1,From Throw In,Hannah Hampton,22032.0,Goalkeeper,5,Birmingham City WFC,969,['dfb68c5d-190c-4d0d-ad11-12e6d4318961'],12,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:12.915,Pass,
,,,,,,,,,,,,,,1.229,,,,,,,,,,,,,2d3c5b7c-ba61-4870-8020-94b273311246,69,,"[24.0, 30.0]",19822,1,,,,,0.98279375,,Right Foot,,,"[34.0, 45.0]",,Ground Pass,,18.027756,,,,Hayley Ladd,19501.0,,,,,,,1,From Throw In,Chloe Arthur,10193.0,Left Defensive Midfield,5,Birmingham City WFC,969,['23f44f50-2ce7-49db-9097-63f43d4f141f'],15,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:15.877,Pass,
,,,,,,,,,,,,,,2.2967,,,,,,,,,,,,,fabe00a1-a0d4-4839-abaf-ceeb7ad76ddc,72,,"[30.0, 40.0]",19822,1,,,,,3.0466409,,Right Foot,,,"[9.0, 42.0]",,Ground Pass,,21.095022,,,,Hannah Hampton,22032.0,,,,,,,1,From Throw In,Hayley Ladd,19501.0,Right Defensive Midfield,5,Birmingham City WFC,969,"['5e6f1587-b14e-4c26-95e2-b2c21b925038', 'c05971cd-50bb-4042-8686-f866f4f915ad']",17,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:17.106,Pass,True
,,,,,,,,,,,,,,2.1834,,,,,,,,,,,,,1f0f1896-01e8-49b8-92f9-d0aa9dcfd985,74,,"[8.0, 43.0]",19822,1,,,,,1.1309538,,Right Foot,,,"[16.0, 60.0]",,Ground Pass,,18.788294,,,,Meaghan Sargeant,19502.0,,,,,,,1,From Throw In,Hannah Hampton,22032.0,Goalkeeper,5,Birmingham City WFC,969,['8e56e8d9-3f56-4aa1-b31b-fd69d68f2762'],19,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:19.403,Pass,
,,,,,,,,,,,,,,1.6301,,,,,,,,,,,,,893a7111-c273-4593-ad94-2446ba415ce2,77,,"[23.0, 64.0]",19822,1,,,,,-0.7853982,,Left Foot,,,"[31.0, 56.0]",,Ground Pass,,11.313708,,,,Chloe Arthur,10193.0,,,,,,,1,From Throw In,Meaghan Sargeant,19502.0,Right Center Back,5,Birmingham City WFC,969,['d430e46f-bc8d-45bb-8048-2b427c514758'],24,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:24.810,Pass,
,,,,,,,,,,,,,,1.6869,,,,,,,,,,,,,e0f423be-9e74-42cb-891e-06828c45a60b,81,,"[30.0, 53.0]",19822,1,,,,,-2.1995926,,Right Foot,,,"[22.0, 42.0]",,Ground Pass,,13.601471,,,,Aoife Mannion,19503.0,,,,,,,1,From Throw In,Chloe Arthur,10193.0,Left Defensive Midfield,5,Birmingham City WFC,969,"['347462f5-2021-4eb6-ae06-c703b622338e', 'f90202d3-c9b5-48e7-ace3-28ab12ce148f']",26,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:26.790,Pass,True
,,,,,,,,,,,,,,2.0632,,,,,,,,,,,,,19323c91-4985-4afb-8926-0a017cdd6ca2,84,,"[43.0, 36.0]",19822,1,,,,,-1.8233505,,Right Foot,,,"[35.0, 5.0]",,Ground Pass,,32.01562,,,,Kerys Harrop,15569.0,,,,,,,1,From Throw In,Aoife Mannion,19503.0,Left Center Back,5,Birmingham City WFC,969,['a3b6795c-ae4d-4a84-9b53-826694f9a464'],31,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:31.769,Pass,
,,,,,,,,,,,,,,0.831,,,,,,,,,,,,,893ea398-681f-4c6f-bc07-1305b9abb3f3,88,,"[32.0, 10.0]",19822,1,,,,,1.9138203,,Left Foot,,,"[27.0, 24.0]",,Ground Pass,,14.866069,,,,Aoife Mannion,19503.0,,,,,,,1,From Throw In,Kerys Harrop,15569.0,Left Back,5,Birmingham City WFC,969,['eacdc6cf-e8f6-4b8b-900c-a9abec0cade2'],35,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:35.917,Pass,
,,,,,,,,,,,,,,2.1723,,,,,,,,,,,,,4ded737c-d83c-48d1-8f16-3146146908c2,91,,"[28.0, 27.0]",19822,1,,,,,1.5707964,,Left Foot,,,"[28.0, 56.0]",,Ground Pass,,29.0,,,,Meaghan Sargeant,19502.0,,,,,,,1,From Throw In,Aoife Mannion,19503.0,Left Center Back,5,Birmingham City WFC,969,['026c62af-dea7-4312-b3ff-aea807a6a73e'],37,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:37.898,Pass,
,,,,,,,,,,,,,,1.7116,,,,,,,,,,,,,dfa38232-c343-406c-bb09-706d0b4f811e,94,,"[42.0, 58.0]",19822,1,,,,,1.1479424,,Right Foot,,,"[51.0, 78.0]",,Low Pass,,21.931713,,,,Sarah Emma Mayling,19500.0,,,,,,,1,From Throw In,Meaghan Sargeant,19502.0,Right Center Back,5,Birmingham City WFC,969,['a46a2f37-a999-4e33-8157-c4cb8229ab76'],43,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:43.621,Pass,
,,,,,,,,,,,,,,0.6413,,,,,,,,,,,,,b9f3da78-29e9-4da0-a627-50852a37ee1d,97,,"[50.0, 79.0]",19822,1,,,,,-1.2490457,,Right Foot,,,"[52.0, 73.0]",,Ground Pass,,6.3245554,,Incomplete,,Hayley Ladd,19501.0,,,,,,,1,From Throw In,Sarah Emma Mayling,19500.0,Right Back,5,Birmingham City WFC,969,"['10201350-90ea-42b6-a730-a3235b4029d3', 'aa903991-8d8a-49df-8cf4-5ef5ffa32500']",46,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:46.462,Pass,
,,,,,,,,,,,,,,1.1276,,,,,,,,,,,,,b9f02fd5-3220-44fc-a47a-91beed9fa881,100,,"[34.0, 80.0]",19822,1,,,,,-1.4056476,,,,,"[35.0, 74.0]",,High Pass,,6.0827627,,,,Hayley Ladd,19501.0,,,,,,Throw-in,1,From Throw In,Sarah Emma Mayling,19500.0,Right Back,6,Birmingham City WFC,969,['73c77ba7-0482-4314-8c9a-bc5fd8dadb3b'],56,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:56.631,Pass,
,,,,,,,,,,,,,,1.0462,,,,,,,,,,,,,2d730854-04ff-4003-8aa7-6314713d2bbb,102,,"[35.0, 74.0]",19822,1,,,,,1.9513026,,Right Foot,,,"[33.0, 79.0]",,Low Pass,,5.3851647,,,,Sarah Emma Mayling,19500.0,,,,,,,1,From Throw In,Hayley Ladd,19501.0,Right Defensive Midfield,6,Birmingham City WFC,969,['cea10ae8-59e2-4d63-abad-c83dc0747868'],57,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:57.759,Pass,
,,,,,,,,,,,,,,1.3783,,,,,,,,,,,,,2fd28384-eff6-47a6-be89-68c917adb908,105,,"[27.0, 79.0]",19822,1,,,,,-2.9229238,,Right Foot,,,"[18.0, 77.0]",,Ground Pass,,9.219544,,,,Meaghan Sargeant,19502.0,,,,,,,1,From Throw In,Sarah Emma Mayling,19500.0,Right Back,6,Birmingham City WFC,969,['7e5b7c03-207b-47c7-81c3-261c3b7d68c6'],59,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:59.777,Pass,
,,,,,,,,,,,,,,2.111079,,,,,,,,,,,,,d62a6fdb-3ef9-4ee1-95b3-f0236a20790d,108,,"[17.0, 70.0]",19822,2,,,,,-2.095592,,Right Foot,,,"[6.0, 51.0]",,Ground Pass,,21.954498,,,,Hannah Hampton,22032.0,,,,,,,1,From Throw In,Meaghan Sargeant,19502.0,Right Center Back,6,Birmingham City WFC,969,['2dfbcf57-2d8b-4d19-9cef-519204051b39'],1,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:01.494,Pass,
,,,,,,,,,,,,,,3.370644,,,,,,,,,,,,,bf5c1238-8a73-44e0-a208-4cbeadfb1c94,111,,"[8.0, 45.0]",19822,2,,,,,-1.0714496,,Right Foot,,,"[32.0, 1.0]",,High Pass,,50.119858,,Out,,Kerys Harrop,15569.0,,,True,,,,1,From Throw In,Hannah Hampton,22032.0,Goalkeeper,6,Birmingham City WFC,969,['9615a892-42cd-48b1-a382-db50f7582283'],4,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:04.870,Pass,
,,,,,,,,,,,,,,0.9869,,,,,,,,,,,,,bf24ddac-0caa-4665-b904-3ef388d33ba4,113,,"[91.0, 80.0]",19822,2,,,,,-1.735945,,,,,"[89.0, 68.0]",,Low Pass,,12.165525,,,,Georgia Evans,15707.0,,,,,,Throw-in,1,From Throw In,Rachel Mclauchlan,10195.0,Right Back,7,Yeovil Town LFC,970,['da6d7543-b7d9-4a71-83e7-0ed3a8b47f38'],19,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:02:19.031,Pass,
,,,,,,,,,,,,,,1.0475,,,,,,,,,,,,,c7cb0e84-19fe-469e-86ea-de058dc96b91,115,,"[89.0, 68.0]",19822,2,,,,,1.5707964,,Right Foot,,,"[89.0, 77.0]",,Low Pass,,9.0,,,,Rachel Mclauchlan,10195.0,,,,,,,1,From Throw In,Georgia Evans,15707.0,Left Center Midfield,7,Yeovil Town LFC,970,['e3404c3f-0a50-4c64-bf55-901595abd7c6'],20,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:02:20.018,Pass,
,,,,,,,,,,,,,,1.4681,,,,,,,,,,,,,0257496e-1ecd-4877-8c75-f5af61df5897,127,,"[93.0, 67.0]",19822,2,,,,,-1.199905,,Right Foot,,,"[100.0, 49.0]",,Low Pass,,19.313208,,Incomplete,,Erin Bloomfield,21290.0,,,,,,,1,From Throw In,Rachel Mclauchlan,10195.0,Right Back,7,Yeovil Town LFC,970,"['72581b5d-02e5-4357-86ed-9115276542c6', '7cfaf415-0857-4065-8151-1df34abb9fba']",25,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:02:25.907,Pass,
,,,,,,,,,,,,,,3.0249,,,,,,,,,,,,,700c0e35-4a0d-4e97-aebf-be4dd5e0e801,134,,"[20.0, 25.0]",19822,2,,,,,0.9978302,,Right Foot,,,"[40.0, 56.0]",,High Pass,,36.891735,,,,Charlie Wellings,15563.0,,,,,,Recovery,1,Regular Play,Aoife Mannion,19503.0,Left Center Back,8,Birmingham City WFC,969,['5ab617cb-76d4-4f90-badc-d66744f6f250'],28,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:28.870,Pass,
