ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.3515,,,,,,,,,,,,,ead30937-5f79-4903-ad21-b5035400854f,19,,,"[47.0, 80.0]",19758,0,,,,-0.4266275,,Right Foot,,,,"[69.0, 70.0]",,Low Pass,,24.166092,,,Incomplete,,,,,,,,,,1,From Kick Off,Georgia Evans,15707.0,Right Back,2,Yeovil Town LFC,970,"['552e906f-6370-4fe0-a413-a36852382a04', 'b0b6493f-d862-428b-b8f6-f0f4352a96eb']",10,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:10.610,Pass,True
,,,,,,,,,,,,,,,,2.163542,,,,,,,,,,,,,10218d15-234b-4588-9c7d-f9c948c5f39c,22,,,"[51.0, 11.0]",19758,0,,,,0.86630225,,Right Foot,,,,"[68.0, 31.0]",,Ground Pass,,26.24881,,,Incomplete,,Jade Moore,10190.0,,,,,,,1,Regular Play,Kirstyn Pearce,18152.0,Left Center Back,3,Reading WFC,974,"['21858e8e-3ed3-47c4-b882-3949fce0c37b', '399f546a-9aad-4ad7-82fc-3116a90bf3f4']",13,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:13.590,Pass,
,,,,,,,,,,,,,,,,1.085017,,,,,,,,,,,,,082726c3-e139-486a-ae82-c7fcb1a9d5d4,28,,,"[84.0, 19.0]",19758,0,,,,0.1798535,,Left Foot,,,,"[95.0, 21.0]",,Ground Pass,,11.18034,,,Incomplete,,,,,,,,,,1,Regular Play,Fara Williams,10251.0,Center Attacking Midfield,3,Reading WFC,974,['fa9d0aae-f357-46db-892f-79e525ec8754'],19,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:19.026,Pass,
,,,,,,,,,,,,,,,,1.829626,,,,,,,,,,,,,925b06fb-148b-43a4-b84a-d61a4614d69d,31,,,"[42.0, 55.0]",19758,0,,,,-0.6837093,,Right Foot,,,,"[69.0, 33.0]",,Ground Pass,,34.828148,,,Incomplete,,Olivia Fergusson,15718.0,,,,,,,1,Regular Play,Ellie Mason,15715.0,Right Center Back,3,Reading WFC,974,"['3e1b9f7a-3691-423e-a44b-bfb3dacc5191', '48faf511-1ea3-44af-9f5f-23c56232c031']",23,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:23.137,Pass,
,,,,,,,,,,,,,,,,0.639537,,,,,,,,,,,,,3e1b9f7a-3691-423e-a44b-bfb3dacc5191,33,,,"[52.0, 48.0]",19758,0,,,,-2.0344439,,Right Foot,,,,"[49.0, 42.0]",,Ground Pass,,6.708204,,,,,Kirstyn Pearce,18152.0,,,,,,Recovery,1,Regular Play,Rebecca Jane,18144.0,Right Back,3,Reading WFC,974,"['925b06fb-148b-43a4-b84a-d61a4614d69d', 'c2455699-ea05-4eac-a024-18925f2e8b03']",24,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:24.967,Pass,
,,,,,,,,,,,,,,,,1.276626,,,,,,,,,,,,,d8d81c91-5cbb-4186-a3e7-b021bbb493de,36,,,"[39.0, 43.0]",19758,0,,,,-1.6575347,,Left Foot,,,,"[37.0, 20.0]",,Ground Pass,,23.086792,,,,,Sophie Howard,15720.0,,,,,,,1,Regular Play,Kirstyn Pearce,18152.0,Left Center Back,3,Reading WFC,974,['c6b172f4-babd-4813-bb24-e71e96cac51f'],27,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:27.917,Pass,
,,,,,,,,,,,,,,,,1.412756,,,,,,,,,,,,,4649b265-f9cd-4649-b75d-b517c110d8b8,39,,,"[36.0, 20.0]",19758,0,,,,-1.2120256,,Right Foot,,,,"[42.0, 4.0]",,Ground Pass,,17.088007,,,,,Lily Woodham,15704.0,,,,,,,1,Regular Play,Sophie Howard,15720.0,Right Center Back,3,Reading WFC,974,['445a7e97-5513-4a5e-9657-477d94165199'],30,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:30.042,Pass,
,,,,,,,,,,,,,,,,1.533534,,,,,,,,,,,,,c890dd80-e4e6-4baf-bcfd-fd325c53b863,42,,,"[42.0, 4.0]",19758,0,,,,2.2565258,,Left Foot,,,,"[33.0, 15.0]",,Ground Pass,,14.21267,,,,,Sophie Howard,15720.0,,,,,,,1,Regular Play,Lily Woodham,15704.0,Left Back,3,Reading WFC,974,['cfb7e29a-5b62-41ea-93f1-39bd688c3bbd'],32,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:32.283,Pass,
,,,,,,,,,,,,,,,,0.9409,,,,,,,,,,,,,07f1bbfd-49a0-4fcf-8296-66d4dbacc84d,46,,,"[31.0, 14.0]",19758,0,,,,0.38050637,,Right Foot,,,,"[41.0, 18.0]",,Ground Pass,,10.770329,,,,,Rakel Hönnudóttir,13834.0,,,,,,,1,Regular Play,Sophie Howard,15720.0,Right Center Back,3,Reading WFC,974,"['e0f119c5-e101-4c9b-b9e9-2fc36ea41141', 'f51bd789-75ae-4c0b-85a2-62988c75b976']",34,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:34.839,Pass,True
,,,,,,,,,,,,,,,,1.49614,,,,,,,,,,,,,2db2a8ba-a1cb-4675-9b16-f6cf6eee3987,50,,,"[40.0, 16.0]",19758,0,,,,-0.86217004,,Right Foot,,,,"[52.0, 2.0]",,Ground Pass,,18.439089,,,,,Lily Woodham,15704.0,,,,,,,1,Regular Play,Rakel Hönnudóttir,13834.0,Center Forward,3,Reading WFC,974,"['a63a1cbb-ae0a-418c-8b1d-19daf14642b4', 'd9325076-8415-4162-bd27-d42685279cc5']",39,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:39.420,Pass,True
,,,,,,,,,,,,,,,,1.526806,,,,,,,,,,,,,29c20dde-5077-443b-8d42-c30baccc9f4a,53,,,"[53.0, 2.0]",19758,0,,,,2.8753407,,Left Foot,,,,"[31.0, 8.0]",,Ground Pass,,22.803509,,,,,Sophie Howard,15720.0,,,,,,,1,Regular Play,Lily Woodham,15704.0,Left Back,3,Reading WFC,974,['5e88cd34-7c45-42cc-ac8e-99ba7cc5eca8'],41,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:41.804,Pass,
,,,,,,,,,,,,,,,,1.2757,,,,,,,,,,,,,c242876b-4aeb-47f3-8982-d95080205a55,56,,,"[33.0, 7.0]",19758,0,,,,0.98279375,,Right Foot,,,,"[39.0, 16.0]",,Ground Pass,,10.816654,,,,,Jade Moore,10190.0,,,,,,,1,Regular Play,Sophie Howard,15720.0,Right Center Back,3,Reading WFC,974,['c52a59c8-7e44-47a3-91bf-41a5d982b7bc'],44,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:44.832,Pass,
,,,,,,,,,,,,,,,,1.06204,,,,,,,,,,,,,951985de-2d3f-4626-a4c1-2a9fd5e13e00,59,,,"[39.0, 16.0]",19758,0,,,,-1.9513026,,Right Foot,,,,"[35.0, 6.0]",,Ground Pass,,10.770329,,,,,Kirstyn Pearce,18152.0,,,,,,,1,Regular Play,Jade Moore,10190.0,Left Defensive Midfield,3,Reading WFC,974,['9d6be7ed-5814-4793-a06d-fed89adab881'],47,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:47.110,Pass,
,,,,,,,,,,,,,,,,3.217402,,,,,,,,,,,,,0d60238a-d4f9-4169-b822-07e9a0a11e15,62,,,"[35.0, 6.0]",19758,0,,,,-0.035699114,,Right Foot,,,,"[91.0, 4.0]",,High Pass,,56.0357,,,,,Fara Williams,10251.0,,,,,,,1,Regular Play,Kirstyn Pearce,18152.0,Left Center Back,3,Reading WFC,974,['37d4f1b6-542f-4c6a-a0aa-175c7c61fe45'],49,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:49.980,Pass,
,,,,,,,,,,,,,,,,1.4757,,,,,,,,,,,,,33c1b53f-c98c-42ab-9e3a-3b96c4de9cd1,65,,,"[103.0, 11.0]",19758,0,,,,1.4940244,16678084-2764-4e12-a741-4ab183922ed5,Right Foot,True,,,"[105.0, 37.0]",,High Pass,,26.076809,,,,,Jade Bailey,21854.0,True,,,,,,1,Regular Play,Fara Williams,10251.0,Center Attacking Midfield,3,Reading WFC,974,['0dfa0f9e-c237-45f1-b923-6f30028379ee'],56,,,,,,,,,,,,,,,,,Reading WFC,974,00:00:56.599,Pass,
,,,,,,,,,,,,,,,,2.2639,,,,,,,,,,,,,c2a71972-9133-4337-b3eb-f7116e844dda,70,,,"[7.0, 45.0]",19758,1,,,,0.36990607,,Left Foot,,,,"[56.0, 64.0]",,Low Pass,,52.554733,,,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Megan Walsh,15709.0,Goalkeeper,4,Yeovil Town LFC,970,['87952179-d02d-4b56-bb28-b7cf3cb537a4'],23,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:23.501,Pass,
,,,,,,,,,,,,,,,,0.888209,,,,,,,,,,,,,87952179-d02d-4b56-bb28-b7cf3cb537a4,71,,,"[65.0, 17.0]",19758,1,,,,1.8622531,,Head,,,,"[62.0, 27.0]",,Low Pass,,10.440307,,,Incomplete,,Jade Moore,10190.0,,,,,,Recovery,1,From Goal Kick,Rakel Hönnudóttir,13834.0,Center Forward,4,Yeovil Town LFC,970,"['ba0dd1f2-1370-4364-9319-727b693e8a1a', 'c2a71972-9133-4337-b3eb-f7116e844dda', 'cb8a40b2-9ece-4fa2-a3a8-03924f41c0d1']",25,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:25.764,Pass,
,,,,,,,,,,,,,,,,1.272,,,,,,,,,,,,,d81bd799-61e3-4778-90f8-b79a7a55fe47,76,,,"[59.0, 53.0]",19758,1,,,,1.4056476,,Right Foot,,,,"[61.0, 65.0]",,Ground Pass,,12.165525,,,,,Emily Syme,15716.0,,,,,,,1,From Goal Kick,Emily Donovan,15705.0,Left Midfield,4,Yeovil Town LFC,970,['4a3ae222-ce25-4d6e-922e-a6b483433cb7'],27,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:27.384,Pass,
,,,,,,,,,,,,,,,,1.248,,,,,,,,,,,,,c1068af4-b792-4665-be4c-0c79fcfb5657,79,,,"[61.0, 65.0]",19758,1,,,,-0.7853982,,Left Foot,,,,"[66.0, 60.0]",,Ground Pass,,7.071068,,,,,Anne-Marie Heatherson,15714.0,,,,,,,1,From Goal Kick,Emily Syme,15716.0,Right Midfield,4,Yeovil Town LFC,970,['3ff3bb6f-5fe5-4d4a-9b45-d05d4ed57177'],28,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:28.673,Pass,
,,,,,,,,,,,,,,,,2.570856,,,,,,,,,,,,,f5f46641-414e-4aa2-b719-3131b6194cc3,88,,,"[53.0, 33.0]",19758,1,,,,1.6396528,,Right Foot,,,,"[51.0, 62.0]",,Ground Pass,,29.068884,,,,,Rebecca Jane,18144.0,,,,,,,1,Regular Play,Jade Moore,10190.0,Left Defensive Midfield,5,Reading WFC,974,['b034e1ff-ec8f-429a-ac03-ee224edaaf5a'],33,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:33.382,Pass,
,,,,,,,,,,,,,,,,1.1546,,,,,,,,,,,,,1ff4d959-48bd-4349-a63f-dc6516ed996a,91,,,"[55.0, 63.0]",19758,1,,,,0.094951704,,Right Foot,,,,"[76.0, 65.0]",,Ground Pass,,21.095022,,,,,Gemma Suzanne Davison,15721.0,,,,,,,1,Regular Play,Rebecca Jane,18144.0,Right Back,5,Reading WFC,974,['a238fb83-2ca1-4591-aecf-130ff208b8a2'],37,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:37.530,Pass,
,,,,,,,,,,,,,,,,0.716918,,,,,,,,,,,,,f8215acb-093d-4b7e-9eb6-ec9491db14b8,95,,,"[72.0, 56.0]",19758,1,,,,3.1415927,,Right Foot,,,,"[65.0, 56.0]",,Ground Pass,,7.0,,,,,Jade Moore,10190.0,,,,,,,1,Regular Play,Gemma Suzanne Davison,15721.0,Left Wing,5,Reading WFC,974,['3e18f0ef-6abc-4b00-8547-fe19186117a2'],46,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:46.758,Pass,
,,,,,,,,,,,,,,,,0.654368,,,,,,,,,,,,,024d4f1e-399a-4a41-af6c-f7be9c3c5087,98,,,"[65.0, 56.0]",19758,1,,,,-1.6373645,,Right Foot,,,,"[64.0, 41.0]",,Ground Pass,,15.033297,,,,,Rakel Hönnudóttir,13834.0,,,,,,,1,Regular Play,Jade Moore,10190.0,Left Defensive Midfield,5,Reading WFC,974,['c24d2d86-eee0-40aa-9372-a2226e7b3f56'],48,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:48.218,Pass,
,,,,,,,,,,,,,,,,2.297,,,,,,,,,,,,,22ccacb8-8982-43f9-9616-53b33b68dd55,102,,,"[64.0, 38.0]",19758,1,,,,-1.5707964,,Right Foot,,,,"[64.0, 17.0]",,Ground Pass,,21.0,,,,,Kirstyn Pearce,18152.0,,,,,,,1,Regular Play,Rakel Hönnudóttir,13834.0,Center Forward,5,Reading WFC,974,"['139c4928-40f3-4181-9bf1-8bdf65d5bff7', 'd5dbc73c-a40b-462a-85b8-57167fed0629']",49,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:49.686,Pass,True
,,,,,,,,,,,,,,,,1.42045,,,,,,,,,,,,,3b6c860e-4c1f-48d4-9912-23ba3556f47d,106,,,"[84.0, 16.0]",19758,1,,,,2.961739,,Left Foot,,,,"[73.0, 18.0]",,Ground Pass,,11.18034,,,,,Rakel Hönnudóttir,13834.0,,,,,,,1,Regular Play,Kirstyn Pearce,18152.0,Left Center Back,5,Reading WFC,974,"['ad6c29a7-acc8-4b9d-b88a-41ea37fc055e', 'ae157d2a-c0ad-4939-bf80-e7c50bc45e48']",56,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:56.016,Pass,True
,,,,,,,,,,,,,,,,1.3288,,,,,,,,,,,,,3d8a8f9d-94c4-40f0-932c-a8618a59a900,109,,,"[70.0, 17.0]",19758,1,,,,0.69473827,,Right Foot,,,,"[88.0, 32.0]",,Low Pass,,23.43075,,,,,Gemma Suzanne Davison,15721.0,,,,,,,1,Regular Play,Rakel Hönnudóttir,13834.0,Center Forward,5,Reading WFC,974,['b6287014-0e3c-4c49-b20f-d1d79b02e3fd'],58,,,,,,,,,,,,,,,,,Reading WFC,974,00:01:58.731,Pass,
,,,,,,,,,,,,,,,,0.7308,,,,,,,,,,,,,7246b933-cfdb-4fba-a3f4-d66851364f8a,113,,,"[87.0, 34.0]",19758,2,,,,0.0,,Right Foot,,,,"[95.0, 34.0]",,Low Pass,,8.0,,,Incomplete,,,,,,,,,,1,Regular Play,Gemma Suzanne Davison,15721.0,Left Wing,5,Reading WFC,974,"['82b561d4-f209-4638-ae98-7a91820e9033', '9a07cd51-faff-4ec3-bc57-4a5054dbd15c']",0,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:00.084,Pass,True
,,,,,,,,,,,,,,,,0.6914,,,,,,,,,,,,,107f04aa-5973-47bd-99c7-1a6a429b7d0c,118,,,"[113.0, 56.0]",19758,2,,,,-1.9513026,1c7a92ac-0743-4115-98ee-a54cf9986187,Left Foot,True,,,"[109.0, 46.0]",,Ground Pass,,10.770329,,,,,Fara Williams,10251.0,True,,,,,,1,Regular Play,Jade Bailey,21854.0,Right Defensive Midfield,5,Reading WFC,974,['974c2a47-2fc5-403f-b9dd-96ae68f242dc'],5,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:05.520,Pass,
,,,,,,,,,,,,,,,,0.956942,,,,,,,,,,,,,73701968-657b-4129-9e15-0c10ffa142c2,126,,,"[67.0, 26.0]",19758,2,,,,-0.12970254,,Right Foot,,,,"[90.0, 23.0]",,Ground Pass,,23.194826,,,Incomplete,,,,,,,,,,1,Regular Play,Jade Moore,10190.0,Left Defensive Midfield,5,Reading WFC,974,['5ec1c703-82c2-440d-b51b-cf2eb1cb7525'],11,,,,,,,,,,,,,,,,,Reading WFC,974,00:02:11.596,Pass,
,,,,,,,,,,,,,,,,1.428,,,,,,,,,,,,,cf7ec649-e07a-4379-ad54-ff5074c02543,129,,,"[45.0, 52.0]",19758,2,,,,-1.418147,,Left Foot,,,,"[49.0, 26.0]",,Ground Pass,,26.305893,,,,,Emily Donovan,15705.0,,,,,,,1,Regular Play,Emily Syme,15716.0,Right Midfield,6,Yeovil Town LFC,970,['f7962225-1e55-4014-9ba8-17f22ec16b54'],14,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:02:14.995,Pass,
,,,,,,,,,,,,,,,,1.3682,,,,,,,,,,,,,a2761c1b-351b-4f9c-a608-4bdbf52ca156,133,,,"[57.0, 17.0]",19758,2,,,,2.3561945,,Right Foot,,,,"[49.0, 25.0]",,Ground Pass,,11.313708,,,,,Georgia Evans,15707.0,,,,,,,1,Regular Play,Emily Donovan,15705.0,Left Midfield,6,Yeovil Town LFC,970,['6fd1d13a-b76c-4d7f-9ca3-3e2fe7f4f90c'],20,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:02:20.652,Pass,
,,,,,,,,,,,,,,,,2.3971,,,,,,,,,,,,,b514ef3f-0aa4-47c0-93f0-1e2a7ffdd802,136,,,"[49.0, 25.0]",19758,2,,,,-0.9197196,,Right Foot,,,,"[65.0, 4.0]",,Ground Pass,,26.400757,,,,,Megan Alexander,15710.0,,,,,,,1,Regular Play,Georgia Evans,15707.0,Right Back,6,Yeovil Town LFC,970,['bede1467-a0e9-4c43-9da9-b8c4b0875dbb'],22,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:02:22.100,Pass,
