bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.147,,,,,,,,,,,7cc1c0c6-2c01-44d7-84dc-af3174363676,20,,,"[41.0, 71.0]",7298,0,,0.7853982,,,Right Foot,,,"[43.0, 73.0]",,High Pass,2.828427,Incomplete,,,,,,,Recovery,1,From Goal Kick,Esme Beth Morgan,4649.0,Right Back,3,Manchester City WFC,746,"['30cb10cd-5f73-472a-a0e0-a67f37e8eb83', 'eec5d261-30c2-4688-8855-509155945610', 'fa7be948-c79a-4f6e-a0b4-73808797ce53']",29,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:29.633,Pass,True
,,,,,,,,,,,,1.253,,,,,,,,,,,7fa4873b-25f9-434f-bb83-09f359538a22,23,,,"[43.0, 66.0]",7298,0,,0.5880026,,,Head,,,"[58.0, 76.0]",,Low Pass,18.027756,,Nikita Parris,4654.0,,,,,Recovery,1,From Goal Kick,Jill Scott,10172.0,Right Center Midfield,3,Manchester City WFC,746,"['9ba4e8ab-47f5-48aa-b477-0fcc36d0bbfa', '9beb6bd3-c65e-4726-879f-5e1c1d995695']",31,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:31.420,Pass,True
,,,,,,,,,,,,1.506,,,,,,,,,,,855740f5-484c-449e-a14d-b2c51372379d,26,,,"[58.0, 76.0]",7298,0,,-0.28605145,,,Right Foot,,,"[75.0, 71.0]",,High Pass,17.720045,,Nadia Nadim,4650.0,,,,,,1,From Goal Kick,Nikita Parris,4654.0,Right Wing,3,Manchester City WFC,746,['f222a5aa-8cda-48fb-a32d-c2819121eb86'],32,,,,,,,,,,,,,,,,Manchester City WFC,746,00:00:32.793,Pass,
,,,,,,,,,,,,3.453,,,,,,,,,,,00821d9b-c6c8-4c05-9b81-3cb1bba0e845,33,,,"[44.0, 17.0]",7298,0,,0.11710875,9b82eaa3-2048-4157-aa9a-eabeb4fa0ebe,,Right Foot,,,"[95.0, 23.0]",,High Pass,51.351727,,Francesca Kirby,4641.0,True,,Through Ball,True,,1,From Counter,Anita Amma Ankyewah Asante,4657.0,Center Back,4,Chelsea FCW,971,['f55b153d-56db-4ccc-8117-d90185576727'],38,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:38.660,Pass,
,,,,,,,,,,,,1.56,,,,,,,,,,,4a0bdf52-ad74-45bd-9add-7d8e55363bb5,45,,,"[119.0, 2.0]",7298,1,,1.6672701,,,Right Foot,True,,"[116.0, 33.0]",,High Pass,31.144823,Incomplete,Anita Amma Ankyewah Asante,4657.0,,,,,Corner,1,From Corner,Ramona Bachmann,4659.0,Left Center Forward,5,Chelsea FCW,971,"['0bace398-e1f6-48d1-b26b-29cb214d0e1e', '867de81d-f448-4035-bde5-02194ee81f17']",19,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:19.900,Pass,
,,,,,,,,,,,,0.56,,,,,,,,,,,9f59bc83-9146-449c-a95d-d0b8e35bb00a,52,,,"[54.0, 24.0]",7298,1,,2.0344439,,,Right Foot,,,"[53.0, 26.0]",,Ground Pass,2.236068,Incomplete,Magdalena Lilly Eriksson,4633.0,,,,,,1,From Corner,Anita Amma Ankyewah Asante,4657.0,Center Back,5,Chelsea FCW,971,"['20fce4d7-42d3-4310-bf3c-229d36491a10', '56d50d70-ebb3-4b68-b33a-6149e08e130e', 'db63ec4e-4e6e-4312-84f2-eb36ac10f7fb']",43,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:43.940,Pass,True
,,,,,,,,,,,,2.08,,,,,,,,,,,ee5999cc-261f-486d-8feb-3ddb204753bf,58,,,"[92.0, 26.0]",7298,1,,-1.3825748,,,Left Foot,,,"[96.0, 5.0]",,Ground Pass,21.377558,,Demi Stokes,4651.0,,,,,,1,Regular Play,Julia Spetsmark,4635.0,Left Wing,6,Manchester City WFC,746,['1e2cba0e-aa61-4289-87eb-f4a7ac28a18d'],51,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:51.153,Pass,
,,,,,,,,,,,,0.76,,,,,,,,,,,0f802da2-68d1-4ac6-9855-83360bb81ca0,62,,,"[95.0, 5.0]",7298,1,,2.1995926,,,Left Foot,,,"[87.0, 16.0]",,Ground Pass,13.601471,,Isobel Mary Christiansen,4645.0,,,,,,1,Regular Play,Demi Stokes,4651.0,Left Back,6,Manchester City WFC,746,"['6114c8fc-a06c-4464-bb0e-5763aaff40f5', 'c0224744-a089-4207-84d2-72c1d20c0534']",54,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:54.513,Pass,True
,,,,,,,,,,,,1.28,,,,,,,,,,,30041b72-609a-4bfb-bb5a-2ee981b8fdbb,66,,,"[87.0, 17.0]",7298,1,,0.90675014,,,Right Foot,True,,"[105.0, 40.0]",,High Pass,29.206163,,Nadia Nadim,4650.0,,,,,,1,Regular Play,Isobel Mary Christiansen,4645.0,Left Center Midfield,6,Manchester City WFC,746,"['a1351f8b-9b37-4c18-82b7-9d87ceba2d91', 'bb4e9939-6304-4828-9d4c-307d0c27614f']",56,,,,,,,,,,,,,,,,Manchester City WFC,746,00:01:56.513,Pass,True
,,,,,,,,,,,,0.88,,,,,,,,,,,fa1e39b4-9fce-48c3-a27c-235c83858247,70,,,"[100.0, 40.0]",7298,2,,2.1910458,,,Right Foot,,,"[90.0, 54.0]",,Ground Pass,17.20465,,Jill Scott,10172.0,,,,,,1,Regular Play,Nadia Nadim,4650.0,Center Forward,6,Manchester City WFC,746,['cbbc2c36-6a64-4d88-9784-5248d8a301e4'],0,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:00.793,Pass,
,,,,,,,,,,,,0.68,,,,,,,,,,,0a6de4b3-c34e-405f-be03-1478ae2f5982,74,,,"[90.0, 54.0]",7298,2,,0.4266275,,,Right Foot,,,"[101.0, 59.0]",,Ground Pass,12.083046,,Nikita Parris,4654.0,,,,,,1,Regular Play,Jill Scott,10172.0,Right Center Midfield,6,Manchester City WFC,746,"['d2236663-c92b-486c-be64-d9850eb773ef', 'e8af59af-ed87-471b-8f21-5cce268ec842']",3,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:03.032,Pass,True
,,,,,,,,,,,,1.92,,,,,,,,,,,db5790d0-9945-405d-a0fd-0a4ae4a27d70,80,,,"[120.0, 80.0]",7298,2,,-1.5971061,,,Right Foot,,,"[119.0, 42.0]",,High Pass,38.013157,Incomplete,Nikita Parris,4654.0,,,,,Corner,1,From Corner,Isobel Mary Christiansen,4645.0,Left Center Midfield,7,Manchester City WFC,746,"['2b251165-5e0a-41b7-b9b8-fe198d76d0d6', '5e53ddf4-fc46-4161-b8ae-7e1271e4bf1f']",46,,,,,,,,,,,,,,,,Manchester City WFC,746,00:02:46.020,Pass,
,,,,,,,,,,,,3.12,,,,,,,,,,,8684735a-91b7-449a-99a9-6ed0cab2dac5,85,,,"[9.0, 41.0]",7298,2,,0.20401798,,,Right Foot,,,"[38.0, 47.0]",,High Pass,29.614185,,Francesca Kirby,4641.0,,,,,,1,Regular Play,Drew Spence,4638.0,Left Center Midfield,8,Chelsea FCW,971,['1a10280c-a606-4923-b778-dcfe839a3564'],49,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:49.260,Pass,
,,,,,,,,,,,,1.28,,,,,,,,,,,8b8d4dc5-4545-4605-aee3-c64ea0445d50,91,,,"[31.0, 40.0]",7298,2,,1.7033478,,,Right Foot,,,"[29.0, 55.0]",,Ground Pass,15.132746,,Millie Bright,4642.0,,,,,,1,Regular Play,Francesca Kirby,4641.0,Right Center Forward,8,Chelsea FCW,971,"['3755e949-9ca6-4c68-87d6-c3f255375172', '49a6709e-0124-4576-964b-ba38145e92d4']",56,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:56.140,Pass,True
,,,,,,,,,,,,4.0,,,,,,,,,,,e775f6e7-f729-46bd-9215-9c47064599e2,94,,,"[27.0, 58.0]",7298,2,,0.13477129,,,Right Foot,,,"[86.0, 66.0]",,High Pass,59.5399,Incomplete,Hannah Jayne Blundell,17275.0,,,,,,1,Regular Play,Millie Bright,4642.0,Right Center Back,8,Chelsea FCW,971,"['3e37cfa8-b9cf-477a-8ea1-9863b778b949', '49a6709e-0124-4576-964b-ba38145e92d4', '9f624506-b237-4ecb-8d34-86a70bd249e2']",59,,,,,,,,,,,,,,,,Chelsea FCW,971,00:02:59.140,Pass,True
,,,,,,,,,,,,1.813,,,,,,,,,,,3e37cfa8-b9cf-477a-8ea1-9863b778b949,97,,,"[35.0, 15.0]",7298,3,,-0.4636476,,,Right Foot,,,"[45.0, 10.0]",,High Pass,11.18034,,Julia Spetsmark,4635.0,,,,,Recovery,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,9,Manchester City WFC,746,"['3b05f2f9-0375-450a-8b21-56bbeef2b8ad', '652626af-a9d6-4eb6-80dc-41a3ca714861', 'e775f6e7-f729-46bd-9215-9c47064599e2']",3,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:03.140,Pass,True
,,,,,,,,,,,,1.16,,,,,,,,,,,0b0d57f7-f062-41b5-801a-7ce44c1f2fb5,109,,,"[78.0, 76.0]",7298,3,,0.16514868,,,Right Foot,,,"[84.0, 77.0]",,Ground Pass,6.0827627,,Hannah Jayne Blundell,17275.0,,,,,,1,Regular Play,So-Yun Ji,4647.0,Center Midfield,10,Chelsea FCW,971,['4e0cb03d-04e9-4a76-b9d9-1f5c1c5d9d94'],10,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:10.180,Pass,
,,,,,,,,,,,,0.88,,,,,,,,,,,1144b871-1f08-4fd1-941c-12f94f96853c,112,,,"[84.0, 77.0]",7298,3,,-1.929567,,,Right Foot,,,"[81.0, 69.0]",,Ground Pass,8.5440035,,So-Yun Ji,4647.0,,,,,,1,Regular Play,Hannah Jayne Blundell,17275.0,Right Midfield,10,Chelsea FCW,971,"['81b4a619-613e-47de-b24a-e7c00226b8f8', '86b68e88-b62b-48b3-bf49-4c2559a5cc98']",11,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:11.340,Pass,True
,,,,,,,,,,,,0.52,,,,,,,,,,,9440595d-5576-4785-a72d-8b406f342609,116,,,"[83.0, 69.0]",7298,3,,-0.09966865,,,Right Foot,,,"[93.0, 68.0]",,Ground Pass,10.049875,,Francesca Kirby,4641.0,,,,,,1,Regular Play,So-Yun Ji,4647.0,Center Midfield,10,Chelsea FCW,971,"['43ec7fea-5d49-4b77-b8b2-2fa54cf08b2a', 'e293c31a-2e57-49ce-9fcd-0ccf644a939b']",13,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:13.260,Pass,True
,,,,,,,,,,,,1.32,,,,,,,,,,,e0992d22-bf10-4700-b161-fb483d037ec8,119,,,"[90.0, 68.0]",7298,3,,-1.5707964,,,Right Foot,,,"[90.0, 53.0]",,Ground Pass,15.0,Incomplete,Drew Spence,4638.0,,,,,,1,Regular Play,Francesca Kirby,4641.0,Right Center Forward,10,Chelsea FCW,971,"['22e2f170-391e-4d2e-8d97-7060741fb63f', '68898c5d-0178-4b31-92b2-3396b73851fb']",14,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:14.460,Pass,
,,,,,,,,,,,,0.613,,,,,,,,,,,68898c5d-0178-4b31-92b2-3396b73851fb,121,,,"[31.0, 28.0]",7298,3,,-1.815775,,,Right Foot,,,"[30.0, 24.0]",,Ground Pass,4.1231055,,Isobel Mary Christiansen,4645.0,,,,,Recovery,1,Regular Play,Jill Scott,10172.0,Right Center Midfield,11,Manchester City WFC,746,"['a2a93873-c7e5-4f52-a4de-4e6bae3d5252', 'e0992d22-bf10-4700-b161-fb483d037ec8']",15,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:15.780,Pass,
,,,,,,,,,,,,0.68,,,,,,,,,,,b3d9d275-77f9-4940-ad2b-13084f1c7ca0,124,,,"[29.0, 24.0]",7298,3,,2.3561945,,,Right Foot,,,"[25.0, 28.0]",,Ground Pass,5.656854,,Jennifer Patricia Beattie,17524.0,,,,,,1,Regular Play,Isobel Mary Christiansen,4645.0,Left Center Midfield,11,Manchester City WFC,746,['9c41c19c-4d09-4c34-a91a-c1fe27a28cb1'],18,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:18.393,Pass,
,,,,,,,,,,,,0.6,,,,,,,,,,,56fedf6a-b954-4cb3-96e7-401a5c1562aa,127,,,"[25.0, 27.0]",7298,3,,-1.4940244,,,Right Foot,,,"[26.0, 14.0]",,Ground Pass,13.038404,,Demi Stokes,4651.0,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,11,Manchester City WFC,746,['99127241-74d6-4d9f-be82-9e4884072442'],19,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:19.713,Pass,
,,,,,,,,,,,,5.147,,,,,,,,,,,9f26516b-edac-43f9-8fde-3e962a5456bd,131,,,"[32.0, 15.0]",7298,3,,0.12246106,,,Left Foot,,,"[97.0, 23.0]",,High Pass,65.490456,Incomplete,Nadia Nadim,4650.0,,,,,,1,Regular Play,Demi Stokes,4651.0,Left Back,11,Manchester City WFC,746,"['13c32ea7-fb74-4502-8bfa-63fc9eb1bd44', '90e23513-6e71-40ef-9c40-2b6418d85858', 'f38ffd71-c860-4c8f-a162-1e6049dab0a4']",22,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:22.073,Pass,True
,,,,,,,,,,,,2.28,,,,,,,,,,,11046a72-e5cc-423a-bc2b-1be26e813821,135,,,"[24.0, 53.0]",7298,3,,-1.2036225,,,Right Foot,,,"[34.0, 27.0]",,Ground Pass,27.856777,,Anita Amma Ankyewah Asante,4657.0,,,,,,1,Regular Play,Rut Hedvig Lindahl,4640.0,Goalkeeper,12,Chelsea FCW,971,['ba6d307e-911f-40b4-b1fc-164d4cc83eed'],29,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:29.660,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,dbd460be-c718-4942-b743-af6f49425363,139,,,"[43.0, 27.0]",7298,3,,-0.22679885,,,Right Foot,,,"[69.0, 21.0]",,Ground Pass,26.683329,,Ramona Bachmann,4659.0,,,,,,1,Regular Play,Anita Amma Ankyewah Asante,4657.0,Center Back,12,Chelsea FCW,971,"['042fc929-5059-49db-b2f5-8b6723f98233', 'bb76b868-180d-415d-a0e9-41f1dbcde0df']",34,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:34.460,Pass,True
,,,,,,,,,,,,1.253,,,,,,,,,,,59ebb235-73b9-4c88-972d-b73bcb965666,148,,,"[65.0, 74.0]",7298,3,,3.050933,,,Right Foot,,,"[43.0, 76.0]",,Ground Pass,22.090721,,Esme Beth Morgan,4649.0,,,,,,1,Regular Play,Jill Scott,10172.0,Right Center Midfield,13,Manchester City WFC,746,['386ad352-07b6-4909-ae3b-2a7c8f2a3d3b'],41,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:41.140,Pass,
,,,,,,,,,,,,0.68,,,,,,,,,,,8417fa09-e84f-4b62-b34c-5c39eda0855d,151,,,"[37.0, 76.0]",7298,3,,-1.6539376,,,Left Foot,,,"[36.0, 64.0]",,Ground Pass,12.0415945,,Abbie McManus,4648.0,,,,,,1,Regular Play,Esme Beth Morgan,4649.0,Right Back,13,Manchester City WFC,746,['877a3355-7ac7-4102-9307-dbeb34cf9812'],43,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:43.633,Pass,
,,,,,,,,,,,,2.08,,,,,,,,,,,90ca4643-7d07-4cbd-b933-15bec124c40f,154,,,"[37.0, 53.0]",7298,3,,-1.7607846,,,Right Foot,,,"[32.0, 27.0]",,Ground Pass,26.476404,,Jennifer Patricia Beattie,17524.0,,,,,,1,Regular Play,Abbie McManus,4648.0,Right Center Back,13,Manchester City WFC,746,['b11fdfb3-60f7-45bb-898d-7e97e5b40d99'],48,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:48.993,Pass,
,,,,,,,,,,,,1.24,,,,,,,,,,,617f644c-8fcf-419e-8ba3-e903bb7cb165,157,,,"[31.0, 26.0]",7298,3,,-1.2490457,,,Right Foot,,,"[37.0, 8.0]",,Ground Pass,18.973665,,Demi Stokes,4651.0,,,,,,1,Regular Play,Jennifer Patricia Beattie,17524.0,Left Center Back,13,Manchester City WFC,746,['bc436652-64e3-43b7-a55c-98e0a39e0dc4'],51,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:51.913,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,353a35f3-b6e3-4b83-af46-c68606ee9596,161,,,"[38.0, 7.0]",7298,3,,0.29544082,,,Left Foot,,,"[61.0, 14.0]",,Ground Pass,24.04163,,Julia Spetsmark,4635.0,,,,,,1,Regular Play,Demi Stokes,4651.0,Left Back,13,Manchester City WFC,746,"['d2e826c6-21b6-4fac-8128-3dbc211a4683', 'df6fe704-82bb-4a35-a058-3e340e3bcc09']",54,,,,,,,,,,,,,,,,Manchester City WFC,746,00:03:54.553,Pass,True
,,,,,,,,,,,,2.2,,,,,,,,,,,d6cfbc0a-8dde-4063-b6e5-7776abb4a813,167,,,"[73.0, 70.0]",7298,3,,-0.38050637,,,Right Foot,,,"[88.0, 64.0]",,Ground Pass,16.155495,,Francesca Kirby,4641.0,,,,,Recovery,1,Regular Play,Hannah Jayne Blundell,17275.0,Right Midfield,13,Manchester City WFC,746,['b2c1cdfa-587f-4cfc-aaa7-e6adb2f26724'],58,,,,,,,,,,,,,,,,Chelsea FCW,971,00:03:58.100,Pass,
,,,,,,,,,,,,1.08,,,,,,,,,,,394e9c95-670c-47f5-8971-e0f18ab2ed51,176,,,"[40.0, 33.0]",7298,4,,-0.23109066,,,Right Foot,,,"[57.0, 29.0]",,Ground Pass,17.464249,,Nadia Nadim,4650.0,,,,,,1,Regular Play,Isobel Mary Christiansen,4645.0,Left Center Midfield,13,Manchester City WFC,746,"['9443a3ca-dbb1-4c3c-9f2a-89e479f2c60d', 'cdb45cbf-a6f8-459c-aed1-5ab62f6f5725']",3,,,,,,,,,,,,,,,,Manchester City WFC,746,00:04:03.073,Pass,True
