50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_end_location,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,2.457301,,,,,,,,,,,,,,db69f6dd-0f11-4091-8896-bc55158021ee,18,,,"[38.0, 74.0]",19743,0,,,,-2.55359,,,Right Foot,,"[8.0, 54.0]",Ground Pass,36.05551,,Rut Hedvig Lindahl,4640.0,,,,,,1,From Kick Off,Jessica Carter,19422.0,Right Back,2,Chelsea FCW,971,"['076e57c9-375d-4c9a-8fc5-6945b1cf7f43', 'e0f3fb65-2bda-4032-8f48-38ef8ccefaaa']",12,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:12.945,Pass,True
,,,,,,,,,,,2.061901,,,,,,,,,,,,,,5fb8b5bb-e7f7-4b18-a280-748910b77cf4,21,,,"[8.0, 54.0]",19743,0,,,,-0.07304057,,,Right Foot,,"[49.0, 51.0]",High Pass,41.109608,,So-Yun Ji,4647.0,,,,,,1,From Kick Off,Rut Hedvig Lindahl,4640.0,Goalkeeper,2,Chelsea FCW,971,['fa45af53-4d66-451f-8eb9-a577b3e66b11'],15,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:15.442,Pass,
,,,,,,,,,,,1.738435,,,,,,,,,,,,,,121ee542-85f5-43eb-a706-8e8e74915836,25,,,"[49.0, 51.0]",19743,0,,,,-1.6421038,,,Other,,"[48.0, 37.0]",High Pass,14.035668,,Drew Spence,4638.0,,,,,,1,From Kick Off,So-Yun Ji,4647.0,Center Attacking Midfield,2,Chelsea FCW,971,"['5b7fb03d-bd6b-49b5-b941-b899cdf487ec', 'f6c5a6a3-f8cf-4736-9da8-b769200ac619']",17,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:17.544,Pass,True
,,,,,,,,,,,1.69761,,,,,,,,,,,,,,94d7bbe1-8a16-4273-a641-38d1276df93d,28,,,"[48.0, 37.0]",19743,0,,,,-1.0191413,,,Right Foot,,"[64.0, 11.0]",Low Pass,30.528675,,Bethany England,15550.0,,,,,,1,From Kick Off,Drew Spence,4638.0,Left Defensive Midfield,2,Chelsea FCW,971,['463d5c81-7249-4cc4-a3ad-0957f0cb7451'],19,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:19.455,Pass,
,,,,,,,,,,,2.037727,,,,,,,,,,,,,,39371286-066b-4d12-aaae-d8bad724290d,31,,,"[73.0, 15.0]",19743,0,,,,-0.7140907,,,Right Foot,,"[88.0, 2.0]",Ground Pass,19.849434,,Jonna Ann-Charlotte Andersson,10222.0,,,,,,1,From Kick Off,Bethany England,15550.0,Left Midfield,2,Chelsea FCW,971,['c9525ff0-f1ad-401f-96ac-f48ef58365f9'],23,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:23.495,Pass,
,,,,,,,,,,,2.266645,,,,,,,,,,,,,,41c2c3d2-d959-4621-915c-7b30b69bf658,35,,,"[92.0, 3.0]",19743,0,,,,0.36397895,,,Left Foot,,"[113.0, 11.0]",Ground Pass,22.472204,Incomplete,Francesca Kirby,4641.0,,,,,,1,From Kick Off,Jonna Ann-Charlotte Andersson,10222.0,Left Back,2,Chelsea FCW,971,"['2c175de5-3ffb-47ea-a268-0a0998265363', 'b79d7ebe-894d-4661-be5c-3921a077aab7', 'de4b8e6b-1bc7-49a6-b48a-f880a54ef456']",27,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:27.344,Pass,True
,,,,,,,,,,,2.067892,,,,,,,,,,,,,,e5bc1588-5d73-4944-a879-c86426b5fead,40,,,"[3.0, 78.0]",19743,0,,,,0.08314123,,,Right Foot,,"[27.0, 80.0]",High Pass,24.083189,Out,,,,,,,,1,From Kick Off,Meaghan Sargeant,19502.0,Right Center Back,2,Chelsea FCW,971,['315fa5fd-00d4-4bba-ab4a-11e4ab4d2d9e'],31,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:31.140,Pass,True
,,,,,,,,,,,0.848694,,,,,,,,,,,,,,ecea6d15-cda8-43fa-a369-bb239dee9cf8,41,,,"[92.0, 1.0]",19743,0,,,,2.55359,,,,,"[83.0, 7.0]",High Pass,10.816654,,Drew Spence,4638.0,,,,,Throw-in,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,3,Chelsea FCW,971,['36ec37b7-36ab-4178-b609-c30f428e8d56'],37,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:37.905,Pass,
,,,,,,,,,,,1.21335,,,,,,,,,,,,,,5ff25df7-e198-41c5-aca0-83ae1a4ddfe8,45,,,"[85.0, 4.0]",19743,0,,,,3.0309355,,,Right Foot,,"[76.0, 5.0]",Ground Pass,9.055386,,Magdalena Lilly Eriksson,4633.0,,,,,,1,From Throw In,Drew Spence,4638.0,Left Defensive Midfield,3,Chelsea FCW,971,"['5d748364-4b24-4171-ae5d-6cfa15a064a2', '9850ea5f-bec9-48e0-8bc1-3666f02dc26c']",40,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:40.477,Pass,True
,,,,,,,,,,,0.1366,,,,,,,,,,,,,,16be39c9-faef-4176-9460-21f0a1089482,47,,,"[76.0, 4.0]",19743,0,,,,0.0,,,Left Foot,,"[78.0, 4.0]",Ground Pass,2.0,Incomplete,,,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,3,Chelsea FCW,971,['5adb28b8-febb-4be8-b086-56621f3cdabf'],41,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:41.691,Pass,
,,,,,,,,,,,1.5833,,,,,,,,,,,,,,a199fc3e-2313-4dd5-844d-4fe8bf2a715f,49,,,"[82.0, 1.0]",19743,0,,,,0.24497867,,,,,"[94.0, 4.0]",High Pass,12.369317,Incomplete,Bethany England,15550.0,,,,,Throw-in,1,From Throw In,Jonna Ann-Charlotte Andersson,10222.0,Left Back,4,Chelsea FCW,971,"['20969888-005c-47af-a326-36d984a3644e', '9e66d5e4-1002-43b2-9c15-0daa01c59184']",54,,,,,,,,,,,,,,,,Chelsea FCW,971,00:00:54.337,Pass,
,,,,,,,,,,,1.3304,,,,,,,,,,,,,,9e66d5e4-1002-43b2-9c15-0daa01c59184,52,,,"[27.0, 77.0]",19743,0,,,True,-2.0344439,,,,,"[23.0, 69.0]",Low Pass,8.944272,,Meaghan Sargeant,19502.0,,,,,Recovery,1,From Throw In,Charlie Wellings,15563.0,Right Wing,4,Chelsea FCW,971,"['0627cc18-218c-4299-9448-322b6e41507d', '64dbcc0b-3980-474c-b04f-ae7b755b1679', 'a199fc3e-2313-4dd5-844d-4fe8bf2a715f']",55,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:55.920,Pass,True
,,,,,,,,,,,3.1017,,,,,,,,,,,,,,06eb2d97-1c72-44bf-a8a6-6799dff251ab,56,,,"[23.0, 68.0]",19743,0,,,,-0.29423457,,,Right Foot,,"[56.0, 58.0]",High Pass,34.48188,Incomplete,Emma Follis,15557.0,,,,,,1,From Throw In,Meaghan Sargeant,19502.0,Right Center Back,4,Chelsea FCW,971,"['24b6b8be-faf2-4b74-b5a4-9084b9cb1c8a', '86d84ec8-e88a-4cbb-abdd-5d1fd796831b']",57,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:00:57.371,Pass,
,,,,,,,,,,,1.9634,,,,,,,,,,,,,,24b6b8be-faf2-4b74-b5a4-9084b9cb1c8a,58,,,"[65.0, 23.0]",19743,1,,,,-0.8379812,,,Head,,"[83.0, 3.0]",High Pass,26.907248,,Bethany England,15550.0,,,,,Recovery,1,From Throw In,Millie Bright,4642.0,Right Center Back,4,Chelsea FCW,971,"['06eb2d97-1c72-44bf-a8a6-6799dff251ab', 'b8671910-186d-4418-b203-4f47a159f478']",0,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:00.473,Pass,
,,,,,,,,,,,1.183649,,,,,,,,,,,,,,81ab900b-e3b5-4b98-b372-3217c713d7c1,61,,,"[83.0, 3.0]",19743,1,,,True,1.19029,,,,,"[87.0, 13.0]",High Pass,10.770329,Incomplete,,,,,,,,1,From Throw In,Bethany England,15550.0,Left Midfield,4,Chelsea FCW,971,"['87d5cb50-7511-4d67-a628-0c9a91d4fbc3', 'e79891f3-595c-4b47-805d-2a24eedd4e13']",2,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:02.476,Pass,True
,,,,,,,,,,,1.018441,,,,,,,,,,,,,,e0ce63f6-8517-42ff-91da-3d74a29d9a82,64,,,"[32.0, 59.0]",19743,1,,,,-2.3561945,,,Right Foot,,"[23.0, 50.0]",Ground Pass,12.727922,,Aoife Mannion,19503.0,,,,,,1,Regular Play,Chloe Arthur,10193.0,Right Back,5,Birmingham City WFC,969,['175bd176-ce74-43b2-bff0-ed6e332e7333'],5,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:05.260,Pass,
,,,,,,,,,,,1.642866,,,,,,,,,,,,,,14a8c2cc-1848-459d-a1c0-fcbad53d62d7,68,,,"[28.0, 31.0]",19743,1,,,,-1.2793396,,,Right Foot,,"[34.0, 11.0]",Ground Pass,20.880613,,Kerys Harrop,15569.0,,,,,,1,Regular Play,Aoife Mannion,19503.0,Left Center Back,5,Birmingham City WFC,969,"['9213dd68-f921-4f86-92c4-2e1576e14417', 'd5ddb486-151f-4278-ac5c-48ecf16a760f']",9,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:09.858,Pass,True
,,,,,,,,,,,1.095004,,,,,,,,,,,,,,ab2ca0dd-bc5a-4a27-a17a-36a0a4a28432,72,,,"[34.0, 11.0]",19743,1,,,,2.9340963,,,Right Foot,,"[15.0, 15.0]",Ground Pass,19.416489,,Aoife Mannion,19503.0,,,,,,1,Regular Play,Kerys Harrop,15569.0,Left Back,5,Birmingham City WFC,969,['11cc4224-738e-4ce5-bc14-674c930cb0f6'],14,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:14.420,Pass,
,,,,,,,,,,,1.776517,,,,,,,,,,,,,,e5d512ad-b285-4d71-9285-78d32ac772e6,76,,,"[18.0, 8.0]",19743,1,,,,-1.7126933,,,Right Foot,,"[17.0, 1.0]",Ground Pass,7.071068,Out,Kerys Harrop,15569.0,,,,,,1,Regular Play,Aoife Mannion,19503.0,Left Center Back,5,Birmingham City WFC,969,['4e14c799-7e09-4805-ab25-2b4338248d81'],16,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:16.999,Pass,
,,,,,,,,,,,0.941,,,,,,,,,,,,,,96e25c52-8a49-49f1-a32b-bd83b4bf9705,78,,,"[105.0, 80.0]",19743,1,,,,-1.3521274,,,,,"[107.0, 71.0]",High Pass,9.219544,Incomplete,Sophie Louise Ingle,15549.0,,,,,Throw-in,1,From Throw In,Erin Cuthbert,4660.0,Right Midfield,6,Chelsea FCW,971,"['3fbb6f9b-cc15-436f-a22b-fe5f0560d9d9', '7971b02e-38a7-4035-b87a-89fd8a4683f2']",24,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:24.924,Pass,
,,,,,,,,,,,2.019745,,,,,,,,,,,,,,3fbb6f9b-cc15-436f-a22b-fe5f0560d9d9,80,,,"[14.0, 10.0]",19743,1,,,,-0.08314123,,,Right Foot,,"[26.0, 9.0]",High Pass,12.0415945,Incomplete,,,,,,,Recovery,1,From Throw In,Sarah Emma Mayling,19500.0,Left Wing,6,Chelsea FCW,971,"['6294e8b0-c4a6-47b2-8258-9e8d80ea08cc', '96e25c52-8a49-49f1-a32b-bd83b4bf9705']",25,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:25.865,Pass,
,,,,,,,,,,,0.8006,,,,,,,,,,,,,,721f8281-cf73-49b0-aabc-721160b00684,83,,,"[95.0, 72.0]",19743,1,,,,2.55359,,,Left Foot,,"[89.0, 76.0]",Ground Pass,7.2111025,Incomplete,Jessica Carter,19422.0,,,,,,1,From Throw In,So-Yun Ji,4647.0,Center Attacking Midfield,6,Chelsea FCW,971,"['1660e0a2-f17c-48be-950b-24dc7fdd7901', '8f62894e-9f3e-414e-856d-2bd4c47e3a50']",28,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:28.588,Pass,
,,,,,,,,,,,4.1836,,,,,,,,,,,,,,8f62894e-9f3e-414e-856d-2bd4c47e3a50,85,,,"[32.0, 5.0]",19743,1,,,,0.4444192,,,Left Foot,,"[74.0, 25.0]",High Pass,46.518814,Incomplete,Emma Follis,15557.0,,,,,Recovery,1,From Throw In,Sarah Emma Mayling,19500.0,Left Wing,6,Chelsea FCW,971,"['153c9f7b-6454-4995-8f15-a7a487360f4a', '5e403db0-5e76-4bc7-8a9c-17254f2dab33', '721f8281-cf73-49b0-aabc-721160b00684']",29,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:01:29.389,Pass,
,,,,,,,,,,,2.507652,,,,,,,,,,,,,,153c9f7b-6454-4995-8f15-a7a487360f4a,87,,,"[47.0, 56.0]",19743,1,,,,-2.8387077,,,Right Foot,,"[15.0, 46.0]",Ground Pass,33.526108,,Rut Hedvig Lindahl,4640.0,,,,,Recovery,1,From Throw In,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,"['8f62894e-9f3e-414e-856d-2bd4c47e3a50', 'a2c55e23-a450-44bd-ad1b-74d67490d694']",33,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:33.572,Pass,
,,,,,,,,,,,1.750843,,,,,,,,,,,,,,ae2f02aa-bb9b-4c0a-8d43-ca7358dd4b66,90,,,"[15.0, 46.0]",19743,1,,,,1.0164888,,,Left Foot,,"[28.0, 67.0]",Ground Pass,24.698177,,Millie Bright,4642.0,,,,,,1,From Throw In,Rut Hedvig Lindahl,4640.0,Goalkeeper,6,Chelsea FCW,971,['b6799cef-edc0-4e43-a4ac-1a3473b28de2'],39,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:39.375,Pass,
,,,,,,,,,,,2.205156,,,,,,,,,,,,,,b0ff19a9-9c0b-43c1-be88-750b52abcc1b,93,,,"[30.0, 69.0]",19743,1,,,,-2.221873,,,Left Foot,,"[14.0, 48.0]",Ground Pass,26.400757,,Rut Hedvig Lindahl,4640.0,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,['e5de265a-e2ed-4975-9170-772be7375f35'],45,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:45.054,Pass,
,,,,,,,,,,,1.530252,,,,,,,,,,,,,,29d07bc3-920f-447d-acb7-aa7fd6a88576,96,,,"[14.0, 48.0]",19743,1,,,,-1.1760052,,,Right Foot,,"[24.0, 24.0]",Ground Pass,26.0,,Magdalena Lilly Eriksson,4633.0,,,,,,1,From Throw In,Rut Hedvig Lindahl,4640.0,Goalkeeper,6,Chelsea FCW,971,['9685d474-6d2f-4758-a5c7-2e7859be7dd1'],48,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:48.524,Pass,
,,,,,,,,,,,1.360463,,,,,,,,,,,,,,d3c6472c-0ce1-4991-ab91-abe3198ee79d,99,,,"[26.0, 24.0]",19743,1,,,,1.3352513,,,Left Foot,,"[32.0, 49.0]",Ground Pass,25.70992,,Millie Bright,4642.0,,,,,,1,From Throw In,Magdalena Lilly Eriksson,4633.0,Left Center Back,6,Chelsea FCW,971,['b8e18d67-f0a7-4d66-941e-64e672ca766c'],51,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:51.103,Pass,
,,,,,,,,,,,1.915651,,,,,,,,,,,,,,77b32f07-21ce-4d8e-94e8-37ec1fe4586c,102,,,"[45.0, 55.0]",19743,1,,,,0.7853982,,,Right Foot,,"[67.0, 77.0]",Ground Pass,31.112698,,Jessica Carter,19422.0,,,,,,1,From Throw In,Millie Bright,4642.0,Right Center Back,6,Chelsea FCW,971,['9cbaf452-0d8a-49cc-b116-7138917e90a3'],55,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:55.178,Pass,
,,,,,,,,,,,2.434359,,,,,,,,,,,,,,6b0c166c-bc2f-4a2e-8959-97ee378fa18d,106,,,"[68.0, 77.0]",19743,1,,,,0.32175055,,,Right Foot,,"[77.0, 80.0]",Ground Pass,9.486833,Out,,,,,,,,1,From Throw In,Jessica Carter,19422.0,Right Back,6,Chelsea FCW,971,['c1de91c0-265e-4a8b-8eb5-638fb4f4b544'],57,,,,,,,,,,,,,,,,Chelsea FCW,971,00:01:57.918,Pass,True
,,,,,,,,,,,2.1321,,,,,,,,,,,,,,8262e757-0860-4e93-b1fa-ac9946b950b2,107,,,"[41.0, 1.0]",19743,2,,,,2.6779451,,,,,"[17.0, 13.0]",Low Pass,26.832815,,Aoife Mannion,19503.0,,,,,Throw-in,1,From Throw In,Kerys Harrop,15569.0,Left Back,7,Birmingham City WFC,969,['38d98564-0368-483a-a108-257ec3935d9a'],5,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:05.370,Pass,
,,,,,,,,,,,2.82353,,,,,,,,,,,,,,f47c364a-a8a5-4bf0-9614-4f03f5b67c37,110,,,"[17.0, 13.0]",19743,2,,,,1.5707964,,,Right Foot,,"[17.0, 44.0]",Ground Pass,31.0,,Meaghan Sargeant,19502.0,,,,,,1,From Throw In,Aoife Mannion,19503.0,Left Center Back,7,Birmingham City WFC,969,['6afd3313-b620-4386-9671-ad91aa53b0a3'],8,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:08.453,Pass,
,,,,,,,,,,,1.478082,,,,,,,,,,,,,,107fdca0-18d6-4342-bea6-cc94908e1634,113,,,"[16.0, 44.0]",19743,2,,,,1.3258177,,,Right Foot,,"[21.0, 64.0]",Ground Pass,20.615528,,Chloe Arthur,10193.0,,,,,,1,From Throw In,Meaghan Sargeant,19502.0,Right Center Back,7,Birmingham City WFC,969,['20a96b14-4dc7-4088-9a90-0a590eb9c340'],12,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:12.631,Pass,
,,,,,,,,,,,2.342846,,,,,,,,,,,,,,e03332b6-2e16-41c0-93de-b88a6c7d8e9b,116,,,"[23.0, 63.0]",19743,2,,,,-1.7894653,,,Right Foot,,"[17.0, 36.0]",Ground Pass,27.658634,,Aoife Mannion,19503.0,,,,,,1,From Throw In,Chloe Arthur,10193.0,Right Back,7,Birmingham City WFC,969,['b451b7d1-bf4e-4eb1-bd45-e256088a68c6'],16,,,,,,,,,,,,,,,,Birmingham City WFC,969,00:02:16.052,Pass,
