50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,1.229773,,,,,,,,,,,27e04d22-8445-46f4-9513-934dbddc6ebe,19,,,"[47.0, 66.0]",19722,0,,-0.7853982,,,Right Foot,,,"[53.0, 60.0]",,Ground Pass,8.485281,,Lia Wälti,10405.0,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Right Center Back,3,Arsenal WFC,968,['510c5958-0f4d-43a2-b9c2-c8736b0dd8e4'],10,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:10.369,Pass,
,,,,,,,,,,,,,2.028536,,,,,,,,,,,b7ebfff9-802f-48d5-b418-7b54ad51ff64,22,,,"[53.0, 60.0]",19722,0,,-2.5930433,,,Left Foot,,,"[35.0, 49.0]",,Ground Pass,21.095022,,Louise Quinn,15621.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,3,Arsenal WFC,968,['57dc20bc-bdca-4a0b-9c3d-406fabe0ec83'],11,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:11.862,Pass,
,,,,,,,,,,,,,2.486284,,,,,,,,,,,3c27e7c5-cb45-4f48-a2e8-d9e661711757,25,,,"[37.0, 46.0]",19722,0,,-1.3909428,,,Right Foot,,,"[41.0, 24.0]",,Ground Pass,22.36068,,Emma Mukandi,18998.0,,,,,,1,Regular Play,Louise Quinn,15621.0,Left Center Back,3,Arsenal WFC,968,['7959ce65-3edf-4756-ab83-e404d23162ee'],15,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:15.515,Pass,
,,,,,,,,,,,,,1.356092,,,,,,,,,,,fb717544-161f-4d35-abcc-7e6b6040e59b,28,,,"[52.0, 16.0]",19722,0,,-0.5404195,,,Right Foot,,,"[72.0, 4.0]",,Ground Pass,23.323807,,Danielle van de Donk,10658.0,,,,,,1,Regular Play,Emma Mukandi,18998.0,Left Back,3,Arsenal WFC,968,['1a0aeac7-5fe3-4f10-a8c0-d0442e3c0853'],20,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:20.112,Pass,
,,,,,,,,,,,,,0.338324,,,,,,,,,,,7fdbc12e-0f5a-4310-b082-b1a98dcf2fec,31,,,"[89.0, 19.0]",19722,0,,1.815775,,,Right Foot,,,"[88.0, 23.0]",,Ground Pass,4.1231055,Incomplete,Vivianne Miedema,15623.0,,,,,,1,Regular Play,Danielle van de Donk,10658.0,Left Wing,3,Arsenal WFC,968,"['9241fc89-8662-4de8-b452-ddb5932b8385', 'b1a44bbc-82bc-44fd-b83c-2265e6268822']",25,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:25.442,Pass,
,,,,,,,,,,,,,2.443202,,,,,,,,,,,7654eb2a-140f-438d-a7e5-515d98d2dfa6,37,,,"[36.0, 60.0]",19722,0,,-0.027020449,,,Right Foot,,,"[73.0, 59.0]",,Ground Pass,37.01351,Incomplete,,,,,,,,1,Regular Play,Anne-Marie Heatherson,15714.0,Right Attacking Midfield,3,Arsenal WFC,968,['b1d9df0e-9e95-465b-9965-de53d20d07f5'],28,,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:28.037,Pass,
,,,,,,,,,,,,,1.683115,,,,,,,,,,,b1d9df0e-9e95-465b-9965-de53d20d07f5,38,,,"[48.0, 22.0]",19722,0,,-0.81986725,,,Right Foot,,,"[62.0, 7.0]",,Ground Pass,20.518284,,Emma Mukandi,18998.0,,,,,Recovery,1,Regular Play,Louise Quinn,15621.0,Left Center Back,3,Arsenal WFC,968,"['7654eb2a-140f-438d-a7e5-515d98d2dfa6', 'ad1fbbcc-9c6a-4f00-8763-ff25384e4e0d']",30,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:30.481,Pass,
,,,,,,,,,,,,,1.80633,,,,,,,,,,,d2cffbc3-a2ce-496e-9231-f29329fe48a9,41,,,"[62.0, 7.0]",19722,0,,2.6590793,,,Left Foot,,,"[41.0, 18.0]",,Ground Pass,23.70654,,Louise Quinn,15621.0,,,,,,1,Regular Play,Emma Mukandi,18998.0,Left Back,3,Arsenal WFC,968,['177d05d2-bae4-4759-b867-764e181b9af3'],33,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:33.120,Pass,
,,,,,,,,,,,,,1.691489,,,,,,,,,,,a81028f1-c15c-4242-8161-e698c9217626,45,,,"[35.0, 23.0]",19722,0,,2.7886024,,,Left Foot,,,"[16.0, 30.0]",,Ground Pass,20.248457,,Pauline Peyraud Magnin,15615.0,,,,,,1,Regular Play,Louise Quinn,15621.0,Left Center Back,3,Arsenal WFC,968,"['12a07060-45df-4f20-b515-5c31366786f3', '395fdf11-6ea8-4c3e-9d3c-af3be9c01d45']",36,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:36.410,Pass,True
,,,,,,,,,,,,,1.429202,,,,,,,,,,,b1f9b193-4da5-4a8f-9c2c-51e4f6661e2f,48,,,"[16.0, 34.0]",19722,0,,1.060308,,,Left Foot,,,"[30.0, 59.0]",,Ground Pass,28.653097,,Dominique Johanna Anna Petrone Janssen,10666.0,,,,,,1,Regular Play,Pauline Peyraud Magnin,15615.0,Goalkeeper,3,Arsenal WFC,968,['949a1093-6656-43b8-886b-1f1c67111ce2'],39,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:39.708,Pass,
,,,,,,,,,,,,,2.212148,,,,,,,,,,,0af81320-6554-4935-a6aa-d60fe25797ba,51,,,"[43.0, 61.0]",19722,0,,0.6287963,,,Left Foot,,,"[65.0, 77.0]",,Ground Pass,27.202942,,Jessica Marie Wik,15612.0,,,,,,1,Regular Play,Dominique Johanna Anna Petrone Janssen,10666.0,Right Center Back,3,Arsenal WFC,968,['7614f727-3bb8-4470-87d8-e059ccdfc816'],43,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:43.159,Pass,
,,,,,,,,,,,,,1.909454,,,,,,,,,,,17bf9bce-a1c7-4928-a55b-a32db831a67b,54,,,"[75.0, 78.0]",19722,0,,0.08314123,,,Left Foot,,,"[99.0, 80.0]",,Ground Pass,24.083189,,Bethany Mead,15619.0,,,,,,1,Regular Play,Jessica Marie Wik,15612.0,Right Back,3,Arsenal WFC,968,['a3b805f3-ca5c-4e2c-818c-ba2170639433'],47,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:47.505,Pass,
,,,,,,,,,,,,,2.392,,,,,,,,,,,f328ca44-d8dd-4cb4-b96f-48672241a668,57,,,"[99.0, 80.0]",19722,0,,-0.42285392,,,Right Foot,,,"[119.0, 71.0]",,Ground Pass,21.931713,Incomplete,Jessica Marie Wik,15612.0,,,,,,1,Regular Play,Bethany Mead,15619.0,Right Wing,3,Arsenal WFC,968,"['a5d1569d-a609-4bdd-a607-386a4da73f9b', 'b33c34d1-4314-45cb-b5a1-e8120604cad0']",51,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:00:51.025,Pass,
,,,,,,,,,,,,,0.439346,,,,,,,,,,,b33c34d1-4314-45cb-b5a1-e8120604cad0,59,,,"[2.0, 10.0]",19722,0,,-0.844154,,,Left Foot,,,"[10.0, 1.0]",,High Pass,12.0415945,Out,,,,,,,Recovery,1,Regular Play,Bonnie Horwood,15713.0,Center Defensive Midfield,3,Arsenal WFC,968,['f328ca44-d8dd-4cb4-b96f-48672241a668'],53,,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:00:53.417,Pass,
,,,,,,,,,,,,,1.219946,,,,,,,,,,,bfbc4ad1-5a3a-4b2e-8944-90e3c3b1ff65,60,,,"[108.0, 80.0]",19722,1,,-1.9832067,,,,,,"[101.0, 64.0]",,High Pass,17.464249,,Vivianne Miedema,15623.0,,,,,Throw-in,1,From Throw In,Jessica Marie Wik,15612.0,Right Back,4,Arsenal WFC,968,['58dbebdd-996a-46ac-9f41-74f6055b9584'],10,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:10.482,Pass,
,,,,,,,,,,,,,1.112867,,,,,,,,,,,8805e970-160b-4779-8995-08a780a079c6,66,,,"[23.0, 16.0]",19722,1,,0.7853982,,,Right Foot,,,"[31.0, 24.0]",,Ground Pass,11.313708,Incomplete,Anne-Marie Heatherson,15714.0,,,,,,1,From Throw In,Georgia Evans,15707.0,Right Center Midfield,4,Arsenal WFC,968,"['28b1f02f-09e1-4d30-8bd3-c047808fbf8c', 'cc41c858-a6fc-4656-a033-e658f98a73d0']",14,,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:14.238,Pass,
,,,,,,,,,,,,,0.819156,,,,,,,,,,,f45b0e7d-0565-48a3-8390-d126ad21150f,70,,,"[87.0, 58.0]",19722,1,,2.7610862,,,Right Foot,,,"[82.0, 60.0]",,Ground Pass,5.3851647,,Kim Little,15616.0,,,,,,1,From Throw In,Jordan Nobbs,10192.0,Right Center Midfield,4,Arsenal WFC,968,['2bb00c83-2213-4389-a860-5ed4f6d9e4ed'],16,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:16.176,Pass,
,,,,,,,,,,,,,1.999129,,,,,,,,,,,9ff8222f-0e4f-4984-9bc8-c84dcdc8022b,73,,,"[76.0, 60.0]",19722,1,,-1.3078016,,,Left Foot,,,"[83.0, 34.0]",,Ground Pass,26.925823,,Emma Mukandi,18998.0,,,,,,1,From Throw In,Kim Little,15616.0,Left Center Midfield,4,Arsenal WFC,968,['a917d867-dce1-4e40-b2e3-c81a5cc28a32'],17,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:17.449,Pass,
,,,,,,,,,,,,,2.348926,,,,,,,,,,,bcd1969a-6c2e-4c6c-bd06-bc0770d4a837,76,,,"[91.0, 32.0]",19722,1,,0.37298772,,,Left Foot,,,"[114.0, 41.0]",,High Pass,24.698177,Unknown,Vivianne Miedema,15623.0,,,,,,1,From Throw In,Emma Mukandi,18998.0,Left Back,4,Arsenal WFC,968,['04c7e1a1-3fe2-4977-a865-8d086bd8b5f9'],21,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:01:21.324,Pass,
,,,,,,,,,,,,,1.6641,,,,,,,,,,,f9bced02-8da2-43a7-a0d9-4d6ad01cd090,81,,,"[9.0, 37.0]",19722,1,,-0.44344833,,,Right Foot,,,"[49.0, 18.0]",,High Pass,44.28318,,Megan Alexander,15710.0,,,,,Free Kick,1,From Free Kick,Megan Walsh,15709.0,Goalkeeper,5,Yeovil Town LFC,970,['d1bf2dad-112c-4958-89cc-a4d481fb5023'],54,,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:54.668,Pass,
,,,,,,,,,,,,,0.362489,,,,,,,,,,,a1cd4fd3-73d0-4213-b4d7-0ae8078317fb,83,,,"[49.0, 18.0]",19722,1,,0.24497867,,,Head,,,"[53.0, 19.0]",,Low Pass,4.1231055,Incomplete,,,,,,,,1,From Free Kick,Megan Alexander,15710.0,Left Back,5,Yeovil Town LFC,970,['94a58877-55ba-4a11-9b7c-66fce25427e5'],56,,,,,,,,,,,,,,,,,,Yeovil Town LFC,970,00:01:56.373,Pass,
,,,,,,,,,,,,,1.299744,,,,,,,,,,,1969247c-f890-461f-8b80-4d17bad20547,88,,,"[108.0, 67.0]",19722,2,,2.5829933,,,Right Foot,,,"[92.0, 77.0]",,Ground Pass,18.867962,,Jessica Marie Wik,15612.0,,,,,,1,Regular Play,Bethany Mead,15619.0,Right Wing,6,Arsenal WFC,968,['543cf759-d70e-48b1-800f-28f60005f9c0'],3,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:03.505,Pass,
,,,,,,,,,,,,,0.780718,,,,,,,,,,,186e9818-d9c7-4721-8878-e6238090e48b,91,,,"[91.0, 75.0]",19722,2,,-2.2142975,,,Right Foot,,,"[88.0, 71.0]",,Ground Pass,5.0,,Kim Little,15616.0,,,,,,1,Regular Play,Jessica Marie Wik,15612.0,Right Back,6,Arsenal WFC,968,['731865f7-8618-4c69-8557-9ada9f87a8ca'],5,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:05.165,Pass,
,,,,,,,,,,,,,0.866228,,,,,,,,,,,4f1b8281-8eb1-49a6-abb0-7443bef591dd,94,,,"[90.0, 68.0]",19722,2,,-0.95054686,,,Right Foot,,,"[95.0, 61.0]",,Ground Pass,8.602325,,Jordan Nobbs,10192.0,,,,,,1,Regular Play,Kim Little,15616.0,Left Center Midfield,6,Arsenal WFC,968,['dc4ffa30-00ad-4a53-b4c4-af08928eb9ba'],8,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:08.036,Pass,
,,,,,,,,,,,,,0.961646,,,,,,,,,,,fb339269-1d47-4d37-8989-b38eb2c8ea81,97,,,"[78.0, 62.0]",19722,2,,-2.8753407,,,Right Foot,,,"[67.0, 59.0]",,Ground Pass,11.401754,,Lia Wälti,10405.0,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Right Center Midfield,6,Arsenal WFC,968,['918fe34c-da50-4821-9d7f-317dce66c7e7'],10,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:10.768,Pass,
,,,,,,,,,,,,,3.809044,,,,,,,,,,,f284b0c1-7532-4a66-a531-83b2b09044b5,100,,,"[66.0, 55.0]",19722,2,,-1.0891327,,,Left Foot,,,"[89.0, 11.0]",,Low Pass,49.648766,,Emma Mukandi,18998.0,,True,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,6,Arsenal WFC,968,['5ee8b926-3bed-47e6-8908-aa3a91b90ade'],13,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:13.169,Pass,
,,,,,,,,,,,,,1.54148,,,,,,,,,,,eec607f3-5b77-4fa6-b393-4ebfa1ca5917,103,,,"[101.0, 14.0]",19722,2,,1.670465,,,Left Foot,,,"[100.0, 24.0]",,Ground Pass,10.049875,Incomplete,Kim Little,15616.0,,,,,,1,Regular Play,Emma Mukandi,18998.0,Left Back,6,Arsenal WFC,968,"['1e9e035d-8003-43c1-9d0f-2e1d91fdbee5', 'b5f380eb-926b-443c-9c58-a5b51338cd16']",20,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:20.382,Pass,
,,,,,,,,,,,,,0.70772,,,,,,,,,,,3bce31b2-33bf-409a-907b-0a97b9bfdc95,110,,,"[103.0, 32.0]",19722,2,,2.0344439,,,Right Foot,,,"[101.0, 36.0]",,Ground Pass,4.472136,,Vivianne Miedema,15623.0,,,,,,1,Regular Play,Kim Little,15616.0,Left Center Midfield,6,Arsenal WFC,968,"['674393b2-e7e7-4076-8fe6-28151ee1d68c', 'b2482f3f-2738-4d34-89a3-ea2a5f3b067b']",24,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:24.633,Pass,True
,,,,,,,,,,,,,2.18966,,,,,,,,,,,a6ef061f-ddc7-404b-8c6e-130a9bb9a7e9,114,,,"[100.0, 37.0]",19722,2,,2.0736396,,,Right Foot,,,"[89.0, 57.0]",,Ground Pass,22.825424,,Jessica Marie Wik,15612.0,,,,,,1,Regular Play,Vivianne Miedema,15623.0,Center Forward,6,Arsenal WFC,968,"['179a3b06-e93e-4e11-8786-132b506f0353', 'b8f88843-bf9e-4b44-9ef7-31df5d29da00']",25,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:25.860,Pass,True
,,,,,,,,,,,,,0.849009,,,,,,,,,,,53b84950-5f91-44de-88fc-cf39113053b6,118,,,"[90.0, 63.0]",19722,2,,0.6556956,,,Right Foot,,,"[103.0, 73.0]",,Ground Pass,16.40122,,Jordan Nobbs,10192.0,,,,,,1,Regular Play,Jessica Marie Wik,15612.0,Right Back,6,Arsenal WFC,968,['38df8964-c88d-4d77-96cf-6144d22d68c4'],30,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:30.322,Pass,
,,,,,,,,,,,,,0.683,,,,,,,,,,,e258f996-2611-41d9-9f29-20c832658dfc,121,,,"[105.0, 73.0]",19722,2,,-1.2924967,,,Right Foot,,,"[107.0, 66.0]",,High Pass,7.28011,Incomplete,,,,,,,,1,Regular Play,Jordan Nobbs,10192.0,Right Center Midfield,6,Arsenal WFC,968,['69451911-f477-4c84-b4ce-9e7813c6fff7'],32,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:32.349,Pass,
,,,,,,,,,,,,,1.526611,,,,,,,,,,,5568e73d-232f-4dc4-9408-4f30126564a0,123,,,"[91.0, 65.0]",19722,2,,-2.4980915,,,Right Foot,,,"[79.0, 56.0]",,Ground Pass,15.0,,Lia Wälti,10405.0,,,,,Recovery,1,Regular Play,Jessica Marie Wik,15612.0,Right Back,6,Arsenal WFC,968,['f79a1f5b-1c5f-48b6-945d-361a8306cd36'],34,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:34.972,Pass,
,,,,,,,,,,,,,0.841387,,,,,,,,,,,fe230ab5-5ae2-4807-a7ff-8b2acfcd039a,126,,,"[81.0, 55.0]",19722,2,,-0.06241881,,,Left Foot,,,"[97.0, 54.0]",,Ground Pass,16.03122,,Bethany Mead,15619.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,6,Arsenal WFC,968,['86544331-c694-4aac-8148-a87773b90717'],37,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:37.728,Pass,
,,,,,,,,,,,,,0.717042,,,,,,,,,,,70c0ad53-5fab-475b-9b47-40a26e6dc932,129,,,"[97.0, 54.0]",19722,2,,-2.8430936,,,Right Foot,,,"[84.0, 50.0]",,Ground Pass,13.601471,,Lia Wälti,10405.0,,,,,,1,Regular Play,Bethany Mead,15619.0,Right Wing,6,Arsenal WFC,968,['15dcca82-4ce7-48be-bdab-5e95d20a20c4'],38,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:38.727,Pass,
,,,,,,,,,,,,,2.568083,,,,,,,,,,,2ce8351f-f61d-49d1-8077-89ef1f93847a,132,,,"[79.0, 45.0]",19722,2,,-1.0343609,,,Left Foot,,,"[101.0, 8.0]",,Ground Pass,43.046486,,Danielle van de Donk,10658.0,,,,,,1,Regular Play,Lia Wälti,10405.0,Center Defensive Midfield,6,Arsenal WFC,968,['8c3fcf52-b8fd-49f9-9cef-52d3e26ef853'],41,,,,,,,,,,,,,,,,,,Arsenal WFC,968,00:02:41.345,Pass,
