50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,2.0657,,,,,,,,,,,,,cedfe3fb-3844-4a4d-a871-1ffa6e90b814,25,,"[22.0, 18.0]",19819,0,,,,,0.3708913,,Left Foot,,,"[40.0, 25.0]",,Ground Pass,,19.313208,,Incomplete,,So-Hyun Cho,22798.0,,,,,,,1,From Kick Off,Erin Simon,18155.0,Left Back,2,Brighton & Hove Albion WFC,965,"['3f8c6c47-e7b8-423f-923c-9ea09dd2ffe6', 'df685b06-5235-413c-aa90-04171525d85d', 'ec635481-ce90-4c32-b416-7b230e537fa7']",18,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:18.078,Pass,True
,,,,,,,,,,,,,,,,,,2.651459,,,,,,,,,,,,,fc64ad94-bb85-4d53-942a-93ea35f8162e,32,,"[105.0, 71.0]",19819,0,,,,,-1.1784562,,Right Foot,True,,"[117.0, 42.0]",,High Pass,,31.38471,,Incomplete,,Kayleigh Green,16400.0,,,,,,,1,From Kick Off,Bethan Roe,20035.0,Right Back,2,Brighton & Hove Albion WFC,965,"['2110a61f-ad9c-4f3b-8790-4537291e240d', '5b4c4397-014d-423a-a44c-bb4868c3257f', '5f0cde74-a68b-47b9-bb1d-41415ff235a7']",25,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:25.636,Pass,True
,,,,,,,,,,,,,,,,,,1.607499,,,,,,,,,,,,,edc3c1f7-3dcd-4b06-89ee-191e71e77917,36,,"[12.0, 37.0]",19819,0,,,,,0.67474097,,Keeper Arm,,,"[32.0, 53.0]",,Ground Pass,,25.612497,,,,Kate Longhurst,18147.0,,,,,,,1,From Keeper,Anne Moorhouse,22027.0,Goalkeeper,3,West Ham United LFC,972,['81f34d44-7662-4f87-aa31-4c20018e7014'],31,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:31.001,Pass,
,,,,,,,,,,,,,,,,,,0.620766,,,,,,,,,,,,,dce62bb2-362f-4127-9ce5-a99297cdc45d,43,,"[83.0, 29.0]",19819,0,,,,,2.2974386,,Right Foot,,,"[75.0, 38.0]",,Ground Pass,,12.0415945,,,,Megan Connolly,23413.0,,,,,,,1,Regular Play,Chloe Peplow,16397.0,Left Defensive Midfield,4,Brighton & Hove Albion WFC,965,"['4e7b2dfd-eace-43c3-b712-d346772db814', '89278f43-4152-4127-9234-804bdeb34a27']",35,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:35.939,Pass,True
,,,,,,,,,,,,,,,,,,1.620224,,,,,,,,,,,,,c2d92da4-96f5-4b0c-8abe-87f21b5a368e,47,,"[74.0, 38.0]",19819,0,,,,,0.94200003,,Right Foot,,,"[90.0, 60.0]",,Ground Pass,,27.202942,,,,Bethan Roe,20035.0,,,,,,,1,Regular Play,Megan Connolly,23413.0,Right Defensive Midfield,4,Brighton & Hove Albion WFC,965,"['731394ee-fe94-41df-8f28-530f75bf2ec3', '73d05ce7-c1e3-48e7-957b-6872addfa365']",37,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:37.754,Pass,True
,,,,,,,,,,,,,,,,,,2.35063,,,,,,,,,,,,,fc7e5af0-9faa-4b1a-9cd8-dcbe93adac99,50,,"[91.0, 61.0]",19819,0,,,,,0.30805278,,Left Foot,,,"[113.0, 68.0]",,Ground Pass,,23.086792,,,,Ellie Brazil,16393.0,,,,,,,1,Regular Play,Bethan Roe,20035.0,Right Back,4,Brighton & Hove Albion WFC,965,['79bda41b-138e-4eca-a113-ed7e07288782'],43,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:43.600,Pass,
,,,,,,,,,,,,,,,,,,1.5974,,,,,,,,,,,,,3bddf09c-1db1-4a5f-a61a-e9d02b1c8fbc,54,,"[114.0, 67.0]",19819,0,,,,,-1.4968573,,Right Foot,True,,"[116.0, 40.0]",,High Pass,,27.073973,,Incomplete,,,,,,,,,,1,Regular Play,Ellie Brazil,16393.0,Right Midfield,4,Brighton & Hove Albion WFC,965,"['a1ba5439-9d78-4c47-91f4-2fc0cb6f7edc', 'e51f914c-c07d-4c8b-8713-c9a3db8f1d7d']",46,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:00:46.031,Pass,True
,,,,,,,,,,,,,,,,,,1.529,,,,,,,,,,,,,15a23684-4ff7-4875-8918-45df2ece5f1c,57,,"[12.0, 47.0]",19819,0,,,,,1.012197,,Keeper Arm,,,"[22.0, 63.0]",,Ground Pass,,18.867962,,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,,1,From Keeper,Anne Moorhouse,22027.0,Goalkeeper,5,West Ham United LFC,972,['2f317759-3d48-4182-9034-14ae022da0a9'],55,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:55.966,Pass,
,,,,,,,,,,,,,,,,,,2.4171,,,,,,,,,,,,,b2be95c7-bb6f-4d34-a6ab-8b9578f8744d,60,,"[22.0, 61.0]",19819,0,,,,,-2.3127437,,Right Foot,,,"[11.0, 49.0]",,Ground Pass,,16.27882,,,,Anne Moorhouse,22027.0,,,,,,,1,From Keeper,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,5,West Ham United LFC,972,['cb6f00c6-4803-41e5-a6df-a22a1e3161a6'],58,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:58.448,Pass,
,,,,,,,,,,,,,,,,,,1.5206,,,,,,,,,,,,,913bcd8a-6684-4545-af9b-7a8a5cc2af69,63,,"[11.0, 49.0]",19819,1,,,,,1.1583859,,Left Foot,,,"[18.0, 65.0]",,Ground Pass,,17.464249,,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,,1,From Keeper,Anne Moorhouse,22027.0,Goalkeeper,5,West Ham United LFC,972,['0cd0b7b5-50a8-45f7-94ec-54c8da46cf99'],3,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:03.069,Pass,
,,,,,,,,,,,,,,,,,,2.369401,,,,,,,,,,,,,c1831d0c-8de8-4b62-904c-3335cf2530e2,67,,"[28.0, 74.0]",19819,1,,,,,-0.027770637,,Right Foot,,,"[64.0, 73.0]",,High Pass,,36.013885,,Incomplete,,Jane Ross,4653.0,,,,,,,1,From Keeper,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,5,West Ham United LFC,972,"['20ea2736-3d4d-41c9-b39d-81c83ec2784b', '531d2a7c-67e4-4fac-8453-822f9391782a', 'd78c151f-d4c3-49e1-8181-df5ba573c8e3']",6,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:06.294,Pass,True
,,,,,,,,,,,,,,,,,,1.1683,,,,,,,,,,,,,531d2a7c-67e4-4fac-8453-822f9391782a,69,,"[57.0, 8.0]",19819,1,,,,,-0.38050637,,Head,,,"[72.0, 2.0]",,Low Pass,,16.155495,,,,Aileen Whelan,16374.0,,,,,,Recovery,1,From Keeper,Felicity Gibbons,16392.0,Left Back,5,West Ham United LFC,972,"['569073bd-8fd7-4a25-8f6d-039853e92b0b', 'c1831d0c-8de8-4b62-904c-3335cf2530e2']",8,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:08.663,Pass,
,,,,,,,,,,,,,,,,,,1.4287,,,,,,,,,,,,,4680e0fb-1d5f-44ae-ad64-4fad183214c7,72,,"[71.0, 2.0]",19819,1,,,,,-0.066568166,,Right Foot,,,"[86.0, 1.0]",,High Pass,,15.033297,,Out,,Kayleigh Green,16400.0,,,,,,,1,From Keeper,Aileen Whelan,16374.0,Left Midfield,5,West Ham United LFC,972,['e0450a0e-ef83-4526-b759-695a6677e1b3'],9,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:01:09.872,Pass,
,,,,,,,,,,,,,,,,,,1.0738,,,,,,,,,,,,,18e0d0ac-6e11-48c5-b15e-e335527d7ae8,74,,"[34.0, 80.0]",19819,1,,,,,-0.49934673,,,,,"[45.0, 74.0]",,Low Pass,,12.529964,,,,Kate Longhurst,18147.0,,,,,,Throw-in,1,From Throw In,Ria Percival,18145.0,Right Back,6,West Ham United LFC,972,['5da3cd5c-e438-466a-9add-0dfdad8d198a'],22,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:22.683,Pass,
,,,,,,,,,,,,,,,,,,1.0201,,,,,,,,,,,,,2c13e99b-fc62-4463-a29a-feb008f43eb6,77,,"[43.0, 73.0]",19819,1,,,,,1.7681919,,Right Foot,,,"[42.0, 78.0]",,Ground Pass,,5.0990195,,,,Ria Percival,18145.0,,,,,,,1,From Throw In,Kate Longhurst,18147.0,Right Center Midfield,6,West Ham United LFC,972,['73740b09-6420-44fb-9ac1-1375660df160'],24,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:24.347,Pass,
,,,,,,,,,,,,,,,,,,2.4755,,,,,,,,,,,,,9764f450-598a-41f6-8ac5-329e8d4f0b2b,83,,"[37.0, 80.0]",19819,1,,,,,-2.427502,,,,,"[22.0, 67.0]",,Low Pass,,19.849434,,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,Throw-in,1,From Throw In,Ria Percival,18145.0,Right Back,7,West Ham United LFC,972,['c4c0007d-9817-4dd9-ad7d-e592e43a0bbf'],33,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:33.161,Pass,
,,,,,,,,,,,,,,,,,,1.9525,,,,,,,,,,,,,d10a46bb-5011-46d0-8ef2-ff06a7fcd9e2,86,,"[15.0, 59.0]",19819,1,,,,,-2.0344439,,Right Foot,,,"[8.0, 45.0]",,Ground Pass,,15.652476,,,,Anne Moorhouse,22027.0,,,,,,,1,From Throw In,Gilly Louise Scarlett Flaherty,18151.0,Right Center Back,7,West Ham United LFC,972,['364ba5f4-f91d-4275-9af9-22a9f319bcf2'],36,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:36.185,Pass,
,,,,,,,,,,,,,,,,,,1.507274,,,,,,,,,,,,,639d65b5-d653-45bc-acd8-5583f5764f95,89,,"[11.0, 34.0]",19819,1,,,,,-1.2068174,,Right Foot,,,"[19.0, 13.0]",,Ground Pass,,22.472204,,,,Brooke Hendrix,18159.0,,,,,,,1,From Throw In,Anne Moorhouse,22027.0,Goalkeeper,7,West Ham United LFC,972,['4d4cbc3c-df7f-4a84-9d33-16a5ce144460'],39,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:39.652,Pass,
,,,,,,,,,,,,,,,,,,1.5656,,,,,,,,,,,,,df68671b-0a39-49a1-80ea-f5ba0f89c0b6,92,,"[15.0, 13.0]",19819,1,,,,,2.0074234,,Right Foot,,,"[8.0, 28.0]",,Ground Pass,,16.552946,,,,Anne Moorhouse,22027.0,,,,,,,1,From Throw In,Brooke Hendrix,18159.0,Left Center Back,7,West Ham United LFC,972,['90cd0236-da90-4b16-8c86-c1735890a95a'],42,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:42.766,Pass,
,,,,,,,,,,,,,,,,,,2.7895,,,,,,,,,,,,,94e9edf6-d2db-4871-99ef-ec4f25ef366a,95,,"[9.0, 28.0]",19819,1,,,,,-0.084901795,,Right Foot,,,"[56.0, 24.0]",,High Pass,,47.169907,,Unknown,,Jane Ross,4653.0,,,,,,,1,From Throw In,Anne Moorhouse,22027.0,Goalkeeper,7,West Ham United LFC,972,['2a256809-d56b-4da2-ad55-70880b54caef'],44,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:44.642,Pass,
,,,,,,,,,,,,,,,,,,1.4833,,,,,,,,,,,,,ddebf70c-298f-44bd-b5b3-818287d64ec7,99,,"[57.0, 19.0]",19819,2,,,,,-0.48689923,,Right Foot,,,"[74.0, 10.0]",,Ground Pass,,19.235384,,,,Erin Simon,18155.0,,,,,,Free Kick,1,From Free Kick,Brooke Hendrix,18159.0,Left Center Back,8,West Ham United LFC,972,['8305a389-5785-403a-95a2-ec94c857d2ac'],14,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:14.143,Pass,
,,,,,,,,,,,,,,,,,,4.0098,,,,,,,,,,,,,bfc031f0-1891-4a05-8dc3-5c2968f088a2,110,,"[56.0, 63.0]",19819,2,,,,,-0.16910122,,Right Foot,,,"[97.0, 56.0]",,High Pass,,41.59327,,Incomplete,,Ellie Brazil,16393.0,,,,,,,1,Regular Play,Kayleigh Green,16400.0,Left Center Forward,9,Brighton & Hove Albion WFC,965,"['07358b19-1599-425a-bd27-d0992f8bb4bb', '3ec4b98e-8bbb-4e57-ad20-e0af1e90a720']",20,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:20.181,Pass,
,,,,,,,,,,,,,,,,,,1.1548,,,,,,,,,,,,,5b18287c-f14d-4763-afb3-eb1e9a0c002b,113,,"[120.0, 80.0]",19819,2,,,,,-2.3561945,,Left Foot,,,"[104.0, 64.0]",,Ground Pass,,22.627417,,,,Bethan Roe,20035.0,,,,,,Corner,1,From Corner,Felicity Gibbons,16392.0,Left Back,10,Brighton & Hove Albion WFC,965,['390f2464-434f-4acb-9a1a-00438f2f2865'],55,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:55.229,Pass,
,,,,,,,,,,,,,,,,,,1.4453,,,,,,,,,,,,,7c11b175-d580-4ce1-80ad-5724fa4cde02,115,,"[104.0, 64.0]",19819,2,,,,,0.49934673,,Left Foot,,,"[115.0, 70.0]",,Ground Pass,,12.529964,,,,Felicity Gibbons,16392.0,,,,,,,1,From Corner,Bethan Roe,20035.0,Right Back,10,Brighton & Hove Albion WFC,965,['15ad0c15-1b46-469e-b7f1-1de0fc89d555'],56,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:56.384,Pass,
,,,,,,,,,,,,,,,,,,1.513194,,,,,,,,,,,,,cf04302d-c190-4b7d-8029-38a4007e8d06,118,,"[117.0, 67.0]",19819,2,,,,,-1.4758446,,Right Foot,True,,"[119.0, 46.0]",,High Pass,,21.095022,,Out,,,,,,,,,,1,From Corner,Felicity Gibbons,16392.0,Left Back,10,Brighton & Hove Albion WFC,965,,57,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:02:57.909,Pass,
,,,,,,,,,,,,,,,,,,2.5934,,,,,,,,,,,,,84606414-f326-4800-b17e-a910bde03a93,119,,"[7.0, 45.0]",19819,3,,,,,-1.2587543,,Right Foot,,,"[17.0, 14.0]",,Ground Pass,,32.572994,,,,Brooke Hendrix,18159.0,,,,,,Goal Kick,1,From Goal Kick,Anne Moorhouse,22027.0,Goalkeeper,11,West Ham United LFC,972,['09619e03-77ea-473d-961c-bad3d6902d81'],12,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:12.281,Pass,
,,,,,,,,,,,,,,,,,,1.6651,,,,,,,,,,,,,22eab38a-9033-42ce-b18a-0f6c4e6d6758,122,,"[16.0, 14.0]",19819,3,,,,,1.8925469,,Left Foot,,,"[8.0, 38.0]",,Ground Pass,,25.298222,,,,Anne Moorhouse,22027.0,,,,,,,1,From Goal Kick,Brooke Hendrix,18159.0,Left Center Back,11,West Ham United LFC,972,['25e1c862-3033-4990-9493-3030e7e3c7fd'],14,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:14.955,Pass,
,,,,,,,,,,,,,,,,,,3.0088,,,,,,,,,,,,,57d2835f-164e-4b72-bbbd-654f33975433,125,,"[11.0, 44.0]",19819,3,,,,,-1.0164888,,Right Foot,,,"[24.0, 23.0]",,High Pass,,24.698177,,Incomplete,,So-Hyun Cho,22798.0,,,,,,,1,From Goal Kick,Anne Moorhouse,22027.0,Goalkeeper,11,West Ham United LFC,972,"['3c4fcede-17df-4465-8a86-5b5e5cfda3ae', 'aaccef5a-698f-4932-8399-820c96f7515b', 'cb6fab63-7235-494e-9a4e-3a541d1953ad']",16,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:16.620,Pass,True
,,,,,,,,,,,,,,,,,,1.6539,,,,,,,,,,,,,3c4fcede-17df-4465-8a86-5b5e5cfda3ae,128,,"[97.0, 58.0]",19819,3,,,,True,-0.6435011,,,,,"[105.0, 52.0]",,High Pass,,10.0,,Incomplete,,Kayleigh Green,16400.0,,,,,,Recovery,1,From Goal Kick,Chloe Peplow,16397.0,Left Defensive Midfield,11,West Ham United LFC,972,"['57d2835f-164e-4b72-bbbd-654f33975433', '8d6db948-7b69-4d9a-aa16-e823f13e0180', 'e5ee83d4-7f7c-44db-a49a-ffd9dbbedb95', 'f0b0086c-c91d-4a7d-a3b2-4a8bdc91a131']",19,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:19.629,Pass,True
,,,,,,,,,,,,,,,,,,0.9514,,,,,,,,,,,,,8dd212a5-5262-4a23-a011-11a5d814b8e6,134,,"[86.0, 59.0]",19819,3,,,,,-1.0303768,,Right Foot,,,"[92.0, 49.0]",,Ground Pass,,11.661903,,,,Chloe Peplow,16397.0,,,,,,,1,Regular Play,Megan Connolly,23413.0,Right Defensive Midfield,12,Brighton & Hove Albion WFC,965,"['8bbdcac7-a075-4f20-9247-58568638145a', 'bbd01d4b-b062-47ab-b8d9-c75b4fa0204a']",24,,,,,,,,,,,,,,,,,Brighton & Hove Albion WFC,965,00:03:24.586,Pass,True
