ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.864265,,,,,,,,,,,,,,,32fe7f0a-e3a5-4b3a-a509-c23bb935636d,24,,,"[43.0, 13.0]",19746,0,,,2.6779451,,Right Foot,,,"[31.0, 19.0]",,Ground Pass,13.416408,,,Georgia Brougham,15574.0,,,,,,1,Regular Play,Angharad James,15577.0,Left Defensive Midfield,3,Everton LFC,967,['31533498-99a5-4237-adec-e44534676531'],10,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:10.836,Pass,
,,,,,,,,,,0.77615,,,,,,,,,,,,,,,341220e0-ba37-47a6-b971-71da87e55327,28,,,"[30.0, 16.0]",19746,0,,,-1.2120256,,Left Foot,,,"[33.0, 8.0]",,Ground Pass,8.5440035,,,Gabrielle George,15575.0,,,,,,1,Regular Play,Georgia Brougham,15574.0,Center Back,3,Everton LFC,967,"['5e919223-6e0a-4319-9436-4e633774d331', 'b8290d23-98b2-4b08-a336-8330d3e0b451']",12,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:12.536,Pass,True
,,,,,,,,,,2.126735,,,,,,,,,,,,,,,3f02fed4-d01d-4462-9328-0ddd2476e86c,31,,,"[35.0, 7.0]",19746,0,,,0.13255154,,Left Foot,,,"[80.0, 13.0]",,High Pass,45.39824,,Incomplete,Claudia Walker,15580.0,,,,,,1,Regular Play,Gabrielle George,15575.0,Left Center Back,3,Everton LFC,967,"['53b84254-e3ee-4be9-ab33-f73098a2fac6', 'c11852fe-dd48-4dad-bc71-4edc148cf174']",14,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:14.403,Pass,
,,,,,,,,,,1.602901,,,,,,,,,,,,,,,c11852fe-dd48-4dad-bc71-4edc148cf174,33,,,"[41.0, 68.0]",19746,0,,,1.487655,,Head,,,"[42.0, 80.0]",,High Pass,12.0415945,,Out,,,,,,,Recovery,1,Regular Play,Ria Percival,18145.0,Right Center Back,3,Everton LFC,967,['3f02fed4-d01d-4462-9328-0ddd2476e86c'],16,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:00:16.530,Pass,
,,,,,,,,,,3.047626,,,,,,,,,,,,,,,9ee6e2ab-e4b0-4dd3-8bbd-aede17cd7366,34,,,"[80.0, 1.0]",19746,0,,,0.36933365,,,,,"[111.0, 13.0]",,High Pass,33.24154,,,Inessa Kaagman,15579.0,,,,,Throw-in,1,From Throw In,Siri Worm,15572.0,Left Midfield,4,Everton LFC,967,['f290b891-2d49-4ba5-9c4a-5881eee8c59b'],43,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:43.116,Pass,
,,,,,,,,,,0.607479,,,,,,,,,,,,,,,5fe2f4cf-a22e-45e3-9f1c-231bf36497c1,38,,,"[113.0, 12.0]",19746,0,,,0.7853982,,Left Foot,,,"[115.0, 14.0]",,Ground Pass,2.828427,,Incomplete,,,,,,,,1,From Throw In,Inessa Kaagman,15579.0,Right Attacking Midfield,4,Everton LFC,967,"['20608d18-22a8-486e-9e84-f512c144788e', '35944b68-f4fc-4046-bd40-59fcca44b691']",46,,,,,,,,,,,,,,,,,,Everton LFC,967,00:00:46.358,Pass,True
,,,,,,,,,,1.971033,,,,,,,,,,,,,,,db21f37c-b01b-4eaf-a855-eb3a656bfcaf,40,,,"[120.0, 1.0]",19746,1,,,1.6921483,0035c64b-0c37-41e6-84df-3136dad135af,Right Foot,,,"[115.0, 42.0]",,High Pass,41.303753,,,Megan Finnigan,18254.0,True,True,,,Corner,1,From Corner,Chloe Kelly,15570.0,Left Attacking Midfield,5,Everton LFC,967,['c2ba157d-84e3-4f23-98c8-ee1719b5278f'],13,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:13.723,Pass,
,,,,,,,,,,3.032745,,,,,,,,,,,,,,,190c4304-2696-4a4b-9050-434cff6beb45,45,,,"[7.0, 37.0]",19746,1,,,-0.30667633,,Right Foot,,,"[67.0, 18.0]",,High Pass,62.936478,,Incomplete,,,,,,,Goal Kick,1,From Goal Kick,Rebecca Leigh Spencer,18158.0,Goalkeeper,6,West Ham United LFC,972,['67420dc3-89b4-47f5-b9dc-0098e08b585a'],46,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:01:46.721,Pass,
,,,,,,,,,,1.612314,,,,,,,,,,,,,,,67420dc3-89b4-47f5-b9dc-0098e08b585a,46,,,"[54.0, 63.0]",19746,1,,,-0.5028432,,Head,,,"[74.0, 52.0]",,High Pass,22.825424,,,Claudia Walker,15580.0,,,,,Recovery,1,Regular Play,Taylor Hinds,19687.0,Right Midfield,7,Everton LFC,967,"['190c4304-2696-4a4b-9050-434cff6beb45', 'efa44e5c-3bf3-4b42-87ff-b132168e35d2']",49,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:49.753,Pass,
,,,,,,,,,,1.133521,,,,,,,,,,,,,,,807316db-a841-4860-a5aa-46e7f45ee686,49,,,"[74.0, 52.0]",19746,1,,,-2.782822,,Right Foot,,,"[66.0, 49.0]",,Low Pass,8.5440035,,,Chloe Kelly,15570.0,,,,,,1,Regular Play,Claudia Walker,15580.0,Center Forward,7,Everton LFC,967,['24479488-da46-42b0-81df-e8bca3f8ec3b'],51,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:51.406,Pass,
,,,,,,,,,,1.002264,,,,,,,,,,,,,,,06b05052-de71-4f41-bd4a-aad7b8f7096a,53,,,"[64.0, 49.0]",19746,1,,,3.1415927,,Right Foot,,,"[55.0, 49.0]",,Ground Pass,9.0,,,Abbey-Leigh Stringer,15573.0,,,,,,1,Regular Play,Chloe Kelly,15570.0,Left Attacking Midfield,7,Everton LFC,967,"['90133d3d-44d9-4306-ab6e-aa355c6ef629', 'b1d16a97-9e8c-4115-b787-28238a22633c']",52,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:52.893,Pass,True
,,,,,,,,,,2.617135,,,,,,,,,,,,,,,992fb382-cb29-4660-a0ff-d4af005e18f2,59,,,"[47.0, 48.0]",19746,1,,,-0.86718255,,Right Foot,,,"[75.0, 15.0]",,High Pass,43.27817,,,Siri Worm,15572.0,,,,,Recovery,1,Regular Play,Georgia Brougham,15574.0,Center Back,7,Everton LFC,967,['708dfade-ed45-4fb5-adbf-2a55e1bfbbb3'],55,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:55.536,Pass,
,,,,,,,,,,1.391117,,,,,,,,,,,,,,,4b4e53d8-051d-4f78-873c-bd6ced1a1e9f,62,,,"[74.0, 23.0]",19746,1,,,2.4468544,,Left Foot,,,"[62.0, 33.0]",,Ground Pass,15.6205,,,Abbey-Leigh Stringer,15573.0,,,,,,1,Regular Play,Siri Worm,15572.0,Left Midfield,7,Everton LFC,967,['a8dda873-994f-4a62-a9cc-d0a06efec62f'],59,,,,,,,,,,,,,,,,,,Everton LFC,967,00:01:59.690,Pass,
,,,,,,,,,,2.657661,,,,,,,,,,,,,,,71128a62-7387-406a-96c2-1aeb94f34a80,65,,,"[68.0, 29.0]",19746,2,,,-0.68231654,,Right Foot,,,"[100.0, 3.0]",,High Pass,41.231056,,,Chloe Kelly,15570.0,,,,,,1,Regular Play,Abbey-Leigh Stringer,15573.0,Right Defensive Midfield,7,Everton LFC,967,['07721848-7fc8-4d90-a424-3593e642f1ca'],2,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:02.667,Pass,
,,,,,,,,,,1.794568,,,,,,,,,,,,,,,f178e3bc-0bed-46e7-9373-c1b7e69c9aa0,69,,,"[108.0, 10.0]",19746,2,,,1.2698761,,Left Foot,True,,"[117.0, 39.0]",,Ground Pass,30.364452,,Incomplete,Inessa Kaagman,15579.0,,,,,,1,Regular Play,Chloe Kelly,15570.0,Left Attacking Midfield,7,Everton LFC,967,"['38feb018-2ff5-42bf-b067-09fd683a3e6e', '57cf4a6b-7d1e-4a84-9bc9-33ace8d085b5', '8fa11a56-95b1-45bd-a84f-274be3d796cf']",8,,,,,,,,,,,,,,,,,,Everton LFC,967,00:02:08.381,Pass,True
,,,,,,,,,,2.221864,,,,,,,,,,,,,,,31f01b43-d2fa-4e51-b529-2248bddcff5e,73,,,"[17.0, 36.0]",19746,2,,,-0.06340695,,Right Foot,,,"[80.0, 32.0]",,Low Pass,63.126858,,,Jane Ross,4653.0,,,,,,1,From Counter,Rebecca Leigh Spencer,18158.0,Goalkeeper,8,West Ham United LFC,972,['4ecc70be-c86a-4336-a13e-b300570115b5'],29,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:29.602,Pass,
,,,,,,,,,,3.380449,,,,,,,,,,,,,,,e56c0657-2aee-4cce-aaa7-26f17b09b7d7,75,,,"[80.0, 32.0]",19746,2,,,-0.7853982,,Left Foot,,,"[94.0, 18.0]",,Low Pass,19.79899,,Incomplete,Brianna Visalli,18157.0,,,,,,1,From Counter,Jane Ross,4653.0,Left Center Forward,8,West Ham United LFC,972,"['3c3234ea-aafe-41e8-ba40-e2971d9cad99', 'ed1e430e-9c0f-4859-bb73-b2d4517febe9']",31,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:31.824,Pass,
,,,,,,,,,,1.303381,,,,,,,,,,,,,,,4bfde34b-b789-46c0-bb13-8b1e5e7c3fa7,78,,,"[101.0, 1.0]",19746,2,,,2.7468016,,,,,"[89.0, 6.0]",,Low Pass,13.0,,,Vyan Sampson,21014.0,,,,,Throw-in,1,From Throw In,Erin Simon,18155.0,Left Wing Back,9,West Ham United LFC,972,['ac6058b3-45d1-4506-8a49-47d3beaa0122'],44,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:44.986,Pass,
,,,,,,,,,,0.868966,,,,,,,,,,,,,,,dc7f2a31-b833-4deb-8054-0fa2d7f3ad7c,81,,,"[88.0, 7.0]",19746,2,,,2.2318394,,Right Foot,,,"[81.0, 16.0]",,Ground Pass,11.401754,,,Kate Longhurst,18147.0,,,,,,1,From Throw In,Vyan Sampson,21014.0,Left Center Back,9,West Ham United LFC,972,['53129de2-f699-4c4b-a5c5-499f6a08ee39'],47,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:47.226,Pass,
,,,,,,,,,,0.865396,,,,,,,,,,,,,,,08bb83c2-d6d5-4a62-af22-901286416a3b,84,,,"[81.0, 16.0]",19746,2,,,-0.38050637,,Left Foot,,,"[96.0, 10.0]",,Ground Pass,16.155495,,Incomplete,Erin Simon,18155.0,,,,,,1,From Throw In,Kate Longhurst,18147.0,Center Midfield,9,West Ham United LFC,972,"['188ce61a-0ec5-4716-9f6f-2accd56531ad', '9f09ad32-9329-424f-8346-89c3fe22f60b']",48,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:02:48.457,Pass,
,,,,,,,,,,1.922846,,,,,,,,,,,,,,,337a5c62-4933-4a1c-99de-60538455e8d7,87,,,"[102.0, 1.0]",19746,3,,,1.2793396,,,,,"[108.0, 21.0]",,High Pass,20.880613,,,Jane Ross,4653.0,,,,,Throw-in,1,From Throw In,Erin Simon,18155.0,Left Wing Back,10,West Ham United LFC,972,['7004955e-10cf-4d98-84c0-95de618dba1d'],0,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:00.750,Pass,
,,,,,,,,,,2.394229,,,,,,,,,,,,,,,3597a2f5-9e58-41f2-99ec-38d373cbe9df,99,,,"[19.0, 55.0]",19746,3,,,-2.4668517,,Right Foot,,,"[4.0, 43.0]",,Ground Pass,19.209373,,,Kirstie Levell,15576.0,,,,,,1,Regular Play,Abbey-Leigh Stringer,15573.0,Right Defensive Midfield,11,Everton LFC,967,['34a2c3e3-d9e3-4991-b7b5-6d7bf3697cee'],9,,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:09.004,Pass,
,,,,,,,,,,1.366917,,,,,,,,,,,,,,,0762578b-a864-410a-b4a7-405f1a5ac975,102,,,"[4.0, 43.0]",19746,3,,,-0.26060238,,Right Foot,,,"[34.0, 35.0]",,High Pass,31.04835,,,Chloe Kelly,15570.0,,,,,,1,Regular Play,Kirstie Levell,15576.0,Goalkeeper,11,Everton LFC,967,['342ad919-4ad3-4a24-a0f5-9a91cd9c5387'],11,,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:11.490,Pass,
,,,,,,,,,,2.4237,,,,,,,,,,,,,,,7906112f-b7ea-44e7-9d56-aafabca1c382,106,,,"[37.0, 45.0]",19746,3,,,0.8329813,,Right Foot,,,"[57.0, 67.0]",,Low Pass,29.732138,,Incomplete,Inessa Kaagman,15579.0,,,,,,1,Regular Play,Chloe Kelly,15570.0,Left Attacking Midfield,11,Everton LFC,967,"['4bbd10dc-65bb-43ed-bf63-8be90f7cd580', '7c6ab1d2-5cf5-4a4a-a0d2-8502ea88fa50', 'c0cf17e7-23d2-4769-8ff8-dd3385a6905b']",14,,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:14.731,Pass,True
,,,,,,,,,,1.032331,,,,,,,,,,,,,,,4bbd10dc-65bb-43ed-bf63-8be90f7cd580,108,,,"[64.0, 14.0]",19746,3,,,2.6224465,,Right Foot,,,"[57.0, 18.0]",,Ground Pass,8.062258,,,Vyan Sampson,21014.0,,,,,Recovery,1,Regular Play,Erin Simon,18155.0,Left Wing Back,12,West Ham United LFC,972,"['7906112f-b7ea-44e7-9d56-aafabca1c382', 'dd678496-b787-4611-a90b-ab53696102a4']",17,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:17.155,Pass,
,,,,,,,,,,2.403262,,,,,,,,,,,,,,,41dfb00f-5be9-4ee5-ba69-17036fc531d7,111,,,"[50.0, 19.0]",19746,3,,,2.5415425,,Right Foot,,,"[31.0, 32.0]",,Ground Pass,23.021729,,,Gilly Louise Scarlett Flaherty,18151.0,,,,,,1,Regular Play,Vyan Sampson,21014.0,Left Center Back,12,West Ham United LFC,972,['7402c6b2-4a92-4bd9-9271-fed5ec9c0eb9'],19,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:19.181,Pass,
,,,,,,,,,,2.374912,,,,,,,,,,,,,,,fbdbfc8e-1f87-4fad-8891-0cb67ee76f4b,114,,,"[32.0, 34.0]",19746,3,,,1.3521274,,Right Foot,,,"[36.0, 52.0]",,Ground Pass,18.439089,,,Ria Percival,18145.0,,,,,,1,Regular Play,Gilly Louise Scarlett Flaherty,18151.0,Center Back,12,West Ham United LFC,972,['e5f6bc14-6fa9-4ced-94fd-2125c2529fbc'],22,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:22.029,Pass,
,,,,,,,,,,3.291365,,,,,,,,,,,,,,,ffeb992e-22b9-44ab-a845-3689e92cc0b4,117,,,"[48.0, 60.0]",19746,3,,,0.27365932,,Right Foot,,,"[105.0, 76.0]",,High Pass,59.20304,,,Esmee de Graaf,18154.0,,,,,,1,Regular Play,Ria Percival,18145.0,Right Center Back,12,West Ham United LFC,972,['71091bbd-e8e8-43d9-bd52-cdd2719e400a'],26,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:26.095,Pass,
,,,,,,,,,,3.253724,,,,,,,,,,,,,,,218fe17f-2fcc-4259-beb9-c7a97b907332,120,,,"[106.0, 76.0]",19746,3,,,-1.6456562,,Right Foot,True,,"[103.0, 36.0]",,High Pass,40.112343,,Incomplete,,,,True,,,,1,Regular Play,Esmee de Graaf,18154.0,Right Wing Back,12,West Ham United LFC,972,['cadba40e-b1c0-4531-b8bb-f504aa5d2f4d'],29,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:29.426,Pass,
,,,,,,,,,,1.821639,,,,,,,,,,,,,,,f6acbda5-df13-4c42-9c1f-74dbe86d48a3,122,,,"[80.0, 45.0]",19746,3,,,1.5707964,,Head,,,"[80.0, 52.0]",,High Pass,7.0,,,Julia Simic,18150.0,,,,,Recovery,1,Regular Play,Kate Longhurst,18147.0,Center Midfield,12,West Ham United LFC,972,['68135aec-c11a-4f1c-9f28-7a5924a48caa'],35,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:35.062,Pass,
,,,,,,,,,,2.518903,,,,,,,,,,,,,,,616a50b5-51e7-49e9-8424-3162da82a4fe,126,,,"[79.0, 55.0]",19746,3,,,0.65107673,,Right Foot,,,"[100.0, 71.0]",,Ground Pass,26.400757,,Incomplete,Esmee de Graaf,18154.0,,,,,,1,Regular Play,Julia Simic,18150.0,Right Center Midfield,12,West Ham United LFC,972,"['6cd7cf1b-ad2c-4c23-8e74-1f1f9aae4fe6', 'f624e03d-8820-475d-9e25-b43debea2efe']",38,,,,,,,,,,,,,,,,,,West Ham United LFC,972,00:03:38.224,Pass,
,,,,,,,,,,1.841521,,,,,,,,,,,,,,,3e1c75aa-ad8f-4e18-a4a8-d77dd46762fa,130,,,"[23.0, 11.0]",19746,3,,,1.9138203,,Left Foot,,,"[18.0, 25.0]",,Ground Pass,14.866069,,,Georgia Brougham,15574.0,,,,,,1,Regular Play,Gabrielle George,15575.0,Left Center Back,13,Everton LFC,967,['ff9de09c-3136-458e-a4ea-7cba9cc56d46'],42,,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:42.138,Pass,
,,,,,,,,,,1.262222,,,,,,,,,,,,,,,8e81cfc5-3c45-4335-9a21-aec97a067bd7,133,,,"[18.0, 23.0]",19746,3,,,-1.022247,,Right Foot,,,"[29.0, 5.0]",,Ground Pass,21.095022,,,Gabrielle George,15575.0,,,,,,1,Regular Play,Georgia Brougham,15574.0,Center Back,13,Everton LFC,967,['5b19bd0c-160d-4986-8e4f-b127ce7ddd72'],44,,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:44.263,Pass,
,,,,,,,,,,5.862393,,,,,,,,,,,,,,,5346d5b4-dff5-428c-ab3d-26801101b982,136,,,"[35.0, 4.0]",19746,3,,,0.27829966,,Left Foot,,,"[105.0, 24.0]",,High Pass,72.8011,,Incomplete,Claudia Walker,15580.0,,,,,,1,Regular Play,Gabrielle George,15575.0,Left Center Back,13,Everton LFC,967,"['bdc62904-f986-4a6a-9f06-c28becb4b8d9', 'd5f037aa-9e40-4b8b-bf22-5492405c633f']",50,,,,,,,,,,,,,,,,,,Everton LFC,967,00:03:50.576,Pass,
