bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.226931,,,,,,,,,,,,,aa3cd9e9-e85b-4485-b610-5cf04dd526e2,17,,"[42.1, 46.5]",3802795,0,,,,,-1.5547976,,Right Foot,,,,"[42.3, 34.0]",,Ground Pass,,12.5016,,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,['8a8a046a-ff6a-4cf7-9146-668fb4335054'],14,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:14.699,Pass,
,,,,,,,,,,,,,,,,1.667709,,,,,,,,,,,,,a269313d-6baa-4e1c-a34d-cc1203157e3f,20,,"[36.9, 23.9]",3802795,0,,,,,-1.0615455,,Left Foot,,,,"[47.9, 4.2]",,Ground Pass,,22.563023,,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,['47e9cd19-5ddf-46ea-bfe5-8e53d5c111bc'],16,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:16.731,Pass,
,,,,,,,,,,,,,,,,1.6173,,,,,,,,,,,,,20434be7-af21-425b-8412-dd6ce7b79380,24,,"[48.0, 3.0]",3802795,0,,,,,2.4112568,,Left Foot,,,,"[34.6, 15.0]",,Ground Pass,,17.987774,,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Juan Bernat Velasco,15651.0,Left Back,2,Paris Saint-Germain,131,"['165dd4eb-7262-4c50-a364-8221216d419d', 'a930dfbc-ce94-4e38-8f04-56315cb24ca3']",19,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:19.986,Pass,True
,,,,,,,,,,,,,,,,1.602949,,,,,,,,,,,,,776880a6-616d-43e9-8ead-1ee6ca782a73,27,,"[37.3, 31.6]",3802795,0,,,,,1.5927708,,Left Foot,,,,"[36.9, 49.8]",,Ground Pass,,18.204395,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,['9777abec-0c44-48b5-8b7b-388129046807'],23,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:23.902,Pass,
,,,,,,,,,,,,,,,,1.410968,,,,,,,,,,,,,080392c9-c710-4b0b-ac5a-9cbd2beb04de,30,,"[50.0, 49.5]",3802795,0,,,,,-1.8995891,,Right Foot,,,,"[44.2, 32.5]",,Ground Pass,,17.962183,,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,['272546a9-fdf7-4a40-a242-0832d3b74bd4'],28,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:28.375,Pass,
,,,,,,,,,,,,,,,,1.224512,,,,,,,,,,,,,0554cae5-2a36-4dbf-870f-43d6d1dea2cb,33,,"[49.8, 25.9]",3802795,0,,,,,-1.2254062,,Left Foot,,,,"[57.5, 4.5]",,Ground Pass,,22.743132,,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,['eaf72b8d-2ba7-4aac-89ce-7415f0d9b370'],31,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:31.667,Pass,
,,,,,,,,,,,,,,,,0.77508,,,,,,,,,,,,,9fa1fc81-9140-4ea7-96b1-9abcfbe42794,36,,"[62.9, 5.1]",3802795,0,,,,,-0.2721459,,Right Foot,,,,"[71.5, 2.7]",,Ground Pass,,8.928606,,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Left Center Midfield,2,Paris Saint-Germain,131,['99713e0e-d1bc-4248-bb45-ebcae504ed72'],33,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:33.686,Pass,
,,,,,,,,,,,,,,,,0.509599,,,,,,,,,,,,,c4f9d2cd-4594-4734-b1ef-9735d7be4cfb,39,,"[71.5, 2.7]",3802795,0,,,,,1.6142472,,Left Foot,,,,"[71.2, 9.6]",,Ground Pass,,6.9065185,,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,From Kick Off,Juan Bernat Velasco,15651.0,Left Back,2,Paris Saint-Germain,131,['21fb1d3f-8ee5-4043-b4e8-505ca2de235d'],34,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:34.502,Pass,
,,,,,,,,,,,,,,,,0.967366,,,,,,,,,,,,,6be588de-bbb6-4895-abc8-8b5ac6c8a4e2,42,,"[71.2, 9.6]",3802795,0,,,,,-2.126667,,Right Foot,,,,"[67.1, 3.0]",,Ground Pass,,7.7698135,,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Kylian Mbappé Lottin,3009.0,Left Wing,2,Paris Saint-Germain,131,['1afe5d37-b5ee-4504-a7a6-7d52aae9c6aa'],35,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:35.051,Pass,
,,,,,,,,,,,,,,,,0.5982,,,,,,,,,,,,,75fcfa51-149a-4f84-b90f-bd02abcbbd3f,48,,"[28.4, 73.4]",3802795,0,,,,,0.4808873,,Right Foot,,,,"[35.3, 77.0]",,Ground Pass,,7.782673,,,,,Benjamin Bourigeaud,3426.0,,,,,Recovery,1,Regular Play,Jonas Martin,2950.0,Center Defensive Midfield,3,Rennes,134,['6f678896-7e25-42a4-8ebd-76cd46d0341d'],40,,,,,,,,,,,,,,,,,,Rennes,134,00:00:40.550,Pass,
,,,,,,,,,,,,,,,,0.697783,,,,,,,,,,,,,78a780e7-4a70-4868-9a09-055addb72880,52,,"[35.5, 76.2]",3802795,0,,,,,3.1221776,,Right Foot,,,,"[25.2, 76.4]",,Ground Pass,,10.301942,,,,,Hamari Traoré,3248.0,,,,,,1,Regular Play,Benjamin Bourigeaud,3426.0,Right Wing,3,Rennes,134,['238ed549-31b2-4cfd-987c-8f31f0a5d310'],42,,,,,,,,,,,,,,,,,,Rennes,134,00:00:42.178,Pass,
,,,,,,,,,,,,,,,,1.602752,,,,,,,,,,,,,f7a9eb9e-acb6-4cb1-9f5a-09c308773f01,55,,"[23.1, 77.9]",3802795,0,,,,,-2.4414148,,Right Foot,,,,"[12.3, 68.8]",,Ground Pass,,14.122677,,,,,Warmed Omari,39265.0,,,,,,1,Regular Play,Hamari Traoré,3248.0,Right Back,3,Rennes,134,['43f0d680-8d17-49e4-830a-57b307274022'],42,,,,,,,,,,,,,,,,,,Rennes,134,00:00:42.876,Pass,
,,,,,,,,,,,,,,,,1.629771,,,,,,,,,,,,,19f892ca-0f90-44b8-9340-fcb29cb1cb03,59,,"[13.0, 64.9]",3802795,0,,,,,-2.298566,,Right Foot,,,,"[3.2, 53.9]",,Ground Pass,,14.732278,,,,,Doğan Alemdar,36360.0,,,,,,1,Regular Play,Warmed Omari,39265.0,Right Center Back,3,Rennes,134,"['5437aee2-53c1-43cb-8831-93aafd08de01', '94f9fb44-182e-4b11-9d77-8233df2f4458']",45,,,,,,,,,,,,,,,,,,Rennes,134,00:00:45.463,Pass,True
,,,,,,,,,,,,,,,,3.721285,,,,,,,,,,,,,d166e0b6-7258-4c3e-9f82-30e208d6b7f2,62,,"[4.8, 53.8]",3802795,0,,,,,0.21995312,,Right Foot,,,,"[62.5, 66.7]",,High Pass,,59.124447,,,,,Gaëtan Laborde,3190.0,,,,,,1,Regular Play,Doğan Alemdar,36360.0,Goalkeeper,3,Rennes,134,['1d7fbd33-45e5-4839-aa44-03360b95ea07'],47,,,,,,,,,,,,,,,,,,Rennes,134,00:00:47.173,Pass,
,,,,,,,,,,,,,,,,0.588944,,,,,,,,,,,,,ac7c8acc-6edd-4024-ad74-5f0b931ed128,66,,"[62.9, 8.1]",3802795,0,,,,,1.6999437,,Left Foot,,,,"[61.9, 15.8]",,Ground Pass,,7.7646637,,,,,Leandro Daniel Paredes,16308.0,,,,,Recovery,1,Regular Play,Juan Bernat Velasco,15651.0,Left Back,4,Paris Saint-Germain,131,['2b5034e9-8283-4f30-83a9-f70406ea86bb'],52,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:52.019,Pass,
,,,,,,,,,,,,,,,,1.075939,,,,,,,,,,,,,eaca5df7-8e5b-4c82-bac0-8f46bbe401e1,68,,"[61.9, 15.8]",3802795,0,,,,,-2.9321132,,Right Foot,,,,"[49.2, 13.1]",,Ground Pass,,12.983836,,,,,Presnel Kimpembe,2999.0,,,,,,1,Regular Play,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,4,Paris Saint-Germain,131,['1b66c84f-86b9-4803-a843-ba04de54c1f0'],52,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:52.608,Pass,
,,,,,,,,,,,,,,,,1.572371,,,,,,,,,,,,,64ab9b5f-6977-4780-9e48-c575a17a0e84,71,,"[49.2, 14.9]",3802795,0,,,,,2.076195,,Left Foot,,,,"[40.9, 29.9]",,Ground Pass,,17.14322,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,Regular Play,Presnel Kimpembe,2999.0,Left Center Back,4,Paris Saint-Germain,131,['082ee4a4-ce20-4761-aefe-1321d85b4e59'],54,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:54.847,Pass,
,,,,,,,,,,,,,,,,1.193015,,,,,,,,,,,,,4207ebf7-1ac8-4b0e-9787-7a2787a477e9,74,,"[51.8, 40.0]",3802795,0,,,,,-1.6556981,,Right Foot,,,,"[50.6, 25.9]",,Ground Pass,,14.150971,,,,,Presnel Kimpembe,2999.0,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Right Center Back,4,Paris Saint-Germain,131,['3bb97449-ca1c-49e6-a6e2-2900359f7503'],59,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:59.157,Pass,
,,,,,,,,,,,,,,,,1.381936,,,,,,,,,,,,,848b8f17-61fc-4195-9b7b-6c7024c5c39a,77,,"[54.3, 21.2]",3802795,1,,,,,-1.0619121,,Right Foot,,,,"[64.9, 2.2]",,Ground Pass,,21.756838,,,,,Marco Verratti,3166.0,,,,,,1,Regular Play,Presnel Kimpembe,2999.0,Left Center Back,4,Paris Saint-Germain,131,['f3d18c46-3a0a-4fe0-afbc-e32d2f1059e7'],1,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:01.481,Pass,
,,,,,,,,,,,,,,,,0.872367,,,,,,,,,,,,,1d7cfca3-3054-4928-97ea-f331b8fa06db,80,,"[64.9, 2.2]",3802795,1,,,,,-0.08178438,,Left Foot,,,,"[77.1, 1.2]",,Ground Pass,,12.240915,,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Left Center Midfield,4,Paris Saint-Germain,131,['7538fd9b-86ba-4cfe-9e16-f92f81482ff4'],3,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:03.701,Pass,
,,,,,,,,,,,,,,,,0.719131,,,,,,,,,,,,,bdbf18cd-40ec-4a1a-a62d-30edc9568548,83,,"[76.3, 1.6]",3802795,1,,,,,2.48751,,Right Foot,,,,"[64.3, 10.8]",,Ground Pass,,15.120847,,,,,Leandro Daniel Paredes,16308.0,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Left Wing,4,Paris Saint-Germain,131,['3e3a8b74-7be4-41d4-b910-fbf409e646ce'],6,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:06.296,Pass,
,,,,,,,,,,,,,,,,1.787803,,,,,,,,,,,,,e4fbf789-27de-4a76-be11-39ab2c06a941,86,,"[62.5, 14.9]",3802795,1,,,,,1.5247762,,Right Foot,,,,"[64.6, 60.5]",,Ground Pass,,45.64833,,,,,Achraf Hakimi Mouh,5245.0,,True,,,,1,Regular Play,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,4,Paris Saint-Germain,131,['02ec2bd5-c3dc-4bd0-8acd-c23987852d9b'],9,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:09.114,Pass,
,,,,,,,,,,,,,,,,1.577646,,,,,,,,,,,,,9e04f58b-4d80-4d9b-879f-4a0df695003f,89,,"[60.1, 59.6]",3802795,1,,,,,-2.0491488,,Right Foot,,,,"[57.3, 54.2]",,Ground Pass,,6.0827627,,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,Regular Play,Achraf Hakimi Mouh,5245.0,Right Back,4,Paris Saint-Germain,131,['c1f3a4b3-bdad-482c-8b56-7d9e03ed63a3'],14,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:14.273,Pass,
,,,,,,,,,,,,,,,,0.929889,,,,,,,,,,,,,7430d589-6644-4cf4-a27d-488e7290a7c6,92,,"[56.4, 50.3]",3802795,1,,,,,-0.4121833,,Right Foot,,,,"[79.5, 40.2]",,Ground Pass,,25.211506,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Right Center Back,4,Paris Saint-Germain,131,['318ce318-50a9-4937-b887-ae9b5e0ad082'],17,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:17.796,Pass,
,,,,,,,,,,,,,,,,0.583225,,,,,,,,,,,,,cead945a-a43d-4a06-a64f-51ac09e9eaf5,95,,"[81.0, 39.4]",3802795,1,,,,,-2.0614643,,Left Foot,,,,"[77.1, 32.1]",,Ground Pass,,8.276473,,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,4,Paris Saint-Germain,131,['75a2150a-ef55-4c94-b8ab-a69a0251ce4c'],18,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:18.954,Pass,
,,,,,,,,,,,,,,,,0.741782,,,,,,,,,,,,,d4c52ed4-a2b0-49a5-b229-ed5d65a38860,98,,"[77.1, 32.1]",3802795,1,,,,,1.8187512,,Right Foot,,,,"[75.1, 40.0]",,Ground Pass,,8.149233,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Left Wing,4,Paris Saint-Germain,131,['a4d74afe-225f-4a1f-95c0-ceb158cd6a4a'],20,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:20.460,Pass,
,,,,,,,,,,,,,,,,1.103402,,,,,,,,,,,,,5bdf07bd-ab5e-479b-973e-e4959669c23d,101,,"[75.1, 40.0]",3802795,1,,,,,-2.0417564,,Left Foot,,,,"[64.0, 18.2]",,Ground Pass,,24.463238,,,,,Presnel Kimpembe,2999.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,4,Paris Saint-Germain,131,['453a7bd4-cf0e-4f82-9e97-e1026741460e'],21,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:21.980,Pass,
,,,,,,,,,,,,,,,,1.121982,,,,,,,,,,,,,02bfc937-3cfc-4cc9-8121-545c6d2414c7,104,,"[65.8, 15.8]",3802795,1,,,,,-0.72938204,,Left Foot,,,,"[77.1, 5.7]",,Ground Pass,,15.155857,,,,,Marco Verratti,3166.0,,,,,,1,Regular Play,Presnel Kimpembe,2999.0,Left Center Back,4,Paris Saint-Germain,131,['ce76baa1-415a-4caa-a308-81353e902455'],23,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:23.306,Pass,
,,,,,,,,,,,,,,,,0.704145,,,,,,,,,,,,,6c20a679-949d-4fa7-b032-d1bcdc05efa7,107,,"[83.7, 5.1]",3802795,1,,,,,1.1463443,,Right Foot,,,,"[88.4, 15.5]",,Ground Pass,,11.412712,,,,,Kylian Mbappé Lottin,3009.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Left Center Midfield,4,Paris Saint-Germain,131,['0f4ca4dc-2eb6-4442-b748-1804822038be'],26,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:26.040,Pass,
,,,,,,,,,,,,,,,,0.734455,,,,,,,,,,,,,9f550e9b-279a-4d45-bea1-a21633788dac,110,,"[88.4, 15.5]",3802795,1,,,,,-2.016902,,Right Foot,,,,"[84.0, 6.3]",,Ground Pass,,10.198039,,,,,Marco Verratti,3166.0,,,,,,1,Regular Play,Kylian Mbappé Lottin,3009.0,Left Wing,4,Paris Saint-Germain,131,['d0fd69d6-f122-4afd-a466-40441ac66740'],26,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:26.824,Pass,
,,,,,,,,,,,,,,,,0.93153,,,,,,,,,,,,,8295ab37-f3f7-4875-b869-f78dfa5f7df0,113,,"[84.0, 6.3]",3802795,1,,,,,2.4263914,,Right Foot,,,,"[70.3, 18.2]",,Ground Pass,,18.146626,,,,,Leandro Daniel Paredes,16308.0,,,,,,1,Regular Play,Marco Verratti,3166.0,Left Center Midfield,4,Paris Saint-Germain,131,['86ea2939-6d72-4874-b774-8ea20b005869'],28,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:28.319,Pass,
,,,,,,,,,,,,,,,,1.459401,,,,,,,,,,,,,a90f1d86-3bb8-4f68-b73e-2630efa54926,116,,"[70.2, 18.9]",3802795,1,,,,,-0.83949697,,Right Foot,,,,"[83.3, 4.3]",,Ground Pass,,19.615555,,,,,Marco Verratti,3166.0,,,,,,1,Regular Play,Leandro Daniel Paredes,16308.0,Center Defensive Midfield,4,Paris Saint-Germain,131,['cd8a227a-ede1-41fe-80e6-871b33035db3'],30,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:30.755,Pass,
