50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,1.36327,,,,,,,,,,,,,,,,c3afc067-1433-4f66-83e9-1e177e8371b8,16,,,"[46.3, 5.0]",3802839,0,,,,,2.4693456,,Left Foot,,,"[36.5, 12.8]",,Ground Pass,,12.525175,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Juan Bernat Velasco,15651.0,Left Back,2,Paris Saint-Germain,131,['f444e94e-8249-45cd-a312-f0b6896a85e6'],8,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:08.144,Pass,
,,,,,,,,,,,,,,,,,,,1.287009,,,,,,,,,,,,,,,,ecc9126b-1e47-4321-8def-539bf7aafc0c,19,,,"[39.2, 21.1]",3802839,0,,,,,1.5637293,,Left Foot,,,"[39.4, 49.4]",,Ground Pass,,28.300707,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,['86df19e4-acbd-44f9-8476-f97370e6ce77'],11,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:11.827,Pass,
,,,,,,,,,,,,,,,,,,,1.722312,,,,,,,,,,,,,,,,f05dedd5-dbed-4453-bd38-d070d38dfe87,22,,,"[39.4, 49.4]",3802839,0,,,,,1.0051584,,Left Foot,,,"[50.7, 67.2]",,Ground Pass,,21.08388,,,,Thilo Kehrer,8511.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,['b7f53e60-dc56-4b8a-b94f-8471ea79113b'],14,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:14.111,Pass,
,,,,,,,,,,,,,,,,,,,1.563574,,,,,,,,,,,,,,,,17dbb3fc-19dd-4e6c-9e1b-a20bf52e1829,26,,,"[48.5, 62.4]",3802839,0,,,,,-2.884465,,Right Foot,,,"[23.4, 55.8]",,Ground Pass,,25.953228,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,From Kick Off,Thilo Kehrer,8511.0,Right Back,2,Paris Saint-Germain,131,['7c05e699-0799-490c-9773-8c31beca799f'],16,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:16.927,Pass,
,,,,,,,,,,,,,,,,,,,1.638849,,,,,,,,,,,,,,,,1938b962-4b11-4893-9d83-7b3bd4f6fc43,29,,,"[22.7, 52.7]",3802839,0,,,,,-1.5707964,,Right Foot,,,"[22.7, 23.9]",,Ground Pass,,28.8,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Marcos Aoás Corrêa,4372.0,Right Center Back,2,Paris Saint-Germain,131,['8d243a5c-0c94-4cfb-89c2-650203dd0ad3'],20,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:20.529,Pass,
,,,,,,,,,,,,,,,,,,,1.451726,,,,,,,,,,,,,,,,56f5b157-57f5-4e96-bccc-b5c45a646066,32,,,"[30.6, 17.8]",3802839,0,,,,,-0.86586916,,Left Foot,,,"[42.0, 4.4]",,Ground Pass,,17.59318,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,['9f73bfb1-a1bc-41fa-88b6-a3c633b8a3a9'],23,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:23.523,Pass,
,,,,,,,,,,,,,,,,,,,1.018265,,,,,,,,,,,,,,,,e102c9c6-4cfc-4d11-b545-fbbf8b74d628,35,,,"[44.6, 4.1]",3802839,0,,,,,-0.1798535,,Left Foot,,,"[56.7, 1.9]",,Ground Pass,,12.298374,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Juan Bernat Velasco,15651.0,Left Back,2,Paris Saint-Germain,131,['45d7699d-6d63-4f9e-9359-d4ed0df64553'],26,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:26.063,Pass,
,,,,,,,,,,,,,,,,,,,0.929086,,,,,,,,,,,,,,,,08b470c3-cdec-4e7c-86d7-49dee1ce9058,38,,,"[56.7, 1.9]",3802839,0,,,,,3.0560873,,Right Foot,,,"[46.2, 2.8]",,Ground Pass,,10.538501,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Paris Saint-Germain,131,['2a32522b-ea3b-4d93-bf04-da266d548a02'],27,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:27.121,Pass,
,,,,,,,,,,,,,,,,,,,0.904295,,,,,,,,,,,,,,,,1b365ff7-ff33-41ec-98ff-07685395c550,42,,,"[49.2, 3.4]",3802839,0,,,,,1.5372893,,Left Foot,,,"[49.8, 21.3]",,Ground Pass,,17.910053,,,,Marco Verratti,3166.0,,,,,,1,From Kick Off,Juan Bernat Velasco,15651.0,Left Back,2,Paris Saint-Germain,131,"['73ba577f-94e3-4a16-abb7-e227f9d0860c', 'aa59d117-a06a-4844-be7c-75ed478c5089']",29,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:29.137,Pass,True
,,,,,,,,,,,,,,,,,,,1.240714,,,,,,,,,,,,,,,,c41058ce-5156-4e61-ad4a-8f595821a65a,44,,,"[49.8, 21.3]",3802839,0,,,,,-2.545886,,Right Foot,,,"[34.9, 11.2]",,Ground Pass,,18.000555,,,,Presnel Kimpembe,2999.0,,,,,,1,From Kick Off,Marco Verratti,3166.0,Center Defensive Midfield,2,Paris Saint-Germain,131,['c0a1cd67-e7b7-40c9-9fae-7fc786998dd8'],30,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:30.041,Pass,
,,,,,,,,,,,,,,,,,,,0.998972,,,,,,,,,,,,,,,,a98894c9-6d5e-4789-89b2-18a3fa35d08b,48,,,"[33.2, 8.1]",3802839,0,,,,,-0.6040784,,Left Foot,,,"[40.3, 3.2]",,Ground Pass,,8.626702,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Presnel Kimpembe,2999.0,Left Center Back,2,Paris Saint-Germain,131,['8ee9ebd6-f3d9-4b09-93d4-9d9a9619de44'],32,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:32.538,Pass,
,,,,,,,,,,,,,,,,,,,0.947361,,,,,,,,,,,,,,,,f15a5a7b-218e-456f-94b8-e6b64c37e797,51,,,"[40.3, 3.2]",3802839,0,,,,,0.4514531,,Right Foot,,,"[46.9, 6.4]",,Ground Pass,,7.3348484,,,,Juan Bernat Velasco,15651.0,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Paris Saint-Germain,131,['09abec84-25a7-4011-8d52-e5837d5214c2'],33,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:33.577,Pass,
,,,,,,,,,,,,,,,,,,,0.366704,,,,,,,,,,,,,,,,7ce409b4-27b8-45b8-83a6-fe03b29e344f,54,,,"[46.9, 6.4]",3802839,0,,,,,2.5105133,,Left Foot,,,"[44.3, 8.3]",,Ground Pass,,3.2202485,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Juan Bernat Velasco,15651.0,Left Back,2,Paris Saint-Germain,131,['18ed57af-f47c-482f-8288-737cdc3cd9f5'],34,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:34.563,Pass,
,,,,,,,,,,,,,,,,,,,0.844321,,,,,,,,,,,,,,,,3a07171d-66a3-40f9-a6b6-df03d83e3932,59,,,"[68.1, 64.0]",3802839,0,,,,,-0.74837804,,Right Foot,,,"[76.5, 56.2]",,Ground Pass,,11.462984,,,,Randal Kolo Muani,22097.0,,,,,Recovery,1,Regular Play,Andrei Girotto,3143.0,Center Defensive Midfield,3,Nantes,144,"['cc9a5915-69c1-465d-bf00-c4530c1766f6', 'fc5e4baa-2d5a-4f62-952b-dad88d0b10fa']",36,,,,,,,,,,,,,,,,,,Nantes,144,00:00:36.447,Pass,True
,,,,,,,,,,,,,,,,,,,1.904605,,,,,,,,,,,,,,,,f2cc6e79-0b71-461d-8481-e81d76c26058,67,,,"[82.6, 34.0]",3802839,0,,,,,-0.9841769,,Left Foot,,,"[93.7, 17.3]",,Ground Pass,,20.052431,,,,Quentin Merlin,86586.0,,,,,,1,Regular Play,Randal Kolo Muani,22097.0,Right Center Forward,3,Nantes,144,['defde6a0-03a6-4f8d-b043-c30e10dc48f9'],41,,,,,,,,,,,,,,,,,,Nantes,144,00:00:41.855,Pass,
,,,,,,,,,,,,,,,,,,,0.716139,,,,,,,,,,,,,,,,e63e4705-f719-411a-8436-5dda364dd5f7,70,,,"[93.7, 18.6]",3802839,0,,,,,1.484058,,Left Foot,,,"[94.3, 25.5]",,Ground Pass,,6.926038,,,,Pedro Chirivella Burgos,8485.0,,,,,,1,Regular Play,Quentin Merlin,86586.0,Left Wing Back,3,Nantes,144,['b5c4f7bd-d2a1-4c94-81ad-861c59222db4'],45,,,,,,,,,,,,,,,,,,Nantes,144,00:00:45.073,Pass,
,,,,,,,,,,,,,,,,,,,1.437442,,,,,,,,,,,,,,,,cdb902b7-de69-4e9d-82e3-d02751fe2201,73,,,"[95.1, 25.2]",3802839,0,,,,,1.091277,,Right Foot,,,"[106.8, 47.7]",,High Pass,,25.360205,,Incomplete,,Moses Daddy-Ajala Simon,18163.0,,,,,,1,Regular Play,Pedro Chirivella Burgos,8485.0,Left Center Midfield,3,Nantes,144,"['340cc9df-8051-43da-ae57-6c258c100267', '55fa4786-2df4-48a5-9b88-b17b635f9f84']",46,,,,,,,,,,,,,,,,,,Nantes,144,00:00:46.898,Pass,
,,,,,,,,,,,,,,,,,,,1.541109,,,,,,,,,,,,,,,,340cc9df-8051-43da-ae57-6c258c100267,75,,,"[13.3, 32.4]",3802839,0,,,,,-0.552153,,Head,,,"[24.5, 25.5]",,Low Pass,,13.154847,,,,Neymar da Silva Santos Junior,4320.0,,,,,Recovery,1,Regular Play,Juan Bernat Velasco,15651.0,Left Back,4,Paris Saint-Germain,131,"['cdb902b7-de69-4e9d-82e3-d02751fe2201', 'f3a5c65b-2a9e-4191-a622-6c97ce9ac645']",48,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:48.335,Pass,
,,,,,,,,,,,,,,,,,,,0.752069,,,,,,,,,,,,,,,,2197bb51-c521-4bac-a963-949bc9dac3cb,79,,,"[24.4, 26.9]",3802839,0,,,,,1.7506498,,Right Foot,,,"[23.4, 32.4]",,Low Pass,,5.59017,,,,Idrissa Gana Gueye,3436.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Paris Saint-Germain,131,"['28a2e752-4f61-40eb-8cb1-071f033c763c', '2995cabf-c0a4-45d0-9bc1-7656e8e847bc']",49,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:49.916,Pass,True
,,,,,,,,,,,,,,,,,,,1.847899,,,,,,,,,,,,,,,,53305c73-9d0b-4594-9415-70970694a266,82,,,"[23.4, 32.4]",3802839,0,,,,,-2.5722795,,Right Foot,,,"[15.9, 27.6]",,Ground Pass,,8.904493,,,,Juan Bernat Velasco,15651.0,,,,,,1,Regular Play,Idrissa Gana Gueye,3436.0,Left Center Midfield,4,Paris Saint-Germain,131,['27f44b6f-587c-4de2-ad32-fbeeab6c5f52'],50,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:50.748,Pass,
,,,,,,,,,,,,,,,,,,,1.274392,,,,,,,,,,,,,,,,12ad8f8f-832e-4ecc-8105-c849ec6fbea9,85,,,"[17.0, 18.1]",3802839,0,,,,,2.7118304,,Left Foot,,,"[9.8, 21.4]",,Ground Pass,,7.920227,,,,Presnel Kimpembe,2999.0,,,,,,1,Regular Play,Juan Bernat Velasco,15651.0,Left Back,4,Paris Saint-Germain,131,['39a2737a-01a0-4579-a5fb-a3ffc6b4a6f2'],57,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:00:57.362,Pass,
,,,,,,,,,,,,,,,,,,,1.632173,,,,,,,,,,,,,,,,98cb94d6-f24c-40d1-937b-20dc471319db,88,,,"[9.8, 21.4]",3802839,1,,,,,2.0158126,,Left Foot,,,"[3.6, 34.4]",,Ground Pass,,14.402778,,,,Keylor Navas Gamboa,5597.0,,,,,,1,Regular Play,Presnel Kimpembe,2999.0,Left Center Back,4,Paris Saint-Germain,131,['1f6e37c6-d076-46eb-8511-3189d7544eec'],1,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:01.038,Pass,
,,,,,,,,,,,,,,,,,,,1.436846,,,,,,,,,,,,,,,,5aa146f3-74f4-41d5-ad74-6ea30935e62f,92,,,"[2.0, 40.3]",3802839,1,,,,,1.5707964,,Right Foot,,,"[2.0, 57.2]",,Ground Pass,,16.9,,,,Marcos Aoás Corrêa,4372.0,,,,,,1,Regular Play,Keylor Navas Gamboa,5597.0,Goalkeeper,4,Paris Saint-Germain,131,"['73db37dc-a8e6-4671-80d9-2e62f211cb73', 'c17ac730-6563-4059-936f-8a6d5b8d2576']",4,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:04.208,Pass,True
,,,,,,,,,,,,,,,,,,,1.475132,,,,,,,,,,,,,,,,1f1b0fff-30fb-42d1-93d1-799e76355e27,95,,,"[2.2, 57.5]",3802839,1,,,,,0.98140484,,Right Foot,,,"[13.3, 74.1]",,Ground Pass,,19.969227,,,,Thilo Kehrer,8511.0,,,,,,1,Regular Play,Marcos Aoás Corrêa,4372.0,Right Center Back,4,Paris Saint-Germain,131,['4d8cc6d0-ab5b-4863-b5ee-de627bd8e576'],5,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:05.796,Pass,
,,,,,,,,,,,,,,,,,,,2.261959,,,,,,,,,,,,,,,,2a446544-fbca-423d-9fb9-6cb594670d79,102,,,"[15.7, 64.7]",3802839,1,,,,,-2.0050914,,Right Foot,,,"[4.8, 41.2]",,Ground Pass,,25.904825,,,,Keylor Navas Gamboa,5597.0,,,,,,1,Regular Play,Thilo Kehrer,8511.0,Right Back,4,Paris Saint-Germain,131,['9a03e044-1fb4-48d6-b739-b86f9660fe1a'],9,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:09.916,Pass,
,,,,,,,,,,,,,,,,,,,1.407136,,,,,,,,,,,,,,,,2f76246b-4ffe-46d5-a70f-1631ec227dea,105,,,"[8.5, 40.6]",3802839,1,,,,,-1.2939981,,Right Foot,,,"[11.0, 31.8]",,Ground Pass,,9.148224,,,,Presnel Kimpembe,2999.0,,,,,,1,Regular Play,Keylor Navas Gamboa,5597.0,Goalkeeper,4,Paris Saint-Germain,131,['4dbde737-e3d7-4d21-9661-6cea16ca876e'],13,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:13.548,Pass,
,,,,,,,,,,,,,,,,,,,1.083877,,,,,,,,,,,,,,,,b951407e-d213-46ca-abff-46e54a1440eb,108,,,"[15.5, 30.5]",3802839,1,,,,,-0.30072114,,Left Foot,,,"[31.3, 25.6]",,Ground Pass,,16.54237,,,,Idrissa Gana Gueye,3436.0,,,,,,1,Regular Play,Presnel Kimpembe,2999.0,Left Center Back,4,Paris Saint-Germain,131,['5617b4e8-9a41-403e-a95b-4d0c1b416e17'],15,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:15.843,Pass,
,,,,,,,,,,,,,,,,,,,1.523486,,,,,,,,,,,,,,,,114b632f-10fd-4b52-a13a-edbb14cd7f27,111,,,"[32.8, 22.4]",3802839,1,,,,,-1.2120256,,Right Foot,,,"[40.0, 3.2]",,Ground Pass,,20.50561,,,,Juan Bernat Velasco,15651.0,,,,,,1,Regular Play,Idrissa Gana Gueye,3436.0,Left Center Midfield,4,Paris Saint-Germain,131,['19d62700-f6dc-4227-a202-f2d58e545fc6'],18,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:18.260,Pass,
,,,,,,,,,,,,,,,,,,,0.592761,,,,,,,,,,,,,,,,0d0a4f16-4afa-4ffb-a5c8-e58245198470,114,,,"[45.6, 5.1]",3802839,1,,,,,1.3439975,,Left Foot,,,"[47.1, 11.6]",,Ground Pass,,6.670832,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,Regular Play,Juan Bernat Velasco,15651.0,Left Back,4,Paris Saint-Germain,131,['ff019ed4-e7b7-455b-b53e-1a0448e9ffdc'],22,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:22.460,Pass,
,,,,,,,,,,,,,,,,,,,0.83026,,,,,,,,,,,,,,,,4d463e99-c83a-4d5c-9a5b-20d0f83d696f,117,,,"[47.1, 11.6]",3802839,1,,,,,1.7952937,,Right Foot,,,"[44.2, 24.3]",,Ground Pass,,13.0268955,,,,Marco Verratti,3166.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,4,Paris Saint-Germain,131,['ee2fffb8-acf8-4f6b-a611-78aa24b5afb5'],23,,,,,,,,,,,,,,,,,,Paris Saint-Germain,131,00:01:23.586,Pass,
